"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"123"	"107"	"76"	"344"	"53"	"1"	"1"	"0"	"0"	"23"	"0"	"3"	"4"	"2"	"5"	"3"	"3"	"3"	"0"	"1"	"2"	"0"	"2"	"526"	"0"	"1"	"527"	"0"
"124"	"108"	"476"	"104"	"82"	"3"	"2"	"1"	"1"	"38"	"5"	"1"	"1"	"1"	"1"	"4"	"4"	"9"	"13"	"2"	"5"	"1"	"1"	"755"	"0"	"2"	"757"	"0"
"125"	"109"	"128"	"455"	"77"	"2"	"3"	"0"	"1"	"28"	"7"	"3"	"16"	"4"	"2"	"7"	"12"	"29"	"1"	"6"	"7"	"1"	"0"	"789"	"0"	"1"	"790"	"0"
"126"	"110"	"384"	"362"	"92"	"2"	"4"	"5"	"13"	"48"	"8"	"8"	"15"	"6"	"7"	"8"	"31"	"29"	"4"	"5"	"10"	"3"	"5"	"1049"	"0"	"3"	"1052"	"0"
"127"	"111"	"98"	"339"	"74"	"0"	"0"	"1"	"1"	"18"	"4"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"3"	"3"	"10"	"2"	"1"	"560"	"0"	"1"	"561"	"0"
"128"	"112"	"54"	"366"	"66"	"0"	"0"	"0"	"1"	"6"	"1"	"1"	"3"	"0"	"0"	"3"	"1"	"3"	"0"	"1"	"2"	"0"	"0"	"508"	"0"	"3"	"511"	"0"
"129"	"113"	"275"	"466"	"113"	"5"	"0"	"0"	"2"	"17"	"2"	"1"	"2"	"1"	"0"	"1"	"7"	"1"	"2"	"0"	"0"	"0"	"0"	"895"	"0"	"0"	"895"	"0"
"130"	"114"	"84"	"349"	"55"	"2"	"0"	"1"	"2"	"10"	"6"	"0"	"2"	"0"	"0"	"1"	"1"	"3"	"2"	"0"	"2"	"0"	"0"	"520"	"0"	"1"	"521"	"0"
"131"	"115"	"61"	"330"	"195"	"3"	"4"	"2"	"2"	"107"	"10"	"0"	"8"	"0"	"2"	"2"	"15"	"10"	"3"	"1"	"1"	"4"	"2"	"762"	"0"	"4"	"766"	"0"
"132"	"116"	"569"	"305"	"49"	"2"	"0"	"2"	"3"	"28"	"3"	"2"	"6"	"2"	"10"	"6"	"19"	"20"	"10"	"0"	"10"	"2"	"4"	"1052"	"0"	"3"	"1055"	"0"
"133"	"117"	"257"	"326"	"185"	"5"	"3"	"2"	"4"	"59"	"4"	"3"	"3"	"2"	"3"	"15"	"19"	"20"	"5"	"3"	"5"	"1"	"1"	"925"	"0"	"3"	"928"	"0"
"134"	"118"	"90"	"384"	"47"	"1"	"1"	"0"	"1"	"22"	"1"	"1"	"2"	"0"	"2"	"3"	"7"	"6"	"0"	"1"	"3"	"2"	"1"	"575"	"0"	"2"	"577"	"0"
"135"	"119"	"37"	"246"	"91"	"0"	"0"	"2"	"4"	"30"	"2"	"4"	"5"	"1"	"1"	"3"	"2"	"3"	"1"	"0"	"1"	"2"	"0"	"435"	"0"	"1"	"436"	"0"
"136"	"120"	"460"	"124"	"28"	"2"	"3"	"2"	"3"	"5"	"4"	"1"	"3"	"1"	"5"	"5"	"15"	"20"	"17"	"2"	"4"	"2"	"2"	"708"	"0"	"6"	"714"	"0"
"137"	"121"	"111"	"442"	"65"	"0"	"0"	"2"	"2"	"14"	"4"	"1"	"2"	"0"	"0"	"2"	"1"	"5"	"1"	"3"	"1"	"0"	"0"	"656"	"0"	"2"	"658"	"0"
"138"	"122"	"313"	"219"	"46"	"1"	"0"	"0"	"0"	"8"	"1"	"0"	"28"	"0"	"1"	"2"	"5"	"15"	"1"	"1"	"0"	"0"	"1"	"642"	"0"	"1"	"643"	"0"
"139"	"123"	"598"	"102"	"17"	"2"	"1"	"0"	"6"	"10"	"4"	"3"	"3"	"4"	"1"	"5"	"17"	"23"	"5"	"4"	"2"	"0"	"0"	"807"	"0"	"2"	"809"	"0"
"140"	"124"	"58"	"237"	"210"	"4"	"3"	"2"	"1"	"69"	"10"	"1"	"4"	"3"	"3"	"4"	"6"	"3"	"8"	"7"	"15"	"7"	"7"	"662"	"0"	"2"	"664"	"0"
"141"	"125"	"43"	"227"	"124"	"1"	"2"	"0"	"2"	"27"	"7"	"1"	"2"	"0"	"0"	"2"	"3"	"6"	"1"	"1"	"2"	"0"	"1"	"452"	"0"	"0"	"452"	"0"
"142"	"126"	"353"	"96"	"38"	"3"	"1"	"0"	"0"	"23"	"3"	"2"	"2"	"0"	"1"	"2"	"9"	"2"	"17"	"4"	"8"	"5"	"3"	"572"	"0"	"5"	"577"	"0"
"143"	"127"	"593"	"39"	"36"	"0"	"1"	"1"	"0"	"17"	"0"	"0"	"1"	"0"	"0"	"0"	"6"	"2"	"7"	"5"	"5"	"0"	"1"	"714"	"0"	"5"	"719"	"0"
"144"	"128"	"378"	"146"	"42"	"1"	"1"	"1"	"1"	"14"	"0"	"0"	"1"	"0"	"2"	"0"	"4"	"5"	"2"	"1"	"2"	"1"	"1"	"603"	"0"	"0"	"603"	"0"
"145"	"129"	"624"	"69"	"15"	"1"	"3"	"5"	"1"	"8"	"0"	"3"	"1"	"2"	"0"	"1"	"4"	"6"	"13"	"1"	"9"	"0"	"0"	"766"	"0"	"0"	"766"	"0"
"146"	"130"	"289"	"33"	"46"	"1"	"0"	"0"	"1"	"14"	"0"	"0"	"2"	"0"	"2"	"4"	"7"	"18"	"5"	"3"	"5"	"1"	"0"	"431"	"0"	"3"	"434"	"0"
"147"	"131"	"608"	"96"	"27"	"2"	"3"	"1"	"0"	"4"	"3"	"4"	"4"	"2"	"2"	"3"	"14"	"32"	"39"	"4"	"8"	"1"	"0"	"857"	"0"	"4"	"861"	"0"
"148"	"132"	"694"	"85"	"7"	"3"	"1"	"0"	"0"	"2"	"2"	"3"	"14"	"1"	"1"	"2"	"7"	"26"	"34"	"5"	"3"	"0"	"1"	"891"	"0"	"1"	"892"	"0"
"149"	"133"	"378"	"471"	"21"	"1"	"2"	"0"	"4"	"20"	"1"	"0"	"15"	"2"	"4"	"5"	"16"	"25"	"11"	"0"	"9"	"2"	"0"	"987"	"0"	"6"	"993"	"0"
"150"	"134"	"393"	"180"	"19"	"1"	"1"	"0"	"3"	"6"	"1"	"3"	"36"	"1"	"0"	"7"	"6"	"3"	"18"	"6"	"17"	"7"	"5"	"713"	"0"	"6"	"719"	"0"
"151"	"135"	"459"	"23"	"4"	"0"	"5"	"1"	"0"	"2"	"1"	"1"	"33"	"0"	"0"	"0"	"1"	"5"	"2"	"1"	"1"	"0"	"0"	"539"	"0"	"1"	"540"	"0"
"152"	"136"	"526"	"30"	"3"	"2"	"0"	"2"	"1"	"3"	"0"	"0"	"21"	"1"	"1"	"3"	"7"	"29"	"13"	"4"	"2"	"0"	"0"	"648"	"0"	"1"	"649"	"0"
"153"	"137"	"200"	"243"	"26"	"2"	"1"	"1"	"6"	"8"	"3"	"0"	"4"	"3"	"2"	"4"	"15"	"14"	"1"	"2"	"8"	"0"	"1"	"544"	"0"	"2"	"546"	"0"
"154"	"138"	"73"	"375"	"8"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"4"	"1"	"2"	"10"	"5"	"10"	"1"	"4"	"1"	"1"	"1"	"503"	"0"	"0"	"503"	"0"
"155"	"139"	"467"	"42"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"3"	"7"	"13"	"21"	"1"	"4"	"1"	"1"	"567"	"0"	"0"	"567"	"0"
"156"	"140"	"339"	"65"	"4"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"5"	"5"	"5"	"1"	"7"	"0"	"0"	"437"	"0"	"0"	"437"	"0"
"157"	"141"	"915"	"5"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"30"	"0"	"0"	"2"	"9"	"19"	"21"	"0"	"2"	"0"	"0"	"1007"	"0"	"0"	"1007"	"0"
"158"	"142"	"659"	"129"	"8"	"2"	"3"	"0"	"2"	"13"	"1"	"2"	"11"	"0"	"1"	"7"	"13"	"33"	"13"	"3"	"4"	"3"	"1"	"908"	"0"	"8"	"916"	"0"
"159"	"143"	"498"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"5"	"28"	"8"	"1"	"5"	"1"	"0"	"552"	"0"	"0"	"552"	"0"
"160"	"144"	"578"	"8"	"3"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"14"	"1"	"0"	"3"	"10"	"20"	"29"	"0"	"4"	"0"	"0"	"674"	"0"	"2"	"676"	"0"
"161"	"145"	"358"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"1"	"1"	"1"	"13"	"3"	"0"	"1"	"0"	"0"	"387"	"0"	"1"	"388"	"0"
"162"	"146"	"63"	"191"	"7"	"2"	"1"	"1"	"5"	"3"	"1"	"2"	"20"	"2"	"0"	"3"	"2"	"5"	"1"	"5"	"4"	"0"	"0"	"318"	"0"	"1"	"319"	"0"
"163"	"147"	"508"	"24"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"6"	"0"	"0"	"0"	"2"	"6"	"5"	"1"	"1"	"0"	"0"	"557"	"0"	"1"	"558"	"0"
"164"	"148"	"15"	"407"	"24"	"3"	"2"	"1"	"4"	"19"	"0"	"0"	"6"	"0"	"1"	"3"	"1"	"6"	"0"	"4"	"6"	"1"	"1"	"504"	"0"	"1"	"505"	"0"
"165"	"149"	"561"	"30"	"4"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"6"	"31"	"17"	"3"	"4"	"0"	"0"	"662"	"0"	"2"	"664"	"0"
"166"	"150"	"505"	"19"	"3"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"1"	"1"	"13"	"33"	"14"	"5"	"5"	"0"	"0"	"604"	"0"	"0"	"604"	"0"
"167"	"151"	"468"	"131"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"4"	"9"	"42"	"9"	"3"	"4"	"3"	"0"	"690"	"0"	"1"	"691"	"0"
"168"	"152"	"434"	"349"	"34"	"2"	"0"	"0"	"8"	"15"	"5"	"2"	"9"	"2"	"2"	"9"	"16"	"22"	"7"	"7"	"7"	"1"	"3"	"934"	"0"	"2"	"936"	"0"
"169"	"153"	"214"	"94"	"2"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"5"	"1"	"0"	"3"	"3"	"14"	"4"	"0"	"12"	"1"	"1"	"357"	"0"	"2"	"359"	"0"
"170"	"154"	"633"	"43"	"5"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"8"	"0"	"1"	"0"	"5"	"2"	"4"	"2"	"3"	"1"	"1"	"712"	"0"	"1"	"713"	"0"
"171"	"155"	"625"	"6"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"2"	"0"	"2"	"5"	"7"	"0"	"0"	"0"	"0"	"654"	"0"	"0"	"654"	"0"
"172"	"156"	"15"	"439"	"49"	"1"	"1"	"0"	"9"	"203"	"4"	"2"	"4"	"3"	"1"	"3"	"5"	"8"	"0"	"0"	"2"	"2"	"0"	"751"	"0"	"2"	"753"	"0"
"173"	"157"	"635"	"76"	"22"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"6"	"1"	"0"	"2"	"7"	"13"	"15"	"1"	"3"	"0"	"2"	"787"	"0"	"0"	"787"	"0"
"174"	"158"	"499"	"259"	"19"	"1"	"2"	"0"	"1"	"58"	"3"	"0"	"2"	"0"	"2"	"2"	"4"	"5"	"13"	"6"	"11"	"4"	"0"	"891"	"0"	"5"	"896"	"0"
"175"	"159"	"647"	"161"	"12"	"2"	"2"	"0"	"3"	"4"	"0"	"0"	"44"	"2"	"1"	"6"	"10"	"9"	"18"	"0"	"5"	"1"	"1"	"928"	"0"	"3"	"931"	"0"
"176"	"160"	"404"	"219"	"2"	"1"	"1"	"0"	"3"	"1"	"1"	"1"	"10"	"2"	"3"	"7"	"28"	"35"	"17"	"4"	"8"	"0"	"2"	"749"	"0"	"2"	"751"	"0"
"177"	"161"	"609"	"29"	"45"	"2"	"0"	"0"	"2"	"6"	"2"	"1"	"5"	"0"	"0"	"2"	"6"	"10"	"4"	"0"	"2"	"0"	"0"	"725"	"0"	"0"	"725"	"0"
"178"	"162"	"666"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"2"	"7"	"12"	"1"	"0"	"0"	"0"	"702"	"0"	"0"	"702"	"0"
"179"	"163"	"467"	"404"	"11"	"1"	"2"	"2"	"1"	"2"	"2"	"3"	"15"	"3"	"4"	"9"	"12"	"20"	"8"	"4"	"5"	"2"	"0"	"977"	"0"	"2"	"979"	"0"
"180"	"164"	"28"	"534"	"22"	"1"	"4"	"0"	"3"	"6"	"2"	"0"	"16"	"2"	"3"	"4"	"7"	"16"	"3"	"7"	"3"	"3"	"0"	"664"	"0"	"1"	"665"	"0"
"181"	"165"	"16"	"494"	"21"	"1"	"0"	"0"	"4"	"6"	"2"	"1"	"5"	"3"	"3"	"2"	"2"	"2"	"3"	"7"	"4"	"2"	"3"	"581"	"0"	"2"	"583"	"0"
"182"	"166"	"724"	"12"	"27"	"1"	"1"	"3"	"1"	"3"	"0"	"4"	"112"	"3"	"1"	"4"	"19"	"29"	"21"	"1"	"4"	"0"	"2"	"972"	"0"	"4"	"976"	"0"
"183"	"167"	"78"	"198"	"256"	"5"	"2"	"1"	"3"	"65"	"11"	"1"	"3"	"2"	"5"	"5"	"11"	"10"	"1"	"0"	"10"	"1"	"1"	"669"	"0"	"3"	"672"	"0"
"184"	"168"	"9"	"245"	"119"	"1"	"0"	"1"	"3"	"18"	"5"	"2"	"3"	"0"	"2"	"1"	"4"	"1"	"3"	"3"	"14"	"5"	"4"	"443"	"0"	"4"	"447"	"0"
"185"	"169"	"382"	"288"	"34"	"6"	"3"	"1"	"4"	"7"	"3"	"3"	"106"	"5"	"6"	"18"	"20"	"32"	"14"	"6"	"12"	"5"	"2"	"957"	"0"	"6"	"963"	"0"
"186"	"170"	"27"	"502"	"108"	"6"	"4"	"5"	"8"	"50"	"4"	"3"	"5"	"3"	"5"	"6"	"7"	"2"	"2"	"4"	"4"	"3"	"3"	"761"	"0"	"1"	"762"	"0"
"187"	"171"	"12"	"479"	"167"	"2"	"3"	"2"	"6"	"75"	"3"	"0"	"6"	"2"	"3"	"8"	"7"	"23"	"0"	"1"	"3"	"0"	"1"	"803"	"0"	"0"	"803"	"0"
"188"	"172"	"528"	"52"	"19"	"2"	"2"	"1"	"2"	"7"	"0"	"3"	"116"	"2"	"1"	"1"	"9"	"9"	"15"	"1"	"1"	"1"	"1"	"773"	"0"	"0"	"773"	"0"
"189"	"173"	"142"	"420"	"45"	"4"	"2"	"1"	"2"	"20"	"2"	"0"	"10"	"0"	"2"	"4"	"16"	"17"	"5"	"13"	"9"	"2"	"1"	"717"	"0"	"5"	"722"	"0"
"190"	"174"	"22"	"303"	"50"	"1"	"1"	"1"	"3"	"20"	"3"	"0"	"7"	"2"	"0"	"12"	"2"	"5"	"1"	"14"	"4"	"1"	"0"	"452"	"0"	"1"	"453"	"0"
"191"	"175"	"236"	"289"	"266"	"0"	"7"	"6"	"6"	"156"	"12"	"3"	"7"	"3"	"5"	"1"	"11"	"11"	"7"	"3"	"4"	"4"	"1"	"1038"	"0"	"4"	"1042"	"0"
"192"	"176"	"675"	"183"	"14"	"0"	"1"	"1"	"0"	"7"	"3"	"0"	"7"	"1"	"0"	"1"	"3"	"4"	"27"	"6"	"31"	"2"	"3"	"969"	"0"	"3"	"972"	"0"
"193"	"177"	"710"	"7"	"17"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"1"	"1"	"9"	"9"	"13"	"0"	"3"	"0"	"0"	"776"	"0"	"4"	"780"	"0"
"194"	"178"	"535"	"185"	"15"	"1"	"0"	"0"	"3"	"3"	"1"	"1"	"6"	"5"	"3"	"4"	"9"	"13"	"10"	"2"	"4"	"0"	"0"	"800"	"0"	"1"	"801"	"0"
"195"	"179"	"624"	"112"	"24"	"0"	"0"	"1"	"1"	"9"	"3"	"0"	"19"	"1"	"3"	"5"	"14"	"29"	"14"	"1"	"7"	"1"	"0"	"868"	"0"	"1"	"869"	"0"
"196"	"180"	"367"	"246"	"29"	"1"	"1"	"0"	"2"	"7"	"1"	"2"	"7"	"0"	"3"	"3"	"15"	"22"	"17"	"4"	"4"	"3"	"1"	"735"	"0"	"4"	"739"	"0"
"197"	"181"	"128"	"328"	"12"	"0"	"0"	"1"	"2"	"5"	"0"	"0"	"3"	"0"	"4"	"4"	"15"	"16"	"2"	"6"	"4"	"0"	"0"	"530"	"0"	"1"	"531"	"0"
"198"	"182"	"30"	"409"	"23"	"1"	"2"	"1"	"5"	"9"	"0"	"1"	"4"	"0"	"2"	"4"	"0"	"1"	"5"	"1"	"6"	"1"	"0"	"505"	"0"	"1"	"506"	"0"
"199"	"183"	"128"	"340"	"11"	"3"	"0"	"0"	"2"	"3"	"0"	"0"	"3"	"2"	"1"	"2"	"4"	"4"	"4"	"2"	"1"	"0"	"1"	"511"	"0"	"0"	"511"	"0"
"200"	"184"	"627"	"32"	"7"	"2"	"1"	"1"	"3"	"10"	"0"	"0"	"27"	"2"	"0"	"0"	"7"	"0"	"8"	"2"	"2"	"0"	"1"	"732"	"0"	"2"	"734"	"0"
"201"	"185"	"484"	"160"	"5"	"3"	"1"	"0"	"2"	"1"	"1"	"0"	"6"	"0"	"0"	"5"	"13"	"26"	"7"	"3"	"7"	"0"	"1"	"725"	"0"	"4"	"729"	"0"
"202"	"186"	"12"	"528"	"11"	"5"	"1"	"0"	"0"	"3"	"1"	"3"	"5"	"1"	"0"	"1"	"6"	"12"	"0"	"5"	"13"	"0"	"2"	"609"	"0"	"0"	"609"	"0"
"203"	"187"	"117"	"183"	"9"	"0"	"1"	"1"	"1"	"6"	"3"	"1"	"15"	"2"	"3"	"4"	"4"	"7"	"5"	"0"	"6"	"0"	"0"	"368"	"0"	"0"	"368"	"0"
"204"	"188"	"133"	"324"	"31"	"4"	"1"	"1"	"0"	"10"	"2"	"1"	"6"	"2"	"0"	"1"	"0"	"1"	"2"	"0"	"8"	"0"	"0"	"527"	"0"	"1"	"528"	"0"
"205"	"189"	"155"	"488"	"112"	"5"	"3"	"0"	"7"	"34"	"7"	"3"	"16"	"1"	"4"	"3"	"6"	"5"	"4"	"2"	"21"	"4"	"4"	"884"	"0"	"1"	"885"	"0"
"206"	"190"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"207"	"191"	"546"	"5"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"7"	"21"	"21"	"1"	"2"	"1"	"0"	"614"	"0"	"0"	"614"	"0"
"208"	"192"	"552"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"18"	"38"	"50"	"2"	"10"	"0"	"1"	"681"	"0"	"4"	"685"	"0"
"209"	"193"	"1081"	"48"	"4"	"2"	"0"	"0"	"2"	"1"	"0"	"1"	"21"	"0"	"0"	"2"	"4"	"15"	"22"	"1"	"4"	"0"	"1"	"1209"	"0"	"3"	"1212"	"0"
"210"	"194"	"490"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"1"	"6"	"11"	"26"	"1"	"2"	"0"	"0"	"544"	"0"	"2"	"546"	"0"
"211"	"195"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"212"	"196"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"213"	"197"	"158"	"514"	"15"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"7"	"1"	"2"	"3"	"6"	"10"	"7"	"7"	"5"	"3"	"1"	"751"	"0"	"2"	"753"	"0"
"214"	"198"	"171"	"231"	"19"	"0"	"0"	"0"	"0"	"5"	"1"	"0"	"11"	"1"	"1"	"1"	"5"	"9"	"7"	"4"	"6"	"0"	"1"	"473"	"0"	"0"	"473"	"0"
"215"	"199"	"31"	"456"	"61"	"0"	"0"	"0"	"3"	"5"	"3"	"0"	"3"	"0"	"1"	"4"	"0"	"4"	"9"	"1"	"8"	"1"	"0"	"590"	"0"	"5"	"595"	"0"
"216"	"200"	"29"	"619"	"50"	"0"	"2"	"1"	"5"	"12"	"3"	"2"	"21"	"2"	"5"	"4"	"12"	"15"	"1"	"8"	"9"	"2"	"2"	"804"	"0"	"0"	"804"	"0"
"217"	"201"	"259"	"418"	"47"	"6"	"4"	"3"	"6"	"9"	"3"	"2"	"44"	"1"	"1"	"3"	"5"	"4"	"11"	"6"	"21"	"3"	"4"	"860"	"0"	"2"	"862"	"0"
"218"	"202"	"548"	"422"	"39"	"7"	"1"	"2"	"1"	"5"	"2"	"2"	"4"	"1"	"3"	"5"	"22"	"25"	"21"	"7"	"4"	"1"	"0"	"1122"	"0"	"2"	"1124"	"0"
"219"	"203"	"195"	"206"	"41"	"0"	"3"	"1"	"1"	"6"	"1"	"1"	"5"	"2"	"0"	"6"	"9"	"11"	"1"	"1"	"3"	"1"	"0"	"494"	"0"	"3"	"497"	"0"
"220"	"204"	"220"	"389"	"69"	"0"	"1"	"3"	"6"	"21"	"3"	"1"	"3"	"4"	"2"	"3"	"7"	"8"	"9"	"8"	"5"	"1"	"0"	"763"	"0"	"0"	"763"	"0"
"221"	"205"	"479"	"166"	"23"	"1"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"2"	"16"	"15"	"8"	"1"	"3"	"1"	"2"	"724"	"0"	"1"	"725"	"0"
"222"	"205A"	"371"	"80"	"14"	"2"	"1"	"0"	"0"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"3"	"12"	"2"	"2"	"1"	"0"	"498"	"0"	"1"	"499"	"0"
"223"	"206"	"590"	"4"	"12"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"20"	"5"	"0"	"4"	"1"	"0"	"644"	"0"	"0"	"644"	"0"
"224"	"207"	"463"	"134"	"10"	"0"	"1"	"1"	"1"	"5"	"0"	"0"	"9"	"1"	"0"	"1"	"2"	"2"	"15"	"0"	"12"	"1"	"0"	"658"	"0"	"0"	"658"	"0"
"225"	"207A"	"385"	"61"	"4"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"12"	"15"	"2"	"5"	"0"	"1"	"494"	"0"	"1"	"495"	"0"
"226"	"208"	"544"	"92"	"32"	"0"	"1"	"1"	"1"	"3"	"2"	"2"	"32"	"2"	"1"	"4"	"7"	"1"	"15"	"5"	"7"	"1"	"2"	"755"	"0"	"3"	"758"	"0"
"227"	"209"	"607"	"76"	"8"	"2"	"2"	"2"	"1"	"4"	"2"	"3"	"8"	"3"	"3"	"3"	"17"	"8"	"12"	"0"	"15"	"4"	"0"	"780"	"0"	"2"	"782"	"0"
"228"	"210"	"232"	"337"	"22"	"1"	"1"	"0"	"0"	"3"	"0"	"0"	"11"	"0"	"2"	"1"	"6"	"4"	"9"	"5"	"5"	"0"	"1"	"640"	"0"	"1"	"641"	"0"
"229"	"211"	"119"	"458"	"35"	"2"	"4"	"4"	"6"	"15"	"3"	"0"	"5"	"0"	"2"	"1"	"4"	"1"	"3"	"0"	"44"	"2"	"0"	"708"	"0"	"0"	"708"	"0"
"230"	"212"	"85"	"423"	"108"	"4"	"4"	"2"	"9"	"35"	"11"	"2"	"19"	"2"	"6"	"13"	"14"	"11"	"6"	"3"	"18"	"6"	"3"	"784"	"0"	"6"	"790"	"0"
"231"	"213"	"365"	"7"	"4"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"6"	"7"	"6"	"0"	"5"	"0"	"0"	"409"	"0"	"0"	"409"	"0"
"232"	"214"	"242"	"428"	"14"	"0"	"2"	"3"	"6"	"6"	"2"	"8"	"19"	"7"	"4"	"6"	"19"	"23"	"2"	"0"	"13"	"1"	"0"	"805"	"0"	"3"	"808"	"0"
"233"	"215"	"60"	"420"	"46"	"7"	"1"	"2"	"10"	"21"	"6"	"4"	"15"	"0"	"3"	"4"	"12"	"8"	"3"	"2"	"22"	"4"	"1"	"651"	"0"	"1"	"652"	"0"
"234"	"215A"	"25"	"238"	"70"	"4"	"0"	"1"	"2"	"12"	"3"	"0"	"8"	"3"	"1"	"4"	"11"	"17"	"0"	"4"	"12"	"2"	"2"	"419"	"0"	"5"	"424"	"0"
"235"	"216"	"8"	"609"	"15"	"1"	"0"	"1"	"7"	"4"	"2"	"1"	"17"	"6"	"4"	"7"	"2"	"23"	"1"	"9"	"4"	"0"	"2"	"723"	"0"	"4"	"727"	"0"
"236"	"217"	"12"	"536"	"12"	"1"	"0"	"1"	"9"	"6"	"2"	"3"	"13"	"4"	"4"	"5"	"5"	"9"	"2"	"7"	"13"	"3"	"2"	"649"	"0"	"0"	"649"	"0"
"237"	"Gran d Total"	"6717
7"	"5469
7"	"1214
1"	"416"	"336"	"245"	"705"	"5172"	"784"	"394"	"3341"	"334"	"414"	"721"	"1578"	"2434"	"1710"	"720"	"1503"	"352"	"258"	"1554
32"	"0"	"463"	"1558
95"	"0"
"238"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
