"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"123"	"111"	"374"	"265"	"59"	"4"	"1"	"3"	"3"	"16"	"6"	"1"	"6"	"7"	"6"	"8"	"13"	"40"	"11"	"2"	"3"	"3"	"0"	"831"	"0"	"1"	"832"	"0"
"124"	"112"	"158"	"264"	"171"	"3"	"3"	"1"	"1"	"33"	"1"	"0"	"3"	"1"	"0"	"1"	"6"	"5"	"0"	"2"	"5"	"1"	"0"	"659"	"0"	"1"	"660"	"0"
"125"	"113"	"78"	"152"	"64"	"0"	"3"	"2"	"1"	"23"	"2"	"0"	"4"	"4"	"1"	"1"	"4"	"8"	"1"	"1"	"4"	"0"	"1"	"354"	"0"	"2"	"356"	"0"
"126"	"114"	"196"	"139"	"25"	"3"	"2"	"0"	"0"	"7"	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"3"	"0"	"0"	"1"	"1"	"0"	"383"	"0"	"1"	"384"	"0"
"127"	"115"	"192"	"120"	"121"	"6"	"4"	"0"	"1"	"32"	"6"	"1"	"4"	"1"	"1"	"3"	"11"	"24"	"15"	"8"	"5"	"0"	"0"	"555"	"0"	"5"	"560"	"0"
"128"	"116"	"550"	"45"	"118"	"0"	"2"	"0"	"0"	"56"	"5"	"1"	"10"	"4"	"1"	"6"	"19"	"17"	"18"	"4"	"7"	"4"	"3"	"870"	"0"	"4"	"874"	"0"
"129"	"117"	"327"	"236"	"250"	"9"	"2"	"0"	"4"	"69"	"4"	"1"	"0"	"0"	"1"	"1"	"7"	"6"	"0"	"0"	"2"	"0"	"1"	"920"	"0"	"2"	"922"	"0"
"130"	"118"	"340"	"351"	"39"	"4"	"1"	"0"	"7"	"17"	"3"	"0"	"6"	"0"	"2"	"4"	"13"	"13"	"7"	"5"	"4"	"4"	"3"	"823"	"0"	"2"	"825"	"0"
"131"	"119"	"200"	"58"	"195"	"1"	"1"	"2"	"0"	"35"	"2"	"0"	"0"	"0"	"1"	"1"	"3"	"5"	"4"	"0"	"3"	"0"	"2"	"513"	"0"	"0"	"513"	"0"
"132"	"120"	"81"	"526"	"91"	"3"	"5"	"4"	"4"	"103"	"8"	"1"	"6"	"1"	"3"	"8"	"7"	"7"	"0"	"3"	"4"	"1"	"2"	"868"	"0"	"1"	"869"	"0"
"133"	"121"	"411"	"29"	"7"	"1"	"1"	"0"	"0"	"54"	"1"	"0"	"1"	"0"	"1"	"0"	"10"	"6"	"11"	"2"	"6"	"1"	"0"	"542"	"0"	"5"	"547"	"0"
"134"	"122"	"810"	"12"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"4"	"5"	"1"	"2"	"0"	"0"	"843"	"0"	"0"	"843"	"0"
"135"	"123"	"353"	"3"	"1"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"11"	"9"	"1"	"3"	"0"	"0"	"388"	"0"	"0"	"388"	"0"
"136"	"124"	"215"	"72"	"213"	"2"	"1"	"1"	"6"	"40"	"0"	"1"	"3"	"1"	"1"	"5"	"10"	"10"	"2"	"1"	"7"	"1"	"3"	"595"	"0"	"1"	"596"	"0"
"137"	"125"	"426"	"336"	"23"	"4"	"2"	"1"	"9"	"23"	"1"	"1"	"13"	"4"	"2"	"7"	"11"	"22"	"8"	"10"	"7"	"1"	"0"	"911"	"0"	"3"	"914"	"0"
"138"	"126"	"9"	"146"	"38"	"3"	"1"	"0"	"1"	"24"	"3"	"3"	"2"	"0"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	"3"	"0"	"240"	"0"	"0"	"240"	"0"
"139"	"127"	"570"	"214"	"39"	"4"	"3"	"1"	"0"	"5"	"1"	"1"	"2"	"0"	"1"	"4"	"4"	"2"	"3"	"0"	"3"	"1"	"0"	"858"	"0"	"6"	"864"	"0"
"140"	"128"	"891"	"35"	"11"	"2"	"2"	"2"	"2"	"5"	"1"	"0"	"6"	"1"	"0"	"0"	"3"	"9"	"18"	"4"	"6"	"0"	"1"	"999"	"0"	"4"	"1003"	"0"
"141"	"129"	"456"	"427"	"35"	"0"	"2"	"0"	"3"	"7"	"2"	"1"	"3"	"0"	"2"	"3"	"9"	"3"	"2"	"1"	"8"	"1"	"0"	"965"	"0"	"3"	"968"	"0"
"142"	"130"	"841"	"122"	"50"	"1"	"2"	"2"	"0"	"18"	"2"	"3"	"1"	"0"	"4"	"3"	"5"	"10"	"11"	"3"	"5"	"3"	"2"	"1088"	"0"	"4"	"1092"	"0"
"143"	"131"	"690"	"4"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"3"	"8"	"1"	"1"	"0"	"0"	"715"	"0"	"0"	"715"	"0"
"144"	"132"	"750"	"160"	"17"	"3"	"4"	"2"	"0"	"6"	"1"	"2"	"4"	"0"	"1"	"1"	"5"	"2"	"2"	"1"	"0"	"1"	"1"	"963"	"0"	"0"	"963"	"0"
"145"	"133"	"649"	"5"	"11"	"0"	"0"	"2"	"0"	"5"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"681"	"0"	"1"	"682"	"0"
"146"	"134"	"354"	"225"	"23"	"3"	"0"	"2"	"2"	"17"	"4"	"2"	"4"	"2"	"1"	"1"	"6"	"11"	"8"	"2"	"4"	"0"	"0"	"671"	"0"	"1"	"672"	"0"
"147"	"135"	"665"	"44"	"8"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"3"	"2"	"2"	"10"	"26"	"25"	"4"	"4"	"0"	"1"	"800"	"0"	"3"	"803"	"0"
"148"	"136"	"70"	"564"	"49"	"6"	"2"	"1"	"4"	"24"	"5"	"3"	"5"	"7"	"2"	"7"	"9"	"15"	"1"	"7"	"14"	"1"	"1"	"797"	"0"	"4"	"801"	"0"
"149"	"137"	"536"	"190"	"31"	"2"	"2"	"2"	"1"	"14"	"3"	"0"	"3"	"2"	"1"	"3"	"0"	"11"	"8"	"2"	"0"	"1"	"0"	"812"	"0"	"6"	"818"	"0"
"150"	"138"	"401"	"17"	"4"	"1"	"2"	"1"	"2"	"4"	"1"	"0"	"1"	"1"	"2"	"4"	"9"	"16"	"22"	"2"	"5"	"1"	"1"	"497"	"0"	"4"	"501"	"0"
"151"	"139"	"93"	"541"	"117"	"2"	"1"	"2"	"4"	"41"	"2"	"2"	"6"	"3"	"2"	"2"	"11"	"5"	"0"	"1"	"2"	"0"	"2"	"839"	"0"	"1"	"840"	"0"
"152"	"140"	"79"	"492"	"278"	"7"	"2"	"1"	"2"	"62"	"8"	"4"	"4"	"2"	"0"	"1"	"4"	"5"	"4"	"4"	"8"	"1"	"2"	"970"	"0"	"1"	"971"	"0"
"153"	"141"	"73"	"438"	"225"	"0"	"0"	"3"	"4"	"51"	"1"	"2"	"7"	"1"	"0"	"1"	"7"	"6"	"2"	"2"	"7"	"2"	"2"	"834"	"0"	"1"	"835"	"0"
"154"	"142"	"653"	"35"	"6"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"1"	"6"	"10"	"10"	"1"	"6"	"0"	"1"	"734"	"0"	"0"	"734"	"0"
"155"	"143"	"434"	"7"	"2"	"0"	"2"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"1"	"0"	"5"	"9"	"8"	"1"	"0"	"2"	"0"	"475"	"0"	"0"	"475"	"0"
"156"	"144"	"544"	"214"	"38"	"2"	"0"	"0"	"3"	"45"	"3"	"0"	"6"	"4"	"0"	"2"	"11"	"11"	"8"	"2"	"3"	"0"	"0"	"896"	"0"	"2"	"898"	"0"
"157"	"145"	"898"	"23"	"3"	"0"	"0"	"1"	"0"	"3"	"0"	"1"	"7"	"0"	"0"	"1"	"2"	"12"	"24"	"1"	"7"	"1"	"0"	"984"	"0"	"3"	"987"	"0"
"158"	"146"	"120"	"367"	"199"	"2"	"0"	"0"	"4"	"72"	"4"	"1"	"9"	"2"	"4"	"5"	"7"	"4"	"8"	"6"	"23"	"6"	"2"	"845"	"0"	"0"	"845"	"0"
"159"	"147"	"533"	"61"	"35"	"1"	"1"	"0"	"1"	"24"	"3"	"0"	"1"	"0"	"1"	"0"	"7"	"4"	"4"	"0"	"2"	"1"	"1"	"680"	"0"	"1"	"681"	"0"
"160"	"148"	"162"	"188"	"154"	"1"	"2"	"2"	"3"	"75"	"3"	"1"	"5"	"4"	"3"	"1"	"5"	"6"	"8"	"2"	"7"	"2"	"5"	"639"	"0"	"6"	"645"	"0"
"161"	"149"	"801"	"128"	"31"	"1"	"1"	"1"	"4"	"30"	"1"	"3"	"3"	"3"	"1"	"5"	"13"	"17"	"27"	"3"	"5"	"3"	"0"	"1081"	"0"	"5"	"1086"	"0"
"162"	"150"	"571"	"295"	"97"	"2"	"1"	"0"	"5"	"73"	"4"	"6"	"10"	"3"	"4"	"5"	"13"	"23"	"16"	"8"	"7"	"2"	"1"	"1146"	"0"	"6"	"1152"	"0"
"163"	"151"	"758"	"152"	"23"	"2"	"0"	"0"	"0"	"9"	"0"	"0"	"1"	"2"	"1"	"0"	"9"	"10"	"19"	"7"	"9"	"3"	"1"	"1006"	"0"	"3"	"1009"	"0"
"164"	"152"	"642"	"24"	"2"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"4"	"1"	"2"	"4"	"10"	"15"	"7"	"1"	"3"	"1"	"0"	"720"	"0"	"1"	"721"	"0"
"165"	"153"	"872"	"36"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"5"	"24"	"10"	"4"	"4"	"0"	"0"	"965"	"0"	"2"	"967"	"0"
"166"	"154"	"316"	"175"	"48"	"5"	"1"	"0"	"4"	"29"	"2"	"0"	"5"	"3"	"4"	"1"	"4"	"15"	"13"	"2"	"7"	"3"	"0"	"637"	"0"	"4"	"641"	"0"
"167"	"155"	"79"	"808"	"76"	"1"	"2"	"0"	"2"	"26"	"4"	"1"	"5"	"2"	"0"	"4"	"3"	"7"	"2"	"11"	"6"	"1"	"1"	"1041"	"0"	"1"	"1042"	"0"
"168"	"156"	"268"	"351"	"92"	"1"	"1"	"0"	"4"	"50"	"5"	"3"	"4"	"1"	"1"	"6"	"8"	"19"	"5"	"5"	"5"	"1"	"2"	"832"	"0"	"5"	"837"	"0"
"169"	"157"	"70"	"321"	"88"	"1"	"0"	"2"	"0"	"37"	"3"	"0"	"7"	"1"	"2"	"2"	"4"	"13"	"0"	"4"	"1"	"0"	"0"	"556"	"0"	"0"	"556"	"0"
"170"	"158"	"175"	"294"	"83"	"7"	"2"	"3"	"6"	"56"	"9"	"3"	"9"	"3"	"3"	"7"	"15"	"30"	"6"	"4"	"6"	"1"	"3"	"725"	"0"	"4"	"729"	"0"
"171"	"159"	"402"	"98"	"23"	"2"	"2"	"1"	"0"	"10"	"1"	"1"	"4"	"0"	"1"	"2"	"1"	"5"	"7"	"2"	"3"	"0"	"0"	"565"	"0"	"0"	"565"	"0"
"172"	"160"	"47"	"438"	"187"	"0"	"2"	"1"	"2"	"36"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"4"	"10"	"13"	"22"	"12"	"8"	"787"	"0"	"8"	"795"	"0"
"173"	"161"	"225"	"251"	"124"	"7"	"0"	"0"	"0"	"26"	"2"	"1"	"9"	"1"	"2"	"5"	"5"	"24"	"9"	"1"	"5"	"1"	"2"	"700"	"0"	"2"	"702"	"0"
"174"	"162"	"395"	"468"	"57"	"6"	"3"	"1"	"7"	"28"	"2"	"3"	"6"	"2"	"6"	"11"	"15"	"33"	"12"	"8"	"8"	"1"	"4"	"1076"	"0"	"3"	"1079"	"0"
"175"	"163"	"16"	"487"	"58"	"1"	"0"	"2"	"2"	"5"	"3"	"0"	"1"	"2"	"0"	"1"	"0"	"3"	"2"	"2"	"5"	"0"	"1"	"591"	"0"	"0"	"591"	"0"
"176"	"164"	"960"	"20"	"9"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"15"	"1"	"0"	"1"	"1"	"3"	"7"	"1"	"4"	"0"	"1"	"1024"	"0"	"3"	"1027"	"0"
"177"	"165"	"737"	"8"	"20"	"0"	"0"	"0"	"0"	"9"	"2"	"0"	"7"	"0"	"0"	"1"	"3"	"7"	"35"	"4"	"4"	"0"	"1"	"838"	"0"	"2"	"840"	"0"
"178"	"166"	"18"	"294"	"65"	"2"	"2"	"1"	"3"	"19"	"0"	"4"	"2"	"0"	"2"	"0"	"1"	"0"	"8"	"18"	"7"	"2"	"1"	"449"	"0"	"1"	"450"	"0"
"179"	"167"	"914"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"3"	"5"	"1"	"0"	"1"	"0"	"933"	"0"	"0"	"933"	"0"
"180"	"168"	"788"	"219"	"12"	"0"	"1"	"1"	"0"	"9"	"1"	"2"	"2"	"1"	"1"	"2"	"5"	"16"	"11"	"3"	"5"	"0"	"0"	"1079"	"0"	"4"	"1083"	"0"
"181"	"169"	"1043"	"17"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"1076"	"0"	"0"	"1076"	"0"
"182"	"170"	"615"	"112"	"155"	"3"	"1"	"1"	"3"	"20"	"1"	"2"	"22"	"2"	"0"	"4"	"13"	"23"	"20"	"3"	"5"	"1"	"1"	"1007"	"0"	"4"	"1011"	"0"
"183"	"171"	"448"	"496"	"37"	"2"	"4"	"2"	"7"	"22"	"3"	"3"	"13"	"6"	"2"	"8"	"10"	"39"	"22"	"13"	"6"	"2"	"0"	"1145"	"0"	"2"	"1147"	"0"
"184"	"172"	"335"	"162"	"40"	"2"	"4"	"1"	"4"	"57"	"0"	"13"	"24"	"1"	"3"	"1"	"3"	"1"	"12"	"4"	"19"	"2"	"1"	"689"	"0"	"4"	"693"	"0"
"185"	"173"	"936"	"56"	"19"	"0"	"1"	"2"	"0"	"12"	"0"	"0"	"2"	"0"	"0"	"3"	"5"	"16"	"9"	"1"	"3"	"1"	"0"	"1066"	"0"	"2"	"1068"	"0"
"186"	"174"	"707"	"5"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"11"	"1"	"0"	"0"	"2"	"2"	"10"	"2"	"3"	"0"	"0"	"748"	"0"	"2"	"750"	"0"
"187"	"175"	"654"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"4"	"3"	"0"	"4"	"0"	"0"	"674"	"0"	"0"	"674"	"0"
"188"	"176"	"935"	"13"	"6"	"1"	"1"	"0"	"0"	"7"	"1"	"1"	"13"	"2"	"2"	"1"	"16"	"36"	"19"	"1"	"6"	"1"	"0"	"1062"	"0"	"3"	"1065"	"0"
"189"	"177"	"359"	"363"	"43"	"4"	"2"	"4"	"7"	"18"	"3"	"3"	"16"	"2"	"0"	"5"	"10"	"26"	"12"	"8"	"7"	"1"	"2"	"895"	"0"	"4"	"899"	"0"
"190"	"178"	"322"	"6"	"58"	"0"	"1"	"1"	"1"	"2"	"1"	"2"	"7"	"0"	"1"	"2"	"3"	"3"	"12"	"2"	"1"	"2"	"13"	"440"	"0"	"0"	"440"	"0"
"191"	"179"	"25"	"431"	"238"	"1"	"2"	"3"	"1"	"60"	"2"	"0"	"2"	"2"	"2"	"4"	"9"	"5"	"1"	"5"	"5"	"0"	"7"	"805"	"0"	"1"	"806"	"0"
"192"	"180"	"609"	"166"	"53"	"2"	"2"	"1"	"3"	"28"	"2"	"2"	"6"	"3"	"1"	"4"	"11"	"38"	"14"	"5"	"1"	"4"	"1"	"956"	"0"	"8"	"964"	"0"
"193"	"181"	"59"	"165"	"244"	"2"	"3"	"1"	"4"	"117"	"7"	"3"	"2"	"2"	"5"	"2"	"13"	"16"	"1"	"0"	"1"	"4"	"0"	"651"	"0"	"1"	"652"	"0"
"194"	"182"	"99"	"226"	"268"	"7"	"3"	"3"	"6"	"72"	"7"	"2"	"8"	"2"	"3"	"10"	"13"	"17"	"4"	"2"	"8"	"2"	"1"	"763"	"0"	"4"	"767"	"0"
"195"	"183"	"178"	"346"	"185"	"1"	"3"	"8"	"5"	"53"	"5"	"3"	"8"	"4"	"5"	"9"	"10"	"20"	"3"	"2"	"4"	"3"	"1"	"856"	"0"	"7"	"863"	"0"
"196"	"184"	"178"	"253"	"82"	"1"	"1"	"0"	"4"	"46"	"5"	"1"	"12"	"3"	"4"	"5"	"5"	"11"	"2"	"0"	"3"	"0"	"3"	"619"	"0"	"3"	"622"	"0"
"197"	"185"	"40"	"331"	"147"	"2"	"3"	"2"	"6"	"44"	"5"	"3"	"10"	"3"	"4"	"4"	"4"	"7"	"1"	"0"	"2"	"1"	"2"	"621"	"0"	"5"	"626"	"0"
"198"	"186"	"37"	"427"	"155"	"4"	"1"	"2"	"4"	"49"	"0"	"2"	"4"	"1"	"0"	"1"	"2"	"2"	"1"	"0"	"2"	"0"	"0"	"694"	"0"	"1"	"695"	"0"
"199"	"187"	"699"	"117"	"63"	"2"	"2"	"0"	"2"	"26"	"2"	"0"	"2"	"2"	"1"	"1"	"11"	"11"	"24"	"7"	"3"	"0"	"0"	"975"	"0"	"3"	"978"	"0"
"200"	"188"	"433"	"80"	"13"	"1"	"2"	"1"	"4"	"2"	"2"	"0"	"3"	"2"	"0"	"2"	"4"	"7"	"3"	"5"	"8"	"0"	"3"	"575"	"0"	"3"	"578"	"0"
"201"	"189"	"480"	"82"	"0"	"0"	"3"	"3"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"15"	"17"	"4"	"1"	"2"	"0"	"0"	"613"	"0"	"2"	"615"	"0"
"202"	"190"	"395"	"145"	"202"	"5"	"4"	"2"	"3"	"91"	"4"	"1"	"3"	"0"	"3"	"2"	"4"	"5"	"4"	"4"	"6"	"1"	"2"	"886"	"0"	"1"	"887"	"0"
"203"	"191"	"173"	"115"	"287"	"1"	"1"	"1"	"3"	"118"	"9"	"1"	"0"	"0"	"2"	"1"	"12"	"4"	"9"	"5"	"17"	"15"	"8"	"782"	"0"	"10"	"792"	"0"
"204"	"192"	"387"	"34"	"130"	"3"	"1"	"0"	"3"	"41"	"9"	"6"	"4"	"3"	"3"	"5"	"22"	"42"	"10"	"2"	"5"	"0"	"1"	"711"	"0"	"2"	"713"	"0"
"205"	"192A"	"133"	"29"	"220"	"2"	"1"	"1"	"0"	"78"	"5"	"4"	"1"	"1"	"0"	"7"	"15"	"10"	"2"	"2"	"2"	"7"	"1"	"521"	"0"	"1"	"522"	"0"
"206"	"193"	"285"	"30"	"145"	"1"	"0"	"4"	"1"	"75"	"5"	"1"	"2"	"1"	"5"	"6"	"11"	"20"	"6"	"0"	"7"	"3"	"3"	"611"	"0"	"1"	"612"	"0"
"207"	"194"	"584"	"106"	"66"	"2"	"1"	"1"	"6"	"20"	"2"	"1"	"3"	"2"	"1"	"5"	"18"	"24"	"10"	"6"	"5"	"1"	"3"	"867"	"0"	"1"	"868"	"0"
"208"	"195"	"535"	"13"	"3"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"7"	"0"	"0"	"0"	"7"	"24"	"29"	"0"	"9"	"0"	"2"	"634"	"0"	"1"	"635"	"0"
"209"	"196"	"235"	"112"	"9"	"1"	"0"	"1"	"3"	"16"	"2"	"2"	"48"	"2"	"1"	"3"	"9"	"9"	"5"	"4"	"5"	"2"	"1"	"470"	"0"	"2"	"472"	"0"
"210"	"197"	"410"	"65"	"29"	"3"	"1"	"3"	"3"	"8"	"0"	"2"	"47"	"3"	"2"	"0"	"0"	"27"	"12"	"1"	"6"	"1"	"3"	"626"	"0"	"1"	"627"	"0"
"211"	"198"	"116"	"284"	"87"	"0"	"0"	"1"	"2"	"13"	"2"	"0"	"4"	"1"	"0"	"1"	"5"	"2"	"2"	"6"	"2"	"2"	"2"	"532"	"0"	"3"	"535"	"0"
"212"	"199"	"22"	"381"	"10"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"3"	"2"	"0"	"3"	"429"	"0"	"0"	"429"	"0"
"213"	"200"	"620"	"12"	"5"	"1"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"3"	"2"	"2"	"7"	"10"	"3"	"4"	"3"	"0"	"6"	"685"	"0"	"0"	"685"	"0"
"214"	"201"	"642"	"39"	"20"	"1"	"1"	"3"	"0"	"14"	"1"	"0"	"9"	"3"	"4"	"6"	"26"	"51"	"8"	"8"	"0"	"1"	"18"	"855"	"0"	"0"	"855"	"0"
"215"	"202"	"28"	"319"	"8"	"0"	"0"	"1"	"2"	"21"	"0"	"0"	"2"	"1"	"1"	"3"	"1"	"5"	"1"	"1"	"3"	"1"	"1"	"399"	"0"	"2"	"401"	"0"
"216"	"203"	"219"	"260"	"3"	"1"	"1"	"4"	"1"	"3"	"7"	"2"	"4"	"2"	"3"	"2"	"10"	"14"	"13"	"3"	"4"	"2"	"1"	"559"	"0"	"1"	"560"	"0"
"217"	"204"	"65"	"711"	"47"	"4"	"1"	"0"	"8"	"8"	"4"	"3"	"6"	"1"	"3"	"7"	"19"	"17"	"9"	"14"	"19"	"5"	"4"	"955"	"0"	"15"	"970"	"0"
"218"	"205"	"645"	"5"	"4"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"7"	"3"	"5"	"1"	"3"	"2"	"3"	"684"	"0"	"1"	"685"	"0"
"219"	"206"	"322"	"254"	"11"	"0"	"0"	"1"	"1"	"2"	"2"	"1"	"4"	"1"	"1"	"4"	"7"	"11"	"0"	"4"	"4"	"1"	"1"	"632"	"0"	"0"	"632"	"0"
"220"	"207"	"709"	"104"	"62"	"0"	"3"	"2"	"1"	"23"	"3"	"0"	"4"	"0"	"3"	"7"	"8"	"23"	"8"	"2"	"3"	"1"	"4"	"970"	"0"	"4"	"974"	"0"
"221"	"Gran d Total"	"6294
0"	"4295
5"	"2818
8"	"516"	"411"	"309"	"522"	"9600"	"809"	"431"	"941"	"341"	"412"	"754"	"1565"	"2601"	"1457"	"712"	"1250"	"432"	"364"	"1575
10"	"0"	"607"	"1581
17"	"0"
"222"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
