"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"
"119"	"106"	"311"	"193"	"34"	"2"	"5"	"2"	"0"	"1"	"2"	"2"	"3"	"2"	"21"	"9"	"14"	"25"	"16"	"23"	"5"	"4"	"7"	"11"	"692"	"0"	"12"	"704"	"0"
"120"	"107"	"244"	"31"	"266"	"7"	"2"	"4"	"5"	"3"	"8"	"11"	"2"	"6"	"23"	"11"	"4"	"27"	"3"	"2"	"9"	"5"	"2"	"2"	"677"	"0"	"1"	"678"	"0"
"121"	"108"	"159"	"62"	"178"	"6"	"7"	"5"	"7"	"3"	"6"	"26"	"9"	"18"	"33"	"14"	"18"	"48"	"18"	"8"	"5"	"9"	"3"	"3"	"645"	"0"	"15"	"660"	"0"
"122"	"109"	"217"	"219"	"143"	"8"	"4"	"0"	"6"	"7"	"4"	"17"	"10"	"16"	"38"	"27"	"36"	"52"	"9"	"18"	"13"	"4"	"1"	"6"	"855"	"0"	"10"	"865"	"0"
"123"	"110"	"223"	"166"	"229"	"5"	"5"	"0"	"4"	"2"	"6"	"11"	"2"	"9"	"45"	"27"	"26"	"40"	"2"	"11"	"0"	"8"	"5"	"2"	"828"	"0"	"4"	"832"	"0"
"124"	"111"	"150"	"113"	"210"	"6"	"2"	"3"	"2"	"2"	"2"	"5"	"2"	"5"	"33"	"5"	"3"	"7"	"11"	"24"	"24"	"16"	"13"	"6"	"644"	"0"	"11"	"655"	"0"
"125"	"112"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"126"	"113"	"330"	"126"	"33"	"5"	"7"	"6"	"13"	"9"	"7"	"4"	"9"	"18"	"29"	"18"	"18"	"88"	"8"	"42"	"1"	"3"	"2"	"3"	"779"	"0"	"5"	"784"	"0"
"127"	"114"	"71"	"331"	"149"	"14"	"4"	"2"	"4"	"5"	"9"	"12"	"13"	"33"	"32"	"25"	"25"	"31"	"5"	"46"	"11"	"3"	"5"	"4"	"834"	"0"	"9"	"843"	"0"
"128"	"115"	"91"	"106"	"234"	"27"	"1"	"4"	"5"	"4"	"9"	"13"	"16"	"18"	"73"	"32"	"21"	"28"	"4"	"24"	"10"	"8"	"9"	"6"	"743"	"0"	"9"	"752"	"0"
"129"	"116"	"144"	"51"	"211"	"6"	"0"	"1"	"7"	"4"	"12"	"10"	"5"	"8"	"42"	"44"	"10"	"30"	"2"	"10"	"2"	"5"	"3"	"2"	"609"	"0"	"7"	"616"	"0"
"130"	"117"	"161"	"32"	"265"	"6"	"2"	"1"	"5"	"1"	"5"	"11"	"4"	"4"	"30"	"30"	"4"	"16"	"11"	"4"	"9"	"9"	"5"	"6"	"621"	"0"	"9"	"630"	"0"
"131"	"118"	"39"	"155"	"113"	"5"	"2"	"5"	"1"	"4"	"7"	"7"	"6"	"12"	"146"	"11"	"12"	"28"	"8"	"9"	"1"	"9"	"5"	"3"	"588"	"0"	"7"	"595"	"0"
"132"	"119"	"27"	"171"	"77"	"13"	"5"	"0"	"0"	"1"	"8"	"4"	"2"	"8"	"240"	"5"	"14"	"20"	"3"	"4"	"1"	"5"	"1"	"1"	"610"	"0"	"2"	"612"	"0"
"133"	"120"	"238"	"221"	"252"	"19"	"11"	"4"	"8"	"5"	"11"	"10"	"9"	"17"	"70"	"12"	"7"	"13"	"11"	"29"	"8"	"1"	"4"	"3"	"963"	"0"	"3"	"966"	"0"
"134"	"121"	"153"	"33"	"96"	"27"	"2"	"4"	"2"	"1"	"1"	"2"	"1"	"7"	"36"	"8"	"7"	"8"	"10"	"49"	"12"	"8"	"1"	"2"	"470"	"0"	"8"	"478"	"0"
"135"	"122"	"276"	"114"	"59"	"6"	"5"	"1"	"7"	"12"	"8"	"7"	"15"	"34"	"83"	"18"	"17"	"25"	"10"	"142"	"5"	"6"	"4"	"4"	"858"	"0"	"18"	"876"	"0"
"136"	"123"	"160"	"189"	"140"	"8"	"1"	"3"	"4"	"8"	"7"	"11"	"14"	"16"	"102"	"20"	"16"	"32"	"11"	"41"	"14"	"7"	"2"	"4"	"810"	"0"	"8"	"818"	"0"
"137"	"124"	"249"	"257"	"181"	"9"	"5"	"4"	"6"	"7"	"3"	"13"	"9"	"17"	"165"	"6"	"5"	"11"	"6"	"26"	"8"	"2"	"2"	"1"	"992"	"0"	"1"	"993"	"0"
"138"	"125"	"156"	"520"	"134"	"13"	"2"	"4"	"3"	"1"	"4"	"8"	"11"	"18"	"41"	"8"	"9"	"16"	"14"	"35"	"20"	"16"	"10"	"11"	"1054"	"0"	"12"	"1066"	"0"
"139"	"126"	"19"	"180"	"295"	"6"	"3"	"3"	"5"	"4"	"4"	"11"	"7"	"7"	"72"	"23"	"13"	"9"	"5"	"6"	"16"	"6"	"2"	"2"	"698"	"0"	"2"	"700"	"0"
"140"	"127"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"141"	"128"	"264"	"199"	"98"	"7"	"3"	"4"	"2"	"3"	"2"	"3"	"2"	"3"	"28"	"2"	"3"	"5"	"1"	"15"	"2"	"2"	"1"	"0"	"649"	"0"	"0"	"649"	"0"
"142"	"129"	"219"	"308"	"123"	"5"	"2"	"1"	"2"	"3"	"0"	"12"	"3"	"4"	"67"	"3"	"9"	"12"	"7"	"14"	"9"	"2"	"2"	"1"	"808"	"0"	"3"	"811"	"0"
"143"	"130"	"206"	"201"	"189"	"12"	"5"	"5"	"3"	"2"	"8"	"5"	"5"	"17"	"91"	"14"	"10"	"22"	"1"	"3"	"4"	"7"	"1"	"2"	"813"	"0"	"9"	"822"	"0"
"144"	"131"	"89"	"122"	"482"	"5"	"2"	"1"	"0"	"3"	"0"	"4"	"3"	"6"	"78"	"18"	"7"	"15"	"4"	"5"	"4"	"5"	"3"	"1"	"857"	"0"	"0"	"857"	"0"
"145"	"132"	"21"	"170"	"27"	"0"	"0"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"60"	"4"	"2"	"4"	"1"	"15"	"4"	"4"	"1"	"3"	"327"	"0"	"0"	"327"	"0"
"146"	"133"	"115"	"307"	"86"	"7"	"4"	"4"	"6"	"6"	"14"	"10"	"10"	"22"	"83"	"27"	"31"	"33"	"13"	"13"	"5"	"4"	"2"	"6"	"808"	"0"	"6"	"814"	"0"
"147"	"134"	"114"	"285"	"67"	"2"	"1"	"0"	"5"	"4"	"6"	"9"	"4"	"5"	"93"	"6"	"8"	"6"	"6"	"18"	"5"	"5"	"1"	"7"	"657"	"0"	"6"	"663"	"0"
"148"	"135"	"84"	"195"	"18"	"2"	"3"	"2"	"0"	"0"	"3"	"1"	"1"	"5"	"12"	"4"	"25"	"17"	"5"	"30"	"3"	"1"	"0"	"1"	"412"	"0"	"3"	"415"	"0"
"149"	"136"	"78"	"231"	"166"	"9"	"1"	"3"	"5"	"9"	"5"	"26"	"12"	"11"	"48"	"22"	"18"	"32"	"8"	"19"	"13"	"12"	"2"	"3"	"733"	"0"	"10"	"743"	"0"
"150"	"137"	"59"	"151"	"366"	"8"	"6"	"9"	"5"	"7"	"12"	"23"	"43"	"9"	"57"	"10"	"5"	"5"	"21"	"21"	"16"	"18"	"7"	"6"	"864"	"0"	"4"	"868"	"0"
"151"	"138"	"148"	"304"	"50"	"2"	"0"	"1"	"1"	"2"	"2"	"15"	"3"	"6"	"24"	"8"	"16"	"12"	"6"	"8"	"3"	"1"	"2"	"0"	"614"	"0"	"3"	"617"	"0"
"152"	"139"	"163"	"157"	"56"	"36"	"2"	"2"	"10"	"5"	"5"	"7"	"11"	"17"	"132"	"8"	"9"	"14"	"2"	"15"	"3"	"2"	"3"	"1"	"660"	"0"	"6"	"666"	"0"
"153"	"140"	"251"	"110"	"35"	"10"	"6"	"3"	"5"	"1"	"5"	"8"	"3"	"8"	"90"	"9"	"8"	"39"	"10"	"8"	"3"	"2"	"4"	"0"	"618"	"0"	"6"	"624"	"0"
"154"	"141"	"77"	"231"	"235"	"11"	"6"	"4"	"4"	"6"	"10"	"14"	"14"	"19"	"98"	"22"	"20"	"33"	"8"	"32"	"4"	"5"	"3"	"2"	"858"	"0"	"6"	"864"	"0"
"155"	"142"	"207"	"61"	"117"	"3"	"4"	"4"	"3"	"1"	"1"	"0"	"2"	"0"	"26"	"1"	"0"	"3"	"2"	"1"	"1"	"6"	"1"	"0"	"444"	"0"	"2"	"446"	"0"
"156"	"143"	"216"	"100"	"64"	"3"	"0"	"0"	"2"	"0"	"2"	"3"	"4"	"4"	"7"	"6"	"7"	"16"	"4"	"2"	"3"	"1"	"1"	"0"	"445"	"0"	"1"	"446"	"0"
"157"	"144"	"6"	"29"	"280"	"6"	"2"	"2"	"2"	"2"	"2"	"4"	"8"	"2"	"24"	"30"	"3"	"16"	"4"	"5"	"14"	"2"	"5"	"2"	"450"	"0"	"9"	"459"	"0"
"158"	"145"	"585"	"108"	"103"	"13"	"5"	"5"	"3"	"5"	"0"	"10"	"7"	"10"	"117"	"11"	"7"	"17"	"3"	"4"	"3"	"8"	"2"	"0"	"1026"	"0"	"2"	"1028"	"0"
"159"	"146"	"282"	"90"	"50"	"36"	"2"	"7"	"3"	"4"	"4"	"7"	"4"	"5"	"102"	"4"	"3"	"8"	"5"	"6"	"5"	"4"	"4"	"2"	"637"	"0"	"3"	"640"	"0"
"160"	"147"	"151"	"86"	"74"	"45"	"5"	"6"	"6"	"3"	"5"	"8"	"4"	"15"	"174"	"10"	"7"	"21"	"2"	"7"	"2"	"4"	"3"	"3"	"641"	"0"	"2"	"643"	"0"
"161"	"148"	"82"	"210"	"112"	"9"	"10"	"5"	"3"	"2"	"4"	"12"	"8"	"12"	"46"	"16"	"8"	"23"	"5"	"11"	"4"	"4"	"2"	"3"	"591"	"0"	"6"	"597"	"0"
"162"	"149"	"190"	"209"	"120"	"6"	"6"	"7"	"10"	"3"	"9"	"11"	"14"	"14"	"200"	"11"	"23"	"16"	"11"	"6"	"7"	"6"	"1"	"2"	"882"	"0"	"9"	"891"	"0"
"163"	"150"	"39"	"327"	"64"	"9"	"2"	"3"	"7"	"6"	"7"	"10"	"8"	"11"	"147"	"20"	"29"	"22"	"3"	"9"	"4"	"4"	"2"	"2"	"735"	"0"	"4"	"739"	"0"
"164"	"151"	"171"	"201"	"351"	"8"	"5"	"0"	"4"	"1"	"9"	"12"	"9"	"5"	"35"	"35"	"12"	"36"	"11"	"7"	"14"	"17"	"1"	"0"	"944"	"0"	"3"	"947"	"0"
"165"	"152"	"8"	"17"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"41"	"0"	"0"	"41"	"0"
"166"	"153"	"127"	"85"	"44"	"3"	"1"	"1"	"2"	"2"	"8"	"4"	"4"	"9"	"83"	"2"	"5"	"13"	"4"	"1"	"0"	"1"	"0"	"2"	"401"	"0"	"0"	"401"	"0"
"167"	"154"	"156"	"120"	"377"	"8"	"6"	"4"	"3"	"1"	"4"	"12"	"2"	"7"	"43"	"26"	"12"	"29"	"8"	"7"	"4"	"10"	"5"	"3"	"847"	"0"	"9"	"856"	"0"
"168"	"155"	"278"	"208"	"330"	"7"	"6"	"3"	"5"	"4"	"8"	"9"	"0"	"6"	"92"	"4"	"6"	"7"	"3"	"5"	"1"	"3"	"2"	"0"	"987"	"0"	"0"	"987"	"0"
"169"	"156"	"30"	"208"	"29"	"2"	"4"	"3"	"3"	"4"	"3"	"2"	"2"	"17"	"125"	"4"	"11"	"14"	"2"	"5"	"3"	"7"	"3"	"3"	"484"	"0"	"4"	"488"	"0"
"170"	"157"	"166"	"319"	"134"	"2"	"1"	"3"	"1"	"2"	"6"	"2"	"4"	"6"	"71"	"5"	"5"	"17"	"10"	"21"	"12"	"8"	"2"	"4"	"801"	"0"	"4"	"805"	"0"
"171"	"158"	"55"	"356"	"98"	"9"	"3"	"3"	"2"	"3"	"3"	"1"	"2"	"6"	"84"	"1"	"3"	"2"	"3"	"3"	"3"	"4"	"0"	"1"	"645"	"0"	"0"	"645"	"0"
"172"	"159"	"88"	"84"	"19"	"2"	"3"	"5"	"1"	"3"	"6"	"4"	"8"	"19"	"138"	"7"	"11"	"14"	"1"	"1"	"2"	"3"	"1"	"0"	"420"	"0"	"1"	"421"	"0"
"173"	"160"	"203"	"185"	"59"	"5"	"2"	"1"	"3"	"5"	"5"	"6"	"3"	"9"	"182"	"9"	"7"	"2"	"5"	"14"	"13"	"20"	"4"	"14"	"756"	"0"	"13"	"769"	"0"
"174"	"161"	"316"	"67"	"32"	"10"	"5"	"3"	"8"	"3"	"4"	"3"	"4"	"10"	"212"	"3"	"3"	"3"	"3"	"12"	"4"	"4"	"1"	"1"	"711"	"0"	"3"	"714"	"0"
"175"	"162"	"48"	"76"	"30"	"2"	"0"	"0"	"1"	"0"	"3"	"5"	"2"	"3"	"134"	"5"	"3"	"8"	"0"	"2"	"2"	"1"	"0"	"0"	"325"	"0"	"0"	"325"	"0"
"176"	"163"	"8"	"149"	"11"	"2"	"0"	"2"	"0"	"0"	"2"	"3"	"3"	"7"	"349"	"3"	"15"	"8"	"0"	"7"	"1"	"0"	"0"	"0"	"570"	"0"	"2"	"572"	"0"
"177"	"164"	"61"	"55"	"23"	"37"	"1"	"5"	"3"	"2"	"3"	"5"	"2"	"14"	"251"	"9"	"2"	"8"	"7"	"4"	"2"	"9"	"6"	"4"	"513"	"0"	"2"	"515"	"0"
"178"	"165"	"31"	"82"	"127"	"40"	"2"	"1"	"2"	"2"	"1"	"4"	"1"	"7"	"199"	"11"	"3"	"11"	"3"	"4"	"6"	"6"	"0"	"2"	"545"	"0"	"2"	"547"	"0"
"179"	"166"	"113"	"269"	"194"	"9"	"3"	"5"	"6"	"5"	"9"	"12"	"7"	"17"	"82"	"15"	"21"	"40"	"7"	"16"	"6"	"4"	"6"	"4"	"850"	"0"	"14"	"864"	"0"
"180"	"167"	"144"	"97"	"78"	"18"	"3"	"6"	"1"	"5"	"2"	"6"	"2"	"5"	"153"	"3"	"3"	"8"	"9"	"5"	"1"	"4"	"2"	"4"	"559"	"0"	"5"	"564"	"0"
"181"	"168"	"88"	"152"	"132"	"34"	"1"	"0"	"4"	"2"	"3"	"3"	"4"	"6"	"98"	"8"	"4"	"5"	"10"	"12"	"10"	"3"	"6"	"3"	"588"	"0"	"6"	"594"	"0"
"182"	"169"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"183"	"170"	"117"	"117"	"153"	"41"	"4"	"4"	"5"	"7"	"1"	"7"	"10"	"13"	"133"	"8"	"8"	"21"	"3"	"5"	"5"	"2"	"1"	"2"	"667"	"0"	"5"	"672"	"0"
"184"	"171"	"28"	"18"	"11"	"7"	"1"	"3"	"2"	"0"	"4"	"5"	"2"	"11"	"378"	"8"	"8"	"13"	"12"	"1"	"5"	"13"	"4"	"3"	"537"	"0"	"5"	"542"	"0"
"185"	"172"	"107"	"66"	"104"	"5"	"3"	"0"	"0"	"2"	"1"	"2"	"2"	"3"	"171"	"3"	"4"	"4"	"12"	"12"	"10"	"7"	"4"	"3"	"525"	"0"	"5"	"530"	"0"
"186"	"173"	"147"	"341"	"37"	"9"	"5"	"5"	"0"	"5"	"4"	"4"	"5"	"10"	"28"	"11"	"22"	"22"	"1"	"6"	"1"	"2"	"0"	"1"	"666"	"0"	"3"	"669"	"0"
"187"	"174"	"240"	"133"	"91"	"1"	"3"	"3"	"2"	"2"	"3"	"4"	"5"	"7"	"68"	"4"	"11"	"12"	"11"	"10"	"3"	"1"	"1"	"3"	"618"	"0"	"8"	"626"	"0"
"188"	"175"	"54"	"331"	"65"	"3"	"2"	"0"	"1"	"3"	"2"	"5"	"2"	"5"	"56"	"7"	"14"	"9"	"1"	"5"	"3"	"0"	"2"	"2"	"572"	"0"	"2"	"574"	"0"
"189"	"176"	"137"	"335"	"20"	"7"	"1"	"4"	"2"	"4"	"3"	"3"	"9"	"6"	"61"	"5"	"5"	"8"	"6"	"9"	"6"	"2"	"3"	"2"	"638"	"0"	"1"	"639"	"0"
"190"	"177"	"115"	"56"	"8"	"3"	"3"	"1"	"4"	"2"	"1"	"1"	"4"	"5"	"209"	"3"	"3"	"15"	"6"	"5"	"3"	"2"	"5"	"2"	"456"	"0"	"14"	"470"	"0"
"191"	"177A"	"196"	"148"	"9"	"3"	"1"	"1"	"2"	"3"	"3"	"0"	"1"	"4"	"62"	"2"	"8"	"10"	"15"	"10"	"2"	"0"	"0"	"2"	"482"	"0"	"3"	"485"	"0"
"192"	"178"	"177"	"392"	"86"	"8"	"1"	"1"	"1"	"2"	"3"	"4"	"12"	"8"	"52"	"8"	"23"	"16"	"7"	"11"	"4"	"1"	"1"	"1"	"819"	"0"	"6"	"825"	"0"
"193"	"179"	"66"	"169"	"217"	"18"	"1"	"0"	"0"	"2"	"3"	"2"	"5"	"5"	"40"	"4"	"6"	"1"	"0"	"2"	"3"	"3"	"0"	"0"	"547"	"0"	"4"	"551"	"0"
"194"	"180"	"79"	"161"	"170"	"126"	"4"	"2"	"2"	"7"	"4"	"9"	"6"	"17"	"177"	"19"	"19"	"32"	"1"	"4"	"6"	"7"	"1"	"1"	"854"	"0"	"5"	"859"	"0"
"195"	"181"	"8"	"49"	"24"	"151"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"21"	"2"	"0"	"2"	"0"	"0"	"0"	"4"	"0"	"0"	"265"	"0"	"0"	"265"	"0"
"196"	"182"	"162"	"327"	"98"	"9"	"7"	"1"	"5"	"8"	"3"	"2"	"5"	"6"	"56"	"12"	"14"	"19"	"7"	"14"	"2"	"2"	"1"	"1"	"761"	"0"	"7"	"768"	"0"
"197"	"183"	"44"	"274"	"62"	"7"	"1"	"5"	"6"	"3"	"0"	"5"	"16"	"18"	"53"	"21"	"29"	"57"	"6"	"17"	"10"	"1"	"2"	"2"	"639"	"0"	"8"	"647"	"0"
"198"	"184"	"31"	"118"	"127"	"3"	"0"	"2"	"5"	"0"	"1"	"0"	"2"	"5"	"35"	"15"	"5"	"3"	"5"	"4"	"4"	"2"	"0"	"3"	"370"	"0"	"1"	"371"	"0"
"199"	"185"	"40"	"443"	"117"	"32"	"4"	"0"	"1"	"3"	"5"	"3"	"3"	"11"	"121"	"7"	"23"	"15"	"3"	"19"	"12"	"5"	"4"	"5"	"876"	"0"	"12"	"888"	"0"
"200"	"186"	"56"	"242"	"54"	"3"	"1"	"0"	"3"	"0"	"1"	"6"	"2"	"8"	"71"	"3"	"2"	"5"	"7"	"9"	"5"	"7"	"1"	"3"	"489"	"0"	"8"	"497"	"0"
"201"	"187"	"132"	"163"	"134"	"41"	"2"	"3"	"5"	"1"	"3"	"3"	"4"	"9"	"118"	"18"	"16"	"19"	"7"	"8"	"8"	"6"	"3"	"2"	"705"	"0"	"3"	"708"	"0"
"202"	"188"	"36"	"150"	"14"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"2"	"1"	"2"	"5"	"4"	"0"	"1"	"4"	"0"	"0"	"0"	"224"	"0"	"1"	"225"	"0"
"203"	"189"	"91"	"90"	"76"	"28"	"3"	"2"	"2"	"2"	"2"	"3"	"2"	"4"	"5"	"5"	"7"	"8"	"9"	"7"	"8"	"16"	"2"	"5"	"377"	"0"	"18"	"395"	"0"
"204"	"190"	"49"	"112"	"152"	"121"	"3"	"4"	"6"	"3"	"3"	"3"	"8"	"5"	"40"	"13"	"10"	"18"	"2"	"11"	"7"	"3"	"6"	"3"	"582"	"0"	"12"	"594"	"0"
"205"	"191"	"172"	"177"	"134"	"133"	"3"	"6"	"2"	"3"	"11"	"7"	"6"	"12"	"27"	"18"	"26"	"38"	"6"	"11"	"12"	"5"	"1"	"4"	"814"	"0"	"8"	"822"	"0"
"206"	"192"	"52"	"205"	"294"	"69"	"4"	"3"	"6"	"8"	"9"	"5"	"4"	"11"	"52"	"34"	"17"	"10"	"2"	"0"	"4"	"5"	"1"	"0"	"795"	"0"	"2"	"797"	"0"
"207"	"193"	"7"	"25"	"53"	"360"	"3"	"0"	"3"	"0"	"0"	"0"	"1"	"2"	"9"	"0"	"0"	"0"	"1"	"2"	"3"	"6"	"2"	"2"	"479"	"0"	"0"	"479"	"0"
"208"	"194"	"87"	"428"	"86"	"72"	"7"	"2"	"1"	"4"	"4"	"4"	"11"	"5"	"23"	"17"	"33"	"24"	"4"	"23"	"5"	"3"	"3"	"3"	"849"	"0"	"9"	"858"	"0"
"209"	"195"	"24"	"46"	"240"	"30"	"3"	"1"	"3"	"1"	"1"	"2"	"0"	"4"	"36"	"4"	"0"	"0"	"3"	"4"	"6"	"3"	"1"	"2"	"414"	"0"	"1"	"415"	"0"
"210"	"196"	"123"	"46"	"100"	"18"	"1"	"2"	"1"	"3"	"1"	"1"	"3"	"1"	"59"	"2"	"3"	"7"	"6"	"3"	"1"	"4"	"1"	"0"	"386"	"0"	"3"	"389"	"0"
"211"	"197"	"85"	"51"	"91"	"40"	"1"	"1"	"1"	"0"	"2"	"2"	"1"	"3"	"9"	"1"	"0"	"2"	"6"	"3"	"1"	"0"	"1"	"0"	"301"	"0"	"2"	"303"	"0"
"212"	"198"	"64"	"52"	"131"	"144"	"6"	"4"	"4"	"5"	"7"	"8"	"5"	"11"	"122"	"23"	"6"	"21"	"3"	"0"	"2"	"7"	"2"	"2"	"629"	"0"	"5"	"634"	"0"
"213"	"199"	"63"	"239"	"114"	"21"	"4"	"2"	"9"	"1"	"5"	"4"	"5"	"7"	"18"	"7"	"8"	"21"	"3"	"7"	"6"	"1"	"2"	"0"	"547"	"0"	"2"	"549"	"0"
"214"	"200"	"124"	"223"	"200"	"34"	"3"	"6"	"4"	"5"	"10"	"11"	"4"	"13"	"134"	"7"	"12"	"20"	"3"	"21"	"6"	"5"	"1"	"2"	"848"	"0"	"6"	"854"	"0"
"215"	"201"	"9"	"39"	"224"	"24"	"3"	"2"	"1"	"1"	"5"	"4"	"3"	"7"	"100"	"23"	"4"	"11"	"7"	"1"	"5"	"0"	"1"	"0"	"474"	"0"	"2"	"476"	"0"
"216"	"202"	"90"	"149"	"107"	"140"	"3"	"2"	"1"	"4"	"4"	"4"	"6"	"5"	"41"	"7"	"10"	"16"	"6"	"4"	"7"	"6"	"3"	"4"	"619"	"0"	"3"	"622"	"0"
"217"	"203"	"48"	"107"	"143"	"314"	"7"	"4"	"2"	"3"	"4"	"2"	"5"	"10"	"130"	"9"	"9"	"14"	"9"	"21"	"11"	"8"	"7"	"3"	"870"	"0"	"11"	"881"	"0"
"218"	"204"	"93"	"80"	"71"	"140"	"12"	"1"	"7"	"2"	"2"	"6"	"7"	"13"	"112"	"12"	"16"	"16"	"2"	"2"	"2"	"3"	"0"	"4"	"603"	"0"	"5"	"608"	"0"
"219"	"205"	"31"	"259"	"137"	"108"	"13"	"0"	"2"	"2"	"5"	"3"	"10"	"3"	"98"	"8"	"3"	"6"	"6"	"7"	"10"	"8"	"4"	"2"	"725"	"0"	"5"	"730"	"0"
"220"	"206"	"18"	"207"	"258"	"8"	"0"	"4"	"2"	"2"	"2"	"9"	"5"	"6"	"78"	"16"	"17"	"23"	"9"	"12"	"19"	"8"	"3"	"4"	"710"	"0"	"10"	"720"	"0"
"221"	"207"	"107"	"306"	"136"	"19"	"3"	"5"	"2"	"4"	"9"	"8"	"6"	"21"	"102"	"18"	"28"	"20"	"3"	"5"	"1"	"3"	"2"	"1"	"809"	"0"	"3"	"812"	"0"
"222"	"208"	"74"	"348"	"123"	"34"	"2"	"3"	"2"	"2"	"2"	"10"	"6"	"13"	"40"	"10"	"18"	"21"	"6"	"9"	"9"	"2"	"3"	"3"	"740"	"0"	"5"	"745"	"0"
"223"	"209"	"80"	"119"	"22"	"28"	"2"	"3"	"3"	"1"	"0"	"1"	"2"	"15"	"72"	"13"	"13"	"17"	"7"	"3"	"1"	"0"	"2"	"1"	"405"	"0"	"4"	"409"	"0"
"224"	"210"	"38"	"231"	"119"	"10"	"3"	"2"	"1"	"1"	"3"	"3"	"5"	"9"	"63"	"6"	"2"	"5"	"10"	"12"	"4"	"13"	"2"	"3"	"545"	"0"	"6"	"551"	"0"
"225"	"211"	"87"	"116"	"50"	"14"	"0"	"2"	"2"	"0"	"2"	"4"	"5"	"9"	"111"	"2"	"2"	"1"	"7"	"12"	"8"	"11"	"4"	"3"	"452"	"0"	"4"	"456"	"0"
"226"	"212"	"46"	"141"	"53"	"8"	"3"	"1"	"2"	"2"	"10"	"6"	"7"	"13"	"96"	"13"	"9"	"25"	"2"	"4"	"3"	"1"	"0"	"0"	"445"	"0"	"2"	"447"	"0"
"227"	"213"	"34"	"112"	"40"	"2"	"1"	"1"	"1"	"3"	"4"	"3"	"2"	"6"	"212"	"8"	"12"	"8"	"4"	"10"	"1"	"2"	"3"	"2"	"471"	"0"	"5"	"476"	"0"
"228"	"214"	"140"	"108"	"36"	"21"	"2"	"1"	"1"	"3"	"4"	"3"	"6"	"9"	"273"	"9"	"17"	"14"	"9"	"5"	"2"	"0"	"0"	"0"	"663"	"0"	"7"	"670"	"0"
"229"	"215"	"34"	"165"	"91"	"4"	"0"	"0"	"5"	"4"	"3"	"5"	"3"	"3"	"76"	"6"	"5"	"6"	"7"	"12"	"8"	"5"	"2"	"5"	"449"	"0"	"11"	"460"	"0"
"230"	"216"	"41"	"245"	"29"	"21"	"4"	"1"	"4"	"5"	"11"	"10"	"7"	"15"	"221"	"17"	"16"	"40"	"4"	"5"	"2"	"2"	"0"	"2"	"702"	"0"	"5"	"707"	"0"
"231"	"217"	"37"	"222"	"19"	"67"	"4"	"2"	"2"	"0"	"5"	"2"	"0"	"5"	"9"	"3"	"5"	"7"	"5"	"6"	"2"	"1"	"1"	"1"	"405"	"0"	"1"	"406"	"0"
"232"	"218"	"49"	"86"	"58"	"7"	"2"	"1"	"1"	"0"	"5"	"5"	"5"	"9"	"160"	"8"	"10"	"17"	"0"	"3"	"0"	"4"	"1"	"1"	"432"	"0"	"4"	"436"	"0"
"233"	"219"	"199"	"259"	"95"	"23"	"7"	"3"	"2"	"10"	"14"	"15"	"8"	"9"	"125"	"9"	"15"	"15"	"18"	"47"	"24"	"16"	"4"	"1"	"918"	"0"	"7"	"925"	"0"
"234"	"220"	"134"	"163"	"108"	"21"	"0"	"3"	"3"	"1"	"3"	"11"	"5"	"11"	"169"	"19"	"18"	"21"	"5"	"6"	"3"	"4"	"4"	"0"	"712"	"0"	"7"	"719"	"0"
"235"	"221"	"62"	"277"	"42"	"14"	"0"	"0"	"1"	"2"	"7"	"6"	"1"	"4"	"13"	"5"	"17"	"10"	"4"	"11"	"3"	"1"	"1"	"0"	"481"	"0"	"3"	"484"	"0"
"236"	"222"	"25"	"275"	"61"	"2"	"2"	"0"	"1"	"1"	"0"	"6"	"1"	"1"	"23"	"9"	"9"	"8"	"2"	"17"	"1"	"0"	"0"	"2"	"446"	"0"	"7"	"453"	"0"
"237"	"223"	"52"	"222"	"22"	"18"	"2"	"1"	"1"	"1"	"2"	"0"	"2"	"7"	"63"	"9"	"19"	"21"	"4"	"9"	"6"	"3"	"1"	"4"	"469"	"0"	"2"	"471"	"0"
