"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 15-Muzaffarpur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  263073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Aurai(89)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendere d votes"
"11"	""	"Akhilesh Pd. Singh"	"Ajay Nishad"	"Rajeev Ranjan"	"Vijendra Choudh ary"	"Akshay Verma"	"Ashok Kumar Jha"	"Ashok Kumar Singh"	"Kunal Priyadar shi"	"Devendr a Rakesh"	"Naval Kishore Jha"	"Nilu Singh"	"Pankaj Kumar Srivasta va"	"Prabhat Suman"	"Madhur Sheel"	"Mahesh Rai"	"Raghve ndra Pratap Singh"	"Rajesh Kumar"	"Shatrud han Sahani"	"Ajitansh Gaur"	"Kamlesh Choudh ary"	"Deepak Kumar"	"Nagesh war Prasad Singh"	"Mahesh Paswan"	"Moham mad Anwarul Haque"	"Mohmm ad Taiyab"	"Ravi Shankar Paswan"	"Rupesh Kumar Kuar"	"Shravan Kumar Jha"	"Suresh Kumar"	""	""	""	""	""
"86"	"74"	"237"	"34"	"3"	"7"	"1"	"3"	"1"	"0"	"0"	"2"	"2"	"2"	"4"	"2"	"3"	"6"	"9"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"4"	"1"	"327"	"0"	"5"	"332"	"0"
"87"	"75"	"307"	"144"	"5"	"42"	"2"	"13"	"3"	"5"	"2"	"3"	"1"	"3"	"5"	"4"	"9"	"25"	"10"	"3"	"1"	"2"	"2"	"7"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"604"	"0"	"11"	"615"	"0"
"88"	"76"	"106"	"289"	"8"	"15"	"2"	"5"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"3"	"3"	"1"	"5"	"0"	"4"	"1"	"2"	"3"	"0"	"1"	"2"	"3"	"462"	"0"	"2"	"464"	"0"
"89"	"77"	"200"	"167"	"6"	"9"	"2"	"4"	"1"	"0"	"1"	"2"	"2"	"0"	"3"	"1"	"1"	"8"	"3"	"3"	"0"	"0"	"0"	"8"	"0"	"3"	"1"	"1"	"0"	"1"	"0"	"427"	"0"	"8"	"435"	"0"
"90"	"78"	"334"	"206"	"8"	"56"	"1"	"19"	"4"	"1"	"4"	"3"	"1"	"2"	"6"	"2"	"2"	"9"	"9"	"12"	"2"	"7"	"1"	"15"	"0"	"2"	"4"	"1"	"1"	"3"	"2"	"717"	"0"	"3"	"720"	"0"
"91"	"79"	"29"	"610"	"33"	"46"	"5"	"21"	"5"	"3"	"5"	"5"	"2"	"11"	"9"	"18"	"29"	"31"	"1"	"12"	"2"	"0"	"1"	"4"	"2"	"4"	"0"	"2"	"2"	"5"	"8"	"905"	"0"	"10"	"915"	"0"
"92"	"80"	"251"	"75"	"6"	"133"	"3"	"32"	"1"	"1"	"3"	"5"	"5"	"5"	"16"	"4"	"2"	"28"	"9"	"3"	"7"	"5"	"3"	"1"	"1"	"4"	"2"	"4"	"4"	"2"	"2"	"617"	"0"	"15"	"632"	"0"
"93"	"81"	"131"	"91"	"1"	"15"	"2"	"5"	"0"	"1"	"0"	"2"	"0"	"3"	"0"	"2"	"7"	"6"	"3"	"1"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"5"	"1"	"282"	"0"	"9"	"291"	"0"
"94"	"82"	"219"	"277"	"13"	"115"	"2"	"38"	"0"	"1"	"2"	"4"	"4"	"4"	"11"	"8"	"18"	"37"	"21"	"4"	"4"	"7"	"3"	"10"	"5"	"5"	"5"	"7"	"10"	"5"	"8"	"847"	"0"	"12"	"859"	"0"
"95"	"83"	"260"	"229"	"9"	"167"	"10"	"21"	"4"	"2"	"1"	"7"	"5"	"6"	"21"	"4"	"8"	"27"	"13"	"2"	"2"	"3"	"1"	"3"	"3"	"2"	"6"	"2"	"4"	"9"	"6"	"837"	"0"	"12"	"849"	"0"
"96"	"84"	"105"	"75"	"3"	"47"	"0"	"22"	"0"	"0"	"0"	"3"	"2"	"0"	"3"	"3"	"1"	"8"	"2"	"1"	"0"	"3"	"0"	"3"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"285"	"0"	"2"	"287"	"0"
"97"	"85"	"179"	"127"	"5"	"27"	"0"	"5"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"6"	"1"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"0"	"0"	"365"	"0"	"3"	"368"	"0"
"98"	"86"	"311"	"117"	"5"	"37"	"0"	"9"	"0"	"2"	"0"	"2"	"0"	"2"	"1"	"2"	"6"	"15"	"4"	"0"	"0"	"1"	"0"	"5"	"0"	"0"	"0"	"3"	"2"	"3"	"1"	"528"	"0"	"3"	"531"	"0"
"99"	"87"	"305"	"276"	"12"	"81"	"6"	"28"	"9"	"4"	"5"	"0"	"2"	"9"	"11"	"9"	"21"	"41"	"15"	"7"	"4"	"1"	"1"	"3"	"1"	"8"	"1"	"6"	"8"	"2"	"12"	"888"	"0"	"14"	"902"	"0"
"100"	"88"	"166"	"96"	"5"	"144"	"4"	"43"	"3"	"1"	"0"	"2"	"2"	"2"	"12"	"4"	"5"	"11"	"15"	"10"	"7"	"17"	"3"	"8"	"1"	"5"	"14"	"14"	"10"	"10"	"6"	"620"	"0"	"16"	"636"	"0"
"101"	"89"	"257"	"186"	"7"	"55"	"7"	"10"	"4"	"3"	"0"	"0"	"2"	"1"	"2"	"3"	"6"	"4"	"0"	"2"	"0"	"2"	"1"	"3"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"559"	"0"	"3"	"562"	"0"
"102"	"90"	"249"	"54"	"7"	"36"	"0"	"27"	"3"	"2"	"1"	"0"	"2"	"1"	"3"	"1"	"0"	"9"	"6"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"3"	"1"	"1"	"416"	"0"	"2"	"418"	"0"
"103"	"91"	"23"	"84"	"2"	"26"	"1"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"152"	"0"	"1"	"153"	"0"
"104"	"92"	"4"	"318"	"8"	"23"	"2"	"3"	"0"	"0"	"1"	"3"	"0"	"1"	"1"	"2"	"5"	"6"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"4"	"387"	"0"	"5"	"392"	"0"
"105"	"93"	"273"	"118"	"7"	"14"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"9"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"5"	"446"	"0"	"1"	"447"	"0"
"106"	"94"	"12"	"302"	"7"	"5"	"1"	"1"	"0"	"4"	"1"	"0"	"0"	"2"	"1"	"1"	"5"	"6"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"356"	"0"	"8"	"364"	"0"
"107"	"95"	"29"	"302"	"2"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"346"	"0"	"1"	"347"	"0"
"108"	"96"	"20"	"320"	"4"	"3"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"10"	"9"	"3"	"8"	"1"	"0"	"0"	"5"	"1"	"1"	"0"	"1"	"1"	"3"	"5"	"403"	"0"	"5"	"408"	"0"
"109"	"97"	"87"	"426"	"4"	"13"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"4"	"11"	"0"	"5"	"2"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"6"	"577"	"0"	"4"	"581"	"0"
"110"	"98"	"120"	"235"	"6"	"219"	"2"	"48"	"8"	"4"	"0"	"1"	"1"	"5"	"8"	"10"	"4"	"17"	"4"	"5"	"4"	"3"	"5"	"15"	"1"	"5"	"2"	"8"	"6"	"1"	"4"	"751"	"0"	"8"	"759"	"0"
"111"	"99"	"229"	"189"	"11"	"230"	"5"	"69"	"6"	"2"	"4"	"3"	"5"	"8"	"9"	"6"	"7"	"18"	"2"	"3"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"4"	"2"	"0"	"0"	"816"	"0"	"2"	"818"	"0"
"112"	"100"	"400"	"117"	"3"	"74"	"4"	"32"	"7"	"0"	"3"	"2"	"2"	"2"	"5"	"7"	"6"	"21"	"29"	"6"	"4"	"2"	"3"	"3"	"3"	"2"	"4"	"6"	"6"	"9"	"6"	"768"	"0"	"17"	"785"	"0"
"113"	"101"	"138"	"312"	"4"	"20"	"2"	"8"	"1"	"2"	"0"	"1"	"0"	"1"	"5"	"0"	"4"	"10"	"0"	"3"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"1"	"4"	"1"	"522"	"0"	"4"	"526"	"0"
"114"	"102"	"309"	"337"	"8"	"115"	"5"	"59"	"6"	"1"	"1"	"0"	"2"	"5"	"17"	"5"	"2"	"19"	"7"	"7"	"3"	"6"	"0"	"6"	"4"	"1"	"4"	"3"	"4"	"11"	"7"	"954"	"0"	"9"	"963"	"0"
"115"	"103"	"335"	"101"	"3"	"12"	"1"	"8"	"2"	"2"	"0"	"0"	"0"	"1"	"3"	"2"	"2"	"12"	"7"	"5"	"0"	"0"	"1"	"4"	"2"	"3"	"1"	"3"	"1"	"1"	"0"	"512"	"0"	"9"	"521"	"0"
"116"	"104"	"407"	"85"	"0"	"48"	"2"	"9"	"2"	"4"	"1"	"1"	"0"	"4"	"6"	"5"	"4"	"15"	"3"	"1"	"2"	"2"	"0"	"6"	"1"	"1"	"0"	"0"	"3"	"4"	"4"	"620"	"0"	"9"	"629"	"0"
"117"	"105"	"102"	"479"	"15"	"63"	"9"	"20"	"5"	"6"	"5"	"2"	"1"	"10"	"9"	"7"	"14"	"21"	"5"	"5"	"2"	"4"	"2"	"11"	"5"	"3"	"2"	"2"	"1"	"2"	"5"	"817"	"0"	"9"	"826"	"0"
"118"	"106"	"232"	"246"	"10"	"22"	"1"	"6"	"1"	"2"	"1"	"2"	"3"	"5"	"6"	"2"	"5"	"12"	"2"	"1"	"0"	"0"	"2"	"4"	"2"	"2"	"2"	"0"	"3"	"0"	"3"	"577"	"0"	"5"	"582"	"0"
"119"	"107"	"271"	"105"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"3"	"3"	"3"	"10"	"18"	"2"	"2"	"0"	"1"	"2"	"1"	"0"	"3"	"0"	"1"	"4"	"3"	"1"	"443"	"0"	"10"	"453"	"0"
"120"	"108"	"288"	"254"	"7"	"23"	"11"	"7"	"6"	"2"	"1"	"1"	"3"	"1"	"5"	"3"	"3"	"14"	"1"	"5"	"1"	"2"	"0"	"5"	"2"	"0"	"2"	"4"	"1"	"2"	"0"	"654"	"0"	"6"	"660"	"0"
"121"	"109"	"104"	"291"	"1"	"76"	"2"	"7"	"4"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"492"	"0"	"1"	"493"	"0"
"122"	"110"	"111"	"478"	"9"	"70"	"6"	"13"	"5"	"3"	"4"	"2"	"3"	"4"	"10"	"9"	"16"	"29"	"2"	"13"	"1"	"0"	"1"	"20"	"3"	"1"	"1"	"4"	"4"	"4"	"6"	"832"	"0"	"11"	"843"	"0"
"123"	"111"	"404"	"161"	"2"	"39"	"1"	"6"	"2"	"1"	"1"	"2"	"3"	"3"	"0"	"1"	"1"	"3"	"2"	"0"	"1"	"0"	"1"	"5"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"643"	"0"	"1"	"644"	"0"
"124"	"112"	"816"	"22"	"0"	"11"	"0"	"3"	"1"	"0"	"2"	"0"	"1"	"0"	"3"	"3"	"1"	"20"	"4"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"890"	"0"	"4"	"894"	"0"
"125"	"113"	"175"	"179"	"1"	"87"	"2"	"19"	"2"	"0"	"1"	"1"	"0"	"3"	"4"	"0"	"5"	"11"	"3"	"1"	"1"	"5"	"0"	"8"	"0"	"2"	"2"	"1"	"4"	"1"	"2"	"520"	"0"	"4"	"524"	"0"
"126"	"114"	"142"	"234"	"4"	"27"	"4"	"14"	"2"	"1"	"1"	"1"	"1"	"1"	"3"	"2"	"0"	"8"	"7"	"3"	"1"	"1"	"0"	"4"	"2"	"2"	"3"	"1"	"1"	"5"	"3"	"478"	"0"	"12"	"490"	"0"
"127"	"115"	"186"	"292"	"8"	"71"	"0"	"16"	"2"	"0"	"1"	"0"	"2"	"2"	"4"	"0"	"1"	"7"	"3"	"4"	"1"	"5"	"0"	"9"	"0"	"2"	"2"	"5"	"2"	"6"	"6"	"637"	"0"	"7"	"644"	"0"
"128"	"116"	"458"	"165"	"2"	"100"	"3"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"742"	"0"	"0"	"742"	"0"
"129"	"117"	"472"	"119"	"5"	"10"	"1"	"6"	"0"	"2"	"2"	"2"	"1"	"0"	"7"	"1"	"2"	"9"	"2"	"5"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"651"	"0"	"1"	"652"	"0"
"130"	"118"	"412"	"20"	"0"	"5"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"8"	"3"	"2"	"2"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"466"	"0"	"2"	"468"	"0"
"131"	"119"	"198"	"84"	"1"	"155"	"2"	"33"	"5"	"1"	"4"	"5"	"3"	"6"	"13"	"9"	"10"	"55"	"1"	"3"	"0"	"0"	"0"	"3"	"1"	"1"	"1"	"2"	"2"	"2"	"3"	"603"	"0"	"7"	"610"	"0"
"132"	"120"	"96"	"170"	"7"	"76"	"6"	"18"	"0"	"2"	"2"	"4"	"2"	"3"	"2"	"5"	"9"	"7"	"11"	"8"	"5"	"4"	"6"	"25"	"4"	"15"	"9"	"6"	"6"	"15"	"8"	"531"	"0"	"21"	"552"	"0"
"133"	"121"	"78"	"545"	"13"	"35"	"1"	"4"	"3"	"7"	"2"	"4"	"1"	"8"	"8"	"10"	"10"	"13"	"4"	"3"	"5"	"1"	"2"	"8"	"2"	"2"	"3"	"9"	"2"	"4"	"7"	"794"	"0"	"4"	"798"	"0"
"134"	"122"	"48"	"548"	"10"	"62"	"10"	"14"	"1"	"2"	"4"	"1"	"2"	"2"	"3"	"6"	"16"	"24"	"3"	"7"	"1"	"2"	"0"	"8"	"0"	"0"	"0"	"2"	"1"	"5"	"3"	"785"	"0"	"9"	"794"	"0"
"135"	"123"	"403"	"72"	"7"	"43"	"2"	"11"	"6"	"4"	"4"	"4"	"1"	"4"	"5"	"5"	"7"	"27"	"23"	"5"	"1"	"5"	"2"	"3"	"2"	"3"	"1"	"4"	"3"	"7"	"6"	"670"	"0"	"28"	"698"	"0"
"136"	"124"	"307"	"126"	"9"	"84"	"8"	"23"	"7"	"1"	"1"	"0"	"1"	"0"	"7"	"2"	"3"	"8"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"2"	"4"	"601"	"0"	"3"	"604"	"0"
"137"	"125"	"154"	"294"	"6"	"15"	"0"	"3"	"2"	"0"	"3"	"2"	"0"	"3"	"3"	"4"	"4"	"14"	"6"	"6"	"0"	"2"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"527"	"0"	"3"	"530"	"0"
"138"	"126"	"201"	"223"	"11"	"4"	"0"	"11"	"3"	"2"	"4"	"3"	"3"	"2"	"3"	"7"	"2"	"7"	"8"	"2"	"0"	"1"	"1"	"9"	"1"	"0"	"3"	"1"	"0"	"2"	"6"	"520"	"0"	"13"	"533"	"0"
"139"	"127"	"263"	"43"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"4"	"4"	"0"	"3"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"333"	"0"	"6"	"339"	"0"
"140"	"128"	"333"	"193"	"4"	"10"	"1"	"7"	"1"	"6"	"6"	"1"	"2"	"6"	"8"	"2"	"11"	"25"	"11"	"8"	"0"	"3"	"1"	"9"	"2"	"4"	"2"	"0"	"4"	"4"	"8"	"672"	"0"	"21"	"693"	"0"
"141"	"129"	"308"	"210"	"10"	"58"	"8"	"11"	"7"	"2"	"4"	"0"	"1"	"0"	"4"	"1"	"5"	"21"	"10"	"4"	"2"	"3"	"4"	"5"	"0"	"0"	"0"	"3"	"0"	"2"	"2"	"685"	"0"	"12"	"697"	"0"
"142"	"130"	"218"	"314"	"11"	"42"	"2"	"13"	"2"	"4"	"2"	"1"	"4"	"3"	"2"	"1"	"3"	"11"	"2"	"8"	"1"	"3"	"0"	"13"	"7"	"3"	"3"	"1"	"2"	"3"	"8"	"687"	"0"	"5"	"692"	"0"
"143"	"131"	"186"	"200"	"9"	"46"	"1"	"10"	"0"	"3"	"2"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"4"	"2"	"2"	"3"	"0"	"4"	"1"	"1"	"1"	"0"	"0"	"5"	"1"	"487"	"0"	"2"	"489"	"0"
"144"	"132"	"95"	"127"	"5"	"58"	"4"	"17"	"2"	"1"	"0"	"0"	"0"	"3"	"8"	"1"	"5"	"14"	"3"	"1"	"1"	"1"	"1"	"4"	"2"	"0"	"1"	"2"	"1"	"1"	"0"	"358"	"0"	"2"	"360"	"0"
"145"	"133"	"94"	"248"	"8"	"20"	"2"	"3"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"3"	"2"	"4"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"396"	"0"	"3"	"399"	"0"
"146"	"134"	"46"	"544"	"14"	"5"	"8"	"6"	"1"	"1"	"3"	"2"	"3"	"5"	"6"	"6"	"19"	"11"	"1"	"2"	"7"	"0"	"1"	"4"	"1"	"4"	"1"	"3"	"1"	"2"	"2"	"709"	"0"	"3"	"712"	"0"
"147"	"135"	"183"	"199"	"7"	"65"	"4"	"7"	"6"	"1"	"0"	"2"	"1"	"0"	"0"	"3"	"2"	"5"	"3"	"2"	"6"	"4"	"3"	"15"	"2"	"0"	"1"	"2"	"2"	"2"	"0"	"527"	"0"	"11"	"538"	"0"
"148"	"136"	"102"	"191"	"1"	"42"	"5"	"25"	"2"	"1"	"2"	"3"	"2"	"4"	"4"	"1"	"2"	"7"	"3"	"0"	"1"	"3"	"0"	"3"	"0"	"0"	"0"	"2"	"3"	"2"	"2"	"413"	"0"	"5"	"418"	"0"
"149"	"137"	"103"	"243"	"1"	"22"	"2"	"3"	"2"	"4"	"2"	"3"	"4"	"2"	"3"	"2"	"5"	"29"	"2"	"3"	"1"	"0"	"2"	"5"	"2"	"2"	"2"	"4"	"1"	"2"	"1"	"457"	"0"	"3"	"460"	"0"
"150"	"138"	"84"	"108"	"1"	"20"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"231"	"0"	"1"	"232"	"0"
"151"	"139"	"5"	"947"	"1"	"4"	"63"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"102
2"	"0"	"1"	"102
3"	"0"
"152"	"140"	"243"	"92"	"3"	"2"	"0"	"3"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"356"	"0"	"1"	"357"	"0"
"153"	"141"	"68"	"294"	"18"	"9"	"0"	"11"	"3"	"3"	"4"	"7"	"1"	"7"	"10"	"14"	"16"	"34"	"2"	"3"	"0"	"1"	"0"	"2"	"0"	"3"	"1"	"1"	"1"	"1"	"2"	"516"	"0"	"4"	"520"	"0"
"154"	"142"	"299"	"274"	"6"	"65"	"2"	"20"	"4"	"3"	"3"	"1"	"4"	"2"	"6"	"3"	"4"	"10"	"6"	"4"	"2"	"2"	"2"	"7"	"3"	"3"	"2"	"2"	"0"	"1"	"2"	"742"	"0"	"4"	"746"	"0"
"155"	"143"	"92"	"174"	"1"	"3"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"2"	"3"	"1"	"12"	"3"	"1"	"1"	"0"	"0"	"5"	"0"	"2"	"1"	"0"	"4"	"2"	"2"	"314"	"0"	"12"	"326"	"0"
"156"	"144"	"120"	"147"	"5"	"25"	"0"	"11"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"5"	"6"	"4"	"3"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"337"	"0"	"7"	"344"	"0"
"157"	"145"	"117"	"263"	"7"	"70"	"0"	"17"	"6"	"3"	"2"	"3"	"4"	"2"	"6"	"2"	"8"	"14"	"11"	"6"	"5"	"2"	"0"	"8"	"1"	"3"	"2"	"3"	"1"	"1"	"3"	"570"	"0"	"17"	"587"	"0"
"158"	"146"	"68"	"327"	"6"	"123"	"6"	"26"	"3"	"2"	"3"	"4"	"1"	"4"	"5"	"4"	"9"	"12"	"2"	"3"	"0"	"1"	"1"	"8"	"0"	"1"	"1"	"0"	"0"	"2"	"3"	"625"	"0"	"3"	"628"	"0"
"159"	"147"	"158"	"298"	"16"	"44"	"1"	"10"	"2"	"1"	"3"	"1"	"2"	"4"	"5"	"11"	"14"	"19"	"3"	"8"	"0"	"1"	"4"	"10"	"3"	"1"	"1"	"2"	"0"	"6"	"8"	"636"	"0"	"3"	"639"	"0"
"160"	"148"	"232"	"135"	"7"	"10"	"8"	"6"	"2"	"0"	"3"	"0"	"0"	"2"	"4"	"0"	"4"	"12"	"11"	"6"	"3"	"2"	"0"	"9"	"3"	"2"	"2"	"3"	"2"	"5"	"7"	"480"	"0"	"8"	"488"	"0"
"161"	"149"	"122"	"331"	"5"	"13"	"1"	"8"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"4"	"5"	"6"	"7"	"3"	"4"	"38"	"3"	"2"	"9"	"5"	"5"	"12"	"17"	"606"	"0"	"19"	"625"	"0"
"162"	"150"	"62"	"282"	"5"	"23"	"4"	"2"	"3"	"1"	"1"	"2"	"0"	"5"	"1"	"5"	"6"	"19"	"4"	"3"	"3"	"0"	"2"	"14"	"3"	"1"	"2"	"5"	"4"	"2"	"6"	"470"	"0"	"15"	"485"	"0"
"163"	"151"	"118"	"139"	"4"	"16"	"1"	"2"	"0"	"2"	"0"	"0"	"2"	"1"	"1"	"3"	"1"	"7"	"5"	"1"	"0"	"0"	"0"	"5"	"2"	"3"	"1"	"0"	"2"	"4"	"4"	"324"	"0"	"6"	"330"	"0"
"164"	"152"	"68"	"271"	"7"	"13"	"0"	"1"	"0"	"1"	"1"	"1"	"4"	"1"	"1"	"1"	"5"	"3"	"3"	"3"	"2"	"1"	"0"	"7"	"1"	"4"	"2"	"0"	"0"	"2"	"6"	"409"	"0"	"7"	"416"	"0"
"165"	"153"	"77"	"215"	"2"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"313"	"0"	"1"	"314"	"0"
"166"	"154"	"49"	"129"	"5"	"109"	"2"	"15"	"2"	"0"	"1"	"2"	"2"	"0"	"6"	"6"	"1"	"9"	"3"	"7"	"3"	"2"	"1"	"9"	"1"	"4"	"3"	"8"	"1"	"5"	"5"	"390"	"0"	"8"	"398"	"0"
"167"	"155"	"211"	"54"	"6"	"171"	"6"	"38"	"3"	"1"	"3"	"3"	"5"	"3"	"1"	"1"	"2"	"7"	"3"	"0"	"1"	"6"	"3"	"1"	"0"	"2"	"2"	"6"	"1"	"3"	"4"	"547"	"0"	"8"	"555"	"0"
"168"	"156"	"201"	"287"	"14"	"86"	"4"	"19"	"2"	"5"	"7"	"10"	"7"	"4"	"13"	"9"	"20"	"55"	"5"	"8"	"2"	"2"	"1"	"15"	"2"	"1"	"1"	"7"	"2"	"6"	"5"	"800"	"0"	"11"	"811"	"0"
"169"	"157"	"369"	"232"	"10"	"20"	"9"	"8"	"3"	"2"	"3"	"4"	"6"	"2"	"1"	"2"	"6"	"4"	"9"	"0"	"1"	"1"	"1"	"4"	"1"	"1"	"2"	"1"	"0"	"2"	"3"	"707"	"0"	"3"	"710"	"0"
"170"	"158"	"143"	"266"	"12"	"8"	"2"	"9"	"6"	"5"	"2"	"1"	"4"	"4"	"4"	"5"	"6"	"27"	"6"	"64"	"2"	"1"	"0"	"10"	"3"	"4"	"2"	"8"	"2"	"5"	"5"	"616"	"0"	"7"	"623"	"0"
"171"	"159"	"241"	"424"	"9"	"38"	"5"	"14"	"1"	"4"	"1"	"0"	"1"	"1"	"3"	"3"	"5"	"3"	"1"	"25"	"1"	"7"	"2"	"10"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"805"	"0"	"1"	"806"	"0"
