"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 15-Muzaffarpur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  255880"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Kurhani(93)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendere d votes"
"11"	""	"Akhilesh Pd. Singh"	"Ajay Nishad"	"Rajeev Ranjan"	"Vijendra Choudh ary"	"Akshay Verma"	"Ashok Kumar Jha"	"Ashok Kumar Singh"	"Kunal Priyadar shi"	"Devendr a Rakesh"	"Naval Kishore Jha"	"Nilu Singh"	"Pankaj Kumar Srivasta va"	"Prabhat Suman"	"Madhur Sheel"	"Mahesh Rai"	"Raghve ndra Pratap Singh"	"Rajesh Kumar"	"Shatrud han Sahani"	"Ajitansh Gaur"	"Kamlesh Choudh ary"	"Deepak Kumar"	"Nagesh war Prasad Singh"	"Mahesh Paswan"	"Moham mad Anwarul Haque"	"Mohmm ad Taiyab"	"Ravi Shankar Paswan"	"Rupesh Kumar Kuar"	"Shravan Kumar Jha"	"Suresh Kumar"	""	""	""	""	""
"86"	"73"	"314"	"177"	"6"	"64"	"1"	"19"	"4"	"3"	"2"	"4"	"3"	"1"	"3"	"2"	"3"	"18"	"6"	"1"	"1"	"0"	"2"	"3"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"642"	"0"	"2"	"644"	"0"
"87"	"73A"	"127"	"132"	"9"	"233"	"7"	"42"	"8"	"1"	"1"	"7"	"6"	"1"	"9"	"2"	"1"	"5"	"0"	"0"	"3"	"6"	"0"	"3"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"607"	"0"	"1"	"608"	"0"
"88"	"74"	"52"	"334"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"398"	"0"	"1"	"399"	"0"
"89"	"75"	"402"	"349"	"8"	"29"	"3"	"10"	"6"	"4"	"2"	"0"	"5"	"4"	"8"	"8"	"22"	"36"	"8"	"3"	"2"	"1"	"0"	"5"	"3"	"1"	"2"	"5"	"1"	"6"	"7"	"940"	"0"	"21"	"961"	"0"
"90"	"76"	"62"	"507"	"6"	"31"	"9"	"12"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"3"	"6"	"0"	"5"	"1"	"2"	"2"	"5"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"661"	"0"	"3"	"664"	"0"
"91"	"77"	"273"	"132"	"7"	"7"	"1"	"3"	"3"	"1"	"3"	"1"	"1"	"2"	"2"	"2"	"10"	"19"	"2"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"2"	"2"	"479"	"0"	"0"	"479"	"0"
"92"	"78"	"163"	"396"	"5"	"52"	"3"	"5"	"1"	"0"	"1"	"0"	"2"	"1"	"3"	"1"	"2"	"7"	"5"	"9"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"665"	"0"	"10"	"675"	"0"
"93"	"79"	"355"	"340"	"4"	"37"	"1"	"11"	"2"	"0"	"0"	"0"	"3"	"2"	"1"	"2"	"7"	"3"	"13"	"6"	"5"	"4"	"3"	"26"	"2"	"15"	"6"	"3"	"0"	"7"	"3"	"861"	"0"	"13"	"874"	"0"
"94"	"80"	"642"	"73"	"3"	"32"	"5"	"4"	"1"	"2"	"0"	"1"	"0"	"1"	"4"	"0"	"2"	"6"	"2"	"1"	"1"	"3"	"1"	"0"	"1"	"8"	"0"	"0"	"0"	"2"	"0"	"795"	"0"	"2"	"797"	"0"
"95"	"81"	"48"	"580"	"3"	"129"	"16"	"13"	"1"	"0"	"3"	"0"	"0"	"1"	"9"	"0"	"4"	"2"	"2"	"10"	"2"	"3"	"1"	"5"	"1"	"0"	"0"	"5"	"0"	"2"	"3"	"843"	"0"	"5"	"848"	"0"
"96"	"82"	"740"	"39"	"6"	"17"	"1"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"3"	"2"	"2"	"21"	"7"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"848"	"0"	"2"	"850"	"0"
"97"	"83"	"521"	"129"	"4"	"132"	"2"	"24"	"1"	"3"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"3"	"5"	"3"	"2"	"6"	"3"	"6"	"0"	"10"	"2"	"4"	"1"	"0"	"9"	"873"	"0"	"10"	"883"	"0"
"98"	"84"	"72"	"386"	"2"	"62"	"2"	"15"	"1"	"0"	"0"	"2"	"1"	"0"	"6"	"1"	"3"	"3"	"7"	"10"	"0"	"2"	"0"	"9"	"1"	"2"	"1"	"2"	"1"	"4"	"1"	"596"	"0"	"5"	"601"	"0"
"99"	"85"	"195"	"338"	"8"	"60"	"1"	"11"	"4"	"1"	"3"	"1"	"0"	"3"	"5"	"5"	"4"	"3"	"2"	"6"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"3"	"663"	"0"	"2"	"665"	"0"
"100"	"86"	"56"	"567"	"12"	"68"	"1"	"6"	"2"	"2"	"1"	"2"	"1"	"6"	"2"	"19"	"14"	"27"	"11"	"15"	"2"	"4"	"0"	"18"	"2"	"2"	"3"	"4"	"3"	"7"	"8"	"865"	"0"	"14"	"879"	"0"
"101"	"87"	"156"	"381"	"5"	"150"	"4"	"30"	"0"	"0"	"2"	"2"	"0"	"3"	"19"	"2"	"6"	"6"	"3"	"4"	"0"	"2"	"5"	"11"	"6"	"4"	"2"	"2"	"2"	"3"	"11"	"821"	"0"	"11"	"832"	"0"
"102"	"88"	"112"	"453"	"10"	"155"	"3"	"20"	"7"	"1"	"4"	"2"	"3"	"4"	"13"	"13"	"12"	"17"	"3"	"5"	"1"	"0"	"2"	"11"	"0"	"0"	"2"	"5"	"3"	"4"	"6"	"871"	"0"	"21"	"892"	"0"
"103"	"89"	"506"	"67"	"3"	"7"	"1"	"3"	"1"	"0"	"1"	"1"	"2"	"0"	"4"	"1"	"4"	"16"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"628"	"0"	"2"	"630"	"0"
"104"	"90"	"35"	"318"	"6"	"6"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"390"	"0"	"3"	"393"	"0"
"105"	"91"	"274"	"233"	"8"	"86"	"7"	"19"	"2"	"1"	"1"	"2"	"0"	"1"	"4"	"0"	"0"	"5"	"18"	"6"	"6"	"5"	"2"	"6"	"2"	"3"	"5"	"0"	"0"	"4"	"4"	"704"	"0"	"8"	"712"	"0"
"106"	"92"	"188"	"446"	"5"	"37"	"0"	"6"	"2"	"1"	"0"	"2"	"2"	"2"	"7"	"2"	"15"	"10"	"4"	"12"	"1"	"2"	"1"	"13"	"3"	"1"	"6"	"2"	"1"	"5"	"11"	"787"	"0"	"18"	"805"	"0"
"107"	"93"	"158"	"343"	"7"	"35"	"4"	"13"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"0"	"5"	"0"	"6"	"3"	"3"	"0"	"3"	"7"	"1"	"2"	"0"	"2"	"1"	"0"	"2"	"600"	"0"	"5"	"605"	"0"
"108"	"93A"	"110"	"333"	"5"	"33"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"3"	"1"	"4"	"8"	"6"	"2"	"1"	"0"	"8"	"2"	"1"	"0"	"1"	"2"	"0"	"5"	"532"	"0"	"3"	"535"	"0"
"109"	"94"	"254"	"310"	"4"	"11"	"7"	"7"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"4"	"7"	"8"	"3"	"4"	"1"	"3"	"3"	"0"	"2"	"2"	"3"	"7"	"6"	"652"	"0"	"18"	"670"	"0"
"110"	"95"	"164"	"332"	"9"	"130"	"4"	"30"	"1"	"1"	"2"	"1"	"0"	"2"	"6"	"2"	"5"	"7"	"11"	"9"	"2"	"2"	"1"	"9"	"0"	"3"	"2"	"6"	"3"	"4"	"8"	"756"	"0"	"9"	"765"	"0"
"111"	"96"	"127"	"322"	"4"	"53"	"2"	"13"	"1"	"0"	"2"	"2"	"1"	"2"	"0"	"2"	"2"	"0"	"7"	"6"	"4"	"4"	"5"	"27"	"4"	"7"	"4"	"4"	"4"	"4"	"10"	"623"	"0"	"7"	"630"	"0"
"112"	"97"	"31"	"389"	"6"	"8"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"14"	"2"	"0"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"469"	"0"	"1"	"470"	"0"
"113"	"98"	"184"	"261"	"5"	"29"	"17"	"8"	"3"	"5"	"2"	"6"	"1"	"6"	"4"	"8"	"20"	"21"	"18"	"15"	"6"	"2"	"3"	"11"	"4"	"10"	"8"	"1"	"5"	"8"	"15"	"686"	"0"	"17"	"703"	"0"
"114"	"99"	"251"	"210"	"3"	"17"	"1"	"4"	"2"	"1"	"2"	"1"	"0"	"3"	"1"	"2"	"6"	"3"	"4"	"3"	"2"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"1"	"523"	"0"	"8"	"531"	"0"
"115"	"99A"	"174"	"241"	"9"	"40"	"6"	"13"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"6"	"6"	"6"	"4"	"0"	"1"	"0"	"4"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"522"	"0"	"0"	"522"	"0"
"116"	"100"	"281"	"399"	"3"	"43"	"2"	"14"	"0"	"0"	"1"	"0"	"3"	"0"	"2"	"4"	"6"	"4"	"8"	"3"	"7"	"4"	"1"	"6"	"0"	"1"	"4"	"1"	"1"	"3"	"3"	"804"	"0"	"6"	"810"	"0"
"117"	"101"	"163"	"329"	"7"	"17"	"5"	"5"	"0"	"1"	"1"	"1"	"0"	"1"	"3"	"5"	"11"	"10"	"3"	"6"	"4"	"0"	"2"	"3"	"1"	"1"	"0"	"4"	"1"	"6"	"7"	"597"	"0"	"9"	"606"	"0"
"118"	"102"	"113"	"408"	"7"	"1"	"11"	"0"	"2"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"8"	"9"	"1"	"2"	"2"	"0"	"1"	"3"	"2"	"1"	"0"	"0"	"1"	"6"	"5"	"589"	"0"	"6"	"595"	"0"
"119"	"103"	"107"	"483"	"15"	"134"	"7"	"44"	"5"	"5"	"1"	"3"	"1"	"0"	"4"	"1"	"12"	"10"	"5"	"13"	"2"	"3"	"2"	"12"	"2"	"4"	"1"	"4"	"4"	"3"	"3"	"890"	"0"	"12"	"902"	"0"
"120"	"104"	"185"	"232"	"14"	"69"	"3"	"33"	"2"	"4"	"1"	"5"	"1"	"4"	"4"	"3"	"4"	"5"	"2"	"2"	"1"	"1"	"0"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"581"	"0"	"3"	"584"	"0"
"121"	"105"	"98"	"234"	"3"	"206"	"4"	"57"	"8"	"1"	"2"	"2"	"6"	"2"	"10"	"6"	"5"	"3"	"1"	"5"	"2"	"7"	"2"	"8"	"0"	"1"	"1"	"4"	"2"	"2"	"6"	"688"	"0"	"4"	"692"	"0"
"122"	"106"	"100"	"221"	"0"	"58"	"1"	"15"	"0"	"4"	"2"	"4"	"2"	"5"	"3"	"2"	"2"	"6"	"2"	"1"	"0"	"0"	"0"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"435"	"0"	"1"	"436"	"0"
"123"	"107"	"81"	"311"	"12"	"20"	"1"	"7"	"2"	"2"	"0"	"2"	"1"	"1"	"1"	"1"	"44"	"0"	"3"	"4"	"1"	"0"	"1"	"9"	"1"	"0"	"1"	"2"	"1"	"0"	"3"	"512"	"0"	"1"	"513"	"0"
"124"	"108"	"469"	"343"	"49"	"32"	"7"	"15"	"6"	"9"	"3"	"8"	"13"	"2"	"13"	"5"	"28"	"18"	"18"	"8"	"11"	"2"	"0"	"17"	"1"	"3"	"1"	"1"	"2"	"3"	"4"	"109
1"	"0"	"16"	"110
7"	"0"
"125"	"109"	"40"	"379"	"8"	"233"	"6"	"37"	"0"	"1"	"2"	"1"	"3"	"5"	"11"	"1"	"9"	"6"	"3"	"4"	"4"	"1"	"1"	"4"	"2"	"1"	"5"	"1"	"2"	"3"	"3"	"776"	"0"	"3"	"779"	"0"
"126"	"110"	"146"	"587"	"10"	"19"	"2"	"8"	"7"	"1"	"0"	"0"	"1"	"3"	"5"	"3"	"15"	"7"	"1"	"8"	"2"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"832"	"0"	"2"	"834"	"0"
"127"	"111"	"133"	"429"	"13"	"55"	"3"	"27"	"2"	"0"	"1"	"2"	"2"	"0"	"3"	"5"	"10"	"9"	"2"	"2"	"0"	"1"	"1"	"5"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"709"	"0"	"0"	"709"	"0"
"128"	"112"	"90"	"188"	"0"	"18"	"3"	"6"	"0"	"0"	"1"	"2"	"1"	"1"	"2"	"2"	"3"	"2"	"6"	"1"	"0"	"0"	"0"	"5"	"1"	"3"	"1"	"0"	"2"	"4"	"2"	"344"	"0"	"7"	"351"	"0"
"129"	"113"	"56"	"301"	"17"	"98"	"1"	"58"	"0"	"2"	"2"	"5"	"0"	"2"	"7"	"6"	"8"	"1"	"1"	"5"	"2"	"4"	"3"	"10"	"0"	"3"	"4"	"4"	"1"	"5"	"2"	"608"	"0"	"2"	"610"	"0"
"130"	"114"	"271"	"232"	"5"	"128"	"8"	"39"	"4"	"1"	"2"	"2"	"3"	"6"	"8"	"5"	"9"	"13"	"8"	"6"	"3"	"2"	"1"	"13"	"0"	"2"	"2"	"9"	"3"	"3"	"7"	"795"	"0"	"9"	"804"	"0"
"131"	"115"	"122"	"212"	"3"	"109"	"0"	"31"	"0"	"0"	"1"	"1"	"0"	"3"	"5"	"5"	"1"	"5"	"3"	"2"	"1"	"2"	"2"	"3"	"0"	"5"	"1"	"8"	"3"	"5"	"2"	"535"	"0"	"4"	"539"	"0"
"132"	"116"	"10"	"309"	"8"	"210"	"2"	"33"	"3"	"0"	"0"	"2"	"3"	"0"	"6"	"3"	"9"	"6"	"1"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"2"	"1"	"2"	"1"	"617"	"0"	"8"	"625"	"0"
"133"	"117"	"154"	"299"	"3"	"107"	"9"	"21"	"0"	"2"	"0"	"1"	"0"	"2"	"4"	"2"	"1"	"4"	"8"	"5"	"2"	"10"	"5"	"19"	"0"	"10"	"8"	"5"	"7"	"5"	"15"	"708"	"0"	"19"	"727"	"0"
"134"	"118"	"153"	"261"	"8"	"358"	"5"	"31"	"4"	"1"	"2"	"2"	"1"	"3"	"5"	"5"	"2"	"0"	"3"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"848"	"0"	"0"	"848"	"0"
"135"	"119"	"98"	"155"	"14"	"452"	"6"	"30"	"3"	"1"	"0"	"0"	"2"	"2"	"6"	"5"	"4"	"9"	"15"	"2"	"4"	"7"	"3"	"2"	"3"	"1"	"0"	"3"	"1"	"0"	"1"	"829"	"0"	"4"	"833"	"0"
"136"	"120"	"351"	"10"	"0"	"47"	"0"	"5"	"2"	"1"	"0"	"0"	"0"	"3"	"2"	"1"	"1"	"10"	"7"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"446"	"0"	"5"	"451"	"0"
"137"	"121"	"426"	"234"	"9"	"36"	"0"	"14"	"5"	"0"	"2"	"2"	"1"	"4"	"8"	"3"	"13"	"26"	"19"	"6"	"5"	"1"	"2"	"5"	"3"	"2"	"3"	"2"	"2"	"3"	"6"	"842"	"0"	"36"	"878"	"0"
"138"	"122"	"154"	"435"	"13"	"198"	"2"	"16"	"3"	"3"	"2"	"1"	"0"	"3"	"7"	"2"	"5"	"9"	"4"	"4"	"1"	"1"	"3"	"8"	"1"	"1"	"2"	"4"	"1"	"3"	"9"	"895"	"0"	"8"	"903"	"0"
"139"	"123"	"64"	"421"	"5"	"12"	"0"	"8"	"5"	"0"	"1"	"0"	"1"	"2"	"4"	"4"	"12"	"2"	"0"	"10"	"0"	"1"	"1"	"3"	"1"	"0"	"0"	"1"	"1"	"1"	"5"	"565"	"0"	"7"	"572"	"0"
"140"	"124"	"123"	"130"	"5"	"21"	"3"	"11"	"1"	"1"	"1"	"0"	"1"	"2"	"4"	"2"	"2"	"7"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"322"	"0"	"2"	"324"	"0"
"141"	"125"	"190"	"202"	"4"	"355"	"1"	"39"	"1"	"4"	"2"	"2"	"0"	"2"	"8"	"1"	"3"	"3"	"5"	"5"	"2"	"9"	"0"	"7"	"2"	"1"	"1"	"8"	"1"	"1"	"1"	"860"	"0"	"5"	"865"	"0"
"142"	"126"	"47"	"335"	"9"	"295"	"7"	"28"	"5"	"2"	"1"	"0"	"1"	"2"	"10"	"2"	"4"	"7"	"2"	"2"	"0"	"5"	"1"	"3"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"773"	"0"	"2"	"775"	"0"
"143"	"127"	"11"	"132"	"2"	"276"	"3"	"26"	"0"	"0"	"1"	"0"	"1"	"2"	"3"	"2"	"2"	"4"	"1"	"1"	"0"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"476"	"0"	"4"	"480"	"0"
"144"	"128"	"15"	"139"	"1"	"340"	"5"	"53"	"4"	"0"	"2"	"6"	"2"	"3"	"13"	"3"	"9"	"7"	"0"	"1"	"1"	"8"	"0"	"2"	"0"	"0"	"0"	"4"	"3"	"2"	"0"	"623"	"0"	"2"	"625"	"0"
"145"	"129"	"10"	"96"	"1"	"143"	"2"	"27"	"4"	"1"	"1"	"1"	"0"	"1"	"5"	"2"	"3"	"3"	"0"	"1"	"1"	"7"	"1"	"2"	"0"	"0"	"1"	"3"	"2"	"2"	"0"	"320"	"0"	"1"	"321"	"0"
"146"	"130"	"20"	"157"	"7"	"106"	"1"	"14"	"4"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"321"	"0"	"0"	"321"	"0"
"147"	"131"	"3"	"199"	"2"	"63"	"1"	"8"	"0"	"0"	"0"	"2"	"0"	"4"	"2"	"0"	"2"	"1"	"0"	"2"	"2"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"4"	"301"	"0"	"4"	"305"	"0"
"148"	"132"	"88"	"545"	"12"	"128"	"3"	"23"	"1"	"1"	"4"	"5"	"3"	"2"	"6"	"3"	"11"	"10"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"5"	"1"	"3"	"1"	"861"	"0"	"3"	"864"	"0"
"149"	"133"	"126"	"298"	"7"	"93"	"0"	"24"	"2"	"1"	"3"	"4"	"3"	"6"	"10"	"4"	"9"	"14"	"6"	"5"	"1"	"4"	"1"	"6"	"1"	"1"	"1"	"3"	"2"	"1"	"6"	"642"	"0"	"3"	"645"	"0"
"150"	"134"	"29"	"422"	"10"	"247"	"4"	"42"	"2"	"5"	"0"	"3"	"2"	"1"	"8"	"5"	"14"	"12"	"1"	"3"	"0"	"0"	"1"	"12"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"830"	"0"	"4"	"834"	"0"
"151"	"135"	"199"	"391"	"10"	"36"	"2"	"7"	"1"	"6"	"1"	"7"	"3"	"5"	"8"	"7"	"10"	"28"	"14"	"8"	"2"	"3"	"2"	"4"	"2"	"1"	"2"	"3"	"2"	"3"	"8"	"775"	"0"	"9"	"784"	"0"
"152"	"136"	"20"	"267"	"4"	"20"	"1"	"6"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"2"	"1"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"2"	"2"	"336"	"0"	"3"	"339"	"0"
"153"	"137"	"76"	"328"	"15"	"190"	"4"	"35"	"1"	"3"	"3"	"0"	"3"	"2"	"6"	"1"	"3"	"6"	"4"	"5"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"696"	"0"	"1"	"697"	"0"
"154"	"138"	"259"	"266"	"5"	"44"	"29"	"12"	"1"	"0"	"2"	"1"	"3"	"2"	"3"	"0"	"5"	"6"	"32"	"26"	"12"	"8"	"9"	"26"	"3"	"1"	"1"	"3"	"1"	"10"	"14"	"784"	"0"	"21"	"805"	"0"
"155"	"139"	"97"	"153"	"5"	"32"	"20"	"8"	"0"	"1"	"0"	"0"	"2"	"0"	"3"	"4"	"2"	"6"	"1"	"1"	"2"	"2"	"3"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"346"	"0"	"2"	"348"	"0"
"156"	"140"	"454"	"152"	"4"	"12"	"31"	"1"	"1"	"4"	"0"	"0"	"2"	"1"	"4"	"3"	"3"	"14"	"6"	"8"	"2"	"1"	"6"	"4"	"1"	"2"	"1"	"2"	"1"	"2"	"8"	"730"	"0"	"12"	"742"	"0"
"157"	"141"	"39"	"567"	"6"	"162"	"2"	"48"	"1"	"2"	"3"	"3"	"3"	"5"	"7"	"4"	"11"	"13"	"0"	"7"	"0"	"1"	"3"	"7"	"0"	"1"	"2"	"1"	"0"	"6"	"5"	"909"	"0"	"9"	"918"	"0"
"158"	"142"	"18"	"495"	"0"	"51"	"47"	"11"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"5"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"639"	"0"	"1"	"640"	"0"
"159"	"143"	"55"	"470"	"3"	"55"	"21"	"12"	"3"	"4"	"2"	"0"	"0"	"2"	"9"	"2"	"7"	"1"	"0"	"1"	"2"	"1"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"659"	"0"	"5"	"664"	"0"
"160"	"144"	"84"	"225"	"4"	"48"	"44"	"10"	"0"	"0"	"1"	"1"	"1"	"5"	"2"	"2"	"2"	"6"	"0"	"0"	"1"	"1"	"2"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"446"	"0"	"0"	"446"	"0"
"161"	"145"	"10"	"538"	"11"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"10"	"8"	"2"	"1"	"1"	"11"	"0"	"2"	"2"	"0"	"2"	"6"	"10"	"628"	"0"	"7"	"635"	"0"
"162"	"146"	"98"	"450"	"7"	"70"	"1"	"22"	"4"	"5"	"1"	"4"	"1"	"8"	"14"	"7"	"16"	"34"	"1"	"7"	"5"	"2"	"3"	"13"	"3"	"2"	"1"	"5"	"1"	"6"	"6"	"797"	"0"	"15"	"812"	"0"
"163"	"147"	"19"	"339"	"4"	"32"	"2"	"11"	"2"	"2"	"0"	"0"	"0"	"1"	"1"	"2"	"9"	"7"	"1"	"3"	"1"	"1"	"0"	"3"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"444"	"0"	"5"	"449"	"0"
"164"	"148"	"269"	"216"	"6"	"61"	"2"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"4"	"1"	"16"	"9"	"5"	"0"	"5"	"4"	"8"	"2"	"3"	"1"	"2"	"4"	"3"	"5"	"645"	"0"	"10"	"655"	"0"
"165"	"149"	"206"	"180"	"10"	"87"	"8"	"32"	"1"	"7"	"2"	"4"	"4"	"6"	"9"	"10"	"5"	"21"	"6"	"5"	"2"	"7"	"4"	"7"	"2"	"3"	"0"	"1"	"5"	"4"	"3"	"641"	"0"	"13"	"654"	"0"
"166"	"150"	"239"	"310"	"8"	"49"	"4"	"11"	"0"	"2"	"2"	"4"	"1"	"0"	"5"	"4"	"6"	"8"	"2"	"4"	"5"	"5"	"3"	"5"	"1"	"4"	"1"	"3"	"3"	"7"	"6"	"702"	"0"	"8"	"710"	"0"
"167"	"151"	"9"	"183"	"1"	"14"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"224"	"0"	"1"	"225"	"0"
"168"	"152"	"105"	"529"	"4"	"112"	"19"	"18"	"0"	"1"	"1"	"2"	"2"	"0"	"10"	"1"	"1"	"4"	"12"	"7"	"8"	"5"	"4"	"19"	"6"	"6"	"7"	"11"	"9"	"18"	"25"	"946"	"0"	"15"	"961"	"0"
"169"	"153"	"212"	"452"	"13"	"107"	"7"	"20"	"8"	"3"	"1"	"4"	"1"	"4"	"4"	"6"	"19"	"6"	"10"	"10"	"4"	"7"	"5"	"19"	"2"	"4"	"3"	"8"	"1"	"5"	"5"	"950"	"0"	"5"	"955"	"0"
"170"	"154"	"100"	"493"	"12"	"54"	"4"	"4"	"5"	"0"	"1"	"0"	"1"	"0"	"4"	"1"	"15"	"1"	"1"	"1"	"0"	"0"	"1"	"3"	"0"	"1"	"1"	"2"	"1"	"0"	"3"	"709"	"0"	"1"	"710"	"0"
