"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 15-Muzaffarpur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  241026"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Bochaha(91)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendere d votes"
"11"	""	"Akhilesh Pd. Singh"	"Ajay Nishad"	"Rajeev Ranjan"	"Vijendra Choudh ary"	"Akshay Verma"	"Ashok Kumar Jha"	"Ashok Kumar Singh"	"Kunal Priyadar shi"	"Devendr a Rakesh"	"Naval Kishore Jha"	"Nilu Singh"	"Pankaj Kumar Srivasta va"	"Prabhat Suman"	"Madhur Sheel"	"Mahesh Rai"	"Raghve ndra Pratap Singh"	"Rajesh Kumar"	"Shatrud han Sahani"	"Ajitansh Gaur"	"Kamlesh Choudh ary"	"Deepak Kumar"	"Nagesh war Prasad Singh"	"Mahesh Paswan"	"Moham mad Anwarul Haque"	"Mohmm ad Taiyab"	"Ravi Shankar Paswan"	"Rupesh Kumar Kuar"	"Shravan Kumar Jha"	"Suresh Kumar"	""	""	""	""	""
"86"	"72"	"437"	"484"	"8"	"47"	"3"	"8"	"3"	"2"	"2"	"1"	"2"	"1"	"5"	"0"	"4"	"4"	"3"	"7"	"0"	"2"	"1"	"5"	"0"	"4"	"0"	"0"	"1"	"0"	"0"	"103
4"	"0"	"7"	"104
1"	"0"
"87"	"73"	"155"	"457"	"1"	"53"	"12"	"13"	"0"	"1"	"0"	"1"	"3"	"3"	"3"	"1"	"2"	"0"	"6"	"5"	"2"	"5"	"4"	"7"	"0"	"5"	"1"	"2"	"2"	"5"	"6"	"755"	"0"	"5"	"760"	"0"
"88"	"74"	"53"	"481"	"7"	"57"	"1"	"18"	"2"	"0"	"1"	"1"	"1"	"2"	"10"	"4"	"10"	"14"	"3"	"11"	"0"	"4"	"2"	"10"	"2"	"2"	"1"	"5"	"5"	"5"	"16"	"728"	"0"	"13"	"741"	"0"
"89"	"75"	"71"	"169"	"2"	"9"	"0"	"7"	"3"	"6"	"1"	"3"	"0"	"1"	"3"	"4"	"8"	"9"	"0"	"11"	"2"	"0"	"0"	"0"	"1"	"3"	"1"	"3"	"3"	"2"	"2"	"324"	"0"	"5"	"329"	"0"
"90"	"76"	"402"	"448"	"5"	"24"	"2"	"6"	"1"	"0"	"3"	"2"	"2"	"5"	"1"	"6"	"8"	"15"	"11"	"13"	"4"	"3"	"2"	"16"	"5"	"2"	"5"	"7"	"1"	"6"	"13"	"101
8"	"0"	"10"	"102
8"	"0"
"91"	"77"	"23"	"381"	"8"	"64"	"4"	"27"	"4"	"8"	"1"	"3"	"5"	"4"	"5"	"9"	"3"	"15"	"2"	"67"	"4"	"4"	"3"	"12"	"1"	"1"	"2"	"16"	"2"	"8"	"8"	"694"	"0"	"13"	"707"	"0"
"92"	"78"	"46"	"584"	"16"	"74"	"3"	"22"	"0"	"1"	"3"	"3"	"0"	"3"	"7"	"3"	"9"	"4"	"2"	"11"	"0"	"1"	"1"	"12"	"2"	"2"	"2"	"1"	"0"	"3"	"4"	"819"	"0"	"7"	"826"	"0"
"93"	"79"	"109"	"765"	"7"	"78"	"6"	"26"	"2"	"0"	"0"	"3"	"2"	"6"	"8"	"5"	"2"	"10"	"3"	"7"	"2"	"0"	"5"	"8"	"3"	"2"	"3"	"0"	"3"	"8"	"7"	"108
0"	"0"	"15"	"109
5"	"0"
"94"	"80"	"430"	"116"	"0"	"24"	"4"	"4"	"1"	"3"	"0"	"3"	"3"	"1"	"5"	"5"	"3"	"18"	"6"	"59"	"0"	"1"	"2"	"4"	"0"	"1"	"1"	"5"	"2"	"3"	"10"	"714"	"0"	"7"	"721"	"0"
"95"	"81"	"87"	"280"	"7"	"13"	"5"	"3"	"3"	"3"	"0"	"1"	"1"	"2"	"3"	"1"	"5"	"3"	"1"	"2"	"1"	"2"	"3"	"2"	"0"	"2"	"3"	"3"	"1"	"1"	"0"	"438"	"0"	"6"	"444"	"0"
"96"	"82"	"76"	"315"	"1"	"18"	"0"	"3"	"1"	"2"	"1"	"0"	"0"	"1"	"3"	"2"	"3"	"4"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"436"	"0"	"2"	"438"	"0"
"97"	"83"	"109"	"348"	"4"	"33"	"1"	"8"	"3"	"3"	"1"	"1"	"2"	"5"	"3"	"3"	"2"	"7"	"2"	"2"	"0"	"1"	"0"	"3"	"0"	"1"	"1"	"0"	"1"	"2"	"2"	"548"	"0"	"7"	"555"	"0"
"98"	"84"	"226"	"601"	"4"	"42"	"2"	"4"	"0"	"3"	"2"	"0"	"2"	"0"	"4"	"0"	"3"	"3"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"903"	"0"	"2"	"905"	"0"
"99"	"85"	"86"	"489"	"2"	"18"	"3"	"2"	"0"	"0"	"3"	"0"	"1"	"1"	"3"	"4"	"6"	"8"	"0"	"3"	"0"	"1"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"2"	"2"	"639"	"0"	"4"	"643"	"0"
"100"	"86"	"275"	"383"	"3"	"31"	"2"	"9"	"4"	"0"	"3"	"1"	"4"	"2"	"3"	"3"	"5"	"14"	"9"	"5"	"5"	"2"	"2"	"8"	"1"	"1"	"3"	"4"	"1"	"3"	"10"	"796"	"0"	"10"	"806"	"0"
"101"	"87"	"281"	"51"	"2"	"18"	"11"	"1"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"6"	"16"	"5"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"408"	"0"	"2"	"410"	"0"
"102"	"88"	"46"	"699"	"6"	"42"	"4"	"13"	"0"	"1"	"0"	"1"	"0"	"3"	"10"	"1"	"1"	"7"	"1"	"1"	"1"	"0"	"0"	"4"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"846"	"0"	"7"	"853"	"0"
"103"	"89"	"47"	"538"	"3"	"65"	"2"	"23"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"2"	"8"	"8"	"0"	"1"	"0"	"1"	"1"	"6"	"1"	"1"	"3"	"1"	"0"	"4"	"0"	"722"	"0"	"5"	"727"	"0"
"104"	"90"	"53"	"560"	"6"	"96"	"7"	"15"	"2"	"3"	"0"	"1"	"0"	"1"	"6"	"2"	"4"	"1"	"9"	"8"	"1"	"2"	"0"	"7"	"0"	"2"	"1"	"2"	"0"	"2"	"5"	"796"	"0"	"3"	"799"	"0"
"105"	"91"	"67"	"537"	"11"	"198"	"8"	"25"	"3"	"1"	"2"	"1"	"1"	"1"	"2"	"3"	"3"	"1"	"6"	"2"	"0"	"5"	"1"	"3"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"886"	"0"	"3"	"889"	"0"
"106"	"92"	"224"	"275"	"3"	"26"	"2"	"6"	"1"	"0"	"0"	"1"	"0"	"3"	"2"	"1"	"2"	"7"	"8"	"0"	"2"	"2"	"2"	"2"	"0"	"0"	"0"	"1"	"2"	"3"	"4"	"579"	"0"	"7"	"586"	"0"
"107"	"92A"	"172"	"262"	"4"	"22"	"1"	"3"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"1"	"2"	"7"	"4"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"490"	"0"	"6"	"496"	"0"
"108"	"93"	"130"	"490"	"2"	"55"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"2"	"5"	"2"	"15"	"2"	"6"	"2"	"0"	"1"	"1"	"2"	"0"	"2"	"3"	"0"	"3"	"2"	"4"	"739"	"0"	"14"	"753"	"0"
"109"	"94"	"22"	"584"	"6"	"113"	"6"	"47"	"3"	"3"	"1"	"4"	"0"	"1"	"4"	"2"	"2"	"2"	"3"	"5"	"0"	"8"	"1"	"11"	"1"	"0"	"1"	"4"	"1"	"1"	"4"	"840"	"0"	"7"	"847"	"0"
"110"	"95"	"20"	"335"	"1"	"19"	"15"	"4"	"0"	"0"	"0"	"0"	"1"	"2"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"404"	"0"	"1"	"405"	"0"
"111"	"96"	"239"	"623"	"6"	"113"	"5"	"26"	"1"	"0"	"8"	"5"	"2"	"0"	"13"	"5"	"11"	"15"	"3"	"5"	"2"	"0"	"2"	"4"	"0"	"1"	"0"	"2"	"3"	"0"	"2"	"109
6"	"0"	"2"	"109
8"	"0"
"112"	"97"	"26"	"194"	"1"	"15"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"253"	"0"	"1"	"254"	"0"
"113"	"98"	"357"	"188"	"2"	"43"	"3"	"8"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"3"	"11"	"16"	"3"	"2"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"651"	"0"	"6"	"657"	"0"
"114"	"99"	"173"	"465"	"2"	"15"	"3"	"5"	"0"	"3"	"1"	"0"	"0"	"2"	"0"	"1"	"11"	"16"	"2"	"2"	"3"	"0"	"1"	"5"	"0"	"0"	"1"	"2"	"0"	"4"	"3"	"720"	"0"	"15"	"735"	"0"
"115"	"100"	"65"	"575"	"6"	"141"	"0"	"35"	"15"	"5"	"7"	"5"	"6"	"7"	"6"	"4"	"3"	"5"	"6"	"22"	"11"	"7"	"3"	"28"	"9"	"6"	"8"	"3"	"5"	"6"	"13"	"101
2"	"0"	"11"	"102
3"	"0"
"116"	"101"	"94"	"416"	"10"	"114"	"4"	"21"	"7"	"2"	"0"	"2"	"0"	"1"	"1"	"4"	"2"	"3"	"3"	"6"	"7"	"10"	"2"	"16"	"3"	"2"	"2"	"6"	"2"	"2"	"4"	"746"	"0"	"4"	"750"	"0"
"117"	"102"	"67"	"574"	"9"	"174"	"3"	"14"	"2"	"1"	"0"	"0"	"1"	"2"	"2"	"1"	"0"	"1"	"1"	"3"	"0"	"6"	"2"	"8"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"876"	"0"	"6"	"882"	"0"
"118"	"103"	"289"	"254"	"2"	"114"	"4"	"30"	"2"	"6"	"3"	"4"	"1"	"5"	"12"	"6"	"10"	"15"	"6"	"11"	"3"	"3"	"6"	"9"	"3"	"4"	"4"	"4"	"6"	"7"	"10"	"833"	"0"	"18"	"851"	"0"
"119"	"104"	"75"	"391"	"7"	"82"	"7"	"13"	"4"	"1"	"1"	"2"	"4"	"2"	"8"	"8"	"6"	"15"	"2"	"2"	"2"	"1"	"0"	"7"	"1"	"1"	"1"	"1"	"2"	"5"	"3"	"654"	"0"	"4"	"658"	"0"
"120"	"105"	"215"	"361"	"15"	"27"	"5"	"9"	"8"	"0"	"3"	"1"	"3"	"6"	"10"	"6"	"10"	"15"	"7"	"0"	"1"	"1"	"1"	"11"	"1"	"0"	"0"	"0"	"0"	"4"	"2"	"722"	"0"	"13"	"735"	"0"
"121"	"106"	"204"	"270"	"2"	"79"	"4"	"23"	"2"	"0"	"1"	"2"	"1"	"2"	"9"	"3"	"8"	"7"	"2"	"2"	"1"	"1"	"0"	"15"	"0"	"0"	"0"	"3"	"0"	"2"	"4"	"647"	"0"	"4"	"651"	"0"
"122"	"107"	"215"	"194"	"6"	"102"	"4"	"15"	"4"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"4"	"9"	"3"	"8"	"1"	"13"	"0"	"0"	"3"	"5"	"3"	"2"	"4"	"601"	"0"	"10"	"611"	"0"
"123"	"108"	"64"	"338"	"10"	"64"	"4"	"18"	"3"	"5"	"3"	"4"	"4"	"6"	"6"	"6"	"9"	"12"	"0"	"7"	"1"	"0"	"2"	"14"	"2"	"2"	"1"	"1"	"4"	"2"	"3"	"595"	"0"	"7"	"602"	"0"
"124"	"109"	"487"	"223"	"4"	"85"	"3"	"14"	"4"	"1"	"0"	"0"	"0"	"2"	"5"	"1"	"0"	"9"	"2"	"0"	"2"	"3"	"0"	"0"	"0"	"1"	"1"	"3"	"1"	"0"	"1"	"852"	"0"	"1"	"853"	"0"
"125"	"110"	"112"	"581"	"4"	"36"	"4"	"14"	"1"	"2"	"5"	"0"	"2"	"6"	"6"	"11"	"10"	"12"	"2"	"8"	"3"	"1"	"2"	"20"	"1"	"2"	"6"	"9"	"3"	"8"	"13"	"884"	"0"	"19"	"903"	"0"
"126"	"111"	"81"	"390"	"10"	"9"	"0"	"4"	"1"	"2"	"0"	"1"	"1"	"1"	"2"	"2"	"7"	"7"	"5"	"6"	"2"	"2"	"0"	"14"	"2"	"3"	"0"	"0"	"0"	"8"	"7"	"567"	"0"	"10"	"577"	"0"
"127"	"112"	"24"	"619"	"13"	"38"	"5"	"9"	"0"	"1"	"0"	"3"	"3"	"2"	"7"	"1"	"9"	"14"	"4"	"7"	"1"	"2"	"3"	"9"	"0"	"3"	"0"	"1"	"2"	"6"	"5"	"791"	"0"	"8"	"799"	"0"
"128"	"113"	"170"	"815"	"17"	"42"	"6"	"11"	"7"	"1"	"4"	"3"	"1"	"2"	"6"	"2"	"3"	"5"	"3"	"8"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"2"	"111
5"	"0"	"5"	"112
0"	"0"
"129"	"114"	"27"	"599"	"11"	"87"	"3"	"11"	"5"	"2"	"2"	"2"	"0"	"1"	"2"	"3"	"10"	"4"	"0"	"2"	"0"	"3"	"1"	"8"	"1"	"4"	"1"	"1"	"3"	"8"	"2"	"803"	"0"	"11"	"814"	"0"
"130"	"115"	"91"	"405"	"9"	"29"	"17"	"6"	"0"	"0"	"4"	"1"	"2"	"4"	"5"	"1"	"9"	"9"	"3"	"11"	"3"	"1"	"6"	"28"	"0"	"3"	"3"	"0"	"3"	"2"	"8"	"663"	"0"	"16"	"679"	"0"
"131"	"116"	"40"	"330"	"6"	"50"	"8"	"9"	"3"	"1"	"1"	"1"	"2"	"2"	"0"	"0"	"4"	"3"	"9"	"9"	"3"	"5"	"0"	"11"	"2"	"1"	"1"	"1"	"0"	"0"	"3"	"505"	"0"	"4"	"509"	"0"
"132"	"117"	"161"	"588"	"16"	"30"	"32"	"15"	"6"	"3"	"3"	"2"	"8"	"6"	"13"	"8"	"20"	"16"	"3"	"14"	"2"	"1"	"2"	"15"	"3"	"2"	"4"	"3"	"1"	"5"	"6"	"988"	"0"	"8"	"996"	"0"
"133"	"118"	"98"	"654"	"11"	"25"	"13"	"12"	"0"	"3"	"1"	"2"	"2"	"10"	"3"	"4"	"9"	"4"	"6"	"58"	"7"	"2"	"0"	"24"	"0"	"3"	"5"	"13"	"3"	"8"	"12"	"992"	"0"	"22"	"101
4"	"0"
"134"	"119"	"154"	"359"	"6"	"46"	"13"	"19"	"3"	"2"	"3"	"3"	"4"	"6"	"3"	"5"	"6"	"14"	"7"	"39"	"5"	"4"	"3"	"22"	"2"	"1"	"8"	"13"	"3"	"10"	"6"	"769"	"0"	"14"	"783"	"0"
"135"	"120"	"386"	"174"	"5"	"26"	"3"	"9"	"3"	"1"	"1"	"1"	"0"	"1"	"8"	"3"	"3"	"17"	"2"	"18"	"1"	"0"	"0"	"3"	"1"	"2"	"1"	"1"	"0"	"2"	"3"	"675"	"0"	"11"	"686"	"0"
"136"	"121"	"44"	"327"	"6"	"85"	"2"	"28"	"2"	"1"	"3"	"1"	"0"	"1"	"5"	"2"	"3"	"9"	"2"	"5"	"2"	"7"	"1"	"23"	"1"	"11"	"6"	"3"	"3"	"5"	"4"	"592"	"0"	"7"	"599"	"0"
"137"	"122"	"65"	"620"	"13"	"63"	"6"	"12"	"4"	"4"	"3"	"3"	"5"	"9"	"14"	"12"	"7"	"13"	"4"	"13"	"0"	"2"	"2"	"32"	"4"	"10"	"5"	"6"	"6"	"11"	"8"	"956"	"0"	"16"	"972"	"0"
"138"	"123"	"50"	"340"	"13"	"131"	"2"	"31"	"0"	"2"	"2"	"1"	"3"	"2"	"5"	"4"	"3"	"6"	"16"	"9"	"1"	"17"	"7"	"23"	"8"	"2"	"7"	"15"	"10"	"9"	"14"	"733"	"0"	"12"	"745"	"0"
"139"	"124"	"31"	"363"	"3"	"29"	"0"	"6"	"3"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"7"	"1"	"4"	"2"	"2"	"1"	"5"	"2"	"2"	"0"	"1"	"0"	"1"	"5"	"472"	"0"	"5"	"477"	"0"
"140"	"125"	"289"	"431"	"10"	"59"	"18"	"22"	"10"	"6"	"4"	"7"	"7"	"6"	"7"	"7"	"10"	"37"	"6"	"13"	"5"	"3"	"1"	"12"	"1"	"8"	"9"	"6"	"4"	"2"	"8"	"100
8"	"0"	"7"	"101
5"	"0"
"141"	"126"	"137"	"589"	"10"	"45"	"21"	"18"	"4"	"4"	"9"	"2"	"5"	"4"	"15"	"12"	"15"	"28"	"1"	"3"	"2"	"1"	"2"	"15"	"2"	"1"	"0"	"4"	"1"	"4"	"8"	"962"	"0"	"1"	"963"	"0"
"142"	"127"	"294"	"389"	"9"	"142"	"4"	"30"	"3"	"4"	"0"	"1"	"4"	"2"	"6"	"2"	"3"	"10"	"3"	"1"	"3"	"0"	"0"	"6"	"1"	"3"	"38"	"2"	"1"	"3"	"3"	"967"	"0"	"6"	"973"	"0"
"143"	"128"	"76"	"555"	"7"	"55"	"4"	"16"	"2"	"4"	"1"	"2"	"3"	"2"	"6"	"1"	"5"	"9"	"0"	"2"	"3"	"2"	"0"	"8"	"6"	"4"	"3"	"4"	"0"	"2"	"5"	"787"	"0"	"15"	"802"	"0"
"144"	"129"	"132"	"287"	"10"	"18"	"4"	"4"	"3"	"0"	"3"	"3"	"5"	"6"	"2"	"8"	"9"	"16"	"4"	"9"	"2"	"1"	"1"	"13"	"5"	"2"	"6"	"0"	"3"	"2"	"6"	"564"	"0"	"5"	"569"	"0"
"145"	"129
A"	"112"	"341"	"7"	"32"	"12"	"10"	"4"	"2"	"1"	"0"	"2"	"3"	"3"	"2"	"3"	"7"	"2"	"4"	"1"	"2"	"0"	"6"	"1"	"2"	"4"	"4"	"2"	"1"	"4"	"574"	"0"	"6"	"580"	"0"
"146"	"130"	"301"	"318"	"4"	"43"	"1"	"11"	"4"	"3"	"4"	"0"	"2"	"6"	"6"	"10"	"11"	"26"	"4"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"8"	"0"	"4"	"1"	"1"	"771"	"0"	"11"	"782"	"0"
"147"	"131"	"279"	"197"	"9"	"81"	"2"	"21"	"4"	"2"	"2"	"3"	"1"	"0"	"1"	"0"	"1"	"2"	"6"	"4"	"2"	"7"	"2"	"10"	"1"	"1"	"0"	"3"	"1"	"2"	"0"	"644"	"0"	"14"	"658"	"0"
"148"	"132"	"141"	"237"	"4"	"37"	"3"	"16"	"3"	"2"	"2"	"2"	"1"	"3"	"3"	"5"	"7"	"10"	"0"	"3"	"1"	"1"	"2"	"7"	"2"	"1"	"4"	"2"	"1"	"4"	"3"	"507"	"0"	"2"	"509"	"0"
"149"	"133"	"68"	"354"	"8"	"53"	"5"	"13"	"1"	"2"	"1"	"1"	"1"	"4"	"3"	"3"	"6"	"11"	"5"	"9"	"1"	"6"	"0"	"7"	"1"	"0"	"0"	"5"	"0"	"2"	"4"	"574"	"0"	"9"	"583"	"0"
"150"	"134"	"88"	"238"	"5"	"76"	"5"	"26"	"4"	"2"	"1"	"6"	"0"	"4"	"4"	"7"	"7"	"8"	"1"	"62"	"2"	"0"	"2"	"8"	"1"	"1"	"6"	"12"	"3"	"5"	"10"	"594"	"0"	"10"	"604"	"0"
"151"	"135"	"82"	"238"	"7"	"160"	"6"	"22"	"3"	"2"	"2"	"1"	"0"	"2"	"1"	"1"	"0"	"4"	"2"	"0"	"0"	"0"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"544"	"0"	"6"	"550"	"0"
"152"	"136"	"143"	"460"	"15"	"103"	"15"	"29"	"5"	"5"	"2"	"2"	"1"	"4"	"5"	"5"	"13"	"14"	"1"	"0"	"0"	"4"	"0"	"2"	"0"	"0"	"2"	"2"	"1"	"1"	"3"	"837"	"0"	"5"	"842"	"0"
"153"	"137"	"279"	"457"	"19"	"27"	"5"	"12"	"5"	"0"	"4"	"2"	"4"	"6"	"7"	"0"	"12"	"18"	"9"	"8"	"5"	"1"	"5"	"17"	"1"	"1"	"9"	"2"	"2"	"6"	"5"	"928"	"0"	"12"	"940"	"0"
"154"	"138"	"41"	"415"	"9"	"60"	"2"	"14"	"2"	"2"	"1"	"3"	"4"	"2"	"4"	"0"	"2"	"5"	"1"	"9"	"1"	"7"	"1"	"6"	"2"	"2"	"1"	"3"	"7"	"1"	"2"	"609"	"0"	"11"	"620"	"0"
"155"	"138
A"	"10"	"574"	"8"	"16"	"5"	"8"	"0"	"0"	"2"	"0"	"2"	"1"	"3"	"2"	"4"	"2"	"1"	"3"	"0"	"0"	"1"	"5"	"1"	"0"	"3"	"1"	"0"	"2"	"2"	"656"	"0"	"3"	"659"	"0"
"156"	"139"	"65"	"233"	"7"	"42"	"4"	"22"	"2"	"0"	"3"	"3"	"4"	"3"	"6"	"5"	"12"	"10"	"7"	"20"	"7"	"3"	"3"	"17"	"4"	"2"	"1"	"9"	"1"	"8"	"11"	"514"	"0"	"14"	"528"	"0"
"157"	"140"	"144"	"332"	"6"	"62"	"10"	"21"	"2"	"4"	"0"	"0"	"1"	"5"	"4"	"1"	"7"	"6"	"4"	"12"	"2"	"2"	"5"	"12"	"1"	"4"	"1"	"5"	"0"	"0"	"6"	"659"	"0"	"5"	"664"	"0"
"158"	"141"	"243"	"328"	"11"	"62"	"6"	"14"	"3"	"2"	"3"	"1"	"3"	"2"	"2"	"4"	"3"	"11"	"4"	"2"	"4"	"1"	"1"	"11"	"2"	"3"	"1"	"4"	"0"	"2"	"1"	"734"	"0"	"8"	"742"	"0"
"159"	"142"	"224"	"346"	"9"	"49"	"2"	"23"	"2"	"2"	"2"	"5"	"2"	"1"	"1"	"0"	"7"	"7"	"6"	"5"	"0"	"0"	"0"	"6"	"0"	"2"	"1"	"6"	"3"	"4"	"1"	"716"	"0"	"3"	"719"	"0"
"160"	"143"	"22"	"228"	"1"	"48"	"5"	"6"	"1"	"1"	"3"	"1"	"1"	"1"	"4"	"2"	"6"	"9"	"0"	"6"	"1"	"0"	"0"	"2"	"2"	"0"	"1"	"0"	"2"	"0"	"3"	"356"	"0"	"2"	"358"	"0"
"161"	"144"	"219"	"175"	"1"	"27"	"3"	"15"	"0"	"3"	"3"	"3"	"2"	"3"	"5"	"3"	"12"	"14"	"5"	"3"	"0"	"1"	"0"	"3"	"1"	"1"	"1"	"3"	"2"	"4"	"7"	"519"	"0"	"10"	"529"	"0"
"162"	"145"	"296"	"75"	"4"	"19"	"1"	"1"	"0"	"3"	"1"	"1"	"0"	"3"	"1"	"0"	"5"	"8"	"0"	"25"	"2"	"1"	"0"	"1"	"0"	"0"	"3"	"2"	"0"	"2"	"2"	"456"	"0"	"5"	"461"	"0"
"163"	"146"	"378"	"60"	"6"	"25"	"5"	"7"	"0"	"1"	"3"	"2"	"1"	"0"	"1"	"0"	"2"	"5"	"5"	"24"	"1"	"1"	"0"	"6"	"1"	"4"	"2"	"3"	"0"	"1"	"1"	"545"	"0"	"7"	"552"	"0"
"164"	"147"	"45"	"333"	"8"	"55"	"9"	"26"	"10"	"5"	"6"	"6"	"5"	"10"	"5"	"9"	"19"	"18"	"4"	"23"	"4"	"2"	"1"	"9"	"1"	"1"	"2"	"7"	"1"	"3"	"3"	"630"	"0"	"3"	"633"	"0"
"165"	"148"	"54"	"178"	"8"	"129"	"1"	"39"	"3"	"3"	"3"	"2"	"3"	"2"	"6"	"5"	"4"	"13"	"2"	"43"	"3"	"7"	"0"	"17"	"6"	"2"	"9"	"21"	"5"	"6"	"12"	"586"	"0"	"20"	"606"	"0"
"166"	"149"	"154"	"328"	"8"	"46"	"1"	"16"	"3"	"0"	"1"	"2"	"2"	"3"	"4"	"2"	"12"	"11"	"4"	"15"	"7"	"2"	"2"	"7"	"2"	"4"	"3"	"2"	"1"	"7"	"2"	"651"	"0"	"10"	"661"	"0"
"167"	"150"	"138"	"168"	"7"	"93"	"8"	"22"	"3"	"2"	"1"	"0"	"4"	"5"	"9"	"3"	"6"	"11"	"2"	"58"	"1"	"5"	"0"	"1"	"0"	"4"	"0"	"7"	"3"	"4"	"7"	"572"	"0"	"7"	"579"	"0"
"168"	"151"	"124"	"219"	"6"	"82"	"6"	"22"	"9"	"4"	"4"	"2"	"6"	"10"	"14"	"15"	"23"	"29"	"3"	"59"	"2"	"4"	"2"	"6"	"2"	"3"	"3"	"11"	"4"	"3"	"7"	"684"	"0"	"13"	"697"	"0"
"169"	"152"	"131"	"142"	"3"	"86"	"2"	"17"	"4"	"3"	"3"	"4"	"1"	"4"	"2"	"3"	"4"	"14"	"2"	"10"	"4"	"6"	"3"	"0"	"1"	"1"	"4"	"2"	"3"	"9"	"0"	"468"	"0"	"1"	"469"	"0"
"170"	"153"	"36"	"310"	"10"	"80"	"5"	"17"	"1"	"6"	"1"	"0"	"0"	"0"	"2"	"2"	"2"	"1"	"2"	"23"	"0"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"505"	"0"	"1"	"506"	"0"
