"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"123"	"110"	"140"	"323"	"19"	"1"	"0"	"2"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"491"	"0"	"1"	"492"	"0"
"124"	"111"	"101"	"412"	"49"	"0"	"1"	"1"	"1"	"5"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"580"	"0"	"2"	"582"	"0"
"125"	"112"	"228"	"425"	"35"	"0"	"0"	"0"	"0"	"3"	"5"	"0"	"1"	"0"	"0"	"1"	"0"	"4"	"2"	"2"	"0"	"0"	"1"	"707"	"0"	"1"	"708"	"0"
"126"	"113"	"566"	"187"	"21"	"1"	"0"	"0"	"0"	"3"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"8"	"4"	"3"	"0"	"0"	"800"	"0"	"5"	"805"	"0"
"127"	"114"	"226"	"523"	"33"	"5"	"0"	"1"	"2"	"6"	"12"	"0"	"2"	"0"	"0"	"1"	"2"	"2"	"2"	"3"	"2"	"1"	"0"	"823"	"0"	"2"	"825"	"0"
"128"	"115"	"579"	"164"	"11"	"0"	"0"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"12"	"9"	"1"	"2"	"0"	"0"	"785"	"0"	"4"	"789"	"0"
"129"	"116"	"47"	"241"	"22"	"0"	"1"	"0"	"0"	"7"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"2"	"0"	"0"	"1"	"329"	"0"	"0"	"329"	"0"
"130"	"117"	"83"	"574"	"60"	"0"	"0"	"0"	"3"	"9"	"7"	"2"	"1"	"1"	"1"	"1"	"5"	"4"	"1"	"1"	"0"	"0"	"0"	"753"	"0"	"5"	"758"	"0"
"131"	"118"	"55"	"390"	"100"	"0"	"3"	"1"	"1"	"37"	"2"	"2"	"4"	"0"	"1"	"3"	"9"	"7"	"1"	"2"	"2"	"0"	"0"	"620"	"0"	"2"	"622"	"0"
"132"	"118A"	"54"	"163"	"100"	"4"	"1"	"2"	"0"	"26"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"3"	"3"	"2"	"3"	"0"	"2"	"368"	"0"	"0"	"368"	"0"
"133"	"119"	"654"	"269"	"34"	"3"	"1"	"0"	"1"	"10"	"5"	"2"	"1"	"0"	"1"	"2"	"3"	"6"	"8"	"1"	"4"	"1"	"1"	"1007"	"0"	"0"	"1007"	"0"
"134"	"120"	"241"	"318"	"68"	"0"	"0"	"1"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"10"	"6"	"3"	"0"	"1"	"659"	"0"	"6"	"665"	"0"
"135"	"121"	"79"	"608"	"105"	"2"	"1"	"1"	"2"	"19"	"9"	"3"	"4"	"2"	"3"	"5"	"3"	"4"	"4"	"7"	"4"	"0"	"0"	"865"	"0"	"3"	"868"	"0"
"136"	"122"	"47"	"162"	"21"	"1"	"2"	"0"	"0"	"8"	"0"	"1"	"0"	"0"	"0"	"3"	"4"	"0"	"2"	"1"	"4"	"0"	"1"	"257"	"0"	"1"	"258"	"0"
"137"	"123"	"31"	"517"	"84"	"0"	"2"	"0"	"0"	"10"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"653"	"0"	"0"	"653"	"0"
"138"	"124"	"89"	"482"	"26"	"1"	"1"	"1"	"0"	"10"	"5"	"0"	"4"	"1"	"1"	"3"	"1"	"3"	"7"	"3"	"5"	"2"	"3"	"648"	"0"	"1"	"649"	"0"
"139"	"125"	"29"	"399"	"41"	"0"	"1"	"0"	"0"	"3"	"25"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"5"	"1"	"1"	"0"	"510"	"0"	"3"	"513"	"0"
"140"	"126"	"30"	"250"	"40"	"0"	"0"	"1"	"1"	"11"	"8"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"347"	"0"	"2"	"349"	"0"
"141"	"127"	"54"	"619"	"47"	"3"	"0"	"1"	"4"	"10"	"29"	"1"	"0"	"1"	"2"	"4"	"3"	"1"	"2"	"2"	"2"	"0"	"0"	"785"	"0"	"3"	"788"	"0"
"142"	"128"	"29"	"422"	"23"	"0"	"1"	"1"	"2"	"9"	"9"	"0"	"1"	"2"	"0"	"1"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"505"	"0"	"0"	"505"	"0"
"143"	"129"	"38"	"376"	"25"	"1"	"0"	"0"	"1"	"4"	"10"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"2"	"0"	"1"	"464"	"0"	"0"	"464"	"0"
"144"	"130"	"416"	"102"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"6"	"0"	"5"	"0"	"0"	"543"	"0"	"1"	"544"	"0"
"145"	"131"	"520"	"41"	"6"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"573"	"0"	"1"	"574"	"0"
"146"	"132"	"588"	"3"	"11"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"4"	"0"	"0"	"0"	"0"	"610"	"0"	"0"	"610"	"0"
"147"	"133"	"187"	"422"	"48"	"0"	"1"	"0"	"1"	"26"	"3"	"4"	"3"	"3"	"2"	"1"	"6"	"9"	"2"	"0"	"1"	"0"	"1"	"720"	"0"	"1"	"721"	"0"
"148"	"133A"	"239"	"291"	"31"	"2"	"0"	"0"	"1"	"17"	"6"	"2"	"1"	"1"	"0"	"1"	"7"	"12"	"0"	"2"	"0"	"0"	"0"	"613"	"0"	"2"	"615"	"0"
"149"	"134"	"653"	"215"	"30"	"1"	"1"	"0"	"1"	"5"	"12"	"2"	"1"	"0"	"1"	"1"	"6"	"16"	"5"	"2"	"2"	"0"	"2"	"956"	"0"	"0"	"956"	"0"
"150"	"135"	"53"	"316"	"44"	"0"	"1"	"0"	"0"	"7"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"428"	"0"	"0"	"428"	"0"
"151"	"136"	"45"	"311"	"37"	"1"	"0"	"0"	"0"	"4"	"1"	"1"	"1"	"0"	"1"	"0"	"2"	"1"	"0"	"1"	"5"	"0"	"0"	"411"	"0"	"1"	"412"	"0"
"152"	"137"	"364"	"514"	"68"	"2"	"0"	"0"	"1"	"7"	"2"	"1"	"2"	"1"	"1"	"1"	"6"	"1"	"10"	"10"	"11"	"2"	"3"	"1007"	"0"	"2"	"1009"	"0"
"153"	"138"	"188"	"402"	"31"	"0"	"0"	"0"	"1"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"8"	"7"	"12"	"4"	"2"	"661"	"0"	"1"	"662"	"0"
"154"	"139"	"23"	"272"	"52"	"1"	"1"	"0"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"360"	"0"	"1"	"361"	"0"
"155"	"140"	"53"	"516"	"22"	"2"	"0"	"0"	"0"	"3"	"1"	"0"	"3"	"0"	"0"	"0"	"3"	"0"	"4"	"1"	"3"	"0"	"0"	"611"	"0"	"2"	"613"	"0"
"156"	"141"	"152"	"531"	"54"	"1"	"1"	"1"	"2"	"9"	"8"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"765"	"0"	"0"	"765"	"0"
"157"	"142"	"216"	"315"	"68"	"3"	"0"	"0"	"0"	"14"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"3"	"2"	"1"	"0"	"1"	"630"	"0"	"1"	"631"	"0"
"158"	"143"	"196"	"50"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"0"	"3"	"0"	"0"	"270"	"0"	"1"	"271"	"0"
"159"	"144"	"126"	"533"	"94"	"0"	"0"	"0"	"1"	"10"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"1"	"1"	"779"	"0"	"6"	"785"	"0"
"160"	"145"	"60"	"337"	"69"	"0"	"0"	"0"	"0"	"3"	"4"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"4"	"0"	"0"	"482"	"0"	"1"	"483"	"0"
"161"	"146"	"15"	"320"	"19"	"0"	"0"	"0"	"0"	"11"	"5"	"0"	"3"	"0"	"0"	"1"	"2"	"1"	"0"	"5"	"2"	"0"	"0"	"384"	"0"	"1"	"385"	"0"
"162"	"147"	"51"	"424"	"106"	"3"	"1"	"0"	"0"	"22"	"12"	"2"	"3"	"0"	"1"	"0"	"3"	"0"	"1"	"6"	"3"	"0"	"3"	"641"	"0"	"3"	"644"	"0"
"163"	"148"	"293"	"258"	"33"	"1"	"0"	"0"	"0"	"9"	"2"	"1"	"1"	"0"	"0"	"1"	"4"	"2"	"6"	"6"	"3"	"0"	"1"	"621"	"0"	"1"	"622"	"0"
"164"	"149"	"101"	"444"	"63"	"1"	"0"	"0"	"1"	"18"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"7"	"2"	"0"	"1"	"0"	"0"	"644"	"0"	"5"	"649"	"0"
"165"	"150"	"83"	"526"	"78"	"2"	"1"	"0"	"1"	"14"	"9"	"0"	"1"	"0"	"2"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"725"	"0"	"5"	"730"	"0"
"166"	"151"	"44"	"455"	"44"	"0"	"1"	"0"	"0"	"10"	"8"	"0"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"567"	"0"	"3"	"570"	"0"
"167"	"152"	"209"	"379"	"122"	"3"	"3"	"0"	"4"	"40"	"8"	"1"	"4"	"1"	"3"	"4"	"4"	"12"	"4"	"1"	"3"	"0"	"1"	"806"	"0"	"2"	"808"	"0"
"168"	"153"	"56"	"228"	"46"	"1"	"0"	"0"	"0"	"13"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"1"	"3"	"0"	"0"	"354"	"0"	"1"	"355"	"0"
"169"	"154"	"121"	"221"	"50"	"1"	"0"	"0"	"0"	"10"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"7"	"2"	"3"	"0"	"0"	"0"	"421"	"0"	"0"	"421"	"0"
"170"	"155"	"140"	"406"	"156"	"2"	"3"	"2"	"1"	"26"	"3"	"0"	"2"	"0"	"2"	"2"	"10"	"4"	"2"	"1"	"4"	"0"	"1"	"767"	"0"	"0"	"767"	"0"
"171"	"156"	"132"	"228"	"94"	"4"	"0"	"1"	"0"	"17"	"4"	"0"	"0"	"2"	"2"	"4"	"3"	"11"	"1"	"1"	"1"	"1"	"0"	"506"	"0"	"2"	"508"	"0"
"172"	"157"	"521"	"300"	"45"	"2"	"1"	"0"	"3"	"11"	"6"	"2"	"0"	"0"	"5"	"4"	"11"	"31"	"13"	"4"	"4"	"0"	"3"	"966"	"0"	"2"	"968"	"0"
"173"	"158"	"242"	"388"	"65"	"0"	"0"	"2"	"5"	"16"	"7"	"2"	"0"	"0"	"1"	"1"	"3"	"4"	"2"	"3"	"3"	"1"	"0"	"745"	"0"	"0"	"745"	"0"
"174"	"159"	"686"	"102"	"33"	"0"	"2"	"1"	"0"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"2"	"10"	"6"	"1"	"2"	"0"	"0"	"853"	"0"	"0"	"853"	"0"
"175"	"160"	"440"	"176"	"46"	"1"	"1"	"2"	"0"	"15"	"3"	"2"	"11"	"0"	"2"	"0"	"3"	"12"	"4"	"1"	"0"	"0"	"0"	"719"	"0"	"0"	"719"	"0"
"176"	"161"	"441"	"76"	"7"	"0"	"1"	"0"	"0"	"4"	"1"	"0"	"4"	"0"	"0"	"1"	"1"	"12"	"5"	"3"	"3"	"0"	"1"	"560"	"0"	"1"	"561"	"0"
"177"	"162"	"272"	"324"	"89"	"2"	"1"	"1"	"1"	"74"	"1"	"2"	"2"	"1"	"1"	"4"	"9"	"17"	"6"	"2"	"5"	"1"	"2"	"817"	"0"	"2"	"819"	"0"
"178"	"163"	"70"	"302"	"225"	"3"	"3"	"4"	"3"	"57"	"7"	"1"	"1"	"1"	"2"	"6"	"11"	"4"	"2"	"1"	"8"	"2"	"3"	"716"	"0"	"5"	"721"	"0"
"179"	"164"	"118"	"197"	"159"	"1"	"1"	"1"	"1"	"19"	"2"	"1"	"0"	"0"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"510"	"0"	"0"	"510"	"0"
"180"	"165"	"32"	"334"	"162"	"6"	"1"	"1"	"0"	"27"	"5"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"2"	"3"	"9"	"0"	"0"	"587"	"0"	"1"	"588"	"0"
"181"	"166"	"274"	"276"	"168"	"0"	"0"	"0"	"0"	"35"	"3"	"0"	"0"	"0"	"2"	"4"	"6"	"10"	"13"	"5"	"13"	"1"	"1"	"811"	"0"	"5"	"816"	"0"
"182"	"167"	"141"	"255"	"261"	"1"	"1"	"4"	"1"	"60"	"4"	"0"	"3"	"2"	"5"	"7"	"7"	"9"	"4"	"1"	"5"	"0"	"7"	"778"	"0"	"4"	"782"	"0"
"183"	"168"	"112"	"167"	"61"	"1"	"0"	"1"	"1"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"1"	"0"	"2"	"0"	"361"	"0"	"0"	"361"	"0"
"184"	"169"	"105"	"132"	"89"	"0"	"0"	"0"	"2"	"22"	"11"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"1"	"4"	"2"	"0"	"1"	"374"	"0"	"0"	"374"	"0"
"185"	"170"	"86"	"191"	"114"	"3"	"1"	"1"	"2"	"34"	"2"	"1"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"1"	"0"	"0"	"1"	"443"	"0"	"1"	"444"	"0"
"186"	"171"	"129"	"329"	"104"	"1"	"0"	"0"	"4"	"24"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"5"	"3"	"4"	"0"	"1"	"608"	"0"	"1"	"609"	"0"
"187"	"172"	"161"	"272"	"124"	"1"	"0"	"0"	"0"	"14"	"4"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"4"	"4"	"8"	"7"	"6"	"610"	"0"	"8"	"618"	"0"
"188"	"173"	"92"	"495"	"151"	"1"	"0"	"3"	"1"	"17"	"4"	"1"	"3"	"4"	"3"	"2"	"7"	"2"	"0"	"1"	"1"	"0"	"0"	"788"	"0"	"3"	"791"	"0"
"189"	"174"	"61"	"432"	"156"	"2"	"1"	"0"	"1"	"19"	"0"	"0"	"2"	"5"	"3"	"6"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"698"	"0"	"3"	"701"	"0"
"190"	"175"	"22"	"245"	"101"	"1"	"0"	"0"	"0"	"10"	"3"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"386"	"0"	"2"	"388"	"0"
"191"	"176"	"39"	"381"	"268"	"4"	"1"	"0"	"3"	"16"	"3"	"0"	"0"	"23"	"1"	"3"	"0"	"3"	"3"	"1"	"5"	"1"	"0"	"755"	"0"	"1"	"756"	"0"
"192"	"177"	"25"	"254"	"100"	"2"	"0"	"0"	"0"	"9"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"396"	"0"	"0"	"396"	"0"
"193"	"178"	"87"	"343"	"158"	"0"	"0"	"0"	"1"	"14"	"4"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"4"	"2"	"6"	"2"	"2"	"626"	"0"	"4"	"630"	"0"
"194"	"179"	"51"	"322"	"294"	"1"	"0"	"3"	"0"	"24"	"6"	"1"	"0"	"4"	"0"	"1"	"1"	"3"	"1"	"0"	"2"	"0"	"0"	"714"	"0"	"3"	"717"	"0"
"195"	"180"	"95"	"192"	"89"	"0"	"1"	"0"	"0"	"21"	"4"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"2"	"3"	"2"	"2"	"0"	"417"	"0"	"0"	"417"	"0"
"196"	"181"	"394"	"1"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"1"	"0"	"424"	"0"	"0"	"424"	"0"
"197"	"182"	"559"	"12"	"25"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"6"	"1"	"3"	"1"	"0"	"615"	"0"	"0"	"615"	"0"
"198"	"183"	"862"	"127"	"22"	"1"	"1"	"7"	"1"	"2"	"0"	"0"	"3"	"0"	"0"	"0"	"2"	"6"	"5"	"0"	"1"	"0"	"0"	"1040"	"0"	"0"	"1040"	"0"
"199"	"184"	"678"	"2"	"16"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"13"	"2"	"1"	"1"	"0"	"0"	"720"	"0"	"1"	"721"	"0"
"200"	"185"	"185"	"130"	"161"	"7"	"2"	"0"	"1"	"66"	"5"	"2"	"1"	"1"	"6"	"5"	"4"	"11"	"10"	"4"	"7"	"4"	"1"	"613"	"0"	"6"	"619"	"0"
"201"	"186"	"247"	"449"	"48"	"0"	"0"	"0"	"2"	"8"	"7"	"0"	"3"	"0"	"2"	"0"	"2"	"5"	"0"	"1"	"0"	"0"	"0"	"774"	"0"	"3"	"777"	"0"
"202"	"187"	"381"	"318"	"24"	"2"	"2"	"0"	"3"	"11"	"4"	"4"	"3"	"1"	"2"	"3"	"10"	"19"	"10"	"1"	"7"	"0"	"1"	"806"	"0"	"1"	"807"	"0"
"203"	"188"	"147"	"566"	"86"	"5"	"1"	"0"	"1"	"17"	"3"	"1"	"0"	"1"	"2"	"2"	"2"	"3"	"4"	"3"	"3"	"1"	"1"	"849"	"0"	"1"	"850"	"0"
"204"	"189"	"51"	"391"	"181"	"5"	"3"	"3"	"2"	"46"	"4"	"0"	"4"	"2"	"4"	"6"	"9"	"7"	"6"	"10"	"9"	"5"	"2"	"750"	"0"	"4"	"754"	"0"
"205"	"190"	"70"	"261"	"225"	"0"	"2"	"0"	"1"	"61"	"5"	"0"	"4"	"2"	"4"	"18"	"8"	"14"	"2"	"2"	"3"	"1"	"1"	"684"	"0"	"2"	"686"	"0"
"206"	"191"	"43"	"326"	"371"	"3"	"2"	"1"	"2"	"101"	"7"	"1"	"4"	"2"	"2"	"8"	"7"	"7"	"0"	"4"	"7"	"4"	"2"	"904"	"0"	"2"	"906"	"0"
"207"	"192"	"28"	"275"	"150"	"5"	"0"	"1"	"0"	"21"	"2"	"1"	"1"	"1"	"2"	"0"	"3"	"2"	"0"	"2"	"0"	"0"	"0"	"494"	"0"	"2"	"496"	"0"
"208"	"193"	"83"	"643"	"223"	"7"	"2"	"0"	"2"	"49"	"1"	"2"	"3"	"3"	"1"	"6"	"14"	"16"	"6"	"10"	"5"	"5"	"2"	"1083"	"0"	"9"	"1092"	"0"
"209"	"194"	"169"	"204"	"157"	"2"	"1"	"1"	"4"	"46"	"0"	"1"	"3"	"0"	"6"	"7"	"7"	"8"	"13"	"5"	"3"	"4"	"1"	"642"	"0"	"1"	"643"	"0"
"210"	"195"	"45"	"265"	"343"	"4"	"4"	"2"	"7"	"121"	"4"	"3"	"5"	"3"	"11"	"18"	"17"	"29"	"8"	"13"	"17"	"6"	"3"	"928"	"0"	"8"	"936"	"0"
"211"	"196"	"201"	"268"	"219"	"3"	"4"	"1"	"2"	"84"	"6"	"1"	"2"	"0"	"1"	"1"	"5"	"3"	"4"	"3"	"3"	"0"	"0"	"811"	"0"	"1"	"812"	"0"
"212"	"197"	"227"	"115"	"214"	"2"	"3"	"1"	"2"	"61"	"5"	"1"	"2"	"1"	"1"	"7"	"5"	"9"	"6"	"6"	"8"	"1"	"2"	"679"	"0"	"1"	"680"	"0"
"213"	"198"	"35"	"327"	"557"	"8"	"5"	"4"	"2"	"93"	"10"	"2"	"2"	"1"	"1"	"2"	"1"	"3"	"1"	"1"	"1"	"3"	"1"	"1060"	"0"	"3"	"1063"	"0"
"214"	"199"	"58"	"292"	"231"	"2"	"3"	"1"	"2"	"61"	"4"	"0"	"3"	"1"	"3"	"7"	"6"	"8"	"1"	"2"	"7"	"9"	"0"	"701"	"0"	"5"	"706"	"0"
"215"	"200"	"173"	"282"	"432"	"3"	"7"	"1"	"7"	"117"	"10"	"10"	"3"	"2"	"1"	"4"	"3"	"2"	"7"	"6"	"9"	"10"	"3"	"1092"	"0"	"3"	"1095"	"0"
"216"	"201"	"444"	"84"	"43"	"1"	"1"	"0"	"0"	"11"	"1"	"0"	"0"	"0"	"0"	"1"	"6"	"12"	"13"	"3"	"1"	"0"	"0"	"621"	"0"	"0"	"621"	"0"
"217"	"202"	"53"	"203"	"129"	"5"	"4"	"0"	"1"	"66"	"3"	"54"	"1"	"7"	"4"	"1"	"6"	"9"	"2"	"2"	"2"	"1"	"0"	"553"	"0"	"2"	"555"	"0"
"218"	"203"	"860"	"4"	"22"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"5"	"13"	"7"	"1"	"1"	"3"	"0"	"921"	"0"	"1"	"922"	"0"
"219"	"204"	"813"	"68"	"17"	"0"	"0"	"0"	"0"	"4"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"4"	"0"	"2"	"0"	"0"	"916"	"0"	"0"	"916"	"0"
"220"	"205"	"531"	"126"	"39"	"1"	"1"	"1"	"3"	"28"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"13"	"6"	"2"	"0"	"1"	"0"	"756"	"0"	"1"	"757"	"0"
"221"	"206"	"345"	"478"	"61"	"3"	"1"	"0"	"0"	"19"	"1"	"0"	"3"	"0"	"4"	"5"	"10"	"18"	"12"	"18"	"2"	"1"	"1"	"982"	"0"	"2"	"984"	"0"
"222"	"207"	"811"	"45"	"55"	"1"	"0"	"0"	"1"	"19"	"4"	"0"	"5"	"0"	"1"	"2"	"8"	"4"	"21"	"3"	"5"	"1"	"0"	"986"	"0"	"3"	"989"	"0"
"223"	"208"	"391"	"4"	"38"	"1"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"7"	"4"	"0"	"3"	"0"	"1"	"459"	"0"	"0"	"459"	"0"
"224"	"209"	"66"	"270"	"419"	"3"	"1"	"4"	"1"	"109"	"6"	"1"	"3"	"3"	"2"	"12"	"5"	"10"	"1"	"4"	"11"	"10"	"9"	"950"	"0"	"3"	"953"	"0"
"225"	"210"	"647"	"215"	"112"	"3"	"1"	"1"	"1"	"14"	"3"	"1"	"17"	"2"	"0"	"5"	"7"	"8"	"11"	"1"	"7"	"2"	"0"	"1058"	"0"	"5"	"1063"	"0"
"226"	"211"	"41"	"116"	"171"	"2"	"1"	"0"	"2"	"33"	"4"	"2"	"1"	"0"	"0"	"1"	"3"	"4"	"1"	"1"	"3"	"1"	"1"	"388"	"0"	"2"	"390"	"0"
"227"	"212"	"851"	"18"	"10"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"7"	"10"	"1"	"3"	"0"	"0"	"909"	"0"	"1"	"910"	"0"
"228"	"213"	"368"	"131"	"15"	"1"	"1"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"6"	"3"	"2"	"3"	"0"	"0"	"539"	"0"	"0"	"539"	"0"
"229"	"214"	"104"	"618"	"119"	"2"	"2"	"1"	"2"	"31"	"0"	"1"	"2"	"5"	"1"	"5"	"9"	"11"	"1"	"5"	"3"	"0"	"1"	"923"	"0"	"5"	"928"	"0"
"230"	"215"	"419"	"202"	"16"	"0"	"0"	"1"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"2"	"7"	"12"	"37"	"6"	"5"	"1"	"1"	"717"	"0"	"0"	"717"	"0"
"231"	"216"	"247"	"448"	"52"	"0"	"0"	"0"	"3"	"10"	"2"	"2"	"2"	"2"	"5"	"6"	"9"	"12"	"4"	"3"	"5"	"0"	"1"	"813"	"0"	"4"	"817"	"0"
"232"	"217"	"104"	"701"	"178"	"1"	"1"	"6"	"4"	"33"	"4"	"2"	"3"	"3"	"1"	"5"	"10"	"15"	"1"	"1"	"6"	"1"	"2"	"1082"	"0"	"5"	"1087"	"0"
"233"	"218"	"107"	"324"	"231"	"4"	"3"	"0"	"2"	"50"	"4"	"1"	"2"	"0"	"2"	"3"	"3"	"5"	"6"	"5"	"13"	"2"	"7"	"774"	"0"	"2"	"776"	"0"
"234"	"219"	"1025"	"12"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"22"	"55"	"17"	"1"	"2"	"0"	"1"	"1144"	"0"	"1"	"1145"	"0"
"235"	"220"	"328"	"444"	"78"	"3"	"2"	"0"	"5"	"22"	"5"	"2"	"20"	"3"	"4"	"5"	"8"	"11"	"10"	"6"	"3"	"0"	"0"	"959"	"0"	"1"	"960"	"0"
"236"	"221"	"323"	"14"	"29"	"3"	"4"	"0"	"1"	"6"	"3"	"0"	"130"	"2"	"2"	"2"	"11"	"13"	"2"	"1"	"0"	"0"	"0"	"546"	"0"	"0"	"546"	"0"
"237"	"222"	"77"	"771"	"137"	"8"	"6"	"3"	"9"	"59"	"7"	"19"	"14"	"3"	"6"	"11"	"8"	"19"	"2"	"8"	"5"	"2"	"1"	"1175"	"0"	"1"	"1176"	"0"
"238"	"Gran d Total"	"5065
2"	"5972
9"	"2402
7"	"420"	"249"	"250"	"308"	"6314"	"1074"	"329"	"532"	"215"	"344"	"546"	"944"	"1528"	"946"	"538"	"753"	"260"	"225"	"1501
83"	"0"	"485"	"1506
68"	"0"
"239"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
