"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"123"	"106"	"438"	"460"	"29"	"3"	"3"	"3"	"1"	"10"	"6"	"2"	"9"	"1"	"2"	"6"	"5"	"18"	"19"	"7"	"11"	"0"	"1"	"1034"	"0"	"4"	"1038"	"0"
"124"	"107"	"653"	"22"	"17"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"3"	"2"	"2"	"0"	"0"	"0"	"706"	"0"	"0"	"706"	"0"
"125"	"108"	"618"	"47"	"45"	"1"	"1"	"1"	"1"	"17"	"1"	"0"	"2"	"2"	"0"	"1"	"4"	"6"	"49"	"10"	"12"	"12"	"4"	"834"	"0"	"8"	"842"	"0"
"126"	"109"	"422"	"58"	"13"	"2"	"1"	"1"	"2"	"1"	"2"	"0"	"2"	"1"	"2"	"2"	"7"	"14"	"4"	"1"	"3"	"1"	"2"	"541"	"0"	"1"	"542"	"0"
"127"	"110"	"468"	"26"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"5"	"5"	"17"	"28"	"3"	"7"	"1"	"1"	"573"	"0"	"5"	"578"	"0"
"128"	"111"	"592"	"61"	"5"	"0"	"0"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"2"	"7"	"9"	"26"	"19"	"2"	"6"	"0"	"0"	"736"	"0"	"2"	"738"	"0"
"129"	"112"	"824"	"71"	"4"	"4"	"0"	"0"	"2"	"4"	"1"	"1"	"2"	"1"	"0"	"3"	"2"	"5"	"3"	"1"	"1"	"0"	"1"	"930"	"0"	"0"	"930"	"0"
"130"	"113"	"536"	"153"	"29"	"1"	"3"	"1"	"4"	"11"	"1"	"0"	"6"	"1"	"2"	"0"	"3"	"8"	"4"	"4"	"5"	"1"	"1"	"774"	"0"	"1"	"775"	"0"
"131"	"114"	"532"	"86"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"4"	"11"	"6"	"3"	"5"	"0"	"0"	"652"	"0"	"1"	"653"	"0"
"132"	"115"	"542"	"12"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"3"	"7"	"15"	"1"	"4"	"0"	"1"	"594"	"0"	"9"	"603"	"0"
"133"	"115A"	"358"	"101"	"10"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"3"	"11"	"3"	"4"	"0"	"0"	"499"	"0"	"0"	"499"	"0"
"134"	"116"	"711"	"57"	"8"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"2"	"1"	"0"	"1"	"8"	"6"	"28"	"6"	"18"	"6"	"4"	"862"	"0"	"5"	"867"	"0"
"135"	"117"	"229"	"762"	"70"	"1"	"0"	"2"	"6"	"6"	"2"	"1"	"11"	"4"	"3"	"6"	"10"	"33"	"3"	"2"	"2"	"0"	"1"	"1154"	"0"	"3"	"1157"	"0"
"136"	"118"	"652"	"43"	"7"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"3"	"0"	"2"	"1"	"8"	"21"	"14"	"0"	"4"	"0"	"1"	"760"	"0"	"4"	"764"	"0"
"137"	"119"	"438"	"7"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"15"	"10"	"1"	"3"	"0"	"0"	"483"	"0"	"1"	"484"	"0"
"138"	"120"	"955"	"11"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"6"	"10"	"2"	"2"	"1"	"0"	"0"	"991"	"0"	"0"	"991"	"0"
"139"	"121"	"259"	"663"	"10"	"3"	"1"	"1"	"5"	"7"	"2"	"4"	"18"	"3"	"7"	"13"	"14"	"27"	"8"	"10"	"25"	"3"	"2"	"1085"	"0"	"3"	"1088"	"0"
"140"	"122"	"518"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"7"	"0"	"0"	"0"	"0"	"531"	"0"	"0"	"531"	"0"
"141"	"123"	"813"	"18"	"8"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"5"	"2"	"4"	"1"	"0"	"858"	"0"	"0"	"858"	"0"
"142"	"124"	"473"	"97"	"7"	"1"	"0"	"1"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"3"	"7"	"18"	"16"	"5"	"3"	"0"	"0"	"636"	"0"	"0"	"636"	"0"
"143"	"125"	"384"	"73"	"9"	"2"	"0"	"0"	"0"	"4"	"2"	"1"	"4"	"1"	"2"	"4"	"13"	"26"	"5"	"1"	"6"	"0"	"0"	"537"	"0"	"2"	"539"	"0"
"144"	"126"	"380"	"89"	"10"	"3"	"0"	"0"	"4"	"3"	"1"	"0"	"2"	"1"	"2"	"1"	"9"	"7"	"11"	"3"	"7"	"0"	"1"	"534"	"0"	"4"	"538"	"0"
"145"	"127"	"256"	"451"	"30"	"0"	"0"	"1"	"2"	"2"	"10"	"3"	"9"	"0"	"1"	"2"	"7"	"10"	"10"	"12"	"7"	"3"	"2"	"818"	"0"	"2"	"820"	"0"
"146"	"128"	"130"	"793"	"32"	"7"	"2"	"4"	"4"	"7"	"9"	"7"	"22"	"5"	"9"	"15"	"22"	"19"	"8"	"10"	"25"	"6"	"5"	"1141"	"0"	"11"	"1152"	"0"
"147"	"129"	"285"	"470"	"18"	"5"	"0"	"4"	"3"	"2"	"9"	"3"	"18"	"9"	"3"	"7"	"13"	"24"	"13"	"9"	"17"	"2"	"2"	"916"	"0"	"7"	"923"	"0"
"148"	"130"	"366"	"107"	"7"	"1"	"1"	"0"	"1"	"5"	"6"	"1"	"6"	"0"	"2"	"8"	"9"	"25"	"16"	"6"	"6"	"2"	"0"	"575"	"0"	"5"	"580"	"0"
"149"	"131"	"511"	"38"	"6"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"3"	"1"	"0"	"2"	"11"	"26"	"8"	"0"	"8"	"0"	"1"	"621"	"0"	"2"	"623"	"0"
"150"	"132"	"713"	"32"	"18"	"1"	"0"	"0"	"2"	"3"	"2"	"0"	"0"	"1"	"2"	"0"	"2"	"11"	"13"	"3"	"2"	"0"	"0"	"805"	"0"	"1"	"806"	"0"
"151"	"133"	"534"	"111"	"7"	"1"	"1"	"0"	"4"	"0"	"8"	"0"	"2"	"0"	"0"	"2"	"6"	"3"	"7"	"3"	"3"	"3"	"1"	"696"	"0"	"1"	"697"	"0"
"152"	"134"	"198"	"334"	"15"	"2"	"0"	"1"	"1"	"3"	"1"	"1"	"1"	"0"	"1"	"0"	"2"	"3"	"1"	"1"	"2"	"0"	"1"	"568"	"0"	"0"	"568"	"0"
"153"	"135"	"695"	"63"	"8"	"1"	"1"	"0"	"1"	"3"	"0"	"1"	"1"	"3"	"1"	"0"	"5"	"15"	"11"	"2"	"10"	"3"	"1"	"825"	"0"	"1"	"826"	"0"
"154"	"136"	"282"	"348"	"38"	"4"	"0"	"0"	"4"	"15"	"2"	"1"	"6"	"5"	"6"	"7"	"20"	"36"	"14"	"9"	"12"	"2"	"4"	"815"	"0"	"8"	"823"	"0"
"155"	"137"	"706"	"58"	"109"	"0"	"2"	"1"	"4"	"29"	"5"	"1"	"0"	"0"	"2"	"1"	"1"	"12"	"16"	"4"	"12"	"4"	"2"	"969"	"0"	"2"	"971"	"0"
"156"	"138"	"510"	"24"	"91"	"0"	"0"	"2"	"2"	"59"	"5"	"2"	"1"	"4"	"7"	"4"	"6"	"37"	"14"	"1"	"3"	"0"	"1"	"773"	"0"	"3"	"776"	"0"
"157"	"139"	"182"	"317"	"99"	"0"	"2"	"3"	"9"	"63"	"4"	"6"	"20"	"6"	"7"	"13"	"15"	"24"	"8"	"5"	"12"	"5"	"8"	"808"	"0"	"9"	"817"	"0"
"158"	"140"	"196"	"372"	"26"	"1"	"0"	"1"	"6"	"9"	"1"	"3"	"12"	"0"	"3"	"8"	"5"	"9"	"4"	"2"	"6"	"0"	"0"	"664"	"0"	"1"	"665"	"0"
"159"	"141"	"558"	"98"	"32"	"0"	"2"	"1"	"1"	"17"	"2"	"3"	"4"	"2"	"0"	"2"	"8"	"10"	"7"	"1"	"6"	"2"	"0"	"756"	"0"	"3"	"759"	"0"
"160"	"142"	"270"	"64"	"108"	"2"	"1"	"2"	"1"	"35"	"4"	"0"	"5"	"0"	"1"	"3"	"3"	"5"	"12"	"4"	"9"	"2"	"2"	"533"	"0"	"2"	"535"	"0"
"161"	"143"	"361"	"58"	"18"	"3"	"1"	"2"	"2"	"3"	"1"	"2"	"2"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"4"	"0"	"0"	"462"	"0"	"0"	"462"	"0"
"162"	"144"	"577"	"9"	"40"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"7"	"0"	"0"	"0"	"2"	"5"	"5"	"1"	"6"	"0"	"0"	"655"	"0"	"0"	"655"	"0"
"163"	"144A"	"328"	"13"	"35"	"0"	"1"	"0"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"8"	"1"	"4"	"0"	"0"	"403"	"0"	"1"	"404"	"0"
"164"	"145"	"539"	"387"	"13"	"2"	"3"	"3"	"4"	"1"	"2"	"2"	"5"	"3"	"1"	"1"	"6"	"8"	"12"	"3"	"3"	"0"	"1"	"999"	"0"	"1"	"1000"	"0"
"165"	"146"	"551"	"167"	"29"	"4"	"2"	"0"	"3"	"21"	"7"	"0"	"2"	"3"	"2"	"4"	"11"	"45"	"21"	"3"	"5"	"3"	"1"	"884"	"0"	"1"	"885"	"0"
"166"	"147"	"74"	"509"	"257"	"6"	"0"	"4"	"2"	"118"	"12"	"7"	"17"	"2"	"5"	"7"	"13"	"50"	"7"	"8"	"15"	"3"	"4"	"1120"	"0"	"8"	"1128"	"0"
"167"	"148"	"97"	"442"	"155"	"3"	"2"	"3"	"10"	"119"	"7"	"5"	"9"	"1"	"6"	"7"	"12"	"39"	"9"	"4"	"6"	"4"	"2"	"942"	"0"	"11"	"953"	"0"
"168"	"149"	"60"	"131"	"342"	"9"	"3"	"1"	"1"	"56"	"7"	"1"	"1"	"0"	"0"	"1"	"3"	"1"	"1"	"1"	"0"	"2"	"0"	"621"	"0"	"3"	"624"	"0"
"169"	"150"	"77"	"287"	"64"	"1"	"0"	"0"	"2"	"34"	"1"	"1"	"4"	"0"	"1"	"5"	"6"	"13"	"7"	"9"	"6"	"0"	"2"	"520"	"0"	"8"	"528"	"0"
"170"	"151"	"49"	"193"	"239"	"4"	"1"	"2"	"2"	"69"	"3"	"1"	"18"	"2"	"2"	"1"	"4"	"0"	"1"	"1"	"0"	"5"	"2"	"599"	"0"	"1"	"600"	"0"
"171"	"152"	"203"	"97"	"367"	"12"	"5"	"1"	"2"	"72"	"6"	"2"	"53"	"2"	"1"	"3"	"5"	"0"	"0"	"3"	"0"	"1"	"2"	"837"	"0"	"1"	"838"	"0"
"172"	"153"	"185"	"195"	"162"	"2"	"2"	"0"	"0"	"29"	"6"	"0"	"12"	"2"	"2"	"1"	"2"	"3"	"14"	"4"	"8"	"4"	"3"	"636"	"0"	"3"	"639"	"0"
"173"	"154"	"158"	"251"	"83"	"5"	"1"	"1"	"0"	"12"	"1"	"0"	"35"	"2"	"2"	"1"	"6"	"7"	"4"	"1"	"4"	"1"	"0"	"575"	"0"	"2"	"577"	"0"
"174"	"155"	"73"	"425"	"47"	"0"	"0"	"0"	"1"	"14"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"3"	"1"	"6"	"4"	"4"	"585"	"0"	"2"	"587"	"0"
"175"	"156"	"102"	"342"	"65"	"1"	"2"	"1"	"2"	"20"	"2"	"1"	"13"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"1"	"0"	"560"	"0"	"0"	"560"	"0"
"176"	"157"	"93"	"702"	"126"	"3"	"2"	"1"	"6"	"45"	"2"	"4"	"7"	"3"	"3"	"9"	"13"	"9"	"6"	"5"	"6"	"2"	"1"	"1048"	"0"	"2"	"1050"	"0"
"177"	"158"	"31"	"227"	"49"	"1"	"1"	"0"	"1"	"33"	"1"	"0"	"2"	"0"	"2"	"5"	"0"	"5"	"0"	"1"	"3"	"1"	"1"	"364"	"0"	"4"	"368"	"0"
"178"	"159"	"46"	"337"	"308"	"2"	"3"	"1"	"3"	"54"	"2"	"3"	"2"	"1"	"0"	"2"	"5"	"4"	"5"	"8"	"8"	"6"	"7"	"807"	"0"	"5"	"812"	"0"
"179"	"160"	"112"	"434"	"90"	"3"	"2"	"1"	"1"	"35"	"3"	"2"	"11"	"3"	"2"	"6"	"7"	"17"	"6"	"6"	"7"	"2"	"2"	"752"	"0"	"3"	"755"	"0"
"180"	"161"	"170"	"286"	"134"	"1"	"1"	"1"	"4"	"59"	"3"	"5"	"9"	"2"	"2"	"5"	"7"	"26"	"11"	"10"	"6"	"3"	"1"	"746"	"0"	"4"	"750"	"0"
"181"	"161A"	"231"	"134"	"29"	"0"	"0"	"0"	"2"	"21"	"1"	"0"	"2"	"1"	"1"	"3"	"4"	"14"	"4"	"1"	"3"	"0"	"0"	"451"	"0"	"1"	"452"	"0"
"182"	"162"	"375"	"479"	"120"	"2"	"0"	"2"	"5"	"57"	"3"	"0"	"0"	"1"	"0"	"2"	"9"	"16"	"6"	"1"	"3"	"2"	"1"	"1084"	"0"	"1"	"1085"	"0"
"183"	"163"	"286"	"434"	"200"	"9"	"3"	"1"	"1"	"68"	"2"	"4"	"5"	"1"	"0"	"2"	"4"	"11"	"0"	"1"	"5"	"2"	"0"	"1039"	"0"	"2"	"1041"	"0"
"184"	"164"	"14"	"251"	"48"	"1"	"1"	"0"	"3"	"49"	"2"	"1"	"9"	"0"	"2"	"9"	"11"	"12"	"2"	"9"	"2"	"0"	"0"	"426"	"0"	"0"	"426"	"0"
"185"	"165"	"190"	"124"	"9"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"7"	"2"	"1"	"1"	"0"	"342"	"0"	"2"	"344"	"0"
"186"	"166"	"751"	"14"	"17"	"1"	"1"	"0"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"2"	"5"	"13"	"8"	"2"	"3"	"1"	"1"	"825"	"0"	"1"	"826"	"0"
"187"	"167"	"189"	"389"	"40"	"2"	"3"	"0"	"3"	"20"	"2"	"1"	"1"	"1"	"3"	"1"	"9"	"15"	"1"	"1"	"5"	"1"	"0"	"687"	"0"	"3"	"690"	"0"
"188"	"168"	"271"	"558"	"51"	"4"	"1"	"1"	"5"	"16"	"9"	"1"	"2"	"0"	"2"	"3"	"4"	"20"	"7"	"1"	"6"	"0"	"0"	"962"	"0"	"3"	"965"	"0"
"189"	"169"	"42"	"383"	"33"	"1"	"1"	"0"	"1"	"7"	"1"	"0"	"3"	"0"	"1"	"2"	"2"	"3"	"0"	"4"	"1"	"0"	"0"	"485"	"0"	"0"	"485"	"0"
"190"	"170"	"139"	"352"	"21"	"0"	"1"	"1"	"0"	"3"	"0"	"0"	"2"	"1"	"0"	"1"	"2"	"8"	"1"	"0"	"1"	"0"	"0"	"533"	"0"	"1"	"534"	"0"
"191"	"171"	"97"	"681"	"73"	"3"	"0"	"2"	"4"	"29"	"3"	"1"	"4"	"3"	"3"	"10"	"12"	"20"	"10"	"16"	"6"	"0"	"0"	"977"	"0"	"9"	"986"	"0"
"192"	"172"	"97"	"505"	"298"	"0"	"1"	"1"	"2"	"90"	"2"	"2"	"5"	"0"	"0"	"4"	"5"	"6"	"3"	"2"	"3"	"6"	"3"	"1035"	"0"	"1"	"1036"	"0"
"193"	"173"	"89"	"337"	"210"	"3"	"4"	"2"	"2"	"96"	"4"	"3"	"5"	"2"	"1"	"5"	"8"	"5"	"2"	"9"	"13"	"2"	"5"	"807"	"0"	"7"	"814"	"0"
"194"	"174"	"277"	"286"	"101"	"4"	"0"	"0"	"6"	"53"	"5"	"1"	"3"	"2"	"5"	"9"	"18"	"27"	"11"	"0"	"8"	"1"	"2"	"819"	"0"	"3"	"822"	"0"
"195"	"175"	"333"	"431"	"121"	"2"	"0"	"1"	"1"	"34"	"4"	"1"	"4"	"0"	"0"	"2"	"4"	"3"	"12"	"6"	"9"	"3"	"5"	"976"	"0"	"4"	"980"	"0"
"196"	"176"	"270"	"528"	"36"	"3"	"0"	"1"	"3"	"6"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"5"	"1"	"8"	"1"	"0"	"867"	"0"	"1"	"868"	"0"
"197"	"177"	"275"	"161"	"48"	"3"	"1"	"1"	"2"	"22"	"2"	"0"	"22"	"0"	"2"	"0"	"3"	"11"	"5"	"1"	"3"	"0"	"3"	"565"	"0"	"0"	"565"	"0"
"198"	"178"	"381"	"221"	"90"	"1"	"2"	"1"	"0"	"13"	"2"	"1"	"5"	"2"	"0"	"0"	"3"	"3"	"2"	"0"	"0"	"0"	"1"	"728"	"0"	"2"	"730"	"0"
"199"	"179"	"448"	"115"	"112"	"1"	"6"	"2"	"0"	"19"	"2"	"2"	"3"	"1"	"0"	"1"	"1"	"4"	"4"	"0"	"5"	"0"	"2"	"728"	"0"	"1"	"729"	"0"
"200"	"179A"	"348"	"53"	"25"	"2"	"0"	"1"	"0"	"4"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"439"	"0"	"0"	"439"	"0"
"201"	"180"	"537"	"9"	"4"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"5"	"0"	"0"	"564"	"0"	"1"	"565"	"0"
"202"	"181"	"534"	"204"	"26"	"4"	"0"	"0"	"2"	"12"	"0"	"0"	"8"	"2"	"2"	"3"	"15"	"16"	"14"	"6"	"3"	"0"	"0"	"851"	"0"	"4"	"855"	"0"
"203"	"182"	"686"	"25"	"12"	"1"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"6"	"3"	"13"	"1"	"11"	"1"	"0"	"768"	"0"	"3"	"771"	"0"
"204"	"183"	"93"	"784"	"64"	"6"	"2"	"2"	"10"	"27"	"1"	"4"	"18"	"2"	"9"	"8"	"13"	"31"	"9"	"6"	"14"	"0"	"4"	"1107"	"0"	"3"	"1110"	"0"
"205"	"184"	"365"	"427"	"37"	"4"	"0"	"0"	"1"	"5"	"1"	"3"	"2"	"0"	"1"	"1"	"3"	"2"	"10"	"5"	"10"	"4"	"2"	"883"	"0"	"0"	"883"	"0"
"206"	"185"	"741"	"143"	"8"	"3"	"1"	"1"	"0"	"3"	"2"	"2"	"3"	"1"	"2"	"3"	"8"	"28"	"10"	"0"	"1"	"2"	"0"	"962"	"0"	"1"	"963"	"0"
"207"	"186"	"222"	"348"	"5"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"8"	"4"	"0"	"2"	"0"	"0"	"599"	"0"	"0"	"599"	"0"
"208"	"187"	"216"	"342"	"12"	"1"	"3"	"0"	"0"	"4"	"3"	"2"	"14"	"4"	"0"	"3"	"8"	"16"	"7"	"9"	"8"	"1"	"0"	"653"	"0"	"0"	"653"	"0"
"209"	"188"	"445"	"133"	"34"	"1"	"1"	"0"	"2"	"17"	"1"	"0"	"7"	"3"	"3"	"5"	"7"	"21"	"18"	"1"	"9"	"2"	"0"	"710"	"0"	"4"	"714"	"0"
"210"	"189"	"440"	"42"	"5"	"0"	"0"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"5"	"6"	"26"	"7"	"0"	"10"	"0"	"0"	"546"	"0"	"1"	"547"	"0"
"211"	"190"	"639"	"139"	"9"	"0"	"2"	"0"	"2"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"5"	"5"	"6"	"3"	"1"	"1"	"816"	"0"	"5"	"821"	"0"
"212"	"191"	"528"	"129"	"6"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"7"	"5"	"1"	"0"	"1"	"0"	"684"	"0"	"0"	"684"	"0"
"213"	"192"	"304"	"288"	"14"	"4"	"2"	"0"	"1"	"4"	"3"	"0"	"6"	"1"	"2"	"4"	"4"	"1"	"4"	"1"	"6"	"0"	"1"	"650"	"0"	"3"	"653"	"0"
"214"	"193"	"617"	"105"	"3"	"0"	"0"	"2"	"1"	"1"	"0"	"2"	"4"	"1"	"1"	"2"	"8"	"14"	"20"	"1"	"8"	"1"	"4"	"795"	"0"	"0"	"795"	"0"
"215"	"194"	"736"	"246"	"13"	"2"	"2"	"0"	"1"	"6"	"4"	"2"	"4"	"2"	"4"	"1"	"11"	"24"	"21"	"0"	"5"	"0"	"0"	"1084"	"0"	"0"	"1084"	"0"
"216"	"195"	"789"	"14"	"8"	"1"	"3"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"4"	"0"	"0"	"831"	"0"	"0"	"831"	"0"
"217"	"196"	"542"	"56"	"9"	"1"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"2"	"18"	"4"	"8"	"0"	"2"	"651"	"0"	"2"	"653"	"0"
"218"	"197"	"832"	"22"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"2"	"2"	"7"	"39"	"26"	"3"	"9"	"2"	"0"	"951"	"0"	"0"	"951"	"0"
"219"	"198"	"323"	"343"	"17"	"2"	"2"	"0"	"1"	"2"	"1"	"0"	"3"	"3"	"3"	"17"	"8"	"19"	"3"	"2"	"9"	"2"	"3"	"763"	"0"	"1"	"764"	"0"
"220"	"199"	"536"	"49"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"9"	"7"	"0"	"6"	"0"	"0"	"613"	"0"	"0"	"613"	"0"
"221"	"Gran d Total"	"6587
8"	"4338
1"	"2263
0"	"483"	"366"	"250"	"488"	"7052"	"645"	"1017"	"938"	"294"	"433"	"800"	"1353"	"2608"	"1696"	"667"	"1215"	"409"	"302"	"1529
05"	"0"	"562"	"1534
67"	"0"
"222"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
