"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"203"	"188"	"218"	"6"	"459"	"26"	"2"	"3"	"12"	"5"	"5"	"5"	"741"	"0"	"21"	"762"	"0"
"204"	"189"	"139"	"1"	"149"	"11"	"0"	"4"	"4"	"3"	"6"	"6"	"323"	"0"	"7"	"330"	"0"
"205"	"190"	"134"	"2"	"165"	"88"	"3"	"2"	"6"	"10"	"8"	"4"	"422"	"0"	"9"	"431"	"0"
"206"	"191"	"137"	"5"	"143"	"152"	"2"	"5"	"2"	"29"	"17"	"0"	"492"	"0"	"7"	"499"	"0"
"207"	"192"	"160"	"4"	"142"	"92"	"3"	"3"	"1"	"5"	"4"	"6"	"420"	"0"	"9"	"429"	"0"
"208"	"193"	"325"	"10"	"138"	"142"	"2"	"8"	"9"	"10"	"12"	"10"	"666"	"0"	"29"	"695"	"0"
"209"	"194"	"222"	"8"	"207"	"60"	"1"	"2"	"2"	"2"	"5"	"3"	"512"	"0"	"11"	"523"	"0"
"210"	"195"	"280"	"14"	"49"	"109"	"3"	"3"	"4"	"2"	"5"	"2"	"471"	"0"	"5"	"476"	"0"
"211"	"196"	"292"	"9"	"151"	"143"	"4"	"7"	"6"	"7"	"13"	"7"	"639"	"0"	"14"	"653"	"0"
"212"	"197"	"192"	"11"	"418"	"95"	"5"	"7"	"1"	"5"	"11"	"7"	"752"	"0"	"5"	"757"	"0"
"213"	"198"	"377"	"25"	"160"	"169"	"4"	"14"	"14"	"15"	"16"	"13"	"807"	"0"	"27"	"834"	"0"
"214"	"199"	"40"	"1"	"89"	"99"	"1"	"3"	"0"	"2"	"4"	"0"	"239"	"0"	"3"	"242"	"0"
"215"	"200"	"241"	"6"	"173"	"118"	"6"	"3"	"10"	"9"	"11"	"5"	"582"	"0"	"10"	"592"	"0"
"216"	"201"	"22"	"0"	"221"	"12"	"0"	"0"	"0"	"0"	"0"	"2"	"257"	"0"	"3"	"260"	"0"
"217"	"202"	"163"	"7"	"369"	"160"	"3"	"3"	"4"	"4"	"11"	"3"	"727"	"0"	"13"	"740"	"0"
"218"	"203"	"81"	"5"	"122"	"187"	"1"	"10"	"4"	"3"	"10"	"3"	"426"	"0"	"2"	"428"	"0"
"219"	"204"	"362"	"8"	"227"	"236"	"3"	"2"	"11"	"3"	"12"	"1"	"865"	"0"	"8"	"873"	"0"
"220"	"205"	"235"	"9"	"234"	"218"	"4"	"8"	"2"	"8"	"10"	"3"	"731"	"0"	"0"	"731"	"0"
"221"	"206"	"101"	"6"	"173"	"126"	"4"	"6"	"5"	"2"	"11"	"4"	"438"	"0"	"3"	"441"	"0"
"222"	"207"	"108"	"5"	"321"	"91"	"6"	"7"	"6"	"4"	"8"	"5"	"561"	"0"	"7"	"568"	"0"
"223"	"208"	"81"	"3"	"192"	"48"	"2"	"0"	"0"	"2"	"4"	"5"	"337"	"0"	"9"	"346"	"0"
"224"	"209"	"162"	"4"	"240"	"59"	"1"	"1"	"4"	"4"	"4"	"1"	"480"	"0"	"11"	"491"	"0"
"225"	"210"	"188"	"7"	"167"	"31"	"0"	"5"	"4"	"5"	"8"	"4"	"419"	"0"	"29"	"448"	"0"
"226"	"211"	"123"	"5"	"52"	"169"	"5"	"9"	"3"	"4"	"10"	"2"	"382"	"0"	"11"	"393"	"0"
"227"	"212"	"273"	"11"	"174"	"113"	"2"	"6"	"12"	"7"	"18"	"2"	"618"	"0"	"10"	"628"	"0"
"228"	"213"	"105"	"13"	"134"	"217"	"6"	"8"	"8"	"8"	"30"	"11"	"540"	"0"	"16"	"556"	"0"
"229"	"214"	"126"	"5"	"184"	"185"	"3"	"5"	"7"	"7"	"13"	"6"	"541"	"0"	"10"	"551"	"0"
"230"	"215"	"255"	"14"	"226"	"100"	"3"	"7"	"12"	"5"	"14"	"8"	"644"	"0"	"10"	"654"	"0"
"231"	"216"	"342"	"7"	"84"	"69"	"2"	"6"	"6"	"4"	"3"	"4"	"527"	"0"	"11"	"538"	"0"
"232"	"217"	"223"	"8"	"222"	"103"	"3"	"2"	"7"	"2"	"5"	"0"	"575"	"0"	"2"	"577"	"0"
"233"	"218"	"277"	"3"	"42"	"159"	"2"	"7"	"4"	"3"	"10"	"1"	"508"	"0"	"3"	"511"	"0"
"234"	"219"	"183"	"9"	"258"	"165"	"7"	"7"	"9"	"8"	"17"	"7"	"670"	"0"	"2"	"672"	"0"
"235"	"220"	"262"	"14"	"119"	"244"	"9"	"8"	"7"	"11"	"19"	"7"	"700"	"0"	"15"	"715"	"0"
"236"	"221"	"214"	"7"	"299"	"51"	"1"	"9"	"7"	"9"	"13"	"4"	"614"	"0"	"29"	"643"	"0"
"237"	"222"	"188"	"3"	"31"	"111"	"4"	"4"	"2"	"4"	"8"	"2"	"357"	"0"	"4"	"361"	"0"
"238"	"223"	"198"	"8"	"55"	"151"	"0"	"10"	"5"	"7"	"9"	"2"	"445"	"0"	"4"	"449"	"0"
"239"	"224"	"109"	"5"	"356"	"98"	"6"	"5"	"7"	"14"	"21"	"18"	"639"	"0"	"37"	"676"	"0"
"240"	"225"	"141"	"9"	"197"	"415"	"11"	"16"	"16"	"41"	"31"	"18"	"895"	"0"	"43"	"938"	"0"
"241"	"226"	"80"	"1"	"96"	"32"	"1"	"1"	"3"	"3"	"8"	"4"	"229"	"0"	"8"	"237"	"0"
"242"	"227"	"225"	"3"	"163"	"211"	"8"	"7"	"9"	"14"	"11"	"11"	"662"	"0"	"27"	"689"	"0"
"243"	"228"	"148"	"16"	"64"	"177"	"1"	"5"	"4"	"5"	"7"	"2"	"429"	"0"	"7"	"436"	"0"
"244"	"229"	"144"	"7"	"200"	"142"	"1"	"4"	"5"	"11"	"21"	"4"	"539"	"0"	"27"	"566"	"0"
"245"	"230"	"114"	"5"	"168"	"74"	"0"	"6"	"5"	"7"	"8"	"1"	"388"	"0"	"6"	"394"	"0"
"246"	"231"	"166"	"13"	"226"	"82"	"4"	"5"	"7"	"9"	"11"	"4"	"527"	"0"	"17"	"544"	"0"
"247"	"232"	"74"	"5"	"291"	"98"	"7"	"5"	"7"	"3"	"7"	"5"	"502"	"0"	"5"	"507"	"0"
"248"	"233"	"172"	"3"	"276"	"28"	"4"	"4"	"9"	"6"	"8"	"7"	"517"	"0"	"24"	"541"	"0"
"249"	"234"	"198"	"9"	"281"	"23"	"5"	"4"	"9"	"3"	"18"	"8"	"558"	"0"	"12"	"570"	"0"
"250"	"235"	"149"	"12"	"289"	"193"	"11"	"13"	"9"	"16"	"24"	"13"	"729"	"0"	"22"	"751"	"0"
"251"	"236"	"170"	"5"	"356"	"20"	"1"	"4"	"9"	"5"	"6"	"2"	"578"	"0"	"15"	"593"	"0"
"252"	"237"	"180"	"11"	"231"	"49"	"5"	"7"	"7"	"4"	"4"	"2"	"500"	"0"	"6"	"506"	"0"
"253"	"238"	"136"	"13"	"267"	"23"	"2"	"3"	"5"	"5"	"8"	"10"	"472"	"0"	"18"	"490"	"0"
"254"	"239"	"65"	"2"	"198"	"49"	"0"	"3"	"5"	"8"	"7"	"2"	"339"	"0"	"6"	"345"	"0"
"255"	"240"	"26"	"2"	"77"	"19"	"0"	"1"	"6"	"1"	"5"	"1"	"138"	"0"	"2"	"140"	"0"
"256"	"241"	"185"	"5"	"70"	"46"	"3"	"3"	"7"	"6"	"8"	"7"	"340"	"0"	"13"	"353"	"0"
"257"	"242"	"173"	"10"	"111"	"179"	"6"	"2"	"7"	"12"	"10"	"10"	"520"	"0"	"14"	"534"	"0"
"258"	"243"	"186"	"6"	"71"	"45"	"3"	"3"	"5"	"2"	"10"	"8"	"339"	"0"	"25"	"364"	"0"
"259"	"244"	"85"	"2"	"179"	"23"	"0"	"1"	"1"	"3"	"1"	"2"	"297"	"0"	"3"	"300"	"0"
"260"	"245"	"290"	"10"	"186"	"151"	"0"	"13"	"7"	"24"	"26"	"15"	"722"	"0"	"41"	"763"	"0"
"261"	"246"	"34"	"1"	"98"	"4"	"0"	"1"	"3"	"1"	"4"	"2"	"148"	"0"	"6"	"154"	"0"
"262"	"247"	"278"	"6"	"35"	"170"	"5"	"5"	"5"	"5"	"4"	"0"	"513"	"0"	"3"	"516"	"0"
"263"	"248"	"119"	"2"	"130"	"111"	"4"	"4"	"3"	"5"	"4"	"0"	"382"	"0"	"4"	"386"	"0"
"264"	"249"	"312"	"11"	"78"	"211"	"2"	"19"	"5"	"6"	"7"	"8"	"659"	"0"	"8"	"667"	"0"
"265"	"250"	"320"	"8"	"209"	"393"	"7"	"6"	"9"	"6"	"17"	"2"	"977"	"0"	"6"	"983"	"0"
"266"	"251"	"202"	"3"	"261"	"181"	"6"	"13"	"8"	"12"	"17"	"8"	"711"	"0"	"27"	"738"	"0"
"267"	"252"	"236"	"14"	"366"	"64"	"2"	"5"	"10"	"7"	"14"	"12"	"730"	"0"	"19"	"749"	"0"
"268"	"253"	"120"	"6"	"150"	"126"	"3"	"6"	"7"	"10"	"9"	"8"	"445"	"0"	"10"	"455"	"0"
"269"	"Grand Total"	"53168"	"2215"	"39370"	"30220"	"897"	"1468"	"2001"	"2095"	"3283"	"1658"	"136375"	"0"	"3698"	"140073"	"0"
"270"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
