"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"202"	"183"	"16"	"611"	"2"	"179"	"3"	"0"	"0"	"0"	"1"	"1"	"813"	"0"	"4"	"817"	"0"
"203"	"184"	"8"	"406"	"4"	"185"	"3"	"0"	"1"	"1"	"1"	"3"	"612"	"0"	"1"	"613"	"0"
"204"	"185"	"7"	"275"	"8"	"384"	"9"	"1"	"4"	"1"	"6"	"6"	"701"	"0"	"3"	"704"	"0"
"205"	"186"	"12"	"314"	"8"	"173"	"2"	"5"	"1"	"0"	"1"	"7"	"523"	"0"	"3"	"526"	"0"
"206"	"187"	"10"	"220"	"6"	"301"	"15"	"2"	"1"	"3"	"1"	"7"	"566"	"0"	"5"	"571"	"0"
"207"	"188"	"8"	"344"	"5"	"405"	"6"	"1"	"2"	"6"	"2"	"9"	"788"	"0"	"14"	"802"	"0"
"208"	"189"	"25"	"267"	"13"	"518"	"13"	"5"	"2"	"6"	"6"	"8"	"863"	"0"	"23"	"886"	"0"
"209"	"190"	"11"	"544"	"6"	"21"	"6"	"0"	"1"	"1"	"0"	"2"	"592"	"0"	"5"	"597"	"0"
"210"	"190A"	"12"	"609"	"9"	"24"	"1"	"0"	"0"	"1"	"0"	"2"	"658"	"0"	"4"	"662"	"0"
"211"	"191"	"2"	"561"	"1"	"23"	"1"	"0"	"0"	"1"	"0"	"1"	"590"	"0"	"6"	"596"	"0"
"212"	"192"	"8"	"952"	"6"	"74"	"2"	"1"	"1"	"1"	"1"	"3"	"1049"	"0"	"7"	"1056"	"0"
"213"	"193"	"2"	"912"	"3"	"62"	"7"	"0"	"1"	"1"	"0"	"0"	"988"	"0"	"4"	"992"	"0"
"214"	"194"	"3"	"329"	"1"	"225"	"3"	"1"	"0"	"1"	"0"	"3"	"566"	"0"	"4"	"570"	"0"
"215"	"195"	"17"	"690"	"3"	"125"	"2"	"1"	"0"	"0"	"0"	"2"	"840"	"0"	"2"	"842"	"0"
"216"	"196"	"8"	"15"	"2"	"636"	"10"	"4"	"1"	"3"	"1"	"7"	"687"	"0"	"6"	"693"	"0"
"217"	"197"	"5"	"129"	"6"	"486"	"3"	"0"	"1"	"4"	"0"	"4"	"638"	"0"	"4"	"642"	"0"
"218"	"198"	"7"	"94"	"3"	"611"	"11"	"2"	"1"	"5"	"0"	"5"	"739"	"0"	"6"	"745"	"0"
"219"	"199"	"10"	"207"	"5"	"419"	"6"	"1"	"1"	"1"	"1"	"5"	"656"	"0"	"2"	"658"	"0"
"220"	"200"	"11"	"592"	"11"	"9"	"0"	"0"	"0"	"0"	"0"	"9"	"632"	"0"	"3"	"635"	"0"
"221"	"201"	"4"	"538"	"1"	"74"	"4"	"0"	"0"	"1"	"3"	"2"	"627"	"0"	"5"	"632"	"0"
"222"	"202"	"15"	"167"	"14"	"492"	"10"	"4"	"4"	"6"	"4"	"4"	"720"	"0"	"6"	"726"	"0"
"223"	"203"	"11"	"202"	"8"	"440"	"3"	"3"	"2"	"2"	"2"	"4"	"677"	"0"	"4"	"681"	"0"
"224"	"204"	"7"	"383"	"1"	"65"	"0"	"0"	"0"	"0"	"1"	"1"	"458"	"0"	"3"	"461"	"0"
"225"	"205"	"6"	"313"	"2"	"146"	"1"	"0"	"0"	"0"	"2"	"0"	"470"	"0"	"2"	"472"	"0"
"226"	"206"	"15"	"205"	"12"	"601"	"16"	"1"	"2"	"5"	"2"	"0"	"859"	"0"	"5"	"864"	"0"
"227"	"207"	"19"	"750"	"8"	"37"	"3"	"1"	"1"	"0"	"2"	"4"	"825"	"0"	"3"	"828"	"0"
"228"	"208"	"4"	"867"	"9"	"56"	"6"	"1"	"1"	"1"	"1"	"3"	"949"	"0"	"12"	"961"	"0"
"229"	"209"	"5"	"627"	"3"	"37"	"3"	"0"	"0"	"0"	"0"	"2"	"677"	"0"	"4"	"681"	"0"
"230"	"210"	"13"	"929"	"6"	"24"	"2"	"0"	"0"	"0"	"1"	"5"	"980"	"0"	"6"	"986"	"0"
"231"	"211"	"12"	"1088"	"7"	"30"	"3"	"0"	"1"	"1"	"1"	"3"	"1146"	"0"	"4"	"1150"	"0"
"232"	"212"	"8"	"541"	"5"	"41"	"0"	"0"	"0"	"2"	"0"	"4"	"601"	"0"	"3"	"604"	"0"
"233"	"212A"	"6"	"404"	"7"	"135"	"3"	"1"	"2"	"4"	"1"	"6"	"569"	"0"	"5"	"574"	"0"
"234"	"213"	"10"	"687"	"9"	"28"	"1"	"0"	"0"	"0"	"2"	"3"	"740"	"0"	"5"	"745"	"0"
"235"	"214"	"12"	"632"	"5"	"14"	"3"	"0"	"1"	"0"	"1"	"6"	"674"	"0"	"7"	"681"	"0"
"236"	"215"	"21"	"793"	"9"	"51"	"1"	"2"	"1"	"0"	"7"	"3"	"888"	"0"	"5"	"893"	"0"
"237"	"216"	"5"	"289"	"3"	"233"	"4"	"1"	"0"	"4"	"1"	"1"	"541"	"0"	"4"	"545"	"0"
"238"	"217"	"9"	"477"	"4"	"51"	"9"	"0"	"0"	"0"	"1"	"3"	"554"	"0"	"4"	"558"	"0"
"239"	"218"	"9"	"150"	"14"	"531"	"12"	"1"	"2"	"3"	"4"	"7"	"733"	"0"	"12"	"745"	"0"
"240"	"219"	"5"	"399"	"3"	"111"	"1"	"0"	"2"	"0"	"0"	"2"	"523"	"0"	"6"	"529"	"0"
"241"	"220"	"9"	"150"	"7"	"424"	"2"	"1"	"0"	"1"	"1"	"4"	"599"	"0"	"1"	"600"	"0"
"242"	"221"	"19"	"300"	"4"	"263"	"3"	"2"	"2"	"1"	"2"	"3"	"599"	"0"	"9"	"608"	"0"
"243"	"222"	"7"	"346"	"9"	"259"	"10"	"1"	"0"	"3"	"2"	"3"	"640"	"0"	"9"	"649"	"0"
"244"	"223"	"8"	"224"	"7"	"281"	"5"	"0"	"1"	"0"	"0"	"3"	"529"	"0"	"2"	"531"	"0"
"245"	"224"	"17"	"324"	"6"	"254"	"4"	"0"	"0"	"4"	"0"	"2"	"611"	"0"	"7"	"618"	"0"
"246"	"225"	"16"	"403"	"4"	"427"	"16"	"5"	"1"	"3"	"2"	"9"	"886"	"0"	"19"	"905"	"0"
"247"	"226"	"8"	"223"	"5"	"324"	"13"	"2"	"6"	"3"	"1"	"10"	"595"	"0"	"19"	"614"	"0"
"248"	"227"	"17"	"263"	"21"	"531"	"8"	"2"	"3"	"4"	"3"	"3"	"855"	"0"	"5"	"860"	"0"
"249"	"228"	"9"	"348"	"13"	"549"	"4"	"4"	"2"	"4"	"6"	"7"	"946"	"0"	"9"	"955"	"0"
"250"	"229"	"7"	"166"	"11"	"654"	"9"	"1"	"5"	"2"	"2"	"2"	"859"	"0"	"3"	"862"	"0"
"251"	"Grand Total"	"3355"	"63552"	"2163"	"84488"	"1868"	"774"	"600"	"674"	"664"	"1072"	"159210"	"0"	"1996"	"161206"	"0"
"252"	"Place:kishanganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
