"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"123"	"107"	"428"	"83"	"5"	"9"	"1"	"1"	"2"	"5"	"0"	"1"	"1"	"0"	"3"	"4"	"9"	"35"	"17"	"6"	"5"	"2"	"2"	"619"	"0"	"2"	"621"	"0"
"124"	"108"	"604"	"24"	"5"	"1"	"1"	"1"	"3"	"3"	"4"	"2"	"1"	"1"	"2"	"2"	"5"	"4"	"16"	"2"	"5"	"0"	"0"	"686"	"0"	"1"	"687"	"0"
"125"	"109"	"253"	"67"	"16"	"1"	"0"	"0"	"1"	"7"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"349"	"0"	"0"	"349"	"0"
"126"	"110"	"390"	"16"	"4"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"10"	"18"	"9"	"0"	"1"	"0"	"0"	"455"	"0"	"2"	"457"	"0"
"127"	"111"	"355"	"170"	"33"	"3"	"3"	"2"	"4"	"7"	"1"	"2"	"19"	"2"	"2"	"6"	"18"	"23"	"17"	"5"	"30"	"0"	"2"	"704"	"0"	"4"	"708"	"0"
"128"	"112"	"349"	"198"	"53"	"2"	"3"	"3"	"0"	"14"	"2"	"10"	"11"	"3"	"1"	"4"	"12"	"19"	"6"	"2"	"8"	"3"	"0"	"703"	"0"	"7"	"710"	"0"
"129"	"112A"	"272"	"107"	"31"	"4"	"3"	"5"	"3"	"8"	"2"	"11"	"4"	"4"	"1"	"2"	"11"	"13"	"5"	"1"	"3"	"2"	"0"	"492"	"0"	"3"	"495"	"0"
"130"	"113"	"343"	"152"	"18"	"2"	"1"	"0"	"2"	"11"	"4"	"21"	"5"	"1"	"1"	"3"	"9"	"11"	"3"	"0"	"2"	"0"	"0"	"589"	"0"	"3"	"592"	"0"
"131"	"114"	"492"	"99"	"33"	"1"	"4"	"0"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"3"	"3"	"5"	"27"	"10"	"34"	"10"	"5"	"742"	"0"	"2"	"744"	"0"
"132"	"115"	"178"	"223"	"38"	"0"	"0"	"3"	"2"	"18"	"3"	"0"	"8"	"2"	"4"	"8"	"7"	"18"	"3"	"2"	"2"	"0"	"0"	"519"	"0"	"3"	"522"	"0"
"133"	"116"	"380"	"235"	"34"	"2"	"0"	"1"	"1"	"0"	"0"	"2"	"4"	"2"	"2"	"3"	"5"	"10"	"12"	"2"	"11"	"1"	"0"	"707"	"0"	"6"	"713"	"0"
"134"	"117"	"96"	"518"	"41"	"2"	"1"	"0"	"1"	"9"	"4"	"12"	"7"	"2"	"1"	"8"	"8"	"16"	"6"	"0"	"4"	"1"	"0"	"737"	"0"	"8"	"745"	"0"
"135"	"118"	"267"	"395"	"69"	"0"	"0"	"3"	"2"	"38"	"8"	"4"	"9"	"3"	"2"	"3"	"7"	"14"	"4"	"1"	"7"	"1"	"0"	"837"	"0"	"8"	"845"	"0"
"136"	"119"	"144"	"747"	"41"	"0"	"1"	"3"	"0"	"17"	"3"	"16"	"7"	"2"	"1"	"9"	"6"	"15"	"1"	"2"	"3"	"0"	"0"	"1018"	"0"	"2"	"1020"	"0"
"137"	"120"	"648"	"251"	"32"	"3"	"1"	"2"	"1"	"5"	"1"	"5"	"6"	"1"	"3"	"5"	"13"	"24"	"26"	"4"	"15"	"2"	"0"	"1048"	"0"	"2"	"1050"	"0"
"138"	"121"	"575"	"236"	"44"	"5"	"1"	"0"	"3"	"16"	"3"	"4"	"9"	"4"	"3"	"2"	"11"	"17"	"15"	"8"	"10"	"2"	"1"	"969"	"0"	"3"	"972"	"0"
"139"	"122"	"399"	"113"	"9"	"0"	"1"	"2"	"1"	"17"	"2"	"3"	"2"	"0"	"0"	"3"	"10"	"21"	"7"	"2"	"5"	"0"	"0"	"597"	"0"	"1"	"598"	"0"
"140"	"123"	"420"	"67"	"8"	"1"	"0"	"0"	"0"	"3"	"1"	"1"	"2"	"0"	"0"	"0"	"2"	"8"	"1"	"0"	"2"	"0"	"0"	"516"	"0"	"1"	"517"	"0"
"141"	"124"	"988"	"94"	"8"	"3"	"1"	"0"	"0"	"5"	"0"	"3"	"5"	"0"	"1"	"6"	"16"	"35"	"7"	"0"	"1"	"1"	"0"	"1174"	"0"	"0"	"1174"	"0"
"142"	"125"	"621"	"162"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"6"	"1"	"0"	"3"	"2"	"5"	"15"	"1"	"9"	"0"	"0"	"835"	"0"	"0"	"835"	"0"
"143"	"126"	"302"	"354"	"58"	"0"	"0"	"0"	"0"	"10"	"2"	"0"	"6"	"0"	"0"	"1"	"7"	"5"	"8"	"3"	"7"	"0"	"1"	"764"	"0"	"1"	"765"	"0"
"144"	"127"	"565"	"6"	"11"	"0"	"1"	"0"	"0"	"5"	"0"	"2"	"1"	"0"	"0"	"2"	"8"	"22"	"16"	"2"	"4"	"2"	"1"	"648"	"0"	"4"	"652"	"0"
"145"	"128"	"537"	"260"	"19"	"1"	"1"	"0"	"3"	"7"	"1"	"0"	"3"	"2"	"0"	"3"	"8"	"26"	"5"	"0"	"4"	"0"	"0"	"880"	"0"	"1"	"881"	"0"
"146"	"129"	"55"	"319"	"59"	"0"	"0"	"1"	"2"	"22"	"3"	"1"	"4"	"2"	"3"	"3"	"3"	"4"	"1"	"2"	"0"	"1"	"0"	"485"	"0"	"3"	"488"	"0"
"147"	"130"	"450"	"393"	"28"	"2"	"3"	"3"	"4"	"9"	"3"	"13"	"10"	"4"	"2"	"6"	"6"	"10"	"11"	"4"	"7"	"2"	"3"	"973"	"0"	"2"	"975"	"0"
"148"	"131"	"380"	"344"	"20"	"0"	"0"	"0"	"1"	"4"	"1"	"2"	"1"	"2"	"3"	"4"	"0"	"4"	"4"	"2"	"5"	"3"	"0"	"780"	"0"	"2"	"782"	"0"
"149"	"132"	"54"	"487"	"14"	"1"	"2"	"0"	"1"	"5"	"1"	"1"	"2"	"0"	"1"	"1"	"1"	"2"	"4"	"6"	"7"	"1"	"2"	"593"	"0"	"1"	"594"	"0"
"150"	"133"	"73"	"530"	"31"	"3"	"3"	"3"	"1"	"13"	"4"	"6"	"5"	"3"	"5"	"4"	"7"	"6"	"4"	"8"	"3"	"3"	"2"	"717"	"0"	"6"	"723"	"0"
"151"	"134"	"307"	"389"	"22"	"0"	"1"	"0"	"1"	"17"	"3"	"4"	"10"	"0"	"1"	"2"	"7"	"14"	"8"	"7"	"2"	"1"	"1"	"797"	"0"	"3"	"800"	"0"
"152"	"135"	"923"	"28"	"7"	"2"	"0"	"0"	"1"	"18"	"1"	"0"	"2"	"2"	"2"	"5"	"9"	"23"	"42"	"5"	"6"	"1"	"3"	"1080"	"0"	"1"	"1081"	"0"
"153"	"136"	"294"	"574"	"18"	"3"	"2"	"0"	"3"	"2"	"0"	"3"	"16"	"3"	"1"	"7"	"12"	"36"	"9"	"4"	"3"	"1"	"0"	"991"	"0"	"0"	"991"	"0"
"154"	"137"	"54"	"741"	"11"	"2"	"2"	"1"	"4"	"1"	"1"	"1"	"7"	"0"	"3"	"0"	"3"	"1"	"4"	"0"	"5"	"1"	"0"	"842"	"0"	"1"	"843"	"0"
"155"	"138"	"100"	"518"	"12"	"0"	"0"	"0"	"4"	"2"	"2"	"4"	"13"	"1"	"1"	"1"	"3"	"4"	"2"	"1"	"8"	"0"	"1"	"677"	"0"	"2"	"679"	"0"
"156"	"139"	"988"	"30"	"16"	"0"	"1"	"0"	"4"	"2"	"2"	"8"	"5"	"0"	"2"	"4"	"10"	"36"	"9"	"3"	"2"	"1"	"0"	"1123"	"0"	"0"	"1123"	"0"
"157"	"140"	"18"	"192"	"9"	"0"	"2"	"0"	"0"	"3"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"228"	"0"	"0"	"228"	"0"
"158"	"141"	"698"	"96"	"5"	"1"	"0"	"3"	"0"	"2"	"0"	"3"	"1"	"0"	"0"	"1"	"10"	"9"	"14"	"0"	"4"	"0"	"0"	"847"	"0"	"0"	"847"	"0"
"159"	"142"	"487"	"32"	"7"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"3"	"3"	"1"	"0"	"5"	"0"	"0"	"546"	"0"	"0"	"546"	"0"
"160"	"143"	"569"	"7"	"13"	"1"	"0"	"2"	"0"	"2"	"2"	"4"	"0"	"0"	"0"	"1"	"5"	"18"	"14"	"0"	"9"	"1"	"0"	"648"	"0"	"3"	"651"	"0"
"161"	"144"	"385"	"176"	"29"	"2"	"0"	"2"	"5"	"5"	"3"	"5"	"1"	"0"	"1"	"0"	"9"	"20"	"11"	"7"	"9"	"0"	"0"	"670"	"0"	"3"	"673"	"0"
"162"	"145"	"82"	"100"	"224"	"2"	"0"	"0"	"3"	"58"	"4"	"3"	"6"	"1"	"1"	"0"	"6"	"13"	"1"	"1"	"0"	"1"	"1"	"507"	"0"	"1"	"508"	"0"
"163"	"146"	"422"	"110"	"19"	"0"	"4"	"0"	"4"	"16"	"2"	"28"	"6"	"2"	"0"	"2"	"5"	"15"	"4"	"2"	"3"	"1"	"0"	"645"	"0"	"1"	"646"	"0"
"164"	"147"	"238"	"254"	"30"	"1"	"1"	"0"	"5"	"15"	"2"	"0"	"8"	"1"	"1"	"2"	"8"	"1"	"11"	"5"	"27"	"9"	"2"	"621"	"0"	"1"	"622"	"0"
"165"	"148"	"635"	"118"	"10"	"1"	"1"	"1"	"2"	"2"	"3"	"1"	"4"	"1"	"0"	"1"	"4"	"3"	"27"	"13"	"17"	"7"	"1"	"852"	"0"	"10"	"862"	"0"
"166"	"149"	"574"	"80"	"5"	"1"	"3"	"0"	"0"	"4"	"0"	"21"	"1"	"0"	"1"	"2"	"22"	"34"	"11"	"5"	"5"	"1"	"1"	"771"	"0"	"6"	"777"	"0"
"167"	"150"	"524"	"14"	"2"	"2"	"13"	"1"	"0"	"2"	"0"	"74"	"3"	"1"	"2"	"4"	"5"	"5"	"9"	"4"	"8"	"3"	"0"	"676"	"0"	"3"	"679"	"0"
"168"	"151"	"602"	"70"	"1"	"2"	"5"	"1"	"1"	"0"	"2"	"170"	"4"	"0"	"2"	"0"	"3"	"0"	"10"	"1"	"3"	"0"	"1"	"878"	"0"	"1"	"879"	"0"
"169"	"152"	"696"	"210"	"12"	"3"	"6"	"2"	"6"	"10"	"3"	"57"	"7"	"2"	"3"	"10"	"14"	"34"	"15"	"3"	"8"	"2"	"2"	"1105"	"0"	"3"	"1108"	"0"
"170"	"153"	"806"	"92"	"6"	"0"	"2"	"1"	"2"	"0"	"0"	"6"	"1"	"1"	"1"	"2"	"11"	"29"	"29"	"2"	"3"	"1"	"1"	"996"	"0"	"5"	"1001"	"0"
"171"	"154"	"633"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"11"	"2"	"0"	"0"	"0"	"2"	"1"	"8"	"0"	"2"	"0"	"0"	"660"	"0"	"0"	"660"	"0"
"172"	"155"	"691"	"15"	"3"	"1"	"1"	"2"	"0"	"3"	"4"	"39"	"7"	"3"	"3"	"5"	"18"	"29"	"12"	"0"	"1"	"0"	"0"	"837"	"0"	"1"	"838"	"0"
"173"	"156"	"501"	"54"	"6"	"2"	"11"	"0"	"4"	"3"	"2"	"118"	"10"	"1"	"3"	"9"	"11"	"29"	"7"	"1"	"7"	"0"	"0"	"779"	"0"	"4"	"783"	"0"
"174"	"157"	"12"	"314"	"10"	"1"	"2"	"0"	"4"	"1"	"3"	"0"	"5"	"2"	"0"	"6"	"8"	"7"	"1"	"0"	"2"	"0"	"0"	"378"	"0"	"2"	"380"	"0"
"175"	"158"	"623"	"116"	"2"	"1"	"0"	"0"	"2"	"6"	"1"	"1"	"2"	"2"	"1"	"1"	"6"	"33"	"3"	"2"	"4"	"0"	"0"	"806"	"0"	"2"	"808"	"0"
"176"	"159"	"181"	"659"	"30"	"6"	"0"	"0"	"1"	"2"	"0"	"1"	"6"	"2"	"0"	"2"	"8"	"16"	"9"	"8"	"3"	"0"	"1"	"935"	"0"	"1"	"936"	"0"
"177"	"160"	"399"	"222"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"2"	"5"	"0"	"0"	"2"	"0"	"9"	"7"	"0"	"21"	"3"	"1"	"678"	"0"	"2"	"680"	"0"
"178"	"161"	"457"	"50"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"2"	"7"	"0"	"1"	"1"	"0"	"529"	"0"	"2"	"531"	"0"
"179"	"162"	"243"	"317"	"2"	"2"	"1"	"0"	"2"	"1"	"1"	"1"	"6"	"0"	"4"	"2"	"11"	"10"	"4"	"3"	"2"	"0"	"2"	"614"	"0"	"5"	"619"	"0"
"180"	"163"	"777"	"98"	"5"	"3"	"6"	"1"	"4"	"2"	"2"	"40"	"3"	"1"	"1"	"1"	"5"	"6"	"13"	"2"	"6"	"3"	"0"	"979"	"0"	"1"	"980"	"0"
"181"	"164"	"582"	"147"	"4"	"1"	"2"	"0"	"3"	"4"	"1"	"3"	"3"	"1"	"1"	"2"	"9"	"1"	"9"	"3"	"6"	"2"	"0"	"784"	"0"	"1"	"785"	"0"
"182"	"165"	"403"	"187"	"6"	"0"	"1"	"1"	"1"	"2"	"1"	"6"	"2"	"1"	"0"	"0"	"3"	"1"	"6"	"5"	"14"	"2"	"1"	"643"	"0"	"2"	"645"	"0"
"183"	"166"	"589"	"185"	"22"	"5"	"1"	"1"	"2"	"1"	"0"	"3"	"4"	"1"	"1"	"2"	"6"	"5"	"11"	"3"	"14"	"4"	"6"	"866"	"0"	"1"	"867"	"0"
"184"	"167"	"322"	"37"	"6"	"1"	"20"	"2"	"3"	"1"	"3"	"123"	"7"	"1"	"5"	"0"	"4"	"4"	"8"	"7"	"9"	"2"	"2"	"567"	"0"	"3"	"570"	"0"
"185"	"168"	"530"	"193"	"5"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"3"	"1"	"0"	"7"	"6"	"16"	"22"	"5"	"4"	"1"	"0"	"798"	"0"	"2"	"800"	"0"
"186"	"169"	"710"	"108"	"2"	"1"	"2"	"0"	"2"	"1"	"2"	"15"	"6"	"2"	"6"	"3"	"16"	"22"	"6"	"0"	"3"	"2"	"0"	"909"	"0"	"0"	"909"	"0"
"187"	"170"	"406"	"76"	"9"	"5"	"23"	"2"	"2"	"3"	"2"	"216"	"10"	"4"	"2"	"10"	"15"	"12"	"16"	"3"	"9"	"1"	"1"	"827"	"0"	"6"	"833"	"0"
"188"	"171"	"381"	"100"	"2"	"4"	"14"	"1"	"2"	"3"	"5"	"170"	"10"	"5"	"3"	"6"	"15"	"22"	"23"	"2"	"6"	"3"	"2"	"779"	"0"	"6"	"785"	"0"
"189"	"172"	"464"	"49"	"6"	"5"	"24"	"6"	"3"	"6"	"4"	"284"	"19"	"3"	"4"	"5"	"2"	"7"	"15"	"1"	"7"	"1"	"0"	"915"	"0"	"4"	"919"	"0"
"190"	"173"	"563"	"33"	"2"	"1"	"2"	"0"	"1"	"2"	"2"	"29"	"5"	"0"	"1"	"1"	"5"	"7"	"6"	"0"	"6"	"0"	"0"	"666"	"0"	"1"	"667"	"0"
"191"	"174"	"630"	"18"	"9"	"4"	"11"	"4"	"3"	"0"	"5"	"27"	"2"	"1"	"1"	"1"	"3"	"4"	"6"	"1"	"4"	"1"	"0"	"735"	"0"	"0"	"735"	"0"
"192"	"175"	"458"	"74"	"5"	"0"	"0"	"3"	"1"	"0"	"1"	"9"	"1"	"1"	"0"	"6"	"11"	"22"	"29"	"3"	"3"	"2"	"3"	"632"	"0"	"3"	"635"	"0"
"193"	"176"	"524"	"114"	"3"	"1"	"8"	"0"	"1"	"2"	"0"	"65"	"3"	"0"	"1"	"0"	"2"	"6"	"28"	"6"	"22"	"2"	"2"	"790"	"0"	"9"	"799"	"0"
"194"	"177"	"704"	"189"	"7"	"2"	"2"	"0"	"1"	"5"	"1"	"5"	"6"	"6"	"2"	"9"	"14"	"41"	"17"	"3"	"7"	"1"	"1"	"1023"	"0"	"3"	"1026"	"0"
"195"	"178"	"173"	"332"	"2"	"0"	"2"	"0"	"1"	"3"	"0"	"21"	"4"	"0"	"0"	"0"	"2"	"3"	"1"	"0"	"5"	"1"	"2"	"552"	"0"	"1"	"553"	"0"
"196"	"179"	"197"	"517"	"19"	"8"	"6"	"2"	"4"	"16"	"1"	"53"	"15"	"2"	"5"	"2"	"11"	"11"	"7"	"19"	"6"	"1"	"2"	"904"	"0"	"5"	"909"	"0"
"197"	"180"	"831"	"114"	"5"	"2"	"2"	"1"	"2"	"4"	"1"	"9"	"2"	"0"	"0"	"4"	"5"	"3"	"19"	"7"	"17"	"0"	"2"	"1030"	"0"	"3"	"1033"	"0"
"198"	"181"	"307"	"300"	"10"	"3"	"4"	"0"	"4"	"2"	"2"	"25"	"15"	"2"	"2"	"2"	"2"	"21"	"20"	"9"	"13"	"2"	"2"	"747"	"0"	"5"	"752"	"0"
"199"	"182"	"471"	"74"	"5"	"0"	"1"	"1"	"3"	"0"	"2"	"42"	"9"	"4"	"3"	"7"	"6"	"16"	"4"	"2"	"1"	"0"	"0"	"651"	"0"	"0"	"651"	"0"
"200"	"183"	"425"	"161"	"4"	"1"	"1"	"0"	"0"	"2"	"0"	"4"	"4"	"1"	"1"	"4"	"9"	"14"	"17"	"5"	"13"	"2"	"3"	"671"	"0"	"5"	"676"	"0"
"201"	"184"	"371"	"35"	"6"	"0"	"1"	"0"	"0"	"1"	"0"	"9"	"3"	"2"	"0"	"1"	"11"	"16"	"21"	"2"	"2"	"1"	"2"	"484"	"0"	"5"	"489"	"0"
"202"	"185"	"249"	"67"	"2"	"1"	"2"	"0"	"1"	"0"	"0"	"17"	"1"	"1"	"0"	"2"	"2"	"6"	"11"	"2"	"4"	"0"	"0"	"368"	"0"	"0"	"368"	"0"
"203"	"186"	"415"	"249"	"7"	"3"	"1"	"4"	"1"	"3"	"0"	"10"	"6"	"3"	"0"	"4"	"6"	"10"	"4"	"2"	"4"	"1"	"1"	"734"	"0"	"0"	"734"	"0"
"204"	"187"	"422"	"3"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"5"	"24"	"6"	"0"	"1"	"0"	"0"	"469"	"0"	"0"	"469"	"0"
"205"	"188"	"638"	"161"	"8"	"2"	"2"	"0"	"2"	"4"	"1"	"11"	"2"	"1"	"1"	"1"	"4"	"3"	"5"	"1"	"7"	"1"	"1"	"856"	"0"	"1"	"857"	"0"
"206"	"189"	"317"	"550"	"9"	"2"	"3"	"4"	"5"	"4"	"4"	"14"	"8"	"1"	"2"	"2"	"6"	"9"	"5"	"5"	"22"	"6"	"2"	"980"	"0"	"5"	"985"	"0"
"207"	"190"	"185"	"223"	"6"	"7"	"14"	"5"	"3"	"6"	"4"	"113"	"12"	"6"	"6"	"3"	"15"	"31"	"11"	"11"	"7"	"0"	"1"	"669"	"0"	"3"	"672"	"0"
"208"	"191"	"399"	"90"	"3"	"4"	"11"	"2"	"1"	"2"	"0"	"89"	"7"	"1"	"0"	"1"	"3"	"7"	"2"	"0"	"2"	"1"	"0"	"625"	"0"	"0"	"625"	"0"
"209"	"192"	"181"	"179"	"13"	"1"	"4"	"1"	"2"	"5"	"2"	"43"	"7"	"1"	"0"	"2"	"3"	"13"	"2"	"1"	"3"	"0"	"1"	"464"	"0"	"3"	"467"	"0"
"210"	"193"	"544"	"15"	"4"	"0"	"2"	"1"	"0"	"0"	"2"	"34"	"0"	"0"	"1"	"1"	"1"	"6"	"29"	"3"	"17"	"2"	"3"	"665"	"0"	"6"	"671"	"0"
"211"	"194"	"692"	"78"	"6"	"1"	"10"	"2"	"1"	"5"	"3"	"33"	"11"	"6"	"3"	"5"	"23"	"46"	"29"	"8"	"12"	"5"	"3"	"982"	"0"	"3"	"985"	"0"
"212"	"195"	"731"	"115"	"8"	"5"	"0"	"1"	"1"	"0"	"2"	"21"	"2"	"2"	"3"	"3"	"26"	"26"	"30"	"4"	"10"	"1"	"0"	"991"	"0"	"2"	"993"	"0"
"213"	"196"	"567"	"25"	"20"	"3"	"1"	"1"	"1"	"1"	"0"	"9"	"0"	"0"	"1"	"2"	"13"	"19"	"23"	"7"	"9"	"1"	"3"	"706"	"0"	"6"	"712"	"0"
"214"	"197"	"341"	"401"	"4"	"8"	"11"	"2"	"3"	"9"	"4"	"65"	"20"	"4"	"3"	"5"	"15"	"31"	"16"	"8"	"14"	"4"	"1"	"969"	"0"	"4"	"973"	"0"
"215"	"198"	"327"	"16"	"2"	"1"	"7"	"1"	"4"	"2"	"2"	"140"	"12"	"4"	"2"	"2"	"13"	"17"	"4"	"3"	"5"	"0"	"0"	"564"	"0"	"1"	"565"	"0"
"216"	"199"	"247"	"324"	"21"	"5"	"7"	"3"	"2"	"11"	"5"	"72"	"14"	"4"	"8"	"8"	"14"	"31"	"6"	"11"	"6"	"2"	"1"	"802"	"0"	"3"	"805"	"0"
"217"	"200"	"910"	"112"	"7"	"0"	"2"	"0"	"1"	"2"	"3"	"42"	"4"	"1"	"3"	"4"	"15"	"18"	"8"	"1"	"7"	"1"	"1"	"1142"	"0"	"0"	"1142"	"0"
"218"	"201"	"57"	"616"	"16"	"0"	"0"	"3"	"6"	"5"	"0"	"4"	"22"	"1"	"2"	"8"	"4"	"6"	"3"	"6"	"8"	"2"	"0"	"769"	"0"	"1"	"770"	"0"
"219"	"202"	"342"	"356"	"9"	"2"	"3"	"0"	"5"	"7"	"4"	"42"	"16"	"3"	"7"	"5"	"10"	"15"	"12"	"0"	"8"	"1"	"2"	"849"	"0"	"1"	"850"	"0"
"220"	"203"	"306"	"93"	"4"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"2"	"1"	"3"	"4"	"7"	"2"	"2"	"430"	"0"	"1"	"431"	"0"
"221"	"204"	"384"	"154"	"7"	"0"	"5"	"0"	"2"	"0"	"4"	"96"	"10"	"3"	"2"	"6"	"10"	"13"	"4"	"2"	"4"	"1"	"0"	"707"	"0"	"0"	"707"	"0"
"222"	"204A"	"176"	"151"	"3"	"1"	"2"	"1"	"3"	"2"	"2"	"37"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"387"	"0"	"0"	"387"	"0"
"223"	"205"	"409"	"80"	"4"	"4"	"8"	"4"	"3"	"5"	"6"	"79"	"6"	"4"	"1"	"4"	"12"	"23"	"16"	"3"	"22"	"3"	"2"	"698"	"0"	"2"	"700"	"0"
"224"	"205A"	"193"	"145"	"6"	"0"	"3"	"0"	"2"	"3"	"1"	"39"	"6"	"2"	"1"	"5"	"3"	"16"	"1"	"0"	"0"	"0"	"0"	"426"	"0"	"0"	"426"	"0"
"225"	"206"	"304"	"5"	"1"	"1"	"1"	"0"	"3"	"0"	"1"	"142"	"5"	"1"	"2"	"0"	"1"	"4"	"55"	"2"	"15"	"4"	"1"	"548"	"0"	"5"	"553"	"0"
"226"	"207"	"298"	"5"	"2"	"2"	"30"	"1"	"2"	"1"	"2"	"262"	"9"	"6"	"1"	"1"	"7"	"4"	"5"	"3"	"5"	"1"	"0"	"647"	"0"	"0"	"647"	"0"
"227"	"207A"	"172"	"5"	"0"	"0"	"15"	"0"	"0"	"1"	"2"	"199"	"0"	"0"	"3"	"3"	"4"	"3"	"0"	"3"	"1"	"1"	"0"	"412"	"0"	"1"	"413"	"0"
"228"	"208"	"109"	"387"	"10"	"1"	"4"	"1"	"0"	"2"	"1"	"61"	"9"	"0"	"0"	"0"	"4"	"0"	"3"	"7"	"4"	"2"	"0"	"605"	"0"	"3"	"608"	"0"
"229"	"209"	"355"	"66"	"6"	"0"	"2"	"0"	"2"	"0"	"1"	"19"	"3"	"0"	"1"	"4"	"4"	"8"	"10"	"0"	"7"	"0"	"0"	"488"	"0"	"1"	"489"	"0"
"230"	"210"	"431"	"60"	"4"	"0"	"18"	"1"	"2"	"2"	"3"	"92"	"16"	"2"	"0"	"4"	"7"	"28"	"16"	"2"	"8"	"5"	"0"	"701"	"0"	"1"	"702"	"0"
"231"	"211"	"549"	"30"	"4"	"0"	"25"	"2"	"1"	"1"	"1"	"194"	"16"	"2"	"2"	"2"	"7"	"2"	"20"	"13"	"18"	"5"	"4"	"898"	"0"	"8"	"906"	"0"
"232"	"212"	"409"	"7"	"4"	"2"	"28"	"2"	"0"	"0"	"2"	"175"	"10"	"3"	"1"	"6"	"22"	"24"	"4"	"0"	"7"	"0"	"4"	"710"	"0"	"6"	"716"	"0"
"233"	"213"	"335"	"163"	"1"	"1"	"7"	"3"	"3"	"1"	"1"	"138"	"10"	"3"	"0"	"2"	"3"	"1"	"12"	"7"	"11"	"2"	"4"	"708"	"0"	"5"	"713"	"0"
"234"	"214"	"160"	"155"	"8"	"2"	"8"	"1"	"3"	"4"	"3"	"82"	"8"	"0"	"4"	"0"	"7"	"13"	"6"	"1"	"2"	"0"	"1"	"468"	"0"	"0"	"468"	"0"
"235"	"215"	"476"	"31"	"6"	"2"	"24"	"3"	"4"	"3"	"11"	"342"	"12"	"4"	"4"	"7"	"17"	"31"	"11"	"4"	"3"	"1"	"1"	"997"	"0"	"7"	"1004"	"0"
"236"	"216"	"246"	"52"	"3"	"1"	"14"	"0"	"1"	"2"	"7"	"238"	"5"	"2"	"0"	"0"	"1"	"1"	"2"	"3"	"3"	"2"	"0"	"583"	"0"	"1"	"584"	"0"
"237"	"217"	"332"	"61"	"4"	"4"	"32"	"2"	"3"	"2"	"7"	"358"	"22"	"2"	"1"	"6"	"21"	"17"	"18"	"3"	"4"	"3"	"4"	"906"	"0"	"5"	"911"	"0"
"238"	"218"	"671"	"26"	"6"	"1"	"23"	"2"	"1"	"3"	"9"	"242"	"12"	"2"	"4"	"4"	"8"	"4"	"32"	"13"	"25"	"11"	"5"	"1104"	"0"	"2"	"1106"	"0"
"239"	"219"	"281"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"5"	"6"	"3"	"0"	"1"	"0"	"0"	"300"	"0"	"0"	"300"	"0"
"240"	"220"	"954"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"1"	"4"	"7"	"25"	"3"	"6"	"3"	"1"	"0"	"1024"	"0"	"1"	"1025"	"0"
"241"	"221"	"285"	"448"	"15"	"1"	"2"	"1"	"3"	"1"	"2"	"1"	"5"	"0"	"1"	"4"	"6"	"22"	"27"	"4"	"7"	"1"	"1"	"837"	"0"	"6"	"843"	"0"
"242"	"222"	"16"	"350"	"6"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"8"	"2"	"0"	"1"	"0"	"0"	"394"	"0"	"0"	"394"	"0"
"243"	"223"	"665"	"7"	"5"	"0"	"1"	"1"	"0"	"1"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"10"	"10"	"1"	"3"	"0"	"0"	"712"	"0"	"3"	"715"	"0"
"244"	"224"	"292"	"20"	"4"	"0"	"0"	"0"	"0"	"1"	"0"	"6"	"2"	"2"	"1"	"2"	"2"	"11"	"1"	"1"	"2"	"0"	"0"	"347"	"0"	"1"	"348"	"0"
"245"	"225"	"918"	"8"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"2"	"1"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"948"	"0"	"0"	"948"	"0"
