"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"
"1"	"(Chapter XV,PARA 15.27.9)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"[SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 15-Muzaffarpur PARLIAMENTARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"CONSTITUENCY PART I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Total No. of Electors in Assembly Constituency/Segment :  230764"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Name of the Assembly/Segment:  Sakra(92)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"10"	"Serial No. of Polling Station"	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of rejected votes"	"NOTA"	"Total"	"No.of tendere d votes"
"11"	""	"Akhilesh Pd. Singh"	"Ajay Nishad"	"Rajeev Ranjan"	"Vijendra Choudh ary"	"Akshay Verma"	"Ashok Kumar Jha"	"Ashok Kumar Singh"	"Kunal Priyadar shi"	"Devendr a Rakesh"	"Naval Kishore Jha"	"Nilu Singh"	"Pankaj Kumar Srivasta va"	"Prabhat Suman"	"Madhur Sheel"	"Mahesh Rai"	"Raghve ndra Pratap Singh"	"Rajesh Kumar"	"Shatrud han Sahani"	"Ajitansh Gaur"	"Kamlesh Choudh ary"	"Deepak Kumar"	"Nagesh war Prasad Singh"	"Mahesh Paswan"	"Moham mad Anwarul Haque"	"Mohmm ad Taiyab"	"Ravi Shankar Paswan"	"Rupesh Kumar Kuar"	"Shravan Kumar Jha"	"Suresh Kumar"	""	""	""	""	""
"86"	"72"	"110"	"582"	"6"	"73"	"5"	"12"	"2"	"2"	"2"	"0"	"1"	"1"	"1"	"1"	"6"	"5"	"2"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"817"	"0"	"0"	"817"	"0"
"87"	"73"	"207"	"203"	"3"	"43"	"2"	"11"	"0"	"0"	"0"	"2"	"0"	"1"	"2"	"4"	"2"	"18"	"3"	"1"	"2"	"0"	"0"	"3"	"1"	"2"	"0"	"1"	"1"	"1"	"6"	"519"	"0"	"10"	"529"	"0"
"88"	"74"	"337"	"167"	"6"	"70"	"2"	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"2"	"5"	"4"	"7"	"10"	"1"	"2"	"1"	"5"	"0"	"4"	"1"	"5"	"2"	"2"	"4"	"655"	"0"	"8"	"663"	"0"
"89"	"75"	"171"	"290"	"3"	"34"	"2"	"9"	"3"	"3"	"2"	"0"	"2"	"4"	"3"	"5"	"3"	"8"	"6"	"6"	"1"	"0"	"2"	"7"	"2"	"4"	"0"	"3"	"2"	"8"	"5"	"588"	"0"	"7"	"595"	"0"
"90"	"76"	"70"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"93"	"0"	"1"	"94"	"0"
"91"	"77"	"466"	"265"	"4"	"68"	"4"	"20"	"5"	"1"	"4"	"1"	"2"	"5"	"5"	"7"	"9"	"21"	"13"	"1"	"2"	"3"	"1"	"6"	"0"	"3"	"1"	"5"	"4"	"4"	"3"	"933"	"0"	"5"	"938"	"0"
"92"	"78"	"454"	"350"	"12"	"58"	"3"	"9"	"5"	"1"	"1"	"0"	"0"	"4"	"3"	"1"	"0"	"7"	"1"	"2"	"2"	"0"	"1"	"3"	"1"	"1"	"3"	"0"	"0"	"1"	"0"	"923"	"0"	"8"	"931"	"0"
"93"	"79"	"67"	"287"	"3"	"52"	"2"	"8"	"1"	"0"	"2"	"1"	"0"	"1"	"7"	"2"	"4"	"5"	"0"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"451"	"0"	"7"	"458"	"0"
"94"	"80"	"350"	"488"	"11"	"152"	"1"	"21"	"2"	"3"	"1"	"3"	"1"	"2"	"8"	"0"	"4"	"2"	"4"	"6"	"2"	"0"	"2"	"3"	"1"	"1"	"1"	"1"	"1"	"1"	"4"	"107
6"	"0"	"9"	"108
5"	"0"
"95"	"81"	"417"	"18"	"1"	"30"	"0"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"5"	"4"	"1"	"3"	"4"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"498"	"0"	"6"	"504"	"0"
"96"	"82"	"411"	"393"	"8"	"124"	"10"	"22"	"11"	"3"	"2"	"4"	"5"	"6"	"15"	"8"	"20"	"35"	"10"	"3"	"0"	"4"	"2"	"11"	"3"	"2"	"1"	"2"	"1"	"2"	"5"	"112
3"	"0"	"4"	"112
7"	"0"
"97"	"83"	"347"	"174"	"5"	"8"	"3"	"3"	"1"	"1"	"1"	"0"	"1"	"4"	"4"	"1"	"10"	"22"	"4"	"1"	"0"	"1"	"1"	"4"	"1"	"2"	"1"	"0"	"0"	"3"	"3"	"606"	"0"	"2"	"608"	"0"
"98"	"84"	"369"	"139"	"2"	"12"	"1"	"6"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"2"	"8"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"550"	"0"	"1"	"551"	"0"
"99"	"85"	"306"	"402"	"5"	"36"	"2"	"10"	"3"	"2"	"1"	"0"	"1"	"0"	"3"	"5"	"6"	"7"	"7"	"4"	"2"	"2"	"0"	"16"	"2"	"3"	"1"	"2"	"1"	"3"	"6"	"838"	"0"	"12"	"850"	"0"
"100"	"86"	"81"	"777"	"11"	"51"	"1"	"18"	"5"	"3"	"1"	"0"	"1"	"5"	"4"	"2"	"5"	"4"	"3"	"9"	"1"	"2"	"4"	"6"	"0"	"0"	"1"	"0"	"0"	"2"	"4"	"100
1"	"0"	"2"	"100
3"	"0"
"101"	"87"	"142"	"649"	"22"	"47"	"1"	"14"	"1"	"1"	"3"	"3"	"1"	"3"	"5"	"1"	"8"	"3"	"14"	"12"	"9"	"7"	"3"	"13"	"4"	"2"	"0"	"4"	"4"	"8"	"18"	"100
2"	"0"	"17"	"101
9"	"0"
"102"	"88"	"148"	"227"	"3"	"16"	"4"	"2"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"1"	"8"	"7"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"431"	"0"	"0"	"431"	"0"
"103"	"89"	"78"	"343"	"4"	"19"	"1"	"2"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"3"	"3"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"464"	"0"	"0"	"464"	"0"
"104"	"90"	"153"	"412"	"10"	"16"	"3"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"8"	"12"	"2"	"0"	"0"	"8"	"4"	"3"	"5"	"4"	"1"	"0"	"16"	"666"	"0"	"18"	"684"	"0"
"105"	"91"	"157"	"289"	"5"	"8"	"1"	"1"	"1"	"0"	"0"	"4"	"0"	"2"	"2"	"1"	"2"	"8"	"13"	"4"	"3"	"2"	"1"	"2"	"0"	"4"	"3"	"0"	"2"	"2"	"2"	"519"	"0"	"12"	"531"	"0"
"106"	"92"	"404"	"309"	"6"	"14"	"1"	"2"	"4"	"4"	"1"	"4"	"1"	"3"	"5"	"1"	"4"	"6"	"7"	"6"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"0"	"0"	"2"	"3"	"797"	"0"	"7"	"804"	"0"
"107"	"93"	"294"	"151"	"6"	"10"	"0"	"3"	"3"	"1"	"2"	"2"	"2"	"3"	"5"	"5"	"9"	"25"	"14"	"8"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"5"	"564"	"0"	"13"	"577"	"0"
"108"	"94"	"204"	"206"	"5"	"4"	"4"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"2"	"10"	"7"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"2"	"459"	"0"	"4"	"463"	"0"
"109"	"95"	"111"	"736"	"10"	"46"	"4"	"12"	"4"	"1"	"3"	"2"	"0"	"1"	"0"	"2"	"2"	"3"	"6"	"5"	"4"	"3"	"0"	"14"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"973"	"0"	"5"	"978"	"0"
"110"	"96"	"106"	"311"	"5"	"18"	"2"	"7"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"5"	"6"	"7"	"1"	"3"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"3"	"486"	"0"	"4"	"490"	"0"
"111"	"97"	"215"	"261"	"6"	"9"	"1"	"5"	"2"	"1"	"1"	"0"	"0"	"2"	"3"	"4"	"2"	"11"	"2"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"2"	"1"	"0"	"1"	"2"	"535"	"0"	"4"	"539"	"0"
"112"	"98"	"225"	"309"	"5"	"6"	"0"	"4"	"2"	"1"	"4"	"1"	"0"	"0"	"2"	"1"	"4"	"13"	"12"	"13"	"5"	"4"	"4"	"10"	"1"	"4"	"4"	"1"	"8"	"5"	"12"	"660"	"0"	"24"	"684"	"0"
"113"	"99"	"15"	"452"	"6"	"28"	"1"	"5"	"0"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"2"	"3"	"1"	"2"	"2"	"0"	"0"	"4"	"0"	"1"	"1"	"1"	"2"	"0"	"1"	"533"	"0"	"2"	"535"	"0"
"114"	"100"	"161"	"110"	"3"	"117"	"2"	"14"	"1"	"0"	"0"	"0"	"2"	"2"	"9"	"0"	"2"	"5"	"1"	"3"	"1"	"6"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"2"	"4"	"450"	"0"	"5"	"455"	"0"
"115"	"101"	"359"	"122"	"2"	"8"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"5"	"3"	"2"	"5"	"11"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"528"	"0"	"5"	"533"	"0"
"116"	"101
A"	"229"	"214"	"0"	"15"	"1"	"4"	"2"	"2"	"4"	"2"	"1"	"3"	"2"	"3"	"8"	"18"	"3"	"1"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"521"	"0"	"4"	"525"	"0"
"117"	"102"	"79"	"269"	"3"	"17"	"1"	"3"	"4"	"2"	"1"	"0"	"2"	"0"	"1"	"0"	"3"	"3"	"2"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"2"	"0"	"4"	"401"	"0"	"0"	"401"	"0"
"118"	"103"	"63"	"409"	"6"	"19"	"2"	"8"	"2"	"1"	"2"	"1"	"0"	"0"	"4"	"1"	"13"	"6"	"9"	"6"	"3"	"0"	"1"	"8"	"0"	"0"	"1"	"4"	"0"	"4"	"3"	"576"	"0"	"5"	"581"	"0"
"119"	"104"	"211"	"243"	"7"	"28"	"3"	"14"	"0"	"4"	"3"	"1"	"0"	"2"	"0"	"0"	"8"	"10"	"4"	"3"	"0"	"1"	"2"	"4"	"2"	"1"	"1"	"3"	"6"	"3"	"4"	"568"	"0"	"4"	"572"	"0"
"120"	"105"	"108"	"329"	"2"	"8"	"1"	"7"	"2"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"2"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"2"	"3"	"478"	"0"	"1"	"479"	"0"
"121"	"106"	"27"	"279"	"6"	"20"	"1"	"6"	"1"	"0"	"0"	"1"	"1"	"2"	"101"	"1"	"2"	"8"	"0"	"1"	"1"	"0"	"1"	"5"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"469"	"0"	"3"	"472"	"0"
"122"	"107"	"30"	"266"	"11"	"77"	"3"	"22"	"1"	"3"	"0"	"0"	"0"	"1"	"66"	"1"	"6"	"3"	"3"	"0"	"1"	"1"	"1"	"14"	"0"	"1"	"0"	"2"	"1"	"3"	"4"	"521"	"0"	"3"	"524"	"0"
"123"	"108"	"130"	"594"	"9"	"32"	"5"	"7"	"5"	"0"	"3"	"4"	"1"	"3"	"7"	"4"	"10"	"14"	"12"	"16"	"9"	"6"	"7"	"29"	"5"	"6"	"2"	"4"	"6"	"10"	"19"	"959"	"0"	"14"	"973"	"0"
"124"	"109"	"14"	"365"	"6"	"39"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"5"	"1"	"1"	"7"	"3"	"6"	"2"	"3"	"2"	"3"	"1"	"7"	"1"	"5"	"3"	"493"	"0"	"6"	"499"	"0"
"125"	"110"	"60"	"335"	"14"	"54"	"4"	"17"	"2"	"1"	"2"	"3"	"1"	"1"	"5"	"1"	"4"	"5"	"2"	"6"	"1"	"4"	"2"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"531"	"0"	"2"	"533"	"0"
"126"	"111"	"191"	"429"	"8"	"50"	"5"	"18"	"2"	"3"	"2"	"1"	"1"	"5"	"2"	"1"	"3"	"9"	"6"	"3"	"2"	"0"	"3"	"6"	"4"	"16"	"1"	"1"	"1"	"4"	"5"	"782"	"0"	"6"	"788"	"0"
"127"	"112"	"382"	"218"	"10"	"9"	"3"	"5"	"2"	"0"	"2"	"3"	"4"	"6"	"10"	"4"	"12"	"20"	"9"	"5"	"6"	"0"	"2"	"4"	"3"	"2"	"1"	"1"	"0"	"4"	"4"	"731"	"0"	"15"	"746"	"0"
"128"	"113"	"30"	"411"	"5"	"40"	"0"	"11"	"1"	"0"	"0"	"3"	"3"	"0"	"3"	"1"	"13"	"0"	"2"	"10"	"0"	"1"	"1"	"5"	"0"	"1"	"1"	"1"	"0"	"3"	"11"	"557"	"0"	"11"	"568"	"0"
"129"	"114"	"118"	"365"	"4"	"32"	"0"	"7"	"2"	"1"	"0"	"0"	"1"	"2"	"4"	"5"	"5"	"6"	"1"	"5"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"2"	"567"	"0"	"13"	"580"	"0"
"130"	"115"	"99"	"321"	"6"	"34"	"0"	"4"	"0"	"3"	"0"	"1"	"2"	"3"	"6"	"5"	"6"	"12"	"11"	"25"	"6"	"2"	"3"	"14"	"4"	"4"	"2"	"2"	"7"	"9"	"22"	"613"	"0"	"28"	"641"	"0"
"131"	"116"	"59"	"393"	"8"	"67"	"14"	"31"	"3"	"4"	"2"	"3"	"2"	"1"	"7"	"9"	"6"	"16"	"0"	"6"	"2"	"1"	"2"	"10"	"2"	"1"	"1"	"3"	"0"	"5"	"3"	"661"	"0"	"2"	"663"	"0"
"132"	"117"	"186"	"269"	"4"	"34"	"0"	"5"	"1"	"1"	"4"	"4"	"1"	"1"	"3"	"7"	"4"	"8"	"1"	"2"	"2"	"0"	"0"	"4"	"2"	"0"	"3"	"0"	"0"	"1"	"3"	"550"	"0"	"3"	"553"	"0"
"133"	"118"	"177"	"275"	"4"	"31"	"3"	"8"	"1"	"2"	"1"	"2"	"0"	"3"	"4"	"2"	"5"	"3"	"2"	"5"	"2"	"0"	"1"	"16"	"2"	"3"	"0"	"1"	"1"	"4"	"7"	"565"	"0"	"8"	"573"	"0"
"134"	"119"	"23"	"215"	"3"	"304"	"2"	"35"	"1"	"1"	"2"	"2"	"2"	"2"	"13"	"2"	"5"	"13"	"2"	"3"	"2"	"8"	"1"	"9"	"0"	"3"	"3"	"8"	"3"	"8"	"8"	"683"	"0"	"11"	"694"	"0"
"135"	"120"	"210"	"190"	"9"	"36"	"1"	"10"	"3"	"1"	"1"	"0"	"0"	"4"	"1"	"0"	"2"	"6"	"7"	"3"	"1"	"2"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"1"	"5"	"498"	"0"	"5"	"503"	"0"
"136"	"121"	"345"	"284"	"18"	"92"	"1"	"20"	"0"	"1"	"2"	"2"	"0"	"1"	"4"	"5"	"1"	"4"	"3"	"1"	"2"	"2"	"0"	"4"	"0"	"1"	"1"	"2"	"1"	"1"	"3"	"801"	"0"	"1"	"802"	"0"
"137"	"122"	"271"	"379"	"10"	"46"	"1"	"10"	"8"	"5"	"2"	"3"	"0"	"3"	"9"	"5"	"8"	"19"	"4"	"7"	"5"	"5"	"0"	"13"	"4"	"4"	"2"	"5"	"5"	"2"	"9"	"844"	"0"	"12"	"856"	"0"
"138"	"123"	"395"	"410"	"4"	"41"	"1"	"4"	"2"	"0"	"1"	"2"	"2"	"5"	"0"	"3"	"12"	"16"	"4"	"1"	"1"	"0"	"1"	"11"	"2"	"3"	"0"	"1"	"0"	"6"	"6"	"934"	"0"	"7"	"941"	"0"
"139"	"124"	"200"	"194"	"4"	"92"	"2"	"14"	"6"	"2"	"0"	"2"	"2"	"1"	"5"	"1"	"3"	"2"	"2"	"1"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"538"	"0"	"2"	"540"	"0"
"140"	"125"	"163"	"296"	"3"	"43"	"1"	"6"	"2"	"0"	"0"	"1"	"1"	"1"	"2"	"1"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"3"	"0"	"542"	"0"	"6"	"548"	"0"
"141"	"126"	"94"	"520"	"17"	"93"	"10"	"20"	"4"	"5"	"1"	"4"	"5"	"5"	"5"	"4"	"14"	"11"	"4"	"8"	"3"	"5"	"1"	"18"	"2"	"2"	"2"	"0"	"1"	"4"	"7"	"869"	"0"	"9"	"878"	"0"
"142"	"127"	"50"	"602"	"5"	"46"	"7"	"4"	"0"	"2"	"0"	"3"	"1"	"2"	"3"	"1"	"7"	"3"	"4"	"25"	"4"	"4"	"2"	"15"	"3"	"3"	"2"	"3"	"5"	"5"	"7"	"818"	"0"	"10"	"828"	"0"
"143"	"128"	"253"	"540"	"10"	"24"	"6"	"5"	"4"	"3"	"8"	"1"	"5"	"2"	"9"	"4"	"12"	"9"	"3"	"1"	"0"	"1"	"2"	"5"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"917"	"0"	"3"	"920"	"0"
"144"	"129"	"31"	"382"	"8"	"27"	"5"	"3"	"1"	"1"	"0"	"2"	"2"	"1"	"1"	"2"	"1"	"0"	"8"	"11"	"5"	"5"	"6"	"48"	"6"	"5"	"3"	"4"	"2"	"8"	"11"	"589"	"0"	"9"	"598"	"0"
"145"	"130"	"81"	"232"	"4"	"13"	"4"	"3"	"0"	"3"	"1"	"0"	"1"	"0"	"1"	"3"	"3"	"1"	"25"	"16"	"7"	"7"	"3"	"29"	"5"	"5"	"4"	"3"	"2"	"3"	"5"	"464"	"0"	"3"	"467"	"0"
"146"	"131"	"167"	"345"	"10"	"92"	"1"	"51"	"7"	"7"	"3"	"3"	"5"	"8"	"5"	"8"	"12"	"30"	"4"	"3"	"2"	"2"	"0"	"1"	"0"	"2"	"2"	"0"	"1"	"2"	"2"	"775"	"0"	"1"	"776"	"0"
"147"	"132"	"43"	"229"	"4"	"74"	"3"	"26"	"2"	"3"	"2"	"2"	"2"	"3"	"3"	"8"	"7"	"9"	"3"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"1"	"2"	"2"	"437"	"0"	"6"	"443"	"0"
"148"	"133"	"110"	"381"	"13"	"54"	"52"	"6"	"5"	"3"	"2"	"2"	"3"	"1"	"3"	"0"	"4"	"4"	"3"	"3"	"4"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"4"	"665"	"0"	"0"	"665"	"0"
"149"	"133
A"	"109"	"279"	"6"	"19"	"30"	"1"	"1"	"3"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"5"	"1"	"1"	"0"	"3"	"6"	"1"	"1"	"1"	"2"	"0"	"3"	"3"	"482"	"0"	"2"	"484"	"0"
"150"	"134"	"54"	"629"	"12"	"26"	"2"	"8"	"0"	"1"	"2"	"0"	"2"	"1"	"1"	"1"	"1"	"2"	"3"	"4"	"2"	"0"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"2"	"4"	"762"	"0"	"3"	"765"	"0"
"151"	"135"	"29"	"366"	"5"	"9"	"0"	"2"	"1"	"2"	"3"	"2"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"4"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"434"	"0"	"1"	"435"	"0"
"152"	"135
A"	"27"	"418"	"9"	"18"	"4"	"8"	"0"	"3"	"1"	"2"	"3"	"3"	"3"	"7"	"19"	"11"	"3"	"9"	"2"	"2"	"2"	"14"	"1"	"1"	"2"	"4"	"2"	"1"	"7"	"586"	"0"	"2"	"588"	"0"
"153"	"136"	"198"	"372"	"8"	"65"	"8"	"36"	"2"	"2"	"3"	"9"	"5"	"5"	"7"	"8"	"12"	"19"	"16"	"11"	"9"	"9"	"4"	"20"	"6"	"3"	"5"	"18"	"17"	"20"	"21"	"918"	"0"	"41"	"959"	"0"
"154"	"137"	"201"	"338"	"10"	"66"	"0"	"22"	"2"	"0"	"1"	"3"	"0"	"1"	"3"	"2"	"1"	"1"	"13"	"7"	"5"	"5"	"3"	"8"	"2"	"3"	"1"	"3"	"0"	"4"	"1"	"706"	"0"	"10"	"716"	"0"
"155"	"138"	"193"	"293"	"10"	"86"	"17"	"32"	"11"	"4"	"3"	"8"	"3"	"9"	"13"	"10"	"12"	"28"	"13"	"4"	"7"	"9"	"4"	"13"	"4"	"5"	"8"	"13"	"4"	"12"	"9"	"837"	"0"	"36"	"873"	"0"
"156"	"139"	"93"	"299"	"5"	"24"	"1"	"9"	"0"	"1"	"0"	"0"	"3"	"2"	"1"	"3"	"1"	"1"	"10"	"5"	"3"	"6"	"2"	"19"	"5"	"3"	"5"	"3"	"5"	"6"	"12"	"527"	"0"	"14"	"541"	"0"
"157"	"140"	"57"	"257"	"6"	"58"	"4"	"16"	"3"	"3"	"1"	"1"	"1"	"6"	"2"	"0"	"3"	"7"	"1"	"2"	"0"	"0"	"1"	"5"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"444"	"0"	"5"	"449"	"0"
"158"	"141"	"508"	"198"	"6"	"11"	"2"	"3"	"4"	"1"	"1"	"1"	"2"	"2"	"6"	"3"	"7"	"20"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"3"	"1"	"786"	"0"	"1"	"787"	"0"
"159"	"142"	"495"	"223"	"7"	"10"	"6"	"5"	"3"	"4"	"3"	"1"	"1"	"3"	"2"	"2"	"10"	"11"	"4"	"2"	"2"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"3"	"804"	"0"	"6"	"810"	"0"
"160"	"143"	"122"	"502"	"16"	"24"	"6"	"6"	"4"	"8"	"3"	"3"	"6"	"9"	"7"	"11"	"22"	"35"	"1"	"2"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"797"	"0"	"9"	"806"	"0"
"161"	"144"	"108"	"470"	"2"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"3"	"3"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"613"	"0"	"4"	"617"	"0"
"162"	"145"	"41"	"367"	"11"	"212"	"26"	"47"	"5"	"1"	"3"	"7"	"5"	"4"	"14"	"13"	"9"	"9"	"0"	"3"	"1"	"4"	"3"	"6"	"2"	"1"	"1"	"0"	"2"	"4"	"1"	"802"	"0"	"7"	"809"	"0"
"163"	"146"	"65"	"252"	"5"	"36"	"11"	"8"	"1"	"1"	"0"	"2"	"3"	"3"	"9"	"5"	"9"	"8"	"4"	"9"	"5"	"4"	"0"	"9"	"0"	"1"	"2"	"0"	"2"	"4"	"5"	"463"	"0"	"5"	"468"	"0"
"164"	"147"	"240"	"560"	"13"	"19"	"37"	"6"	"4"	"3"	"8"	"2"	"4"	"8"	"11"	"5"	"15"	"17"	"4"	"7"	"2"	"0"	"2"	"3"	"1"	"1"	"3"	"1"	"4"	"4"	"7"	"991"	"0"	"6"	"997"	"0"
"165"	"148"	"134"	"280"	"11"	"42"	"12"	"20"	"1"	"3"	"0"	"1"	"2"	"0"	"2"	"3"	"3"	"9"	"4"	"15"	"2"	"3"	"3"	"6"	"1"	"2"	"4"	"4"	"6"	"3"	"11"	"587"	"0"	"16"	"603"	"0"
"166"	"148
A"	"105"	"432"	"9"	"9"	"4"	"3"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"3"	"1"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"580"	"0"	"1"	"581"	"0"
"167"	"149"	"152"	"376"	"8"	"95"	"7"	"25"	"4"	"1"	"1"	"4"	"3"	"5"	"8"	"8"	"10"	"18"	"7"	"16"	"6"	"6"	"3"	"2"	"3"	"1"	"2"	"6"	"2"	"4"	"9"	"792"	"0"	"16"	"808"	"0"
"168"	"150"	"317"	"287"	"4"	"18"	"1"	"5"	"2"	"2"	"1"	"0"	"3"	"1"	"6"	"5"	"7"	"18"	"7"	"5"	"4"	"2"	"2"	"10"	"0"	"3"	"1"	"1"	"1"	"5"	"4"	"722"	"0"	"6"	"728"	"0"
"169"	"151"	"286"	"368"	"4"	"45"	"1"	"12"	"3"	"2"	"1"	"4"	"3"	"1"	"1"	"5"	"8"	"16"	"1"	"2"	"0"	"0"	"0"	"5"	"1"	"3"	"4"	"0"	"0"	"1"	"5"	"782"	"0"	"4"	"786"	"0"
"170"	"152"	"219"	"412"	"9"	"74"	"1"	"11"	"5"	"2"	"1"	"1"	"3"	"1"	"7"	"5"	"3"	"24"	"9"	"19"	"4"	"3"	"2"	"15"	"1"	"4"	"2"	"6"	"6"	"2"	"6"	"857"	"0"	"21"	"878"	"0"
