"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"164"	"150"	"128"	"64"	"4"	"154"	"17"	"7"	"2"	"0"	"2"	"0"	"2"	"1"	"6"	"4"	"391"	"0"	"3"	"394"	"0"
"165"	"151"	"362"	"14"	"148"	"166"	"16"	"10"	"3"	"3"	"8"	"2"	"3"	"3"	"2"	"13"	"753"	"0"	"8"	"761"	"0"
"166"	"152"	"236"	"155"	"37"	"237"	"30"	"76"	"15"	"13"	"21"	"3"	"6"	"4"	"13"	"6"	"852"	"0"	"5"	"857"	"0"
"167"	"153"	"20"	"96"	"4"	"139"	"22"	"44"	"5"	"3"	"2"	"3"	"5"	"3"	"11"	"11"	"368"	"0"	"12"	"380"	"0"
"168"	"154"	"245"	"33"	"20"	"571"	"51"	"28"	"1"	"3"	"3"	"1"	"19"	"2"	"3"	"1"	"981"	"0"	"3"	"984"	"0"
"169"	"155"	"82"	"16"	"10"	"369"	"51"	"8"	"2"	"11"	"4"	"3"	"11"	"12"	"8"	"12"	"599"	"0"	"33"	"632"	"0"
"170"	"156"	"32"	"8"	"56"	"460"	"75"	"19"	"10"	"13"	"2"	"2"	"10"	"11"	"13"	"29"	"740"	"0"	"18"	"758"	"0"
"171"	"157"	"240"	"9"	"43"	"124"	"21"	"5"	"2"	"1"	"1"	"1"	"2"	"1"	"3"	"2"	"455"	"0"	"2"	"457"	"0"
"172"	"158"	"271"	"25"	"77"	"258"	"25"	"35"	"11"	"10"	"7"	"6"	"12"	"19"	"15"	"23"	"794"	"0"	"39"	"833"	"0"
"173"	"159"	"480"	"54"	"44"	"137"	"20"	"13"	"2"	"5"	"2"	"4"	"6"	"2"	"3"	"8"	"780"	"0"	"12"	"792"	"0"
"174"	"160"	"105"	"12"	"2"	"242"	"42"	"14"	"2"	"5"	"2"	"1"	"6"	"14"	"11"	"15"	"473"	"0"	"15"	"488"	"0"
"175"	"161"	"150"	"12"	"10"	"433"	"46"	"9"	"9"	"4"	"7"	"5"	"12"	"9"	"10"	"24"	"740"	"0"	"36"	"776"	"0"
"176"	"162"	"111"	"16"	"61"	"294"	"24"	"8"	"3"	"4"	"1"	"3"	"15"	"8"	"6"	"8"	"562"	"0"	"20"	"582"	"0"
"177"	"163"	"183"	"46"	"11"	"280"	"32"	"21"	"7"	"7"	"4"	"3"	"5"	"16"	"11"	"16"	"642"	"0"	"27"	"669"	"0"
"178"	"164"	"172"	"107"	"45"	"248"	"19"	"22"	"2"	"10"	"3"	"0"	"6"	"3"	"6"	"8"	"651"	"0"	"8"	"659"	"0"
"179"	"165"	"168"	"24"	"22"	"450"	"58"	"21"	"7"	"11"	"8"	"9"	"20"	"22"	"16"	"37"	"873"	"0"	"53"	"926"	"0"
"180"	"166"	"136"	"9"	"10"	"488"	"38"	"5"	"2"	"3"	"4"	"2"	"17"	"8"	"3"	"10"	"735"	"0"	"9"	"744"	"0"
"181"	"167"	"29"	"32"	"1"	"135"	"3"	"18"	"1"	"1"	"2"	"2"	"1"	"3"	"3"	"5"	"236"	"0"	"8"	"244"	"0"
"182"	"168"	"153"	"19"	"4"	"61"	"3"	"8"	"2"	"3"	"4"	"2"	"0"	"1"	"1"	"1"	"262"	"0"	"8"	"270"	"0"
"183"	"169"	"190"	"21"	"4"	"94"	"11"	"10"	"1"	"6"	"5"	"3"	"5"	"0"	"5"	"8"	"363"	"0"	"14"	"377"	"0"
"184"	"170"	"24"	"8"	"6"	"81"	"9"	"7"	"2"	"2"	"3"	"0"	"1"	"2"	"2"	"3"	"150"	"0"	"0"	"150"	"0"
"185"	"171"	"34"	"16"	"4"	"34"	"2"	"7"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"101"	"0"	"0"	"101"	"0"
"186"	"172"	"23"	"65"	"16"	"552"	"61"	"49"	"4"	"8"	"2"	"6"	"11"	"9"	"16"	"22"	"844"	"0"	"22"	"866"	"0"
"187"	"173"	"46"	"81"	"5"	"314"	"21"	"38"	"4"	"9"	"1"	"1"	"3"	"7"	"8"	"8"	"546"	"0"	"27"	"573"	"0"
"188"	"174"	"123"	"15"	"1"	"87"	"3"	"8"	"0"	"1"	"2"	"0"	"2"	"1"	"4"	"4"	"251"	"0"	"2"	"253"	"0"
"189"	"175"	"108"	"353"	"58"	"188"	"15"	"70"	"9"	"6"	"1"	"1"	"4"	"3"	"3"	"4"	"823"	"0"	"5"	"828"	"0"
"190"	"176"	"86"	"72"	"8"	"344"	"60"	"15"	"3"	"3"	"3"	"9"	"10"	"18"	"19"	"19"	"669"	"0"	"14"	"683"	"0"
"191"	"177"	"101"	"17"	"10"	"216"	"21"	"9"	"1"	"3"	"2"	"1"	"5"	"7"	"8"	"11"	"412"	"0"	"14"	"426"	"0"
"192"	"178"	"175"	"25"	"25"	"218"	"27"	"11"	"7"	"1"	"1"	"4"	"18"	"6"	"5"	"10"	"533"	"0"	"17"	"550"	"0"
"193"	"179"	"247"	"101"	"27"	"375"	"48"	"38"	"4"	"4"	"5"	"10"	"18"	"6"	"10"	"20"	"913"	"0"	"19"	"932"	"0"
"194"	"180"	"187"	"67"	"14"	"227"	"24"	"100"	"4"	"6"	"5"	"2"	"3"	"3"	"8"	"9"	"659"	"0"	"21"	"680"	"0"
"195"	"181"	"31"	"153"	"25"	"259"	"34"	"51"	"7"	"10"	"17"	"5"	"21"	"7"	"18"	"17"	"655"	"0"	"20"	"675"	"0"
"196"	"182"	"145"	"121"	"35"	"202"	"8"	"13"	"2"	"3"	"0"	"0"	"6"	"4"	"1"	"5"	"545"	"0"	"7"	"552"	"0"
"197"	"183"	"113"	"25"	"142"	"170"	"22"	"8"	"4"	"3"	"4"	"2"	"4"	"5"	"5"	"13"	"520"	"0"	"13"	"533"	"0"
"198"	"184"	"78"	"153"	"17"	"439"	"34"	"19"	"65"	"10"	"11"	"4"	"3"	"6"	"10"	"12"	"861"	"0"	"6"	"867"	"0"
"199"	"185"	"174"	"89"	"20"	"357"	"48"	"25"	"3"	"6"	"1"	"2"	"7"	"6"	"9"	"12"	"759"	"0"	"16"	"775"	"0"
"200"	"186"	"210"	"49"	"14"	"407"	"59"	"19"	"9"	"3"	"3"	"4"	"13"	"14"	"19"	"14"	"837"	"0"	"30"	"867"	"0"
"201"	"187"	"201"	"158"	"8"	"459"	"36"	"22"	"4"	"3"	"1"	"1"	"2"	"1"	"0"	"3"	"899"	"0"	"1"	"900"	"0"
"202"	"188"	"110"	"29"	"3"	"200"	"23"	"8"	"2"	"2"	"2"	"1"	"3"	"8"	"4"	"12"	"407"	"0"	"6"	"413"	"0"
"203"	"189"	"63"	"119"	"36"	"366"	"34"	"26"	"2"	"8"	"0"	"0"	"3"	"2"	"5"	"5"	"669"	"0"	"7"	"676"	"0"
"204"	"190"	"71"	"10"	"7"	"444"	"44"	"10"	"3"	"5"	"4"	"3"	"5"	"2"	"8"	"5"	"621"	"0"	"13"	"634"	"0"
"205"	"191"	"57"	"45"	"38"	"193"	"39"	"16"	"10"	"5"	"3"	"2"	"1"	"2"	"2"	"8"	"421"	"0"	"15"	"436"	"0"
"206"	"191A"	"110"	"100"	"10"	"146"	"8"	"32"	"4"	"4"	"2"	"0"	"2"	"1"	"6"	"5"	"430"	"0"	"7"	"437"	"0"
"207"	"192"	"78"	"86"	"26"	"365"	"37"	"66"	"4"	"11"	"5"	"3"	"7"	"4"	"8"	"8"	"708"	"0"	"5"	"713"	"0"
"208"	"193"	"150"	"67"	"29"	"327"	"26"	"24"	"3"	"2"	"3"	"2"	"3"	"5"	"7"	"3"	"651"	"0"	"4"	"655"	"0"
"209"	"194"	"121"	"205"	"19"	"248"	"16"	"29"	"3"	"4"	"0"	"0"	"4"	"1"	"6"	"4"	"660"	"0"	"6"	"666"	"0"
"210"	"195"	"112"	"100"	"46"	"250"	"23"	"20"	"4"	"2"	"0"	"1"	"2"	"9"	"10"	"13"	"592"	"0"	"24"	"616"	"0"
"211"	"196"	"85"	"193"	"5"	"108"	"8"	"46"	"4"	"1"	"3"	"2"	"6"	"3"	"6"	"2"	"472"	"0"	"4"	"476"	"0"
"212"	"197"	"120"	"61"	"24"	"304"	"37"	"25"	"1"	"2"	"0"	"0"	"9"	"8"	"9"	"14"	"614"	"0"	"11"	"625"	"0"
"213"	"198"	"100"	"177"	"145"	"130"	"20"	"32"	"5"	"9"	"7"	"2"	"8"	"5"	"15"	"24"	"679"	"0"	"13"	"692"	"0"
"214"	"199"	"102"	"234"	"71"	"407"	"43"	"41"	"10"	"12"	"8"	"5"	"4"	"9"	"5"	"12"	"963"	"0"	"16"	"979"	"0"
"215"	"200"	"221"	"174"	"56"	"149"	"26"	"81"	"8"	"8"	"8"	"3"	"12"	"14"	"17"	"22"	"799"	"0"	"42"	"841"	"0"
"216"	"201"	"130"	"37"	"32"	"10"	"2"	"11"	"1"	"1"	"3"	"1"	"4"	"3"	"1"	"6"	"242"	"0"	"2"	"244"	"0"
"217"	"202"	"57"	"244"	"74"	"319"	"49"	"38"	"5"	"11"	"3"	"12"	"14"	"11"	"18"	"37"	"892"	"0"	"22"	"914"	"0"
"218"	"203"	"177"	"23"	"48"	"410"	"76"	"57"	"6"	"10"	"5"	"6"	"10"	"23"	"10"	"23"	"884"	"0"	"23"	"907"	"0"
"219"	"204"	"48"	"117"	"7"	"207"	"26"	"32"	"4"	"14"	"6"	"5"	"4"	"8"	"19"	"9"	"506"	"0"	"15"	"521"	"0"
"220"	"205"	"58"	"115"	"3"	"180"	"12"	"12"	"4"	"4"	"2"	"2"	"4"	"11"	"6"	"7"	"420"	"0"	"9"	"429"	"0"
"221"	"206"	"61"	"284"	"12"	"62"	"14"	"29"	"5"	"3"	"2"	"5"	"9"	"5"	"14"	"13"	"518"	"0"	"27"	"545"	"0"
"222"	"207"	"117"	"77"	"117"	"108"	"13"	"18"	"5"	"5"	"6"	"3"	"2"	"2"	"5"	"12"	"490"	"0"	"6"	"496"	"0"
"223"	"208"	"205"	"112"	"17"	"221"	"27"	"54"	"7"	"3"	"5"	"3"	"4"	"7"	"16"	"16"	"697"	"0"	"29"	"726"	"0"
"224"	"209"	"87"	"122"	"3"	"252"	"15"	"50"	"6"	"3"	"1"	"2"	"4"	"0"	"2"	"0"	"547"	"0"	"3"	"550"	"0"
"225"	"210"	"196"	"38"	"8"	"248"	"27"	"6"	"4"	"5"	"2"	"2"	"2"	"6"	"7"	"11"	"562"	"0"	"13"	"575"	"0"
"226"	"211"	"66"	"34"	"18"	"259"	"39"	"20"	"6"	"1"	"4"	"4"	"10"	"7"	"15"	"16"	"499"	"0"	"10"	"509"	"0"
"227"	"212"	"45"	"36"	"4"	"83"	"14"	"13"	"4"	"4"	"0"	"1"	"1"	"1"	"2"	"7"	"215"	"0"	"7"	"222"	"0"
"228"	"213"	"76"	"27"	"12"	"73"	"19"	"21"	"7"	"1"	"8"	"4"	"5"	"5"	"6"	"5"	"269"	"0"	"4"	"273"	"0"
"229"	"214"	"12"	"27"	"0"	"34"	"4"	"7"	"1"	"0"	"2"	"0"	"4"	"2"	"1"	"1"	"95"	"0"	"2"	"97"	"0"
"230"	"215"	"81"	"36"	"4"	"81"	"12"	"11"	"5"	"7"	"2"	"0"	"1"	"0"	"2"	"4"	"246"	"0"	"5"	"251"	"0"
"231"	"216"	"37"	"10"	"2"	"93"	"10"	"7"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"2"	"165"	"0"	"2"	"167"	"0"
"232"	"217"	"29"	"46"	"2"	"262"	"36"	"34"	"1"	"1"	"6"	"0"	"8"	"5"	"5"	"7"	"442"	"0"	"11"	"453"	"0"
"233"	"218"	"318"	"148"	"4"	"33"	"11"	"28"	"6"	"4"	"3"	"3"	"4"	"2"	"8"	"8"	"580"	"0"	"18"	"598"	"0"
"234"	"219"	"316"	"77"	"2"	"150"	"15"	"28"	"1"	"3"	"0"	"1"	"3"	"3"	"5"	"2"	"606"	"0"	"8"	"614"	"0"
"235"	"220"	"118"	"42"	"10"	"52"	"7"	"185"	"8"	"1"	"3"	"3"	"1"	"2"	"8"	"6"	"446"	"0"	"9"	"455"	"0"
"236"	"221"	"349"	"38"	"6"	"219"	"22"	"20"	"1"	"5"	"4"	"5"	"4"	"10"	"3"	"10"	"696"	"0"	"11"	"707"	"0"
"237"	"222"	"60"	"161"	"17"	"195"	"29"	"77"	"11"	"1"	"3"	"2"	"6"	"14"	"14"	"25"	"615"	"0"	"22"	"637"	"0"
"238"	"223"	"192"	"122"	"30"	"124"	"13"	"40"	"4"	"8"	"4"	"7"	"10"	"7"	"11"	"20"	"592"	"0"	"20"	"612"	"0"
"239"	"224"	"123"	"68"	"49"	"136"	"11"	"22"	"5"	"8"	"2"	"1"	"6"	"8"	"10"	"8"	"457"	"0"	"20"	"477"	"0"
"240"	"225"	"235"	"220"	"10"	"164"	"26"	"37"	"7"	"9"	"5"	"2"	"14"	"15"	"18"	"21"	"783"	"0"	"38"	"821"	"0"
"241"	"226"	"181"	"287"	"26"	"152"	"11"	"78"	"3"	"8"	"1"	"1"	"3"	"0"	"8"	"8"	"767"	"0"	"3"	"770"	"0"
"242"	"227"	"133"	"22"	"7"	"142"	"33"	"0"	"2"	"1"	"3"	"2"	"2"	"3"	"0"	"2"	"352"	"0"	"4"	"356"	"0"
"243"	"228"	"349"	"35"	"4"	"24"	"3"	"4"	"0"	"0"	"1"	"0"	"1"	"2"	"4"	"6"	"433"	"0"	"8"	"441"	"0"
"244"	"229"	"9"	"83"	"5"	"380"	"35"	"31"	"2"	"4"	"0"	"1"	"11"	"8"	"7"	"2"	"578"	"0"	"3"	"581"	"0"
"245"	"230"	"38"	"5"	"5"	"62"	"32"	"6"	"4"	"5"	"2"	"7"	"3"	"2"	"1"	"7"	"179"	"0"	"4"	"183"	"0"
"246"	"231"	"28"	"1"	"0"	"21"	"6"	"4"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"5"	"69"	"0"	"0"	"69"	"0"
"247"	"232"	"348"	"3"	"1"	"34"	"12"	"1"	"0"	"1"	"2"	"0"	"7"	"1"	"3"	"5"	"418"	"0"	"9"	"427"	"0"
"248"	"233"	"66"	"22"	"1"	"71"	"10"	"21"	"1"	"1"	"0"	"1"	"5"	"3"	"8"	"3"	"213"	"0"	"3"	"216"	"0"
"249"	"234"	"56"	"49"	"1"	"52"	"6"	"31"	"4"	"5"	"0"	"3"	"6"	"2"	"4"	"3"	"222"	"0"	"1"	"223"	"0"
"250"	"235"	"219"	"53"	"52"	"306"	"44"	"29"	"2"	"9"	"6"	"6"	"10"	"10"	"8"	"12"	"766"	"0"	"17"	"783"	"0"
"251"	"236"	"93"	"21"	"27"	"291"	"40"	"30"	"3"	"8"	"2"	"0"	"9"	"5"	"2"	"5"	"536"	"0"	"10"	"546"	"0"
"252"	"237"	"80"	"5"	"3"	"449"	"9"	"4"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"5"	"566"	"0"	"3"	"569"	"0"
"253"	"238"	"157"	"52"	"8"	"240"	"14"	"14"	"2"	"1"	"4"	"1"	"19"	"4"	"6"	"8"	"530"	"0"	"8"	"538"	"0"
"254"	"239"	"179"	"126"	"5"	"112"	"38"	"49"	"8"	"14"	"7"	"8"	"23"	"9"	"20"	"27"	"625"	"0"	"68"	"693"	"0"
"255"	"240"	"21"	"46"	"1"	"60"	"11"	"11"	"0"	"1"	"1"	"0"	"4"	"2"	"5"	"6"	"169"	"0"	"6"	"175"	"0"
"256"	"241"	"38"	"132"	"10"	"105"	"23"	"45"	"5"	"5"	"5"	"7"	"14"	"7"	"14"	"11"	"421"	"0"	"10"	"431"	"0"
"257"	"242"	"108"	"42"	"9"	"123"	"23"	"15"	"4"	"5"	"5"	"1"	"3"	"3"	"7"	"9"	"357"	"0"	"15"	"372"	"0"
"258"	"243"	"69"	"67"	"10"	"99"	"20"	"29"	"7"	"3"	"3"	"2"	"1"	"2"	"5"	"2"	"319"	"0"	"6"	"325"	"0"
"259"	"243A"	"115"	"44"	"14"	"45"	"9"	"12"	"3"	"3"	"1"	"6"	"1"	"4"	"9"	"11"	"277"	"0"	"10"	"287"	"0"
"260"	"244"	"260"	"16"	"4"	"106"	"14"	"3"	"4"	"4"	"3"	"1"	"10"	"4"	"2"	"5"	"436"	"0"	"18"	"454"	"0"
"261"	"245"	"215"	"18"	"6"	"222"	"39"	"3"	"4"	"2"	"2"	"5"	"24"	"5"	"8"	"6"	"559"	"0"	"18"	"577"	"0"
"262"	"246"	"41"	"11"	"8"	"477"	"18"	"7"	"3"	"1"	"4"	"6"	"23"	"14"	"18"	"5"	"636"	"0"	"8"	"644"	"0"
"263"	"247"	"22"	"0"	"7"	"474"	"31"	"2"	"2"	"2"	"2"	"2"	"23"	"25"	"4"	"11"	"607"	"0"	"13"	"620"	"0"
"264"	"248"	"22"	"13"	"1"	"107"	"17"	"9"	"2"	"1"	"2"	"1"	"4"	"5"	"4"	"9"	"197"	"0"	"7"	"204"	"0"
"265"	"249"	"151"	"20"	"8"	"154"	"23"	"12"	"4"	"14"	"6"	"8"	"14"	"11"	"12"	"13"	"450"	"0"	"20"	"470"	"0"
"266"	"250"	"248"	"28"	"20"	"477"	"50"	"6"	"8"	"10"	"8"	"2"	"13"	"5"	"2"	"9"	"886"	"0"	"4"	"890"	"0"
"267"	"251"	"253"	"81"	"6"	"192"	"32"	"36"	"4"	"10"	"8"	"8"	"18"	"7"	"19"	"14"	"688"	"0"	"31"	"719"	"0"
"268"	"252"	"115"	"51"	"3"	"193"	"33"	"35"	"4"	"7"	"6"	"4"	"5"	"5"	"15"	"12"	"488"	"0"	"23"	"511"	"0"
"269"	"253"	"103"	"183"	"2"	"195"	"11"	"27"	"1"	"1"	"1"	"1"	"4"	"3"	"5"	"5"	"542"	"0"	"4"	"546"	"0"
"270"	"254"	"92"	"18"	"104"	"52"	"3"	"4"	"1"	"2"	"1"	"1"	"3"	"5"	"4"	"6"	"296"	"0"	"5"	"301"	"0"
"271"	"255"	"122"	"162"	"72"	"242"	"19"	"32"	"5"	"5"	"3"	"4"	"10"	"10"	"14"	"12"	"712"	"0"	"29"	"741"	"0"
"272"	"256"	"274"	"19"	"34"	"186"	"23"	"15"	"4"	"6"	"7"	"5"	"26"	"10"	"23"	"23"	"655"	"0"	"58"	"713"	"0"
"273"	"257"	"298"	"33"	"12"	"197"	"45"	"10"	"9"	"7"	"4"	"3"	"15"	"5"	"11"	"9"	"658"	"0"	"13"	"671"	"0"
"274"	"258"	"112"	"20"	"9"	"201"	"38"	"11"	"5"	"0"	"8"	"6"	"36"	"9"	"13"	"17"	"485"	"0"	"57"	"542"	"0"
"275"	"259"	"86"	"7"	"0"	"195"	"15"	"0"	"3"	"0"	"1"	"0"	"1"	"3"	"0"	"1"	"312"	"0"	"7"	"319"	"0"
"276"	"Grand Total"	"33543"	"14949"	"4014"	"76710"	"9348"	"6177"	"1142"	"1141"	"1344"	"794"	"3968"	"1924"	"2140"	"2889"	"160083"	"0"	"3369"	"163452"	"0"
"277"	"Place:Bazar Samiti,Bettiah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"280"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
