"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"164"	"148"	"127"	"33"	"5"	"478"	"25"	"18"	"4"	"5"	"8"	"0"	"59"	"2"	"3"	"3"	"770"	"0"	"0"	"770"	"0"
"165"	"149"	"171"	"34"	"4"	"262"	"8"	"17"	"1"	"4"	"9"	"4"	"158"	"3"	"7"	"4"	"686"	"0"	"4"	"690"	"0"
"166"	"150"	"111"	"40"	"2"	"175"	"11"	"30"	"3"	"1"	"1"	"2"	"16"	"2"	"1"	"3"	"398"	"0"	"7"	"405"	"0"
"167"	"151"	"64"	"28"	"5"	"189"	"11"	"16"	"3"	"3"	"8"	"3"	"94"	"3"	"11"	"3"	"441"	"0"	"10"	"451"	"0"
"168"	"152"	"108"	"8"	"4"	"230"	"26"	"14"	"2"	"11"	"18"	"6"	"338"	"3"	"11"	"5"	"784"	"0"	"4"	"788"	"0"
"169"	"153"	"322"	"6"	"9"	"109"	"5"	"11"	"1"	"2"	"8"	"3"	"116"	"3"	"2"	"5"	"602"	"0"	"2"	"604"	"0"
"170"	"154"	"114"	"25"	"1"	"172"	"9"	"5"	"2"	"0"	"4"	"1"	"122"	"2"	"5"	"7"	"469"	"0"	"7"	"476"	"0"
"171"	"155"	"307"	"19"	"4"	"149"	"25"	"9"	"4"	"4"	"10"	"5"	"89"	"5"	"7"	"7"	"644"	"0"	"24"	"668"	"0"
"172"	"156"	"85"	"5"	"3"	"315"	"14"	"6"	"1"	"9"	"10"	"1"	"125"	"5"	"4"	"4"	"587"	"0"	"4"	"591"	"0"
"173"	"157"	"122"	"12"	"2"	"209"	"17"	"13"	"4"	"5"	"18"	"10"	"147"	"5"	"14"	"7"	"585"	"0"	"16"	"601"	"0"
"174"	"158"	"172"	"51"	"4"	"171"	"22"	"42"	"8"	"7"	"5"	"6"	"37"	"2"	"10"	"3"	"540"	"0"	"22"	"562"	"0"
"175"	"159"	"264"	"19"	"1"	"201"	"11"	"8"	"1"	"1"	"1"	"1"	"27"	"2"	"4"	"8"	"549"	"0"	"10"	"559"	"0"
"176"	"160"	"111"	"8"	"5"	"260"	"15"	"23"	"3"	"8"	"19"	"2"	"425"	"11"	"17"	"4"	"911"	"0"	"5"	"916"	"0"
"177"	"161"	"318"	"33"	"1"	"169"	"16"	"16"	"3"	"4"	"7"	"3"	"84"	"4"	"8"	"7"	"673"	"0"	"16"	"689"	"0"
"178"	"162"	"546"	"55"	"2"	"81"	"11"	"21"	"3"	"2"	"2"	"0"	"7"	"1"	"5"	"3"	"739"	"0"	"15"	"754"	"0"
"179"	"163"	"649"	"100"	"13"	"81"	"5"	"21"	"5"	"2"	"1"	"1"	"22"	"3"	"10"	"4"	"917"	"0"	"2"	"919"	"0"
"180"	"164"	"65"	"15"	"6"	"280"	"13"	"1"	"4"	"0"	"4"	"1"	"18"	"0"	"3"	"0"	"410"	"0"	"2"	"412"	"0"
"181"	"164A"	"257"	"77"	"0"	"39"	"0"	"3"	"1"	"0"	"1"	"0"	"9"	"0"	"0"	"3"	"390"	"0"	"2"	"392"	"0"
"182"	"165"	"64"	"13"	"1"	"206"	"26"	"11"	"2"	"4"	"7"	"6"	"60"	"6"	"4"	"8"	"418"	"0"	"10"	"428"	"0"
"183"	"166"	"190"	"26"	"2"	"262"	"10"	"22"	"0"	"4"	"7"	"4"	"55"	"3"	"10"	"5"	"600"	"0"	"19"	"619"	"0"
"184"	"166A"	"196"	"16"	"2"	"88"	"2"	"6"	"1"	"6"	"10"	"0"	"13"	"2"	"2"	"0"	"344"	"0"	"3"	"347"	"0"
"185"	"167"	"260"	"67"	"3"	"437"	"47"	"33"	"6"	"1"	"5"	"8"	"80"	"7"	"14"	"7"	"975"	"0"	"20"	"995"	"0"
"186"	"168"	"190"	"22"	"16"	"229"	"11"	"18"	"4"	"3"	"5"	"1"	"52"	"4"	"1"	"4"	"560"	"0"	"3"	"563"	"0"
"187"	"169"	"166"	"24"	"3"	"184"	"8"	"36"	"1"	"0"	"6"	"4"	"56"	"0"	"4"	"9"	"501"	"0"	"10"	"511"	"0"
"188"	"170"	"253"	"22"	"1"	"143"	"16"	"13"	"0"	"3"	"2"	"2"	"42"	"2"	"1"	"4"	"504"	"0"	"17"	"521"	"0"
"189"	"171"	"178"	"43"	"6"	"205"	"15"	"31"	"2"	"9"	"9"	"5"	"90"	"2"	"6"	"6"	"607"	"0"	"6"	"613"	"0"
"190"	"172"	"253"	"84"	"6"	"125"	"5"	"43"	"1"	"1"	"4"	"0"	"43"	"2"	"3"	"2"	"572"	"0"	"4"	"576"	"0"
"191"	"173"	"231"	"10"	"3"	"36"	"3"	"2"	"1"	"1"	"1"	"0"	"8"	"0"	"0"	"0"	"296"	"0"	"4"	"300"	"0"
"192"	"174"	"414"	"35"	"6"	"46"	"4"	"12"	"0"	"2"	"1"	"0"	"6"	"0"	"0"	"2"	"528"	"0"	"2"	"530"	"0"
"193"	"175"	"169"	"5"	"5"	"466"	"39"	"9"	"2"	"4"	"8"	"6"	"98"	"8"	"8"	"10"	"837"	"0"	"24"	"861"	"0"
"194"	"176"	"83"	"18"	"4"	"319"	"27"	"27"	"91"	"41"	"9"	"6"	"115"	"8"	"11"	"13"	"772"	"0"	"23"	"795"	"0"
"195"	"177"	"305"	"60"	"5"	"187"	"12"	"35"	"3"	"6"	"8"	"4"	"65"	"7"	"8"	"12"	"717"	"0"	"19"	"736"	"0"
"196"	"178"	"149"	"56"	"2"	"123"	"3"	"15"	"2"	"4"	"8"	"5"	"106"	"1"	"5"	"3"	"482"	"0"	"14"	"496"	"0"
"197"	"179"	"182"	"19"	"3"	"200"	"17"	"15"	"3"	"6"	"9"	"4"	"71"	"8"	"11"	"8"	"556"	"0"	"16"	"572"	"0"
"198"	"180"	"237"	"12"	"2"	"113"	"1"	"3"	"2"	"4"	"8"	"5"	"106"	"6"	"5"	"4"	"508"	"0"	"14"	"522"	"0"
"199"	"181"	"84"	"60"	"4"	"174"	"17"	"27"	"3"	"2"	"7"	"3"	"243"	"7"	"18"	"14"	"663"	"0"	"13"	"676"	"0"
"200"	"182"	"202"	"17"	"5"	"142"	"29"	"11"	"1"	"0"	"0"	"1"	"0"	"5"	"2"	"4"	"419"	"0"	"5"	"424"	"0"
"201"	"183"	"552"	"49"	"4"	"64"	"2"	"9"	"3"	"0"	"3"	"1"	"8"	"0"	"2"	"3"	"700"	"0"	"6"	"706"	"0"
"202"	"184"	"237"	"9"	"17"	"594"	"42"	"8"	"16"	"7"	"1"	"1"	"5"	"5"	"2"	"13"	"957"	"0"	"0"	"957"	"0"
"203"	"185"	"319"	"20"	"1"	"131"	"6"	"8"	"0"	"2"	"1"	"14"	"18"	"5"	"1"	"4"	"530"	"0"	"1"	"531"	"0"
"204"	"186"	"347"	"119"	"2"	"32"	"3"	"16"	"1"	"3"	"1"	"0"	"2"	"2"	"4"	"1"	"533"	"0"	"3"	"536"	"0"
"205"	"187"	"241"	"67"	"6"	"181"	"20"	"8"	"1"	"3"	"3"	"1"	"0"	"5"	"3"	"6"	"545"	"0"	"8"	"553"	"0"
"206"	"188"	"508"	"148"	"9"	"38"	"9"	"28"	"6"	"8"	"2"	"2"	"7"	"0"	"3"	"2"	"770"	"0"	"6"	"776"	"0"
"207"	"189"	"341"	"82"	"1"	"15"	"4"	"8"	"1"	"1"	"0"	"1"	"0"	"1"	"8"	"3"	"466"	"0"	"3"	"469"	"0"
"208"	"190"	"625"	"120"	"6"	"23"	"3"	"2"	"2"	"2"	"2"	"0"	"0"	"0"	"1"	"1"	"787"	"0"	"6"	"793"	"0"
"209"	"191"	"366"	"78"	"8"	"220"	"44"	"27"	"6"	"8"	"3"	"6"	"36"	"5"	"11"	"7"	"825"	"0"	"19"	"844"	"0"
"210"	"192"	"677"	"23"	"1"	"47"	"7"	"4"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"4"	"768"	"0"	"12"	"780"	"0"
"211"	"193"	"500"	"32"	"2"	"169"	"12"	"5"	"2"	"2"	"2"	"0"	"4"	"1"	"6"	"5"	"742"	"0"	"16"	"758"	"0"
"212"	"194"	"201"	"36"	"5"	"332"	"31"	"6"	"3"	"2"	"3"	"2"	"6"	"7"	"3"	"7"	"644"	"0"	"13"	"657"	"0"
"213"	"195"	"114"	"32"	"7"	"555"	"16"	"8"	"0"	"0"	"1"	"0"	"8"	"3"	"2"	"4"	"750"	"0"	"4"	"754"	"0"
"214"	"196"	"466"	"105"	"6"	"80"	"10"	"6"	"1"	"2"	"1"	"3"	"3"	"2"	"12"	"7"	"704"	"0"	"5"	"709"	"0"
"215"	"197"	"633"	"43"	"3"	"22"	"3"	"4"	"1"	"8"	"3"	"0"	"1"	"3"	"2"	"4"	"730"	"0"	"9"	"739"	"0"
"216"	"198"	"657"	"48"	"0"	"45"	"12"	"4"	"5"	"4"	"3"	"2"	"0"	"0"	"5"	"9"	"794"	"0"	"16"	"810"	"0"
"217"	"199"	"537"	"65"	"0"	"23"	"9"	"6"	"0"	"2"	"0"	"0"	"1"	"0"	"4"	"2"	"649"	"0"	"1"	"650"	"0"
"218"	"200"	"482"	"85"	"19"	"214"	"45"	"18"	"2"	"5"	"2"	"1"	"16"	"7"	"15"	"17"	"928"	"0"	"30"	"958"	"0"
"219"	"201"	"120"	"247"	"6"	"520"	"26"	"27"	"5"	"1"	"6"	"3"	"3"	"3"	"11"	"5"	"983"	"0"	"4"	"987"	"0"
"220"	"202"	"45"	"105"	"5"	"223"	"20"	"27"	"7"	"8"	"3"	"2"	"6"	"3"	"9"	"3"	"466"	"0"	"9"	"475"	"0"
"221"	"203"	"70"	"85"	"1"	"169"	"24"	"36"	"2"	"4"	"2"	"5"	"13"	"12"	"27"	"28"	"478"	"0"	"35"	"513"	"0"
"222"	"204"	"176"	"16"	"1"	"266"	"13"	"5"	"1"	"2"	"2"	"0"	"5"	"4"	"1"	"1"	"493"	"0"	"1"	"494"	"0"
"223"	"205"	"205"	"25"	"7"	"510"	"52"	"9"	"5"	"6"	"6"	"4"	"5"	"5"	"6"	"3"	"848"	"0"	"1"	"849"	"0"
"224"	"206"	"140"	"48"	"6"	"245"	"20"	"14"	"2"	"2"	"3"	"1"	"15"	"0"	"4"	"0"	"500"	"0"	"1"	"501"	"0"
"225"	"207"	"97"	"39"	"1"	"233"	"15"	"14"	"1"	"1"	"1"	"1"	"3"	"3"	"0"	"2"	"411"	"0"	"4"	"415"	"0"
"226"	"208"	"284"	"31"	"2"	"163"	"18"	"19"	"1"	"3"	"2"	"1"	"10"	"1"	"5"	"7"	"547"	"0"	"17"	"564"	"0"
"227"	"209"	"151"	"11"	"4"	"235"	"11"	"4"	"1"	"2"	"0"	"2"	"22"	"3"	"4"	"8"	"458"	"0"	"16"	"474"	"0"
"228"	"210"	"277"	"17"	"7"	"117"	"5"	"4"	"2"	"1"	"3"	"1"	"12"	"2"	"2"	"5"	"455"	"0"	"11"	"466"	"0"
"229"	"211"	"172"	"51"	"6"	"365"	"57"	"11"	"2"	"6"	"2"	"0"	"15"	"13"	"9"	"9"	"718"	"0"	"9"	"727"	"0"
"230"	"212"	"419"	"26"	"4"	"148"	"28"	"5"	"1"	"3"	"2"	"4"	"6"	"4"	"2"	"7"	"659"	"0"	"27"	"686"	"0"
"231"	"213"	"424"	"49"	"11"	"348"	"32"	"10"	"0"	"4"	"7"	"3"	"11"	"14"	"11"	"29"	"953"	"0"	"34"	"987"	"0"
"232"	"Grand Total"	"50970"	"7732"	"1302"	"38753"	"3149"	"3056"	"739"	"879"	"1761"	"836"	"24882"	"885"	"1498"	"1216"	"137658"	"0"	"2162"	"139820"	"0"
"233"	"Place:Bazar Samiti,Bettiah"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
