"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"
"150"	"130"	"120"	"150"	"135"	"29"	"19"	"0"	"0"	"1"	"2"	"2"	"2"	"2"	"4"	"2"	"4"	"10"	"482"	"0"	"4"	"486"	"0"
"151"	"131"	"200"	"54"	"18"	"9"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"287"	"0"	"4"	"291"	"0"
"152"	"132"	"493"	"108"	"52"	"51"	"3"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"5"	"721"	"0"	"10"	"731"	"0"
"153"	"133"	"242"	"8"	"38"	"47"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"342"	"0"	"5"	"347"	"0"
"154"	"134"	"192"	"137"	"72"	"20"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"4"	"8"	"5"	"444"	"0"	"6"	"450"	"0"
"155"	"135"	"109"	"33"	"65"	"310"	"12"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"20"	"5"	"6"	"6"	"579"	"0"	"1"	"580"	"0"
"156"	"136"	"109"	"224"	"58"	"188"	"9"	"5"	"4"	"5"	"2"	"2"	"1"	"3"	"9"	"4"	"11"	"9"	"643"	"0"	"4"	"647"	"0"
"157"	"137"	"219"	"216"	"63"	"86"	"7"	"2"	"0"	"0"	"3"	"2"	"2"	"1"	"4"	"2"	"4"	"3"	"614"	"0"	"3"	"617"	"0"
"158"	"138"	"297"	"108"	"30"	"3"	"156"	"6"	"0"	"2"	"0"	"1"	"0"	"2"	"1"	"2"	"1"	"6"	"615"	"0"	"7"	"622"	"0"
"159"	"139"	"168"	"189"	"140"	"7"	"79"	"2"	"3"	"0"	"0"	"2"	"0"	"5"	"4"	"2"	"2"	"8"	"611"	"0"	"5"	"616"	"0"
"160"	"140"	"84"	"89"	"31"	"138"	"24"	"5"	"1"	"4"	"0"	"0"	"1"	"0"	"9"	"3"	"1"	"3"	"393"	"0"	"4"	"397"	"0"
"161"	"141"	"130"	"143"	"93"	"81"	"53"	"3"	"3"	"2"	"2"	"0"	"1"	"1"	"12"	"4"	"5"	"23"	"556"	"0"	"7"	"563"	"0"
"162"	"142"	"313"	"234"	"39"	"44"	"22"	"4"	"3"	"3"	"1"	"3"	"1"	"2"	"10"	"5"	"9"	"9"	"702"	"0"	"23"	"725"	"0"
"163"	"143"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"164"	"144"	"88"	"33"	"19"	"112"	"48"	"4"	"3"	"2"	"2"	"0"	"2"	"1"	"9"	"3"	"0"	"7"	"333"	"0"	"6"	"339"	"0"
"165"	"145"	"47"	"102"	"198"	"144"	"196"	"10"	"2"	"2"	"5"	"2"	"2"	"6"	"22"	"10"	"4"	"12"	"764"	"0"	"8"	"772"	"0"
"166"	"146"	"159"	"27"	"129"	"11"	"4"	"0"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"4"	"341"	"0"	"6"	"347"	"0"
"167"	"147"	"152"	"39"	"21"	"33"	"99"	"4"	"1"	"1"	"3"	"1"	"3"	"2"	"5"	"1"	"2"	"7"	"374"	"0"	"2"	"376"	"0"
"168"	"148"	"229"	"21"	"66"	"19"	"168"	"3"	"1"	"2"	"0"	"0"	"3"	"1"	"0"	"1"	"1"	"16"	"531"	"0"	"5"	"536"	"0"
"169"	"149"	"224"	"45"	"49"	"234"	"84"	"0"	"4"	"0"	"1"	"0"	"1"	"0"	"11"	"3"	"3"	"7"	"666"	"0"	"2"	"668"	"0"
"170"	"150"	"79"	"15"	"34"	"115"	"47"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"3"	"0"	"2"	"303"	"0"	"3"	"306"	"0"
"171"	"151"	"37"	"46"	"217"	"23"	"4"	"1"	"2"	"2"	"69"	"3"	"3"	"2"	"3"	"5"	"4"	"5"	"426"	"0"	"2"	"428"	"0"
"172"	"152"	"137"	"5"	"41"	"11"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"7"	"206"	"0"	"4"	"210"	"0"
"173"	"153"	"515"	"23"	"30"	"15"	"2"	"2"	"1"	"0"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"595"	"0"	"6"	"601"	"0"
"174"	"154"	"319"	"56"	"140"	"48"	"9"	"2"	"4"	"1"	"1"	"1"	"1"	"2"	"2"	"4"	"4"	"10"	"604"	"0"	"1"	"605"	"0"
"175"	"155"	"383"	"13"	"91"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"2"	"502"	"0"	"5"	"507"	"0"
"176"	"156"	"323"	"2"	"9"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"347"	"0"	"6"	"353"	"0"
"177"	"157"	"296"	"135"	"146"	"112"	"3"	"3"	"0"	"1"	"4"	"1"	"0"	"0"	"2"	"5"	"6"	"5"	"719"	"0"	"7"	"726"	"0"
"178"	"158"	"167"	"54"	"167"	"34"	"2"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"5"	"0"	"3"	"437"	"0"	"0"	"437"	"0"
"179"	"159"	"289"	"40"	"240"	"145"	"6"	"1"	"0"	"2"	"1"	"3"	"1"	"1"	"4"	"8"	"3"	"6"	"750"	"0"	"0"	"750"	"0"
"180"	"160"	"289"	"67"	"275"	"82"	"11"	"5"	"7"	"2"	"2"	"9"	"5"	"5"	"20"	"10"	"8"	"25"	"822"	"0"	"16"	"838"	"0"
"181"	"161"	"50"	"13"	"56"	"13"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"4"	"3"	"1"	"2"	"147"	"0"	"2"	"149"	"0"
"182"	"162"	"142"	"55"	"92"	"271"	"18"	"7"	"10"	"21"	"257"	"10"	"15"	"14"	"37"	"6"	"16"	"12"	"983"	"0"	"5"	"988"	"0"
"183"	"163"	"181"	"22"	"71"	"8"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"287"	"0"	"13"	"300"	"0"
"184"	"164"	"102"	"52"	"32"	"15"	"196"	"9"	"5"	"0"	"0"	"1"	"0"	"10"	"2"	"1"	"1"	"6"	"432"	"0"	"12"	"444"	"0"
"185"	"165"	"257"	"6"	"4"	"43"	"11"	"2"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"329"	"0"	"6"	"335"	"0"
"186"	"166"	"134"	"151"	"82"	"4"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"3"	"385"	"0"	"0"	"385"	"0"
"187"	"167"	"363"	"52"	"123"	"44"	"12"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"5"	"2"	"1"	"5"	"613"	"0"	"7"	"620"	"0"
"188"	"168"	"314"	"42"	"72"	"116"	"3"	"2"	"2"	"0"	"0"	"1"	"2"	"0"	"5"	"1"	"3"	"12"	"575"	"0"	"7"	"582"	"0"
"189"	"169"	"114"	"16"	"102"	"53"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"1"	"3"	"3"	"1"	"5"	"304"	"0"	"6"	"310"	"0"
"190"	"170"	"46"	"72"	"222"	"88"	"7"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"11"	"11"	"4"	"7"	"474"	"0"	"5"	"479"	"0"
"191"	"171"	"92"	"150"	"94"	"16"	"4"	"2"	"0"	"0"	"2"	"1"	"1"	"0"	"4"	"4"	"7"	"9"	"386"	"0"	"1"	"387"	"0"
"192"	"172"	"176"	"7"	"32"	"10"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"2"	"235"	"0"	"6"	"241"	"0"
"193"	"173"	"75"	"6"	"106"	"318"	"23"	"2"	"1"	"7"	"36"	"2"	"3"	"2"	"9"	"4"	"0"	"2"	"596"	"0"	"5"	"601"	"0"
"194"	"174"	"202"	"12"	"319"	"21"	"16"	"1"	"1"	"2"	"50"	"1"	"1"	"2"	"4"	"11"	"4"	"14"	"661"	"0"	"4"	"665"	"0"
"195"	"175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"196"	"176"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"197"	"177"	"127"	"96"	"52"	"30"	"67"	"1"	"0"	"3"	"2"	"3"	"0"	"6"	"3"	"3"	"4"	"3"	"400"	"0"	"1"	"401"	"0"
"198"	"178"	"44"	"29"	"3"	"142"	"27"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"5"	"1"	"0"	"2"	"256"	"0"	"2"	"258"	"0"
"199"	"179"	"32"	"147"	"57"	"50"	"50"	"2"	"1"	"2"	"1"	"0"	"0"	"2"	"3"	"1"	"0"	"2"	"350"	"0"	"0"	"350"	"0"
"200"	"180"	"47"	"151"	"76"	"80"	"135"	"12"	"2"	"5"	"3"	"0"	"2"	"4"	"7"	"6"	"2"	"11"	"543"	"0"	"6"	"549"	"0"
"201"	"181"	"226"	"81"	"7"	"6"	"4"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"7"	"11"	"350"	"0"	"11"	"361"	"0"
"202"	"182"	"254"	"33"	"6"	"32"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"7"	"339"	"0"	"7"	"346"	"0"
"203"	"183"	"205"	"204"	"18"	"52"	"15"	"5"	"2"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"3"	"0"	"510"	"0"	"5"	"515"	"0"
"204"	"184"	"147"	"154"	"10"	"230"	"11"	"1"	"1"	"22"	"2"	"1"	"2"	"1"	"13"	"1"	"3"	"3"	"602"	"0"	"6"	"608"	"0"
"205"	"185"	"117"	"27"	"5"	"202"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"11"	"0"	"0"	"3"	"369"	"0"	"0"	"369"	"0"
"206"	"185A"	"94"	"203"	"34"	"114"	"10"	"3"	"0"	"4"	"2"	"3"	"1"	"0"	"9"	"3"	"7"	"7"	"494"	"0"	"19"	"513"	"0"
"207"	"186"	"225"	"194"	"77"	"70"	"5"	"3"	"1"	"1"	"6"	"1"	"4"	"0"	"2"	"1"	"5"	"7"	"602"	"0"	"4"	"606"	"0"
"208"	"187"	"186"	"124"	"54"	"86"	"6"	"1"	"2"	"1"	"3"	"1"	"2"	"4"	"7"	"5"	"1"	"7"	"490"	"0"	"5"	"495"	"0"
"209"	"188"	"110"	"19"	"181"	"109"	"19"	"0"	"2"	"3"	"2"	"3"	"3"	"2"	"4"	"2"	"2"	"10"	"471"	"0"	"1"	"472"	"0"
"210"	"189"	"288"	"54"	"118"	"120"	"34"	"7"	"3"	"2"	"6"	"1"	"4"	"6"	"6"	"7"	"3"	"22"	"681"	"0"	"21"	"702"	"0"
"211"	"190"	"49"	"107"	"126"	"391"	"52"	"1"	"3"	"5"	"2"	"3"	"3"	"8"	"27"	"8"	"7"	"16"	"808"	"0"	"6"	"814"	"0"
"212"	"191"	"21"	"235"	"235"	"146"	"3"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"11"	"7"	"6"	"10"	"679"	"0"	"4"	"683"	"0"
"213"	"192"	"197"	"20"	"35"	"300"	"11"	"2"	"0"	"1"	"1"	"0"	"1"	"4"	"4"	"1"	"0"	"3"	"580"	"0"	"4"	"584"	"0"
"214"	"193"	"297"	"162"	"48"	"17"	"6"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"2"	"4"	"10"	"5"	"555"	"0"	"0"	"555"	"0"
"215"	"194"	"215"	"105"	"54"	"153"	"43"	"6"	"0"	"7"	"1"	"6"	"4"	"5"	"9"	"9"	"10"	"22"	"649"	"0"	"18"	"667"	"0"
"216"	"195"	"159"	"158"	"192"	"186"	"6"	"3"	"5"	"1"	"3"	"2"	"2"	"1"	"6"	"7"	"4"	"10"	"745"	"0"	"11"	"756"	"0"
"217"	"196"	"215"	"31"	"18"	"42"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"1"	"1"	"4"	"320"	"0"	"7"	"327"	"0"
"218"	"197"	"45"	"153"	"238"	"182"	"8"	"1"	"2"	"1"	"2"	"2"	"3"	"4"	"8"	"7"	"3"	"6"	"665"	"0"	"7"	"672"	"0"
"219"	"198"	"440"	"21"	"153"	"15"	"3"	"0"	"1"	"2"	"1"	"1"	"0"	"2"	"2"	"5"	"1"	"16"	"663"	"0"	"3"	"666"	"0"
"220"	"199"	"314"	"41"	"205"	"82"	"6"	"3"	"0"	"0"	"2"	"3"	"2"	"2"	"6"	"9"	"4"	"11"	"690"	"0"	"21"	"711"	"0"
"221"	"200"	"10"	"271"	"83"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"10"	"7"	"7"	"395"	"0"	"2"	"397"	"0"
"222"	"201"	"129"	"298"	"40"	"11"	"0"	"0"	"1"	"0"	"3"	"2"	"3"	"0"	"6"	"6"	"9"	"13"	"521"	"0"	"9"	"530"	"0"
"223"	"202"	"198"	"113"	"37"	"86"	"5"	"2"	"2"	"0"	"1"	"1"	"1"	"1"	"6"	"1"	"7"	"10"	"471"	"0"	"39"	"510"	"0"
"224"	"202A"	"35"	"114"	"108"	"14"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"277"	"0"	"3"	"280"	"0"
"225"	"203"	"164"	"100"	"68"	"155"	"7"	"4"	"8"	"22"	"12"	"3"	"3"	"7"	"18"	"10"	"7"	"17"	"605"	"0"	"4"	"609"	"0"
"226"	"204"	"100"	"294"	"223"	"93"	"1"	"3"	"2"	"1"	"0"	"1"	"0"	"0"	"2"	"5"	"4"	"1"	"730"	"0"	"2"	"732"	"0"
"227"	"205"	"30"	"265"	"92"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"2"	"2"	"402"	"0"	"3"	"405"	"0"
"228"	"206"	"137"	"23"	"72"	"268"	"6"	"1"	"0"	"2"	"5"	"6"	"1"	"2"	"24"	"9"	"1"	"10"	"567"	"0"	"8"	"575"	"0"
"229"	"207"	"305"	"33"	"275"	"44"	"2"	"0"	"5"	"1"	"10"	"2"	"3"	"4"	"4"	"8"	"3"	"11"	"710"	"0"	"10"	"720"	"0"
"230"	"208"	"213"	"31"	"39"	"74"	"3"	"0"	"2"	"1"	"5"	"2"	"3"	"1"	"2"	"1"	"5"	"6"	"388"	"0"	"5"	"393"	"0"
"231"	"209"	"233"	"14"	"30"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"5"	"3"	"1"	"8"	"320"	"0"	"1"	"321"	"0"
"232"	"210"	"211"	"97"	"13"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"4"	"333"	"0"	"7"	"340"	"0"
"233"	"211"	"188"	"12"	"37"	"22"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"5"	"269"	"0"	"3"	"272"	"0"
"234"	"212"	"458"	"18"	"249"	"48"	"1"	"2"	"3"	"1"	"1"	"1"	"1"	"0"	"1"	"2"	"3"	"9"	"798"	"0"	"3"	"801"	"0"
"235"	"213"	"4"	"128"	"137"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"6"	"0"	"1"	"280"	"0"	"1"	"281"	"0"
"236"	"214"	"209"	"75"	"228"	"92"	"36"	"4"	"1"	"2"	"3"	"4"	"1"	"10"	"6"	"9"	"1"	"10"	"691"	"0"	"9"	"700"	"0"
"237"	"215"	"122"	"28"	"101"	"68"	"14"	"2"	"1"	"6"	"4"	"1"	"1"	"1"	"10"	"4"	"0"	"17"	"380"	"0"	"4"	"384"	"0"
"238"	"216"	"42"	"113"	"91"	"164"	"4"	"3"	"0"	"5"	"0"	"0"	"2"	"2"	"8"	"0"	"3"	"1"	"438"	"0"	"4"	"442"	"0"
"239"	"217"	"11"	"73"	"106"	"21"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"219"	"0"	"0"	"219"	"0"
"240"	"218"	"50"	"225"	"34"	"223"	"7"	"6"	"2"	"3"	"5"	"4"	"5"	"8"	"13"	"6"	"10"	"14"	"615"	"0"	"15"	"630"	"0"
"241"	"219"	"163"	"71"	"276"	"95"	"8"	"1"	"3"	"28"	"6"	"3"	"3"	"6"	"16"	"12"	"5"	"23"	"719"	"0"	"4"	"723"	"0"
"242"	"220"	"41"	"16"	"29"	"345"	"5"	"0"	"0"	"2"	"3"	"1"	"3"	"1"	"11"	"6"	"3"	"12"	"478"	"0"	"8"	"486"	"0"
"243"	"221"	"114"	"84"	"50"	"252"	"5"	"0"	"1"	"3"	"2"	"2"	"2"	"1"	"11"	"4"	"2"	"20"	"553"	"0"	"2"	"555"	"0"
"244"	"222"	"75"	"38"	"23"	"137"	"4"	"0"	"1"	"2"	"6"	"2"	"0"	"1"	"9"	"2"	"2"	"6"	"308"	"0"	"3"	"311"	"0"
"245"	"223"	"57"	"125"	"10"	"70"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"9"	"279"	"0"	"3"	"282"	"0"
"246"	"224"	"23"	"344"	"9"	"62"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"2"	"0"	"446"	"0"	"9"	"455"	"0"
"247"	"225"	"61"	"25"	"439"	"25"	"12"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"11"	"2"	"1"	"2"	"583"	"0"	"3"	"586"	"0"
"248"	"226"	"144"	"77"	"125"	"21"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"4"	"382"	"0"	"0"	"382"	"0"
"249"	"227"	"49"	"190"	"127"	"67"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"6"	"4"	"1"	"7"	"456"	"0"	"0"	"456"	"0"
"250"	"228"	"17"	"203"	"26"	"46"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"0"	"303"	"0"	"1"	"304"	"0"
"251"	"229"	"20"	"108"	"45"	"57"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"1"	"239"	"0"	"1"	"240"	"0"
"252"	"230"	"95"	"57"	"207"	"40"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"3"	"1"	"1"	"6"	"415"	"0"	"1"	"416"	"0"
"253"	"231"	"283"	"11"	"104"	"136"	"39"	"3"	"5"	"1"	"2"	"1"	"1"	"1"	"5"	"1"	"1"	"12"	"606"	"0"	"6"	"612"	"0"
"254"	"232"	"140"	"40"	"69"	"26"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"2"	"2"	"9"	"295"	"0"	"6"	"301"	"0"
"255"	"233"	"45"	"7"	"31"	"46"	"2"	"2"	"0"	"3"	"0"	"0"	"2"	"1"	"0"	"1"	"3"	"3"	"146"	"0"	"0"	"146"	"0"
"256"	"233A"	"197"	"39"	"53"	"121"	"28"	"4"	"3"	"2"	"0"	"4"	"1"	"5"	"6"	"0"	"2"	"4"	"469"	"0"	"5"	"474"	"0"
"257"	"234"	"31"	"8"	"48"	"185"	"6"	"0"	"2"	"1"	"0"	"1"	"4"	"0"	"12"	"1"	"0"	"5"	"304"	"0"	"1"	"305"	"0"
"258"	"235"	"175"	"4"	"461"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"2"	"653"	"0"	"0"	"653"	"0"
"259"	"236"	"130"	"21"	"24"	"18"	"37"	"5"	"1"	"0"	"1"	"0"	"0"	"0"	"4"	"8"	"5"	"8"	"262"	"0"	"1"	"263"	"0"
"260"	"237"	"52"	"196"	"182"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"1"	"4"	"4"	"3"	"459"	"0"	"0"	"459"	"0"
"261"	"238"	"517"	"61"	"98"	"207"	"4"	"5"	"3"	"3"	"2"	"3"	"6"	"3"	"15"	"7"	"4"	"22"	"960"	"0"	"8"	"968"	"0"
"262"	"239"	"214"	"74"	"122"	"269"	"12"	"5"	"2"	"4"	"2"	"3"	"4"	"7"	"38"	"13"	"8"	"30"	"807"	"0"	"14"	"821"	"0"
"263"	"240"	"249"	"81"	"31"	"125"	"7"	"3"	"4"	"1"	"3"	"4"	"3"	"7"	"14"	"3"	"7"	"17"	"559"	"0"	"4"	"563"	"0"
"264"	"241"	"257"	"82"	"93"	"69"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"1"	"8"	"3"	"6"	"528"	"0"	"2"	"530"	"0"
"265"	"242"	"190"	"97"	"85"	"71"	"1"	"0"	"2"	"1"	"2"	"0"	"1"	"0"	"1"	"1"	"2"	"12"	"466"	"0"	"0"	"466"	"0"
"266"	"243"	"41"	"47"	"37"	"235"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"10"	"382"	"0"	"0"	"382"	"0"
"267"	"244"	"85"	"38"	"73"	"102"	"2"	"0"	"0"	"1"	"1"	"1"	"3"	"2"	"8"	"6"	"4"	"4"	"330"	"0"	"1"	"331"	"0"
"268"	"245"	"71"	"29"	"26"	"655"	"10"	"1"	"1"	"7"	"9"	"1"	"3"	"2"	"13"	"3"	"3"	"6"	"840"	"0"	"3"	"843"	"0"
"269"	"246"	"335"	"102"	"95"	"33"	"20"	"1"	"1"	"2"	"2"	"1"	"0"	"3"	"5"	"5"	"3"	"33"	"641"	"0"	"9"	"650"	"0"
"270"	"247"	"168"	"112"	"110"	"35"	"7"	"1"	"2"	"4"	"2"	"1"	"2"	"1"	"3"	"6"	"2"	"10"	"466"	"0"	"5"	"471"	"0"
"271"	"248"	"11"	"77"	"187"	"76"	"8"	"3"	"3"	"3"	"3"	"4"	"4"	"3"	"4"	"9"	"7"	"4"	"406"	"0"	"5"	"411"	"0"
"272"	"249"	"306"	"75"	"37"	"14"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"6"	"3"	"3"	"451"	"0"	"7"	"458"	"0"
"273"	"250"	"396"	"56"	"26"	"58"	"2"	"1"	"2"	"0"	"0"	"1"	"2"	"1"	"1"	"2"	"7"	"20"	"575"	"0"	"11"	"586"	"0"
"274"	"251"	"176"	"11"	"74"	"60"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"3"	"4"	"7"	"342"	"0"	"5"	"347"	"0"
"275"	"252"	"218"	"119"	"4"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"4"	"354"	"0"	"2"	"356"	"0"
"276"	"253"	"117"	"238"	"149"	"10"	"6"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"7"	"0"	"9"	"538"	"0"	"1"	"539"	"0"
"277"	"254"	"113"	"70"	"45"	"3"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"3"	"3"	"3"	"2"	"247"	"0"	"3"	"250"	"0"
"278"	"255"	"175"	"126"	"173"	"88"	"17"	"0"	"4"	"1"	"1"	"0"	"1"	"4"	"5"	"12"	"11"	"18"	"636"	"0"	"6"	"642"	"0"
"279"	"256"	"6"	"164"	"50"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"0"	"0"	"223"	"0"
"280"	"257"	"255"	"84"	"13"	"56"	"19"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"4"	"2"	"8"	"445"	"0"	"1"	"446"	"0"
"281"	"258"	"34"	"82"	"15"	"131"	"15"	"2"	"0"	"2"	"0"	"0"	"2"	"1"	"9"	"3"	"4"	"7"	"307"	"0"	"2"	"309"	"0"
"282"	"259"	"63"	"116"	"8"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"6"	"200"	"0"	"1"	"201"	"0"
"283"	"260"	"71"	"80"	"85"	"47"	"96"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"0"	"3"	"390"	"0"	"2"	"392"	"0"
"284"	"261"	"164"	"14"	"28"	"182"	"3"	"1"	"2"	"1"	"3"	"0"	"2"	"3"	"8"	"2"	"1"	"2"	"416"	"0"	"4"	"420"	"0"
"285"	"262"	"98"	"41"	"77"	"242"	"23"	"5"	"1"	"1"	"3"	"2"	"3"	"3"	"17"	"8"	"4"	"28"	"556"	"0"	"2"	"558"	"0"
"286"	"263"	"253"	"104"	"136"	"90"	"17"	"2"	"0"	"2"	"4"	"6"	"7"	"0"	"7"	"5"	"6"	"28"	"667"	"0"	"10"	"677"	"0"
"287"	"264"	"70"	"138"	"116"	"38"	"1"	"0"	"1"	"3"	"2"	"0"	"1"	"2"	"4"	"10"	"5"	"6"	"397"	"0"	"7"	"404"	"0"
"288"	"265"	"30"	"128"	"19"	"108"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"3"	"300"	"0"	"4"	"304"	"0"
"289"	"Grand Total"	"52855"	"28256"	"25950"	"23885"	"4280"	"468"	"384"	"516"	"1453"	"329"	"437"	"483"	"1613"	"1085"	"925"	"2368"	"145287"	"0"	"1566"	"146853"	"0"
"290"	"Place:Bazar Samiti, Buxar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
