"ANNEXURE...45"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"202"	"182"	"166"	"76"	"8"	"267"	"14"	"14"	"20"	"4"	"3"	"19"	"591"	"0"	"4"	"595"	"0"
"203"	"183"	"221"	"68"	"11"	"401"	"13"	"6"	"10"	"2"	"4"	"3"	"739"	"0"	"4"	"743"	"0"
"204"	"184"	"189"	"272"	"16"	"213"	"7"	"9"	"8"	"5"	"5"	"12"	"736"	"0"	"16"	"752"	"0"
"205"	"185"	"109"	"82"	"9"	"402"	"10"	"4"	"4"	"6"	"2"	"1"	"629"	"0"	"15"	"644"	"0"
"206"	"185A"	"177"	"71"	"10"	"165"	"9"	"5"	"6"	"2"	"2"	"6"	"453"	"0"	"13"	"466"	"0"
"207"	"186"	"109"	"30"	"8"	"597"	"24"	"6"	"14"	"5"	"5"	"7"	"805"	"0"	"10"	"815"	"0"
"208"	"187"	"345"	"92"	"23"	"422"	"31"	"3"	"13"	"7"	"11"	"12"	"959"	"0"	"8"	"967"	"0"
"209"	"188"	"152"	"211"	"10"	"412"	"21"	"7"	"8"	"6"	"5"	"11"	"843"	"0"	"17"	"860"	"0"
"210"	"189"	"136"	"94"	"9"	"174"	"13"	"0"	"1"	"2"	"0"	"3"	"432"	"0"	"3"	"435"	"0"
"211"	"190"	"146"	"214"	"10"	"32"	"11"	"1"	"1"	"1"	"1"	"0"	"417"	"0"	"4"	"421"	"0"
"212"	"191"	"198"	"205"	"23"	"285"	"30"	"7"	"13"	"9"	"7"	"7"	"784"	"0"	"11"	"795"	"0"
"213"	"192"	"114"	"321"	"20"	"335"	"16"	"10"	"6"	"6"	"6"	"44"	"878"	"0"	"13"	"891"	"0"
"214"	"193"	"84"	"33"	"11"	"620"	"17"	"6"	"6"	"1"	"6"	"55"	"839"	"0"	"14"	"853"	"0"
"215"	"194"	"179"	"40"	"12"	"606"	"36"	"5"	"6"	"3"	"11"	"51"	"949"	"0"	"18"	"967"	"0"
"216"	"195"	"238"	"506"	"13"	"162"	"13"	"3"	"18"	"4"	"4"	"41"	"1002"	"0"	"7"	"1009"	"0"
"217"	"196"	"46"	"27"	"6"	"155"	"13"	"2"	"6"	"6"	"2"	"19"	"282"	"0"	"27"	"309"	"0"
"218"	"197"	"91"	"97"	"3"	"275"	"13"	"9"	"16"	"4"	"2"	"18"	"528"	"0"	"21"	"549"	"0"
"219"	"198"	"100"	"45"	"8"	"349"	"17"	"8"	"7"	"1"	"3"	"8"	"546"	"0"	"6"	"552"	"0"
"220"	"199"	"98"	"169"	"16"	"461"	"16"	"9"	"9"	"3"	"22"	"47"	"850"	"0"	"38"	"888"	"0"
"221"	"200"	"79"	"199"	"6"	"281"	"9"	"0"	"1"	"2"	"5"	"19"	"601"	"0"	"4"	"605"	"0"
"222"	"201"	"62"	"44"	"8"	"369"	"14"	"3"	"7"	"3"	"6"	"41"	"557"	"0"	"25"	"582"	"0"
"223"	"202"	"51"	"57"	"11"	"427"	"12"	"4"	"1"	"4"	"6"	"20"	"593"	"0"	"18"	"611"	"0"
"224"	"203"	"62"	"81"	"8"	"361"	"7"	"5"	"7"	"6"	"5"	"29"	"571"	"0"	"10"	"581"	"0"
"225"	"204"	"62"	"35"	"7"	"594"	"23"	"5"	"8"	"8"	"11"	"40"	"793"	"0"	"22"	"815"	"0"
"226"	"205"	"177"	"113"	"17"	"483"	"17"	"8"	"6"	"5"	"11"	"27"	"864"	"0"	"15"	"879"	"0"
"227"	"206"	"133"	"145"	"7"	"256"	"13"	"4"	"7"	"1"	"6"	"9"	"581"	"0"	"14"	"595"	"0"
"228"	"207"	"223"	"16"	"12"	"281"	"41"	"9"	"16"	"6"	"12"	"25"	"641"	"0"	"15"	"656"	"0"
"229"	"208"	"73"	"92"	"9"	"360"	"13"	"3"	"6"	"8"	"10"	"31"	"605"	"0"	"36"	"641"	"0"
"230"	"209"	"120"	"31"	"7"	"291"	"19"	"5"	"24"	"7"	"7"	"22"	"533"	"0"	"32"	"565"	"0"
"231"	"Grand Total"	"24257"	"41266"	"2491"	"68055"	"3595"	"999"	"1440"	"1040"	"1167"	"4492"	"148802"	"0"	"3630"	"152432"	"0"
"232"	"Place:kishanganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"Date : 22/05/2014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"(Signed)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
