District	Assembly_Id	Assembly_Name	Parliamentary_Name	Caste_Name	Caste_Population	Caste_Party_Support_Percent	Party	Caste_Percent
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	UCH	23800	10	INC	10
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	SC	35700	13	INC	15
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	OTHR	11900	10	INC	5
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	YADAV	90440	10	LJP	38
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	OBC	52360	5	LJP	22
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	MUSLIM	23800	5	LJP	10
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	UCH	23800	5	LJP	10
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	SC	35700	10	LJP	15
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	OTHR	11900		LJP	5
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	YADAV	90440	10	OTHERS	38
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	OBC	52360	5	OTHERS	22
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	MUSLIM	23800		OTHERS	10
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	UCH	23800	10	OTHERS	10
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	SC	35700		OTHERS	15
SAHARSA	76	SIMRI BAKHTIARPUR	KHAGARIA	OTHR	11900		OTHERS	5
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	YADAV	26200	20	JD(U)+	10
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	OBC	91700	65	JD(U)+	35
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	MUSLIM	31440	55	JD(U)+	12
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	UCH	39300	45	JD(U)+	15
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	SC	52400	65	JD(U)+	20
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	OTHRS	18340	40	JD(U)+	7
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	YADAV	26200	40	RJD	10
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	OBC	91700	10	RJD	35
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	MUSLIM	31440	20	RJD	12
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	UCH	39300	20	RJD	15
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	SC	52400	10	RJD	20
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	OTHRS	18340	40	RJD	7
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	YADAV	26200	10	INC	10
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	OBC	91700	20	INC	35
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	MUSLIM	31440	25	INC	12
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	UCH	39300	15	INC	15
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	SC	52400	15	INC	20
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	OTHRS	18340	10	INC	7
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	YADAV	26200		LJP	10
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	OBC	91700	5	LJP	35
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	MUSLIM	31440		LJP	12
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	UCH	39300	20	LJP	15
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	SC	52400	10	LJP	20
MADHEPURA 	70	ALAMNAGAR	MADHEPURA	OTHRS	18340	10	LJP	7
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	YADAV	48000	20	JD(U)+	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OBC	52800	65	JD(U)+	22
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	28800	45	JD(U)+	12
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	UCH	43200	50	JD(U)+	18
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	48000	60	JD(U)+	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OTHRS	16800	50	JD(U)+	7
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	YADAV	48000	65	RJD	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OBC	52800	15	RJD	22
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	28800	10	RJD	12
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	UCH	43200	25	RJD	18
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	48000	10	RJD	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OTHRS	16800	30	RJD	7
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	YADAV	48000	10	INC	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OBC	52800	10	INC	22
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	28800	25	INC	12
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	UCH	43200	15	INC	18
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	48000	10	INC	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OTHRS	16800	10	INC	7
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	YADAV	48000	5	LJP	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OBC	52800	5	LJP	22
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	28800	10	LJP	12
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	UCH	43200		LJP	18
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	48000	5	LJP	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OTHRS	16800	5	LJP	7
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	YADAV	48000		OTHERS	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OBC	52800	5	OTHERS	22
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	28800	5	OTHERS	12
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	UCH	43200	5	OTHERS	18
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	SC	48000		OTHERS	20
MADHEPURA 	71	BIHARIGANJ	MADHEPURA	OTHRS	16800	5	OTHERS	7
SUPAUL	44	TRIVENIGANJ	SUPAUL	YADAV	83600		JD(U)+	38
SUPAUL	44	TRIVENIGANJ	SUPAUL	OBC	41800		JD(U)+	19
SUPAUL	44	TRIVENIGANJ	SUPAUL	MUSLIM	22000		JD(U)+	10
SUPAUL	44	TRIVENIGANJ	SUPAUL	UCH	33000		JD(U)+	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	SC	33000		JD(U)+	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	OTHR	6600		JD(U)+	3
SUPAUL	44	TRIVENIGANJ	SUPAUL	YADAV	83600		RJD	38
SUPAUL	44	TRIVENIGANJ	SUPAUL	OBC	41800		RJD	19
SUPAUL	44	TRIVENIGANJ	SUPAUL	MUSLIM	22000		RJD	10
SUPAUL	44	TRIVENIGANJ	SUPAUL	UCH	33000		RJD	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	SC	33000		RJD	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	OTHR	6600		RJD	3
SUPAUL	44	TRIVENIGANJ	SUPAUL	YADAV	83600		INC	38
SUPAUL	44	TRIVENIGANJ	SUPAUL	OBC	41800		INC	19
SUPAUL	44	TRIVENIGANJ	SUPAUL	MUSLIM	22000		INC	10
SUPAUL	44	TRIVENIGANJ	SUPAUL	UCH	33000		INC	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	SC	33000		INC	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	OTHR	6600		INC	3
SUPAUL	44	TRIVENIGANJ	SUPAUL	YADAV	83600		LJP	38
SUPAUL	44	TRIVENIGANJ	SUPAUL	OBC	41800		LJP	19
SUPAUL	44	TRIVENIGANJ	SUPAUL	MUSLIM	22000		LJP	10
SUPAUL	44	TRIVENIGANJ	SUPAUL	UCH	33000		LJP	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	SC	33000		LJP	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	OTHR	6600		LJP	3
SUPAUL	44	TRIVENIGANJ	SUPAUL	YADAV	83600		OTHERS	38
SUPAUL	44	TRIVENIGANJ	SUPAUL	OBC	41800		OTHERS	19
SUPAUL	44	TRIVENIGANJ	SUPAUL	MUSLIM	22000		OTHERS	10
SUPAUL	44	TRIVENIGANJ	SUPAUL	UCH	33000		OTHERS	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	SC	33000		OTHERS	15
SUPAUL	44	TRIVENIGANJ	SUPAUL	OTHR	6600		OTHERS	3
SUPAUL	45	CHHATAPUR	SUPAUL	YADAV	90000	35	JD(U)+	40
SUPAUL	45	CHHATAPUR	SUPAUL	OBC	63000	55	JD(U)+	28
SUPAUL	45	CHHATAPUR	SUPAUL	MUSLIM	45000	45	JD(U)+	20
SUPAUL	45	CHHATAPUR	SUPAUL	UCH	15750	45	JD(U)+	7
SUPAUL	45	CHHATAPUR	SUPAUL	SC	6750	65	JD(U)+	3
SUPAUL	45	CHHATAPUR	SUPAUL	OTHR	4500	40	JD(U)+	2
SUPAUL	45	CHHATAPUR	SUPAUL	YADAV	90000	50	RJD	40
SUPAUL	45	CHHATAPUR	SUPAUL	OBC	63000	20	RJD	28
SUPAUL	45	CHHATAPUR	SUPAUL	MUSLIM	45000	20	RJD	20
SUPAUL	45	CHHATAPUR	SUPAUL	UCH	15750	30	RJD	7
SUPAUL	45	CHHATAPUR	SUPAUL	SC	6750	25	RJD	3
SUPAUL	45	CHHATAPUR	SUPAUL	OTHR	4500	30	RJD	2
SUPAUL	45	CHHATAPUR	SUPAUL	YADAV	90000	15	INC	40
SUPAUL	45	CHHATAPUR	SUPAUL	OBC	63000	15	INC	28
SUPAUL	45	CHHATAPUR	SUPAUL	MUSLIM	45000	35	INC	20
SUPAUL	45	CHHATAPUR	SUPAUL	UCH	15750	25	INC	7
SUPAUL	45	CHHATAPUR	SUPAUL	SC	6750	10	INC	3
SUPAUL	45	CHHATAPUR	SUPAUL	OTHR	4500	20	INC	2
SUPAUL	45	CHHATAPUR	SUPAUL	YADAV	90000		LJP	40
SUPAUL	45	CHHATAPUR	SUPAUL	OBC	63000		LJP	28
SUPAUL	45	CHHATAPUR	SUPAUL	MUSLIM	45000		LJP	20
SUPAUL	45	CHHATAPUR	SUPAUL	UCH	15750		LJP	7
SUPAUL	45	CHHATAPUR	SUPAUL	SC	6750		LJP	3
SUPAUL	45	CHHATAPUR	SUPAUL	OTHR	4500	10	LJP	2
SUPAUL	43	SUPAUL	SUPAUL	YADAV	88000	60	JD(U)+	40
SUPAUL	43	SUPAUL	SUPAUL	OBC	48400	55	JD(U)+	22
SUPAUL	43	SUPAUL	SUPAUL	MUSLIM	39600	55	JD(U)+	18
SUPAUL	43	SUPAUL	SUPAUL	UCH	15400	50	JD(U)+	7
SUPAUL	43	SUPAUL	SUPAUL	SC	22000	65	JD(U)+	10
SUPAUL	43	SUPAUL	SUPAUL	OTHR	6600	40	JD(U)+	3
SUPAUL	43	SUPAUL	SUPAUL	YADAV	88000	25	RJD	40
SUPAUL	43	SUPAUL	SUPAUL	OBC	48400	20	RJD	22
SUPAUL	43	SUPAUL	SUPAUL	MUSLIM	39600	15	RJD	18
SUPAUL	43	SUPAUL	SUPAUL	UCH	15400	25	RJD	7
SUPAUL	43	SUPAUL	SUPAUL	SC	22000	25	RJD	10
SUPAUL	43	SUPAUL	SUPAUL	OTHR	6600	40	RJD	3
SUPAUL	43	SUPAUL	SUPAUL	YADAV	88000	15	INC	40
SUPAUL	43	SUPAUL	SUPAUL	OBC	48400	15	INC	22
SUPAUL	43	SUPAUL	SUPAUL	MUSLIM	39600	30	INC	18
SUPAUL	43	SUPAUL	SUPAUL	UCH	15400	25	INC	7
SUPAUL	43	SUPAUL	SUPAUL	SC	22000	10	INC	10
SUPAUL	43	SUPAUL	SUPAUL	OTHR	6600	20	INC	3
MADHEPURA 	73	MADHEPURA	MADHEPURA	YADAV	90440		JD(U)+	38
MADHEPURA 	73	MADHEPURA	MADHEPURA	OBC	52360		JD(U)+	22
MADHEPURA 	73	MADHEPURA	MADHEPURA	MUSLIM	23800		JD(U)+	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	UCH	23800		JD(U)+	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	SC	35700		JD(U)+	15
MADHEPURA 	73	MADHEPURA	MADHEPURA	OTHR	11900		JD(U)+	5
MADHEPURA 	73	MADHEPURA	MADHEPURA	SEAT DETAILS			JD(U)+	
MADHEPURA 	73	MADHEPURA	MADHEPURA	AC Name			JD(U)+	
MADHEPURA 	73	MADHEPURA	MADHEPURA	YADAV	90440	25	RJD	38
MADHEPURA 	73	MADHEPURA	MADHEPURA	OBC	52360	60	RJD	22
MADHEPURA 	73	MADHEPURA	MADHEPURA	MUSLIM	23800	40	RJD	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	UCH	23800	60	RJD	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	SC	35700	70	RJD	15
MADHEPURA 	73	MADHEPURA	MADHEPURA	OTHR	11900	60	RJD	5
MADHEPURA 	73	MADHEPURA	MADHEPURA	SEAT DETAILS			RJD	
MADHEPURA 	73	MADHEPURA	MADHEPURA	AC Name			RJD	
MADHEPURA 	73	MADHEPURA	MADHEPURA	YADAV	90440	65	INC	38
MADHEPURA 	73	MADHEPURA	MADHEPURA	OBC	52360	15	INC	22
MADHEPURA 	73	MADHEPURA	MADHEPURA	MUSLIM	23800	20	INC	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	UCH	23800	20	INC	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	SC	35700	7	INC	15
MADHEPURA 	73	MADHEPURA	MADHEPURA	OTHR	11900	30	INC	5
MADHEPURA 	73	MADHEPURA	MADHEPURA	SEAT DETAILS			INC	
MADHEPURA 	73	MADHEPURA	MADHEPURA	AC Name			INC	
MADHEPURA 	73	MADHEPURA	MADHEPURA	YADAV	90440	10	LJP	38
MADHEPURA 	73	MADHEPURA	MADHEPURA	OBC	52360	20	LJP	22
MADHEPURA 	73	MADHEPURA	MADHEPURA	MUSLIM	23800	30	LJP	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	UCH	23800	10	LJP	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	SC	35700	13	LJP	15
MADHEPURA 	73	MADHEPURA	MADHEPURA	OTHR	11900	10	LJP	5
MADHEPURA 	73	MADHEPURA	MADHEPURA	SEAT DETAILS			LJP	
MADHEPURA 	73	MADHEPURA	MADHEPURA	AC Name			LJP	
MADHEPURA 	73	MADHEPURA	MADHEPURA	YADAV	90440		OTHERS	38
MADHEPURA 	73	MADHEPURA	MADHEPURA	OBC	52360		OTHERS	22
MADHEPURA 	73	MADHEPURA	MADHEPURA	MUSLIM	23800		OTHERS	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	UCH	23800		OTHERS	10
MADHEPURA 	73	MADHEPURA	MADHEPURA	SC	35700		OTHERS	15
MADHEPURA 	73	MADHEPURA	MADHEPURA	OTHR	11900		OTHERS	5
MADHEPURA 	73	MADHEPURA	MADHEPURA	SEAT DETAILS			OTHERS	
MADHEPURA 	73	MADHEPURA	MADHEPURA	AC Name			OTHERS	
SAHARSA	77	MAHISHI	MADHEPURA	YADAV	78750	25	JD(U)+	35
SAHARSA	77	MAHISHI	MADHEPURA	OBC	45000	60	JD(U)+	20
SAHARSA	77	MAHISHI	MADHEPURA	MUSLIM	22500	50	JD(U)+	10
SAHARSA	77	MAHISHI	MADHEPURA	UCH	33750	40	JD(U)+	15
SAHARSA	77	MAHISHI	MADHEPURA	SC	40500	60	JD(U)+	18
SAHARSA	77	MAHISHI	MADHEPURA	OTHR	25850	40	JD(U)+	11
SAHARSA	77	MAHISHI	MADHEPURA	SEAT DETAILS			JD(U)+	
SAHARSA	77	MAHISHI	MADHEPURA	AC Name			JD(U)+	
SAHARSA	77	MAHISHI	MADHEPURA	YADAV	78750	55	RJD	35
SAHARSA	77	MAHISHI	MADHEPURA	OBC	45000	15	RJD	20
SAHARSA	77	MAHISHI	MADHEPURA	MUSLIM	22500	15	RJD	10
SAHARSA	77	MAHISHI	MADHEPURA	UCH	33750	30	RJD	15
SAHARSA	77	MAHISHI	MADHEPURA	SC	40500	20	RJD	18
SAHARSA	77	MAHISHI	MADHEPURA	OTHR	25850	25	RJD	11
SAHARSA	77	MAHISHI	MADHEPURA	SEAT DETAILS			RJD	
SAHARSA	77	MAHISHI	MADHEPURA	AC Name			RJD	
SAHARSA	77	MAHISHI	MADHEPURA	YADAV	78750	12	INC	35
SAHARSA	77	MAHISHI	MADHEPURA	OBC	45000	8	INC	20
SAHARSA	77	MAHISHI	MADHEPURA	MUSLIM	22500	15	INC	10
SAHARSA	77	MAHISHI	MADHEPURA	UCH	33750	20	INC	15
SAHARSA	77	MAHISHI	MADHEPURA	SC	40500	20	INC	18
SAHARSA	77	MAHISHI	MADHEPURA	OTHR	25850	15	INC	11
SAHARSA	77	MAHISHI	MADHEPURA	SEAT DETAILS			INC	
SAHARSA	77	MAHISHI	MADHEPURA	AC Name			INC	
SAHARSA	77	MAHISHI	MADHEPURA	YADAV	78750	5	LJP	35
SAHARSA	77	MAHISHI	MADHEPURA	OBC	45000	5	LJP	20
SAHARSA	77	MAHISHI	MADHEPURA	MUSLIM	22500	10	LJP	10
SAHARSA	77	MAHISHI	MADHEPURA	UCH	33750		LJP	15
SAHARSA	77	MAHISHI	MADHEPURA	SC	40500		LJP	18
SAHARSA	77	MAHISHI	MADHEPURA	OTHR	25850	10	LJP	11
SAHARSA	77	MAHISHI	MADHEPURA	SEAT DETAILS			LJP	
SAHARSA	77	MAHISHI	MADHEPURA	AC Name			LJP	
SAHARSA	77	MAHISHI	MADHEPURA	YADAV	78750	5	OTHERS	35
SAHARSA	77	MAHISHI	MADHEPURA	OBC	45000	5	OTHERS	20
SAHARSA	77	MAHISHI	MADHEPURA	MUSLIM	22500	5	OTHERS	10
SAHARSA	77	MAHISHI	MADHEPURA	UCH	33750	10	OTHERS	15
SAHARSA	77	MAHISHI	MADHEPURA	SC	40500		OTHERS	18
SAHARSA	77	MAHISHI	MADHEPURA	OTHR	25850	10	OTHERS	11
SAHARSA	77	MAHISHI	MADHEPURA	SEAT DETAILS			OTHERS	
SAHARSA	77	MAHISHI	MADHEPURA	AC Name			OTHERS	
ARARIA	47	RANIGANJ	ARARIA	YADAV	35200	25	BJP	16
ARARIA	47	RANIGANJ	ARARIA	OBC	26400	50	BJP	14
ARARIA	47	RANIGANJ	ARARIA	MUSLIM	44000	2	BJP	30
ARARIA	47	RANIGANJ	ARARIA	UCH	26400	55	BJP	15
ARARIA	47	RANIGANJ	ARARIA	SC	26400	30	BJP	12
ARARIA	47	RANIGANJ	ARARIA	OTHR	44000	40	BJP	13
ARARIA	47	RANIGANJ	ARARIA	SEAT DETAILS			BJP	
ARARIA	47	RANIGANJ	ARARIA	AC Name			BJP	
ARARIA	47	RANIGANJ	ARARIA	YADAV	35200	10	JD(U)	16
ARARIA	47	RANIGANJ	ARARIA	OBC	26400	20	JD(U)	14
ARARIA	47	RANIGANJ	ARARIA	MUSLIM	44000	20	JD(U)	30
ARARIA	47	RANIGANJ	ARARIA	UCH	26400	20	JD(U)	15
ARARIA	47	RANIGANJ	ARARIA	SC	26400	20	JD(U)	12
ARARIA	47	RANIGANJ	ARARIA	OTHR	44000	15	JD(U)	13
ARARIA	47	RANIGANJ	ARARIA	SEAT DETAILS			JD(U)	
ARARIA	47	RANIGANJ	ARARIA	AC Name			JD(U)	
ARARIA	47	RANIGANJ	ARARIA	YADAV	35200	50	RJD	16
ARARIA	47	RANIGANJ	ARARIA	OBC	26400	20	RJD	14
ARARIA	47	RANIGANJ	ARARIA	MUSLIM	44000	45	RJD	30
ARARIA	47	RANIGANJ	ARARIA	UCH	26400	10	RJD	15
ARARIA	47	RANIGANJ	ARARIA	SC	26400	20	RJD	12
ARARIA	47	RANIGANJ	ARARIA	OTHR	44000	20	RJD	13
ARARIA	47	RANIGANJ	ARARIA	SEAT DETAILS			RJD	
ARARIA	47	RANIGANJ	ARARIA	AC Name			RJD	
ARARIA	47	RANIGANJ	ARARIA	YADAV	35200	10	INC	16
ARARIA	47	RANIGANJ	ARARIA	OBC	26400	5	INC	14
ARARIA	47	RANIGANJ	ARARIA	MUSLIM	44000	23	INC	30
ARARIA	47	RANIGANJ	ARARIA	UCH	26400	10	INC	15
ARARIA	47	RANIGANJ	ARARIA	SC	26400	20	INC	12
ARARIA	47	RANIGANJ	ARARIA	OTHR	44000	15	INC	13
ARARIA	47	RANIGANJ	ARARIA	SEAT DETAILS			INC	
ARARIA	47	RANIGANJ	ARARIA	AC Name			INC	
ARARIA	47	RANIGANJ	ARARIA	YADAV	35200	5	LJP	16
ARARIA	47	RANIGANJ	ARARIA	OBC	26400	5	LJP	14
ARARIA	47	RANIGANJ	ARARIA	MUSLIM	44000	10	LJP	30
ARARIA	47	RANIGANJ	ARARIA	UCH	26400		LJP	15
ARARIA	47	RANIGANJ	ARARIA	SC	26400	10	LJP	12
ARARIA	47	RANIGANJ	ARARIA	OTHR	44000	10	LJP	13
ARARIA	47	RANIGANJ	ARARIA	SEAT DETAILS			LJP	
ARARIA	47	RANIGANJ	ARARIA	AC Name			LJP	
ARARIA	51	SIKTI	ARARIA	BC	15050		JD(U)+	7
ARARIA	51	SIKTI	ARARIA	OBC	64500		JD(U)+	30
ARARIA	51	SIKTI	ARARIA	MUSLIM	53750		JD(U)+	25
ARARIA	51	SIKTI	ARARIA	UCH	30100		JD(U)+	14
ARARIA	51	SIKTI	ARARIA	SC	38700		JD(U)+	18
ARARIA	51	SIKTI	ARARIA	OTHR	12900		JD(U)+	6
ARARIA	51	SIKTI	ARARIA	BC	15050		RJD	7
ARARIA	51	SIKTI	ARARIA	OBC	64500		RJD	30
ARARIA	51	SIKTI	ARARIA	MUSLIM	53750		RJD	25
ARARIA	51	SIKTI	ARARIA	UCH	30100		RJD	14
ARARIA	51	SIKTI	ARARIA	SC	38700		RJD	18
ARARIA	51	SIKTI	ARARIA	OTHR	12900		RJD	6
ARARIA	51	SIKTI	ARARIA	BC	15050		INC	7
ARARIA	51	SIKTI	ARARIA	OBC	64500		INC	30
ARARIA	51	SIKTI	ARARIA	MUSLIM	53750		INC	25
ARARIA	51	SIKTI	ARARIA	UCH	30100		INC	14
ARARIA	51	SIKTI	ARARIA	SC	38700		INC	18
ARARIA	51	SIKTI	ARARIA	OTHR	12900		INC	6
ARARIA	51	SIKTI	ARARIA	BC	15050		LJP	7
ARARIA	51	SIKTI	ARARIA	OBC	64500		LJP	30
ARARIA	51	SIKTI	ARARIA	MUSLIM	53750		LJP	25
ARARIA	51	SIKTI	ARARIA	UCH	30100		LJP	14
ARARIA	51	SIKTI	ARARIA	SC	38700		LJP	18
ARARIA	51	SIKTI	ARARIA	OTHR	12900		LJP	6
ARARIA	51	SIKTI	ARARIA	BC	15050		OTHERS	7
ARARIA	51	SIKTI	ARARIA	OBC	64500		OTHERS	30
ARARIA	51	SIKTI	ARARIA	MUSLIM	53750		OTHERS	25
ARARIA	51	SIKTI	ARARIA	UCH	30100		OTHERS	14
ARARIA	51	SIKTI	ARARIA	SC	38700		OTHERS	18
ARARIA	51	SIKTI	ARARIA	OTHR	12900		OTHERS	6
ARWAL 	214	ARWAL	JAHANABAD	YADAV	25000	25	LJP	
ARWAL 	214	ARWAL	JAHANABAD	BHUMIHAR	22000	0	LJP	
ARWAL 	214	ARWAL	JAHANABAD	MUSLIM	20000	10	LJP	
ARWAL 	214	ARWAL	JAHANABAD	PASWAN	10000	20	LJP	
ARWAL 	214	ARWAL	JAHANABAD	YADAV	25000	40	BJP	
ARWAL 	214	ARWAL	JAHANABAD	BHUMIHAR	22000	70	BJP	
ARWAL 	214	ARWAL	JAHANABAD	MUSLIM	20000	35	BJP	
ARWAL 	214	ARWAL	JAHANABAD	PASWAN	10000	40	BJP	
ARWAL 	214	ARWAL	JAHANABAD	YADAV	25000	35	INC	
ARWAL 	214	ARWAL	JAHANABAD	BHUMIHAR	22000	30	INC	
ARWAL 	214	ARWAL	JAHANABAD	MUSLIM	20000	55	INC	
ARWAL 	214	ARWAL	JAHANABAD	PASWAN	10000	40	INC	
GAYA	233	ATRI	JAHANABAD	YADAV 	40000	100	RJD	
GAYA	233	ATRI	JAHANABAD	BHUMIHAR	30000	30	RJD	
GAYA	233	ATRI	JAHANABAD	RAJPUT	15000	30	RJD	
GAYA	233	ATRI	JAHANABAD	KOYARI	15000	0	RJD	
GAYA	233	ATRI	JAHANABAD	SC	40000	50	RJD	
GAYA	233	ATRI	JAHANABAD	OBC	25000	60	RJD	
GAYA	233	ATRI	JAHANABAD	YADAV 	40000	0	JD(U)	
GAYA	233	ATRI	JAHANABAD	BHUMIHAR	30000	70	JD(U)	
GAYA	233	ATRI	JAHANABAD	RAJPUT	15000	70	JD(U)	
GAYA	233	ATRI	JAHANABAD	KOYARI	15000	100	JD(U)	
GAYA	233	ATRI	JAHANABAD	SC	40000	50	JD(U)	
GAYA	233	ATRI	JAHANABAD	OBC	25000	40	JD(U)	
GAYA	228	BARACHATTI	GAYA	YADAV	40000	20	JD(U)	
GAYA	228	BARACHATTI	GAYA	MUSLIM	20000	40	JD(U)	
GAYA	228	BARACHATTI	GAYA	KOYARI	15000	100	JD(U)	
GAYA	228	BARACHATTI	GAYA	SC	50000	60	JD(U)	
GAYA	228	BARACHATTI	GAYA	OBC	30000	55	JD(U)	
GAYA	228	BARACHATTI	GAYA	BHUMIHAR	7000	80	JD(U)	
GAYA	228	BARACHATTI	GAYA	RAJPUT	10000	80	JD(U)	
GAYA	228	BARACHATTI	GAYA	YADAV	40000	80	RJD	
GAYA	228	BARACHATTI	GAYA	MUSLIM	20000	60	RJD	
GAYA	228	BARACHATTI	GAYA	KOYARI	15000	0	RJD	
GAYA	228	BARACHATTI	GAYA	SC	50000	40	RJD	
GAYA	228	BARACHATTI	GAYA	OBC	30000	45	RJD	
GAYA	228	BARACHATTI	GAYA	BHUMIHAR	7000	20	RJD	
GAYA	228	BARACHATTI	GAYA	RAJPUT	10000	20	RJD	
GAYA	232	BELAGANJ	GAYA	YADAV	45000	100	RJD	
GAYA	232	BELAGANJ	GAYA	MUSLIM	48000	90	RJD	
GAYA	232	BELAGANJ	GAYA	BHUMIHAR	23000	0	RJD	
GAYA	232	BELAGANJ	GAYA	RAJPUT	18000	0	RJD	
GAYA	232	BELAGANJ	GAYA	KOYARI	20000	0	RJD	
GAYA	232	BELAGANJ	GAYA	OBC	20000	40	RJD	
GAYA	232	BELAGANJ	GAYA	SC	40000	45	RJD	
GAYA	232	BELAGANJ	GAYA	YADAV	45000	0	BJP	
GAYA	232	BELAGANJ	GAYA	MUSLIM	48000	10	BJP	
GAYA	232	BELAGANJ	GAYA	BHUMIHAR	23000	100	BJP	
GAYA	232	BELAGANJ	GAYA	RAJPUT	18000	100	BJP	
GAYA	232	BELAGANJ	GAYA	KOYARI	20000	100	BJP	
GAYA	232	BELAGANJ	GAYA	OBC	20000	60	BJP	
GAYA	232	BELAGANJ	GAYA	SC	40000	55	BJP	
GAYA	229	BODH GAYA	GAYA	YADAV	50000	50	LJP	
GAYA	229	BODH GAYA	GAYA	KOYARI	20000	70	LJP	
GAYA	229	BODH GAYA	GAYA	MUSLIM	20000	70	LJP	
GAYA	229	BODH GAYA	GAYA	SC	55000	50	LJP	
