Assembly_Id	District	Assembly_Name	Parliamentary_Name	Party	PARTY_PARAMETER	PARTY_PARAMETER_SCORE
146	#REF!	BEGUSARAI	BEGUSARAI	BJP	LOCAL LEADERS UNITY/COORDINATION	8
146	#REF!	BEGUSARAI	BEGUSARAI	BJP	BOOTH MANAGEMENT OF PARTY	8
146	#REF!	BEGUSARAI	BEGUSARAI	BJP	PARTY ORGANISATION	8
146	#REF!	BEGUSARAI	BEGUSARAI	BJP	LOCAL LEADERS UNITY/COORDINATION	6
146	#REF!	BEGUSARAI	BEGUSARAI	BJP	BOOTH MANAGEMENT OF PARTY	6
146	#REF!	BEGUSARAI	BEGUSARAI	CPM	PARTY ORGANISATION	6
146	#REF!	BEGUSARAI	BEGUSARAI	CPM	LOCAL LEADERS UNITY/COORDINATION	5
146	#REF!	BEGUSARAI	BEGUSARAI	CPM	BOOTH MANAGEMENT OF PARTY	5
146	#REF!	BEGUSARAI	BEGUSARAI	LJP	PARTY ORGANISATION	6
146	#REF!	BEGUSARAI	BEGUSARAI	LJP	LOCAL LEADERS UNITY/COORDINATION	6
146	#REF!	BEGUSARAI	BEGUSARAI	LJP	BOOTH MANAGEMENT OF PARTY	6
146	#REF!	BEGUSARAI	BEGUSARAI	INC	PARTY ORGANISATION	5
146	#REF!	BEGUSARAI	BEGUSARAI	INC	LOCAL LEADERS UNITY/COORDINATION	4
146	#REF!	BEGUSARAI	BEGUSARAI	INC	BOOTH MANAGEMENT OF PARTY	5
147	#REF!	BAKHRI	BEGUSARAI	CPI	PARTY ORGANISATION	8
147	#REF!	BAKHRI	BEGUSARAI	CPI	LOCAL LEADERS UNITY/COORDINATION	7
147	#REF!	BAKHRI	BEGUSARAI	CPI	BOOTH MANAGEMENT OF PARTY	8
147	#REF!	BAKHRI	BEGUSARAI	RJD	PARTY ORGANISATION	7
147	#REF!	BAKHRI	BEGUSARAI	RJD	LOCAL LEADERS UNITY/COORDINATION	6
147	#REF!	BAKHRI	BEGUSARAI	RJD	BOOTH MANAGEMENT OF PARTY	6
147	#REF!	BAKHRI	BEGUSARAI	BJP	PARTY ORGANISATION	5
147	#REF!	BAKHRI	BEGUSARAI	BJP	LOCAL LEADERS UNITY/COORDINATION	5
147	#REF!	BAKHRI	BEGUSARAI	BJP	BOOTH MANAGEMENT OF PARTY	5
167	#REF!	SURYAGARHA	MUNGER	BJP	PARTY ORGANISATION	6
167	#REF!	SURYAGARHA	MUNGER	BJP	LOCAL LEADERS UNITY/COORDINATION	6
167	#REF!	SURYAGARHA	MUNGER	BJP	BOOTH MANAGEMENT OF PARTY	6
167	#REF!	SURYAGARHA	MUNGER	RJD	PARTY ORGANISATION	8
167	#REF!	SURYAGARHA	MUNGER	RJD	LOCAL LEADERS UNITY/COORDINATION	8
167	#REF!	SURYAGARHA	MUNGER	RJD	BOOTH MANAGEMENT OF PARTY	8
167	#REF!	SURYAGARHA	MUNGER	INC	PARTY ORGANISATION	5
167	#REF!	SURYAGARHA	MUNGER	INC	LOCAL LEADERS UNITY/COORDINATION	5
167	#REF!	SURYAGARHA	MUNGER	INC	BOOTH MANAGEMENT OF PARTY	5
168	#REF!	LAKHISARAI	MUNGER	RJD	PARTY ORGANISATION	7
168	#REF!	LAKHISARAI	MUNGER	RJD	LOCAL LEADERS UNITY/COORDINATION	7
168	#REF!	LAKHISARAI	MUNGER	RJD	BOOTH MANAGEMENT OF PARTY	7
168	#REF!	LAKHISARAI	MUNGER	JD(U)	PARTY ORGANISATION	8
168	#REF!	LAKHISARAI	MUNGER	JD(U)	LOCAL LEADERS UNITY/COORDINATION	8
168	#REF!	LAKHISARAI	MUNGER	JD(U)	BOOTH MANAGEMENT OF PARTY	8
168	#REF!	LAKHISARAI	MUNGER	LJP	PARTY ORGANISATION	6
168	#REF!	LAKHISARAI	MUNGER	LJP	LOCAL LEADERS UNITY/COORDINATION	6
168	#REF!	LAKHISARAI	MUNGER	LJP	BOOTH MANAGEMENT OF PARTY	6
168	#REF!	LAKHISARAI	MUNGER	BJP	PARTY ORGANISATION	7
168	#REF!	LAKHISARAI	MUNGER	BJP	LOCAL LEADERS UNITY/COORDINATION	5
168	#REF!	LAKHISARAI	MUNGER	BJP	BOOTH MANAGEMENT OF PARTY	7
154	#REF!	PIRPAINTI	BHAGALPUR	RJD	PARTY ORGANISATION	6
154	#REF!	PIRPAINTI	BHAGALPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	5
154	#REF!	PIRPAINTI	BHAGALPUR	RJD	BOOTH MANAGEMENT OF PARTY	6
154	#REF!	PIRPAINTI	BHAGALPUR	BJP	PARTY ORGANISATION	6
154	#REF!	PIRPAINTI	BHAGALPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	5
154	#REF!	PIRPAINTI	BHAGALPUR	BJP	BOOTH MANAGEMENT OF PARTY	6
154	#REF!	PIRPAINTI	BHAGALPUR	CPI	PARTY ORGANISATION	7
154	#REF!	PIRPAINTI	BHAGALPUR	CPI	LOCAL LEADERS UNITY/COORDINATION	8
154	#REF!	PIRPAINTI	BHAGALPUR	CPI	BOOTH MANAGEMENT OF PARTY	7
154	#REF!	PIRPAINTI	BHAGALPUR	INC	PARTY ORGANISATION	3
154	#REF!	PIRPAINTI	BHAGALPUR	INC	LOCAL LEADERS UNITY/COORDINATION	3
154	#REF!	PIRPAINTI	BHAGALPUR	INC	BOOTH MANAGEMENT OF PARTY	3
157	#REF!	SULTANGANJ	BANKA	JD(U)	PARTY ORGANISATION	7
157	#REF!	SULTANGANJ	BANKA	JD(U)	LOCAL LEADERS UNITY/COORDINATION	6
157	#REF!	SULTANGANJ	BANKA	JD(U)	BOOTH MANAGEMENT OF PARTY	7
157	#REF!	SULTANGANJ	BANKA	RJD	PARTY ORGANISATION	8
157	#REF!	SULTANGANJ	BANKA	RJD	LOCAL LEADERS UNITY/COORDINATION	8
157	#REF!	SULTANGANJ	BANKA	RJD	BOOTH MANAGEMENT OF PARTY	8
157	#REF!	SULTANGANJ	BANKA	INC	PARTY ORGANISATION	5
157	#REF!	SULTANGANJ	BANKA	INC	LOCAL LEADERS UNITY/COORDINATION	5
157	#REF!	SULTANGANJ	BANKA	INC	BOOTH MANAGEMENT OF PARTY	5
152	#REF!	BIHPUR	BHAGALPUR	RJD	PARTY ORGANISATION	9
152	#REF!	BIHPUR	BHAGALPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	9
152	#REF!	BIHPUR	BHAGALPUR	RJD	BOOTH MANAGEMENT OF PARTY	9
152	#REF!	BIHPUR	BHAGALPUR	BJP	PARTY ORGANISATION	9
152	#REF!	BIHPUR	BHAGALPUR	BJP	LOCAL LEADERS UNITY/COORDINATION	9
152	#REF!	BIHPUR	BHAGALPUR	BJP	BOOTH MANAGEMENT OF PARTY	9
152	#REF!	BIHPUR	BHAGALPUR	INC	PARTY ORGANISATION	5
152	#REF!	BIHPUR	BHAGALPUR	INC	LOCAL LEADERS UNITY/COORDINATION	5
152	#REF!	BIHPUR	BHAGALPUR	INC	BOOTH MANAGEMENT OF PARTY	5
153	#REF!	GOPALPUR	BHAGALPUR	JD(U)	PARTY ORGANISATION	7
153	#REF!	GOPALPUR	BHAGALPUR	JD(U)	LOCAL LEADERS UNITY/COORDINATION	4
153	#REF!	GOPALPUR	BHAGALPUR	JD(U)	BOOTH MANAGEMENT OF PARTY	7
153	#REF!	GOPALPUR	BHAGALPUR	RJD	PARTY ORGANISATION	9
153	#REF!	GOPALPUR	BHAGALPUR	RJD	LOCAL LEADERS UNITY/COORDINATION	9
153	#REF!	GOPALPUR	BHAGALPUR	RJD	BOOTH MANAGEMENT OF PARTY	9
153	#REF!	GOPALPUR	BHAGALPUR	INC	PARTY ORGANISATION	5
153	#REF!	GOPALPUR	BHAGALPUR	INC	LOCAL LEADERS UNITY/COORDINATION	5
153	#REF!	GOPALPUR	BHAGALPUR	INC	BOOTH MANAGEMENT OF PARTY	5
75	#REF!	SAHARSA	MADHEPURA	BJP	PARTY ORGANISATION	5
75	#REF!	SAHARSA	MADHEPURA	BJP	LOCAL LEADERS UNITY/COORDINATION	4
75	#REF!	SAHARSA	MADHEPURA	BJP	BOOTH MANAGEMENT OF PARTY	5
75	#REF!	SAHARSA	MADHEPURA	RJD	PARTY ORGANISATION	6
75	#REF!	SAHARSA	MADHEPURA	RJD	LOCAL LEADERS UNITY/COORDINATION	5
75	#REF!	SAHARSA	MADHEPURA	RJD	BOOTH MANAGEMENT OF PARTY	5
75	#REF!	SAHARSA	MADHEPURA	INC	PARTY ORGANISATION	3
75	#REF!	SAHARSA	MADHEPURA	INC	LOCAL LEADERS UNITY/COORDINATION	3
75	#REF!	SAHARSA	MADHEPURA	INC	BOOTH MANAGEMENT OF PARTY	3
75	#REF!	SAHARSA	MADHEPURA	LJP	PARTY ORGANISATION	3
75	#REF!	SAHARSA	MADHEPURA	LJP	LOCAL LEADERS UNITY/COORDINATION	3
75	#REF!	SAHARSA	MADHEPURA	LJP	BOOTH MANAGEMENT OF PARTY	3
74	#REF!	SONBARSHA	MADHEPURA	OTHERS	PARTY ORGANISATION	5
74	#REF!	SONBARSHA	MADHEPURA	OTHERS	LOCAL LEADERS UNITY/COORDINATION	5
74	#REF!	SONBARSHA	MADHEPURA	OTHERS	BOOTH MANAGEMENT OF PARTY	5
74	#REF!	SONBARSHA	MADHEPURA	JD(U)	PARTY ORGANISATION	5
74	#REF!	SONBARSHA	MADHEPURA	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
74	#REF!	SONBARSHA	MADHEPURA	JD(U)	BOOTH MANAGEMENT OF PARTY	6
74	#REF!	SONBARSHA	MADHEPURA	BJP	PARTY ORGANISATION	3
74	#REF!	SONBARSHA	MADHEPURA	BJP	LOCAL LEADERS UNITY/COORDINATION	3
74	#REF!	SONBARSHA	MADHEPURA	BJP	BOOTH MANAGEMENT OF PARTY	3
74	#REF!	SONBARSHA	MADHEPURA	RJD	PARTY ORGANISATION	6
74	#REF!	SONBARSHA	MADHEPURA	RJD	LOCAL LEADERS UNITY/COORDINATION	5
74	#REF!	SONBARSHA	MADHEPURA	RJD	BOOTH MANAGEMENT OF PARTY	6
74	#REF!	SONBARSHA	MADHEPURA	INC	PARTY ORGANISATION	3
74	#REF!	SONBARSHA	MADHEPURA	INC	LOCAL LEADERS UNITY/COORDINATION	3
74	#REF!	SONBARSHA	MADHEPURA	INC	BOOTH MANAGEMENT OF PARTY	3
74	#REF!	SONBARSHA	MADHEPURA	LJP	PARTY ORGANISATION	4
74	#REF!	SONBARSHA	MADHEPURA	LJP	LOCAL LEADERS UNITY/COORDINATION	4
74	#REF!	SONBARSHA	MADHEPURA	LJP	BOOTH MANAGEMENT OF PARTY	4
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	JD(U)	PARTY ORGANISATION	6
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	JD(U)	BOOTH MANAGEMENT OF PARTY	5
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	BJP	PARTY ORGANISATION	2
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	BJP	LOCAL LEADERS UNITY/COORDINATION	2
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	BJP	BOOTH MANAGEMENT OF PARTY	2
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	RJD	PARTY ORGANISATION	7
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	RJD	LOCAL LEADERS UNITY/COORDINATION	7
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	RJD	BOOTH MANAGEMENT OF PARTY	6
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	INC	PARTY ORGANISATION	3
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	INC	LOCAL LEADERS UNITY/COORDINATION	4
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	INC	BOOTH MANAGEMENT OF PARTY	3
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	LJP	PARTY ORGANISATION	3
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	LJP	LOCAL LEADERS UNITY/COORDINATION	3
76	#REF!	SIMRI BAKHTIARPUR	KHAGARIA	LJP	BOOTH MANAGEMENT OF PARTY	3
70	#REF!	ALAMNAGAR	MADHEPURA	JD(U)	PARTY ORGANISATION	4
70	#REF!	ALAMNAGAR	MADHEPURA	JD(U)	LOCAL LEADERS UNITY/COORDINATION	4
70	#REF!	ALAMNAGAR	MADHEPURA	JD(U)	BOOTH MANAGEMENT OF PARTY	4
70	#REF!	ALAMNAGAR	MADHEPURA	BJP	PARTY ORGANISATION	5
70	#REF!	ALAMNAGAR	MADHEPURA	BJP	LOCAL LEADERS UNITY/COORDINATION	5
70	#REF!	ALAMNAGAR	MADHEPURA	BJP	BOOTH MANAGEMENT OF PARTY	5
70	#REF!	ALAMNAGAR	MADHEPURA	RJD	PARTY ORGANISATION	5
70	#REF!	ALAMNAGAR	MADHEPURA	RJD	LOCAL LEADERS UNITY/COORDINATION	5
70	#REF!	ALAMNAGAR	MADHEPURA	RJD	BOOTH MANAGEMENT OF PARTY	5
70	#REF!	ALAMNAGAR	MADHEPURA	INC	PARTY ORGANISATION	3
70	#REF!	ALAMNAGAR	MADHEPURA	INC	LOCAL LEADERS UNITY/COORDINATION	4
70	#REF!	ALAMNAGAR	MADHEPURA	INC	BOOTH MANAGEMENT OF PARTY	3
70	#REF!	ALAMNAGAR	MADHEPURA	LJP	PARTY ORGANISATION	3
70	#REF!	ALAMNAGAR	MADHEPURA	LJP	LOCAL LEADERS UNITY/COORDINATION	3
70	#REF!	ALAMNAGAR	MADHEPURA	LJP	BOOTH MANAGEMENT OF PARTY	3
71	#REF!	BIHARIGANJ	MADHEPURA	JD(U)	PARTY ORGANISATION	6
71	#REF!	BIHARIGANJ	MADHEPURA	JD(U)	LOCAL LEADERS UNITY/COORDINATION	4
71	#REF!	BIHARIGANJ	MADHEPURA	JD(U)	BOOTH MANAGEMENT OF PARTY	4
71	#REF!	BIHARIGANJ	MADHEPURA	RJD	PARTY ORGANISATION	5
71	#REF!	BIHARIGANJ	MADHEPURA	RJD	LOCAL LEADERS UNITY/COORDINATION	4
71	#REF!	BIHARIGANJ	MADHEPURA	RJD	BOOTH MANAGEMENT OF PARTY	5
71	#REF!	BIHARIGANJ	MADHEPURA	INC	PARTY ORGANISATION	3
71	#REF!	BIHARIGANJ	MADHEPURA	INC	LOCAL LEADERS UNITY/COORDINATION	3
71	#REF!	BIHARIGANJ	MADHEPURA	INC	BOOTH MANAGEMENT OF PARTY	3
71	#REF!	BIHARIGANJ	MADHEPURA	LJP	PARTY ORGANISATION	3
71	#REF!	BIHARIGANJ	MADHEPURA	LJP	LOCAL LEADERS UNITY/COORDINATION	3
71	#REF!	BIHARIGANJ	MADHEPURA	LJP	BOOTH MANAGEMENT OF PARTY	3
72	#REF!	SINGHESHWAR	SUPAUL	JD(U)	PARTY ORGANISATION	4
72	#REF!	SINGHESHWAR	SUPAUL	JD(U)	LOCAL LEADERS UNITY/COORDINATION	4
72	#REF!	SINGHESHWAR	SUPAUL	JD(U)	BOOTH MANAGEMENT OF PARTY	4
72	#REF!	SINGHESHWAR	SUPAUL	BJP	PARTY ORGANISATION	4
72	#REF!	SINGHESHWAR	SUPAUL	BJP	LOCAL LEADERS UNITY/COORDINATION	4
72	#REF!	SINGHESHWAR	SUPAUL	BJP	BOOTH MANAGEMENT OF PARTY	4
72	#REF!	SINGHESHWAR	SUPAUL	RJD	PARTY ORGANISATION	5
72	#REF!	SINGHESHWAR	SUPAUL	RJD	LOCAL LEADERS UNITY/COORDINATION	4
72	#REF!	SINGHESHWAR	SUPAUL	RJD	BOOTH MANAGEMENT OF PARTY	5
72	#REF!	SINGHESHWAR	SUPAUL	INC	PARTY ORGANISATION	3
72	#REF!	SINGHESHWAR	SUPAUL	INC	LOCAL LEADERS UNITY/COORDINATION	3
72	#REF!	SINGHESHWAR	SUPAUL	INC	BOOTH MANAGEMENT OF PARTY	3
72	#REF!	SINGHESHWAR	SUPAUL	LJP	PARTY ORGANISATION	3
72	#REF!	SINGHESHWAR	SUPAUL	LJP	LOCAL LEADERS UNITY/COORDINATION	3
72	#REF!	SINGHESHWAR	SUPAUL	LJP	BOOTH MANAGEMENT OF PARTY	3
42	#REF!	PIPRA	SUPAUL	NEW SEAT	PARTY ORGANISATION	
42	#REF!	PIPRA	SUPAUL	NEW SEAT	LOCAL LEADERS UNITY/COORDINATION	
42	#REF!	PIPRA	SUPAUL	NEW SEAT	BOOTH MANAGEMENT OF PARTY	
42	#REF!	PIPRA	SUPAUL	JD(U)	PARTY ORGANISATION	5
42	#REF!	PIPRA	SUPAUL	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
42	#REF!	PIPRA	SUPAUL	JD(U)	BOOTH MANAGEMENT OF PARTY	5
42	#REF!	PIPRA	SUPAUL	RJD	PARTY ORGANISATION	6
42	#REF!	PIPRA	SUPAUL	RJD	LOCAL LEADERS UNITY/COORDINATION	6
42	#REF!	PIPRA	SUPAUL	RJD	BOOTH MANAGEMENT OF PARTY	6
42	#REF!	PIPRA	SUPAUL	INC	PARTY ORGANISATION	3
42	#REF!	PIPRA	SUPAUL	INC	LOCAL LEADERS UNITY/COORDINATION	3
42	#REF!	PIPRA	SUPAUL	INC	BOOTH MANAGEMENT OF PARTY	3
42	#REF!	PIPRA	SUPAUL	LJP	PARTY ORGANISATION	4
42	#REF!	PIPRA	SUPAUL	LJP	LOCAL LEADERS UNITY/COORDINATION	4
42	#REF!	PIPRA	SUPAUL	LJP	BOOTH MANAGEMENT OF PARTY	4
44	#REF!	TRIVENIGANJ	SUPAUL	JD(U)	PARTY ORGANISATION	4
44	#REF!	TRIVENIGANJ	SUPAUL	JD(U)	LOCAL LEADERS UNITY/COORDINATION	4
44	#REF!	TRIVENIGANJ	SUPAUL	JD(U)	BOOTH MANAGEMENT OF PARTY	4
44	#REF!	TRIVENIGANJ	SUPAUL	JD(U)	PARTY ORGANISATION	4
44	#REF!	TRIVENIGANJ	SUPAUL	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
44	#REF!	TRIVENIGANJ	SUPAUL	JD(U)	BOOTH MANAGEMENT OF PARTY	4
44	#REF!	TRIVENIGANJ	SUPAUL	BJP	PARTY ORGANISATION	3
44	#REF!	TRIVENIGANJ	SUPAUL	BJP	LOCAL LEADERS UNITY/COORDINATION	3
44	#REF!	TRIVENIGANJ	SUPAUL	BJP	BOOTH MANAGEMENT OF PARTY	3
44	#REF!	TRIVENIGANJ	SUPAUL	RJD	PARTY ORGANISATION	6
44	#REF!	TRIVENIGANJ	SUPAUL	RJD	LOCAL LEADERS UNITY/COORDINATION	5
44	#REF!	TRIVENIGANJ	SUPAUL	RJD	BOOTH MANAGEMENT OF PARTY	5
44	#REF!	TRIVENIGANJ	SUPAUL	INC	PARTY ORGANISATION	2
44	#REF!	TRIVENIGANJ	SUPAUL	INC	LOCAL LEADERS UNITY/COORDINATION	3
44	#REF!	TRIVENIGANJ	SUPAUL	INC	BOOTH MANAGEMENT OF PARTY	3
44	#REF!	TRIVENIGANJ	SUPAUL	LJP	PARTY ORGANISATION	3
44	#REF!	TRIVENIGANJ	SUPAUL	LJP	LOCAL LEADERS UNITY/COORDINATION	3
44	#REF!	TRIVENIGANJ	SUPAUL	LJP	BOOTH MANAGEMENT OF PARTY	3
44	#REF!	TRIVENIGANJ	SUPAUL	OTHERS	PARTY ORGANISATION	
44	#REF!	TRIVENIGANJ	SUPAUL	OTHERS	LOCAL LEADERS UNITY/COORDINATION	
44	#REF!	TRIVENIGANJ	SUPAUL	OTHERS	BOOTH MANAGEMENT OF PARTY	
45	#REF!	CHHATAPUR	SUPAUL	JD(U)	PARTY ORGANISATION	5
45	#REF!	CHHATAPUR	SUPAUL	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
45	#REF!	CHHATAPUR	SUPAUL	JD(U)	BOOTH MANAGEMENT OF PARTY	5
45	#REF!	CHHATAPUR	SUPAUL	BJP	PARTY ORGANISATION	3
45	#REF!	CHHATAPUR	SUPAUL	BJP	LOCAL LEADERS UNITY/COORDINATION	3
45	#REF!	CHHATAPUR	SUPAUL	BJP	BOOTH MANAGEMENT OF PARTY	3
45	#REF!	CHHATAPUR	SUPAUL	RJD	PARTY ORGANISATION	6
45	#REF!	CHHATAPUR	SUPAUL	RJD	LOCAL LEADERS UNITY/COORDINATION	6
45	#REF!	CHHATAPUR	SUPAUL	RJD	BOOTH MANAGEMENT OF PARTY	6
45	#REF!	CHHATAPUR	SUPAUL	INC	PARTY ORGANISATION	3
45	#REF!	CHHATAPUR	SUPAUL	INC	LOCAL LEADERS UNITY/COORDINATION	3
45	#REF!	CHHATAPUR	SUPAUL	INC	BOOTH MANAGEMENT OF PARTY	3
45	#REF!	CHHATAPUR	SUPAUL	LJP	PARTY ORGANISATION	3
45	#REF!	CHHATAPUR	SUPAUL	LJP	LOCAL LEADERS UNITY/COORDINATION	3
45	#REF!	CHHATAPUR	SUPAUL	LJP	BOOTH MANAGEMENT OF PARTY	3
43	#REF!	SUPAUL	SUPAUL	JD(U)	PARTY ORGANISATION	6
43	#REF!	SUPAUL	SUPAUL	JD(U)	LOCAL LEADERS UNITY/COORDINATION	6
43	#REF!	SUPAUL	SUPAUL	JD(U)	BOOTH MANAGEMENT OF PARTY	6
43	#REF!	SUPAUL	SUPAUL	BJP	PARTY ORGANISATION	2
43	#REF!	SUPAUL	SUPAUL	BJP	LOCAL LEADERS UNITY/COORDINATION	3
43	#REF!	SUPAUL	SUPAUL	BJP	BOOTH MANAGEMENT OF PARTY	3
43	#REF!	SUPAUL	SUPAUL	RJD	PARTY ORGANISATION	5
43	#REF!	SUPAUL	SUPAUL	RJD	LOCAL LEADERS UNITY/COORDINATION	5
43	#REF!	SUPAUL	SUPAUL	RJD	BOOTH MANAGEMENT OF PARTY	5
43	#REF!	SUPAUL	SUPAUL	INC	PARTY ORGANISATION	2
43	#REF!	SUPAUL	SUPAUL	INC	LOCAL LEADERS UNITY/COORDINATION	2
43	#REF!	SUPAUL	SUPAUL	INC	BOOTH MANAGEMENT OF PARTY	2
43	#REF!	SUPAUL	SUPAUL	LJP	PARTY ORGANISATION	3
43	#REF!	SUPAUL	SUPAUL	LJP	LOCAL LEADERS UNITY/COORDINATION	3
43	#REF!	SUPAUL	SUPAUL	LJP	BOOTH MANAGEMENT OF PARTY	3
46	#REF!	NARPATGANJ	ARARIA	BJP	PARTY ORGANISATION	6
46	#REF!	NARPATGANJ	ARARIA	BJP	LOCAL LEADERS UNITY/COORDINATION	6
46	#REF!	NARPATGANJ	ARARIA	BJP	BOOTH MANAGEMENT OF PARTY	6
46	#REF!	NARPATGANJ	ARARIA	JD(U)	PARTY ORGANISATION	4
46	#REF!	NARPATGANJ	ARARIA	JD(U)	LOCAL LEADERS UNITY/COORDINATION	3
46	#REF!	NARPATGANJ	ARARIA	JD(U)	BOOTH MANAGEMENT OF PARTY	3
46	#REF!	NARPATGANJ	ARARIA	RJD	PARTY ORGANISATION	4
46	#REF!	NARPATGANJ	ARARIA	RJD	LOCAL LEADERS UNITY/COORDINATION	4
46	#REF!	NARPATGANJ	ARARIA	RJD	BOOTH MANAGEMENT OF PARTY	4
46	#REF!	NARPATGANJ	ARARIA	INC	PARTY ORGANISATION	3
46	#REF!	NARPATGANJ	ARARIA	INC	LOCAL LEADERS UNITY/COORDINATION	4
46	#REF!	NARPATGANJ	ARARIA	INC	BOOTH MANAGEMENT OF PARTY	3
48	#REF!	FORBESGANJ	ARARIA	BJP	PARTY ORGANISATION	6
48	#REF!	FORBESGANJ	ARARIA	BJP	LOCAL LEADERS UNITY/COORDINATION	5
48	#REF!	FORBESGANJ	ARARIA	BJP	BOOTH MANAGEMENT OF PARTY	5
48	#REF!	FORBESGANJ	ARARIA	JD(U)	PARTY ORGANISATION	3
48	#REF!	FORBESGANJ	ARARIA	JD(U)	LOCAL LEADERS UNITY/COORDINATION	3
48	#REF!	FORBESGANJ	ARARIA	JD(U)	BOOTH MANAGEMENT OF PARTY	3
48	#REF!	FORBESGANJ	ARARIA	RJD	PARTY ORGANISATION	4
48	#REF!	FORBESGANJ	ARARIA	RJD	LOCAL LEADERS UNITY/COORDINATION	4
48	#REF!	FORBESGANJ	ARARIA	RJD	BOOTH MANAGEMENT OF PARTY	4
48	#REF!	FORBESGANJ	ARARIA	INC	PARTY ORGANISATION	3
48	#REF!	FORBESGANJ	ARARIA	INC	LOCAL LEADERS UNITY/COORDINATION	3
48	#REF!	FORBESGANJ	ARARIA	INC	BOOTH MANAGEMENT OF PARTY	3
50	#REF!	JOKIHAT	ARARIA	RJD	PARTY ORGANISATION	6
50	#REF!	JOKIHAT	ARARIA	RJD	LOCAL LEADERS UNITY/COORDINATION	6
50	#REF!	JOKIHAT	ARARIA	RJD	BOOTH MANAGEMENT OF PARTY	6
50	#REF!	JOKIHAT	ARARIA	JD(U)	PARTY ORGANISATION	4
50	#REF!	JOKIHAT	ARARIA	JD(U)	LOCAL LEADERS UNITY/COORDINATION	5
50	#REF!	JOKIHAT	ARARIA	JD(U)	BOOTH MANAGEMENT OF PARTY	4
50	#REF!	JOKIHAT	ARARIA	BJP	PARTY ORGANISATION	3
50	#REF!	JOKIHAT	ARARIA	BJP	LOCAL LEADERS UNITY/COORDINATION	3
50	#REF!	JOKIHAT	ARARIA	BJP	BOOTH MANAGEMENT OF PARTY	3
50	#REF!	JOKIHAT	ARARIA	INC	PARTY ORGANISATION	3
50	#REF!	JOKIHAT	ARARIA	INC	LOCAL LEADERS UNITY/COORDINATION	3
50	#REF!	JOKIHAT	ARARIA	INC	BOOTH MANAGEMENT OF PARTY	3
54	#REF!	KISHANGANJ	KISHANGANJ	RJD	PARTY ORGANISATION	6
54	#REF!	KISHANGANJ	KISHANGANJ	RJD	LOCAL LEADERS UNITY/COORDINATION	6
54	#REF!	KISHANGANJ	KISHANGANJ	RJD	BOOTH MANAGEMENT OF PARTY	6
54	#REF!	KISHANGANJ	KISHANGANJ	JD(U)	PARTY ORGANISATION	5
54	#REF!	KISHANGANJ	KISHANGANJ	JD(U)	LOCAL LEADERS UNITY/COORDINATION	4
54	#REF!	KISHANGANJ	KISHANGANJ	JD(U)	BOOTH MANAGEMENT OF PARTY	5
54	#REF!	KISHANGANJ	KISHANGANJ	BJP	PARTY ORGANISATION	5
54	#REF!	KISHANGANJ	KISHANGANJ	BJP	LOCAL LEADERS UNITY/COORDINATION	6
54	#REF!	KISHANGANJ	KISHANGANJ	BJP	BOOTH MANAGEMENT OF PARTY	5
54	#REF!	KISHANGANJ	KISHANGANJ	INC	PARTY ORGANISATION	4
54	#REF!	KISHANGANJ	KISHANGANJ	INC	LOCAL LEADERS UNITY/COORDINATION	4
54	#REF!	KISHANGANJ	KISHANGANJ	INC	BOOTH MANAGEMENT OF PARTY	4
53	#REF!	THAKURGANJ	KISHANGANJ	JD(U)	PARTY ORGANISATION	5
53	#REF!	THAKURGANJ	KISHANGANJ	JD(U)	LOCAL LEADERS UNITY/COORDINATION	6
53	#REF!	THAKURGANJ	KISHANGANJ	JD(U)	BOOTH MANAGEMENT OF PARTY	5
53	#REF!	THAKURGANJ	KISHANGANJ	BJP	PARTY ORGANISATION	5
53	#REF!	THAKURGANJ	KISHANGANJ	BJP	LOCAL LEADERS UNITY/COORDINATION	6
53	#REF!	THAKURGANJ	KISHANGANJ	BJP	BOOTH MANAGEMENT OF PARTY	5
53	#REF!	THAKURGANJ	KISHANGANJ	RJD	PARTY ORGANISATION	4
