"342"	"Election to the Legislative Assembly from the 125-DHAMDAHA Assembly Constituency"	""	""	""	""	""	""
"343"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"344"	"Candidate Details"	""	""	""	"Votes Polled in AC"	""	""
"345"	"Sl.
No"	"Name"	"Party Abbre."	""	"Tot Gen
Votes."	"Postal
Votes"	"Total
Votes"
"346"	"1"	"DILEEP KUMAR YADAV"	"Rashtriya Janata Dal"	""	"30908"	"1"	"30909"
"347"	"2"	"BABULAL BESARA"	"Bahujan Samaj Party"	""	"1884"	"1"	"1885"
"348"	"3"	"RAM NARESH KISKU"	"Jharkhand Mukti Morcha"	""	"6857"	"0"	"6857"
"349"	"4"	"LESHI SINGH"	"Janata Dal (United)"	""	"39763"	"3"	"39766"
"350"	"5"	"DHEER NARAYAN JHA"	"Communist Party of India (Marxist-Leninist)(Libration)"	""	"1474"	"0"	"1474"
"351"	"6"	"NEELAM DEVI"	"Samajwadi Party"	""	"14591"	"0"	"14591"
"352"	"7"	"SHASHI KUMAR SINGH"	"Proutist Sarva Samaj Party"	""	"642"	"0"	"642"
"353"	"8"	"TUNTUN PASWAN"	"Independent"	""	"446"	"0"	"446"
"354"	"9"	"NEELAM BHARATI"	"Independent"	""	"759"	"0"	"759"
"355"	"10"	"BALRAM SINGH"	"Independent"	""	"647"	"0"	"647"
"356"	"11"	"RAJ KUMAR"	"Independent"	""	"1026"	"0"	"1026"
"357"	"12"	"VINDESHWARI PASWAN"	"Independent"	""	"890"	"0"	"890"
"358"	"13"	"SHAMBHU BHAGAT"	"Independent"	""	"1583"	"0"	"1583"
"359"	"14"	"SUCHITRA SINGH"	"Independent"	""	"3102"	"0"	"3102"
"360"	"Place -"	""	""	""	""	""	""
"361"	"Date  -"	""	""	""	""	""	""
"362"	"Returning Officer"	""	""	""	""	""	""
"363"	"125 - Dhamdaha Assembly Constituency"	""	""	""	""	""	""
"364"	"ROUND - 14 - CUMMULATIVE"	""	""	""	""	""	""
"365"	"ANNEXURE - XL"	""	""	""	""	""	""
"366"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"367"	"FORM - 20"	""	""	""	""	""	""
"368"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"369"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"370"	"Election to the Legislative Assembly from the 125-DHAMDAHA Assembly Constituency"	""	""	""	""	""	""
"371"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"372"	"Candidate Details"	""	""	""	"Votes Polled in AC"	""	""
"373"	"Sl.
No"	"Name"	"Party Abbre."	""	"Tot Gen
Votes."	"Postal
Votes"	"Total
Votes"
"374"	"1"	"DILEEP KUMAR YADAV"	"Rashtriya Janata Dal"	""	"31282"	"1"	"31283"
"375"	"2"	"BABULAL BESARA"	"Bahujan Samaj Party"	""	"1903"	"1"	"1904"
"376"	"3"	"RAM NARESH KISKU"	"Jharkhand Mukti Morcha"	""	"6881"	"0"	"6881"
"377"	"4"	"LESHI SINGH"	"Janata Dal (United)"	""	"40581"	"3"	"40584"
"378"	"5"	"DHEER NARAYAN JHA"	"Communist Party of India (Marxist-Leninist)(Libration)"	""	"1488"	"0"	"1488"
"379"	"6"	"NEELAM DEVI"	"Samajwadi Party"	""	"14619"	"0"	"14619"
"380"	"7"	"SHASHI KUMAR SINGH"	"Proutist Sarva Samaj Party"	""	"644"	"0"	"644"
"381"	"8"	"TUNTUN PASWAN"	"Independent"	""	"452"	"0"	"452"
"382"	"9"	"NEELAM BHARATI"	"Independent"	""	"766"	"0"	"766"
"383"	"10"	"BALRAM SINGH"	"Independent"	""	"652"	"0"	"652"
"384"	"11"	"RAJ KUMAR"	"Independent"	""	"1027"	"0"	"1027"
"385"	"12"	"VINDESHWARI PASWAN"	"Independent"	""	"895"	"0"	"895"
"386"	"13"	"SHAMBHU BHAGAT"	"Independent"	""	"1584"	"0"	"1584"
"387"	"14"	"SUCHITRA SINGH"	"Independent"	""	"3113"	"0"	"3113"
"388"	"Place -"	""	""	""	""	""	""
"389"	"Date  -"	""	""	""	""	""	""
"390"	"Returning Officer"	""	""	""	""	""	""
"391"	"125 - Dhamdaha Assembly Constituency"	""	""	""	""	""	""
"392"	"ROUND - 15 - CUMMULATIVE"	""	""	""	""	""	""
"393"	"ANNEXURE - XL"	""	""	""	""	""	""
"394"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"395"	"FORM - 20"	""	""	""	""	""	""
"396"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"397"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"398"	"Election to the Legislative Assembly from the 125-DHAMDAHA Assembly Constituency"	""	""	""	""	""	""
"399"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"400"	"Candidate Details"	""	""	""	"Votes Polled in AC"	""	""
"401"	"Sl.
No"	"Name"	"Party Abbre."	""	"Tot Gen
Votes."	"Postal
Votes"	"Total
Votes"
"402"	"1"	"DILEEP KUMAR YADAV"	"Rashtriya Janata Dal"	""	"31282"	"1"	"31283"
"403"	"2"	"BABULAL BESARA"	"Bahujan Samaj Party"	""	"1903"	"1"	"1904"
"404"	"3"	"RAM NARESH KISKU"	"Jharkhand Mukti Morcha"	""	"6881"	"0"	"6881"
"405"	"4"	"LESHI SINGH"	"Janata Dal (United)"	""	"40581"	"3"	"40584"
"406"	"5"	"DHEER NARAYAN JHA"	"Communist Party of India (Marxist-Leninist)(Libration)"	""	"1488"	"0"	"1488"
"407"	"6"	"NEELAM DEVI"	"Samajwadi Party"	""	"14619"	"0"	"14619"
"408"	"7"	"SHASHI KUMAR SINGH"	"Proutist Sarva Samaj Party"	""	"644"	"0"	"644"
"409"	"8"	"TUNTUN PASWAN"	"Independent"	""	"452"	"0"	"452"
"410"	"9"	"NEELAM BHARATI"	"Independent"	""	"766"	"0"	"766"
"411"	"10"	"BALRAM SINGH"	"Independent"	""	"652"	"0"	"652"
"412"	"11"	"RAJ KUMAR"	"Independent"	""	"1027"	"0"	"1027"
"413"	"12"	"VINDESHWARI PASWAN"	"Independent"	""	"895"	"0"	"895"
"414"	"13"	"SHAMBHU BHAGAT"	"Independent"	""	"1584"	"0"	"1584"
"415"	"14"	"SUCHITRA SINGH"	"Independent"	""	"3113"	"0"	"3113"
"416"	"Place -"	""	""	""	""	""	""
"417"	"Date  -"	""	""	""	""	""	""
"418"	"Returning Officer"	""	""	""	""	""	""
"419"	"125 - Dhamdaha Assembly Constituency"	""	""	""	""	""	""
