"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"194"	"Sl. No. of Polling Station"	"ONKAR NATH BURNWAL"	"PHALGUNI PRASAD YADAV"	"BRAHMADEO MANDAL"	"VIJAY SINGH"	""	"ABHAY SINGH"	"JULIANA SOREN"	"RAMESHWAR YADAV"	"MONIRUDDIN"	"RAJESH YADAV"	"SHANKAR PD. SWARNKAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	""	"No. of tendered votes"
"195"	""	"1"	"2"	"3"	"4"	""	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	""	"14"
"196"	"175"	"23"	"233"	"11"	"34"	""	"53"	"13"	"51"	"7"	"8"	"26"	"459"	"&"	"459"	""	"&"
"197"	"176"	"35"	"314"	"34"	"91"	""	"23"	"15"	"167"	"14"	"13"	"27"	"733"	"&"	"733"	""	"&"
"198"	"177"	"11"	"213"	"63"	"68"	""	"231"	"10"	"17"	"4"	"7"	"21"	"645"	"&"	"645"	""	"&"
"199"	"178"	"76"	"208"	"21"	"183"	""	"71"	"9"	"24"	"13"	"2"	"15"	"622"	"&"	"622"	""	"&"
"200"	"179"	"35"	"112"	"64"	"15"	""	"214"	"19"	"59"	"11"	"13"	"38"	"580"	"&"	"580"	""	"&"
"201"	"180"	"0"	"137"	"1"	"125"	""	"28"	"1"	"159"	"0"	"0"	"0"	"451"	"&"	"451"	""	"&"
"202"	"181"	"5"	"16"	"4"	"50"	""	"73"	"4"	"79"	"1"	"5"	"5"	"242"	"&"	"242"	""	"&"
"203"	"182"	"0"	"130"	"9"	"52"	""	"252"	"4"	"9"	"0"	"0"	"1"	"457"	"&"	"457"	""	"&"
"204"	"183"	"32"	"34"	"5"	"55"	""	"85"	"7"	"26"	"4"	"9"	"9"	"266"	"&"	"266"	""	"&"
"205"	"184"	"10"	"295"	"8"	"39"	""	"353"	"5"	"16"	"0"	"0"	"5"	"731"	"&"	"731"	""	"&"
"206"	"185"	"220"	"85"	"16"	"36"	""	"17"	"17"	"117"	"13"	"5"	"14"	"540"	"&"	"540"	""	"&"
"207"	"186"	"16"	"80"	"82"	"28"	""	"55"	"45"	"14"	"37"	"5"	"40"	"402"	"&"	"402"	""	"&"
"208"	"187"	"1"	"206"	"5"	"43"	""	"428"	"1"	"0"	"0"	"0"	"1"	"685"	"&"	"685"	""	"&"
"209"	"188"	"0"	"42"	"0"	"8"	""	"446"	"1"	"1"	"0"	"1"	"2"	"501"	"&"	"501"	""	"&"
"210"	"189"	"2"	"29"	"25"	"61"	""	"9"	"3"	"124"	"2"	"5"	"0"	"260"	"&"	"260"	""	"&"
"211"	"190"	"32"	"349"	"8"	"136"	""	"154"	"6"	"128"	"14"	"2"	"6"	"835"	"&"	"835"	""	"&"
"212"	"191"	"6"	"37"	"165"	"47"	""	"20"	"4"	"20"	"3"	"1"	"39"	"342"	"&"	"342"	""	"&"
"213"	"192"	"85"	"167"	"172"	"98"	""	"85"	"17"	"46"	"30"	"16"	"24"	"740"	"&"	"740"	""	"&"
"214"	"193"	"5"	"17"	"1"	"102"	""	"43"	"0"	"1"	"0"	"1"	"5"	"175"	"&"	"175"	""	"&"
"215"	"194"	"131"	"38"	"23"	"106"	""	"76"	"13"	"27"	"4"	"5"	"13"	"436"	"&"	"436"	""	"&"
"216"	"195"	"153"	"73"	"217"	"49"	""	"66"	"11"	"9"	"9"	"3"	"12"	"602"	"&"	"602"	""	"&"
"217"	"196"	"1"	"27"	"6"	"57"	""	"156"	"4"	"23"	"1"	"0"	"3"	"278"	"&"	"278"	""	"&"
"218"	"197"	"34"	"220"	"8"	"75"	""	"85"	"10"	"9"	"7"	"7"	"17"	"472"	"&"	"472"	""	"&"
"219"	"198"	"35"	"304"	"108"	"59"	""	"45"	"12"	"38"	"10"	"24"	"29"	"664"	"&"	"664"	""	"&"
"220"	"199"	"7"	"153"	"4"	"25"	""	"165"	"12"	"12"	"2"	"4"	"11"	"395"	"&"	"395"	""	"&"
"221"	"200"	"21"	"77"	"5"	"24"	""	"346"	"13"	"33"	"3"	"0"	"7"	"529"	"&"	"529"	""	"&"
"222"	"201"	"31"	"413"	"13"	"42"	""	"24"	"2"	"2"	"1"	"0"	"3"	"531"	"&"	"531"	""	"&"
"223"	"202"	"28"	"272"	"10"	"162"	""	"45"	"18"	"13"	"2"	"3"	"12"	"565"	"&"	"565"	""	"&"
"224"	"203"	"19"	"260"	"26"	"56"	""	"57"	"38"	"68"	"14"	"21"	"37"	"596"	"&"	"596"	""	"&"
"225"	"204"	"6"	"95"	"5"	"22"	""	"73"	"7"	"137"	"2"	"3"	"1"	"351"	"&"	"351"	""	"&"
"226"	"205"	"18"	"88"	"13"	"66"	""	"191"	"4"	"7"	"2"	"4"	"8"	"401"	"&"	"401"	""	"&"
"227"	"206"	"62"	"35"	"21"	"175"	""	"265"	"30"	"17"	"16"	"16"	"37"	"674"	"&"	"674"	""	"&"
"228"	"207"	"8"	"31"	"37"	"101"	""	"211"	"11"	"14"	"5"	"4"	"12"	"434"	"&"	"434"	""	"&"
"229"	"208"	"13"	"66"	"19"	"31"	""	"140"	"17"	"8"	"2"	"5"	"11"	"312"	"&"	"312"	""	"&"
"230"	"209"	"135"	"37"	"114"	"81"	""	"102"	"18"	"63"	"33"	"5"	"17"	"605"	"&"	"605"	""	"&"
"231"	"210"	"18"	"84"	"11"	"22"	""	"68"	"9"	"162"	"20"	"0"	"7"	"401"	"&"	"401"	""	"&"
"232"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"Sl. No. of Polling Station"	"ONKAR NATH BURNWAL"	"PHALGUNI PRASAD YADAV"	"BRAHMADEO MANDAL"	"VIJAY SINGH"	""	"ABHAY SINGH"	"JULIANA SOREN"	"RAMESHWAR YADAV"	"MONIRUDDIN"	"RAJESH YADAV"	"SHANKAR PD. SWARNKAR"	"Total of valid votes"	"No. of rejected votes"	"Total"	""	"No. of tendered votes"
"234"	""	"1"	"2"	"3"	"4"	""	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	""	"14"
"235"	"211"	"5"	"142"	"12"	"29"	""	"47"	"0"	"50"	"19"	"1"	"5"	"310"	"&"	"310"	""	"&"
"236"	"212"	"12"	"144"	"11"	"42"	""	"12"	"5"	"32"	"3"	"4"	"7"	"272"	"&"	"272"	""	"&"
"237"	"213"	"35"	"120"	"11"	"173"	""	"76"	"10"	"99"	"42"	"6"	"12"	"584"	"&"	"584"	""	"&"
"238"	"214"	"18"	"48"	"132"	"69"	""	"182"	"2"	"32"	"4"	"4"	"5"	"496"	"&"	"496"	""	"&"
"239"	"215"	"6"	"168"	"9"	"46"	""	"88"	"4"	"2"	"2"	"2"	"2"	"329"	"&"	"329"	""	"&"
"240"	"216"	"386"	"43"	"34"	"8"	""	"12"	"0"	"8"	"2"	"0"	"0"	"493"	"&"	"493"	""	"&"
"241"	"217"	"13"	"163"	"3"	"47"	""	"40"	"1"	"48"	"1"	"1"	"1"	"318"	"&"	"318"	""	"&"
"242"	"218"	"172"	"52"	"8"	"13"	""	"18"	"6"	"29"	"6"	"6"	"9"	"319"	"&"	"319"	""	"&"
"243"	"219"	"2"	"155"	"2"	"8"	""	"3"	"0"	"34"	"4"	"0"	"0"	"208"	"&"	"208"	""	"&"
"244"	"220"	"82"	"59"	"7"	"78"	""	"22"	"1"	"149"	"8"	"3"	"2"	"411"	"&"	"411"	""	"&"
"245"	"221"	"4"	"87"	"6"	"52"	""	"173"	"5"	"32"	"2"	"0"	"4"	"365"	"&"	"365"	""	"&"
"246"	"222"	"38"	"53"	"2"	"193"	""	"2"	"2"	"48"	"0"	"1"	"1"	"340"	"&"	"340"	""	"&"
"247"	"223"	"119"	"97"	"39"	"122"	""	"80"	"22"	"51"	"10"	"20"	"32"	"592"	"&"	"592"	""	"&"
"248"	"224"	"47"	"96"	"18"	"7"	""	"25"	"0"	"9"	"0"	"0"	"1"	"203"	"&"	"203"	""	"&"
"249"	"225"	"36"	"131"	"17"	"183"	""	"122"	"5"	"45"	"7"	"3"	"10"	"559"	"&"	"559"	""	"&"
"250"	"226"	"222"	"21"	"5"	"31"	""	"6"	"6"	"8"	"4"	"3"	"7"	"313"	"&"	"313"	""	"&"
"251"	"227"	"22"	"9"	"0"	"33"	""	"479"	"1"	"0"	"0"	"1"	"4"	"549"	"&"	"549"	""	"&"
"252"	"228"	"254"	"39"	"3"	"9"	""	"21"	"1"	"28"	"4"	"1"	"4"	"364"	"&"	"364"	""	"&"
"253"	"229"	"15"	"92"	"9"	"269"	""	"7"	"5"	"143"	"7"	"1"	"3"	"551"	"&"	"551"	""	"&"
"254"	"230"	"55"	"58"	"10"	"141"	""	"135"	"20"	"63"	"4"	"4"	"16"	"506"	"&"	"506"	""	"&"
"255"	"231"	"201"	"36"	"3"	"7"	""	"12"	"6"	"0"	"1"	"0"	"15"	"281"	"&"	"281"	""	"&"
"256"	"232"	"92"	"38"	"9"	"70"	""	"95"	"1"	"67"	"7"	"2"	"12"	"393"	"&"	"393"	""	"&"
"257"	"Total"	"14236"	"23329"	"6844"	"20818"	""	"27948"	"1617"	"4361"	"1397"	"1279"	"2864"	"104693"	"&"	"104693"	""	"&"
"258"	"Total no. of votes recorded at polling Stations"	""	""	""	""	"104693"	""	""	""	""	""	""	""	""	""	""	""
"259"	"No. of votes recorded on postal ballot papers"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"260"	"Grand Total"	""	""	""	""	"104693"	""	""	""	""	""	""	""	""	""	""	""
"261"	"Place ………………"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"Date ……………….                                                                                                                                                                             Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
