"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"176"	"6"	"76"	"0"	"1"	"2"	"796"	"1"	"0"	"0"	"0"	"1"	"23"	"0"	"1"	"0"	"0"	"825"	"0"	"825"	"0"
"177"	"7"	"77"	"0"	"0"	"0"	"651"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"651"	"0"	"651"	"0"
"178"	"8"	"78"	"1"	"0"	"97"	"24"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"125"	"0"	"125"	"0"
"179"	"9"	"79"	"0"	"0"	"5"	"900"	"2"	"0"	"0"	"0"	"2"	"6"	"0"	"1"	"0"	"0"	"916"	"0"	"916"	"0"
"180"	"10"	"80"	"0"	"0"	"1"	"540"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"541"	"0"	"541"	"0"
"181"	"11"	"81"	"0"	"0"	"4"	"927"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"936"	"0"	"936"	"0"
"182"	"12"	"82"	"6"	"1"	"4"	"17"	"3"	"2"	"1"	"2"	"37"	"208"	"3"	"5"	"2"	"5"	"296"	"0"	"296"	"0"
"183"	"13"	"83"	"0"	"0"	"5"	"10"	"0"	"0"	"0"	"0"	"8"	"615"	"1"	"0"	"0"	"0"	"639"	"0"	"639"	"0"
"184"	"14"	"84"	"0"	"0"	"0"	"34"	"0"	"0"	"1"	"1"	"11"	"381"	"3"	"2"	"0"	"0"	"433"	"0"	"433"	"0"
"185"	"Total Votes Polled"	""	"26"	"6"	"126"	"6480"	"26"	"4"	"18"	"8"	"134"	"1567"	"20"	"21"	"8"	"19"	"8463"	"0"	"8463"	"0"
"186"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"188"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"189"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"191"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"192"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"1"	"85"	"0"	"1"	"0"	"806"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"811"	"0"	"811"	"0"
"204"	"2"	"86"	"2"	"0"	"0"	"460"	"4"	"1"	"1"	"0"	"3"	"25"	"2"	"2"	"0"	"0"	"500"	"0"	"500"	"0"
"205"	"3"	"87"	"2"	"3"	"0"	"424"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"8"	"0"	"0"	"442"	"0"	"442"	"0"
"206"	"4"	"88"	"8"	"1"	"2"	"231"	"5"	"5"	"2"	"5"	"12"	"58"	"3"	"3"	"0"	"5"	"340"	"0"	"340"	"0"
"207"	"5"	"89"	"4"	"1"	"2"	"10"	"2"	"2"	"1"	"2"	"26"	"526"	"4"	"1"	"1"	"5"	"587"	"0"	"587"	"0"
"208"	"6"	"90"	"0"	"0"	"0"	"481"	"3"	"0"	"0"	"0"	"0"	"21"	"1"	"3"	"0"	"1"	"510"	"0"	"510"	"0"
"209"	"7"	"91"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"404"	"1"	"0"	"0"	"0"	"409"	"0"	"409"	"0"
"210"	"8"	"92"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"4"	"762"	"2"	"0"	"1"	"0"	"771"	"0"	"771"	"0"
"211"	"9"	"93"	"0"	"0"	"1"	"686"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"691"	"0"	"691"	"0"
"212"	"10"	"94"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"2"	"545"	"1"	"0"	"0"	"0"	"551"	"0"	"551"	"0"
"213"	"11"	"95"	"13"	"5"	"46"	"368"	"2"	"0"	"6"	"5"	"33"	"123"	"12"	"11"	"17"	"11"	"652"	"0"	"652"	"0"
"214"	"12"	"96"	"0"	"0"	"3"	"697"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"701"	"0"	"701"	"0"
"215"	"13"	"97R"	"8"	"8"	"16"	"159"	"10"	"7"	"8"	"8"	"31"	"204"	"17"	"8"	"9"	"5"	"498"	"0"	"498"	"0"
"216"	"14"	"98"	"0"	"1"	"3"	"1024"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1032"	"0"	"1032"	"0"
"217"	"Total Votes Polled"	""	"38"	"20"	"73"	"5349"	"40"	"15"	"21"	"21"	"112"	"2672"	"43"	"36"	"28"	"27"	"8495"	"0"	"8495"	"0"
"218"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"219"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"220"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"222"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"233"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"234"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"1"	"99"	"0"	"0"	"2"	"885"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"891"	"0"	"891"	"0"
"236"	"2"	"100"	"18"	"7"	"16"	"185"	"8"	"1"	"4"	"3"	"23"	"165"	"6"	"7"	"3"	"6"	"452"	"0"	"452"	"0"
"237"	"3"	"101"	"0"	"0"	"1"	"599"	"1"	"1"	"1"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"616"	"0"	"616"	"0"
"238"	"4"	"102"	"2"	"6"	"7"	"142"	"3"	"1"	"2"	"2"	"22"	"225"	"6"	"4"	"3"	"6"	"431"	"0"	"431"	"0"
"239"	"5"	"103"	"0"	"5"	"5"	"65"	"4"	"2"	"2"	"0"	"7"	"721"	"2"	"1"	"0"	"1"	"815"	"0"	"815"	"0"
"240"	"6"	"104"	"6"	"3"	"4"	"75"	"2"	"1"	"1"	"0"	"19"	"304"	"2"	"0"	"0"	"4"	"421"	"0"	"421"	"0"
"241"	"7"	"105"	"0"	"0"	"5"	"910"	"3"	"1"	"1"	"0"	"1"	"24"	"1"	"1"	"0"	"5"	"952"	"0"	"952"	"0"
"242"	"8"	"106"	"1"	"0"	"6"	"646"	"3"	"0"	"3"	"1"	"14"	"61"	"3"	"3"	"1"	"0"	"742"	"0"	"742"	"0"
"243"	"9"	"107"	"4"	"4"	"4"	"390"	"2"	"1"	"4"	"4"	"18"	"106"	"5"	"5"	"3"	"11"	"561"	"0"	"561"	"0"
"244"	"10"	"108R"	"7"	"6"	"5"	"27"	"7"	"3"	"6"	"6"	"45"	"433"	"5"	"6"	"3"	"2"	"561"	"0"	"561"	"0"
"245"	"11"	"109"	"1"	"0"	"12"	"9"	"1"	"0"	"4"	"1"	"16"	"477"	"3"	"0"	"4"	"3"	"531"	"0"	"531"	"0"
"246"	"12"	"110"	"1"	"0"	"3"	"227"	"0"	"1"	"0"	"3"	"8"	"126"	"2"	"1"	"0"	"3"	"375"	"0"	"375"	"0"
"247"	"13"	"111"	"3"	"1"	"3"	"52"	"8"	"6"	"6"	"9"	"54"	"375"	"3"	"4"	"4"	"8"	"536"	"0"	"536"	"0"
"248"	"14"	"112"	"1"	"0"	"4"	"961"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"971"	"0"	"971"	"0"
"249"	"Total Votes Polled"	""	"44"	"32"	"77"	"5173"	"47"	"18"	"35"	"29"	"228"	"3032"	"38"	"32"	"21"	"49"	"8855"	"0"	"8855"	"0"
"250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"256"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"265"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"266"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"1"	"113"	"0"	"0"	"0"	"815"	"2"	"0"	"0"	"0"	"3"	"7"	"0"	"0"	"0"	"0"	"827"	"0"	"827"	"0"
"268"	"2"	"114R"	"6"	"3"	"3"	"20"	"12"	"2"	"13"	"5"	"50"	"255"	"8"	"1"	"2"	"8"	"388"	"0"	"388"	"0"
"269"	"3"	"115"	"1"	"1"	"1"	"8"	"4"	"0"	"1"	"0"	"8"	"722"	"1"	"1"	"0"	"1"	"749"	"0"	"749"	"0"
"270"	"4"	"116R"	"14"	"1"	"2"	"134"	"9"	"6"	"3"	"5"	"23"	"151"	"11"	"15"	"1"	"4"	"379"	"0"	"379"	"0"
"271"	"5"	"117"	"0"	"0"	"1"	"559"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"561"	"0"	"561"	"0"
"272"	"6"	"118"	"3"	"3"	"0"	"33"	"1"	"2"	"6"	"5"	"22"	"272"	"7"	"8"	"4"	"8"	"374"	"0"	"374"	"0"
"273"	"7"	"119"	"0"	"0"	"1"	"1000"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1002"	"0"	"1002"	"0"
"274"	"8"	"120"	"2"	"0"	"2"	"457"	"2"	"1"	"1"	"0"	"12"	"229"	"3"	"3"	"0"	"0"	"712"	"0"	"712"	"0"
"275"	"9"	"121"	"0"	"0"	"0"	"62"	"0"	"1"	"2"	"0"	"10"	"456"	"4"	"5"	"0"	"1"	"541"	"0"	"541"	"0"
"276"	"10"	"122"	"0"	"0"	"3"	"2"	"0"	"0"	"2"	"1"	"10"	"835"	"3"	"0"	"1"	"1"	"858"	"0"	"858"	"0"
"277"	"11"	"123"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"4"	"711"	"1"	"0"	"1"	"1"	"721"	"0"	"721"	"0"
"278"	"12"	"124"	"0"	"0"	"2"	"897"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"901"	"0"	"901"	"0"
"279"	"13"	"125"	"4"	"1"	"3"	"92"	"3"	"3"	"11"	"3"	"25"	"267"	"11"	"4"	"3"	"6"	"436"	"0"	"436"	"0"
"280"	"14"	"126"	"0"	"0"	"2"	"320"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"327"	"0"	"327"	"0"
"281"	"Total Votes Polled"	""	"30"	"9"	"20"	"4402"	"35"	"15"	"39"	"19"	"167"	"3909"	"49"	"40"	"12"	"30"	"8776"	"0"	"8776"	"0"
"282"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"283"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"297"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"298"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"1"	"127"	"9"	"5"	"37"	"252"	"13"	"3"	"15"	"3"	"30"	"139"	"18"	"16"	"5"	"13"	"558"	"0"	"558"	"0"
"300"	"2"	"128"	"2"	"1"	"5"	"244"	"2"	"0"	"4"	"3"	"14"	"317"	"5"	"5"	"1"	"4"	"607"	"0"	"607"	"0"
"301"	"3"	"129"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"718"	"1"	"0"	"0"	"0"	"722"	"0"	"722"	"0"
"302"	"4"	"130"	"1"	"0"	"43"	"21"	"1"	"1"	"0"	"0"	"16"	"662"	"1"	"0"	"0"	"1"	"747"	"0"	"747"	"0"
"303"	"5"	"131"	"0"	"0"	"3"	"48"	"0"	"0"	"0"	"0"	"3"	"126"	"1"	"0"	"0"	"0"	"181"	"0"	"181"	"0"
"304"	"6"	"132"	"0"	"0"	"2"	"573"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"581"	"0"	"581"	"0"
"305"	"7"	"133"	"0"	"0"	"0"	"515"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"1"	"0"	"0"	"521"	"0"	"521"	"0"
"306"	"8"	"134"	"0"	"0"	"0"	"336"	"0"	"0"	"1"	"0"	"1"	"13"	"0"	"0"	"0"	"0"	"351"	"0"	"351"	"0"
"307"	"9"	"135"	"0"	"2"	"3"	"541"	"5"	"0"	"1"	"0"	"0"	"7"	"0"	"2"	"0"	"0"	"561"	"0"	"561"	"0"
"308"	"10"	"136"	"0"	"0"	"3"	"644"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"651"	"0"	"651"	"0"
"309"	"11"	"137"	"0"	"0"	"6"	"986"	"5"	"0"	"1"	"0"	"3"	"10"	"0"	"0"	"0"	"0"	"1011"	"0"	"1011"	"0"
"310"	"12"	"138R"	"0"	"0"	"0"	"1"	"2"	"1"	"3"	"0"	"39"	"462"	"6"	"3"	"3"	"4"	"524"	"0"	"524"	"0"
"311"	"13"	"139"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"402"	"0"	"0"	"0"	"0"	"407"	"0"	"407"	"0"
"312"	"14"	"140R"	"0"	"0"	"0"	"6"	"7"	"2"	"3"	"2"	"23"	"320"	"4"	"7"	"3"	"8"	"385"	"0"	"385"	"0"
"313"	"Total Votes Polled"	""	"12"	"8"	"103"	"4167"	"38"	"7"	"28"	"9"	"136"	"3184"	"36"	"37"	"12"	"30"	"7807"	"0"	"7807"	"0"
"314"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"Table No."	"No. & Name of Polling Station"	"BABAR ALI"	"RAMRATAN PRASAD"	"RAMASHRAY PRASAD"	"ARUNA DEVI"	"PRAMOD KUMAR"	"ARJUN PRASAD"	"CHANDO RAVIDAS"	"TANIK MOCHI"	"PRATIMA DEVI"	"PRADIP KUMAR"	"SHAMBHU SHARAN PRASAD"	"SHEETAL PRASAD"	"SITARAM PRASAD"	"SUPENDRA PASWAN"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"329"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"330"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"331"	"1"	"141"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"471"	"0"	"0"	"0"	"1"	"476"	"0"	"476"	"0"
"332"	"2"	"142"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"15"	"674"	"3"	"1"	"1"	"4"	"704"	"0"	"704"	"0"
"333"	"3"	"143"	"0"	"0"	"11"	"647"	"5"	"0"	"1"	"0"	"1"	"1"	"7"	"4"	"1"	"1"	"679"	"0"	"679"	"0"
"334"	"4"	"144"	"0"	"1"	"29"	"514"	"5"	"2"	"3"	"0"	"10"	"26"	"4"	"5"	"2"	"2"	"603"	"0"	"603"	"0"
"335"	"5"	"145"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"4"	"519"	"1"	"0"	"0"	"0"	"530"	"0"	"530"	"0"
"336"	"6"	"146R"	"4"	"2"	"7"	"114"	"13"	"11"	"2"	"2"	"25"	"195"	"13"	"14"	"3"	"1"	"406"	"0"	"406"	"0"
"337"	"7"	"147"	"0"	"1"	"5"	"9"	"1"	"5"	"1"	"5"	"21"	"588"	"5"	"5"	"2"	"0"	"648"	"0"	"648"	"0"
"338"	"8"	"148"	"0"	"1"	"1"	"2"	"4"	"2"	"2"	"4"	"23"	"712"	"4"	"10"	"2"	"4"	"771"	"0"	"771"	"0"
"339"	"9"	"149R"	"0"	"1"	"1"	"410"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"416"	"0"	"416"	"0"
"340"	"10"	"150"	"0"	"0"	"1"	"394"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"401"	"0"	"401"	"0"
"341"	"11"	"151"	"9"	"0"	"32"	"94"	"2"	"0"	"3"	"5"	"27"	"285"	"3"	"11"	"2"	"3"	"476"	"0"	"476"	"0"
"342"	"12"	"152"	"0"	"0"	"2"	"664"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"671"	"0"	"671"	"0"
"343"	"13"	"153"	"2"	"0"	"1"	"203"	"4"	"1"	"3"	"1"	"39"	"84"	"4"	"4"	"3"	"5"	"354"	"0"	"354"	"0"
"344"	"14"	"154"	"1"	"0"	"4"	"362"	"0"	"0"	"0"	"0"	"2"	"135"	"1"	"0"	"0"	"0"	"505"	"0"	"505"	"0"
"345"	"Total Votes Polled"	""	"16"	"8"	"100"	"3414"	"39"	"22"	"18"	"18"	"172"	"3693"	"45"	"58"	"16"	"21"	"7640"	"0"	"7640"	"0"
"346"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"242-Warisaliganj Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"Election to the State Legislative Assembly from the 242- Warisaliganj Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
