"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"176"	"130"	"4"	"16"	"735"	"4"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"2"	"765"	""	"765"	""
"177"	"131"	"19"	"311"	"273"	"7"	"4"	"8"	"6"	"3"	"1"	"3"	"4"	"14"	"653"	""	"653"	""
"178"	"132"	"27"	"170"	"367"	"15"	"7"	"15"	"5"	"5"	"7"	"6"	"7"	"15"	"646"	""	"646"	""
"179"	"133"	"16"	"407"	"102"	"8"	"2"	"9"	"2"	"2"	"4"	"2"	"8"	"3"	"565"	""	"565"	""
"180"	"134"	"10"	"296"	"42"	"3"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"357"	""	"357"	""
"181"	"135"	"36"	"128"	"260"	"15"	"5"	"11"	"3"	"3"	"3"	"3"	"8"	"18"	"493"	""	"493"	""
"182"	"136"	"12"	"132"	"290"	"40"	"10"	"10"	"4"	"4"	"6"	"4"	"9"	"43"	"564"	""	"564"	""
"183"	"137"	"10"	"8"	"494"	"117"	"2"	"5"	"6"	"4"	"2"	"2"	"1"	"5"	"656"	""	"656"	""
"184"	"138"	"10"	"7"	"249"	"195"	"3"	"27"	"8"	"4"	"11"	"5"	"7"	"22"	"548"	""	"548"	""
"185"	"139"	"33"	"251"	"328"	"116"	"10"	"12"	"14"	"9"	"11"	"13"	"17"	"49"	"863"	""	"863"	""
"186"	"140"	"43"	"106"	"337"	"14"	"1"	"1"	"1"	"3"	"0"	"1"	"4"	"12"	"523"	""	"523"	""
"187"	"TOTAL"	"263"	"2249"	"4249"	"589"	"58"	"121"	"63"	"46"	"58"	"60"	"84"	"221"	"8061"	"0"	"8061"	"0"
"188"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"189"	""	"PREM KUMAR"	"RAMANAND PRASAD SINGH"	"RAKESH KUMAR"	"SUSIL KUMAR"	"NARESH KR. YADAV"	"SUSHIL CHANDRA SINGH"	"ABHINANDAN KUMAR"	"KRISHNA DAS CHOUDHARY"	"BULLET KUMAR ROY"	"RAJENDRA YADAW"	"BIRENDRA KUMAR CHOUDHARY"	"SHIV KUMAR MISHRA"	""	""	""	""
"190"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"191"	"141"	"11"	"98"	"128"	"9"	"3"	"4"	"0"	"1"	"1"	"3"	"3"	"13"	"274"	""	"274"	""
"192"	"142"	"13"	"87"	"602"	"16"	"2"	"6"	"2"	"3"	"4"	"3"	"4"	"10"	"752"	""	"752"	""
"193"	"143"	"2"	"246"	"148"	"19"	"2"	"4"	"0"	"0"	"3"	"10"	"2"	"9"	"445"	""	"445"	""
"194"	"144"	"7"	"82"	"164"	"10"	"3"	"4"	"1"	"0"	"3"	"1"	"1"	"12"	"288"	""	"288"	""
"195"	"145"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""
"196"	"146"	"2"	"483"	"26"	"12"	"5"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"531"	""	"531"	""
"197"	"147"	"5"	"758"	"16"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"8"	"8"	"806"	""	"806"	""
"198"	"148"	"4"	"529"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"2"	"1"	"541"	""	"541"	""
"199"	"149"	"3"	"5"	"541"	"5"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"561"	""	"561"	""
"200"	"150"	"7"	"19"	"462"	"3"	"0"	"2"	"0"	"1"	"0"	"1"	"2"	"4"	"501"	""	"501"	""
"201"	"151"	"6"	"185"	"50"	"7"	"1"	"5"	"0"	"2"	"1"	"2"	"1"	"1"	"261"	""	"261"	""
"202"	"152"	"1"	"434"	"5"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"442"	""	"442"	""
"203"	"153"	"2"	"778"	"12"	"2"	"0"	"0"	"0"	"0"	"6"	"0"	"2"	"0"	"802"	""	"802"	""
"204"	"154"	"2"	"435"	"15"	"9"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"465"	""	"465"	""
"205"	"TOTAL"	"65"	"4139"	"2170"	"95"	"19"	"30"	"5"	"9"	"24"	"23"	"28"	"62"	"6669"	"0"	"6669"	"0"
"206"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"207"	""	"PREM KUMAR"	"RAMANAND PRASAD SINGH"	"RAKESH KUMAR"	"SUSIL KUMAR"	"NARESH KR. YADAV"	"SUSHIL CHANDRA SINGH"	"ABHINANDAN KUMAR"	"KRISHNA DAS CHOUDHARY"	"BULLET KUMAR ROY"	"RAJENDRA YADAW"	"BIRENDRA KUMAR CHOUDHARY"	"SHIV KUMAR MISHRA"	""	""	""	""
"208"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"209"	"155"	"3"	"647"	"14"	"1"	"0"	"3"	"0"	"0"	"2"	"0"	"0"	"4"	"674"	""	"674"	""
"210"	"156"	"10"	"106"	"318"	"16"	"3"	"6"	"1"	"2"	"4"	"3"	"2"	"9"	"480"	""	"480"	""
"211"	"157"	"1"	"479"	"2"	"2"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"489"	""	"489"	""
"212"	"158"	"7"	"22"	"443"	"8"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"485"	""	"485"	""
"213"	"159"	"17"	"41"	"440"	"20"	"6"	"9"	"4"	"1"	"6"	"2"	"8"	"13"	"567"	""	"567"	""
"214"	"160"	"12"	"408"	"207"	"14"	"3"	"10"	"1"	"3"	"6"	"10"	"17"	"20"	"711"	""	"711"	""
"215"	"161"	"11"	"347"	"320"	"29"	"7"	"15"	"8"	"2"	"8"	"8"	"9"	"21"	"785"	""	"785"	""
"216"	"162"	"10"	"141"	"455"	"24"	"6"	"3"	"2"	"1"	"5"	"6"	"5"	"17"	"675"	""	"675"	""
"217"	"163"	"4"	"315"	"51"	"7"	"0"	"5"	"1"	"2"	"5"	"1"	"1"	"1"	"393"	""	"393"	""
"218"	"164"	"16"	"86"	"483"	"30"	"4"	"9"	"1"	"2"	"3"	"3"	"5"	"9"	"651"	""	"651"	""
"219"	"165"	"9"	"30"	"409"	"6"	"1"	"6"	"5"	"1"	"0"	"3"	"3"	"7"	"480"	""	"480"	""
"220"	"166"	"0"	"489"	"2"	"7"	"0"	"0"	"0"	"0"	"13"	"0"	"0"	"0"	"511"	""	"511"	""
"221"	"167"	"9"	"433"	"24"	"9"	"14"	"3"	"3"	"1"	"1"	"0"	"7"	"4"	"508"	""	"508"	""
"222"	"168"	"2"	"273"	"48"	"3"	"4"	"0"	"0"	"0"	"6"	"1"	"8"	"6"	"351"	""	"351"	""
"223"	"TOTAL"	"111"	"3817"	"3216"	"176"	"50"	"70"	"26"	"15"	"63"	"38"	"65"	"113"	"7760"	"0"	"7760"	"0"
"224"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"225"	""	"PREM KUMAR"	"RAMANAND PRASAD SINGH"	"RAKESH KUMAR"	"SUSIL KUMAR"	"NARESH KR. YADAV"	"SUSHIL CHANDRA SINGH"	"ABHINANDAN KUMAR"	"KRISHNA DAS CHOUDHARY"	"BULLET KUMAR ROY"	"RAJENDRA YADAW"	"BIRENDRA KUMAR CHOUDHARY"	"SHIV KUMAR MISHRA"	""	""	""	""
"226"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"227"	"169"	"2"	"457"	"8"	"4"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"1"	"492"	""	"492"	""
"228"	"170"	"12"	"133"	"293"	"7"	"3"	"7"	"0"	"0"	"2"	"3"	"1"	"6"	"467"	""	"467"	""
"229"	"171"	"10"	"172"	"266"	"17"	"5"	"12"	"3"	"3"	"8"	"8"	"7"	"16"	"527"	""	"527"	""
"230"	"172"	"30"	"174"	"163"	"9"	"8"	"23"	"6"	"5"	"6"	"6"	"11"	"32"	"473"	""	"473"	""
"231"	"173"	"2"	"27"	"930"	"9"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"971"	""	"971"	""
"232"	"174"	"3"	"35"	"914"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"961"	""	"961"	""
"233"	"175"	"6"	"87"	"452"	"19"	"1"	"3"	"1"	"1"	"3"	"1"	"3"	"10"	"587"	""	"587"	""
"234"	"176"	"11"	"355"	"159"	"17"	"4"	"8"	"1"	"3"	"6"	"2"	"9"	"12"	"587"	""	"587"	""
"235"	"177"	"17"	"241"	"252"	"12"	"1"	"9"	"5"	"4"	"4"	"3"	"5"	"19"	"572"	""	"572"	""
"236"	"178"	"2"	"508"	"36"	"22"	"1"	"4"	"2"	"3"	"7"	"2"	"4"	"17"	"608"	""	"608"	""
"237"	"179"	"14"	"316"	"246"	"40"	"7"	"5"	"2"	"3"	"7"	"5"	"5"	"32"	"682"	""	"682"	""
"238"	"180"	"10"	"249"	"127"	"22"	"5"	"11"	"5"	"8"	"7"	"11"	"10"	"41"	"506"	""	"506"	""
"239"	"181"	"18"	"278"	"263"	"14"	"5"	"9"	"5"	"4"	"6"	"3"	"7"	"2"	"614"	""	"614"	""
"240"	"182"	"23"	"200"	"353"	"21"	"3"	"8"	"2"	"4"	"3"	"5"	"6"	"20"	"648"	""	"648"	""
"241"	"TOTAL"	"160"	"3232"	"4462"	"218"	"44"	"100"	"32"	"39"	"79"	"50"	"69"	"210"	"8695"	"0"	"8695"	"0"
"242"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"243"	""	"PREM KUMAR"	"RAMANAND PRASAD SINGH"	"RAKESH KUMAR"	"SUSIL KUMAR"	"NARESH KR. YADAV"	"SUSHIL CHANDRA SINGH"	"ABHINANDAN KUMAR"	"KRISHNA DAS CHOUDHARY"	"BULLET KUMAR ROY"	"RAJENDRA YADAW"	"BIRENDRA KUMAR CHOUDHARY"	"SHIV KUMAR MISHRA"	""	""	""	""
"244"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"245"	"183"	"1"	"872"	"2"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"883"	""	"883"	""
"246"	"184"	"14"	"121"	"323"	"12"	"6"	"10"	"5"	"5"	"4"	"12"	"8"	"27"	"547"	""	"547"	""
"247"	"185"	"10"	"142"	"213"	"14"	"2"	"5"	"1"	"2"	"1"	"3"	"7"	"14"	"414"	""	"414"	""
"248"	"186"	"10"	"585"	"41"	"3"	"2"	"2"	"2"	"2"	"1"	"1"	"7"	"8"	"664"	""	"664"	""
"249"	"187"	"9"	"409"	"45"	"9"	"1"	"6"	"0"	"0"	"7"	"2"	"5"	"8"	"501"	""	"501"	""
"250"	"188"	"12"	"466"	"79"	"4"	"1"	"6"	"5"	"1"	"3"	"1"	"2"	"10"	"590"	""	"590"	""
"251"	"189"	"7"	"219"	"124"	"3"	"1"	"5"	"0"	"1"	"3"	"0"	"2"	"3"	"368"	""	"368"	""
"252"	"190"	"4"	"132"	"184"	"6"	"4"	"7"	"0"	"2"	"5"	"6"	"5"	"18"	"373"	""	"373"	""
"253"	"191"	"14"	"174"	"144"	"5"	"1"	"5"	"0"	"5"	"2"	"3"	"2"	"6"	"361"	""	"361"	""
"254"	"192"	"16"	"278"	"120"	"13"	"5"	"10"	"4"	"6"	"5"	"8"	"7"	"16"	"488"	""	"488"	""
"255"	"193"	"31"	"191"	"209"	"19"	"3"	"7"	"2"	"1"	"6"	"1"	"2"	"7"	"479"	""	"479"	""
"256"	"194"	"10"	"155"	"170"	"11"	"2"	"4"	"0"	"3"	"4"	"4"	"7"	"8"	"378"	""	"378"	""
"257"	"195"	"1"	"110"	"84"	"3"	"4"	"4"	"1"	"1"	"5"	"2"	"5"	"12"	"232"	""	"232"	""
"258"	"196"	"3"	"386"	"3"	"3"	"0"	"2"	"0"	"0"	"0"	"2"	"1"	"1"	"401"	""	"401"	""
"259"	"TOTAL"	"142"	"4240"	"1741"	"112"	"32"	"73"	"20"	"29"	"47"	"45"	"60"	"138"	"6679"	"0"	"6679"	"0"
"260"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"261"	""	"PREM KUMAR"	"RAMANAND PRASAD SINGH"	"RAKESH KUMAR"	"SUSIL KUMAR"	"NARESH KR. YADAV"	"SUSHIL CHANDRA SINGH"	"ABHINANDAN KUMAR"	"KRISHNA DAS CHOUDHARY"	"BULLET KUMAR ROY"	"RAJENDRA YADAW"	"BIRENDRA KUMAR CHOUDHARY"	"SHIV KUMAR MISHRA"	""	""	""	""
"262"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"263"	"197"	"6"	"493"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"502"	""	"502"	""
"264"	"Total"	"6"	"493"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"502"	"0"	"502"	"0"
"265"	"Total No. of Voters recorded at polling station"	"2368"	"47932"	"46012"	"3385"	"637"	"1203"	"407"	"483"	"1414"	"701"	"836"	"2071"	"107449"	"0"	"107449"	"0"
"266"	"No. of votes recorded on posted balliot paper (To be filled in the case of Election from an assembly constituency"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"
"267"	"Total votes polled"	"2368"	"47932"	"46014"	"3385"	"637"	"1203"	"407"	"483"	"1414"	"701"	"836"	"2071"	"107451"	"0"	"107451"	"0"
"268"	"Place :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"Date :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"ASSISTANT RETURNING OFFICER/RETURNING OFFICER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
