"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"202"	"152"	"261"	"21"	"5"	"7"	"78"	"13"	"1"	"5"	"11"	"61"	"463"	""	"463"	""
"203"	"153"	"73"	"106"	"8"	"13"	"437"	"14"	"7"	"7"	"6"	"35"	"706"	""	"706"	""
"204"	"154"	"20"	"4"	"2"	"8"	"118"	"8"	"3"	"0"	"0"	"12"	"175"	""	"175"	""
"205"	"TOTAL"	"1643"	"512"	"84"	"200"	"4664"	"266"	"41"	"63"	"78"	"410"	"7961"	"0"	"7961"	"0"
"206"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"207"	""	"CHANDRAMUKHI DEVI"	"YOGENDRA SINGH"	"MD. HARUN RASHID"	"UMESH THAKUR"	"POONAM DEVI (YADAV)"	"BARSHA RANI"	"MITHILESH CHANDRA MUKUL"	"RANJIT KUMAR SAH"	"RAM GULAM SAHNI"	"DHARMENDRA KUMAR"	""	""	""	""
"208"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"209"	"155"	"214"	"24"	"3"	"8"	"323"	"20"	"4"	"3"	"5"	"44"	"648"	""	"648"	""
"210"	"156"	"30"	"165"	"9"	"21"	"444"	"21"	"11"	"11"	"8"	"20"	"740"	""	"740"	""
"211"	"157"	"43"	"90"	"8"	"16"	"395"	"24"	"7"	"13"	"9"	"79"	"684"	""	"684"	""
"212"	"158"	"88"	"29"	"4"	"16"	"238"	"22"	"8"	"3"	"6"	"40"	"454"	""	"454"	""
"213"	"159"	"168"	"18"	"11"	"15"	"237"	"17"	"5"	"2"	"6"	"34"	"513"	""	"513"	""
"214"	"160"	"86"	"1"	"0"	"7"	"172"	"7"	"1"	"1"	"2"	"18"	"295"	""	"295"	""
"215"	"161"	"78"	"16"	"5"	"17"	"237"	"22"	"4"	"4"	"9"	"15"	"407"	""	"407"	""
"216"	"162"	"104"	"271"	"15"	"9"	"100"	"14"	"3"	"9"	"18"	"18"	"561"	""	"561"	""
"217"	"163"	"73"	"48"	"3"	"10"	"393"	"14"	"1"	"4"	"4"	"24"	"574"	""	"574"	""
"218"	"164"	"44"	"57"	"5"	"7"	"270"	"20"	"3"	"8"	"7"	"32"	"453"	""	"453"	""
"219"	"165"	"80"	"51"	"5"	"24"	"297"	"31"	"11"	"5"	"10"	"39"	"553"	""	"553"	""
"220"	"166"	"93"	"41"	"6"	"18"	"528"	"28"	"8"	"8"	"8"	"96"	"834"	""	"834"	""
"221"	"167"	"107"	"78"	"3"	"11"	"234"	"16"	"12"	"9"	"14"	"187"	"671"	""	"671"	""
"222"	"168"	"45"	"21"	"6"	"18"	"315"	"29"	"14"	"8"	"22"	"92"	"570"	""	"570"	""
"223"	"TOTAL"	"1253"	"910"	"83"	"197"	"4183"	"285"	"92"	"88"	"128"	"738"	"7957"	"0"	"7957"	"0"
"224"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"225"	""	"CHANDRAMUKHI DEVI"	"YOGENDRA SINGH"	"MD. HARUN RASHID"	"UMESH THAKUR"	"POONAM DEVI (YADAV)"	"BARSHA RANI"	"MITHILESH CHANDRA MUKUL"	"RANJIT KUMAR SAH"	"RAM GULAM SAHNI"	"DHARMENDRA KUMAR"	""	""	""	""
"226"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"227"	"169"	"59"	"83"	"7"	"11"	"194"	"17"	"3"	"4"	"2"	"17"	"397"	""	"397"	""
"228"	"170"	"299"	"91"	"14"	"13"	"187"	"12"	"7"	"10"	"18"	"46"	"697"	""	"697"	""
"229"	"171"	"97"	"192"	"4"	"13"	"343"	"23"	"6"	"2"	"10"	"39"	"729"	""	"729"	""
"230"	"172"	"135"	"40"	"3"	"8"	"260"	"12"	"3"	"4"	"2"	"24"	"491"	""	"491"	""
"231"	"173"	"197"	"153"	"2"	"16"	"333"	"16"	"1"	"2"	"4"	"28"	"752"	""	"752"	""
"232"	"174"	"83"	"5"	"2"	"10"	"282"	"19"	"3"	"1"	"1"	"25"	"431"	""	"431"	""
"233"	"175"	"169"	"6"	"5"	"11"	"136"	"15"	"4"	"2"	"7"	"28"	"383"	""	"383"	""
"234"	"176"	"32"	"9"	"3"	"16"	"511"	"29"	"1"	"4"	"7"	"27"	"639"	""	"639"	""
"235"	"177"	"121"	"44"	"9"	"24"	"392"	"20"	"9"	"6"	"3"	"78"	"706"	""	"706"	""
"236"	"178"	"82"	"46"	"8"	"20"	"300"	"33"	"3"	"6"	"4"	"148"	"650"	""	"650"	""
"237"	"179"	"114"	"107"	"8"	"12"	"154"	"10"	"4"	"7"	"5"	"65"	"486"	""	"486"	""
"238"	"180"	"216"	"97"	"10"	"8"	"114"	"14"	"5"	"11"	"8"	"36"	"519"	""	"519"	""
"239"	"181"	"142"	"28"	"5"	"16"	"295"	"20"	"7"	"6"	"9"	"59"	"587"	""	"587"	""
"240"	"182"	"121"	"19"	"4"	"5"	"68"	"5"	"3"	"7"	"0"	"76"	"308"	""	"308"	""
"241"	"TOTAL"	"1867"	"920"	"84"	"183"	"3569"	"245"	"59"	"72"	"80"	"696"	"7775"	"0"	"7775"	"0"
"242"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"243"	""	"CHANDRAMUKHI DEVI"	"YOGENDRA SINGH"	"MD. HARUN RASHID"	"UMESH THAKUR"	"POONAM DEVI (YADAV)"	"BARSHA RANI"	"MITHILESH CHANDRA MUKUL"	"RANJIT KUMAR SAH"	"RAM GULAM SAHNI"	"DHARMENDRA KUMAR"	""	""	""	""
"244"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"245"	"183"	"384"	"10"	"6"	"4"	"154"	"17"	"4"	"1"	"3"	"24"	"607"	""	"607"	""
"246"	"184"	"407"	"16"	"4"	"5"	"71"	"12"	"2"	"5"	"6"	"17"	"545"	""	"545"	""
"247"	"185"	"96"	"2"	"3"	"12"	"163"	"17"	"3"	"5"	"5"	"96"	"402"	""	"402"	""
"248"	"186"	"44"	"8"	"7"	"14"	"269"	"28"	"7"	"5"	"7"	"58"	"447"	""	"447"	""
"249"	"187"	"123"	"68"	"6"	"13"	"225"	"11"	"1"	"2"	"3"	"30"	"482"	""	"482"	""
"250"	"188"	"338"	"56"	"6"	"13"	"148"	"20"	"4"	"4"	"10"	"52"	"651"	""	"651"	""
"251"	"189"	"511"	"29"	"8"	"8"	"163"	"4"	"5"	"4"	"9"	"48"	"789"	""	"789"	""
"252"	"190"	"154"	"102"	"7"	"5"	"209"	"18"	"5"	"7"	"10"	"61"	"578"	""	"578"	""
"253"	"TOTAL"	"2057"	"291"	"47"	"74"	"1402"	"127"	"31"	"33"	"53"	"386"	"4501"	"0"	"4501"	"0"
"254"	"Total No. of Voters recorded at polling station"	"31292"	"16473"	"1270"	"2019"	"40316"	"2686"	"731"	"1079"	"1051"	"8115"	"105032"	"0"	"105032"	"0"
"255"	"No. of votes recorded on posted balliot paper (To be filled in the case of Election from an assembly constituency"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"3"	"8"	"0"
"256"	"Total votes polled"	"31296"	"16473"	"1270"	"2019"	"40317"	"2686"	"731"	"1079"	"1051"	"8115"	"105037"	"3"	"105040"	"0"
"257"	"Place :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"Date :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
