"186"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"187"	"B/F"	"770"	"13735"	"23571"	"8077"	"2196"	""	"882"	""	"516"	"836"	""	"50583"	""	"0"	""	"50583"	"0"	""	""
"188"	"113"	"3"	"209"	"47"	"35"	"10"	""	"13"	""	"5"	"9"	""	"331"	""	""	""	"331"	"0"	""	""
"189"	"114"	"7"	"163"	"66"	"27"	"20"	""	"20"	""	"4"	"6"	""	"313"	""	""	""	"313"	"0"	""	""
"190"	"115"	"7"	"240"	"65"	"66"	"64"	""	"20"	""	"10"	"20"	""	"492"	""	""	""	"492"	"0"	""	""
"191"	"116"	"6"	"183"	"32"	"50"	"2"	""	"9"	""	"1"	"8"	""	"291"	""	""	""	"291"	"0"	""	""
"192"	"117"	"10"	"229"	"81"	"37"	"8"	""	"19"	""	"9"	"17"	""	"410"	""	""	""	"410"	"0"	""	""
"193"	"118"	"1"	"222"	"238"	"9"	"10"	""	"13"	""	"3"	"7"	""	"503"	""	""	""	"503"	"0"	""	""
"194"	"119"	"6"	"323"	"146"	"50"	"7"	""	"23"	""	"11"	"21"	""	"587"	""	""	""	"587"	"0"	""	""
"195"	"120"	"7"	"254"	"100"	"34"	"4"	""	"15"	""	"2"	"6"	""	"422"	""	""	""	"422"	"0"	""	""
"196"	"121"	"10"	"405"	"51"	"7"	"4"	""	"16"	""	"4"	"12"	""	"509"	""	""	""	"509"	"0"	""	""
"197"	"122"	"8"	"406"	"238"	"56"	"17"	""	"15"	""	"7"	"23"	""	"770"	""	""	""	"770"	"0"	""	""
"198"	"123"	"6"	"104"	"97"	"95"	"2"	""	"12"	""	"1"	"5"	""	"322"	""	""	""	"322"	"0"	""	""
"199"	"124"	"4"	"51"	"36"	"164"	"5"	""	"8"	""	"5"	"7"	""	"280"	""	""	""	"280"	"0"	""	""
"200"	"125"	"11"	"88"	"103"	"82"	"14"	""	"8"	""	"4"	"14"	""	"324"	""	""	""	"324"	"0"	""	""
"201"	"126"	"0"	"0"	"0"	"0"	"0"	""	"0"	""	"0"	"0"	""	"0"	""	"0"	""	"0"	"0"	""	""
"202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""
"203"	"TOTAL"	"856"	"16612"	"24871"	"8789"	"2363"	""	"1073"	""	"582"	"991"	""	"56137"	""	"0"	""	"56137"	"0"	""	""
"204"	"ROUND - 9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"205"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"206"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"207"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"208"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"209"	"B/F"	"856"	"16612"	"24871"	"8789"	"2363"	""	"1073"	""	"582"	"991"	""	"56137"	""	"0"	""	"56137"	"0"	""	""
"210"	"127"	"8"	"100"	"170"	"70"	"47"	""	"4"	""	"10"	"24"	""	"433"	""	""	""	"433"	"0"	""	""
"211"	"128"	"6"	"18"	"14"	"316"	"14"	""	"1"	""	"5"	"18"	""	"392"	""	""	""	"392"	"0"	""	""
"212"	"129"	"7"	"65"	"88"	"106"	"15"	""	"11"	""	"16"	"4"	""	"312"	""	""	""	"312"	"0"	""	""
"213"	"130"	"6"	"15"	"50"	"146"	"36"	""	"3"	""	"6"	"4"	""	"266"	""	""	""	"266"	"0"	""	""
"214"	"131"	"2"	"19"	"171"	"77"	"11"	""	"2"	""	"10"	"11"	""	"303"	""	""	""	"303"	"0"	""	""
"215"	"132"	"10"	"328"	"93"	"6"	"10"	""	"14"	""	"4"	"15"	""	"480"	""	""	""	"480"	"0"	""	""
"216"	"133"	"7"	"122"	"173"	"19"	"21"	""	"8"	""	"7"	"7"	""	"364"	""	""	""	"364"	"0"	""	""
"217"	"134"	"3"	"343"	"60"	"47"	"14"	""	"8"	""	"3"	"4"	""	"482"	""	""	""	"482"	"0"	""	""
"218"	"135"	"7"	"48"	"73"	"122"	"101"	""	"7"	""	"7"	"12"	""	"377"	""	""	""	"377"	"0"	""	""
"219"	"136"	"3"	"272"	"25"	"2"	"0"	""	"1"	""	"0"	"0"	""	"303"	""	""	""	"303"	"0"	""	""
"220"	"137"	"9"	"115"	"204"	"22"	"6"	""	"9"	""	"17"	"29"	""	"411"	""	""	""	"411"	"0"	""	""
"221"	"138"	"7"	"248"	"153"	"10"	"2"	""	"6"	""	"1"	"2"	""	"429"	""	""	""	"429"	"0"	""	""
"222"	"139"	"2"	"29"	"468"	"5"	"0"	""	"1"	""	"0"	"0"	""	"505"	""	""	""	"505"	"0"	""	""
"223"	"140"	"13"	"168"	"331"	"16"	"20"	""	"12"	""	"6"	"29"	""	"595"	""	""	""	"595"	"0"	""	""
"224"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	"0"	""	""
"225"	"TOTAL"	"946"	"18502"	"26944"	"9753"	"2660"	""	"1160"	""	"674"	"1150"	""	"61789"	""	"0"	""	"61789"	"0"	""	""
"226"	"ROUND - 10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"229"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"230"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"231"	"B/F"	"946"	"18502"	"26944"	"9753"	"2660"	""	"1160"	""	"674"	"1150"	""	"61789"	""	"0"	""	"61789"	"0"	""	""
"232"	"141"	"0"	"9"	"17"	"609"	"6"	""	"1"	""	"6"	"0"	""	"648"	""	""	""	"648"	"0"	""	""
"233"	"142"	"1"	"9"	"66"	"451"	"15"	""	"8"	""	"2"	"5"	""	"557"	""	""	""	"557"	"0"	""	""
"234"	"143"	"5"	"21"	"118"	"104"	"4"	""	"12"	""	"9"	"5"	""	"278"	""	""	""	"278"	"0"	""	""
"235"	"144"	"2"	"3"	"46"	"240"	"16"	""	"1"	""	"6"	"1"	""	"315"	""	""	""	"315"	"0"	""	""
"236"	"145"	"3"	"2"	"18"	"22"	"0"	""	"0"	""	"1"	"2"	""	"48"	""	""	""	"48"	"0"	""	""
"237"	"146"	"3"	"4"	"9"	"126"	"9"	""	"0"	""	"4"	"1"	""	"156"	""	""	""	"156"	"0"	""	""
"238"	"147"	"1"	"7"	"20"	"349"	"2"	""	"2"	""	"3"	"3"	""	"387"	""	""	""	"387"	"0"	""	""
"239"	"148"	"1"	"0"	"305"	"0"	"0"	""	"3"	""	"1"	"2"	""	"312"	""	""	""	"312"	"0"	""	""
"240"	"149"	"3"	"6"	"641"	"20"	"1"	""	"0"	""	"1"	"1"	""	"673"	""	""	""	"673"	"0"	""	""
"241"	"150"	"0"	"0"	"625"	"0"	"0"	""	"0"	""	"0"	"0"	""	"625"	""	"0"	""	"625"	"0"	""	""
"242"	"151"	"0"	"1"	"343"	"3"	"0"	""	"0"	""	"0"	"0"	""	"347"	""	""	""	"347"	"0"	""	""
"243"	"152"	"1"	"0"	"651"	"0"	"1"	""	"2"	""	"2"	"2"	""	"659"	""	""	""	"659"	"0"	""	""
"244"	"153"	"4"	"2"	"822"	"3"	"3"	""	"2"	""	"2"	"3"	""	"841"	""	""	""	"841"	"0"	""	""
"245"	"154"	"13"	"15"	"370"	"181"	"12"	""	"11"	""	"10"	"11"	""	"623"	""	""	""	"623"	"0"	""	""
"246"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""
"247"	"TOTAL"	"983"	"18581"	"30995"	"11861"	"2729"	""	"1202"	""	"721"	"1186"	""	"68258"	""	"0"	""	"68258"	"0"	""	""
"248"	"ROUND - 11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"251"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"252"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"253"	"B/F"	"983"	"18581"	"30995"	"11861"	"2729"	""	"1202"	""	"721"	"1186"	""	"68258"	""	"0"	""	"68258"	"0"	""	""
"254"	"155"	"2"	"22"	"364"	"172"	"6"	""	"6"	""	"5"	"4"	""	"581"	""	""	""	"581"	"0"	""	""
"255"	"156"	"4"	"40"	"248"	"82"	"5"	""	"3"	""	"6"	"12"	""	"400"	""	""	""	"400"	"0"	""	""
"256"	"157"	"2"	"10"	"143"	"95"	"7"	""	"4"	""	"7"	"2"	""	"270"	""	""	""	"270"	"0"	""	""
"257"	"158"	"8"	"129"	"336"	"36"	"4"	""	"10"	""	"4"	"12"	""	"539"	""	""	""	"539"	"0"	""	""
"258"	"159"	"2"	"41"	"366"	"58"	"4"	""	"4"	""	"3"	"12"	""	"490"	""	""	""	"490"	"0"	""	""
"259"	"160"	"5"	"2"	"317"	"48"	"0"	""	"0"	""	"4"	"0"	""	"376"	""	""	""	"376"	"0"	""	""
"260"	"161"	"5"	"29"	"694"	"17"	"1"	""	"3"	""	"0"	"2"	""	"751"	""	""	""	"751"	"0"	""	""
"261"	"162"	"3"	"59"	"485"	"29"	"5"	""	"8"	""	"5"	"11"	""	"605"	""	""	""	"605"	"0"	""	""
"262"	"163"	"4"	"72"	"341"	"8"	"1"	""	"3"	""	"0"	"1"	""	"430"	""	""	""	"430"	"0"	""	""
"263"	"164"	"0"	"15"	"94"	"148"	"0"	""	"0"	""	"1"	"2"	""	"260"	""	""	""	"260"	"0"	""	""
"264"	"165"	"0"	"14"	"483"	"14"	"0"	""	"0"	""	"0"	"0"	""	"511"	""	""	""	"511"	"0"	""	""
"265"	"166"	"1"	"23"	"697"	"1"	"0"	""	"0"	""	"0"	"0"	""	"722"	""	""	""	"722"	"0"	""	""
"266"	"167"	"1"	"23"	"358"	"17"	"5"	""	"0"	""	"1"	"0"	""	"405"	""	""	""	"405"	"0"	""	""
"267"	"168"	"0"	"4"	"548"	"15"	"2"	""	"0"	""	"1"	"1"	""	"571"	""	""	""	"571"	""	""	""
"268"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""
"269"	"TOTAL"	"1020"	"19064"	"36469"	"12601"	"2769"	""	"1243"	""	"758"	"1245"	""	"75169"	""	"0"	""	"75169"	"0"	""	""
"270"	"ROUND - 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"273"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"274"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"275"	"B/F"	"1020"	"19064"	"36469"	"12601"	"2769"	""	"1243"	""	"758"	"1245"	""	"75169"	""	"0"	""	"75169"	"0"	""	""
"276"	"169"	"13"	"2"	"386"	"27"	"1"	""	"0"	""	"2"	"4"	""	"435"	""	""	""	"435"	"0"	""	""
"277"	"170"	"1"	"0"	"498"	"8"	"1"	""	"1"	""	"0"	"2"	""	"511"	""	""	""	"511"	"0"	""	""
"278"	"171"	"14"	"3"	"657"	"17"	"2"	""	"1"	""	"1"	"6"	""	"701"	""	""	""	"701"	"0"	""	""
"279"	"172"	"13"	"1"	"427"	"10"	"0"	""	"2"	""	"0"	"0"	""	"453"	""	""	""	"453"	"0"	""	""
"280"	"173"	"12"	"1"	"537"	"6"	"2"	""	"2"	""	"0"	"0"	""	"560"	""	""	""	"560"	"0"	""	""
"281"	"174"	"20"	"2"	"578"	"0"	"1"	""	"0"	""	"0"	"0"	""	"601"	""	""	""	"601"	"0"	""	""
"282"	"175"	"44"	"0"	"303"	"1"	"0"	""	"1"	""	"0"	"1"	""	"350"	""	""	""	"350"	"0"	""	""
"283"	"176"	"193"	"6"	"87"	"23"	"5"	""	"14"	""	"7"	"18"	""	"353"	""	""	""	"353"	"0"	""	""
"284"	"177"	"38"	"10"	"181"	"139"	"18"	""	"11"	""	"5"	"10"	""	"412"	""	""	""	"412"	"0"	""	""
"285"	"178"	"104"	"2"	"212"	"85"	"7"	""	"8"	""	"9"	"3"	""	"430"	""	""	""	"430"	"0"	""	""
"286"	"179"	"82"	"6"	"30"	"176"	"14"	""	"10"	""	"17"	"10"	""	"345"	""	""	""	"345"	"0"	""	""
"287"	"180"	"96"	"4"	"110"	"113"	"10"	""	"10"	""	"6"	"3"	""	"352"	""	""	""	"352"	"0"	""	""
"288"	"181"	"113"	"7"	"132"	"110"	"10"	""	"19"	""	"18"	"26"	""	"435"	""	""	""	"435"	"0"	""	""
"289"	"182"	"57"	"6"	"380"	"36"	"2"	""	"6"	""	"2"	"2"	""	"491"	""	""	""	"491"	"0"	""	""
"290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"TOTAL"	"1820"	"19114"	"40987"	"13352"	"2842"	""	"1328"	""	"825"	"1330"	""	"81598"	""	"0"	""	"81598"	"0"	""	""
"292"	"ROUND - 13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"295"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"296"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"297"	"B/F"	"1820"	"19114"	"40987"	"13352"	"2842"	""	"1328"	""	"825"	"1330"	""	"81598"	""	"0"	""	"81598"	"0"	""	""
"298"	"183"	"1"	"7"	"413"	"1"	"0"	""	"0"	""	"0"	"1"	""	"423"	""	"0"	""	"423"	"0"	""	""
"299"	"184"	"13"	"8"	"567"	"180"	"11"	""	"4"	""	"6"	"6"	""	"795"	""	"0"	""	"795"	"0"	""	""
"300"	"185"	"2"	"93"	"766"	"23"	"1"	""	"1"	""	"1"	"3"	""	"890"	""	"0"	""	"890"	"0"	""	""
"301"	"186"	"6"	"151"	"60"	"84"	"4"	""	"0"	""	"6"	"1"	""	"312"	""	"0"	""	"312"	"0"	""	""
"302"	"187"	"5"	"50"	"188"	"85"	"6"	""	"3"	""	"2"	"2"	""	"341"	""	"0"	""	"341"	"0"	""	""
"303"	"188"	"9"	"60"	"182"	"232"	"13"	""	"13"	""	"9"	"5"	""	"523"	""	"0"	""	"523"	"0"	""	""
"304"	"189"	"1"	"13"	"204"	"10"	"1"	""	"5"	""	"0"	"1"	""	"235"	""	"0"	""	"235"	"0"	""	""
"305"	"190"	"4"	"3"	"739"	"32"	"2"	""	"0"	""	"1"	"0"	""	"781"	""	"0"	""	"781"	"0"	""	""
"306"	"191"	"13"	"101"	"369"	"70"	"22"	""	"35"	""	"9"	"16"	""	"635"	""	"0"	""	"635"	"0"	""	""
"307"	"192"	"1"	"1"	"1017"	"2"	"0"	""	"0"	""	"0"	"0"	""	"1021"	""	"0"	""	"1021"	"0"	""	""
"308"	"193"	"1"	"13"	"800"	"4"	"0"	""	"1"	""	"0"	"0"	""	"819"	""	"0"	""	"819"	"0"	""	""
"309"	"194"	"13"	"26"	"826"	"31"	"3"	""	"1"	""	"6"	"5"	""	"911"	""	"0"	""	"911"	"0"	""	""
"310"	"195"	"0"	"11"	"624"	"4"	"0"	""	"1"	""	"0"	"0"	""	"640"	""	"0"	""	"640"	"0"	""	""
"311"	"196"	"28"	"2"	"527"	"6"	"3"	""	"1"	""	"0"	"4"	""	"571"	""	""	""	"571"	"1114"	""	""
"312"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""
"313"	"TOTAL"	"1917"	"19653"	"48269"	"14116"	"2908"	""	"1393"	""	"865"	"1374"	""	"90495"	""	"0"	""	"90495"	"1114"	""	""
"314"	"ROUND - 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"316"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"317"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"318"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"319"	"B/F"	"1917"	"19653"	"48269"	"14116"	"2908"	""	"1393"	""	"865"	"1374"	""	"90495"	""	"0"	""	"90495"	"1114"	""	""
"320"	"197"	"0"	"7"	"610"	"17"	"2"	""	"0"	""	"0"	"2"	""	"638"	""	"0"	""	"638"	"0"	""	""
"321"	"198"	"6"	"2"	"176"	"27"	"2"	""	"0"	""	"2"	"0"	""	"215"	""	"0"	""	"215"	"0"	""	""
"322"	"199"	"6"	"18"	"596"	"157"	"11"	""	"2"	""	"11"	"9"	""	"810"	""	"0"	""	"810"	"0"	""	""
"323"	"200"	"2"	"11"	"328"	"48"	"1"	""	"1"	""	"2"	"2"	""	"395"	""	"0"	""	"395"	"0"	""	""
"324"	"201"	"1"	"3"	"546"	"2"	"9"	""	"0"	""	"0"	"0"	""	"561"	""	"0"	""	"561"	"0"	""	""
"325"	"202"	"1"	"35"	"209"	"28"	"2"	""	"0"	""	"0"	"0"	""	"275"	""	"0"	""	"275"	"1114"	""	""
"326"	"203"	"2"	"15"	"178"	"108"	"13"	""	"5"	""	"12"	"9"	""	"342"	""	"0"	""	"342"	"0"	""	""
"327"	"204"	"3"	"14"	"79"	"144"	"9"	""	"2"	""	"11"	"5"	""	"267"	""	"0"	""	"267"	"0"	""	""
"328"	"205"	"3"	"49"	"538"	"25"	"29"	""	"4"	""	"0"	"1"	""	"649"	""	"0"	""	"649"	"0"	""	""
"329"	"206"	"3"	"17"	"110"	"137"	"29"	""	"3"	""	"4"	"7"	""	"310"	""	"0"	""	"310"	"0"	""	""
"330"	"207"	"1"	"3"	"795"	"6"	"1"	""	"1"	""	"4"	"0"	""	"811"	""	"0"	""	"811"	"0"	""	""
"331"	"208"	"10"	"179"	"397"	"73"	"32"	""	"9"	""	"1"	"2"	""	"703"	""	"0"	""	"703"	"1114"	""	""
"332"	"209"	"8"	"46"	"138"	"131"	"30"	""	"9"	""	"10"	"1"	""	"373"	""	"0"	""	"373"	"0"	""	""
"333"	"210"	"6"	"113"	"178"	"146"	"13"	""	"10"	""	"9"	"17"	""	"492"	""	""	""	"492"	""	""	""
"334"	"TOTAL"	"1969"	"20165"	"53147"	"15165"	"3091"	""	"1439"	""	"931"	"1429"	""	"97336"	""	"0"	""	"97336"	"2228"	""	""
"335"	"ROUND - 15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"338"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"339"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"340"	"B/F"	"1969"	"20165"	"53147"	"15165"	"3091"	""	"1439"	""	"931"	"1429"	""	"97336"	""	"0"	""	"97336"	"2228"	""	""
"341"	"211"	"11"	"128"	"67"	"14"	"9"	""	"15"	""	"2"	"7"	""	"253"	""	""	""	"253"	"0"	""	""
"342"	"212"	"29"	"128"	"204"	"86"	"25"	""	"25"	""	"14"	"31"	""	"542"	""	""	""	"542"	"0"	""	""
"343"	"213"	"6"	"18"	"521"	"7"	"1"	""	"2"	""	"2"	"1"	""	"558"	""	""	""	"558"	"0"	""	""
"344"	"214"	"1"	"86"	"138"	"82"	"15"	""	"6"	""	"9"	"3"	""	"340"	""	""	""	"340"	"0"	""	""
"345"	"215"	"8"	"37"	"228"	"39"	"11"	""	"7"	""	"1"	"3"	""	"334"	""	""	""	"334"	"0"	""	""
"346"	"216"	"12"	"31"	"311"	"14"	"22"	""	"5"	""	"3"	"5"	""	"403"	""	""	""	"403"	"2228"	""	""
"347"	"217"	"12"	"35"	"239"	"21"	"30"	""	"11"	""	"7"	"11"	""	"366"	""	""	""	"366"	"0"	""	""
"348"	"218"	"2"	"57"	"430"	"17"	"18"	""	"5"	""	"0"	"0"	""	"529"	""	""	""	"529"	"0"	""	""
"349"	"219"	"12"	"36"	"166"	"83"	"49"	""	"8"	""	"14"	"12"	""	"380"	""	""	""	"380"	"0"	""	""
"350"	"220"	"5"	"11"	"296"	"20"	"19"	""	"5"	""	"0"	"12"	""	"368"	""	""	""	"368"	"0"	""	""
"351"	"221"	"7"	"22"	"183"	"30"	"111"	""	"12"	""	"14"	"15"	""	"394"	""	""	""	"394"	"0"	""	""
"352"	"222"	"14"	"57"	"168"	"119"	"37"	""	"10"	""	"3"	"5"	""	"413"	""	""	""	"413"	"2228"	""	""
"353"	"223"	"14"	"69"	"304"	"49"	"123"	""	"14"	""	"14"	"8"	""	"595"	""	""	""	"595"	"0"	""	""
"354"	"224"	"0"	"3"	"29"	"151"	"15"	""	"2"	""	"2"	"1"	""	"203"	""	""	""	"203"	""	""	""
"355"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""
"356"	"TOTAL"	"2102"	"20883"	"56431"	"15897"	"3576"	""	"1566"	""	"1016"	"1543"	""	"103014"	""	"0"	""	"103014"	"4456"	""	""
"357"	"ROUND - 16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	"SL NO OF POLLING ST."	"No. of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	"NO.OF REJ. VOTES"	""	"TOTAL"	"NO. OF TEDR VOTES"	""	""
"360"	""	"OM PRAKASH SAHNI"	"ANANTA KUMAR SATYARTHI"	"SHANTI DEVI"	"SHAMSHER JUNG BAHADUR SINGH"	"ANITA DEVI"	""	"ASHOK YADAV"	""	"DEVENDRA RAGHAV"	"SUMAN PASWAN"	""	"TOTAL OF VALID VOTES"	""	""	""	""	""	""	""
"361"	"1"	"2"	"3"	"4"	"5"	"6"	""	"7"	""	"8"	"9"	""	"10"	""	"11"	""	"12"	"13"	""	""
"362"	"B/F"	"2102"	"20883"	"56431"	"15897"	"3576"	""	"1566"	""	"1016"	"1543"	""	"103014"	""	"0"	""	"103014"	"4456"	""	""
"363"	"225"	"10"	"89"	"144"	"49"	"17"	""	"5"	""	"5"	"5"	""	"324"	""	"0"	""	"324"	"0"	""	""
"364"	"226"	"2"	"2"	"407"	"7"	"18"	""	"0"	""	"0"	"3"	""	"439"	""	"0"	""	"439"	"0"	""	""
"365"	"227"	"8"	"13"	"142"	"230"	"22"	""	"3"	""	"14"	"2"	""	"434"	""	"0"	""	"434"	"0"	""	""
"366"	"228"	"1"	"3"	"926"	"7"	"0"	""	"0"	""	"0"	"0"	""	"937"	""	"0"	""	"937"	"0"	""	""
"367"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"TOTAL"	"2123"	"20990"	"58050"	"16190"	"3633"	""	"1574"	""	"1035"	"1553"	""	"105148"	""	"0"	""	"105148"	"0"	""	""
"369"	"POSTAL"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"BALLOT                            0                                    1                          2                              0                             0                                0                              0                               0                               3                                      3                    0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"GRAND"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"TOTAL                        2123                    20991             58052                16190                3633                   1574                 1035                  1553              105151                   105151                0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"ROUND - 17                                                                                                                                                                                                                                      SIGNATURE OF A.R.O."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
