"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"
"213"	"159"	"0"	"0"	"50"	"4"	"0"	"0"	"315"	"12"	"0"	"381"	""	"381"	""
"214"	"160"	"46"	"9"	"117"	"7"	"28"	"29"	"124"	"5"	"13"	"378"	""	"378"	""
"215"	"161"	"199"	"12"	"125"	"8"	"4"	"28"	"341"	"10"	"24"	"751"	""	"751"	""
"216"	"162"	"45"	"22"	"101"	"12"	"150"	"30"	"66"	"17"	"22"	"465"	""	"465"	""
"217"	"163"	"32"	"13"	"96"	"7"	"37"	"20"	"160"	"13"	"21"	"399"	""	"399"	""
"218"	"164"	"27"	"60"	"113"	"12"	"23"	"19"	"142"	"8"	"12"	"416"	""	"416"	""
"219"	"165"	"64"	"52"	"123"	"25"	"13"	"34"	"180"	"12"	"36"	"539"	""	"539"	""
"220"	"166"	"176"	"39"	"23"	"9"	"110"	"11"	"178"	"16"	"33"	"595"	""	"595"	""
"221"	"167"	"113"	"13"	"30"	"11"	"29"	"14"	"95"	"6"	"19"	"330"	""	"330"	""
"222"	"168"	"14"	"5"	"39"	"7"	"162"	"10"	"30"	"3"	"12"	"282"	""	"282"	""
"223"	"TOTAL"	"1299"	"270"	"1310"	"146"	"686"	"257"	"2603"	"150"	"285"	"7006"	"0"	"7006"	"0"
"224"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"225"	""	"PANNA LAL SINGH \"PATEL\""	"SHYAM SUNDAR MANDAL"	"SATYA NARAYAN SINGH"	"KUMOD JHA"	"BHARAT KUMAR YADAV"	"MAHENDRA PRASAD GUPTA"	"SUNITA SHARMA"	"SUBHAS CHANDRA"	"CHALITAR SADA"	""	""	""	""
"226"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"
"227"	"169"	"37"	"8"	"155"	"11"	"73"	"10"	"72"	"5"	"4"	"375"	""	"375"	""
"228"	"170"	"270"	"4"	"141"	"13"	"229"	"12"	"32"	"6"	"14"	"721"	""	"721"	""
"229"	"171"	"206"	"12"	"42"	"6"	"72"	"28"	"103"	"8"	"17"	"494"	""	"494"	""
"230"	"172"	"115"	"4"	"140"	"11"	"168"	"10"	"7"	"2"	"9"	"466"	""	"466"	""
"231"	"173"	"342"	"5"	"66"	"6"	"10"	"8"	"76"	"7"	"20"	"540"	""	"540"	""
"232"	"174"	"88"	"10"	"156"	"7"	"60"	"14"	"148"	"6"	"11"	"500"	""	"500"	""
"233"	"175"	"184"	"13"	"142"	"7"	"15"	"17"	"211"	"19"	"19"	"627"	""	"627"	""
"234"	"176"	"183"	"9"	"104"	"8"	"48"	"43"	"167"	"15"	"36"	"613"	""	"613"	""
"235"	"177"	"174"	"12"	"16"	"6"	"85"	"6"	"20"	"5"	"20"	"344"	""	"344"	""
"236"	"178"	"322"	"13"	"98"	"13"	"72"	"28"	"70"	"10"	"47"	"673"	""	"673"	""
"237"	"179"	"421"	"11"	"32"	"6"	"207"	"11"	"7"	"7"	"54"	"756"	""	"756"	""
"238"	"180"	"105"	"1"	"51"	"5"	"127"	"2"	"8"	"1"	"10"	"310"	""	"310"	""
"239"	"181"	"49"	"2"	"63"	"7"	"428"	"17"	"22"	"1"	"3"	"592"	""	"592"	""
"240"	"182"	"85"	"5"	"69"	"10"	"416"	"11"	"31"	"1"	"11"	"639"	""	"639"	""
"241"	"TOTAL"	"2581"	"109"	"1275"	"116"	"2010"	"217"	"974"	"93"	"275"	"7650"	"0"	"7650"	"0"
"242"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"243"	""	"PANNA LAL SINGH \"PATEL\""	"SHYAM SUNDAR MANDAL"	"SATYA NARAYAN SINGH"	"KUMOD JHA"	"BHARAT KUMAR YADAV"	"MAHENDRA PRASAD GUPTA"	"SUNITA SHARMA"	"SUBHAS CHANDRA"	"CHALITAR SADA"	""	""	""	""
"244"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"
"245"	"183"	"121"	"4"	"7"	"4"	"53"	"11"	"88"	"3"	"13"	"304"	""	"304"	""
"246"	"184"	"164"	"7"	"21"	"4"	"218"	"5"	"7"	"5"	"12"	"443"	""	"443"	""
"247"	"185"	"38"	"1"	"15"	"3"	"234"	"24"	"48"	"2"	"5"	"370"	""	"370"	""
"248"	"186"	"5"	"0"	"2"	"3"	"177"	"3"	"11"	"0"	"3"	"204"	""	"204"	""
"249"	"187"	"8"	"3"	"9"	"6"	"139"	"10"	"107"	"3"	"9"	"294"	""	"294"	""
"250"	"188"	"256"	"10"	"7"	"2"	"63"	"6"	"3"	"6"	"16"	"369"	""	"369"	""
"251"	"189"	"113"	"5"	"5"	"2"	"104"	"7"	"15"	"1"	"19"	"271"	""	"271"	""
"252"	"190"	"96"	"3"	"4"	"7"	"14"	"6"	"47"	"3"	"14"	"194"	""	"194"	""
"253"	"191"	"110"	"3"	"9"	"2"	"23"	"3"	"18"	"1"	"9"	"178"	""	"178"	""
"254"	"192"	"80"	"159"	"140"	"21"	"19"	"14"	"258"	"10"	"32"	"733"	""	"733"	""
"255"	"193"	"16"	"10"	"59"	"8"	"6"	"25"	"240"	"5"	"22"	"391"	""	"391"	""
"256"	"194"	"198"	"3"	"12"	"0"	"58"	"1"	"0"	"1"	"2"	"275"	""	"275"	""
"257"	"195"	"165"	"11"	"4"	"4"	"56"	"15"	"4"	"3"	"8"	"270"	""	"270"	""
"258"	"196"	"474"	"1"	"3"	"0"	"9"	"0"	"2"	"1"	"4"	"494"	""	"494"	""
"259"	"TOTAL"	"1844"	"220"	"297"	"66"	"1173"	"130"	"848"	"44"	"168"	"4790"	"0"	"4790"	"0"
"260"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"261"	""	"PANNA LAL SINGH \"PATEL\""	"SHYAM SUNDAR MANDAL"	"SATYA NARAYAN SINGH"	"KUMOD JHA"	"BHARAT KUMAR YADAV"	"MAHENDRA PRASAD GUPTA"	"SUNITA SHARMA"	"SUBHAS CHANDRA"	"CHALITAR SADA"	""	""	""	""
"262"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"
"263"	"197"	"63"	"71"	"46"	"10"	"6"	"9"	"51"	"7"	"22"	"285"	""	"285"	""
"264"	"198"	"12"	"15"	"67"	"10"	"6"	"13"	"302"	"10"	"11"	"446"	""	"446"	""
"265"	"199"	"16"	"8"	"48"	"11"	"6"	"14"	"370"	"8"	"18"	"499"	""	"499"	""
"266"	"200"	"30"	"11"	"138"	"7"	"8"	"15"	"274"	"2"	"12"	"497"	""	"497"	""
"267"	"201"	"22"	"11"	"61"	"13"	"4"	"19"	"467"	"10"	"17"	"624"	""	"624"	""
"268"	"202"	"19"	"10"	"69"	"7"	"12"	"9"	"258"	"7"	"13"	"404"	""	"404"	""
"269"	"203"	"8"	"5"	"25"	"5"	"3"	"22"	"601"	"12"	"22"	"703"	""	"703"	""
"270"	"204"	"48"	"6"	"51"	"7"	"23"	"26"	"305"	"4"	"24"	"494"	""	"494"	""
"271"	"204 K"	"10"	"4"	"23"	"6"	"1"	"22"	"710"	"9"	"12"	"797"	""	"797"	""
"272"	"205"	"16"	"3"	"87"	"4"	"5"	"20"	"142"	"5"	"16"	"298"	""	"298"	""
"273"	"TOTAL"	"244"	"144"	"615"	"80"	"74"	"169"	"3480"	"74"	"167"	"5047"	"0"	"5047"	"0"
"274"	"Total No. of Voters recorded at polling station"	"24024"	"2302"	"20486"	"1734"	"19267"	"2638"	"28691"	"1340"	"3384"	"103866"	"0"	"103866"	"0"
"275"	"No. of votes recorded on posted balliot paper (To be filled in the case of Election from an assembly constituency"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"276"	"Total votes polled"	"24024"	"2302"	"20486"	"1734"	"19267"	"2638"	"28691"	"1340"	"3384"	"103866"	"0"	"103866"	"0"
"277"	"Place :"	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"Date :"	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"ASSISTANT RETURNING OFFICER/RETURNING OFFICER"	""	""	""	""	""	""	""	""	""	""	""	""	""
