"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"191"	"6"	"90"	"16"	"115"	"6"	"159"	"12"	"3"	"33"	"2"	"2"	"2"	"3"	"10"	"363"	"0"	"363"	"0"
"192"	"7"	"91"	"10"	"258"	"2"	"54"	"1"	"0"	"7"	"0"	"3"	"1"	"1"	"3"	"340"	"0"	"340"	"0"
"193"	"8"	"92"	"7"	"143"	"2"	"105"	"2"	"0"	"9"	"0"	"0"	"1"	"0"	"0"	"269"	"0"	"269"	"0"
"194"	"9"	"93"	"35"	"258"	"6"	"94"	"3"	"3"	"17"	"2"	"4"	"5"	"4"	"9"	"440"	"0"	"440"	"0"
"195"	"10"	"94"	"6"	"128"	"2"	"14"	"0"	"0"	"11"	"1"	"1"	"4"	"3"	"2"	"172"	"0"	"172"	"0"
"196"	"11"	"95"	"38"	"180"	"11"	"171"	"10"	"4"	"17"	"0"	"4"	"4"	"4"	"18"	"461"	"0"	"461"	"0"
"197"	"12"	"96R"	"29"	"162"	"11"	"162"	"11"	"8"	"31"	"3"	"10"	"3"	"7"	"12"	"449"	"0"	"449"	"0"
"198"	"13"	"97"	"36"	"173"	"25"	"103"	"13"	"3"	"14"	"9"	"9"	"6"	"9"	"10"	"410"	"0"	"410"	"0"
"199"	"14"	"98"	"25"	"204"	"15"	"43"	"5"	"5"	"80"	"3"	"2"	"1"	"5"	"5"	"393"	"0"	"393"	"0"
"200"	"Total Votes Polled"	""	"427"	"2479"	"130"	"1850"	"169"	"50"	"313"	"38"	"58"	"35"	"50"	"123"	"5722"	"0"	"5722"	"0"
"201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"205"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"206"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"208"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"213"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"214"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"215"	"1"	"99"	"60"	"137"	"24"	"176"	"8"	"0"	"16"	"6"	"7"	"3"	"2"	"21"	"460"	"0"	"460"	"0"
"216"	"2"	"100R"	"19"	"239"	"6"	"42"	"5"	"1"	"4"	"1"	"2"	"0"	"2"	"4"	"325"	"0"	"325"	"0"
"217"	"3"	"101R"	"10"	"220"	"11"	"69"	"11"	"8"	"15"	"3"	"9"	"3"	"7"	"11"	"377"	"0"	"377"	"0"
"218"	"4"	"102"	"68"	"263"	"12"	"36"	"3"	"2"	"3"	"1"	"1"	"1"	"3"	"11"	"404"	"0"	"404"	"0"
"219"	"5"	"103"	"11"	"140"	"6"	"281"	"8"	"3"	"27"	"3"	"5"	"33"	"2"	"14"	"533"	"0"	"533"	"0"
"220"	"6"	"104"	"31"	"156"	"21"	"210"	"15"	"4"	"75"	"6"	"10"	"10"	"6"	"14"	"558"	"0"	"558"	"0"
"221"	"7"	"105R"	"12"	"9"	"3"	"498"	"20"	"4"	"10"	"1"	"2"	"0"	"0"	"6"	"565"	"0"	"565"	"0"
"222"	"8"	"106"	"63"	"62"	"3"	"254"	"9"	"2"	"23"	"2"	"4"	"0"	"1"	"7"	"430"	"0"	"430"	"0"
"223"	"9"	"107"	"79"	"55"	"21"	"67"	"5"	"3"	"11"	"3"	"2"	"0"	"5"	"10"	"261"	"0"	"261"	"0"
"224"	"10"	"108"	"8"	"158"	"5"	"78"	"2"	"1"	"7"	"0"	"0"	"0"	"0"	"4"	"263"	"0"	"263"	"0"
"225"	"11"	"109"	"22"	"146"	"5"	"142"	"5"	"3"	"9"	"4"	"4"	"1"	"2"	"1"	"344"	"0"	"344"	"0"
"226"	"12"	"110"	"95"	"63"	"13"	"217"	"8"	"2"	"27"	"5"	"2"	"7"	"6"	"12"	"457"	"0"	"457"	"0"
"227"	"13"	"111"	"31"	"102"	"8"	"172"	"42"	"5"	"15"	"5"	"15"	"2"	"3"	"11"	"411"	"0"	"411"	"0"
"228"	"14"	"112"	"16"	"292"	"0"	"41"	"1"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"357"	"0"	"357"	"0"
"229"	"Total Votes Polled"	""	"525"	"2042"	"138"	"2283"	"142"	"38"	"248"	"40"	"64"	"60"	"39"	"126"	"5745"	"0"	"5745"	"0"
"230"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"242"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"243"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"1"	"113R"	"18"	"54"	"4"	"175"	"7"	"1"	"13"	"3"	"2"	"1"	"2"	"10"	"290"	"0"	"290"	"0"
"245"	"2"	"114R"	"25"	"184"	"7"	"121"	"8"	"4"	"13"	"3"	"7"	"1"	"3"	"4"	"380"	"0"	"380"	"0"
"246"	"3"	"115"	"75"	"105"	"4"	"60"	"2"	"1"	"12"	"2"	"2"	"0"	"1"	"12"	"276"	"0"	"276"	"0"
"247"	"4"	"116"	"5"	"74"	"2"	"267"	"5"	"179"	"4"	"1"	"2"	"1"	"0"	"0"	"540"	"0"	"540"	"0"
"248"	"5"	"117"	"42"	"98"	"4"	"44"	"1"	"0"	"5"	"0"	"3"	"2"	"2"	"4"	"205"	"0"	"205"	"0"
"249"	"6"	"118"	"17"	"59"	"1"	"202"	"1"	"2"	"8"	"3"	"5"	"1"	"0"	"6"	"305"	"0"	"305"	"0"
"250"	"7"	"119"	"21"	"113"	"19"	"66"	"4"	"5"	"8"	"3"	"2"	"4"	"11"	"15"	"271"	"0"	"271"	"0"
"251"	"8"	"120R"	"14"	"195"	"26"	"100"	"13"	"7"	"16"	"4"	"12"	"4"	"5"	"17"	"413"	"0"	"413"	"0"
"252"	"9"	"121"	"18"	"144"	"13"	"273"	"11"	"3"	"34"	"3"	"2"	"3"	"3"	"8"	"515"	"0"	"515"	"0"
"253"	"10"	"122"	"10"	"397"	"5"	"197"	"6"	"4"	"5"	"1"	"2"	"0"	"0"	"3"	"630"	"0"	"630"	"0"
"254"	"11"	"123"	"12"	"5"	"2"	"267"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"290"	"0"	"290"	"0"
"255"	"12"	"124"	"51"	"92"	"34"	"233"	"11"	"6"	"40"	"5"	"2"	"3"	"6"	"12"	"495"	"0"	"495"	"0"
"256"	"13"	"125"	"24"	"367"	"6"	"208"	"8"	"2"	"20"	"2"	"1"	"16"	"3"	"5"	"662"	"0"	"662"	"0"
"257"	"14"	"126"	"131"	"79"	"30"	"101"	"3"	"5"	"53"	"2"	"3"	"0"	"1"	"6"	"414"	"0"	"414"	"0"
"258"	"Total Votes Polled"	""	"463"	"1966"	"157"	"2314"	"81"	"219"	"234"	"32"	"45"	"36"	"37"	"102"	"5686"	"0"	"5686"	"0"
"259"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"271"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"272"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"1"	"127"	"31"	"284"	"15"	"18"	"6"	"2"	"7"	"2"	"0"	"0"	"1"	"2"	"368"	"0"	"368"	"0"
"274"	"2"	"128"	"14"	"314"	"8"	"11"	"0"	"0"	"2"	"0"	"0"	"2"	"3"	"9"	"363"	"0"	"363"	"0"
"275"	"3"	"129"	"36"	"581"	"2"	"93"	"1"	"0"	"4"	"0"	"0"	"1"	"1"	"0"	"719"	"0"	"719"	"0"
"276"	"4"	"130"	"37"	"58"	"5"	"209"	"1"	"0"	"3"	"0"	"1"	"1"	"1"	"0"	"316"	"0"	"316"	"0"
"277"	"5"	"131"	"8"	"102"	"7"	"196"	"11"	"7"	"6"	"2"	"3"	"2"	"1"	"0"	"345"	"0"	"345"	"0"
"278"	"6"	"132"	"1"	"8"	"2"	"624"	"1"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"641"	"0"	"641"	"0"
"279"	"7"	"133"	"13"	"353"	"5"	"102"	"2"	"2"	"8"	"1"	"0"	"1"	"1"	"1"	"489"	"0"	"489"	"0"
"280"	"8"	"134"	"5"	"101"	"9"	"76"	"6"	"3"	"7"	"14"	"1"	"0"	"3"	"8"	"233"	"0"	"233"	"0"
"281"	"9"	"135"	"20"	"72"	"10"	"178"	"38"	"7"	"15"	"6"	"2"	"5"	"1"	"19"	"373"	"0"	"373"	"0"
"282"	"10"	"136"	"26"	"225"	"21"	"73"	"40"	"6"	"32"	"5"	"3"	"4"	"1"	"1"	"437"	"0"	"437"	"0"
"283"	"11"	"137"	"21"	"185"	"10"	"25"	"1"	"2"	"1"	"1"	"0"	"0"	"5"	"6"	"257"	"0"	"257"	"0"
"284"	"12"	"138"	"2"	"37"	"16"	"545"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"2"	"605"	"0"	"605"	"0"
"285"	"13"	"139"	"160"	"58"	"8"	"151"	"6"	"13"	"83"	"4"	"8"	"2"	"3"	"16"	"512"	"0"	"512"	"0"
"286"	"14"	"140"	"15"	"317"	"5"	"54"	"2"	"3"	"2"	"0"	"7"	"2"	"4"	"21"	"432"	"0"	"432"	"0"
"287"	"Total Votes Polled"	""	"389"	"2695"	"123"	"2355"	"115"	"48"	"173"	"36"	"25"	"21"	"25"	"85"	"6090"	"0"	"6090"	"0"
"288"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"298"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"300"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"1"	"141"	"18"	"279"	"8"	"67"	"3"	"5"	"19"	"3"	"2"	"0"	"1"	"2"	"407"	"0"	"407"	"0"
"303"	"2"	"142"	"13"	"175"	"5"	"78"	"6"	"3"	"29"	"1"	"2"	"1"	"4"	"3"	"320"	"0"	"320"	"0"
"304"	"3"	"143"	"39"	"47"	"7"	"110"	"17"	"6"	"32"	"8"	"11"	"9"	"3"	"25"	"314"	"0"	"314"	"0"
"305"	"4"	"144"	"17"	"69"	"8"	"59"	"3"	"5"	"13"	"2"	"2"	"2"	"2"	"4"	"186"	"0"	"186"	"0"
"306"	"5"	"145"	"75"	"109"	"8"	"162"	"7"	"3"	"31"	"3"	"2"	"3"	"4"	"29"	"436"	"0"	"436"	"0"
"307"	"6"	"146"	"116"	"48"	"24"	"189"	"3"	"2"	"17"	"2"	"2"	"1"	"4"	"10"	"418"	"0"	"418"	"0"
"308"	"7"	"147"	"54"	"99"	"4"	"113"	"1"	"1"	"12"	"6"	"3"	"3"	"0"	"18"	"314"	"0"	"314"	"0"
"309"	"8"	"148"	"13"	"80"	"3"	"288"	"5"	"2"	"5"	"1"	"1"	"1"	"0"	"4"	"403"	"0"	"403"	"0"
"310"	"9"	"149"	"27"	"258"	"16"	"238"	"16"	"4"	"45"	"2"	"1"	"2"	"4"	"3"	"616"	"0"	"616"	"0"
"311"	"10"	"150"	"10"	"414"	"7"	"57"	"3"	"5"	"13"	"1"	"2"	"0"	"0"	"1"	"513"	"0"	"513"	"0"
"312"	"11"	"151"	"39"	"116"	"10"	"299"	"2"	"2"	"10"	"1"	"1"	"1"	"0"	"0"	"481"	"0"	"481"	"0"
"313"	"12"	"152"	"51"	"85"	"3"	"177"	"2"	"2"	"31"	"2"	"1"	"0"	"1"	"1"	"356"	"0"	"356"	"0"
"314"	"13"	"153R"	"22"	"217"	"13"	"272"	"10"	"5"	"6"	"3"	"6"	"1"	"3"	"7"	"565"	"0"	"565"	"0"
"315"	"14"	"154"	"51"	"147"	"7"	"280"	"6"	"1"	"40"	"7"	"2"	"2"	"3"	"2"	"548"	"0"	"548"	"0"
"316"	"Total Votes Polled"	""	"545"	"2143"	"123"	"2389"	"84"	"46"	"303"	"42"	"38"	"26"	"29"	"109"	"5877"	"0"	"5877"	"0"
"317"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"329"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"330"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"331"	"1"	"155"	"40"	"119"	"10"	"222"	"11"	"13"	"75"	"5"	"4"	"1"	"3"	"11"	"514"	"0"	"514"	"0"
"332"	"2"	"156"	"66"	"141"	"3"	"194"	"1"	"3"	"22"	"4"	"1"	"4"	"3"	"7"	"449"	"0"	"449"	"0"
"333"	"3"	"157"	"15"	"123"	"5"	"174"	"12"	"3"	"29"	"2"	"4"	"2"	"2"	"14"	"385"	"0"	"385"	"0"
"334"	"4"	"158"	"8"	"108"	"5"	"76"	"17"	"4"	"20"	"4"	"7"	"1"	"7"	"2"	"259"	"0"	"259"	"0"
"335"	"5"	"159"	"30"	"110"	"17"	"77"	"9"	"20"	"92"	"11"	"12"	"4"	"6"	"19"	"407"	"0"	"407"	"0"
"336"	"6"	"160"	"10"	"91"	"5"	"148"	"9"	"4"	"28"	"2"	"3"	"7"	"2"	"8"	"317"	"0"	"317"	"0"
"337"	"7"	"161"	"49"	"209"	"23"	"74"	"54"	"22"	"34"	"15"	"7"	"12"	"12"	"32"	"543"	"0"	"543"	"0"
"338"	"8"	"162"	"56"	"206"	"11"	"44"	"10"	"10"	"46"	"7"	"2"	"23"	"2"	"10"	"427"	"0"	"427"	"0"
"339"	"9"	"163"	"32"	"115"	"11"	"206"	"19"	"10"	"11"	"5"	"7"	"3"	"3"	"9"	"431"	"0"	"431"	"0"
"340"	"10"	"164"	"53"	"265"	"25"	"45"	"7"	"5"	"14"	"5"	"9"	"10"	"17"	"22"	"477"	"0"	"477"	"0"
"341"	"11"	"165"	"31"	"287"	"9"	"102"	"8"	"2"	"19"	"3"	"2"	"3"	"7"	"9"	"482"	"0"	"482"	"0"
"342"	"12"	"166"	"40"	"75"	"11"	"96"	"10"	"5"	"37"	"3"	"4"	"1"	"1"	"2"	"285"	"0"	"285"	"0"
"343"	"13"	"167"	"10"	"81"	"3"	"13"	"2"	"1"	"72"	"4"	"2"	"2"	"1"	"12"	"203"	"0"	"203"	"0"
"344"	"14"	"168R"	"4"	"29"	"1"	"103"	"8"	"4"	"7"	"2"	"1"	"0"	"5"	"0"	"164"	"0"	"164"	"0"
"345"	"Total Votes Polled"	""	"444"	"1959"	"139"	"1574"	"177"	"106"	"506"	"72"	"65"	"73"	"71"	"157"	"5343"	"0"	"5343"	"0"
"346"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"Table No."	"No. & Name of Polling Station"	"GAYA RAM"	"NAND KISHORE CHAUDHARY"	"RAJENDRA CHAUDHARY"	"BANWARI RAM"	"BHOLA MANJHI"	"NARESH RAM"	"PRAKASH VIR"	"BINOD CHAUDHARY"	"RAJESH KUMAR"	"RAMANAND CHAUDHARY"	"SHANTI DEVI"	"SURESH RAM"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"358"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"359"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"1"	"169"	"10"	"43"	"0"	"111"	"5"	"5"	"9"	"5"	"6"	"6"	"3"	"6"	"209"	"0"	"209"	"0"
"361"	"2"	"170"	"5"	"55"	"7"	"230"	"23"	"9"	"45"	"10"	"13"	"5"	"7"	"12"	"421"	"0"	"421"	"0"
"362"	"3"	"171"	"18"	"77"	"4"	"87"	"6"	"1"	"5"	"0"	"1"	"1"	"0"	"2"	"202"	"0"	"202"	"0"
"363"	"4"	"172"	"6"	"46"	"5"	"202"	"12"	"3"	"20"	"1"	"6"	"1"	"0"	"4"	"306"	"0"	"306"	"0"
"364"	"5"	"173"	"25"	"146"	"6"	"262"	"1"	"0"	"52"	"2"	"0"	"4"	"1"	"3"	"502"	"0"	"502"	"0"
"365"	"6"	"174"	"14"	"354"	"2"	"60"	"4"	"2"	"27"	"1"	"2"	"0"	"1"	"1"	"468"	"0"	"468"	"0"
"366"	"7"	"175"	"10"	"160"	"6"	"82"	"23"	"2"	"9"	"0"	"2"	"0"	"1"	"5"	"300"	"0"	"300"	"0"
"367"	"8"	"176"	"27"	"138"	"5"	"77"	"20"	"2"	"54"	"10"	"0"	"3"	"6"	"9"	"351"	"0"	"351"	"0"
"368"	"9"	"177"	"14"	"230"	"17"	"34"	"4"	"2"	"33"	"3"	"3"	"4"	"4"	"7"	"355"	"0"	"355"	"0"
"369"	"10"	"178R"	"26"	"218"	"19"	"75"	"20"	"5"	"19"	"6"	"10"	"9"	"15"	"30"	"452"	"0"	"452"	"0"
"370"	"11"	"179"	"24"	"129"	"5"	"59"	"6"	"3"	"52"	"1"	"2"	"0"	"0"	"4"	"285"	"0"	"285"	"0"
"371"	"12"	"180"	"15"	"73"	"6"	"58"	"1"	"1"	"15"	"2"	"1"	"1"	"3"	"7"	"183"	"0"	"183"	"0"
"372"	"13"	"181"	"31"	"2"	"3"	"143"	"10"	"4"	"33"	"3"	"5"	"1"	"5"	"13"	"253"	"0"	"253"	"0"
"373"	"14"	"182"	"18"	"33"	"7"	"85"	"9"	"2"	"38"	"8"	"15"	"4"	"6"	"44"	"269"	"0"	"269"	"0"
"374"	"Total Votes Polled"	""	"243"	"1704"	"92"	"1565"	"144"	"41"	"411"	"52"	"66"	"39"	"52"	"147"	"4556"	"0"	"4556"	"0"
"375"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"Election to the State Legislative Assembly from the 240 - Rajauli (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"382"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
