"121"	""	"66"	"25"	"5"	"7"	"168"	"12"	"8"	"1"	"4"	"1"	"0"	"1"	"6"	"9"	"3"	"1"	"5"	"14"	""	"209"	"-479"	""	"0"	""	"-479"	"0"
"122"	""	"67"	"22"	"3"	"128"	"60"	"28"	"6"	"5"	"1"	"5"	"51"	"4"	"10"	"18"	"3"	"2"	"11"	"41"	""	"269"	"-667"	""	"0"	""	"-667"	"0"
"123"	""	"68"	"18"	"3"	"17"	"122"	"18"	"4"	"2"	"7"	"1"	"1"	"2"	"11"	"8"	"3"	"1"	"4"	"15"	""	"209"	"-446"	""	"0"	""	"-446"	"0"
"124"	""	"69"	"16"	"1"	"7"	"282"	"6"	"5"	"0"	"3"	"3"	"0"	"0"	"27"	"5"	"2"	"2"	"5"	"8"	""	"148"	"-520"	""	"0"	""	"-520"	"0"
"125"	""	"70"	"135"	"15"	"174"	"101"	"18"	"3"	"0"	"1"	"2"	"2"	"5"	"19"	"10"	"2"	"3"	"11"	"6"	""	"60"	"-567"	""	"0"	""	"-567"	"0"
"126"	""	"71"	"50"	"4"	"17"	"213"	"43"	"40"	"4"	"5"	"1"	"11"	"9"	"38"	"13"	"8"	"6"	"23"	"19"	""	"246"	"-750"	""	"0"	""	"-750"	"0"
"127"	""	"72"	"54"	"4"	"60"	"150"	"19"	"10"	"0"	"9"	"3"	"3"	"8"	"142"	"12"	"2"	"4"	"12"	"27"	""	"193"	"-712"	""	"0"	""	"-712"	"0"
"128"	""	"73"	"24"	"1"	"4"	"92"	"7"	"17"	"0"	"0"	"0"	"1"	"0"	"4"	"27"	"1"	"0"	"1"	"4"	""	"273"	"-456"	""	"0"	""	"-456"	"0"
"129"	""	"74"	"12"	"2"	"37"	"336"	"16"	"76"	"3"	"2"	"0"	"6"	"2"	"56"	"4"	"0"	"1"	"2"	"1"	""	"18"	"-574"	""	"0"	""	"-574"	"0"
"130"	""	"75"	"0"	"0"	"5"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	""	"399"	"-410"	""	"0"	""	"-410"	"0"
"131"	"TOTAL"	""	"-451"	"-45"	"-1068"	"-2075"	"-214"	"-301"	"-27"	"-46"	"-25"	"-204"	"-50"	"-547"	"-135"	"-35"	"-27"	"-105"	"-149"	""	"-2227"	"-7731"	""	"0"	""	"-7731"	"0"
"132"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"133"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"134"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"135"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"136"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"137"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"138"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"139"	"R
o u n d
7"	"76"	"9"	"0"	"71"	"178"	"13"	"111"	"5"	"0"	"3"	"2"	"1"	"15"	"7"	"4"	"3"	"10"	"1"	""	"53"	"-486"	""	"0"	""	"-486"	"0"
"140"	""	"77"	"12"	"5"	"36"	"189"	"3"	"16"	"1"	"1"	"1"	"0"	"1"	"5"	"6"	"1"	"59"	"0"	"6"	""	"69"	"-411"	""	"0"	""	"-411"	"0"
"141"	""	"78"	"45"	"7"	"188"	"163"	"44"	"9"	"1"	"1"	"1"	"1"	"12"	"78"	"8"	"9"	"3"	"2"	"12"	""	"81"	"-665"	""	"0"	""	"-665"	"0"
"142"	""	"79"	"35"	"3"	"12"	"129"	"5"	"7"	"5"	"7"	"2"	"7"	"5"	"203"	"18"	"7"	"10"	"12"	"7"	""	"66"	"-540"	""	"0"	""	"-540"	"0"
"143"	""	"80"	"9"	"0"	"0"	"404"	"16"	"6"	"0"	"11"	"0"	"0"	"0"	"4"	"1"	"1"	"0"	"0"	"0"	""	"4"	"-456"	""	"0"	""	"-456"	"0"
"144"	""	"81"	"16"	"1"	"4"	"101"	"20"	"14"	"0"	"0"	"1"	"0"	"1"	"12"	"1"	"0"	"1"	"3"	"6"	""	"159"	"-340"	""	"0"	""	"-340"	"0"
"145"	""	"82"	"25"	"3"	"103"	"347"	"15"	"4"	"3"	"1"	"3"	"2"	"3"	"1"	"4"	"7"	"1"	"5"	"9"	""	"145"	"-681"	""	"0"	""	"-681"	"0"
"146"	""	"83"	"4"	"1"	"4"	"265"	"5"	"3"	"0"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"0"	"2"	"2"	""	"20"	"-312"	""	"0"	""	"-312"	"0"
"147"	""	"84"	"0"	"0"	"1"	"211"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	""	"220"	"-439"	""	"0"	""	"-439"	"0"
"148"	""	"85"	"9"	"2"	"54"	"290"	"6"	"4"	"2"	"1"	"6"	"3"	"3"	"2"	"20"	"4"	"2"	"6"	"5"	""	"68"	"-487"	""	"0"	""	"-487"	"0"
"149"	""	"86"	"12"	"2"	"15"	"284"	"17"	"6"	"0"	"3"	"3"	"0"	"3"	"47"	"11"	"2"	"1"	"7"	"3"	""	"143"	"-559"	""	"0"	""	"-559"	"0"
"150"	""	"87"	"27"	"0"	"61"	"314"	"5"	"0"	"2"	"1"	"1"	"0"	"2"	"8"	"2"	"0"	"0"	"1"	"0"	""	"4"	"-428"	""	"0"	""	"-428"	"0"
"151"	""	"88"	"16"	"2"	"22"	"277"	"15"	"2"	"2"	"2"	"1"	"2"	"5"	"113"	"15"	"2"	"8"	"19"	"16"	""	"132"	"-651"	""	"0"	""	"-651"	"0"
"152"	""	"89"	"35"	"4"	"18"	"83"	"16"	"37"	"1"	"1"	"1"	"47"	"2"	"53"	"5"	"1"	"1"	"8"	"12"	""	"100"	"-425"	""	"0"	""	"-425"	"0"
"153"	"TOTAL"	""	"-254"	"-30"	"-589"	"-3235"	"-181"	"-220"	"-22"	"-29"	"-25"	"-64"	"-41"	"-542"	"-101"	"-40"	"-89"	"-75"	"-79"	""	"-1264"	"-6880"	""	"0"	""	"-6880"	"0"
"154"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"155"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"156"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"157"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"158"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"159"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"160"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"161"	"R
o u n d
8"	"90"	"3"	"1"	"1"	"606"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"61"	"2"	"0"	"2"	"3"	"0"	""	"118"	"-807"	""	"0"	""	"-807"	"0"
"162"	""	"91"	"17"	"1"	"36"	"150"	"14"	"9"	"3"	"3"	"1"	"6"	"2"	"5"	"5"	"3"	"1"	"2"	"4"	""	"102"	"-364"	""	"0"	""	"-364"	"0"
"163"	""	"92"	"14"	"5"	"3"	"178"	"6"	"4"	"1"	"5"	"2"	"1"	"3"	"115"	"13"	"12"	"2"	"13"	"5"	""	"97"	"-479"	""	"0"	""	"-479"	"0"
"164"	""	"93"	"56"	"1"	"0"	"96"	"4"	"1"	"2"	"1"	"1"	"0"	"1"	"42"	"8"	"3"	"2"	"5"	"13"	""	"172"	"-408"	""	"0"	""	"-408"	"0"
"165"	""	"94"	"3"	"0"	"91"	"228"	"8"	"3"	"2"	"4"	"3"	"7"	"1"	"28"	"9"	"4"	"4"	"9"	"9"	""	"135"	"-548"	""	"0"	""	"-548"	"0"
"166"	""	"95"	"10"	"5"	"39"	"191"	"27"	"1"	"2"	"3"	"2"	"1"	"2"	"26"	"3"	"0"	"3"	"8"	"24"	""	"149"	"-496"	""	"0"	""	"-496"	"0"
"167"	""	"96"	"5"	"4"	"247"	"45"	"3"	"9"	"0"	"1"	"0"	"1"	"3"	"110"	"4"	"14"	"1"	"1"	"5"	""	"238"	"-691"	""	"0"	""	"-691"	"0"
"168"	""	"97"	"13"	"2"	"167"	"136"	"188"	"5"	"1"	"6"	"2"	"1"	"5"	"43"	"6"	"1"	"2"	"7"	"7"	""	"190"	"-782"	""	"0"	""	"-782"	"0"
"169"	""	"98"	"5"	"0"	"89"	"27"	"24"	"213"	"1"	"1"	"0"	"0"	"2"	"2"	"3"	"0"	"0"	"1"	"1"	""	"91"	"-460"	""	"0"	""	"-460"	"0"
"170"	""	"99"	"0"	"0"	"1"	"0"	"1"	"291"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	""	"154"	"-455"	""	"0"	""	"-455"	"0"
"171"	""	"100"	"6"	"3"	"94"	"62"	"8"	"64"	"8"	"1"	"3"	"4"	"2"	"268"	"14"	"2"	"3"	"4"	"3"	""	"184"	"-733"	""	"0"	""	"-733"	"0"
"172"	""	"101"	"3"	"1"	"43"	"52"	"2"	"9"	"0"	"0"	"4"	"2"	"3"	"152"	"0"	"1"	"3"	"6"	"3"	""	"60"	"-344"	""	"0"	""	"-344"	"0"
"173"	""	"102"	"4"	"4"	"59"	"18"	"38"	"1"	"5"	"5"	"4"	"93"	"4"	"181"	"1"	"1"	"2"	"8"	"6"	""	"30"	"-464"	""	"0"	""	"-464"	"0"
"174"	""	"103"	"3"	"3"	"0"	"32"	"0"	"2"	"0"	"0"	"0"	"115"	"3"	"133"	"10"	"15"	"1"	"1"	"0"	""	"173"	"-491"	""	"0"	""	"-491"	"0"
"175"	"TOTAL"	""	"-142"	"-30"	"-870"	"-1821"	"-326"	"-619"	"-28"	"-30"	"-22"	"-232"	"-31"	"-1167"	"-78"	"-56"	"-26"	"-68"	"-83"	""	"-1893"	"-7522"	""	"0"	""	"-7522"	"0"
"176"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"178"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"181"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"182"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"183"	"R
o u n d
9"	"104"	"3"	"2"	"0"	"1"	"1"	"4"	"4"	"2"	"5"	"274"	"11"	"10"	"11"	"4"	"2"	"10"	"5"	""	"95"	"-444"	""	"0"	""	"-444"	"0"
"184"	""	"105"	"1"	"0"	"0"	"44"	"10"	"182"	"9"	"0"	"0"	"5"	"1"	"59"	"2"	"0"	"0"	"3"	"5"	""	"158"	"-479"	""	"0"	""	"-479"	"0"
"185"	""	"106"	"13"	"2"	"2"	"137"	"6"	"14"	"1"	"5"	"5"	"0"	"3"	"183"	"8"	"1"	"1"	"1"	"0"	""	"13"	"-395"	""	"0"	""	"-395"	"0"
"186"	""	"107"	"4"	"2"	"9"	"115"	"1"	"2"	"0"	"0"	"1"	"82"	"2"	"19"	"2"	"0"	"1"	"2"	"9"	""	"192"	"-443"	""	"0"	""	"-443"	"0"
"187"	""	"108"	"19"	"4"	"194"	"248"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"7"	"5"	"1"	"1"	"2"	"1"	""	"30"	"-517"	""	"0"	""	"-517"	"0"
"188"	""	"109"	"5"	"1"	"56"	"176"	"37"	"5"	"1"	"2"	"1"	"3"	"5"	"44"	"3"	"1"	"2"	"5"	"0"	""	"47"	"-394"	""	"0"	""	"-394"	"0"
"189"	""	"110"	"19"	"1"	"97"	"150"	"37"	"6"	"2"	"2"	"3"	"120"	"1"	"3"	"2"	"1"	"0"	"4"	"10"	""	"47"	"-505"	""	"0"	""	"-505"	"0"
"190"	""	"111"	"0"	"2"	"45"	"112"	"3"	"3"	"1"	"0"	"0"	"1"	"2"	"94"	"0"	"9"	"0"	"0"	"0"	""	"387"	"-659"	""	"0"	""	"-659"	"0"
"191"	""	"112"	"11"	"4"	"104"	"97"	"2"	"10"	"1"	"4"	"21"	"86"	"1"	"199"	"9"	"1"	"2"	"14"	"9"	""	"174"	"-749"	""	"0"	""	"-749"	"0"
"192"	""	"113"	"10"	"3"	"99"	"379"	"6"	"42"	"5"	"1"	"5"	"45"	"2"	"52"	"21"	"7"	"4"	"9"	"13"	""	"102"	"-805"	""	"0"	""	"-805"	"0"
"193"	""	"114"	"0"	"2"	"195"	"242"	"3"	"3"	"0"	"0"	"0"	"1"	"1"	"30"	"1"	"3"	"0"	"0"	"1"	""	"78"	"-560"	""	"0"	""	"-560"	"0"
"194"	""	"115"	"20"	"3"	"43"	"196"	"7"	"81"	"2"	"1"	"12"	"46"	"5"	"106"	"7"	"31"	"2"	"17"	"6"	""	"175"	"-760"	""	"0"	""	"-760"	"0"
"195"	""	"116"	"19"	"8"	"48"	"302"	"15"	"3"	"3"	"3"	"7"	"1"	"2"	"83"	"14"	"4"	"4"	"12"	"3"	""	"111"	"-642"	""	"0"	""	"-642"	"0"
"196"	""	"117"	"19"	"8"	"218"	"160"	"48"	"4"	"0"	"5"	"2"	"3"	"5"	"25"	"5"	"4"	"6"	"5"	"9"	""	"220"	"-746"	""	"0"	""	"-746"	"0"
"197"	"TOTAL"	""	"-143"	"-42"	"-1110"	"-2359"	"-178"	"-360"	"-30"	"-25"	"-63"	"-667"	"-41"	"-914"	"-90"	"-67"	"-25"	"-84"	"-71"	""	"-1829"	"-8098"	""	"0"	""	"-8098"	"0"
"198"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"203"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"204"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"205"	"R
o u n d
1
0"	"118"	"26"	"3"	"27"	"88"	"15"	"21"	"0"	"4"	"3"	"2"	"3"	"177"	"22"	"41"	"9"	"29"	"3"	""	"65"	"-538"	""	"0"	""	"-538"	"0"
"206"	""	"119"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"6"	"0"	"0"	"0"	"39"	"2"	""	"473"	"-523"	""	"0"	""	"-523"	"0"
"207"	""	"120"	"1"	"0"	"29"	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	""	"2"	"-47"	""	"0"	""	"-47"	"0"
"208"	""	"121"	"5"	"0"	"16"	"40"	"3"	"21"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"0"	"0"	"2"	"1"	""	"445"	"-562"	""	"0"	""	"-562"	"0"
"209"	""	"122"	"4"	"4"	"44"	"107"	"3"	"10"	"0"	"0"	"2"	"2"	"1"	"5"	"5"	"2"	"2"	"7"	"9"	""	"281"	"-488"	""	"0"	""	"-488"	"0"
"210"	""	"123"	"1"	"0"	"47"	"63"	"12"	"2"	"1"	"2"	"2"	"1"	"4"	"52"	"16"	"9"	"12"	"19"	"13"	""	"131"	"-387"	""	"0"	""	"-387"	"0"
"211"	""	"124"	"11"	"4"	"51"	"169"	"45"	"14"	"2"	"2"	"2"	"3"	"3"	"247"	"10"	"0"	"2"	"5"	"7"	""	"134"	"-711"	""	"0"	""	"-711"	"0"
"212"	""	"125"	"20"	"4"	"7"	"179"	"11"	"1"	"3"	"1"	"2"	"2"	"7"	"127"	"8"	"3"	"3"	"7"	"3"	""	"19"	"-407"	""	"0"	""	"-407"	"0"
"213"	""	"126"	"6"	"3"	"73"	"340"	"14"	"15"	"2"	"2"	"0"	"0"	"8"	"51"	"5"	"11"	"2"	"3"	"3"	""	"58"	"-596"	""	"0"	""	"-596"	"0"
"214"	""	"127"	"26"	"7"	"252"	"132"	"4"	"10"	"2"	"11"	"10"	"11"	"8"	"255"	"10"	"6"	"5"	"13"	"8"	""	"33"	"-803"	""	"0"	""	"-803"	"0"
"215"	""	"128"	"217"	"11"	"144"	"39"	"3"	"16"	"3"	"1"	"6"	"1"	"0"	"208"	"9"	"4"	"1"	"9"	"4"	""	"137"	"-813"	""	"0"	""	"-813"	"0"
"216"	""	"129"	"32"	"3"	"119"	"84"	"0"	"1"	"2"	"2"	"0"	"2"	"0"	"64"	"6"	"4"	"2"	"3"	"12"	""	"285"	"-621"	""	"0"	""	"-621"	"0"
"217"	""	"130"	"96"	"2"	"64"	"30"	"5"	"3"	"0"	"4"	"3"	"4"	"5"	"223"	"9"	"3"	"2"	"8"	"5"	""	"54"	"-520"	""	"0"	""	"-520"	"0"
"218"	""	"131"	"3"	"2"	"37"	"6"	"2"	"2"	"1"	"1"	"13"	"5"	"11"	"458"	"18"	"6"	"5"	"12"	"4"	""	"82"	"-668"	""	"0"	""	"-668"	"0"
"219"	"TOTAL"	""	"-448"	"-43"	"-911"	"-1289"	"-118"	"-117"	"-17"	"-30"	"-43"	"-33"	"-51"	"-1902"	"-118"	"-90"	"-45"	"-156"	"-74"	""	"-2199"	"-7684"	""	"0"	""	"-7684"	"0"
"220"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"222"	""	""	""	""	""	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 201-BUXAR CONSTITUENCY PART I
(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	""	"Total No. of Electors in Assembly Constituency Name of the Assembly Segment"	""	""	""	""	""	""	"210950+374=211324
201 BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	""	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total Valid Votes"	""	"No. of Reject ed Votes"	""	"Total"	"No. of Tende red Votes"
"225"	""	""	"Anirudh Pandey"	"Jawahar Lal Choudhary"	"Nirmal Kumar Singh"	"Prof.Sukh ada Pandey"	"Ajay Choube y"	"Om Prakash Singh"	"Kamal Narayan Yadav"	"Krishna Murari Tiwari"	"Jitendr a Ram"	"Madho Singh"	"Rajendr a Prasad"	"Alyosha"	"Gopaljee Pandey"	"Mewati Devi"	"Veer Bahadur Upadhya y"	"Sudarsh an Singh"	"Hari Narayan Ram"	""	"Hridaya Narayan Singh"	""	""	""	""	""	""
"226"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	""	"18"	""	""	""	""	""	""
"227"	"R
o u n d
1
1"	"132"	"16"	"1"	"17"	"77"	"27"	"2"	"0"	"0"	"6"	"3"	"4"	"251"	"6"	"21"	"2"	"4"	"0"	""	"30"	"-467"	""	"0"	""	"-467"	"0"
"228"	""	"133"	"19"	"7"	"50"	"130"	"36"	"3"	"4"	"3"	"11"	"6"	"3"	"169"	"10"	"2"	"3"	"12"	"7"	""	"107"	"-582"	""	"0"	""	"-582"	"0"
"229"	""	"134"	"11"	"2"	"142"	"89"	"6"	"2"	"1"	"1"	"1"	"0"	"0"	"121"	"4"	"52"	"3"	"6"	"5"	""	"165"	"-611"	""	"0"	""	"-611"	"0"
"230"	""	"135"	"5"	"1"	"106"	"123"	"13"	"40"	"2"	"0"	"1"	"34"	"0"	"17"	"2"	"4"	"0"	"1"	"2"	""	"213"	"-564"	""	"0"	""	"-564"	"0"
"231"	""	"136"	"82"	"7"	"133"	"37"	"1"	"34"	"0"	"0"	"36"	"3"	"0"	"38"	"1"	"0"	"2"	"1"	"7"	""	"172"	"-554"	""	"0"	""	"-554"	"0"
"232"	""	"137"	"16"	"2"	"164"	"262"	"12"	"10"	"1"	"1"	"52"	"7"	"4"	"17"	"9"	"6"	"0"	"4"	"3"	""	"360"	"-930"	""	"0"	""	"-930"	"0"
"233"	""	"138"	"15"	"1"	"34"	"48"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"126"	"5"	"46"	"0"	"1"	"1"	""	"20"	"-301"	""	"0"	""	"-301"	"0"
"234"	""	"139"	"1"	"0"	"17"	"117"	"1"	"56"	"0"	"0"	"4"	"0"	"0"	"158"	"3"	"0"	"0"	"3"	"1"	""	"86"	"-447"	""	"0"	""	"-447"	"0"
"235"	""	"140"	"6"	"4"	"26"	"172"	"4"	"45"	"2"	"0"	"2"	"3"	"0"	"91"	"4"	"0"	"3"	"6"	"2"	""	"227"	"-597"	""	"0"	""	"-597"	"0"
"236"	""	"141"	"2"	"3"	"55"	"13"	"4"	"136"	"1"	"1"	"1"	"3"	"1"	"46"	"6"	"1"	"0"	"8"	"13"	""	"366"	"-660"	""	"0"	""	"-660"	"0"
"237"	""	"142"	"2"	"0"	"225"	"1"	"0"	"68"	"1"	"1"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	""	"14"	"-319"	""	"0"	""	"-319"	"0"
"238"	""	"143"	"18"	"2"	"123"	"242"	"23"	"123"	"3"	"2"	"1"	"11"	"6"	"84"	"13"	"0"	"0"	"5"	"4"	""	"89"	"-749"	""	"0"	""	"-749"	"0"
"239"	""	"144"	"5"	"3"	"17"	"366"	"38"	"72"	"2"	"3"	"2"	"13"	"8"	"26"	"18"	"26"	"4"	"9"	"1"	""	"30"	"-643"	""	"0"	""	"-643"	"0"
"240"	""	"145"	"19"	"8"	"97"	"110"	"15"	"23"	"1"	"2"	"24"	"8"	"3"	"21"	"6"	"5"	"5"	"6"	"12"	""	"311"	"-676"	""	"0"	""	"-676"	"0"
"241"	"TOTAL"	""	"-217"	"-41"	"-1206"	"-1787"	"-183"	"-615"	"-18"	"-14"	"-144"	"-91"	"-29"	"-1166"	"-87"	"-164"	"-22"	"-67"	"-59"	""	"-2190"	"-8100"	""	"0"	""	"-8100"	"0"
"242"	""	""	""	""	""	""	""	""	"Annexure XLI [CHAPTER XIV,PARA 26.9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	""	""	""	""	""	""	""	""	"FORM 20
FINAL RESULT SHEET [SEE RULE 56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
