"352"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"13240"	"0"	"13240"	""
"353"	"6"	"MAZHARUL BARI"	"Apna Dal"	"866"	"0"	"866"	""
"354"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1346"	"0"	"1346"	""
"355"	"8"	"ABDUL RAJAK"	"Independent"	"521"	"0"	"521"	""
"356"	"9"	"JABED AKBAL"	"Independent"	"3077"	"0"	"3077"	""
"357"	"10"	"NILMANI SINGH"	"Independent"	"2141"	"0"	"2141"	""
"358"	"11"	"SABA ZAFAR"	"Independent"	"25373"	"0"	"25373"	""
"359"	"12"	"SAUKAT"	"Independent"	"2147"	"0"	"2147"	""
"360"	"Place -"	""	""	""	""	""	""
"361"	"Date  -"	""	""	""	""	""	""
"362"	"Returning Officer"	""	""	""	""	""	""
"363"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
"364"	"ROUND - XV - CUMULATIVE DATA"	""	""	""	""	""	""
"365"	"ANNEXURE - XL"	""	""	""	""	""	""
"366"	"[Para 22 ® Chapter - XIV-A]"	""	""	""	""	""	""
"367"	"FORM - 20"	""	""	""	""	""	""
"368"	"FINAL RESULT SHEET"	""	""	""	""	""	""
"369"	"[See Rule 56 A (7)]"	""	""	""	""	""	""
"370"	"Election to the Legislative Assembly from the 136 - Amour Assembly Constituency"	""	""	""	""	""	""
"371"	"No. of valid votes cast in favour of"	""	""	""	""	""	""
"372"	"Candidate Details"	""	""	"Votes Polled in AC"	""	""	""
"373"	"Sl.
No"	"Name"	"Party Abbre."	"Tot Gen
Votes."	"Postal
Votes"	"Total Votes"	""
"374"	"1"	"ABDUL JALIL MASTAN"	"Indian National Congress"	"48009"	"0"	"48009"	""
"375"	"2"	"AFAQUE ALAM"	"Bahujan Samaj Party"	"2520"	"0"	"2520"	""
"376"	"3"	"NAUSHAD ALAM"	"Bharatiya Janata Party"	"10995"	"0"	"10995"	""
"377"	"4"	"SIKANDRAK ALAM ALIAS DARA"	"Nationalist Congress Party"	"5552"	"0"	"5552"	""
"378"	"5"	"AKHILESH KR. DAS"	"Samajwadi Party"	"13240"	"0"	"13240"	""
"379"	"6"	"MAZHARUL BARI"	"Apna Dal"	"866"	"0"	"866"	""
"380"	"7"	"MD. RAHWAR ALAM"	"Indian Justice Party"	"1346"	"0"	"1346"	""
"381"	"8"	"ABDUL RAJAK"	"Independent"	"521"	"0"	"521"	""
"382"	"9"	"JABED AKBAL"	"Independent"	"3077"	"0"	"3077"	""
"383"	"10"	"NILMANI SINGH"	"Independent"	"2141"	"0"	"2141"	""
"384"	"11"	"SABA ZAFAR"	"Independent"	"25373"	"0"	"25373"	""
"385"	"12"	"SAUKAT"	"Independent"	"2147"	"0"	"2147"	""
"386"	"Place -"	""	""	""	""	""	""
"387"	"Date  -"	""	""	""	""	""	""
"388"	"Returning Officer"	""	""	""	""	""	""
"389"	"136 - Amour Assembly Constituency"	""	""	""	""	""	""
