"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"205"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"206"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"207"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"208"	"155"	"432"	"10"	"5"	"6"	"3"	"114"	"3"	"1"	"3"	"3"	"580"	""	"580"	""
"209"	"156"	"214"	"16"	"4"	"13"	"6"	"238"	"8"	"4"	"4"	"28"	"535"	""	"535"	""
"210"	"157"	"176"	"82"	"29"	"23"	"8"	"230"	"9"	"7"	"12"	"21"	"597"	""	"597"	""
"211"	"158"	"77"	"10"	"11"	"29"	"10"	"253"	"23"	"2"	"4"	"13"	"432"	""	"432"	""
"212"	"159"	"476"	"15"	"14"	"10"	"6"	"94"	"2"	"6"	"4"	"15"	"642"	""	"642"	""
"213"	"160"	"151"	"123"	"17"	"29"	"4"	"153"	"26"	"11"	"16"	"30"	"560"	""	"560"	""
"214"	"161"	"55"	"177"	"11"	"13"	"12"	"188"	"17"	"12"	"14"	"7"	"506"	""	"506"	""
"215"	"162"	"15"	"144"	"16"	"8"	"3"	"196"	"7"	"10"	"17"	"26"	"442"	""	"442"	""
"216"	"163"	"216"	"70"	"4"	"13"	"3"	"169"	"11"	"5"	"0"	"2"	"493"	""	"493"	""
"217"	"164"	"36"	"222"	"17"	"10"	"7"	"203"	"16"	"5"	"5"	"16"	"537"	""	"537"	""
"218"	"165"	"178"	"157"	"16"	"25"	"6"	"155"	"23"	"26"	"20"	"42"	"648"	""	"648"	""
"219"	"166"	"30"	"85"	"6"	"10"	"3"	"187"	"10"	"8"	"9"	"14"	"362"	""	"362"	""
"220"	"167"	"174"	"77"	"4"	"1"	"2"	"14"	"2"	"9"	"16"	"15"	"314"	""	"314"	""
"221"	"168"	"392"	"14"	"9"	"16"	"9"	"210"	"13"	"7"	"4"	"25"	"699"	""	"699"	""
"222"	"TOTAL"	"2622"	"1202"	"163"	"206"	"82"	"2404"	"170"	"113"	"128"	"257"	"7347"	"0"	"7347"	"0"
"223"	"Serial No. of Polling Station"	"No. of Valid voter casts in favour of"	""	""	""	""	""	""	""	""	""	"Total No. of Valid Votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"224"	""	"MIRA DEVI"	"RAMBRICHK SADA"	"BINOD RAM"	"ANITA DEVI"	"NANDAN SADA"	"PASHUPATI KUMAR PARAS"	"BALESHWAR PASWAN"	"BUDHAN SADA"	"RAJESH KUMAR SADA"	"SADHNA DEVI"	""	""	""	""
"225"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"
"226"	"169"	"163"	"13"	"18"	"36"	"7"	"421"	"31"	"5"	"15"	"30"	"739"	""	"739"	""
"227"	"170"	"173"	"25"	"11"	"44"	"9"	"375"	"20"	"12"	"4"	"13"	"686"	""	"686"	""
"228"	"171"	"177"	"37"	"7"	"41"	"13"	"534"	"18"	"9"	"5"	"8"	"849"	""	"849"	""
"229"	"172"	"7"	"55"	"1"	"3"	""	"234"	"2"	"1"	"3"	""	"306"	""	"306"	""
"230"	"TOTAL"	"520"	"130"	"37"	"124"	"29"	"1564"	"71"	"27"	"27"	"51"	"2580"	"0"	"2580"	"0"
"231"	"Total No. of Voters recorded at polling station"	"30240"	"11143"	"2423"	"3044"	"1162"	"39951"	"2422"	"1198"	"1301"	"2694"	"95578"	"0"	"95578"	"0"
"232"	"No. of votes recorded on posted balliot paper (To be filled in the case of Election from an assembly constituency"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"233"	"Total votes polled"	"30240"	"11143"	"2423"	"3044"	"1162"	"39951"	"2422"	"1198"	"1301"	"2694"	"95578"	"0"	"95578"	"0"
"234"	"Place :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"Date :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"ASSISTANT RETURNING OFFICER/RETURNING OFFICER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
