"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"146"	"131"	"184"	"50"	"173"	"3"	"4"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"19"	"10"	"459"	"0"	"459"	"0"
"147"	"132"	"151"	"78"	"315"	"5"	"2"	"2"	"0"	"1"	"1"	"1"	"0"	"2"	"2"	"1"	"9"	"3"	"573"	"0"	"573"	"0"
"148"	"133"	"123"	"35"	"273"	"2"	"1"	"0"	"2"	"2"	"1"	"1"	"1"	"0"	"1"	"1"	"7"	"2"	"452"	"0"	"452"	"0"
"149"	"134"	"78"	"39"	"210"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"4"	"4"	"10"	"352"	"0"	"352"	"0"
"150"	"135"	"73"	"78"	"202"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"13"	"1"	"371"	"0"	"371"	"0"
"151"	"136"	"59"	"33"	"347"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"448"	"0"	"448"	"0"
"152"	"137"	"148"	"33"	"389"	"5"	"7"	"1"	"2"	"0"	"6"	"3"	"2"	"2"	"1"	"9"	"4"	"7"	"619"	"0"	"619"	"0"
"153"	"138"	"22"	"11"	"196"	"1"	"2"	"0"	"0"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"246"	"0"	"246"	"0"
"154"	"139"	"126"	"46"	"380"	"6"	"9"	"0"	"0"	"1"	"15"	"2"	"1"	"0"	"0"	"3"	"12"	"1"	"602"	"0"	"602"	"0"
"155"	"140"	"79"	"35"	"268"	"4"	"2"	"0"	"0"	"0"	"8"	"0"	"0"	"1"	"2"	"2"	"9"	"0"	"410"	"0"	"410"	"0"
"156"	"140A"	"30"	"30"	"144"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"16"	"5"	"231"	"0"	"231"	"0"
"157"	"141"	"82"	"30"	"212"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"8"	"3"	"340"	"0"	"340"	"0"
"158"	"142"	"102"	"141"	"59"	"1"	"0"	"0"	"0"	"2"	"18"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"328"	"0"	"328"	"0"
"159"	"143"	"118"	"214"	"188"	"8"	"9"	"0"	"5"	"5"	"5"	"3"	"8"	"2"	"5"	"12"	"9"	"6"	"597"	"0"	"597"	"0"
"160"	"144"	"49"	"34"	"101"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"193"	"0"	"193"	"0"
"161"	"145"	"218"	"36"	"43"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"5"	"5"	"314"	"0"	"314"	"0"
"162"	"146"	"143"	"94"	"52"	"5"	"4"	"2"	"2"	"2"	"2"	"2"	"3"	"1"	"0"	"4"	"26"	"14"	"356"	"0"	"356"	"0"
"163"	"147"	"104"	"111"	"27"	"5"	"2"	"4"	"2"	"2"	"32"	"4"	"2"	"1"	"4"	"2"	"13"	"7"	"322"	"0"	"322"	"0"
"164"	"148"	"15"	"214"	"65"	"5"	"4"	"2"	"5"	"5"	"22"	"2"	"3"	"2"	"4"	"6"	"23"	"12"	"389"	"0"	"389"	"0"
"165"	"149"	"11"	"235"	"16"	"3"	"3"	"1"	"3"	"0"	"4"	"0"	"0"	"1"	"1"	"0"	"12"	"2"	"292"	"0"	"292"	"0"
"166"	"150"	"18"	"62"	"76"	"2"	"2"	"2"	"5"	"10"	"170"	"3"	"4"	"2"	"5"	"5"	"42"	"16"	"424"	"0"	"424"	"0"
"167"	"Booth No"	"ASHWINI KUMAR SHARMA"	"FULENA SINGH"	"VIJAYA KUMAR SINHA"	"MAHESH PRASAD SINGH"	"RAMANUJ PRASAD SINGH"	"SADANAND YADAV"	"AMARENDR A KUMAR"	"NAVIN KUMAR SINGH"	"PINKI DEVI"	"MANOJ KUMAR"	"MUNNI DEVI"	"RAMESH SINGH"	"RAMANAND AN MAHTO"	"VINAY SINGH"	"VIPIN SINGH"	"VIRENDRA SINGH"	"TOTAL VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"168"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"169"	"151"	"28"	"42"	"64"	"3"	"0"	"0"	"0"	"2"	"251"	"3"	"2"	"1"	"1"	"1"	"39"	"14"	"451"	"0"	"451"	"0"
"170"	"152"	"12"	"225"	"8"	"1"	"2"	"3"	"1"	"3"	"73"	"2"	"3"	"0"	"2"	"1"	"3"	"2"	"341"	"0"	"341"	"0"
"171"	"153"	"154"	"31"	"10"	"1"	"1"	"4"	"1"	"0"	"39"	"3"	"2"	"1"	"1"	"0"	"6"	"4"	"258"	"0"	"258"	"0"
"172"	"154"	"41"	"179"	"253"	"7"	"2"	"1"	"2"	"2"	"3"	"0"	"1"	"1"	"3"	"5"	"66"	"6"	"572"	"0"	"572"	"0"
"173"	"155"	"19"	"96"	"81"	"3"	"0"	"2"	"1"	"1"	"1"	"1"	"2"	"3"	"4"	"7"	"35"	"18"	"274"	"0"	"274"	"0"
"174"	"156"	"23"	"110"	"25"	"3"	"3"	"0"	"1"	"1"	"1"	"0"	"3"	"3"	"3"	"2"	"20"	"7"	"205"	"0"	"205"	"0"
"175"	"157"	"21"	"83"	"56"	"0"	"7"	"0"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"1"	"19"	"1"	"195"	"0"	"195"	"0"
"176"	"158"	"19"	"307"	"1"	"1"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"23"	"2"	"358"	"0"	"358"	"0"
"177"	"159"	"11"	"542"	"11"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"569"	"0"	"569"	"0"
"178"	"160"	"3"	"346"	"10"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"363"	"0"	"363"	"0"
"179"	"161"	"35"	"138"	"34"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"29"	"2"	"244"	"0"	"244"	"0"
"180"	"162"	"37"	"175"	"184"	"3"	"2"	"0"	"2"	"1"	"1"	"0"	"3"	"3"	"1"	"3"	"44"	"6"	"465"	"0"	"465"	"0"
"181"	"163"	"55"	"164"	"98"	"0"	"4"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"8"	"1"	"335"	"0"	"335"	"0"
"182"	"164"	"103"	"141"	"11"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"13"	"3"	"278"	"0"	"278"	"0"
"183"	"165"	"28"	"134"	"15"	"0"	"1"	"1"	"3"	"0"	"11"	"1"	"0"	"1"	"1"	"5"	"17"	"10"	"228"	"0"	"228"	"0"
"184"	"166"	"48"	"13"	"70"	"6"	"13"	"0"	"0"	"1"	"4"	"2"	"1"	"0"	"1"	"6"	"4"	"8"	"177"	"0"	"177"	"0"
"185"	"167"	"37"	"116"	"38"	"3"	"7"	"2"	"5"	"4"	"13"	"0"	"2"	"1"	"1"	"0"	"7"	"12"	"248"	"0"	"248"	"0"
"186"	"168"	"13"	"102"	"359"	"1"	"4"	"0"	"0"	"1"	"37"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"521"	"0"	"521"	"0"
"187"	"169"	"17"	"67"	"182"	"3"	"5"	"2"	"5"	"1"	"33"	"1"	"1"	"4"	"4"	"19"	"9"	"9"	"362"	"0"	"362"	"0"
"188"	"170"	"11"	"65"	"153"	"4"	"7"	"0"	"1"	"1"	"4"	"0"	"2"	"1"	"4"	"0"	"6"	"3"	"262"	"0"	"262"	"0"
"189"	"171"	"17"	"84"	"31"	"4"	"2"	"1"	"2"	"1"	"1"	"1"	"0"	"1"	"2"	"0"	"3"	"3"	"153"	"0"	"153"	"0"
"190"	"172"	"12"	"370"	"27"	"2"	"1"	"2"	"0"	"2"	"1"	"1"	"0"	"4"	"1"	"0"	"3"	"2"	"428"	"0"	"428"	"0"
"191"	"173"	"16"	"37"	"178"	"3"	"28"	"1"	"0"	"2"	"9"	"2"	"1"	"1"	"2"	"5"	"2"	"1"	"288"	"0"	"288"	"0"
"192"	"174"	"10"	"96"	"145"	"5"	"7"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"3"	"279"	"0"	"279"	"0"
"193"	"175"	"30"	"33"	"299"	"3"	"9"	"2"	"0"	"0"	"3"	"2"	"0"	"0"	"1"	"0"	"1"	"4"	"387"	"0"	"387"	"0"
"194"	"176"	"3"	"8"	"182"	"0"	"6"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"4"	"211"	"0"	"211"	"0"
"195"	"177"	"39"	"176"	"200"	"4"	"3"	"6"	"1"	"0"	"0"	"1"	"4"	"0"	"3"	"3"	"14"	"8"	"462"	"0"	"462"	"0"
"196"	"178"	"39"	"160"	"54"	"0"	"4"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"4"	"12"	"282"	"0"	"282"	"0"
"197"	"179"	"27"	"268"	"81"	"7"	"2"	"22"	"4"	"4"	"3"	"3"	"1"	"2"	"1"	"6"	"7"	"7"	"445"	"0"	"445"	"0"
"198"	"180"	"31"	"371"	"34"	"3"	"4"	"0"	"2"	"0"	"8"	"1"	"3"	"0"	"0"	"0"	"6"	"3"	"466"	"0"	"466"	"0"
"199"	"181"	"83"	"171"	"234"	"5"	"18"	"2"	"4"	"6"	"7"	"1"	"4"	"0"	"1"	"5"	"47"	"7"	"595"	"0"	"595"	"0"
"200"	"182"	"93"	"146"	"174"	"4"	"10"	"2"	"4"	"0"	"3"	"0"	"0"	"1"	"1"	"6"	"68"	"10"	"522"	"0"	"522"	"0"
"201"	"Booth No"	"ASHWINI KUMAR SHARMA"	"FULENA SINGH"	"VIJAYA KUMAR SINHA"	"MAHESH PRASAD SINGH"	"RAMANUJ PRASAD SINGH"	"SADANAND YADAV"	"AMARENDR A KUMAR"	"NAVIN KUMAR SINGH"	"PINKI DEVI"	"MANOJ KUMAR"	"MUNNI DEVI"	"RAMESH SINGH"	"RAMANAND AN MAHTO"	"VINAY SINGH"	"VIPIN SINGH"	"VIRENDRA SINGH"	"TOTAL VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"202"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"203"	"183"	"122"	"132"	"77"	"2"	"0"	"0"	"2"	"1"	"46"	"5"	"1"	"1"	"3"	"4"	"67"	"25"	"488"	"0"	"488"	"0"
"204"	"184"	"49"	"205"	"11"	"1"	"5"	"3"	"3"	"1"	"4"	"1"	"3"	"1"	"1"	"6"	"38"	"10"	"342"	"0"	"342"	"0"
"205"	"185"	"16"	"29"	"246"	"13"	"13"	"4"	"1"	"2"	"1"	"1"	"0"	"0"	"4"	"7"	"3"	"2"	"342"	"0"	"342"	"0"
"206"	"186"	"30"	"146"	"113"	"2"	"4"	"1"	"2"	"3"	"1"	"0"	"1"	"0"	"3"	"11"	"9"	"11"	"337"	"0"	"337"	"0"
"207"	"187"	"50"	"153"	"125"	"1"	"2"	"1"	"0"	"3"	"7"	"1"	"3"	"2"	"80"	"3"	"3"	"5"	"439"	"0"	"439"	"0"
"208"	"188"	"69"	"190"	"25"	"2"	"3"	"3"	"2"	"1"	"5"	"1"	"1"	"0"	"1"	"1"	"8"	"7"	"319"	"0"	"319"	"0"
"209"	"189"	"67"	"273"	"234"	"5"	"6"	"1"	"3"	"1"	"8"	"1"	"2"	"3"	"5"	"8"	"28"	"14"	"659"	"0"	"659"	"0"
"210"	"190"	"17"	"245"	"24"	"2"	"3"	"1"	"2"	"1"	"4"	"0"	"1"	"2"	"1"	"3"	"13"	"5"	"324"	"0"	"324"	"0"
"211"	"191"	"52"	"252"	"25"	"3"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"4"	"3"	"345"	"0"	"345"	"0"
"212"	"192"	"37"	"198"	"23"	"1"	"3"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"9"	"0"	"275"	"0"	"275"	"0"
"213"	"193"	"153"	"52"	"91"	"1"	"2"	"3"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"6"	"1"	"319"	"0"	"319"	"0"
"214"	"194"	"11"	"7"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"21"	"0"	"21"	"0"
"215"	"195"	"10"	"156"	"10"	"2"	"1"	"2"	"2"	"1"	"1"	"0"	"1"	"1"	"2"	"1"	"28"	"4"	"222"	"0"	"222"	"0"
"216"	"196"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"217"	"197"	"47"	"151"	"85"	"2"	"5"	"2"	"0"	"2"	"2"	"5"	"1"	"1"	"2"	"4"	"12"	"15"	"336"	"0"	"336"	"0"
"218"	"198"	"231"	"318"	"21"	"4"	"2"	"0"	"4"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"8"	"4"	"598"	"0"	"598"	"0"
"219"	"199"	"223"	"32"	"42"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"3"	"2"	"6"	"4"	"319"	"0"	"319"	"0"
"220"	"200"	"295"	"116"	"16"	"4"	"4"	"4"	"2"	"2"	"6"	"0"	"4"	"2"	"2"	"4"	"16"	"7"	"484"	"0"	"484"	"0"
"221"	"201"	"30"	"21"	"154"	"11"	"6"	"1"	"4"	"3"	"1"	"1"	"4"	"1"	"3"	"2"	"13"	"4"	"259"	"0"	"259"	"0"
"222"	"202"	"9"	"331"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"5"	"1"	"355"	"0"	"355"	"0"
"223"	"203"	"7"	"138"	"11"	"3"	"0"	"1"	"3"	"1"	"1"	"0"	"0"	"2"	"1"	"3"	"11"	"12"	"194"	"0"	"194"	"0"
"224"	"204"	"114"	"127"	"157"	"1"	"11"	"5"	"2"	"4"	"6"	"4"	"2"	"0"	"8"	"6"	"6"	"10"	"463"	"0"	"463"	"0"
"225"	"205"	"131"	"98"	"162"	"9"	"13"	"3"	"4"	"5"	"8"	"3"	"3"	"5"	"9"	"12"	"17"	"29"	"511"	"0"	"511"	"0"
"226"	"206"	"22"	"171"	"56"	"2"	"2"	"0"	"1"	"0"	"17"	"0"	"0"	"0"	"2"	"1"	"5"	"1"	"280"	"0"	"280"	"0"
"227"	"207"	"91"	"119"	"337"	"3"	"8"	"9"	"10"	"9"	"3"	"7"	"4"	"4"	"4"	"8"	"37"	"11"	"664"	"0"	"664"	"0"
"228"	"208"	"54"	"98"	"55"	"4"	"9"	"3"	"3"	"0"	"0"	"0"	"2"	"1"	"6"	"5"	"53"	"12"	"305"	"0"	"305"	"0"
"229"	"209"	"79"	"152"	"59"	"5"	"4"	"1"	"2"	"4"	"7"	"4"	"0"	"0"	"0"	"0"	"15"	"6"	"338"	"0"	"338"	"0"
"230"	"210"	"33"	"117"	"157"	"1"	"3"	"1"	"1"	"2"	"10"	"2"	"3"	"2"	"1"	"5"	"10"	"8"	"356"	"0"	"356"	"0"
"231"	"211"	"28"	"57"	"222"	"3"	"3"	"0"	"1"	"1"	"58"	"1"	"0"	"1"	"1"	"4"	"1"	"3"	"384"	"0"	"384"	"0"
"232"	"212"	"67"	"112"	"220"	"5"	"4"	"2"	"2"	"1"	"11"	"2"	"1"	"1"	"3"	"1"	"8"	"7"	"447"	"0"	"447"	"0"
"233"	"213"	"20"	"60"	"186"	"10"	"20"	"3"	"2"	"2"	"17"	"1"	"3"	"1"	"1"	"4"	"4"	"6"	"340"	"0"	"340"	"0"
"234"	"214"	"37"	"54"	"249"	"3"	"3"	"1"	"0"	"0"	"8"	"2"	"1"	"0"	"0"	"2"	"6"	"0"	"366"	"0"	"366"	"0"
"235"	"Booth No"	"ASHWINI KUMAR SHARMA"	"FULENA SINGH"	"VIJAYA KUMAR SINHA"	"MAHESH PRASAD SINGH"	"RAMANUJ PRASAD SINGH"	"SADANAND YADAV"	"AMARENDR A KUMAR"	"NAVIN KUMAR SINGH"	"PINKI DEVI"	"MANOJ KUMAR"	"MUNNI DEVI"	"RAMESH SINGH"	"RAMANAND AN MAHTO"	"VINAY SINGH"	"VIPIN SINGH"	"VIRENDRA SINGH"	"TOTAL VALID VOTES"	"NO OF REJECTED VOTES"	"TOTAL"	"NO OF TENDERED VOTES"
"236"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"
"237"	"215"	"22"	"23"	"94"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"0"	"143"	"0"
"238"	"216"	"36"	"172"	"295"	"10"	"7"	"1"	"3"	"4"	"5"	"1"	"1"	"1"	"1"	"2"	"3"	"0"	"542"	"0"	"542"	"0"
"239"	"217"	"37"	"98"	"166"	"7"	"5"	"1"	"1"	"3"	"5"	"1"	"1"	"1"	"6"	"4"	"13"	"15"	"364"	"0"	"364"	"0"
"240"	"218"	"24"	"406"	"132"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"4"	"0"	"573"	"0"	"573"	"0"
"241"	"219"	"20"	"146"	"71"	"8"	"1"	"2"	"2"	"4"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"1"	"261"	"0"	"261"	"0"
"242"	"220"	"33"	"351"	"89"	"5"	"6"	"3"	"0"	"0"	"1"	"3"	"1"	"0"	"4"	"11"	"5"	"13"	"525"	"0"	"525"	"0"
"243"	"221"	"190"	"155"	"20"	"2"	"4"	"2"	"0"	"0"	"20"	"1"	"3"	"2"	"2"	"5"	"14"	"18"	"438"	"0"	"438"	"0"
"244"	"222"	"28"	"90"	"264"	"5"	"4"	"0"	"2"	"1"	"13"	"0"	"1"	"2"	"1"	"9"	"3"	"5"	"428"	"0"	"428"	"0"
"245"	"223"	"22"	"118"	"248"	"2"	"4"	"1"	"1"	"2"	"4"	"1"	"1"	"0"	"0"	"2"	"13"	"1"	"420"	"0"	"420"	"0"
"246"	"224"	"10"	"231"	"12"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"18"	"4"	"281"	"0"	"281"	"0"
"247"	"225"	"19"	"233"	"79"	"5"	"4"	"4"	"3"	"3"	"2"	"1"	"5"	"5"	"1"	"8"	"19"	"6"	"397"	"0"	"397"	"0"
"248"	"226"	"76"	"163"	"199"	"2"	"3"	"2"	"0"	"1"	"15"	"0"	"0"	"0"	"0"	"3"	"4"	"0"	"468"	"0"	"468"	"0"
"249"	"227"	"65"	"117"	"147"	"1"	"6"	"2"	"4"	"1"	"9"	"0"	"2"	"3"	"2"	"10"	"10"	"10"	"389"	"0"	"389"	"0"
"250"	"228"	"62"	"587"	"38"	"2"	"0"	"0"	"1"	"0"	"8"	"1"	"0"	"0"	"0"	"1"	"8"	"2"	"710"	"0"	"710"	"0"
"251"	"229"	"8"	"297"	"21"	"0"	"1"	"1"	"1"	"1"	"145"	"1"	"0"	"1"	"1"	"0"	"16"	"1"	"495"	"0"	"495"	"0"
"252"	"230"	"55"	"250"	"139"	"8"	"1"	"0"	"2"	"1"	"8"	"2"	"0"	"2"	"5"	"8"	"6"	"9"	"496"	"0"	"496"	"0"
"253"	"Total"	"11095"	"26106"	"27554"	"543"	"879"	"228"	"386"	"295"	"4110"	"193"	"231"	"192"	"415"	"637"	"16397"	"1223"	"90484"	"0"	"90484"	"0"
"254"	"Place                    Bazar Samiti,Lakhisarai"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"Returning officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"256"	"Date                      27/02/2005                                                                                                                                                                                         172-Lakhisarai Assebmly Constituency,Bihar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
