"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"220"	"152"	"49"	"45"	"5"	"207"	"2"	"4"	"9"	"16"	"9"	"50"	"9"	"4"	"67"	"476"	""
"221"	"153"	"47"	"37"	"7"	"139"	"1"	"3"	"4"	"6"	"2"	"24"	"7"	"1"	"69"	"347"	""
"222"	"154"	"29"	"50"	"151"	"173"	"8"	"2"	"3"	"7"	"2"	"5"	"11"	"6"	"21"	"468"	""
"223"	"154A"	"48"	"19"	"64"	"205"	"10"	"26"	"2"	"10"	"2"	"18"	"4"	"5"	"11"	"424"	""
"224"	"155"	"44"	"306"	"8"	"102"	"4"	"3"	"5"	"9"	"7"	"16"	"5"	"13"	"19"	"541"	""
"225"	"156"	"5"	"12"	"7"	"10"	"0"	"0"	"1"	"1"	"1"	"6"	"53"	"4"	"16"	"116"	""
"226"	"157"	"59"	"273"	"6"	"67"	"0"	"1"	"2"	"2"	"0"	"6"	"1"	"1"	"10"	"428"	""
"227"	"158"	"51"	"273"	"5"	"66"	"3"	"2"	"0"	"1"	"1"	"7"	"3"	"8"	"22"	"442"	""
"228"	"159"	"9"	"121"	"5"	"157"	"0"	"2"	"2"	"2"	"2"	"11"	"6"	"0"	"8"	"325"	""
"229"	"160"	"2"	"56"	"2"	"93"	"3"	"1"	"2"	"2"	"0"	"2"	"0"	"0"	"2"	"165"	""
"230"	"Page 8 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Assembly Constituency :239---Warsaliganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"No of Voters :263737"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"33"	""
"237"	"161"	"78"	"121"	"13"	"89"	"4"	"5"	"1"	"4"	"1"	"6"	"21"	"3"	"13"	"359"	""
"238"	"162"	"54"	"158"	"18"	"83"	"2"	"0"	"1"	"2"	"0"	"10"	"3"	"5"	"24"	"360"	""
"239"	"163"	"2"	"1"	"6"	"349"	"5"	"2"	"0"	"2"	"1"	"19"	"9"	"1"	"5"	"402"	""
"240"	"163A"	"6"	"3"	"29"	"227"	"5"	"2"	"4"	"9"	"2"	"31"	"24"	"6"	"14"	"362"	""
"241"	"164"	"3"	"9"	"9"	"372"	"9"	"1"	"3"	"24"	"0"	"14"	"4"	"2"	"1"	"451"	""
"242"	"165"	"1"	"13"	"1"	"271"	"5"	"1"	"2"	"2"	"0"	"6"	"2"	"0"	"4"	"308"	""
"243"	"166"	"3"	"43"	"3"	"210"	"5"	"2"	"0"	"4"	"4"	"46"	"6"	"3"	"8"	"337"	""
"244"	"167"	"1"	"10"	"0"	"316"	"1"	"1"	"0"	"0"	"0"	"8"	"2"	"1"	"0"	"340"	""
"245"	"168"	"18"	"239"	"18"	"39"	"2"	"5"	"7"	"4"	"6"	"32"	"139"	"15"	"27"	"551"	""
"246"	"169"	"39"	"162"	"11"	"28"	"1"	"2"	"3"	"5"	"2"	"9"	"81"	"2"	"6"	"351"	""
"247"	"170"	"15"	"3"	"1"	"12"	"1"	"1"	"0"	"5"	"1"	"2"	"348"	"3"	"4"	"396"	""
"248"	"171"	"22"	"415"	"4"	"3"	"0"	"2"	"1"	"0"	"0"	"4"	"13"	"10"	"11"	"485"	""
"249"	"172"	"24"	"214"	"23"	"13"	"1"	"3"	"2"	"2"	"2"	"0"	"13"	"0"	"1"	"298"	""
"250"	"173"	"23"	"38"	"6"	"218"	"2"	"7"	"2"	"7"	"1"	"6"	"53"	"0"	"6"	"369"	""
"251"	"174"	"76"	"63"	"27"	"145"	"5"	"4"	"3"	"6"	"3"	"15"	"47"	"7"	"16"	"417"	""
"252"	"175"	"57"	"36"	"6"	"233"	"6"	"7"	"2"	"5"	"1"	"20"	"6"	"2"	"13"	"394"	""
"253"	"176"	"21"	"15"	"8"	"355"	"18"	"10"	"4"	"9"	"1"	"17"	"31"	"6"	"14"	"509"	""
"254"	"177"	"59"	"584"	"0"	"18"	"0"	"2"	"1"	"4"	"1"	"0"	"5"	"3"	"6"	"683"	""
"255"	"178"	"142"	"50"	"15"	"271"	"14"	"4"	"2"	"9"	"2"	"17"	"12"	"3"	"12"	"553"	""
"256"	"179"	"58"	"49"	"24"	"215"	"10"	"14"	"6"	"9"	"5"	"33"	"174"	"16"	"65"	"678"	""
"257"	"180"	"23"	"36"	"15"	"279"	"7"	"10"	"3"	"7"	"7"	"21"	"59"	"5"	"30"	"502"	""
"258"	"181"	"102"	"81"	"7"	"240"	"5"	"3"	"3"	"3"	"2"	"19"	"29"	"5"	"3"	"502"	""
"259"	"Page 9 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"Assembly Constituency :239---Warsaliganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"No of Voters :263737"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"33"	""
"266"	"182"	"80"	"147"	"4"	"21"	"1"	"0"	"0"	"0"	"1"	"6"	"57"	"8"	"15"	"340"	""
"267"	"183"	"96"	"26"	"13"	"250"	"6"	"4"	"2"	"11"	"3"	"27"	"132"	"13"	"37"	"620"	""
"268"	"184"	"94"	"17"	"7"	"78"	"1"	"5"	"1"	"4"	"3"	"10"	"6"	"2"	"18"	"246"	""
"269"	"184A"	"26"	"10"	"2"	"46"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"5"	"91"	""
"270"	"185"	"20"	"18"	"7"	"431"	"5"	"12"	"0"	"3"	"1"	"8"	"13"	"0"	"2"	"520"	""
"271"	"186"	"18"	"18"	"15"	"211"	"8"	"6"	"3"	"7"	"4"	"13"	"46"	"3"	"8"	"360"	""
"272"	"187"	"14"	"8"	"28"	"71"	"2"	"3"	"10"	"2"	"2"	"17"	"341"	"7"	"33"	"538"	""
"273"	"188"	"29"	"132"	"8"	"421"	"3"	"6"	"3"	"4"	"8"	"14"	"8"	"5"	"23"	"664"	""
"274"	"189"	"8"	"162"	"5"	"341"	"6"	"6"	"3"	"3"	"4"	"18"	"2"	"8"	"21"	"587"	""
"275"	"190"	"11"	"128"	"6"	"251"	"6"	"1"	"1"	"1"	"2"	"11"	"34"	"3"	"16"	"471"	""
"276"	"191"	"9"	"124"	"7"	"236"	"3"	"2"	"0"	"3"	"2"	"10"	"6"	"4"	"5"	"411"	""
"277"	"192"	"17"	"89"	"14"	"260"	"12"	"5"	"1"	"7"	"3"	"16"	"44"	"3"	"16"	"487"	""
"278"	"193"	"18"	"183"	"11"	"219"	"5"	"44"	"4"	"8"	"2"	"15"	"39"	"5"	"21"	"574"	""
"279"	"194"	"22"	"41"	"35"	"242"	"5"	"7"	"3"	"7"	"3"	"18"	"38"	"7"	"28"	"456"	""
"280"	"195"	"95"	"56"	"3"	"78"	"3"	"0"	"0"	"1"	"1"	"0"	"36"	"4"	"18"	"295"	""
"281"	"196"	"21"	"107"	"12"	"131"	"7"	"5"	"2"	"2"	"2"	"20"	"116"	"7"	"19"	"451"	""
"282"	"197"	"55"	"19"	"13"	"134"	"2"	"3"	"2"	"2"	"4"	"11"	"138"	"6"	"12"	"401"	""
"283"	"197A"	"50"	"40"	"4"	"39"	"1"	"3"	"0"	"3"	"0"	"4"	"25"	"3"	"6"	"178"	""
"284"	"198"	"13"	"58"	"3"	"208"	"7"	"7"	"0"	"4"	"1"	"9"	"16"	"0"	"2"	"328"	""
"285"	"199"	"13"	"93"	"16"	"286"	"5"	"12"	"9"	"4"	"4"	"27"	"133"	"4"	"12"	"618"	""
"286"	"200"	"33"	"37"	"16"	"247"	"3"	"5"	"2"	"2"	"3"	"7"	"19"	"4"	"12"	"390"	""
"287"	"200A"	"11"	"58"	"5"	"166"	"4"	"1"	"0"	"2"	"0"	"8"	"11"	"2"	"6"	"274"	""
"288"	"Page 10 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Assembly Constituency :239---Warsaliganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"No of Voters :263737"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"33"	""
"295"	"201"	"75"	"19"	"9"	"219"	"10"	"17"	"6"	"7"	"13"	"22"	"112"	"13"	"30"	"552"	""
"296"	"202"	"16"	"4"	"3"	"364"	"17"	"6"	"4"	"3"	"12"	"20"	"39"	"7"	"32"	"527"	""
"297"	"203"	"70"	"30"	"6"	"48"	"1"	"2"	"1"	"1"	"4"	"6"	"81"	"4"	"22"	"276"	""
"298"	"204"	"9"	"28"	"6"	"172"	"1"	"10"	"2"	"3"	"0"	"7"	"9"	"1"	"5"	"253"	""
"299"	"205"	"21"	"265"	"19"	"21"	"1"	"0"	"1"	"0"	"0"	"3"	"96"	"6"	"15"	"448"	""
"300"	"206"	"5"	"182"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"6"	"211"	""
"301"	"207"	"4"	"89"	"3"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"113"	""
"302"	"208"	"12"	"446"	"4"	"22"	"2"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"9"	"499"	""
"303"	"209"	"24"	"132"	"5"	"39"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"3"	"9"	"217"	""
"304"	"210"	"29"	"10"	"9"	"191"	"9"	"12"	"6"	"7"	"5"	"28"	"105"	"9"	"14"	"434"	""
"305"	"211"	"11"	"210"	"4"	"15"	"0"	"1"	"1"	"1"	"1"	"0"	"5"	"7"	"63"	"319"	""
"306"	"212"	"22"	"77"	"5"	"131"	"3"	"4"	"3"	"1"	"3"	"13"	"54"	"5"	"21"	"342"	""
"307"	"213"	"30"	"6"	"19"	"131"	"5"	"3"	"6"	"3"	"4"	"18"	"165"	"2"	"23"	"415"	""
"308"	"214"	"29"	"139"	"7"	"230"	"11"	"91"	"9"	"18"	"6"	"34"	"42"	"11"	"27"	"654"	""
"309"	"215"	"11"	"217"	"7"	"254"	"5"	"3"	"3"	"5"	"6"	"10"	"29"	"2"	"19"	"571"	""
"310"	"216"	"13"	"54"	"12"	"309"	"11"	"3"	"1"	"8"	"5"	"13"	"17"	"2"	"6"	"454"	""
"311"	"217"	"32"	"31"	"5"	"304"	"11"	"3"	"3"	"8"	"1"	"31"	"28"	"4"	"19"	"480"	""
"312"	"218"	"7"	"14"	"6"	"224"	"2"	"1"	"1"	"2"	"1"	"21"	"141"	"2"	"24"	"446"	""
"313"	"218A"	"20"	"9"	"2"	"167"	"3"	"0"	"0"	"2"	"1"	"17"	"3"	"1"	"6"	"231"	""
"314"	"219"	"14"	"56"	"16"	"177"	"8"	"5"	"2"	"8"	"10"	"31"	"47"	"9"	"17"	"400"	""
"315"	"220"	"45"	"266"	"9"	"62"	"2"	"1"	"3"	"2"	"1"	"7"	"1"	"2"	"10"	"411"	""
"316"	"221"	"20"	"172"	"6"	"114"	"1"	"2"	"2"	"1"	"2"	"10"	"123"	"5"	"20"	"478"	""
"317"	"Page 11 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"Assembly Constituency :239---Warsaliganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"No of Voters :263737"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"33"	""
"324"	"222"	"83"	"163"	"5"	"110"	"3"	"1"	"0"	"3"	"0"	"9"	"31"	"4"	"12"	"424"	""
"325"	"223"	"29"	"234"	"8"	"98"	"7"	"3"	"4"	"6"	"8"	"8"	"51"	"12"	"36"	"504"	""
"326"	"224"	"63"	"166"	"9"	"189"	"2"	"2"	"1"	"3"	"4"	"27"	"14"	"0"	"15"	"495"	""
"327"	"225"	"49"	"94"	"9"	"156"	"4"	"2"	"1"	"5"	"4"	"31"	"34"	"5"	"21"	"415"	""
"328"	"226"	"115"	"20"	"7"	"197"	"10"	"7"	"3"	"3"	"4"	"17"	"127"	"3"	"16"	"529"	""
"329"	"227"	"51"	"164"	"7"	"58"	"1"	"7"	"0"	"4"	"1"	"4"	"29"	"8"	"16"	"350"	""
"330"	"227A"	"16"	"178"	"5"	"39"	"1"	"0"	"2"	"1"	"1"	"1"	"27"	"3"	"7"	"281"	""
"331"	"228"	"34"	"36"	"6"	"283"	"6"	"7"	"2"	"2"	"2"	"21"	"202"	"23"	"26"	"650"	""
"332"	"229"	"26"	"137"	"3"	"132"	"0"	"4"	"1"	"4"	"0"	"9"	"5"	"3"	"20"	"344"	""
"333"	"230"	"90"	"13"	"8"	"94"	"3"	"2"	"2"	"7"	"1"	"18"	"156"	"5"	"20"	"419"	""
"334"	"231"	"8"	"26"	"7"	"142"	"7"	"7"	"6"	"8"	"7"	"21"	"217"	"6"	"23"	"485"	""
"335"	"232"	"89"	"80"	"12"	"262"	"7"	"4"	"5"	"5"	"6"	"22"	"21"	"8"	"24"	"545"	""
"336"	"233"	"35"	"17"	"6"	"97"	"2"	"4"	"0"	"0"	"2"	"11"	"324"	"11"	"16"	"525"	""
"337"	"234"	"84"	"39"	"3"	"248"	"4"	"5"	"4"	"8"	"5"	"20"	"66"	"7"	"22"	"515"	""
"338"	"235"	"58"	"90"	"6"	"163"	"11"	"4"	"4"	"5"	"3"	"19"	"17"	"5"	"38"	"423"	""
"339"	"236"	"12"	"94"	"14"	"177"	"6"	"5"	"2"	"2"	"3"	"15"	"44"	"1"	"9"	"384"	""
"340"	"237"	"20"	"38"	"7"	"166"	"2"	"9"	"0"	"9"	"5"	"17"	"29"	"2"	"9"	"313"	""
"341"	"238"	"8"	"37"	"21"	"172"	"5"	"42"	"3"	"14"	"11"	"30"	"42"	"9"	"27"	"421"	""
"342"	"239"	"36"	"38"	"7"	"245"	"15"	"37"	"4"	"10"	"4"	"17"	"23"	"1"	"13"	"450"	""
"343"	"240"	"6"	"6"	"1"	"241"	"5"	"1"	"1"	"1"	"1"	"6"	"7"	"1"	"3"	"280"	""
"344"	"240A"	"9"	"27"	"2"	"204"	"2"	"2"	"1"	"1"	"0"	"4"	"137"	"2"	"4"	"395"	""
"345"	"241"	"6"	"62"	"4"	"193"	"0"	"0"	"1"	"2"	"1"	"5"	"71"	"5"	"19"	"369"	""
"346"	"Page 12 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"Assembly Constituency :239---Warsaliganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"No of Voters :263737"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"33"	""
"353"	"241A"	"2"	"58"	"4"	"85"	"4"	"1"	"2"	"3"	"0"	"4"	"7"	"4"	"8"	"182"	""
"354"	"242"	"15"	"64"	"5"	"344"	"5"	"7"	"4"	"8"	"3"	"31"	"31"	"5"	"17"	"539"	""
"355"	"243"	"76"	"31"	"11"	"146"	"7"	"0"	"3"	"8"	"4"	"18"	"104"	"3"	"31"	"442"	""
"356"	"244"	"6"	"41"	"7"	"219"	"7"	"1"	"1"	"0"	"1"	"21"	"14"	"0"	"7"	"325"	""
"357"	"245"	"29"	"46"	"3"	"109"	"2"	"3"	"2"	"4"	"1"	"18"	"89"	"1"	"12"	"319"	""
"358"	"246"	"14"	"43"	"1"	"132"	"3"	"2"	"1"	"0"	"1"	"15"	"16"	"5"	"24"	"257"	""
"359"	"247"	"12"	"433"	"1"	"12"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"13"	"474"	""
"360"	"248"	"41"	"29"	"5"	"206"	"7"	"6"	"2"	"5"	"11"	"15"	"59"	"6"	"16"	"408"	""
"361"	"249"	"20"	"85"	"6"	"151"	"2"	"2"	"1"	"6"	"5"	"22"	"275"	"10"	"33"	"618"	""
"362"	"250"	"8"	"3"	"1"	"23"	"1"	"1"	"7"	"0"	"1"	"6"	"154"	"2"	"11"	"218"	""
"363"	"251"	"192"	"27"	"7"	"206"	"3"	"2"	"7"	"10"	"3"	"25"	"23"	"9"	"21"	"535"	""
"364"	"252"	"4"	"44"	"3"	"210"	"2"	"1"	"2"	"7"	"0"	"14"	"11"	"1"	"9"	"308"	""
"365"	"253"	"15"	"11"	"13"	"405"	"6"	"7"	"2"	"18"	"6"	"43"	"20"	"4"	"11"	"561"	""
"366"	"254"	"34"	"379"	"7"	"135"	"3"	"2"	"1"	"1"	"4"	"16"	"32"	"3"	"14"	"631"	""
"367"	"255"	"24"	"338"	"2"	"23"	"0"	"1"	"3"	"5"	"2"	"2"	"3"	"2"	"15"	"420"	""
"368"	"256"	"26"	"9"	"5"	"340"	"17"	"4"	"2"	"6"	"7"	"17"	"35"	"5"	"28"	"501"	""
"369"	"257"	"23"	"100"	"14"	"213"	"4"	"7"	"7"	"7"	"2"	"27"	"126"	"3"	"29"	"562"	""
"370"	"258"	"90"	"4"	"2"	"59"	"1"	"3"	"1"	"2"	"0"	"5"	"3"	"3"	"26"	"199"	""
"371"	"259"	"23"	"75"	"6"	"97"	"4"	"4"	"3"	"1"	"2"	"14"	"91"	"3"	"24"	"347"	""
"372"	"260"	"39"	"83"	"11"	"153"	"6"	"4"	"3"	"4"	"0"	"13"	"17"	"7"	"12"	"352"	""
"373"	"260A"	"1"	"68"	"2"	"10"	"1"	"0"	"2"	"2"	"1"	"1"	"6"	"3"	"4"	"101"	""
"374"	"Total:"	"11181"	"36952"	"3186"	"42377"	"1098"	"1247"	"584"	"1210"	"708"	"4325"	"10406"	"1249"	"6333"	"120856"	""
"375"	"Page 13 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"Assembly Constituency :239---Warsaliganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"No of Voters :263737"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"33"	""
"382"	"Postal Ballot"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	""
"383"	"Grand Total:"	"11181"	"36953"	"3186"	"42381"	"1098"	"1247"	"584"	"1210"	"708"	"4325"	"10406"	"1249"	"6333"	"120861"	""
"384"	"Place:                                                                                                                                                                                                                                                                                                   Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"Assembly Constituency :239---Warsaliganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"Date: 24/11/2010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"Page 14 of 14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
