"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"188"	"160"	"26"	"36"	"8"	"296"	"4"	"3"	"11"	"11"	"4"	"3"	"2"	"404"	"0"	"404"	"0"
"189"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of Tende red Votes"
"190"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""	""
"191"	""	"Ashok Choudhary (INC)"	"Gajanand Shahi (JDU)"	"Sanjay Kumar (BSP)"	"Sudarshan Kumar (LJP)"	"Rajesh Kumar (SP)"	"Amarnath Singh (IND)"	"Tribhuwan Kumar (IND)"	"Trishuldhari Singh (IND)"	"Mritunjay Kumar (IND)"	"Vijay Kr. Chand (IND)"	"Sheo Kumar (IND)"	""	""	""	""
"192"	"161"	"22"	"43"	"4"	"363"	"4"	"1"	"15"	"41"	"8"	"0"	"8"	"509"	"0"	"509"	"0"
"193"	"162"	"44"	"69"	"4"	"182"	"4"	"4"	"9"	"27"	"6"	"0"	"8"	"357"	"0"	"357"	"0"
"194"	"163"	"21"	"149"	"2"	"104"	"2"	"7"	"8"	"19"	"7"	"3"	"7"	"329"	"0"	"329"	"0"
"195"	"164"	"7"	"217"	"2"	"39"	"3"	"2"	"3"	"17"	"4"	"2"	"11"	"307"	"0"	"307"	"0"
"196"	"165"	"72"	"7"	"1"	"355"	"12"	"1"	"29"	"12"	"16"	"2"	"9"	"516"	"0"	"516"	"0"
"197"	"166"	"128"	"416"	"9"	"49"	"1"	"5"	"6"	"42"	"7"	"3"	"11"	"677"	"0"	"677"	"0"
"198"	"167"	"24"	"143"	"6"	"20"	"3"	"2"	"4"	"54"	"6"	"4"	"20"	"286"	"0"	"286"	"0"
"199"	"168"	"40"	"168"	"12"	"151"	"4"	"7"	"23"	"58"	"16"	"4"	"23"	"506"	"0"	"506"	"0"
"200"	"169"	"68"	"44"	"0"	"69"	"1"	"0"	"11"	"61"	"2"	"2"	"23"	"281"	"0"	"281"	"0"
"201"	"170"	"122"	"28"	"1"	"57"	"0"	"9"	"12"	"56"	"10"	"3"	"39"	"337"	"0"	"337"	"0"
"202"	"171"	"23"	"12"	"2"	"112"	"2"	"3"	"7"	"79"	"7"	"2"	"7"	"256"	"0"	"256"	"0"
"203"	"172"	"18"	"8"	"0"	"32"	"1"	"3"	"2"	"57"	"5"	"5"	"6"	"137"	"0"	"137"	"0"
"204"	"173"	"107"	"149"	"2"	"56"	"5"	"2"	"3"	"98"	"5"	"4"	"9"	"440"	"0"	"440"	"0"
"205"	"174"	"81"	"107"	"3"	"187"	"6"	"4"	"9"	"133"	"6"	"4"	"15"	"555"	"0"	"555"	"0"
"206"	"175"	"82"	"21"	"1"	"34"	"1"	"2"	"2"	"76"	"3"	"4"	"15"	"241"	"0"	"241"	"0"
"207"	"176"	"5"	"517"	"2"	"36"	"1"	"2"	"2"	"23"	"4"	"2"	"7"	"601"	"0"	"601"	"0"
"208"	"177"	"7"	"184"	"8"	"59"	"2"	"2"	"2"	"10"	"9"	"0"	"7"	"290"	"0"	"290"	"0"
"209"	"178"	"130"	"45"	"0"	"16"	"3"	"3"	"2"	"56"	"4"	"3"	"5"	"267"	"0"	"267"	"0"
"210"	"179"	"76"	"10"	"6"	"52"	"1"	"3"	"7"	"84"	"8"	"2"	"5"	"254"	"0"	"254"	"0"
"211"	"180"	"26"	"38"	"8"	"87"	"9"	"7"	"22"	"155"	"22"	"1"	"20"	"395"	"0"	"395"	"0"
"212"	"181"	"40"	"299"	"9"	"64"	"3"	"10"	"12"	"66"	"14"	"12"	"19"	"548"	"0"	"548"	"0"
"213"	"182"	"28"	"77"	"2"	"34"	"1"	"2"	"11"	"120"	"10"	"8"	"12"	"305"	"0"	"305"	"0"
"214"	"183"	"96"	"74"	"7"	"260"	"16"	"16"	"21"	"71"	"24"	"9"	"22"	"616"	"0"	"616"	"0"
"215"	"184"	"132"	"45"	"6"	"18"	"4"	"7"	"3"	"47"	"7"	"4"	"11"	"284"	"0"	"284"	"0"
"216"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of Tende red Votes"
"217"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	""	""	""	""
"218"	""	"Ashok Choudhary (INC)"	"Gajanand Shahi (JDU)"	"Sanjay Kumar (BSP)"	"Sudarshan Kumar (LJP)"	"Rajesh Kumar (SP)"	"Amarnath Singh (IND)"	"Tribhuwan Kumar (IND)"	"Trishuldhari Singh (IND)"	"Mritunjay Kumar (IND)"	"Vijay Kr. Chand (IND)"	"Sheo Kumar (IND)"	""	""	""	""
"219"	"185"	"62"	"305"	"13"	"153"	"7"	"7"	"19"	"72"	"16"	"8"	"14"	"676"	"0"	"676"	"0"
"220"	"186"	"84"	"249"	"8"	"70"	"5"	"9"	"15"	"139"	"12"	"9"	"18"	"618"	"0"	"618"	"0"
"221"	"187"	"121"	"81"	"11"	"193"	"3"	"6"	"21"	"31"	"12"	"1"	"19"	"499"	"0"	"499"	"0"
"222"	"188"	"89"	"43"	"6"	"254"	"3"	"8"	"21"	"22"	"14"	"4"	"4"	"468"	"0"	"468"	"0"
"223"	"189"	"285"	"47"	"4"	"177"	"5"	"10"	"24"	"72"	"8"	"4"	"12"	"648"	"0"	"648"	"0"
"224"	"190"	"59"	"201"	"12"	"41"	"4"	"2"	"5"	"16"	"5"	"4"	"7"	"356"	"0"	"356"	"0"
"225"	"191"	"263"	"21"	"4"	"73"	"4"	"2"	"2"	"43"	"4"	"3"	"13"	"432"	"0"	"432"	"0"
"226"	"192"	"12"	"7"	"7"	"134"	"2"	"0"	"5"	"9"	"4"	"0"	"1"	"181"	"0"	"181"	"0"
"227"	"Total No. of Votes recorded of polling Stations"	"21089"	"24136"	"1080"	"20147"	"798"	"893"	"1827"	"15315"	"1596"	"1325"	"4203"	"92409"	"0"	"92409"	"0"
"228"	"No. of Votes Recorded on Postal Ballot Papers (To be filled in the case of election from an assembly constituency"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"5"	"0"	"5"	"0"
"229"	"Total Votes Polled"	"21089"	"24136"	"1080"	"20149"	"798"	"893"	"1827"	"15318"	"1596"	"1325"	"4203"	"92414"	"0"	"92414"	"0"
"230"	"Place : Sheikhpura                                                                                                                                                                                                      Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Date : 24-11-2010                                                                                                                                                                                                       170-Barbigha L.A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
