"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"201"	"Page 7 of 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"Assembly Constituency :238---Gobindpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"No of Voters :229216"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"205"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"206"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"208"	"148"	"7"	"7"	"158"	"68"	"5"	"3"	"2"	"1"	"1"	"7"	"20"	"8"	"6"	"12"	""	""	"305"
"209"	"149"	"12"	"4"	"90"	"119"	"7"	"3"	"3"	"3"	"4"	"2"	"9"	"5"	"6"	"10"	""	""	"277"
"210"	"150"	"12"	"34"	"145"	"209"	"25"	"0"	"5"	"2"	"6"	"5"	"16"	"10"	"13"	"10"	""	""	"492"
"211"	"151"	"14"	"13"	"109"	"206"	"58"	"5"	"5"	"2"	"1"	"11"	"25"	"9"	"6"	"6"	""	""	"470"
"212"	"152"	"5"	"4"	"243"	"28"	"10"	"1"	"0"	"0"	"0"	"2"	"11"	"9"	"0"	"11"	""	""	"324"
"213"	"153"	"7"	"17"	"288"	"64"	"36"	"5"	"7"	"1"	"3"	"12"	"33"	"9"	"4"	"9"	""	""	"495"
"214"	"154"	"10"	"10"	"300"	"21"	"19"	"2"	"4"	"1"	"2"	"8"	"3"	"9"	"2"	"11"	""	""	"402"
"215"	"155"	"14"	"4"	"278"	"46"	"11"	"0"	"0"	"1"	"1"	"3"	"25"	"5"	"5"	"9"	""	""	"402"
"216"	"156"	"15"	"5"	"91"	"133"	"141"	"2"	"8"	"3"	"3"	"6"	"14"	"9"	"8"	"6"	""	""	"444"
"217"	"157"	"20"	"6"	"54"	"106"	"7"	"3"	"1"	"1"	"1"	"5"	"15"	"3"	"0"	"4"	""	""	"226"
"218"	"158"	"6"	"7"	"272"	"131"	"11"	"2"	"3"	"1"	"1"	"3"	"41"	"11"	"5"	"8"	""	""	"502"
"219"	"159"	"16"	"5"	"142"	"104"	"28"	"2"	"1"	"3"	"0"	"5"	"37"	"3"	"1"	"3"	""	""	"350"
"220"	"160"	"11"	"5"	"187"	"80"	"13"	"8"	"4"	"1"	"2"	"7"	"117"	"6"	"3"	"6"	""	""	"450"
"221"	"161"	"7"	"4"	"88"	"20"	"3"	"4"	"5"	"87"	"5"	"11"	"125"	"5"	"0"	"11"	""	""	"375"
"222"	"162"	"16"	"4"	"321"	"51"	"6"	"3"	"1"	"0"	"2"	"6"	"39"	"5"	"4"	"6"	""	""	"464"
"223"	"163"	"1"	"2"	"78"	"12"	"0"	"0"	"2"	"3"	"0"	"0"	"78"	"2"	"3"	"6"	""	""	"187"
"224"	"164"	"5"	"4"	"153"	"33"	"19"	"6"	"3"	"4"	"2"	"5"	"173"	"9"	"3"	"11"	""	""	"430"
"225"	"165"	"6"	"37"	"132"	"60"	"6"	"3"	"2"	"3"	"1"	"7"	"68"	"3"	"2"	"2"	""	""	"332"
"226"	"166"	"11"	"4"	"38"	"66"	"8"	"2"	"1"	"22"	"8"	"5"	"57"	"9"	"1"	"10"	""	""	"242"
"227"	"167"	"15"	"4"	"123"	"247"	"10"	"3"	"2"	"4"	"4"	"2"	"66"	"12"	"11"	"23"	""	""	"526"
"228"	"168"	"18"	"4"	"108"	"182"	"12"	"5"	"3"	"7"	"5"	"19"	"39"	"10"	"14"	"19"	""	""	"445"
"229"	"169"	"7"	"8"	"87"	"92"	"6"	"0"	"1"	"2"	"1"	"6"	"72"	"8"	"7"	"4"	""	""	"301"
"230"	"Page 8 of 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"Assembly Constituency :238---Gobindpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"No of Voters :229216"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"237"	"170"	"19"	"1"	"181"	"18"	"13"	"3"	"2"	"2"	"1"	"3"	"16"	"13"	"11"	"14"	""	""	"297"
"238"	"171"	"4"	"0"	"119"	"4"	"0"	"1"	"2"	"0"	"0"	"2"	"49"	"0"	"0"	"7"	""	""	"188"
"239"	"172"	"3"	"0"	"81"	"39"	"3"	"4"	"2"	"3"	"0"	"2"	"41"	"8"	"1"	"1"	""	""	"188"
"240"	"173"	"16"	"0"	"173"	"130"	"13"	"3"	"3"	"2"	"1"	"5"	"9"	"9"	"3"	"8"	""	""	"375"
"241"	"174"	"3"	"4"	"69"	"50"	"7"	"4"	"0"	"5"	"0"	"3"	"109"	"4"	"7"	"12"	""	""	"277"
"242"	"175"	"2"	"3"	"83"	"33"	"5"	"10"	"5"	"4"	"8"	"11"	"102"	"7"	"5"	"13"	""	""	"291"
"243"	"176"	"15"	"3"	"139"	"140"	"13"	"4"	"3"	"1"	"2"	"4"	"19"	"13"	"13"	"22"	""	""	"391"
"244"	"177"	"12"	"6"	"125"	"22"	"2"	"6"	"4"	"2"	"4"	"7"	"135"	"7"	"4"	"5"	""	""	"341"
"245"	"177A"	"9"	"3"	"144"	"141"	"1"	"1"	"3"	"1"	"0"	"4"	"19"	"1"	"3"	"2"	""	""	"332"
"246"	"178"	"17"	"7"	"195"	"151"	"15"	"3"	"4"	"4"	"5"	"10"	"26"	"16"	"15"	"19"	""	""	"487"
"247"	"179"	"12"	"26"	"259"	"77"	"22"	"3"	"4"	"2"	"1"	"8"	"17"	"8"	"1"	"6"	""	""	"446"
"248"	"180"	"12"	"3"	"220"	"97"	"4"	"1"	"3"	"4"	"2"	"4"	"39"	"3"	"1"	"5"	""	""	"398"
"249"	"181"	"16"	"0"	"179"	"54"	"4"	"1"	"6"	"1"	"1"	"0"	"26"	"1"	"0"	"2"	""	""	"291"
"250"	"182"	"9"	"4"	"147"	"47"	"6"	"2"	"3"	"2"	"0"	"2"	"7"	"3"	"0"	"0"	""	""	"232"
"251"	"183"	"8"	"2"	"137"	"59"	"3"	"2"	"1"	"1"	"2"	"4"	"6"	"4"	"5"	"6"	""	""	"240"
"252"	"184"	"17"	"10"	"234"	"190"	"7"	"2"	"2"	"2"	"4"	"6"	"22"	"7"	"6"	"11"	""	""	"520"
"253"	"185"	"23"	"6"	"259"	"148"	"4"	"0"	"0"	"0"	"1"	"5"	"15"	"2"	"2"	"4"	""	""	"469"
"254"	"186"	"15"	"7"	"105"	"124"	"2"	"0"	"0"	"3"	"0"	"1"	"6"	"4"	"2"	"6"	""	""	"275"
"255"	"187"	"6"	"2"	"41"	"128"	"7"	"1"	"3"	"2"	"2"	"6"	"19"	"5"	"5"	"4"	""	""	"231"
"256"	"188"	"10"	"0"	"95"	"85"	"7"	"5"	"3"	"2"	"3"	"2"	"38"	"4"	"8"	"4"	""	""	"266"
"257"	"189"	"13"	"5"	"230"	"146"	"9"	"5"	"5"	"3"	"2"	"4"	"17"	"4"	"3"	"5"	""	""	"451"
"258"	"190"	"5"	"3"	"144"	"119"	"8"	"0"	"5"	"3"	"0"	"8"	"28"	"10"	"5"	"23"	""	""	"361"
"259"	"Page 9 of 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"Assembly Constituency :238---Gobindpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"No of Voters :229216"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"266"	"191"	"18"	"8"	"93"	"66"	"49"	"2"	"1"	"0"	"0"	"1"	"4"	"3"	"1"	"1"	""	""	"247"
"267"	"192"	"8"	"0"	"207"	"108"	"15"	"1"	"0"	"2"	"1"	"3"	"85"	"7"	"3"	"8"	""	""	"448"
"268"	"193"	"21"	"9"	"129"	"46"	"2"	"4"	"4"	"2"	"2"	"9"	"20"	"12"	"4"	"7"	""	""	"271"
"269"	"194"	"22"	"4"	"272"	"68"	"9"	"4"	"5"	"3"	"3"	"10"	"31"	"15"	"11"	"15"	""	""	"472"
"270"	"195"	"8"	"6"	"199"	"75"	"4"	"3"	"1"	"0"	"0"	"5"	"14"	"0"	"1"	"3"	""	""	"319"
"271"	"196"	"12"	"5"	"132"	"159"	"13"	"6"	"5"	"1"	"0"	"6"	"33"	"6"	"10"	"13"	""	""	"401"
"272"	"197"	"8"	"9"	"310"	"94"	"0"	"2"	"2"	"3"	"2"	"6"	"16"	"3"	"1"	"4"	""	""	"460"
"273"	"198"	"10"	"4"	"240"	"118"	"12"	"6"	"8"	"6"	"2"	"8"	"56"	"15"	"6"	"8"	""	""	"499"
"274"	"199"	"4"	"1"	"185"	"48"	"2"	"0"	"2"	"1"	"0"	"3"	"17"	"6"	"1"	"8"	""	""	"278"
"275"	"199A"	"11"	"6"	"179"	"71"	"8"	"3"	"4"	"0"	"2"	"1"	"17"	"2"	"5"	"3"	""	""	"312"
"276"	"200"	"7"	"3"	"292"	"66"	"2"	"2"	"1"	"0"	"3"	"11"	"34"	"7"	"2"	"10"	""	""	"440"
"277"	"201"	"5"	"8"	"178"	"45"	"5"	"2"	"5"	"2"	"1"	"10"	"12"	"8"	"8"	"15"	""	""	"304"
"278"	"202"	"11"	"6"	"199"	"27"	"18"	"3"	"0"	"1"	"2"	"4"	"6"	"12"	"1"	"7"	""	""	"297"
"279"	"203"	"17"	"1"	"160"	"79"	"1"	"0"	"2"	"0"	"1"	"8"	"22"	"4"	"1"	"9"	""	""	"305"
"280"	"203A"	"2"	"4"	"56"	"24"	"3"	"1"	"2"	"3"	"9"	"11"	"123"	"3"	"20"	"15"	""	""	"276"
"281"	"204"	"9"	"12"	"118"	"45"	"7"	"5"	"5"	"7"	"3"	"16"	"17"	"8"	"7"	"13"	""	""	"272"
"282"	"205"	"5"	"2"	"300"	"19"	"3"	"0"	"1"	"1"	"1"	"2"	"14"	"1"	"1"	"6"	""	""	"356"
"283"	"206"	"20"	"7"	"417"	"175"	"5"	"4"	"11"	"6"	"6"	"15"	"27"	"12"	"9"	"18"	""	""	"732"
"284"	"207"	"13"	"5"	"184"	"24"	"1"	"2"	"2"	"1"	"1"	"0"	"43"	"3"	"1"	"4"	""	""	"284"
"285"	"208"	"24"	"14"	"416"	"101"	"9"	"5"	"4"	"6"	"4"	"3"	"127"	"7"	"9"	"14"	""	""	"743"
"286"	"209"	"10"	"8"	"255"	"93"	"4"	"3"	"0"	"3"	"0"	"7"	"10"	"8"	"7"	"9"	""	""	"417"
"287"	"210"	"13"	"6"	"283"	"109"	"7"	"0"	"2"	"2"	"0"	"5"	"6"	"3"	"4"	"7"	""	""	"447"
"288"	"Page 10 of 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Assembly Constituency :238---Gobindpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"No of Voters :229216"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"295"	"211"	"11"	"5"	"234"	"177"	"11"	"4"	"7"	"3"	"4"	"9"	"43"	"12"	"4"	"13"	""	""	"537"
"296"	"212"	"15"	"7"	"274"	"119"	"7"	"8"	"5"	"3"	"6"	"6"	"15"	"13"	"6"	"14"	""	""	"498"
"297"	"213"	"7"	"13"	"265"	"206"	"15"	"4"	"1"	"1"	"4"	"17"	"57"	"11"	"9"	"13"	""	""	"623"
"298"	"214"	"30"	"5"	"245"	"145"	"5"	"1"	"1"	"3"	"4"	"15"	"18"	"5"	"4"	"6"	""	""	"487"
"299"	"215"	"12"	"9"	"286"	"188"	"10"	"0"	"5"	"2"	"3"	"8"	"37"	"12"	"11"	"19"	""	""	"602"
"300"	"216"	"10"	"9"	"366"	"50"	"0"	"3"	"1"	"2"	"0"	"5"	"21"	"19"	"3"	"12"	""	""	"501"
"301"	"217"	"11"	"16"	"334"	"28"	"4"	"0"	"4"	"3"	"1"	"9"	"9"	"10"	"4"	"15"	""	""	"448"
"302"	"218"	"16"	"8"	"299"	"123"	"6"	"6"	"6"	"4"	"9"	"29"	"60"	"10"	"10"	"10"	""	""	"596"
"303"	"219"	"15"	"7"	"379"	"43"	"5"	"2"	"5"	"3"	"3"	"6"	"6"	"3"	"1"	"9"	""	""	"487"
"304"	"220"	"6"	"1"	"153"	"50"	"7"	"1"	"0"	"2"	"1"	"4"	"2"	"4"	"1"	"4"	""	""	"236"
"305"	"221"	"4"	"4"	"307"	"66"	"4"	"3"	"6"	"11"	"4"	"8"	"39"	"14"	"2"	"9"	""	""	"481"
"306"	"222"	"19"	"14"	"191"	"97"	"3"	"5"	"4"	"4"	"1"	"9"	"10"	"4"	"6"	"6"	""	""	"373"
"307"	"223"	"23"	"7"	"436"	"30"	"0"	"2"	"4"	"3"	"2"	"20"	"6"	"7"	"2"	"14"	""	""	"556"
"308"	"224"	"12"	"6"	"343"	"90"	"8"	"11"	"7"	"4"	"4"	"11"	"88"	"10"	"7"	"13"	""	""	"614"
"309"	"225"	"13"	"9"	"378"	"139"	"8"	"3"	"5"	"7"	"5"	"18"	"27"	"14"	"7"	"23"	""	""	"656"
"310"	"226"	"21"	"11"	"391"	"156"	"9"	"6"	"8"	"9"	"9"	"15"	"19"	"17"	"19"	"44"	""	""	"734"
"311"	"227"	"6"	"11"	"247"	"111"	"10"	"8"	"2"	"6"	"8"	"6"	"198"	"16"	"14"	"18"	""	""	"661"
"312"	"228"	"12"	"7"	"170"	"179"	"6"	"8"	"7"	"7"	"7"	"12"	"76"	"11"	"9"	"20"	""	""	"531"
"313"	"229"	"6"	"6"	"189"	"57"	"2"	"1"	"0"	"0"	"0"	"2"	"2"	"5"	"1"	"0"	""	""	"271"
"314"	"230"	"10"	"9"	"262"	"168"	"11"	"4"	"7"	"7"	"3"	"3"	"19"	"11"	"12"	"10"	""	""	"536"
"315"	"231"	"14"	"2"	"218"	"214"	"3"	"3"	"3"	"4"	"0"	"0"	"35"	"4"	"7"	"2"	""	""	"509"
"316"	"232"	"15"	"6"	"201"	"144"	"17"	"10"	"14"	"16"	"12"	"19"	"137"	"26"	"17"	"22"	""	""	"656"
"317"	"Page 11 of 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"Assembly Constituency :238---Gobindpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"No of Voters :229216"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"33"
"324"	"233"	"9"	"12"	"267"	"154"	"13"	"10"	"4"	"10"	"4"	"12"	"28"	"16"	"14"	"19"	""	""	"572"
"325"	"234"	"12"	"2"	"237"	"55"	"6"	"1"	"6"	"3"	"6"	"2"	"18"	"7"	"6"	"5"	""	""	"366"
"326"	"234A"	"13"	"4"	"156"	"90"	"7"	"5"	"4"	"4"	"3"	"9"	"50"	"13"	"2"	"18"	""	""	"378"
"327"	"235"	"5"	"11"	"514"	"115"	"2"	"4"	"7"	"3"	"3"	"5"	"14"	"18"	"2"	"19"	""	""	"722"
"328"	"236"	"33"	"7"	"141"	"311"	"29"	"13"	"5"	"7"	"6"	"1"	"45"	"5"	"3"	"4"	""	""	"610"
"329"	"237"	"31"	"4"	"125"	"239"	"25"	"2"	"4"	"2"	"1"	"3"	"30"	"5"	"6"	"10"	""	""	"487"
"330"	"238"	"7"	"6"	"60"	"151"	"16"	"4"	"0"	"2"	"2"	"9"	"26"	"24"	"20"	"19"	""	""	"346"
"331"	"239"	"3"	"6"	"237"	"115"	"7"	"2"	"8"	"2"	"4"	"6"	"26"	"10"	"8"	"13"	""	""	"447"
"332"	"240"	"30"	"8"	"162"	"140"	"11"	"8"	"7"	"6"	"5"	"10"	"36"	"5"	"4"	"10"	""	""	"442"
"333"	"241"	"3"	"3"	"356"	"31"	"3"	"0"	"1"	"1"	"2"	"3"	"7"	"3"	"4"	"2"	""	""	"419"
"334"	"242"	"13"	"5"	"261"	"92"	"4"	"6"	"6"	"5"	"5"	"8"	"13"	"21"	"14"	"55"	""	""	"508"
"335"	"243"	"6"	"4"	"165"	"12"	"3"	"8"	"4"	"2"	"2"	"2"	"0"	"1"	"2"	"1"	""	""	"212"
"336"	"Total:"	"2640"	"1333"	"45589"	"24700"	"2802"	"803"	"849"	"835"	"715"	"1722"	"12284"	"1979"	"1268"	"2557"	""	""	"100076"
"337"	"Postal Ballot"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	""	""	"2"
"338"	"Grand Total:"	"2640"	"1333"	"45589"	"24702"	"2802"	"803"	"849"	"835"	"715"	"1722"	"12284"	"1979"	"1268"	"2557"	""	""	"100078"
"339"	"Place:                                                                                                                                                                                                                                                                                                   Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"Assembly Constituency :238---Gobindpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"Date: 24/11/2010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"Page 12 of 12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
