"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"162"	"149"	"203"	"88"	"12"	"4"	"4"	"24"	"4"	"4"	"1"	"2"	"5"	"7"	"7"	"13"	"378"	"0"	"378"	"0"
"163"	"150"	"274"	"153"	"7"	"3"	"1"	"9"	"6"	"5"	"3"	"2"	"3"	"5"	"11"	"29"	"511"	"0"	"511"	"0"
"164"	"151"	"245"	"167"	"13"	"2"	"4"	"38"	"7"	"8"	"3"	"1"	"8"	"3"	"11"	"21"	"531"	"0"	"531"	"0"
"165"	"152"	"131"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"0"	"133"	"0"
"166"	"153"	"174"	"25"	"6"	"1"	"7"	"72"	"6"	"10"	"6"	"2"	"7"	"1"	"7"	"8"	"332"	"0"	"332"	"0"
"167"	"154"	"251"	"12"	"4"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"4"	"9"	"287"	"0"	"287"	"0"
"168"	"155"	"393"	"28"	"10"	"3"	"2"	"17"	"1"	"0"	"0"	"1"	"1"	"2"	"5"	"9"	"472"	"0"	"472"	"0"
"169"	"156"	"432"	"43"	"2"	"0"	"1"	"1"	"3"	"1"	"0"	"0"	"3"	"3"	"11"	"25"	"525"	"0"	"525"	"0"
"170"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"171"	""	"ANIL KUMAR"	"ARUN MANJHI"	"DILIP PASWAN"	"MANHAGUL AL AJAD"	"MANTI DAS"	"GOPAL RAVIDAS"	"YUGESHW AR MANJHI"	"RAGHUWA R PASWAN"	"RAJESH KUMAR"	"RAJENDRA PASWAN"	"RAMPRAVE SH PASWAN"	"SATYENDR A KUMAR"	"SURESH
PRASAD CHAUDHAR I"	"SURYODAY PASWAN"	""	""	""	""
"172"	"157"	"90"	"177"	"10"	"3"	"0"	"3"	"3"	"2"	"0"	"0"	"3"	"0"	"2"	"5"	"298"	"0"	"298"	"0"
"173"	"158"	"88"	"389"	"11"	"28"	"0"	"4"	"3"	"3"	"3"	"0"	"9"	"1"	"6"	"6"	"551"	"0"	"551"	"0"
"174"	"159"	"299"	"210"	"10"	"7"	"2"	"49"	"6"	"5"	"2"	"1"	"8"	"5"	"5"	"16"	"625"	"0"	"625"	"0"
"175"	"160"	"53"	"291"	"21"	"1"	"1"	"56"	"1"	"9"	"3"	"3"	"9"	"1"	"1"	"12"	"462"	"0"	"462"	"0"
"176"	"161"	"199"	"7"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"6"	"219"	"0"	"219"	"0"
"177"	"162"	"242"	"146"	"14"	"5"	"5"	"19"	"6"	"3"	"2"	"1"	"5"	"4"	"6"	"11"	"469"	"0"	"469"	"0"
"178"	"163"	"193"	"148"	"10"	"2"	"2"	"112"	"2"	"16"	"10"	"6"	"11"	"5"	"10"	"25"	"552"	"0"	"552"	"0"
"179"	"164"	"376"	"24"	"5"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"2"	"1"	"5"	"23"	"442"	"0"	"442"	"0"
"180"	"165"	"258"	"63"	"5"	"1"	"0"	"19"	"6"	"2"	"0"	"2"	"2"	"0"	"7"	"12"	"377"	"0"	"377"	"0"
"181"	"166"	"191"	"106"	"7"	"1"	"0"	"14"	"1"	"2"	"2"	"2"	"5"	"5"	"10"	"24"	"370"	"0"	"370"	"0"
"182"	"167"	"44"	"146"	"7"	"4"	"4"	"198"	"7"	"17"	"5"	"1"	"8"	"4"	"5"	"21"	"471"	"0"	"471"	"0"
"183"	"168"	"104"	"200"	"8"	"4"	"1"	"59"	"2"	"11"	"2"	"7"	"9"	"6"	"14"	"42"	"469"	"0"	"469"	"0"
"184"	"169"	"37"	"247"	"5"	"3"	"0"	"50"	"22"	"3"	"4"	"5"	"14"	"8"	"8"	"13"	"419"	"0"	"419"	"0"
"185"	"170"	"14"	"172"	"4"	"1"	"1"	"64"	"0"	"4"	"1"	"1"	"10"	"2"	"9"	"4"	"287"	"0"	"287"	"0"
"186"	"171"	"20"	"252"	"7"	"1"	"1"	"90"	"2"	"6"	"7"	"6"	"10"	"6"	"8"	"13"	"429"	"0"	"429"	"0"
"187"	"172"	"250"	"6"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"10"	"276"	"0"	"276"	"0"
"188"	"173"	"64"	"347"	"16"	"1"	"1"	"27"	"2"	"3"	"7"	"0"	"5"	"1"	"2"	"14"	"490"	"0"	"490"	"0"
"189"	"174"	"42"	"239"	"5"	"1"	"2"	"19"	"2"	"5"	"1"	"2"	"8"	"4"	"12"	"17"	"359"	"0"	"359"	"0"
"190"	"175"	"64"	"301"	"9"	"7"	"9"	"193"	"14"	"18"	"10"	"3"	"15"	"6"	"10"	"16"	"675"	"0"	"675"	"0"
"191"	"176"	"346"	"47"	"3"	"3"	"2"	"51"	"4"	"1"	"3"	"0"	"6"	"2"	"4"	"12"	"484"	"0"	"484"	"0"
"192"	"177"	"20"	"226"	"11"	"0"	"0"	"2"	"1"	"3"	"1"	"0"	"4"	"3"	"4"	"9"	"284"	"0"	"284"	"0"
"193"	"178"	"82"	"131"	"15"	"6"	"1"	"20"	"4"	"3"	"2"	"2"	"9"	"2"	"4"	"10"	"291"	"0"	"291"	"0"
"194"	"179"	"182"	"95"	"1"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"291"	"0"	"291"	"0"
"195"	"180"	"521"	"29"	"9"	"4"	"1"	"39"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"14"	"622"	"0"	"622"	"0"
"196"	"181"	"221"	"60"	"2"	"0"	"1"	"3"	"0"	"2"	"2"	"0"	"1"	"0"	"5"	"5"	"302"	"0"	"302"	"0"
"197"	"182"	"94"	"99"	"5"	"2"	"4"	"187"	"9"	"18"	"12"	"6"	"11"	"3"	"13"	"15"	"478"	"0"	"478"	"0"
"198"	"183"	"12"	"62"	"5"	"2"	"2"	"115"	"6"	"11"	"8"	"1"	"8"	"1"	"1"	"7"	"241"	"0"	"241"	"0"
"199"	"184"	"95"	"136"	"19"	"0"	"3"	"82"	"2"	"8"	"3"	"0"	"3"	"0"	"5"	"12"	"368"	"0"	"368"	"0"
"200"	"185"	"76"	"159"	"14"	"6"	"2"	"154"	"5"	"11"	"3"	"4"	"12"	"11"	"10"	"16"	"483"	"0"	"483"	"0"
"201"	"186"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"202"	"187"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"203"	"188"	"22"	"161"	"3"	"23"	"0"	"11"	"2"	"5"	"1"	"2"	"3"	"6"	"6"	"0"	"245"	"0"	"245"	"0"
"204"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"205"	""	"ANIL KUMAR"	"ARUN MANJHI"	"DILIP PASWAN"	"MANHAGUL AL AJAD"	"MANTI DAS"	"GOPAL RAVIDAS"	"YUGESHW AR MANJHI"	"RAGHUWA R PASWAN"	"RAJESH KUMAR"	"RAJENDRA PASWAN"	"RAMPRAVE SH PASWAN"	"SATYENDR A KUMAR"	"SURESH
PRASAD CHAUDHAR I"	"SURYODAY PASWAN"	""	""	""	""
"206"	"189"	"133"	"204"	"17"	"2"	"6"	"1"	"1"	"3"	"6"	"0"	"2"	"2"	"5"	"6"	"388"	"0"	"388"	"0"
"207"	"190"	"190"	"36"	"2"	"1"	"3"	"2"	"0"	"0"	"3"	"0"	"0"	"0"	"7"	"7"	"251"	"0"	"251"	"0"
"208"	"191"	"253"	"119"	"1"	"4"	"2"	"6"	"1"	"1"	"1"	"0"	"2"	"1"	"3"	"4"	"398"	"0"	"398"	"0"
"209"	"192"	"73"	"107"	"8"	"2"	"0"	"21"	"1"	"5"	"1"	"1"	"2"	"2"	"4"	"8"	"235"	"0"	"235"	"0"
"210"	"193"	"123"	"74"	"4"	"4"	"6"	"51"	"2"	"8"	"1"	"3"	"5"	"3"	"7"	"9"	"300"	"0"	"300"	"0"
"211"	"194"	"248"	"159"	"10"	"3"	"1"	"1"	"0"	"3"	"1"	"2"	"5"	"5"	"11"	"25"	"474"	"0"	"474"	"0"
"212"	"195"	"64"	"257"	"6"	"2"	"2"	"140"	"2"	"12"	"9"	"3"	"5"	"2"	"6"	"13"	"523"	"0"	"523"	"0"
"213"	"196"	"103"	"186"	"3"	"5"	"0"	"18"	"1"	"7"	"4"	"1"	"6"	"0"	"3"	"12"	"349"	"0"	"349"	"0"
"214"	"197"	"62"	"277"	"9"	"2"	"7"	"192"	"11"	"24"	"13"	"9"	"11"	"6"	"12"	"19"	"654"	"0"	"654"	"0"
"215"	"198"	"415"	"20"	"5"	"1"	"2"	"44"	"6"	"3"	"2"	"0"	"4"	"0"	"7"	"9"	"518"	"0"	"518"	"0"
"216"	"199"	"406"	"69"	"7"	"2"	"2"	"2"	"3"	"1"	"2"	"1"	"4"	"6"	"13"	"28"	"546"	"0"	"546"	"0"
"217"	"200"	"94"	"248"	"6"	"5"	"0"	"4"	"1"	"3"	"0"	"1"	"1"	"2"	"2"	"3"	"370"	"0"	"370"	"0"
"218"	"201"	"81"	"245"	"10"	"3"	"3"	"7"	"5"	"4"	"0"	"2"	"8"	"4"	"4"	"7"	"383"	"0"	"383"	"0"
"219"	"202"	"129"	"82"	"5"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"3"	"5"	"20"	"251"	"0"	"251"	"0"
"220"	"203"	"225"	"252"	"12"	"7"	"3"	"7"	"3"	"2"	"1"	"4"	"11"	"2"	"9"	"13"	"551"	"0"	"551"	"0"
"221"	"204"	"141"	"153"	"18"	"4"	"2"	"113"	"4"	"13"	"8"	"9"	"5"	"7"	"17"	"17"	"511"	"0"	"511"	"0"
"222"	"205"	"373"	"57"	"16"	"1"	"2"	"2"	"2"	"5"	"0"	"1"	"2"	"1"	"7"	"12"	"481"	"0"	"481"	"0"
"223"	"206"	"274"	"210"	"2"	"1"	"3"	"6"	"5"	"6"	"4"	"1"	"2"	"3"	"2"	"14"	"533"	"0"	"533"	"0"
"224"	"207"	"219"	"255"	"12"	"4"	"1"	"18"	"4"	"2"	"0"	"1"	"9"	"9"	"13"	"20"	"567"	"0"	"567"	"0"
"225"	"208"	"337"	"102"	"1"	"13"	"2"	"6"	"3"	"5"	"0"	"0"	"2"	"3"	"6"	"4"	"484"	"0"	"484"	"0"
"226"	"209"	"140"	"205"	"12"	"9"	"2"	"51"	"5"	"5"	"3"	"2"	"1"	"3"	"8"	"10"	"456"	"0"	"456"	"0"
"227"	"210"	"205"	"32"	"1"	"0"	"2"	"138"	"2"	"7"	"2"	"3"	"7"	"0"	"0"	"8"	"407"	"0"	"407"	"0"
"228"	"211"	"77"	"206"	"4"	"3"	"6"	"191"	"7"	"13"	"5"	"3"	"7"	"4"	"3"	"9"	"538"	"0"	"538"	"0"
"229"	"212"	"247"	"12"	"5"	"0"	"2"	"44"	"1"	"1"	"0"	"1"	"1"	"2"	"7"	"12"	"335"	"0"	"335"	"0"
"230"	"213"	"275"	"10"	"1"	"2"	"0"	"1"	"3"	"1"	"2"	"2"	"1"	"1"	"4"	"14"	"317"	"0"	"317"	"0"
"231"	"214"	"244"	"142"	"3"	"0"	"0"	"3"	"4"	"0"	"0"	"0"	"2"	"2"	"5"	"6"	"411"	"0"	"411"	"0"
"232"	"215"	"74"	"115"	"5"	"2"	"1"	"26"	"1"	"2"	"3"	"2"	"3"	"4"	"11"	"13"	"262"	"0"	"262"	"0"
"233"	"216"	"114"	"263"	"9"	"3"	"2"	"24"	"8"	"0"	"2"	"4"	"7"	"3"	"15"	"22"	"476"	"0"	"476"	"0"
"234"	"217"	"237"	"99"	"6"	"3"	"4"	"65"	"4"	"9"	"6"	"3"	"5"	"6"	"5"	"25"	"477"	"0"	"477"	"0"
"235"	"218"	"396"	"39"	"8"	"4"	"4"	"51"	"2"	"5"	"2"	"2"	"4"	"4"	"9"	"15"	"545"	"0"	"545"	"0"
"236"	"219"	"20"	"199"	"1"	"0"	"0"	"6"	"1"	"1"	"0"	"0"	"3"	"1"	"2"	"3"	"237"	"0"	"237"	"0"
"237"	"220"	"35"	"114"	"15"	"2"	"2"	"60"	"4"	"11"	"0"	"3"	"3"	"1"	"6"	"3"	"259"	"0"	"259"	"0"
"238"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"239"	""	"ANIL KUMAR"	"ARUN MANJHI"	"DILIP PASWAN"	"MANHAGUL AL AJAD"	"MANTI DAS"	"GOPAL RAVIDAS"	"YUGESHW AR MANJHI"	"RAGHUWA R PASWAN"	"RAJESH KUMAR"	"RAJENDRA PASWAN"	"RAMPRAVE SH PASWAN"	"SATYENDR A KUMAR"	"SURESH
PRASAD CHAUDHAR I"	"SURYODAY PASWAN"	""	""	""	""
"240"	"221"	"133"	"175"	"20"	"5"	"4"	"101"	"8"	"19"	"11"	"4"	"17"	"10"	"17"	"18"	"542"	"0"	"542"	"0"
"241"	"222"	"271"	"111"	"3"	"2"	"3"	"56"	"4"	"5"	"3"	"4"	"1"	"1"	"10"	"17"	"491"	"0"	"491"	"0"
"242"	"223"	"74"	"187"	"9"	"1"	"2"	"73"	"3"	"3"	"4"	"3"	"7"	"3"	"11"	"12"	"392"	"0"	"392"	"0"
"243"	"224"	"40"	"180"	"2"	"0"	"1"	"2"	"0"	"1"	"6"	"0"	"4"	"1"	"4"	"10"	"251"	"0"	"251"	"0"
"244"	"225"	"200"	"178"	"6"	"0"	"1"	"7"	"0"	"1"	"1"	"0"	"1"	"4"	"11"	"26"	"436"	"0"	"436"	"0"
"245"	"226"	"97"	"136"	"3"	"1"	"4"	"2"	"0"	"2"	"0"	"3"	"1"	"2"	"11"	"11"	"273"	"0"	"273"	"0"
"246"	"227"	"393"	"45"	"6"	"2"	"1"	"2"	"2"	"2"	"0"	"0"	"1"	"1"	"9"	"27"	"491"	"0"	"491"	"0"
"247"	"228"	"47"	"212"	"3"	"1"	"1"	"7"	"0"	"5"	"2"	"0"	"2"	"3"	"8"	"8"	"299"	"0"	"299"	"0"
"248"	"229"	"435"	"66"	"3"	"1"	"0"	"3"	"0"	"3"	"0"	"1"	"0"	"2"	"6"	"16"	"536"	"0"	"536"	"0"
"249"	"230"	"86"	"190"	"36"	"0"	"1"	"9"	"2"	"2"	"2"	"0"	"4"	"3"	"11"	"8"	"354"	"0"	"354"	"0"
"250"	"231"	"99"	"333"	"7"	"6"	"1"	"181"	"7"	"8"	"7"	"5"	"15"	"2"	"6"	"4"	"681"	"0"	"681"	"0"
"251"	"232"	"118"	"250"	"4"	"0"	"3"	"1"	"4"	"1"	"0"	"0"	"4"	"4"	"7"	"26"	"422"	"0"	"422"	"0"
"252"	"233"	"174"	"263"	"5"	"10"	"2"	"2"	"1"	"0"	"2"	"1"	"3"	"4"	"3"	"17"	"487"	"0"	"487"	"0"
"253"	"234"	"116"	"119"	"4"	"8"	"1"	"14"	"2"	"1"	"1"	"1"	"1"	"1"	"3"	"3"	"275"	"0"	"275"	"0"
"254"	"235"	"43"	"160"	"6"	"2"	"0"	"34"	"1"	"5"	"0"	"0"	"4"	"4"	"13"	"15"	"287"	"0"	"287"	"0"
"255"	"236"	"262"	"135"	"7"	"0"	"3"	"6"	"5"	"3"	"3"	"5"	"3"	"5"	"17"	"43"	"497"	"0"	"497"	"0"
"256"	"237"	"81"	"337"	"5"	"0"	"1"	"3"	"1"	"3"	"1"	"1"	"2"	"14"	"10"	"7"	"466"	"0"	"466"	"0"
"257"	"238"	"34"	"198"	"4"	"1"	"2"	"35"	"3"	"1"	"0"	"1"	"2"	"2"	"2"	"5"	"290"	"0"	"290"	"0"
"258"	"239"	"48"	"167"	"3"	"3"	"1"	"54"	"2"	"1"	"1"	"1"	"2"	"1"	"6"	"4"	"294"	"0"	"294"	"0"
"259"	"240"	"162"	"94"	"4"	"7"	"1"	"4"	"1"	"3"	"0"	"0"	"4"	"2"	"6"	"5"	"293"	"0"	"293"	"0"
"260"	"241"	"206"	"307"	"16"	"13"	"6"	"34"	"4"	"7"	"12"	"5"	"14"	"8"	"24"	"29"	"685"	"0"	"685"	"0"
"261"	"242"	"159"	"281"	"12"	"66"	"7"	"35"	"6"	"10"	"42"	"8"	"9"	"11"	"21"	"15"	"682"	"0"	"682"	"0"
"262"	"243"	"181"	"237"	"3"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"12"	"448"	"0"	"448"	"0"
"263"	"244"	"453"	"64"	"8"	"0"	"2"	"11"	"1"	"0"	"0"	"0"	"1"	"2"	"5"	"1"	"548"	"0"	"548"	"0"
"264"	"245"	"414"	"137"	"6"	"4"	"1"	"4"	"4"	"3"	"1"	"0"	"5"	"6"	"6"	"32"	"623"	"0"	"623"	"0"
"265"	"246"	"475"	"35"	"9"	"1"	"0"	"1"	"0"	"2"	"2"	"0"	"0"	"2"	"8"	"13"	"548"	"0"	"548"	"0"
"266"	"247"	"232"	"44"	"5"	"6"	"1"	"12"	"8"	"4"	"4"	"3"	"2"	"3"	"11"	"30"	"365"	"0"	"365"	"0"
"267"	"248"	"257"	"190"	"6"	"7"	"5"	"62"	"11"	"13"	"4"	"5"	"6"	"6"	"8"	"21"	"601"	"0"	"601"	"0"
"268"	"249"	"107"	"234"	"13"	"4"	"2"	"65"	"3"	"4"	"1"	"2"	"5"	"3"	"5"	"7"	"455"	"0"	"455"	"0"
"269"	"250"	"143"	"362"	"12"	"4"	"1"	"82"	"5"	"10"	"3"	"0"	"7"	"4"	"9"	"31"	"673"	"0"	"673"	"0"
"270"	"251"	"37"	"304"	"2"	"4"	"2"	"85"	"2"	"1"	"3"	"1"	"12"	"0"	"8"	"28"	"489"	"0"	"489"	"0"
"271"	"252"	"158"	"224"	"9"	"1"	"6"	"155"	"9"	"18"	"4"	"7"	"15"	"6"	"20"	"25"	"657"	"0"	"657"	"0"
"272"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"273"	""	"ANIL KUMAR"	"ARUN MANJHI"	"DILIP PASWAN"	"MANHAGUL AL AJAD"	"MANTI DAS"	"GOPAL RAVIDAS"	"YUGESHW AR MANJHI"	"RAGHUWA R PASWAN"	"RAJESH KUMAR"	"RAJENDRA PASWAN"	"RAMPRAVE SH PASWAN"	"SATYENDR A KUMAR"	"SURESH
PRASAD CHAUDHAR I"	"SURYODAY PASWAN"	""	""	""	""
"274"	"253"	"46"	"166"	"3"	"1"	"1"	"72"	"4"	"4"	"4"	"0"	"6"	"2"	"8"	"12"	"329"	"0"	"329"	"0"
"275"	"254"	"194"	"80"	"5"	"3"	"2"	"48"	"6"	"5"	"5"	"2"	"2"	"1"	"7"	"36"	"396"	"0"	"396"	"0"
"276"	"255"	"436"	"25"	"2"	"1"	"1"	"14"	"2"	"2"	"1"	"1"	"0"	"0"	"5"	"16"	"506"	"0"	"506"	"0"
"277"	"256"	"221"	"10"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"5"	"245"	"0"	"245"	"0"
"278"	"257"	"194"	"120"	"5"	"3"	"0"	"34"	"5"	"7"	"4"	"1"	"2"	"5"	"8"	"18"	"406"	"0"	"406"	"0"
"279"	"258"	"158"	"159"	"17"	"0"	"2"	"170"	"9"	"11"	"2"	"3"	"8"	"4"	"12"	"19"	"574"	"0"	"574"	"0"
"280"	"259"	"18"	"204"	"4"	"0"	"0"	"34"	"0"	"0"	"2"	"2"	"4"	"2"	"6"	"7"	"283"	"0"	"283"	"0"
"281"	"260"	"160"	"74"	"2"	"0"	"0"	"8"	"1"	"2"	"0"	"1"	"0"	"1"	"3"	"13"	"265"	"0"	"265"	"0"
"282"	"261"	"178"	"138"	"6"	"3"	"4"	"69"	"4"	"12"	"7"	"7"	"12"	"4"	"10"	"13"	"467"	"0"	"467"	"0"
"283"	"262"	"186"	"207"	"13"	"18"	"1"	"88"	"8"	"9"	"2"	"7"	"12"	"6"	"13"	"17"	"587"	"0"	"587"	"0"
"284"	"263"	"195"	"274"	"5"	"2"	"7"	"86"	"4"	"5"	"2"	"7"	"15"	"0"	"6"	"28"	"636"	"0"	"636"	"0"
"285"	"264"	"158"	"352"	"17"	"3"	"3"	"11"	"1"	"2"	"2"	"4"	"16"	"5"	"5"	"17"	"596"	"0"	"596"	"0"
"286"	"265"	"131"	"262"	"3"	"0"	"0"	"7"	"1"	"3"	"1"	"0"	"4"	"8"	"6"	"19"	"445"	"0"	"445"	"0"
"287"	"266"	"136"	"153"	"0"	"1"	"1"	"22"	"1"	"3"	"0"	"4"	"14"	"2"	"3"	"12"	"352"	"0"	"352"	"0"
"288"	"267"	"196"	"89"	"1"	"2"	"4"	"109"	"4"	"12"	"7"	"1"	"6"	"6"	"5"	"17"	"459"	"0"	"459"	"0"
"289"	"268"	"179"	"55"	"3"	"1"	"3"	"30"	"1"	"4"	"1"	"3"	"4"	"1"	"1"	"8"	"294"	"0"	"294"	"0"
"290"	"269"	"81"	"242"	"8"	"4"	"1"	"92"	"3"	"4"	"5"	"0"	"7"	"4"	"5"	"9"	"465"	"0"	"465"	"0"
"291"	"270"	"149"	"401"	"17"	"2"	"2"	"15"	"9"	"8"	"6"	"2"	"9"	"12"	"27"	"20"	"679"	"0"	"679"	"0"
"292"	"271"	"396"	"103"	"3"	"2"	"2"	"44"	"2"	"6"	"5"	"2"	"4"	"8"	"7"	"23"	"607"	"0"	"607"	"0"
"293"	"272"	"212"	"280"	"4"	"0"	"2"	"7"	"2"	"1"	"0"	"1"	"5"	"5"	"7"	"7"	"533"	"0"	"533"	"0"
"294"	"273"	"91"	"315"	"5"	"0"	"5"	"116"	"7"	"6"	"13"	"7"	"19"	"8"	"16"	"21"	"629"	"0"	"629"	"0"
"295"	"274"	"181"	"322"	"8"	"6"	"4"	"26"	"5"	"1"	"3"	"1"	"4"	"6"	"3"	"13"	"583"	"0"	"583"	"0"
"296"	"275"	"159"	"43"	"4"	"2"	"2"	"249"	"17"	"25"	"18"	"8"	"17"	"7"	"11"	"30"	"592"	"0"	"592"	"0"
"297"	"276"	"53"	"223"	"4"	"1"	"1"	"45"	"2"	"4"	"3"	"1"	"3"	"1"	"10"	"10"	"361"	"0"	"361"	"0"
"298"	"277"	"93"	"101"	"5"	"0"	"1"	"109"	"7"	"7"	"11"	"5"	"4"	"5"	"11"	"26"	"385"	"0"	"385"	"0"
"299"	"278"	"299"	"158"	"5"	"1"	"1"	"66"	"13"	"9"	"5"	"7"	"12"	"2"	"5"	"12"	"595"	"0"	"595"	"0"
"300"	"279"	"121"	"122"	"4"	"1"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"3"	"11"	"269"	"0"	"269"	"0"
"301"	"280"	"524"	"20"	"3"	"1"	"1"	"24"	"2"	"3"	"2"	"1"	"2"	"1"	"4"	"12"	"600"	"0"	"600"	"0"
"302"	"281"	"159"	"25"	"3"	"1"	"0"	"3"	"1"	"2"	"1"	"0"	"1"	"0"	"1"	"6"	"203"	"0"	"203"	"0"
"303"	"282"	"240"	"37"	"5"	"2"	"3"	"76"	"8"	"24"	"9"	"7"	"9"	"2"	"3"	"26"	"451"	"0"	"451"	"0"
"304"	"283"	"250"	"13"	"3"	"1"	"1"	"4"	"1"	"1"	"0"	"0"	"0"	"1"	"4"	"9"	"288"	"0"	"288"	"0"
"305"	"284"	"321"	"78"	"2"	"0"	"2"	"161"	"5"	"6"	"8"	"5"	"4"	"0"	"6"	"14"	"612"	"0"	"612"	"0"
"306"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"307"	""	"ANIL KUMAR"	"ARUN MANJHI"	"DILIP PASWAN"	"MANHAGUL AL AJAD"	"MANTI DAS"	"GOPAL RAVIDAS"	"YUGESHW AR MANJHI"	"RAGHUWA R PASWAN"	"RAJESH KUMAR"	"RAJENDRA PASWAN"	"RAMPRAVE SH PASWAN"	"SATYENDR A KUMAR"	"SURESH
PRASAD CHAUDHAR I"	"SURYODAY PASWAN"	""	""	""	""
"308"	"285"	"85"	"84"	"5"	"2"	"5"	"163"	"12"	"31"	"13"	"12"	"20"	"9"	"14"	"14"	"469"	"0"	"469"	"0"
"309"	"286"	"39"	"305"	"10"	"3"	"2"	"51"	"4"	"9"	"5"	"6"	"9"	"10"	"15"	"25"	"493"	"0"	"493"	"0"
"310"	"287"	"57"	"172"	"8"	"4"	"7"	"218"	"2"	"10"	"2"	"0"	"5"	"1"	"2"	"4"	"492"	"0"	"492"	"0"
"311"	"288"	"106"	"56"	"5"	"5"	"3"	"231"	"23"	"15"	"10"	"8"	"7"	"4"	"6"	"20"	"499"	"0"	"499"	"0"
"312"	"289"	"359"	"28"	"3"	"1"	"0"	"35"	"0"	"2"	"5"	"0"	"1"	"1"	"9"	"20"	"464"	"0"	"464"	"0"
"313"	"290"	"224"	"33"	"2"	"2"	"2"	"40"	"0"	"3"	"5"	"3"	"1"	"1"	"5"	"8"	"329"	"0"	"329"	"0"
"314"	"291"	"113"	"4"	"1"	"0"	"0"	"24"	"3"	"0"	"1"	"1"	"1"	"2"	"1"	"5"	"156"	"0"	"156"	"0"
"315"	"292"	"150"	"60"	"4"	"0"	"0"	"1"	"1"	"0"	"4"	"2"	"0"	"1"	"0"	"8"	"231"	"0"	"231"	"0"
"316"	"293"	"146"	"148"	"20"	"3"	"1"	"161"	"6"	"9"	"9"	"2"	"2"	"3"	"9"	"18"	"537"	"0"	"537"	"0"
"317"	"294"	"371"	"11"	"2"	"3"	"5"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"403"	"0"	"403"	"0"
"318"	"295"	"87"	"124"	"8"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"4"	"4"	"5"	"4"	"239"	"0"	"239"	"0"
"319"	"296"	"254"	"41"	"4"	"2"	"0"	"45"	"2"	"9"	"0"	"1"	"2"	"2"	"8"	"20"	"390"	"0"	"390"	"0"
"320"	"297"	"214"	"16"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"237"	"0"	"237"	"0"
"321"	"298"	"90"	"235"	"20"	"3"	"4"	"167"	"7"	"12"	"6"	"5"	"12"	"7"	"5"	"12"	"585"	"0"	"585"	"0"
"322"	"299"	"129"	"222"	"4"	"1"	"0"	"10"	"2"	"1"	"1"	"1"	"5"	"2"	"5"	"18"	"401"	"0"	"401"	"0"
"323"	"300"	"35"	"153"	"7"	"7"	"2"	"153"	"3"	"10"	"3"	"0"	"6"	"2"	"2"	"7"	"390"	"0"	"390"	"0"
"324"	"301"	"115"	"90"	"7"	"0"	"0"	"17"	"0"	"4"	"1"	"2"	"2"	"2"	"4"	"4"	"248"	"0"	"248"	"0"
