"X1.i.z..i..20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"
"1"	"[fu; e 56¼7½ nsf[ k, ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"v fUr e  i fj . kkei ="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"¼vf/kl wfpr  er nku dsUnzksa l s fHkUu er nku dsUnzksa i j  er nku dk i fj .kke vfHkfyf[ kr  dj us ds fy ,  mi ; ksx esa yk; k t k, ½ fo/kku l Hkk vke fuokZpu {ks= esa 159&vej i qj  ds fy ,  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Hkkx 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"l Hkk [ k.M dk uke ¼l al nh;  fuokZpu {ks= l s fuokZpu dh l Hkk esa ½159&vej i qj  fo/kku l Hkk          l Hkk fuokZpu {ks= [ k.M esa fuokZpdksa dh dqy  l a[ ; k 2]33]495"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"er nku  d sUnz
dh  Øe  l a0"	"fuEufy f[ kr  d s  i {k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	"d qy
fof/kekU; er"	"i zfr {ksfi r
er ksa  dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa  dh l a[ ; k"
"150"	"135"	"88"	"30"	"32"	"209"	"27"	"4"	"6"	"2"	"17"	"5"	"8"	"3"	"3"	"4"	"438"	"0"	"438"	"0"
"151"	"136"	"194"	"5"	"16"	"152"	"19"	"5"	"7"	"8"	"20"	"7"	"12"	"7"	"5"	"28"	"485"	"0"	"485"	"0"
"152"	"137"	"175"	"3"	"50"	"48"	"33"	"4"	"9"	"1"	"14"	"11"	"19"	"6"	"3"	"9"	"385"	"0"	"385"	"0"
"153"	"138"	"123"	"4"	"55"	"9"	"19"	"6"	"4"	"2"	"12"	"2"	"7"	"2"	"1"	"8"	"254"	"0"	"254"	"0"
"154"	"139"	"106"	"15"	"11"	"167"	"32"	"2"	"4"	"1"	"12"	"6"	"10"	"3"	"4"	"16"	"389"	"0"	"389"	"0"
"155"	"140"	"60"	"4"	"15"	"92"	"12"	"4"	"1"	"0"	"4"	"1"	"9"	"1"	"2"	"11"	"216"	"0"	"216"	"0"
"156"	"141"	"215"	"5"	"4"	"18"	"16"	"0"	"1"	"0"	"6"	"0"	"1"	"0"	"1"	"1"	"268"	"0"	"268"	"0"
"157"	"142"	"159"	"11"	"20"	"99"	"23"	"8"	"12"	"4"	"15"	"2"	"18"	"8"	"6"	"50"	"435"	"0"	"435"	"0"
"158"	"143"	"242"	"12"	"56"	"50"	"22"	"7"	"17"	"5"	"29"	"8"	"27"	"6"	"4"	"19"	"504"	"0"	"504"	"0"
"159"	"144"	"116"	"3"	"15"	"199"	"10"	"4"	"12"	"3"	"6"	"6"	"14"	"9"	"4"	"26"	"427"	"0"	"427"	"0"
"160"	"145"	"117"	"2"	"13"	"75"	"19"	"2"	"5"	"0"	"5"	"3"	"11"	"3"	"5"	"20"	"280"	"0"	"280"	"0"
"161"	"146"	"140"	"0"	"26"	"74"	"35"	"2"	"4"	"0"	"14"	"2"	"6"	"1"	"3"	"11"	"318"	"0"	"318"	"0"
"162"	"147"	"232"	"6"	"16"	"17"	"22"	"3"	"9"	"2"	"23"	"5"	"28"	"3"	"8"	"21"	"395"	"0"	"395"	"0"
"163"	"148"	"132"	"3"	"81"	"84"	"31"	"1"	"7"	"4"	"20"	"1"	"14"	"5"	"1"	"12"	"396"	"0"	"396"	"0"
"164"	"149"	"66"	"2"	"59"	"19"	"22"	"2"	"0"	"0"	"3"	"0"	"5"	"2"	"0"	"0"	"180"	"0"	"180"	"0"
"165"	"150"	"176"	"4"	"30"	"114"	"29"	"4"	"3"	"0"	"19"	"7"	"17"	"2"	"2"	"5"	"412"	"0"	"412"	"0"
"166"	"151"	"132"	"7"	"12"	"49"	"62"	"6"	"8"	"2"	"31"	"7"	"25"	"2"	"2"	"11"	"356"	"0"	"356"	"0"
"167"	"152"	"57"	"0"	"103"	"133"	"24"	"2"	"1"	"2"	"23"	"1"	"0"	"3"	"1"	"5"	"355"	"0"	"355"	"0"
"168"	"153"	"117"	"4"	"14"	"27"	"27"	"1"	"3"	"0"	"11"	"1"	"14"	"6"	"3"	"7"	"235"	"0"	"235"	"0"
"169"	"er nku  d sUnz
dh  Øe  l a0"	"fuEufy f[ kr  d s  i {k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	"d qy
fof/kekU; er"	"i zfr {ksfi r
er ksa  dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa  dh l a[ ; k"
"170"	""	"t uknZu
eka>h"	"eukst
vkt kn"	"j kd s' k
d qekj fl ag"	"l qj sUnz
i zl kn
fl ag"	"vuhy
d qekj fl ag"	"vfer
d qekj
>k"	"d snkj
i zl kn
fl ag"	"i ad t
d qekj"	"csch
nsoh"	"j es' k
d qekj pkS/kj h"	"fouksn
d qekj"	"t okgj y
ky
i kl oku"	"l qj s' k
i kl oku"	"l S; n
vy enkj gql Su"	""	""	""	""
"171"	"154"	"94"	"3"	"18"	"121"	"26"	"0"	"9"	"1"	"18"	"12"	"2"	"2"	"1"	"22"	"329"	"0"	"329"	"0"
"172"	"155"	"179"	"2"	"196"	"43"	"42"	"4"	"9"	"2"	"24"	"4"	"6"	"0"	"1"	"2"	"514"	"0"	"514"	"0"
"173"	"156"	"183"	"5"	"7"	"21"	"27"	"0"	"7"	"1"	"18"	"8"	"9"	"1"	"1"	"23"	"311"	"0"	"311"	"0"
"174"	"157"	"52"	"14"	"26"	"72"	"32"	"9"	"11"	"5"	"22"	"4"	"3"	"2"	"5"	"103"	"360"	"0"	"360"	"0"
"175"	"158"	"68"	"11"	"8"	"63"	"9"	"2"	"6"	"1"	"3"	"2"	"4"	"0"	"2"	"17"	"196"	"0"	"196"	"0"
"176"	"158A"	"188"	"5"	"16"	"60"	"31"	"0"	"4"	"1"	"36"	"3"	"2"	"0"	"4"	"37"	"387"	"0"	"387"	"0"
"177"	"159"	"89"	"3"	"46"	"73"	"19"	"6"	"5"	"2"	"11"	"1"	"10"	"89"	"1"	"18"	"373"	"0"	"373"	"0"
"178"	"159A"	"119"	"5"	"22"	"108"	"4"	"4"	"7"	"2"	"7"	"3"	"11"	"12"	"5"	"18"	"327"	"0"	"327"	"0"
"179"	"160"	"55"	"10"	"41"	"195"	"33"	"3"	"2"	"5"	"10"	"1"	"3"	"3"	"2"	"4"	"367"	"0"	"367"	"0"
"180"	"161"	"210"	"5"	"31"	"100"	"53"	"9"	"7"	"2"	"72"	"3"	"11"	"8"	"10"	"17"	"538"	"0"	"538"	"0"
"181"	"162"	"48"	"4"	"17"	"180"	"16"	"4"	"2"	"1"	"7"	"4"	"1"	"4"	"1"	"2"	"291"	"0"	"291"	"0"
"182"	"163"	"79"	"4"	"95"	"140"	"23"	"5"	"11"	"4"	"29"	"5"	"10"	"4"	"9"	"14"	"432"	"0"	"432"	"0"
"183"	"164"	"125"	"36"	"105"	"112"	"35"	"2"	"4"	"3"	"20"	"2"	"8"	"5"	"1"	"3"	"461"	"0"	"461"	"0"
"184"	"165"	"142"	"44"	"8"	"268"	"21"	"2"	"4"	"2"	"11"	"5"	"14"	"6"	"11"	"13"	"551"	"0"	"551"	"0"
"185"	"166"	"132"	"7"	"41"	"70"	"24"	"8"	"7"	"2"	"28"	"3"	"16"	"1"	"2"	"5"	"346"	"0"	"346"	"0"
"186"	"167"	"105"	"13"	"19"	"80"	"25"	"1"	"5"	"1"	"6"	"5"	"9"	"2"	"0"	"10"	"281"	"0"	"281"	"0"
"187"	"168"	"204"	"24"	"26"	"215"	"27"	"6"	"14"	"5"	"17"	"2"	"18"	"4"	"5"	"15"	"582"	"0"	"582"	"0"
"188"	"168A"	"134"	"4"	"10"	"34"	"20"	"2"	"5"	"1"	"12"	"1"	"12"	"2"	"5"	"7"	"249"	"0"	"249"	"0"
"189"	"169"	"178"	"11"	"15"	"172"	"64"	"2"	"12"	"3"	"64"	"13"	"19"	"6"	"10"	"8"	"577"	"0"	"577"	"0"
"190"	"170"	"146"	"9"	"10"	"106"	"22"	"2"	"5"	"1"	"13"	"4"	"12"	"2"	"4"	"10"	"346"	"0"	"346"	"0"
"191"	"171"	"81"	"4"	"7"	"116"	"32"	"1"	"6"	"3"	"17"	"3"	"4"	"1"	"3"	"10"	"288"	"0"	"288"	"0"
"192"	"172"	"107"	"10"	"16"	"130"	"31"	"5"	"6"	"2"	"17"	"0"	"15"	"1"	"5"	"3"	"348"	"0"	"348"	"0"
"193"	"173"	"39"	"0"	"6"	"183"	"49"	"3"	"4"	"3"	"15"	"1"	"2"	"2"	"4"	"4"	"315"	"0"	"315"	"0"
"194"	"174"	"264"	"15"	"23"	"134"	"30"	"2"	"3"	"2"	"22"	"8"	"13"	"13"	"6"	"14"	"549"	"0"	"549"	"0"
"195"	"175"	"217"	"3"	"19"	"77"	"32"	"1"	"5"	"4"	"15"	"6"	"17"	"5"	"9"	"24"	"434"	"0"	"434"	"0"
"196"	"176"	"132"	"1"	"4"	"22"	"18"	"4"	"11"	"2"	"15"	"6"	"10"	"1"	"1"	"15"	"242"	"0"	"242"	"0"
"197"	"177"	"244"	"13"	"16"	"198"	"46"	"4"	"5"	"1"	"51"	"9"	"28"	"9"	"5"	"40"	"669"	"0"	"669"	"0"
"198"	"178"	"264"	"46"	"12"	"45"	"43"	"4"	"11"	"3"	"27"	"6"	"24"	"3"	"10"	"41"	"539"	"0"	"539"	"0"
"199"	"179"	"135"	"7"	"18"	"83"	"32"	"4"	"9"	"1"	"17"	"2"	"7"	"7"	"1"	"11"	"334"	"0"	"334"	"0"
"200"	"180"	"53"	"7"	"12"	"53"	"9"	"1"	"1"	"0"	"11"	"5"	"5"	"7"	"4"	"8"	"176"	"0"	"176"	"0"
"201"	"181"	"224"	"11"	"9"	"77"	"49"	"0"	"15"	"3"	"41"	"7"	"8"	"1"	"6"	"11"	"462"	"0"	"462"	"0"
"202"	"182"	"178"	"2"	"18"	"70"	"33"	"3"	"6"	"1"	"29"	"1"	"5"	"2"	"0"	"5"	"353"	"0"	"353"	"0"
"203"	"183"	"333"	"14"	"32"	"90"	"57"	"9"	"13"	"1"	"37"	"5"	"19"	"1"	"5"	"18"	"634"	"0"	"634"	"0"
"204"	"184"	"329"	"11"	"13"	"46"	"59"	"5"	"13"	"1"	"29"	"8"	"18"	"1"	"4"	"26"	"563"	"0"	"563"	"0"
"205"	"185"	"422"	"7"	"9"	"88"	"80"	"10"	"25"	"5"	"69"	"23"	"35"	"7"	"12"	"50"	"842"	"0"	"842"	"0"
"206"	"186"	"491"	"3"	"11"	"68"	"51"	"2"	"13"	"5"	"35"	"11"	"14"	"4"	"2"	"8"	"718"	"0"	"718"	"0"
"207"	"187"	"394"	"16"	"29"	"86"	"77"	"4"	"11"	"4"	"36"	"6"	"17"	"1"	"4"	"18"	"703"	"0"	"703"	"0"
"208"	"188"	"210"	"7"	"65"	"116"	"57"	"7"	"14"	"1"	"23"	"5"	"15"	"5"	"6"	"21"	"552"	"0"	"552"	"0"
"209"	"189"	"87"	"8"	"42"	"72"	"31"	"3"	"9"	"1"	"15"	"5"	"11"	"1"	"5"	"6"	"296"	"0"	"296"	"0"
"210"	"190"	"134"	"11"	"28"	"201"	"79"	"9"	"24"	"4"	"40"	"9"	"18"	"6"	"3"	"13"	"579"	"0"	"579"	"0"
"211"	"191"	"333"	"14"	"12"	"34"	"34"	"0"	"5"	"2"	"27"	"1"	"11"	"2"	"2"	"12"	"489"	"0"	"489"	"0"
"212"	"192"	"351"	"6"	"9"	"44"	"44"	"4"	"10"	"11"	"28"	"18"	"13"	"5"	"5"	"17"	"565"	"0"	"565"	"0"
"213"	"er nku  d sUnz
dh  Øe  l a0"	"fuEufy f[ kr  d s  i {k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	"d qy
fof/kekU; er"	"i zfr {ksfi r
er ksa  dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa  dh l a[ ; k"
"214"	""	"t uknZu
eka>h"	"eukst
vkt kn"	"j kd s' k
d qekj fl ag"	"l qj sUnz
i zl kn
fl ag"	"vuhy
d qekj fl ag"	"vfer
d qekj
>k"	"d snkj
i zl kn
fl ag"	"i ad t
d qekj"	"csch
nsoh"	"j es' k
d qekj pkS/kj h"	"fouksn
d qekj"	"t okgj y
ky
i kl oku"	"l qj s' k
i kl oku"	"l S; n
vy enkj gql Su"	""	""	""	""
"215"	"193"	"399"	"3"	"22"	"69"	"52"	"2"	"10"	"4"	"25"	"5"	"14"	"4"	"1"	"11"	"621"	"0"	"621"	"0"
"216"	"194"	"209"	"4"	"23"	"44"	"16"	"5"	"4"	"0"	"9"	"2"	"10"	"2"	"1"	"9"	"338"	"0"	"338"	"0"
"217"	"195"	"223"	"11"	"72"	"198"	"39"	"5"	"9"	"8"	"19"	"6"	"17"	"7"	"10"	"37"	"661"	"0"	"661"	"0"
"218"	"196"	"169"	"3"	"16"	"183"	"38"	"3"	"6"	"0"	"12"	"3"	"15"	"2"	"0"	"6"	"456"	"0"	"456"	"0"
"219"	"197"	"40"	"4"	"10"	"236"	"30"	"2"	"1"	"0"	"20"	"3"	"7"	"6"	"0"	"9"	"368"	"0"	"368"	"0"
"220"	"198"	"79"	"5"	"13"	"301"	"32"	"6"	"7"	"2"	"16"	"10"	"8"	"7"	"3"	"17"	"506"	"0"	"506"	"0"
"221"	"199"	"54"	"1"	"13"	"112"	"17"	"1"	"0"	"0"	"14"	"1"	"5"	"4"	"2"	"2"	"226"	"0"	"226"	"0"
"222"	"200"	"188"	"4"	"35"	"138"	"24"	"3"	"9"	"1"	"15"	"6"	"11"	"3"	"6"	"23"	"466"	"0"	"466"	"0"
"223"	"201"	"125"	"1"	"34"	"105"	"34"	"3"	"1"	"1"	"9"	"1"	"5"	"3"	"2"	"4"	"328"	"0"	"328"	"0"
"224"	"202"	"145"	"0"	"59"	"78"	"18"	"1"	"6"	"0"	"19"	"2"	"4"	"2"	"2"	"1"	"337"	"0"	"337"	"0"
"225"	"203"	"176"	"6"	"48"	"123"	"23"	"2"	"7"	"1"	"6"	"1"	"8"	"2"	"0"	"2"	"405"	"0"	"405"	"0"
"226"	"204"	"166"	"2"	"31"	"40"	"27"	"2"	"5"	"1"	"8"	"1"	"9"	"4"	"4"	"10"	"310"	"0"	"310"	"0"
"227"	"205"	"236"	"3"	"42"	"17"	"29"	"1"	"2"	"3"	"10"	"0"	"12"	"2"	"1"	"2"	"360"	"0"	"360"	"0"
"228"	"206"	"236"	"14"	"13"	"80"	"39"	"3"	"8"	"2"	"13"	"4"	"21"	"0"	"1"	"6"	"440"	"0"	"440"	"0"
"229"	"207"	"59"	"6"	"14"	"458"	"21"	"2"	"3"	"4"	"24"	"5"	"6"	"7"	"2"	"4"	"615"	"0"	"615"	"0"
"230"	"208"	"43"	"1"	"9"	"113"	"12"	"1"	"2"	"2"	"13"	"1"	"2"	"1"	"1"	"7"	"208"	"0"	"208"	"0"
"231"	"209"	"17"	"2"	"12"	"389"	"14"	"3"	"1"	"2"	"8"	"0"	"0"	"1"	"1"	"1"	"451"	"0"	"451"	"0"
"232"	"210"	"40"	"3"	"11"	"63"	"40"	"5"	"3"	"4"	"31"	"4"	"3"	"5"	"5"	"5"	"222"	"0"	"222"	"0"
"233"	"211"	"270"	"6"	"25"	"147"	"48"	"5"	"4"	"2"	"21"	"2"	"11"	"1"	"0"	"12"	"554"	"0"	"554"	"0"
"234"	"212"	"256"	"5"	"7"	"184"	"43"	"3"	"8"	"6"	"43"	"8"	"22"	"6"	"11"	"15"	"617"	"0"	"617"	"0"
"235"	"213"	"279"	"8"	"23"	"199"	"42"	"1"	"14"	"4"	"29"	"5"	"16"	"3"	"5"	"15"	"643"	"0"	"643"	"0"
"236"	"214"	"161"	"3"	"39"	"83"	"12"	"1"	"1"	"1"	"10"	"3"	"6"	"2"	"2"	"2"	"326"	"0"	"326"	"0"
"237"	"215"	"311"	"2"	"34"	"20"	"25"	"4"	"10"	"1"	"22"	"9"	"17"	"2"	"4"	"15"	"476"	"0"	"476"	"0"
"238"	"216"	"220"	"6"	"16"	"229"	"38"	"6"	"9"	"3"	"41"	"7"	"15"	"12"	"12"	"57"	"671"	"0"	"671"	"0"
"239"	"217"	"262"	"6"	"16"	"156"	"26"	"3"	"4"	"1"	"20"	"5"	"12"	"9"	"2"	"23"	"545"	"0"	"545"	"0"
"240"	"218"	"210"	"4"	"13"	"35"	"19"	"1"	"5"	"1"	"15"	"3"	"15"	"1"	"0"	"5"	"327"	"0"	"327"	"0"
"241"	"219"	"186"	"14"	"28"	"201"	"13"	"4"	"9"	"3"	"9"	"5"	"7"	"10"	"0"	"7"	"496"	"0"	"496"	"0"
"242"	"220"	"209"	"12"	"16"	"39"	"16"	"1"	"5"	"1"	"12"	"4"	"18"	"3"	"3"	"23"	"362"	"0"	"362"	"0"
"243"	"221"	"197"	"15"	"32"	"112"	"23"	"6"	"6"	"3"	"14"	"6"	"12"	"14"	"3"	"7"	"450"	"0"	"450"	"0"
"244"	"222"	"152"	"3"	"70"	"26"	"37"	"0"	"2"	"0"	"17"	"3"	"5"	"2"	"0"	"4"	"321"	"0"	"321"	"0"
"245"	"223"	"403"	"20"	"16"	"139"	"51"	"5"	"9"	"1"	"54"	"14"	"31"	"8"	"10"	"44"	"805"	"0"	"805"	"0"
"246"	"224"	"151"	"18"	"37"	"269"	"24"	"4"	"7"	"5"	"24"	"5"	"8"	"6"	"3"	"15"	"576"	"0"	"576"	"0"
"247"	"225"	"165"	"10"	"4"	"13"	"19"	"3"	"2"	"1"	"11"	"3"	"18"	"0"	"0"	"4"	"253"	"0"	"253"	"0"
"248"	"226"	"227"	"4"	"13"	"16"	"20"	"1"	"2"	"0"	"12"	"5"	"20"	"3"	"2"	"12"	"337"	"0"	"337"	"0"
"249"	"227"	"240"	"4"	"29"	"13"	"23"	"2"	"2"	"1"	"15"	"3"	"14"	"3"	"4"	"17"	"370"	"0"	"370"	"0"
"250"	"227A"	"241"	"4"	"27"	"36"	"38"	"6"	"16"	"5"	"19"	"8"	"23"	"1"	"5"	"10"	"439"	"0"	"439"	"0"
"251"	"228"	"84"	"11"	"6"	"166"	"12"	"5"	"2"	"0"	"17"	"3"	"10"	"1"	"2"	"9"	"328"	"0"	"328"	"0"
"252"	"229"	"214"	"2"	"85"	"9"	"70"	"1"	"6"	"2"	"19"	"3"	"3"	"2"	"3"	"9"	"428"	"0"	"428"	"0"
"253"	"230"	"57"	"2"	"10"	"111"	"19"	"4"	"3"	"2"	"9"	"3"	"12"	"1"	"0"	"3"	"236"	"0"	"236"	"0"
"254"	"231"	"97"	"13"	"7"	"83"	"21"	"3"	"2"	"1"	"10"	"4"	"15"	"4"	"6"	"15"	"281"	"0"	"281"	"0"
"255"	"232"	"220"	"9"	"58"	"13"	"44"	"2"	"6"	"3"	"36"	"1"	"8"	"1"	"6"	"9"	"416"	"0"	"416"	"0"
"256"	"233"	"231"	"11"	"45"	"17"	"51"	"3"	"7"	"0"	"20"	"1"	"16"	"1"	"1"	"11"	"415"	"0"	"415"	"0"
"257"	"er nku  d sUnz
dh  Øe  l a0"	"fuEufy f[ kr  d s  i {k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	"d qy
fof/kekU; er"	"i zfr {ksfi r
er ksa  dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa  dh l a[ ; k"
"258"	""	"t uknZu
eka>h"	"eukst
vkt kn"	"j kd s' k
d qekj fl ag"	"l qj sUnz
i zl kn
fl ag"	"vuhy
d qekj fl ag"	"vfer
d qekj
>k"	"d snkj
i zl kn
fl ag"	"i ad t
d qekj"	"csch
nsoh"	"j es' k
d qekj pkS/kj h"	"fouksn
d qekj"	"t okgj y
ky
i kl oku"	"l qj s' k
i kl oku"	"l S; n
vy enkj gql Su"	""	""	""	""
"259"	"234"	"234"	"6"	"8"	"60"	"27"	"5"	"13"	"2"	"23"	"9"	"22"	"2"	"8"	"27"	"446"	"0"	"446"	"0"
"260"	"235"	"235"	"9"	"12"	"87"	"37"	"3"	"13"	"2"	"17"	"7"	"24"	"8"	"5"	"18"	"477"	"0"	"477"	"0"
"261"	"236"	"176"	"2"	"29"	"97"	"31"	"5"	"7"	"2"	"32"	"5"	"43"	"8"	"9"	"35"	"481"	"0"	"481"	"0"
"262"	"237"	"111"	"14"	"23"	"187"	"20"	"3"	"2"	"2"	"34"	"5"	"8"	"0"	"9"	"29"	"447"	"0"	"447"	"0"
"263"	"238"	"261"	"9"	"15"	"68"	"39"	"14"	"12"	"2"	"28"	"9"	"9"	"5"	"9"	"33"	"513"	"0"	"513"	"0"
"264"	"239"	"243"	"18"	"12"	"68"	"23"	"3"	"7"	"5"	"32"	"11"	"24"	"6"	"16"	"66"	"534"	"0"	"534"	"0"
"265"	"240"	"153"	"15"	"2"	"56"	"21"	"6"	"7"	"2"	"11"	"3"	"6"	"0"	"0"	"6"	"288"	"0"	"288"	"0"
"266"	"241"	"311"	"4"	"7"	"74"	"29"	"3"	"4"	"1"	"13"	"5"	"15"	"1"	"4"	"31"	"502"	"0"	"502"	"0"
"267"	"242"	"278"	"28"	"39"	"94"	"36"	"22"	"17"	"4"	"30"	"9"	"8"	"9"	"4"	"17"	"595"	"0"	"595"	"0"
"268"	"243"	"145"	"11"	"26"	"174"	"37"	"9"	"9"	"6"	"104"	"13"	"18"	"8"	"12"	"22"	"594"	"0"	"594"	"0"
"269"	"244"	"85"	"2"	"5"	"2"	"26"	"0"	"1"	"0"	"5"	"1"	"6"	"1"	"0"	"5"	"139"	"0"	"139"	"0"
"270"	"245"	"24"	"6"	"15"	"301"	"21"	"4"	"3"	"10"	"81"	"6"	"8"	"9"	"4"	"11"	"503"	"0"	"503"	"0"
"271"	"246"	"184"	"3"	"14"	"91"	"31"	"1"	"6"	"4"	"98"	"4"	"13"	"8"	"4"	"18"	"479"	"0"	"479"	"0"
"272"	"247"	"94"	"1"	"36"	"188"	"27"	"2"	"8"	"2"	"194"	"5"	"4"	"1"	"2"	"7"	"571"	"0"	"571"	"0"
"273"	"248"	"101"	"20"	"49"	"428"	"23"	"8"	"8"	"3"	"31"	"2"	"12"	"2"	"2"	"12"	"701"	"0"	"701"	"0"
"274"	"249"	"246"	"8"	"15"	"22"	"38"	"5"	"19"	"2"	"75"	"13"	"17"	"0"	"10"	"30"	"500"	"0"	"500"	"0"
"275"	"250"	"135"	"4"	"13"	"1"	"8"	"0"	"0"	"1"	"21"	"0"	"6"	"0"	"0"	"1"	"190"	"0"	"190"	"0"
"276"	"251"	"32"	"2"	"25"	"113"	"31"	"2"	"2"	"0"	"106"	"3"	"7"	"6"	"0"	"12"	"341"	"0"	"341"	"0"
"277"	"252"	"91"	"3"	"9"	"68"	"37"	"2"	"11"	"2"	"23"	"10"	"6"	"20"	"7"	"8"	"297"	"0"	"297"	"0"
"278"	"253"	"117"	"1"	"82"	"33"	"101"	"1"	"6"	"0"	"10"	"0"	"0"	"1"	"0"	"2"	"354"	"0"	"354"	"0"
"279"	"254"	"51"	"1"	"3"	"17"	"30"	"1"	"2"	"1"	"8"	"1"	"7"	"0"	"0"	"1"	"123"	"0"	"123"	"0"
"280"	"255"	"156"	"13"	"13"	"177"	"30"	"4"	"9"	"6"	"16"	"8"	"20"	"5"	"2"	"16"	"475"	"0"	"475"	"0"
"281"	"256"	"318"	"6"	"14"	"78"	"43"	"6"	"15"	"4"	"48"	"11"	"27"	"3"	"8"	"28"	"609"	"0"	"609"	"0"
"282"	"257"	"97"	"7"	"18"	"131"	"31"	"4"	"9"	"4"	"25"	"12"	"25"	"8"	"8"	"19"	"398"	"0"	"398"	"0"
"283"	"258"	"307"	"17"	"23"	"133"	"27"	"3"	"15"	"5"	"32"	"9"	"24"	"20"	"7"	"30"	"652"	"0"	"652"	"0"
"284"	"259"	"185"	"0"	"179"	"5"	"19"	"0"	"4"	"0"	"9"	"1"	"5"	"0"	"0"	"2"	"409"	"0"	"409"	"0"
"285"	"260"	"494"	"1"	"77"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"575"	"0"	"575"	"0"
"286"	"261"	"379"	"8"	"26"	"5"	"23"	"0"	"3"	"0"	"15"	"1"	"11"	"3"	"3"	"15"	"492"	"0"	"492"	"0"
"287"	"262"	"185"	"34"	"15"	"115"	"20"	"6"	"11"	"6"	"25"	"15"	"23"	"10"	"7"	"32"	"504"	"0"	"504"	"0"
"288"	"263"	"111"	"7"	"8"	"33"	"14"	"0"	"1"	"2"	"11"	"4"	"4"	"2"	"2"	"14"	"213"	"0"	"213"	"0"
"289"	"er nku dsUnzksa i j
vfHkfyf[ kr  er ksa dh dqy  l a[ ; k"	"47285"	"3773"	"9582"	"29278"	"7898"	"840"	"1785"	"545"	"5160"	"1143"	"3049"	"1033"	"920"	"3667"	"115958"	"0"	"115958"	"0"
"290"	"Mkd  er i =ksa i j
vfHkfyf[ kr  er ksa dh l a[ ; k"	"15"	"3"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"34"	"0"	"34"	""
"291"	"Mky s  x,  d qy
er"	"47300"	"3776"	"9583"	"29293"	"7898"	"840"	"1785"	"545"	"5160"	"1143"	"3049"	"1033"	"920"	"3667"	"115992"	"0"	"115992"	"0"
"292"	"LFkku   % ckadk"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"er nku  d sUnz
dh  Øe  l a0"	"fuEufy f[ kr  d s  i {k  esa  fn,  x,  fof/kekU;  er ksa  dh  l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	"d qy
fof/kekU; er"	"i zfr {ksfi r
er ksa  dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa  dh l a[ ; k"
"294"	""	"t uknZu
eka>h"	"eukst
vkt kn"	"j kd s' k
d qekj fl ag"	"l qj sUnz
i zl kn
fl ag"	"vuhy
d qekj fl ag"	"vfer
d qekj
>k"	"d snkj
i zl kn
fl ag"	"i ad t
d qekj"	"csch
nsoh"	"j es' k
d qekj pkS/kj h"	"fouksn
d qekj"	"t okgj y
ky
i kl oku"	"l qj s' k
i kl oku"	"l S; n
vy enkj gql Su"	""	""	""	""
"295"	"r kj h[ k % 24-11-2010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"fj VfuZax vkWfQl j"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"159&vej i qj  fo0l 0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
