"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"214"	"202"	"199"	"81"	"0"	"9"	"21"	"203"	"5"	"7"	"3"	"22"	"3"	"31"	"27"	"611"
"215"	"203"	"127"	"371"	"4"	"3"	"41"	"37"	"9"	"1"	"7"	"17"	"7"	"13"	"32"	"669"
"216"	"204"	"22"	"268"	"4"	"1"	"8"	"57"	"3"	"3"	"2"	"6"	"5"	"15"	"27"	"421"
"217"	"205"	"16"	"222"	"2"	"3"	"5"	"29"	"7"	"1"	"0"	"6"	"4"	"6"	"8"	"309"
"218"	"206"	"21"	"128"	"2"	"0"	"17"	"40"	"1"	"2"	"1"	"63"	"5"	"5"	"8"	"293"
"219"	"207"	"16"	"65"	"2"	"5"	"65"	"115"	"8"	"7"	"12"	"47"	"7"	"22"	"52"	"423"
"220"	"208"	"24"	"117"	"2"	"2"	"48"	"29"	"4"	"6"	"2"	"177"	"7"	"6"	"32"	"456"
"221"	"209"	"13"	"214"	"2"	"3"	"6"	"40"	"0"	"3"	"5"	"48"	"8"	"10"	"17"	"369"
"222"	"210"	"6"	"158"	"5"	"2"	"22"	"223"	"11"	"8"	"3"	"13"	"11"	"13"	"30"	"505"
"223"	"211"	"28"	"281"	"7"	"6"	"41"	"64"	"10"	"3"	"1"	"31"	"3"	"13"	"14"	"502"
"224"	"212"	"14"	"176"	"2"	"2"	"7"	"68"	"4"	"2"	"2"	"7"	"1"	"1"	"8"	"294"
"225"	"213"	"18"	"43"	"1"	"4"	"4"	"276"	"10"	"4"	"1"	"9"	"2"	"6"	"12"	"390"
"226"	"214"	"17"	"30"	"1"	"1"	"5"	"103"	"4"	"5"	"2"	"7"	"4"	"13"	"14"	"206"
"227"	"214A"	"26"	"60"	"2"	"3"	"11"	"155"	"16"	"11"	"6"	"16"	"4"	"20"	"35"	"365"
"228"	"215"	"15"	"123"	"3"	"2"	"7"	"113"	"3"	"1"	"4"	"16"	"5"	"10"	"33"	"335"
"229"	"216"	"41"	"109"	"1"	"3"	"14"	"88"	"2"	"1"	"1"	"8"	"1"	"7"	"12"	"288"
"230"	"217"	"5"	"183"	"3"	"0"	"18"	"7"	"3"	"2"	"2"	"14"	"6"	"13"	"21"	"277"
"231"	"218"	"88"	"62"	"2"	"10"	"47"	"100"	"8"	"4"	"0"	"8"	"2"	"8"	"3"	"342"
"232"	"218A"	"58"	"128"	"3"	"3"	"41"	"73"	"7"	"7"	"8"	"9"	"5"	"14"	"43"	"399"
"233"	"219"	"107"	"139"	"4"	"6"	"54"	"47"	"10"	"4"	"6"	"10"	"6"	"15"	"40"	"448"
"234"	"220"	"24"	"100"	"3"	"7"	"56"	"264"	"17"	"11"	"4"	"20"	"2"	"29"	"11"	"548"
"235"	"221"	"31"	"131"	"0"	"4"	"12"	"180"	"3"	"7"	"9"	"14"	"7"	"25"	"69"	"492"
"236"	"222"	"41"	"53"	"7"	"5"	"7"	"165"	"7"	"9"	"4"	"13"	"5"	"26"	"159"	"501"
"237"	"223"	"92"	"170"	"3"	"0"	"15"	"19"	"5"	"3"	"4"	"8"	"3"	"5"	"10"	"337"
"238"	"224"	"168"	"157"	"4"	"3"	"20"	"84"	"8"	"5"	"6"	"168"	"7"	"18"	"45"	"693"
"239"	"225"	"96"	"231"	"6"	"3"	"62"	"93"	"10"	"3"	"6"	"63"	"5"	"8"	"28"	"614"
"240"	"226"	"46"	"125"	"6"	"1"	"72"	"263"	"15"	"6"	"5"	"28"	"3"	"13"	"52"	"635"
"241"	"227"	"13"	"25"	"2"	"12"	"114"	"516"	"14"	"10"	"6"	"28"	"9"	"24"	"20"	"793"
"242"	"228"	"14"	"216"	"2"	"3"	"14"	"187"	"6"	"4"	"4"	"4"	"2"	"14"	"7"	"477"
"243"	"229"	"16"	"26"	"1"	"12"	"14"	"601"	"17"	"18"	"18"	"16"	"30"	"39"	"24"	"832"
"244"	"230"	"15"	"141"	"6"	"3"	"19"	"268"	"11"	"10"	"9"	"10"	"13"	"22"	"40"	"567"
"245"	"231"	"55"	"260"	"12"	"14"	"46"	"291"	"16"	"16"	"6"	"11"	"7"	"25"	"35"	"794"
"246"	"232"	"61"	"67"	"0"	"0"	"137"	"81"	"10"	"4"	"5"	"8"	"3"	"16"	"33"	"425"
"247"	"Total:"	"14651"	"45932"	"925"	"1085"	"13589"	"30220"	"1824"	"1470"	"1385"	"6432"	"1462"	"3504"	"10362"	"132841"
"248"	"Postal Ballot"	"4"	"58"	"0"	"0"	"4"	"32"	"0"	"0"	"0"	"1"	"0"	"0"	"5"	"104"
"249"	"Grand Total:"	"14655"	"45990"	"925"	"1085"	"13593"	"30252"	"1824"	"1470"	"1385"	"6433"	"1462"	"3504"	"10367"	"132945"
"250"	"Place:  Khagaria                                                                                                                                                 Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"Date: 24/11/2010                                                                                                                                  Assembly Constituency :150---Beldaur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
