"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"
"88"	"57"	"167"	"5"	"4"	"5"	"24"	"39"	"3"	"2"	"1"	"7"	"7"	"3"	"1"	"2"	"2"	"8"	"6"	"26"	"16"	"0"	"2"	"45"	"1"	"3"	"1"	"13"	"2"	"15"	"6"	"416"	"0"	"416"	"0"
"89"	"58"	"72"	"0"	"2"	"1"	"17"	"121"	"16"	"1"	"1"	"9"	"13"	"22"	"1"	"6"	"16"	"14"	"5"	"2"	"1"	"0"	"0"	"62"	"2"	"3"	"1"	"2"	"1"	"5"	"4"	"400"	"0"	"400"	"0"
"90"	"59"	"145"	"3"	"3"	"10"	"141"	"53"	"11"	"3"	"6"	"8"	"9"	"17"	"7"	"12"	"5"	"22"	"9"	"4"	"87"	"6"	"11"	"54"	"7"	"12"	"11"	"16"	"10"	"14"	"27"	"723"	"0"	"723"	"0"
"91"	"60"	"38"	"4"	"10"	"11"	"73"	"275"	"8"	"6"	"5"	"9"	"6"	"39"	"3"	"11"	"9"	"2"	"15"	"20"	"11"	"5"	"11"	"113"	"7"	"14"	"8"	"32"	"4"	"17"	"7"	"773"	"0"	"773"	"0"
"92"	"61"	"111"	"0"	"4"	"5"	"56"	"113"	"4"	"6"	"4"	"7"	"13"	"20"	"2"	"13"	"8"	"21"	"5"	"5"	"1"	"2"	"0"	"79"	"1"	"1"	"4"	"6"	"0"	"7"	"8"	"506"	"0"	"506"	"0"
"93"	"61(A)"	"78"	"1"	"21"	"4"	"45"	"82"	"3"	"4"	"2"	"3"	"10"	"14"	"5"	"12"	"6"	"11"	"5"	"13"	"13"	"1"	"3"	"73"	"1"	"2"	"4"	"6"	"4"	"3"	"5"	"434"	"0"	"434"	"0"
"94"	"62"	"263"	"9"	"9"	"7"	"31"	"83"	"3"	"2"	"3"	"6"	"7"	"11"	"2"	"10"	"9"	"6"	"10"	"6"	"18"	"2"	"2"	"26"	"1"	"1"	"1"	"4"	"0"	"9"	"2"	"543"	"0"	"543"	"0"
"95"	"63"	"123"	"1"	"1"	"9"	"7"	"133"	"1"	"1"	"1"	"4"	"7"	"8"	"1"	"15"	"4"	"8"	"4"	"9"	"4"	"0"	"2"	"115"	"4"	"3"	"1"	"4"	"4"	"20"	"8"	"502"	"0"	"502"	"0"
"96"	"64"	"118"	"0"	"1"	"1"	"13"	"185"	"4"	"2"	"2"	"1"	"6"	"15"	"0"	"47"	"6"	"15"	"22"	"1"	"11"	"2"	"3"	"44"	"4"	"9"	"12"	"5"	"15"	"16"	"19"	"579"	"0"	"579"	"0"
"97"	"65"	"252"	"4"	"60"	"11"	"100"	"179"	"2"	"1"	"2"	"7"	"14"	"26"	"5"	"14"	"9"	"24"	"16"	"11"	"13"	"4"	"2"	"38"	"3"	"4"	"8"	"13"	"16"	"28"	"23"	"889"	"0"	"889"	"0"
"98"	"66"	"24"	"12"	"4"	"2"	"24"	"66"	"1"	"0"	"1"	"5"	"1"	"4"	"2"	"4"	"3"	"8"	"11"	"379"	"13"	"1"	"1"	"25"	"4"	"6"	"1"	"4"	"1"	"5"	"5"	"617"	"0"	"617"	"0"
"99"	"67"	"134"	"5"	"5"	"8"	"172"	"135"	"4"	"2"	"4"	"1"	"10"	"30"	"5"	"5"	"10"	"15"	"6"	"23"	"7"	"0"	"2"	"30"	"1"	"1"	"2"	"7"	"1"	"5"	"2"	"632"	"0"	"632"	"0"
"100"	"Total Votes"	"1832"	"53"	"130"	"75"	"710"	"1712"	"65"	"33"	"37"	"75"	"117"	"239"	"37"	"161"	"94"	"182"	"128"	"521"	"200"	"29"	"42"	"923"	"44"	"72"	"59"	"120"	"69"	"161"	"133"	"8053"	"0"	"8053"	"0"
"101"	"Previo us round votes"	"9180"	"217"	"520"	"300"	"2906"	"5689"	"205"	"119"	"139"	"217"	"378"	"655"	"154"	"297"	"497"	"882"	"465"	"451"	"794"	"113"	"331"	"2840"	"184"	"213"	"267"	"220"	"147"	"882"	"433"	"29695"	"0"	"29695"	"0"
"102"	"Cumul ative Total Votes"	"11012"	"270"	"650"	"375"	"3616"	"7401"	"270"	"152"	"176"	"292"	"495"	"894"	"191"	"458"	"591"	"1064"	"593"	"972"	"994"	"142"	"373"	"3763"	"228"	"285"	"326"	"340"	"216"	"1043"	"566"	"37748"	"0"	"37748"	"0"
"103"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
"104"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"105"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"106"	"68"	"82"	"3"	"1"	"5"	"59"	"147"	"2"	"3"	"1"	"4"	"4"	"15"	"3"	"43"	"4"	"9"	"4"	"181"	"21"	"2"	"3"	"67"	"5"	"3"	"4"	"0"	"2"	"9"	"1"	"687"	"0"	"687"	"0"
"107"	"69"	"154"	"4"	"9"	"6"	"92"	"258"	"7"	"6"	"5"	"7"	"26"	"26"	"1"	"17"	"7"	"26"	"7"	"20"	"1"	"0"	"1"	"32"	"2"	"4"	"1"	"4"	"2"	"48"	"8"	"781"	"0"	"781"	"0"
"108"	"70"	"237"	"4"	"4"	"4"	"21"	"74"	"1"	"4"	"3"	"3"	"3"	"9"	"3"	"11"	"2"	"2"	"7"	"9"	"22"	"1"	"1"	"86"	"33"	"9"	"3"	"3"	"0"	"49"	"2"	"610"	"0"	"610"	"0"
"109"	"71"	"445"	"1"	"3"	"7"	"9"	"39"	"0"	"2"	"0"	"3"	"2"	"5"	"2"	"23"	"5"	"5"	"8"	"32"	"20"	"4"	"0"	"41"	"9"	"0"	"0"	"0"	"0"	"111"	"3"	"779"	"0"	"779"	"0"
"110"	"72"	"251"	"4"	"6"	"3"	"47"	"99"	"3"	"3"	"3"	"7"	"6"	"11"	"6"	"54"	"19"	"0"	"23"	"12"	"25"	"4"	"4"	"134"	"11"	"10"	"8"	"8"	"15"	"8"	"15"	"799"	"0"	"799"	"0"
"111"	"73"	"122"	"0"	"4"	"4"	"7"	"155"	"4"	"6"	"4"	"4"	"10"	"14"	"4"	"87"	"7"	"9"	"8"	"11"	"10"	"3"	"5"	"123"	"12"	"17"	"8"	"8"	"16"	"17"	"17"	"696"	"0"	"696"	"0"
"112"	"74"	"309"	"3"	"1"	"1"	"12"	"84"	"2"	"5"	"1"	"0"	"1"	"5"	"2"	"11"	"0"	"0"	"8"	"41"	"4"	"0"	"2"	"24"	"1"	"1"	"5"	"1"	"1"	"8"	"0"	"533"	"0"	"533"	"0"
"113"	"75"	"173"	"1"	"0"	"1"	"6"	"68"	"1"	"0"	"0"	"2"	"1"	"10"	"1"	"23"	"3"	"5"	"7"	"3"	"18"	"2"	"0"	"60"	"9"	"8"	"4"	"1"	"1"	"9"	"3"	"420"	"0"	"420"	"0"
"114"	"75(A)"	"94"	"2"	"3"	"9"	"12"	"142"	"13"	"4"	"1"	"6"	"3"	"6"	"2"	"31"	"6"	"13"	"9"	"8"	"15"	"3"	"3"	"31"	"10"	"3"	"1"	"3"	"2"	"10"	"2"	"447"	"0"	"447"	"0"
"115"	"76"	"198"	"2"	"1"	"22"	"18"	"98"	"4"	"1"	"0"	"3"	"6"	"9"	"5"	"35"	"4"	"7"	"10"	"34"	"5"	"0"	"1"	"22"	"2"	"7"	"1"	"2"	"3"	"46"	"5"	"551"	"0"	"551"	"0"
"116"	"77"	"238"	"2"	"2"	"5"	"28"	"184"	"2"	"3"	"1"	"8"	"9"	"10"	"15"	"159"	"22"	"14"	"4"	"7"	"3"	"2"	"0"	"9"	"2"	"1"	"2"	"1"	"4"	"7"	"8"	"752"	"0"	"752"	"0"
"117"	"78"	"330"	"4"	"1"	"6"	"5"	"32"	"2"	"0"	"1"	"2"	"0"	"2"	"1"	"21"	"2"	"8"	"4"	"16"	"6"	"1"	"1"	"80"	"2"	"1"	"0"	"1"	"0"	"119"	"3"	"651"	"0"	"651"	"0"
"118"	"79"	"206"	"3"	"3"	"3"	"9"	"155"	"3"	"5"	"1"	"0"	"11"	"17"	"2"	"26"	"6"	"9"	"9"	"5"	"9"	"2"	"4"	"151"	"8"	"19"	"4"	"9"	"7"	"41"	"5"	"732"	"0"	"732"	"0"
"119"	"80"	"230"	"2"	"1"	"1"	"9"	"182"	"6"	"5"	"5"	"11"	"18"	"35"	"8"	"28"	"19"	"44"	"12"	"3"	"38"	"1"	"3"	"50"	"7"	"7"	"5"	"9"	"5"	"8"	"24"	"776"	"0"	"776"	"0"
"120"	"Total Votes"	"3069"	"35"	"39"	"77"	"334"	"1717"	"50"	"47"	"26"	"60"	"100"	"174"	"55"	"569"	"106"	"151"	"120"	"382"	"197"	"25"	"28"	"910"	"113"	"90"	"46"	"50"	"58"	"490"	"96"	"9214"	"0"	"9214"	"0"
"121"	"Previo us round votes"	"11012"	"270"	"650"	"375"	"3616"	"7401"	"270"	"152"	"176"	"292"	"495"	"894"	"191"	"458"	"591"	"1064"	"593"	"972"	"994"	"142"	"373"	"3763"	"228"	"285"	"326"	"340"	"216"	"1043"	"566"	"37748"	"0"	"37748"	"0"
"122"	"Cumul ative Total Votes"	"14081"	"305"	"689"	"452"	"3950"	"9118"	"320"	"199"	"202"	"352"	"595"	"1068"	"246"	"1027"	"697"	"1215"	"713"	"1354"	"1191"	"167"	"401"	"4673"	"341"	"375"	"372"	"390"	"274"	"1533"	"662"	"46962"	"0"	"46962"	"0"
"123"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
"124"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"125"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"126"	"81"	"190"	"7"	"9"	"10"	"146"	"98"	"5"	"7"	"3"	"5"	"5"	"9"	"5"	"8"	"8"	"4"	"5"	"6"	"67"	"4"	"2"	"72"	"5"	"5"	"1"	"0"	"2"	"9"	"3"	"700"	"0"	"700"	"0"
"127"	"82"	"109"	"4"	"4"	"7"	"20"	"274"	"7"	"7"	"7"	"4"	"13"	"31"	"3"	"39"	"4"	"15"	"2"	"13"	"68"	"4"	"3"	"115"	"9"	"9"	"4"	"8"	"13"	"12"	"10"	"818"	"0"	"818"	"0"
"128"	"83"	"75"	"0"	"2"	"2"	"9"	"134"	"2"	"5"	"1"	"4"	"4"	"15"	"2"	"19"	"6"	"6"	"4"	"5"	"67"	"2"	"2"	"82"	"12"	"6"	"5"	"2"	"8"	"9"	"19"	"509"	"0"	"509"	"0"
"129"	"83(A)"	"47"	"3"	"4"	"2"	"44"	"46"	"0"	"2"	"1"	"9"	"10"	"18"	"4"	"9"	"11"	"8"	"2"	"0"	"231"	"3"	"3"	"30"	"5"	"3"	"6"	"1"	"3"	"4"	"6"	"515"	"0"	"515"	"0"
"130"	"84"	"161"	"3"	"5"	"3"	"19"	"31"	"2"	"3"	"4"	"2"	"6"	"2"	"2"	"8"	"4"	"13"	"8"	"4"	"33"	"5"	"0"	"195"	"4"	"2"	"2"	"8"	"2"	"4"	"16"	"551"	"0"	"551"	"0"
"131"	"85"	"60"	"0"	"9"	"4"	"8"	"268"	"5"	"3"	"2"	"7"	"18"	"20"	"4"	"11"	"8"	"3"	"12"	"4"	"49"	"5"	"10"	"126"	"15"	"6"	"7"	"1"	"2"	"14"	"3"	"684"	"0"	"684"	"0"
"132"	"86"	"121"	"2"	"10"	"3"	"74"	"126"	"16"	"1"	"3"	"1"	"8"	"10"	"3"	"10"	"1"	"5"	"9"	"0"	"57"	"5"	"3"	"57"	"70"	"6"	"1"	"4"	"1"	"5"	"7"	"619"	"0"	"619"	"0"
"133"	"87"	"133"	"3"	"12"	"2"	"1"	"79"	"4"	"2"	"2"	"1"	"2"	"7"	"1"	"20"	"5"	"4"	"5"	"6"	"3"	"2"	"1"	"11"	"0"	"0"	"2"	"1"	"1"	"7"	"5"	"322"	"0"	"322"	"0"
"134"	"88"	"124"	"8"	"1"	"3"	"3"	"36"	"1"	"0"	"0"	"2"	"3"	"5"	"0"	"6"	"4"	"9"	"5"	"2"	"9"	"2"	"2"	"28"	"1"	"2"	"0"	"1"	"1"	"9"	"2"	"269"	"0"	"269"	"0"
"135"	"89"	"64"	"0"	"6"	"8"	"18"	"176"	"5"	"4"	"8"	"2"	"2"	"18"	"3"	"7"	"5"	"3"	"4"	"3"	"76"	"2"	"2"	"43"	"22"	"4"	"6"	"9"	"1"	"6"	"3"	"510"	"0"	"510"	"0"
"136"	"89(A)"	"138"	"9"	"2"	"9"	"25"	"168"	"4"	"1"	"2"	"5"	"9"	"16"	"6"	"10"	"2"	"4"	"10"	"4"	"33"	"3"	"0"	"32"	"5"	"0"	"1"	"3"	"1"	"7"	"3"	"512"	"0"	"512"	"0"
"137"	"90"	"141"	"3"	"1"	"2"	"13"	"117"	"2"	"2"	"0"	"3"	"2"	"18"	"2"	"23"	"7"	"10"	"7"	"7"	"11"	"3"	"3"	"71"	"4"	"7"	"5"	"2"	"4"	"28"	"6"	"504"	"0"	"504"	"0"
"138"	"91"	"127"	"4"	"3"	"6"	"11"	"304"	"5"	"1"	"4"	"7"	"8"	"26"	"8"	"23"	"5"	"11"	"16"	"12"	"4"	"1"	"7"	"136"	"4"	"11"	"2"	"1"	"9"	"9"	"11"	"776"	"0"	"776"	"0"
"139"	"92"	"336"	"1"	"7"	"6"	"26"	"191"	"6"	"4"	"3"	"5"	"20"	"24"	"4"	"37"	"2"	"9"	"7"	"2"	"4"	"1"	"1"	"16"	"2"	"7"	"5"	"1"	"3"	"21"	"11"	"762"	"0"	"762"	"0"
"140"	"Total Votes"	"1826"	"47"	"75"	"67"	"417"	"2048"	"64"	"42"	"40"	"57"	"110"	"219"	"47"	"230"	"72"	"104"	"96"	"68"	"712"	"42"	"39"	"1014"	"158"	"68"	"47"	"42"	"51"	"144"	"105"	"8051"	"0"	"8051"	"0"
"141"	"Previo us round votes"	"14081"	"305"	"689"	"452"	"3950"	"9118"	"320"	"199"	"202"	"352"	"595"	"1068"	"246"	"1027"	"697"	"1215"	"713"	"1354"	"1191"	"167"	"401"	"4673"	"341"	"375"	"372"	"390"	"274"	"1533"	"662"	"46962"	"0"	"46962"	"0"
"142"	"Cumul ative Total Votes"	"15907"	"352"	"764"	"519"	"4367"	"11166"	"384"	"241"	"242"	"409"	"705"	"1287"	"293"	"1257"	"769"	"1319"	"809"	"1422"	"1903"	"209"	"440"	"5687"	"499"	"443"	"419"	"432"	"325"	"1677"	"767"	"55013"	"0"	"55013"	"0"
"143"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
"144"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"145"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"146"	"93"	"192"	"4"	"4"	"0"	"21"	"15"	"1"	"1"	"0"	"1"	"2"	"7"	"1"	"6"	"16"	"15"	"5"	"3"	"2"	"0"	"1"	"16"	"0"	"0"	"1"	"1"	"2"	"19"	"3"	"339"	"0"	"339"	"0"
"147"	"94"	"32"	"1"	"8"	"7"	"13"	"141"	"5"	"0"	"2"	"3"	"9"	"15"	"1"	"9"	"5"	"7"	"5"	"3"	"1"	"1"	"1"	"122"	"4"	"3"	"3"	"1"	"3"	"11"	"1"	"417"	"0"	"417"	"0"
"148"	"94(A)"	"96"	"11"	"11"	"3"	"47"	"110"	"4"	"1"	"1"	"9"	"8"	"14"	"3"	"15"	"3"	"10"	"5"	"6"	"3"	"1"	"2"	"33"	"4"	"1"	"4"	"1"	"2"	"11"	"4"	"423"	"0"	"423"	"0"
"149"	"95"	"128"	"4"	"9"	"10"	"21"	"303"	"9"	"1"	"2"	"4"	"4"	"31"	"5"	"9"	"1"	"6"	"13"	"10"	"0"	"26"	"2"	"64"	"2"	"5"	"2"	"9"	"2"	"25"	"4"	"711"	"0"	"711"	"0"
"150"	"96"	"38"	"6"	"1"	"6"	"50"	"112"	"6"	"4"	"4"	"6"	"6"	"10"	"6"	"7"	"4"	"8"	"7"	"4"	"7"	"5"	"7"	"33"	"64"	"13"	"2"	"8"	"7"	"31"	"24"	"486"	"0"	"486"	"0"
"151"	"97"	"65"	"4"	"8"	"22"	"46"	"140"	"1"	"6"	"1"	"6"	"7"	"12"	"8"	"21"	"12"	"4"	"4"	"6"	"2"	"2"	"1"	"32"	"12"	"2"	"5"	"9"	"0"	"26"	"1"	"465"	"0"	"465"	"0"
"152"	"98"	"96"	"9"	"1"	"3"	"15"	"382"	"10"	"3"	"2"	"7"	"19"	"30"	"5"	"57"	"4"	"9"	"8"	"12"	"4"	"5"	"3"	"21"	"12"	"7"	"3"	"3"	"10"	"32"	"7"	"779"	"0"	"779"	"0"
"153"	"99"	"142"	"7"	"8"	"2"	"3"	"216"	"10"	"2"	"2"	"7"	"18"	"28"	"6"	"32"	"7"	"15"	"10"	"45"	"5"	"2"	"1"	"19"	"10"	"8"	"2"	"3"	"6"	"8"	"2"	"626"	"0"	"626"	"0"
"154"	"100"	"75"	"2"	"15"	"3"	"108"	"121"	"2"	"1"	"0"	"5"	"8"	"24"	"4"	"82"	"3"	"16"	"6"	"26"	"5"	"2"	"5"	"49"	"1"	"3"	"4"	"8"	"1"	"5"	"2"	"586"	"0"	"586"	"0"
"155"	"101"	"26"	"1"	"1"	"1"	"62"	"74"	"3"	"3"	"4"	"2"	"5"	"12"	"0"	"1"	"2"	"6"	"5"	"60"	"5"	"2"	"3"	"66"	"3"	"4"	"3"	"14"	"1"	"5"	"4"	"378"	"0"	"378"	"0"
"156"	"101(A)"	"22"	"1"	"2"	"3"	"93"	"69"	"7"	"1"	"1"	"1"	"6"	"7"	"1"	"3"	"1"	"10"	"4"	"27"	"1"	"1"	"2"	"70"	"2"	"3"	"1"	"5"	"2"	"3"	"7"	"356"	"0"	"356"	"0"
"157"	"102"	"151"	"5"	"142"	"6"	"26"	"262"	"8"	"7"	"4"	"3"	"7"	"19"	"8"	"7"	"11"	"11"	"10"	"3"	"5"	"3"	"0"	"7"	"5"	"5"	"6"	"26"	"4"	"12"	"6"	"769"	"0"	"769"	"0"
"158"	"103"	"106"	"9"	"42"	"3"	"13"	"194"	"3"	"2"	"2"	"4"	"3"	"23"	"2"	"6"	"10"	"7"	"13"	"2"	"9"	"3"	"8"	"16"	"4"	"25"	"8"	"15"	"15"	"72"	"23"	"642"	"0"	"642"	"0"
"159"	"104"	"253"	"2"	"4"	"3"	"9"	"74"	"2"	"0"	"4"	"1"	"6"	"9"	"2"	"2"	"5"	"3"	"2"	"9"	"2"	"0"	"2"	"29"	"4"	"2"	"0"	"28"	"0"	"1"	"3"	"461"	"0"	"461"	"0"
"160"	"Total Votes"	"1422"	"66"	"256"	"72"	"527"	"2213"	"71"	"32"	"29"	"59"	"108"	"241"	"52"	"257"	"84"	"127"	"97"	"216"	"51"	"53"	"38"	"577"	"127"	"81"	"44"	"131"	"55"	"261"	"91"	"7438"	"0"	"7438"	"0"
"161"	"Previo us round votes"	"15907"	"352"	"764"	"519"	"4367"	"11166"	"384"	"241"	"242"	"409"	"705"	"1287"	"293"	"1257"	"769"	"1319"	"809"	"1422"	"1903"	"209"	"440"	"5687"	"499"	"443"	"419"	"432"	"325"	"1677"	"767"	"55013"	"0"	"55013"	"0"
"162"	"Cumul ative Total Votes"	"17329"	"418"	"1020"	"591"	"4894"	"13379"	"455"	"273"	"271"	"468"	"813"	"1528"	"345"	"1514"	"853"	"1446"	"906"	"1638"	"1954"	"262"	"478"	"6264"	"626"	"524"	"463"	"563"	"380"	"1938"	"858"	"62451"	"0"	"62451"	"0"
"163"	"Serial No. of Polling Staition"	"No. Of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Vote"	"No. of rejected votes"	"Total"	"No. of tender ed voters"
"164"	""	"Asha Devi"	"Dinesh Kumar Singh"	"Parash Nath Pathak"	"Binay Kumar Singh Bihari Bhaiya"	"Shiva Shankar Yadav"	"Amarje et Kushw aha"	"Arti Devi"	"Bijay Prakash Srivasta va"	"Manoj Kumar Singh"	"Mahat ma Singh"	"Rakesh Kumar Pandey"	"Vijay Kumar"	"Om Prakas h Singh"	"Krish ancha ndra Singh"	"Jayna rayan Tiwari"	"Jugul Kishor Singh"	"Jonha Devi"	"Dr. Tribhu wan Singh"	"Nand Lal Yadav"	"Param anand Gond"	"Bharat Bhagat"	"Rana Pratap Singh"	"Shahn avaj"	"Shiv Prasad Sharma"	"Shree niwas Yadav"	"Sanjay Kumar Singh"	"Satye ndra"	"Sudhir Kumar Jaiswal"	"Suresh Singh"	""	""	""	""
"165"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"
"166"	"105"	"129"	"3"	"3"	"1"	"5"	"133"	"1"	"3"	"1"	"2"	"6"	"10"	"3"	"4"	"5"	"6"	"8"	"2"	"7"	"3"	"2"	"3"	"1"	"1"	"6"	"2"	"2"	"1"	"2"	"355"	"0"	"355"	"0"
"167"	"106"	"78"	"4"	"159"	"3"	"133"	"86"	"9"	"2"	"3"	"7"	"15"	"29"	"3"	"22"	"15"	"26"	"5"	"29"	"4"	"2"	"7"	"40"	"15"	"5"	"6"	"17"	"4"	"12"	"6"	"746"	"0"	"746"	"0"
"168"	"107"	"246"	"3"	"4"	"50"	"117"	"162"	"1"	"2"	"1"	"1"	"3"	"5"	"1"	"1"	"13"	"6"	"1"	"9"	"1"	"1"	"1"	"37"	"0"	"2"	"1"	"10"	"0"	"18"	"0"	"697"	"0"	"697"	"0"
"169"	"108"	"32"	"1"	"0"	"4"	"18"	"141"	"3"	"0"	"0"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"13"	"0"	"224"	"0"	"224"	"0"
"170"	"109"	"138"	"4"	"12"	"32"	"118"	"286"	"8"	"1"	"2"	"5"	"17"	"27"	"8"	"3"	"10"	"27"	"1"	"2"	"18"	"6"	"8"	"32"	"4"	"6"	"17"	"10"	"4"	"55"	"6"	"867"	"0"	"867"	"0"
"171"	"110"	"41"	"2"	"4"	"309"	"119"	"36"	"1"	"2"	"2"	"1"	"2"	"10"	"7"	"3"	"12"	"9"	"1"	"2"	"7"	"1"	"6"	"5"	"1"	"5"	"1"	"1"	"2"	"0"	"4"	"596"	"0"	"596"	"0"
"172"	"111"	"137"	"3"	"5"	"3"	"3"	"173"	"4"	"2"	"0"	"2"	"6"	"21"	"2"	"8"	"35"	"20"	"13"	"74"	"11"	"2"	"3"	"122"	"6"	"4"	"5"	"5"	"3"	"7"	"11"	"690"	"0"	"690"	"0"
"173"	"112"	"105"	"5"	"7"	"4"	"20"	"61"	"4"	"1"	"5"	"8"	"4"	"5"	"6"	"15"	"184"	"21"	"6"	"0"	"29"	"1"	"4"	"14"	"2"	"3"	"2"	"1"	"2"	"5"	"13"	"537"	"0"	"537"	"0"
"174"	"113"	"271"	"8"	"2"	"5"	"96"	"175"	"9"	"6"	"2"	"10"	"5"	"16"	"4"	"5"	"33"	"13"	"19"	"3"	"6"	"4"	"4"	"3"	"3"	"10"	"6"	"6"	"2"	"25"	"14"	"765"	"0"	"765"	"0"
"175"	"114"	"146"	"5"	"4"	"13"	"189"	"177"	"4"	"4"	"4"	"6"	"6"	"17"	"5"	"12"	"4"	"8"	"15"	"5"	"9"	"3"	"8"	"9"	"8"	"5"	"11"	"13"	"9"	"15"	"14"	"728"	"0"	"728"	"0"
"176"	"115"	"57"	"3"	"2"	"4"	"67"	"231"	"7"	"3"	"1"	"2"	"7"	"23"	"0"	"2"	"2"	"8"	"10"	"1"	"4"	"1"	"2"	"10"	"1"	"3"	"1"	"67"	"1"	"29"	"2"	"551"	"0"	"551"	"0"
