"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"149"	""	"ASHOK GAGAN"	"KAMESH WAR KUMAR"	"BHAI VIRENDR A"	"VINOD KUMAR SINGH"	"SRIKANT NIRALA"	"GOPAL SINGH"	"RAJARA M RAY"	"SANJEET KUMAR"	"ANAND KUMAR"	"JAVAHA R SINGH"	"DEVANA ND YADAV"	"MANJU DEVI"	"MAHESH KUMAR"	"MINA DEVI"	"VISHAL"	"SUDHIR KUMAR"	""	""	""	""
"150"	"139"	"18"	"1"	"343"	"8"	"255"	"5"	"1"	"0"	"2"	"0"	"8"	"2"	"2"	"13"	"1"	"10"	"669"	"0"	"669"	"0"
"151"	"140"	"8"	"1"	"133"	"9"	"170"	"3"	"1"	"4"	"4"	"3"	"2"	"3"	"2"	"3"	"0"	"4"	"350"	"0"	"350"	"0"
"152"	"141"	"15"	"3"	"80"	"5"	"417"	"5"	"2"	"1"	"4"	"3"	"7"	"6"	"1"	"6"	"1"	"3"	"559"	"0"	"559"	"0"
"153"	"142"	"10"	"1"	"158"	"5"	"497"	"11"	"1"	"1"	"2"	"6"	"6"	"13"	"2"	"4"	"1"	"4"	"722"	"0"	"722"	"0"
"154"	"143"	"13"	"15"	"288"	"10"	"323"	"3"	"1"	"0"	"4"	"7"	"15"	"5"	"5"	"13"	"2"	"15"	"719"	"0"	"719"	"0"
"155"	"144"	"2"	"6"	"138"	"5"	"332"	"4"	"0"	"0"	"4"	"3"	"1"	"2"	"1"	"3"	"0"	"1"	"502"	"0"	"502"	"0"
"156"	"145"	"14"	"3"	"181"	"5"	"247"	"2"	"0"	"1"	"2"	"1"	"3"	"0"	"0"	"6"	"0"	"4"	"469"	"0"	"469"	"0"
"157"	"146"	"5"	"2"	"122"	"3"	"543"	"10"	"0"	"1"	"3"	"7"	"3"	"8"	"0"	"2"	"1"	"6"	"716"	"0"	"716"	"0"
"158"	"147"	"13"	"2"	"200"	"7"	"409"	"11"	"1"	"2"	"3"	"3"	"16"	"9"	"1"	"6"	"0"	"4"	"687"	"0"	"687"	"0"
"159"	"148"	"3"	"0"	"235"	"2"	"18"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"9"	"0"	"1"	"272"	"0"	"272"	"0"
"160"	"149"	"9"	"1"	"302"	"4"	"28"	"1"	"0"	"0"	"3"	"1"	"7"	"1"	"3"	"16"	"0"	"8"	"384"	"0"	"384"	"0"
"161"	"150"	"22"	"10"	"327"	"3"	"48"	"1"	"1"	"0"	"1"	"1"	"5"	"2"	"2"	"6"	"1"	"10"	"440"	"0"	"440"	"0"
"162"	"151"	"71"	"5"	"282"	"12"	"265"	"16"	"3"	"4"	"3"	"7"	"14"	"3"	"6"	"10"	"5"	"17"	"723"	"0"	"723"	"0"
"163"	"152"	"10"	"13"	"424"	"5"	"155"	"2"	"2"	"0"	"2"	"1"	"7"	"2"	"3"	"12"	"0"	"11"	"649"	"0"	"649"	"0"
"164"	"153"	"10"	"7"	"217"	"18"	"188"	"11"	"2"	"0"	"2"	"5"	"9"	"4"	"4"	"5"	"4"	"13"	"499"	"0"	"499"	"0"
"165"	"154"	"25"	"50"	"63"	"12"	"274"	"9"	"2"	"2"	"2"	"2"	"7"	"6"	"6"	"7"	"5"	"14"	"486"	"0"	"486"	"0"
"166"	"155"	"92"	"13"	"464"	"14"	"77"	"2"	"1"	"2"	"2"	"2"	"7"	"4"	"5"	"16"	"5"	"20"	"726"	"0"	"726"	"0"
"167"	"156"	"4"	"6"	"351"	"4"	"12"	"0"	"0"	"0"	"2"	"1"	"11"	"4"	"3"	"4"	"2"	"9"	"413"	"0"	"413"	"0"
"168"	"157"	"10"	"2"	"187"	"42"	"37"	"4"	"0"	"2"	"0"	"1"	"5"	"2"	"1"	"8"	"1"	"9"	"311"	"0"	"311"	"0"
"169"	"158"	"58"	"15"	"102"	"3"	"244"	"35"	"6"	"3"	"2"	"10"	"9"	"5"	"5"	"8"	"7"	"14"	"526"	"0"	"526"	"0"
"170"	"159"	"20"	"9"	"384"	"13"	"68"	"2"	"2"	"4"	"7"	"2"	"11"	"3"	"10"	"12"	"0"	"4"	"551"	"0"	"551"	"0"
"171"	"160"	"72"	"7"	"56"	"109"	"167"	"4"	"1"	"2"	"1"	"4"	"4"	"9"	"2"	"4"	"8"	"8"	"458"	"0"	"458"	"0"
"172"	"161"	"10"	"8"	"426"	"17"	"59"	"9"	"3"	"3"	"1"	"2"	"7"	"7"	"6"	"22"	"4"	"17"	"601"	"0"	"601"	"0"
"173"	"162"	"5"	"1"	"331"	"9"	"58"	"5"	"15"	"0"	"1"	"4"	"7"	"1"	"2"	"21"	"3"	"11"	"474"	"0"	"474"	"0"
"174"	"163"	"43"	"5"	"95"	"7"	"497"	"10"	"4"	"1"	"8"	"6"	"4"	"3"	"1"	"5"	"2"	"6"	"697"	"0"	"697"	"0"
"175"	"164"	"51"	"4"	"54"	"15"	"382"	"6"	"3"	"1"	"2"	"5"	"4"	"2"	"1"	"5"	"6"	"8"	"549"	"0"	"549"	"0"
"176"	"165"	"25"	"6"	"192"	"45"	"386"	"19"	"7"	"5"	"13"	"12"	"13"	"10"	"13"	"20"	"7"	"37"	"810"	"0"	"810"	"0"
"177"	"166"	"19"	"16"	"504"	"20"	"110"	"6"	"4"	"1"	"10"	"5"	"11"	"6"	"10"	"21"	"4"	"36"	"783"	"0"	"783"	"0"
"178"	"167"	"18"	"1"	"104"	"19"	"181"	"24"	"0"	"2"	"2"	"3"	"9"	"4"	"1"	"4"	"3"	"14"	"389"	"0"	"389"	"0"
"179"	"168"	"27"	"0"	"131"	"7"	"162"	"6"	"2"	"3"	"8"	"6"	"7"	"4"	"3"	"7"	"2"	"3"	"378"	"0"	"378"	"0"
"180"	"169"	"9"	"3"	"260"	"1"	"12"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"3"	"294"	"0"	"294"	"0"
"181"	"170"	"15"	"0"	"287"	"19"	"233"	"2"	"1"	"0"	"3"	"3"	"5"	"4"	"2"	"7"	"1"	"10"	"592"	"0"	"592"	"0"
"182"	"171"	"61"	"1"	"105"	"13"	"194"	"5"	"1"	"0"	"0"	"3"	"2"	"1"	"3"	"1"	"0"	"5"	"395"	"0"	"395"	"0"
"183"	"172"	"25"	"1"	"164"	"2"	"64"	"4"	"2"	"0"	"5"	"1"	"8"	"2"	"0"	"5"	"1"	"7"	"291"	"0"	"291"	"0"
"184"	"173"	"5"	"3"	"483"	"9"	"17"	"6"	"0"	"1"	"0"	"1"	"4"	"1"	"0"	"6"	"0"	"2"	"538"	"0"	"538"	"0"
"185"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"186"	""	"ASHOK GAGAN"	"KAMESH WAR KUMAR"	"BHAI VIRENDR A"	"VINOD KUMAR SINGH"	"SRIKANT NIRALA"	"GOPAL SINGH"	"RAJARA M RAY"	"SANJEET KUMAR"	"ANAND KUMAR"	"JAVAHA R SINGH"	"DEVANA ND YADAV"	"MANJU DEVI"	"MAHESH KUMAR"	"MINA DEVI"	"VISHAL"	"SUDHIR KUMAR"	""	""	""	""
"187"	"174"	"48"	"5"	"243"	"29"	"168"	"8"	"6"	"4"	"1"	"5"	"9"	"6"	"14"	"21"	"7"	"22"	"596"	"0"	"596"	"0"
"188"	"175"	"2"	"0"	"183"	"2"	"33"	"0"	"1"	"0"	"1"	"1"	"3"	"0"	"1"	"3"	"0"	"2"	"232"	"0"	"232"	"0"
"189"	"176"	"18"	"1"	"11"	"5"	"128"	"8"	"0"	"1"	"0"	"5"	"3"	"2"	"1"	"5"	"2"	"1"	"191"	"0"	"191"	"0"
"190"	"177"	"52"	"0"	"1"	"0"	"142"	"2"	"0"	"0"	"1"	"5"	"3"	"0"	"0"	"0"	"0"	"3"	"209"	"0"	"209"	"0"
"191"	"178"	"18"	"11"	"326"	"9"	"255"	"1"	"0"	"1"	"1"	"3"	"1"	"3"	"1"	"2"	"0"	"1"	"633"	"0"	"633"	"0"
"192"	"179"	"126"	"31"	"158"	"44"	"226"	"14"	"4"	"0"	"9"	"3"	"15"	"8"	"8"	"9"	"8"	"20"	"683"	"0"	"683"	"0"
"193"	"180"	"103"	"10"	"388"	"7"	"193"	"8"	"0"	"5"	"10"	"8"	"6"	"5"	"11"	"13"	"4"	"15"	"786"	"0"	"786"	"0"
"194"	"181"	"388"	"3"	"64"	"4"	"100"	"4"	"0"	"1"	"0"	"1"	"5"	"1"	"3"	"4"	"0"	"4"	"582"	"0"	"582"	"0"
"195"	"182"	"153"	"3"	"56"	"1"	"177"	"7"	"1"	"0"	"2"	"5"	"4"	"0"	"4"	"1"	"2"	"9"	"425"	"0"	"425"	"0"
"196"	"183"	"73"	"1"	"117"	"12"	"106"	"48"	"5"	"2"	"8"	"7"	"8"	"3"	"8"	"4"	"3"	"14"	"419"	"0"	"419"	"0"
"197"	"184"	"75"	"4"	"333"	"84"	"77"	"7"	"3"	"3"	"5"	"5"	"14"	"5"	"5"	"15"	"8"	"16"	"659"	"0"	"659"	"0"
"198"	"185"	"96"	"1"	"38"	"2"	"139"	"5"	"1"	"0"	"2"	"2"	"3"	"3"	"1"	"6"	"2"	"2"	"303"	"0"	"303"	"0"
"199"	"186"	"56"	"8"	"252"	"5"	"196"	"5"	"1"	"0"	"2"	"3"	"2"	"5"	"0"	"7"	"0"	"6"	"548"	"0"	"548"	"0"
"200"	"187"	"20"	"10"	"520"	"6"	"76"	"10"	"7"	"0"	"2"	"2"	"11"	"2"	"5"	"30"	"4"	"18"	"723"	"0"	"723"	"0"
"201"	"188"	"32"	"3"	"277"	"6"	"316"	"2"	"0"	"0"	"3"	"4"	"7"	"1"	"2"	"13"	"3"	"8"	"677"	"0"	"677"	"0"
"202"	"189"	"44"	"4"	"144"	"10"	"379"	"14"	"2"	"3"	"8"	"7"	"10"	"6"	"8"	"7"	"2"	"14"	"662"	"0"	"662"	"0"
"203"	"190"	"41"	"5"	"255"	"10"	"424"	"17"	"3"	"4"	"6"	"11"	"9"	"9"	"4"	"20"	"5"	"14"	"837"	"0"	"837"	"0"
"204"	"191"	"83"	"1"	"55"	"15"	"227"	"79"	"3"	"2"	"5"	"12"	"10"	"5"	"4"	"6"	"4"	"8"	"519"	"0"	"519"	"0"
"205"	"192"	"19"	"5"	"383"	"8"	"129"	"1"	"13"	"0"	"1"	"4"	"4"	"2"	"3"	"4"	"3"	"7"	"586"	"0"	"586"	"0"
"206"	"193"	"9"	"1"	"50"	"26"	"244"	"99"	"9"	"9"	"6"	"24"	"13"	"18"	"4"	"2"	"2"	"10"	"526"	"0"	"526"	"0"
"207"	"194"	"16"	"7"	"311"	"10"	"272"	"41"	"3"	"2"	"6"	"10"	"8"	"6"	"9"	"18"	"3"	"13"	"735"	"0"	"735"	"0"
"208"	"195"	"30"	"10"	"154"	"1"	"276"	"13"	"2"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"492"	"0"	"492"	"0"
"209"	"196"	"33"	"0"	"63"	"1"	"227"	"10"	"2"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"3"	"344"	"0"	"344"	"0"
"210"	"197"	"57"	"4"	"227"	"7"	"329"	"12"	"4"	"2"	"2"	"4"	"8"	"4"	"1"	"4"	"1"	"2"	"668"	"0"	"668"	"0"
"211"	"198"	"68"	"2"	"243"	"36"	"277"	"32"	"15"	"2"	"6"	"7"	"6"	"8"	"5"	"5"	"3"	"13"	"728"	"0"	"728"	"0"
"212"	"199"	"35"	"2"	"121"	"6"	"259"	"11"	"5"	"1"	"5"	"2"	"5"	"4"	"5"	"2"	"2"	"7"	"472"	"0"	"472"	"0"
"213"	"200"	"56"	"3"	"192"	"29"	"344"	"10"	"1"	"1"	"4"	"7"	"11"	"9"	"2"	"4"	"0"	"8"	"681"	"0"	"681"	"0"
"214"	"201"	"32"	"8"	"295"	"6"	"221"	"9"	"1"	"1"	"4"	"6"	"10"	"9"	"2"	"3"	"1"	"2"	"610"	"0"	"610"	"0"
"215"	"202"	"14"	"1"	"254"	"4"	"71"	"9"	"1"	"0"	"0"	"1"	"4"	"1"	"2"	"11"	"1"	"3"	"377"	"0"	"377"	"0"
"216"	"203"	"27"	"6"	"177"	"8"	"303"	"56"	"6"	"3"	"6"	"7"	"18"	"4"	"7"	"14"	"0"	"13"	"655"	"0"	"655"	"0"
"217"	"204"	"44"	"7"	"232"	"6"	"286"	"137"	"3"	"2"	"6"	"10"	"8"	"0"	"3"	"3"	"4"	"9"	"760"	"0"	"760"	"0"
"218"	"205"	"18"	"2"	"107"	"20"	"164"	"193"	"4"	"3"	"9"	"20"	"26"	"8"	"8"	"11"	"5"	"20"	"618"	"0"	"618"	"0"
"219"	"206"	"4"	"23"	"27"	"2"	"182"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"245"	"0"	"245"	"0"
"220"	"207"	"9"	"2"	"345"	"4"	"168"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"537"	"0"	"537"	"0"
"221"	"208"	"8"	"1"	"145"	"9"	"185"	"13"	"1"	"2"	"6"	"5"	"6"	"2"	"4"	"6"	"4"	"9"	"406"	"0"	"406"	"0"
"222"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"223"	""	"ASHOK GAGAN"	"KAMESH WAR KUMAR"	"BHAI VIRENDR A"	"VINOD KUMAR SINGH"	"SRIKANT NIRALA"	"GOPAL SINGH"	"RAJARA M RAY"	"SANJEET KUMAR"	"ANAND KUMAR"	"JAVAHA R SINGH"	"DEVANA ND YADAV"	"MANJU DEVI"	"MAHESH KUMAR"	"MINA DEVI"	"VISHAL"	"SUDHIR KUMAR"	""	""	""	""
"224"	"209"	"21"	"6"	"405"	"10"	"42"	"7"	"2"	"3"	"3"	"2"	"6"	"2"	"10"	"22"	"4"	"6"	"551"	"0"	"551"	"0"
"225"	"210"	"5"	"0"	"9"	"0"	"196"	"3"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"1"	"0"	"0"	"218"	"0"	"218"	"0"
"226"	"211"	"4"	"1"	"47"	"1"	"48"	"2"	"0"	"1"	"0"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"111"	"0"	"111"	"0"
"227"	"212"	"36"	"3"	"108"	"6"	"354"	"17"	"2"	"1"	"2"	"6"	"3"	"6"	"0"	"3"	"0"	"2"	"549"	"0"	"549"	"0"
"228"	"213"	"79"	"9"	"200"	"6"	"278"	"22"	"0"	"3"	"2"	"4"	"9"	"5"	"0"	"8"	"1"	"9"	"635"	"0"	"635"	"0"
"229"	"214"	"18"	"5"	"244"	"5"	"256"	"15"	"0"	"2"	"0"	"3"	"8"	"9"	"4"	"1"	"5"	"1"	"576"	"0"	"576"	"0"
"230"	"215"	"33"	"10"	"347"	"4"	"158"	"5"	"0"	"1"	"2"	"4"	"10"	"2"	"3"	"18"	"1"	"8"	"606"	"0"	"606"	"0"
"231"	"216"	"44"	"0"	"126"	"3"	"169"	"9"	"1"	"1"	"0"	"2"	"6"	"3"	"1"	"5"	"1"	"7"	"378"	"0"	"378"	"0"
"232"	"217"	"28"	"3"	"386"	"7"	"136"	"4"	"1"	"1"	"0"	"1"	"6"	"2"	"2"	"4"	"0"	"3"	"584"	"0"	"584"	"0"
"233"	"218"	"4"	"6"	"15"	"2"	"244"	"9"	"1"	"0"	"2"	"2"	"3"	"2"	"0"	"2"	"0"	"2"	"294"	"0"	"294"	"0"
"234"	"219"	"20"	"7"	"91"	"1"	"314"	"9"	"0"	"1"	"2"	"3"	"7"	"4"	"0"	"3"	"2"	"3"	"467"	"0"	"467"	"0"
"235"	"220"	"28"	"2"	"250"	"1"	"59"	"3"	"1"	"0"	"0"	"2"	"1"	"2"	"0"	"1"	"0"	"1"	"351"	"0"	"351"	"0"
"236"	"221"	"14"	"1"	"71"	"9"	"207"	"4"	"1"	"0"	"3"	"1"	"7"	"1"	"2"	"2"	"1"	"2"	"326"	"0"	"326"	"0"
"237"	"222"	"7"	"1"	"99"	"3"	"142"	"9"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"3"	"3"	"4"	"277"	"0"	"277"	"0"
"238"	"223"	"19"	"5"	"175"	"10"	"244"	"5"	"0"	"0"	"2"	"3"	"10"	"9"	"2"	"12"	"2"	"7"	"505"	"0"	"505"	"0"
"239"	"224"	"14"	"3"	"137"	"5"	"184"	"5"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"2"	"356"	"0"	"356"	"0"
"240"	"225"	"15"	"1"	"104"	"1"	"49"	"79"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"254"	"0"	"254"	"0"
"241"	"226"	"17"	"3"	"33"	"1"	"91"	"322"	"2"	"2"	"1"	"2"	"6"	"1"	"2"	"0"	"3"	"2"	"488"	"0"	"488"	"0"
"242"	"227"	"39"	"1"	"37"	"2"	"108"	"214"	"1"	"0"	"6"	"6"	"6"	"3"	"0"	"0"	"2"	"2"	"427"	"0"	"427"	"0"
"243"	"228"	"17"	"0"	"77"	"1"	"73"	"69"	"9"	"0"	"4"	"14"	"9"	"3"	"4"	"4"	"2"	"7"	"293"	"0"	"293"	"0"
"244"	"229"	"31"	"0"	"73"	"8"	"147"	"28"	"4"	"0"	"2"	"7"	"2"	"1"	"1"	"4"	"3"	"3"	"314"	"0"	"314"	"0"
"245"	"230"	"11"	"1"	"141"	"5"	"211"	"57"	"4"	"2"	"2"	"3"	"5"	"3"	"4"	"4"	"6"	"8"	"467"	"0"	"467"	"0"
"246"	"231"	"13"	"0"	"96"	"11"	"215"	"146"	"3"	"4"	"4"	"12"	"15"	"6"	"3"	"5"	"1"	"7"	"541"	"0"	"541"	"0"
"247"	"232"	"61"	"0"	"55"	"3"	"230"	"176"	"6"	"4"	"5"	"13"	"8"	"2"	"3"	"3"	"0"	"3"	"572"	"0"	"572"	"0"
"248"	"233"	"44"	"0"	"68"	"3"	"205"	"83"	"2"	"2"	"1"	"11"	"5"	"1"	"1"	"0"	"1"	"4"	"431"	"0"	"431"	"0"
"249"	"234"	"7"	"0"	"5"	"2"	"121"	"4"	"0"	"1"	"2"	"1"	"0"	"6"	"1"	"2"	"1"	"4"	"157"	"0"	"157"	"0"
"250"	"235"	"31"	"0"	"46"	"4"	"280"	"15"	"2"	"0"	"6"	"4"	"6"	"3"	"2"	"2"	"0"	"2"	"403"	"0"	"403"	"0"
"251"	"236"	"18"	"1"	"28"	"1"	"66"	"31"	"1"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"152"	"0"	"152"	"0"
"252"	"237"	"12"	"0"	"108"	"2"	"181"	"4"	"1"	"0"	"1"	"3"	"3"	"1"	"0"	"6"	"1"	"4"	"327"	"0"	"327"	"0"
"253"	"238"	"13"	"0"	"50"	"2"	"267"	"3"	"1"	"1"	"4"	"2"	"1"	"7"	"1"	"1"	"1"	"0"	"354"	"0"	"354"	"0"
"254"	"239"	"59"	"0"	"77"	"3"	"214"	"3"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"364"	"0"	"364"	"0"
"255"	"240"	"17"	"0"	"87"	"4"	"415"	"18"	"1"	"1"	"3"	"2"	"2"	"1"	"1"	"2"	"0"	"0"	"554"	"0"	"554"	"0"
"256"	"241"	"18"	"1"	"131"	"10"	"24"	"94"	"2"	"2"	"3"	"8"	"12"	"5"	"7"	"6"	"5"	"11"	"339"	"0"	"339"	"0"
"257"	"242"	"32"	"5"	"144"	"4"	"319"	"10"	"0"	"0"	"3"	"9"	"8"	"5"	"0"	"9"	"2"	"8"	"558"	"0"	"558"	"0"
"258"	"243"	"1"	"5"	"306"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"5"	"0"	"1"	"323"	"0"	"323"	"0"
"259"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"260"	""	"ASHOK GAGAN"	"KAMESH WAR KUMAR"	"BHAI VIRENDR A"	"VINOD KUMAR SINGH"	"SRIKANT NIRALA"	"GOPAL SINGH"	"RAJARA M RAY"	"SANJEET KUMAR"	"ANAND KUMAR"	"JAVAHA R SINGH"	"DEVANA ND YADAV"	"MANJU DEVI"	"MAHESH KUMAR"	"MINA DEVI"	"VISHAL"	"SUDHIR KUMAR"	""	""	""	""
"261"	"244"	"9"	"0"	"239"	"6"	"230"	"3"	"1"	"1"	"3"	"0"	"6"	"2"	"0"	"0"	"1"	"2"	"503"	"0"	"503"	"0"
"262"	"245"	"26"	"3"	"120"	"7"	"186"	"9"	"2"	"0"	"1"	"1"	"5"	"2"	"2"	"2"	"0"	"2"	"368"	"0"	"368"	"0"
"263"	"246"	"17"	"6"	"203"	"19"	"248"	"6"	"0"	"0"	"4"	"5"	"13"	"6"	"1"	"7"	"5"	"12"	"552"	"0"	"552"	"0"
"264"	"247"	"3"	"3"	"230"	"2"	"27"	"0"	"3"	"0"	"0"	"1"	"2"	"1"	"2"	"4"	"2"	"3"	"283"	"0"	"283"	"0"
"265"	"248"	"21"	"1"	"227"	"5"	"116"	"3"	"0"	"1"	"1"	"3"	"4"	"0"	"1"	"5"	"1"	"4"	"393"	"0"	"393"	"0"
"266"	"249"	"1"	"1"	"159"	"6"	"52"	"8"	"1"	"0"	"1"	"4"	"1"	"2"	"2"	"0"	"0"	"1"	"239"	"0"	"239"	"0"
"267"	"250"	"10"	"1"	"114"	"5"	"78"	"7"	"0"	"0"	"1"	"4"	"21"	"1"	"2"	"3"	"2"	"6"	"255"	"0"	"255"	"0"
"268"	"251"	"2"	"1"	"65"	"1"	"126"	"5"	"0"	"1"	"2"	"3"	"7"	"5"	"1"	"2"	"2"	"1"	"224"	"0"	"224"	"0"
"269"	"252"	"7"	"7"	"190"	"1"	"35"	"2"	"1"	"0"	"1"	"0"	"10"	"0"	"0"	"5"	"0"	"1"	"260"	"0"	"260"	"0"
"270"	"253"	"16"	"4"	"284"	"10"	"169"	"146"	"6"	"0"	"6"	"24"	"15"	"8"	"5"	"13"	"4"	"8"	"718"	"0"	"718"	"0"
"271"	"254"	"3"	"1"	"378"	"2"	"182"	"73"	"2"	"0"	"1"	"6"	"40"	"3"	"1"	"2"	"3"	"0"	"697"	"0"	"697"	"0"
"272"	"255"	"86"	"2"	"89"	"11"	"340"	"7"	"2"	"2"	"8"	"3"	"26"	"8"	"0"	"5"	"3"	"9"	"601"	"0"	"601"	"0"
"273"	"256"	"10"	"5"	"257"	"3"	"217"	"9"	"4"	"1"	"6"	"4"	"11"	"4"	"4"	"4"	"2"	"10"	"551"	"0"	"551"	"0"
"274"	"257"	"32"	"5"	"119"	"9"	"181"	"21"	"1"	"1"	"5"	"8"	"7"	"2"	"3"	"9"	"2"	"10"	"415"	"0"	"415"	"0"
"275"	"258"	"33"	"0"	"105"	"6"	"183"	"9"	"2"	"1"	"3"	"0"	"0"	"1"	"2"	"2"	"0"	"1"	"348"	"0"	"348"	"0"
"276"	"259"	"25"	"1"	"142"	"2"	"315"	"8"	"2"	"0"	"4"	"3"	"11"	"7"	"1"	"2"	"5"	"14"	"542"	"0"	"542"	"0"
"277"	"260"	"5"	"0"	"107"	"5"	"212"	"5"	"0"	"5"	"1"	"3"	"5"	"9"	"1"	"13"	"2"	"11"	"384"	"0"	"384"	"0"
"278"	"261"	"12"	"4"	"418"	"7"	"73"	"6"	"0"	"1"	"6"	"2"	"8"	"2"	"6"	"26"	"4"	"11"	"586"	"0"	"586"	"0"
"279"	"262"	"22"	"2"	"393"	"5"	"129"	"2"	"0"	"2"	"3"	"7"	"4"	"2"	"5"	"19"	"0"	"3"	"598"	"0"	"598"	"0"
"280"	"263"	"48"	"0"	"23"	"5"	"397"	"5"	"0"	"1"	"3"	"13"	"6"	"5"	"1"	"3"	"2"	"11"	"523"	"0"	"523"	"0"
"281"	"264"	"27"	"3"	"101"	"16"	"329"	"38"	"1"	"1"	"4"	"7"	"3"	"4"	"4"	"6"	"2"	"6"	"552"	"0"	"552"	"0"
"282"	"265"	"11"	"1"	"50"	"0"	"94"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"162"	"0"	"162"	"0"
"283"	"266"	"11"	"1"	"26"	"7"	"170"	"29"	"4"	"0"	"0"	"5"	"3"	"0"	"1"	"3"	"0"	"0"	"260"	"0"	"260"	"0"
"284"	"267"	"37"	"15"	"145"	"16"	"276"	"13"	"6"	"1"	"0"	"10"	"9"	"2"	"1"	"5"	"2"	"5"	"543"	"0"	"543"	"0"
"285"	"268"	"20"	"1"	"77"	"5"	"310"	"10"	"0"	"2"	"4"	"1"	"9"	"4"	"1"	"2"	"0"	"1"	"447"	"0"	"447"	"0"
"286"	"269"	"10"	"0"	"289"	"1"	"59"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"364"	"0"	"364"	"0"
"287"	"No. of votes recorded on postal ballot
papers"	"0"	"0"	"8"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"16"	"6"	"22"	"0"
"288"	"Total"	"5540"	"1514"	"57818"	"2307"	"48217"	"4764"	"452"	"392"	"862"	"1135"	"1949"	"1155"	"891"	"2308"	"916"	"2122"	"132342"	"6"	"132348"	"0"
