"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"220"	"203"	"A"	"8"	"117"	"154"	"10"	"5"	"1"	"4"	"5"	"8"	"46"	"13"	"33"	"404"
"221"	"204"	""	"6"	"198"	"45"	"13"	"2"	"1"	"3"	"2"	"1"	"5"	"9"	"24"	"309"
"222"	"204"	"A"	"9"	"158"	"69"	"4"	"5"	"0"	"0"	"1"	"3"	"9"	"1"	"8"	"267"
"223"	"205"	""	"4"	"229"	"73"	"34"	"2"	"0"	"0"	"0"	"1"	"3"	"1"	"4"	"351"
"224"	"206"	""	"20"	"145"	"281"	"11"	"6"	"3"	"6"	"7"	"13"	"47"	"14"	"54"	"607"
"225"	"207"	""	"11"	"200"	"278"	"18"	"2"	"2"	"1"	"5"	"8"	"31"	"17"	"39"	"612"
"226"	"208"	""	"48"	"127"	"248"	"16"	"37"	"4"	"3"	"3"	"14"	"49"	"11"	"76"	"636"
"227"	"209"	""	"11"	"78"	"356"	"17"	"2"	"2"	"3"	"3"	"1"	"49"	"3"	"10"	"535"
"228"	"210"	""	"8"	"437"	"142"	"10"	"2"	"3"	"1"	"1"	"3"	"3"	"6"	"14"	"630"
"229"	"211"	""	"9"	"394"	"104"	"9"	"6"	"1"	"2"	"0"	"26"	"5"	"0"	"2"	"558"
"230"	"212"	""	"8"	"179"	"206"	"12"	"2"	"2"	"2"	"1"	"5"	"14"	"1"	"10"	"442"
"231"	"213"	""	"0"	"138"	"79"	"2"	"1"	"0"	"1"	"0"	"1"	"4"	"0"	"3"	"229"
"232"	"214"	""	"3"	"37"	"182"	"4"	"2"	"1"	"2"	"0"	"2"	"1"	"0"	"7"	"241"
"233"	"215"	""	"22"	"121"	"158"	"3"	"3"	"3"	"1"	"0"	"4"	"6"	"2"	"17"	"340"
"234"	"216"	""	"12"	"97"	"310"	"6"	"6"	"4"	"8"	"7"	"12"	"52"	"11"	"41"	"566"
"235"	"217"	""	"38"	"178"	"245"	"5"	"6"	"7"	"4"	"3"	"19"	"12"	"15"	"84"	"616"
"236"	"218"	""	"19"	"136"	"422"	"20"	"4"	"3"	"8"	"4"	"16"	"37"	"13"	"76"	"758"
"237"	"219"	""	"12"	"222"	"247"	"16"	"2"	"2"	"6"	"3"	"5"	"11"	"3"	"27"	"556"
"238"	"220"	""	"21"	"231"	"127"	"8"	"3"	"5"	"5"	"2"	"6"	"12"	"12"	"48"	"480"
"239"	"221"	""	"9"	"134"	"92"	"11"	"0"	"2"	"2"	"4"	"5"	"20"	"1"	"7"	"287"
"240"	"222"	""	"10"	"234"	"246"	"5"	"3"	"0"	"1"	"1"	"6"	"7"	"8"	"17"	"538"
"241"	"Total"	""	"3195"	"45000"	"41473"	"4108"	"1001"	"586"	"905"	"689"	"1453"	"3677"	"1939"	"7665"	"111691"
"242"	"Postal Ballot"	""	"7"	"259"	"211"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"11"	"496"
"243"	"Grand Total"	""	"3202"	"45259"	"41684"	"4114"	"1001"	"587"	"905"	"689"	"1453"	"3677"	"1940"	"7676"	"112187"
"244"	"Place :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"Date:                                                                                                                                                                                                                      Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Assembly Constituency: 115--Baniapur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
