"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"176"	"146"	"318"	"2"	"19"	"81"	"29"	"4"	"1"	"3"	"4"	"5"	"2"	"10"	"9"	"84"	"33"	"604"
"177"	"147"	"225"	"1"	"18"	"61"	"10"	"1"	"3"	"3"	"3"	"6"	"5"	"8"	"10"	"42"	"16"	"412"
"178"	"148"	"149"	"5"	"17"	"154"	"13"	"2"	"3"	"5"	"4"	"9"	"4"	"26"	"14"	"42"	"19"	"466"
"179"	"149"	"215"	"3"	"2"	"84"	"17"	"2"	"1"	"4"	"3"	"4"	"2"	"3"	"1"	"12"	"5"	"358"
"180"	"150"	"323"	"3"	"5"	"57"	"40"	"1"	"5"	"9"	"2"	"9"	"5"	"7"	"5"	"99"	"17"	"587"
"181"	"151"	"171"	"1"	"22"	"245"	"20"	"5"	"1"	"7"	"7"	"5"	"5"	"37"	"17"	"107"	"19"	"669"
"182"	"152"	"137"	"7"	"47"	"128"	"11"	"4"	"6"	"3"	"7"	"4"	"4"	"25"	"15"	"358"	"30"	"786"
"183"	"153"	"597"	"6"	"8"	"34"	"7"	"6"	"2"	"0"	"2"	"5"	"0"	"4"	"9"	"90"	"10"	"780"
"184"	"154"	"420"	"3"	"7"	"316"	"10"	"2"	"3"	"2"	"2"	"6"	"4"	"16"	"8"	"53"	"19"	"871"
"185"	"155"	"374"	"1"	"1"	"49"	"6"	"0"	"2"	"1"	"4"	"6"	"3"	"5"	"3"	"132"	"6"	"593"
"186"	"156"	"95"	"5"	"8"	"66"	"9"	"8"	"1"	"4"	"4"	"5"	"2"	"11"	"23"	"313"	"24"	"578"
"187"	"157"	"80"	"3"	"9"	"112"	"7"	"2"	"6"	"2"	"3"	"3"	"4"	"23"	"22"	"169"	"14"	"459"
"188"	"158"	"157"	"2"	"4"	"5"	"40"	"2"	"1"	"2"	"0"	"6"	"4"	"0"	"9"	"139"	"3"	"374"
"189"	"159"	"175"	"4"	"2"	"7"	"32"	"4"	"2"	"6"	"0"	"3"	"0"	"1"	"4"	"95"	"12"	"347"
"190"	"160"	"215"	"1"	"4"	"11"	"217"	"10"	"7"	"9"	"5"	"9"	"11"	"9"	"13"	"61"	"35"	"617"
"191"	"161"	"108"	"6"	"5"	"36"	"6"	"4"	"2"	"0"	"4"	"1"	"0"	"7"	"9"	"157"	"7"	"352"
"192"	"161A"	"234"	"1"	"18"	"57"	"15"	"2"	"1"	"4"	"1"	"0"	"1"	"4"	"6"	"61"	"10"	"415"
"193"	"162"	"257"	"3"	"16"	"193"	"10"	"2"	"2"	"6"	"5"	"2"	"2"	"12"	"7"	"77"	"19"	"613"
"194"	"163"	"113"	"0"	"1"	"32"	"6"	"1"	"2"	"6"	"0"	"2"	"0"	"1"	"3"	"52"	"3"	"222"
"195"	"164"	"107"	"3"	"7"	"149"	"12"	"2"	"4"	"1"	"1"	"1"	"1"	"5"	"7"	"59"	"12"	"371"
"196"	"165"	"130"	"1"	"9"	"119"	"9"	"2"	"2"	"2"	"3"	"3"	"1"	"13"	"5"	"139"	"10"	"448"
"197"	"166"	"83"	"0"	"4"	"90"	"45"	"2"	"0"	"0"	"1"	"1"	"1"	"4"	"6"	"71"	"5"	"313"
"198"	"167"	"278"	"2"	"0"	"39"	"16"	"0"	"1"	"3"	"5"	"1"	"3"	"5"	"4"	"37"	"11"	"405"
"199"	"168"	"156"	"0"	"4"	"67"	"21"	"0"	"0"	"1"	"0"	"3"	"2"	"4"	"5"	"67"	"7"	"337"
"200"	"169"	"150"	"5"	"7"	"73"	"8"	"7"	"1"	"3"	"3"	"9"	"6"	"14"	"23"	"169"	"8"	"486"
"201"	"170"	"280"	"2"	"7"	"14"	"8"	"2"	"9"	"6"	"4"	"8"	"2"	"2"	"12"	"172"	"22"	"550"
"202"	"171"	"353"	"8"	"13"	"179"	"12"	"3"	"6"	"1"	"1"	"1"	"2"	"11"	"9"	"181"	"5"	"785"
"203"	"172"	"108"	"4"	"8"	"208"	"10"	"3"	"5"	"1"	"3"	"1"	"2"	"10"	"8"	"218"	"5"	"594"
"204"	"BOOTH NO"	"ANNU SHUKLA"	"CHANDRA MOHAN CHANCHAL"	"DEONARAYAN PRASAD"	"BINOD KUMAR PANJIYAR"	"BHARAT PRASAD SINGH"	"JAINANDA N RAI"	"GYANENDRA KUMAR SINGH"	"NAVAL KISHOR JHA"	"RANWEER KUMAR RAJAN"	"RUPESH KUMAR SINGH"	"VINOD KUMAR OJHA"	"ABHITABH KUMAR KAMLESH"	"TRIBHUVAN RAI"	"RAJ KUMAR SAH"	"SATYANARAI N THAKUR"	"Total Valid Votes"
"205"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"206"	"173"	"166"	"4"	"5"	"46"	"5"	"2"	"2"	"0"	"3"	"2"	"1"	"5"	"6"	"321"	"11"	"579"
"207"	"174"	"174"	"8"	"37"	"249"	"18"	"3"	"4"	"2"	"2"	"1"	"3"	"16"	"13"	"166"	"7"	"703"
"208"	"175"	"70"	"3"	"9"	"294"	"41"	"0"	"11"	"0"	"6"	"1"	"9"	"30"	"20"	"37"	"12"	"543"
"209"	"176"	"50"	"1"	"3"	"247"	"23"	"1"	"3"	"1"	"0"	"3"	"4"	"19"	"14"	"51"	"18"	"438"
"210"	"177"	"325"	"3"	"3"	"60"	"58"	"2"	"2"	"4"	"3"	"12"	"10"	"8"	"11"	"31"	"20"	"552"
"211"	"178"	"17"	"1"	"2"	"323"	"25"	"2"	"2"	"0"	"0"	"0"	"0"	"6"	"2"	"18"	"3"	"401"
"212"	"179"	"90"	"1"	"2"	"35"	"222"	"3"	"1"	"3"	"0"	"4"	"4"	"2"	"0"	"6"	"5"	"378"
"213"	"180"	"151"	"4"	"2"	"81"	"268"	"6"	"3"	"10"	"6"	"4"	"12"	"22"	"2"	"54"	"16"	"641"
"214"	"181"	"83"	"6"	"1"	"74"	"191"	"4"	"7"	"7"	"7"	"4"	"18"	"23"	"7"	"45"	"29"	"506"
"215"	"182"	"110"	"1"	"6"	"90"	"144"	"2"	"3"	"2"	"2"	"6"	"10"	"15"	"3"	"67"	"13"	"474"
"216"	"183"	"290"	"5"	"4"	"149"	"10"	"4"	"2"	"4"	"2"	"4"	"4"	"17"	"13"	"121"	"23"	"652"
"217"	"184"	"240"	"2"	"4"	"340"	"17"	"0"	"3"	"4"	"5"	"8"	"5"	"31"	"20"	"16"	"24"	"719"
"218"	"185"	"180"	"3"	"5"	"66"	"13"	"4"	"0"	"3"	"0"	"4"	"2"	"3"	"5"	"34"	"15"	"337"
"219"	"185A"	"199"	"2"	"1"	"89"	"17"	"4"	"1"	"8"	"8"	"5"	"2"	"11"	"9"	"88"	"15"	"459"
"220"	"186"	"118"	"1"	"1"	"220"	"10"	"1"	"1"	"1"	"1"	"1"	"4"	"30"	"3"	"45"	"6"	"443"
"221"	"187"	"198"	"0"	"1"	"34"	"10"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"119"	"4"	"369"
"222"	"188"	"258"	"4"	"6"	"182"	"19"	"11"	"5"	"3"	"6"	"9"	"2"	"17"	"8"	"130"	"14"	"674"
"223"	"189"	"288"	"0"	"1"	"54"	"8"	"0"	"2"	"0"	"2"	"1"	"0"	"14"	"0"	"3"	"5"	"378"
"224"	"190"	"181"	"3"	"4"	"108"	"27"	"4"	"0"	"0"	"0"	"6"	"5"	"10"	"4"	"24"	"16"	"392"
"225"	"191"	"527"	"4"	"2"	"132"	"9"	"2"	"0"	"2"	"3"	"3"	"2"	"16"	"2"	"13"	"12"	"729"
"226"	"192"	"234"	"9"	"8"	"269"	"27"	"3"	"1"	"4"	"3"	"4"	"3"	"17"	"13"	"43"	"18"	"656"
"227"	"193"	"233"	"6"	"2"	"56"	"187"	"3"	"2"	"3"	"1"	"1"	"4"	"2"	"4"	"6"	"5"	"515"
"228"	"194"	"330"	"5"	"2"	"130"	"12"	"0"	"0"	"1"	"2"	"2"	"1"	"5"	"1"	"88"	"11"	"590"
"229"	"195"	"350"	"5"	"2"	"211"	"8"	"2"	"3"	"2"	"2"	"7"	"0"	"4"	"6"	"34"	"15"	"651"
"230"	"196"	"151"	"4"	"7"	"75"	"136"	"6"	"3"	"8"	"17"	"9"	"4"	"10"	"10"	"31"	"12"	"483"
"231"	"197"	"246"	"2"	"3"	"41"	"130"	"2"	"1"	"1"	"11"	"7"	"5"	"4"	"4"	"35"	"13"	"505"
"232"	"198"	"441"	"11"	"9"	"104"	"26"	"1"	"8"	"4"	"6"	"7"	"3"	"7"	"7"	"101"	"32"	"767"
"233"	"199"	"309"	"2"	"14"	"45"	"52"	"2"	"1"	"7"	"5"	"13"	"5"	"6"	"5"	"85"	"24"	"575"
"234"	"200"	"277"	"5"	"7"	"173"	"12"	"5"	"3"	"3"	"6"	"9"	"4"	"20"	"20"	"201"	"21"	"766"
"235"	"201"	"318"	"3"	"6"	"87"	"8"	"2"	"0"	"1"	"1"	"5"	"1"	"11"	"3"	"23"	"7"	"476"
"236"	"202"	"167"	"5"	"9"	"45"	"9"	"5"	"2"	"2"	"1"	"9"	"4"	"10"	"6"	"101"	"14"	"389"
"237"	"203"	"57"	"3"	"1"	"91"	"3"	"1"	"2"	"5"	"2"	"4"	"3"	"12"	"5"	"86"	"15"	"290"
"238"	"BOOTH NO"	"ANNU SHUKLA"	"CHANDRA MOHAN CHANCHAL"	"DEONARAYAN PRASAD"	"BINOD KUMAR PANJIYAR"	"BHARAT PRASAD SINGH"	"JAINANDA N RAI"	"GYANENDRA KUMAR SINGH"	"NAVAL KISHOR JHA"	"RANWEER KUMAR RAJAN"	"RUPESH KUMAR SINGH"	"VINOD KUMAR OJHA"	"ABHITABH KUMAR KAMLESH"	"TRIBHUVAN RAI"	"RAJ KUMAR SAH"	"SATYANARAI N THAKUR"	"Total Valid Votes"
"239"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"240"	"204"	"237"	"4"	"6"	"77"	"41"	"3"	"11"	"8"	"6"	"2"	"2"	"4"	"3"	"129"	"2"	"535"
"241"	"205"	"215"	"6"	"5"	"235"	"17"	"7"	"2"	"7"	"6"	"6"	"0"	"29"	"18"	"235"	"9"	"797"
"242"	"206"	"415"	"2"	"0"	"29"	"9"	"1"	"1"	"0"	"0"	"2"	"1"	"9"	"4"	"3"	"3"	"479"
"243"	"207"	"147"	"2"	"2"	"41"	"11"	"0"	"0"	"0"	"2"	"7"	"1"	"10"	"3"	"140"	"10"	"376"
"244"	"208"	"255"	"3"	"5"	"23"	"46"	"1"	"0"	"6"	"1"	"10"	"2"	"4"	"9"	"248"	"18"	"631"
"245"	"209"	"176"	"3"	"6"	"82"	"52"	"1"	"1"	"1"	"0"	"8"	"1"	"7"	"11"	"89"	"9"	"447"
"246"	"209A"	"145"	"2"	"5"	"34"	"49"	"2"	"0"	"1"	"1"	"6"	"1"	"5"	"5"	"72"	"5"	"333"
"247"	"210"	"308"	"3"	"9"	"26"	"19"	"2"	"2"	"3"	"0"	"8"	"1"	"0"	"3"	"99"	"11"	"494"
"248"	"211"	"125"	"9"	"10"	"101"	"4"	"7"	"2"	"5"	"7"	"6"	"6"	"11"	"17"	"411"	"32"	"753"
"249"	"212"	"146"	"2"	"7"	"6"	"13"	"0"	"0"	"2"	"3"	"5"	"0"	"0"	"2"	"118"	"5"	"309"
"250"	"212A"	"258"	"1"	"14"	"21"	"65"	"2"	"1"	"5"	"2"	"9"	"4"	"2"	"3"	"67"	"20"	"474"
"251"	"213"	"442"	"1"	"7"	"72"	"12"	"1"	"4"	"4"	"1"	"6"	"5"	"11"	"7"	"300"	"20"	"893"
"252"	"214"	"338"	"9"	"4"	"13"	"5"	"1"	"3"	"5"	"1"	"7"	"2"	"1"	"8"	"95"	"11"	"503"
"253"	"215"	"301"	"3"	"5"	"179"	"17"	"3"	"3"	"5"	"2"	"8"	"6"	"31"	"16"	"51"	"24"	"654"
"254"	"216"	"442"	"2"	"4"	"17"	"6"	"2"	"1"	"2"	"1"	"2"	"1"	"10"	"4"	"34"	"18"	"546"
"255"	"217"	"459"	"1"	"0"	"1"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"471"
"256"	"218"	"199"	"8"	"57"	"62"	"21"	"4"	"1"	"17"	"5"	"13"	"3"	"16"	"11"	"100"	"22"	"539"
"257"	"219"	"180"	"3"	"11"	"90"	"6"	"3"	"2"	"4"	"1"	"11"	"7"	"10"	"17"	"158"	"25"	"528"
"258"	"220"	"254"	"5"	"4"	"41"	"8"	"10"	"7"	"5"	"2"	"8"	"3"	"5"	"6"	"197"	"16"	"571"
"259"	"221"	"70"	"2"	"1"	"107"	"9"	"3"	"3"	"4"	"3"	"4"	"7"	"17"	"11"	"144"	"20"	"405"
"260"	"222"	"433"	"5"	"5"	"93"	"37"	"4"	"4"	"11"	"10"	"17"	"5"	"6"	"10"	"155"	"26"	"821"
"261"	"223"	"154"	"8"	"6"	"187"	"3"	"4"	"3"	"0"	"3"	"3"	"4"	"34"	"15"	"135"	"25"	"584"
"262"	"224"	"406"	"2"	"1"	"20"	"5"	"2"	"4"	"1"	"1"	"4"	"1"	"2"	"2"	"67"	"13"	"531"
"263"	"225"	"269"	"5"	"7"	"83"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"5"	"56"	"12"	"457"
"264"	"225A"	"246"	"1"	"3"	"64"	"4"	"4"	"3"	"2"	"3"	"3"	"2"	"7"	"2"	"65"	"10"	"419"
"265"	"226"	"188"	"3"	"1"	"2"	"172"	"3"	"1"	"1"	"1"	"7"	"1"	"0"	"2"	"72"	"13"	"467"
"266"	"227"	"167"	"2"	"6"	"18"	"119"	"1"	"4"	"6"	"2"	"3"	"5"	"3"	"1"	"66"	"16"	"419"
"267"	"228"	"286"	"3"	"6"	"13"	"135"	"5"	"3"	"7"	"3"	"5"	"2"	"2"	"4"	"97"	"3"	"574"
"268"	"229"	"331"	"5"	"5"	"187"	"46"	"3"	"2"	"3"	"7"	"6"	"2"	"7"	"7"	"88"	"4"	"703"
"269"	"230"	"362"	"5"	"2"	"32"	"8"	"6"	"4"	"10"	"6"	"8"	"1"	"4"	"1"	"56"	"16"	"521"
"270"	"231"	"306"	"3"	"5"	"89"	"39"	"3"	"0"	"8"	"0"	"8"	"3"	"11"	"2"	"47"	"23"	"547"
"271"	"232"	"384"	"7"	"4"	"88"	"3"	"2"	"5"	"3"	"3"	"5"	"0"	"2"	"2"	"8"	"4"	"520"
"272"	"BOOTH NO"	"ANNU SHUKLA"	"CHANDRA MOHAN CHANCHAL"	"DEONARAYAN PRASAD"	"BINOD KUMAR PANJIYAR"	"BHARAT PRASAD SINGH"	"JAINANDA N RAI"	"GYANENDRA KUMAR SINGH"	"NAVAL KISHOR JHA"	"RANWEER KUMAR RAJAN"	"RUPESH KUMAR SINGH"	"VINOD KUMAR OJHA"	"ABHITABH KUMAR KAMLESH"	"TRIBHUVAN RAI"	"RAJ KUMAR SAH"	"SATYANARAI N THAKUR"	"Total Valid Votes"
"273"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"
"274"	"233"	"287"	"2"	"14"	"135"	"17"	"2"	"1"	"3"	"2"	"1"	"1"	"9"	"2"	"14"	"15"	"505"
"275"	"234"	"258"	"6"	"6"	"429"	"7"	"2"	"3"	"8"	"9"	"5"	"5"	"28"	"12"	"34"	"31"	"843"
"276"	"235"	"188"	"2"	"5"	"51"	"200"	"3"	"4"	"4"	"3"	"8"	"12"	"7"	"5"	"11"	"20"	"523"
"277"	"236"	"202"	"4"	"4"	"81"	"100"	"6"	"3"	"6"	"4"	"8"	"8"	"7"	"3"	"80"	"9"	"525"
"278"	"237"	"253"	"5"	"3"	"18"	"69"	"4"	"1"	"7"	"1"	"2"	"4"	"3"	"2"	"81"	"9"	"462"
"279"	"238"	"139"	"0"	"0"	"6"	"157"	"1"	"1"	"6"	"2"	"24"	"4"	"3"	"2"	"26"	"11"	"382"
"280"	"239"	"357"	"7"	"10"	"3"	"10"	"0"	"2"	"2"	"0"	"4"	"3"	"0"	"1"	"35"	"17"	"451"
"281"	"240"	"234"	"5"	"2"	"196"	"21"	"4"	"1"	"2"	"1"	"5"	"3"	"17"	"9"	"21"	"10"	"531"
"282"	"Total:"	"57953"	"1126"	"1628"	"22625"	"9793"	"785"	"632"	"904"	"760"	"1494"	"861"	"2834"	"2511"	"33935"	"4255"	"142096"
"283"	"Postal
Ballot"	"257"	"0"	"0"	"146"	"40"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"130"	"2"	"578"
"284"	"Grand Tot"	"58210"	"1126"	"1628"	"22771"	"9833"	"785"	"632"	"904"	"760"	"1495"	"861"	"2835"	"2512"	"34065"	"4257"	"142674"
"285"	"Place:  Hajipur                                                                                                                                                                                                                                                                                                     Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"Date: 11/24/2010                                                                                                                                                                                                                                                                                     Assembly Constituency :124---Lalganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
