"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"151"	""	"ARUN KUMAR SINHA"	"KAPILDEO PRASAD YADAV"	"MD. KAMAL PARWEZ"	"BINDESHWARI PRASAD"	"RAM PAVESH NISHAD"	"RAM BHAJAN SINGH \"NISHAD\""	"WASIM SYED"	"VINAY KUMAR"	"SADHNA MISHRA"	"ER. B. N. SINGH"	"ARJUN KUMAR"	"KUNDAN PRASAD SINGH"	"BALRAM PATEL"	"RENU KUSHWAHA"	"LALA PRASAD BIHARI"	""	""	""	""
"152"	"129"	"262"	"37"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"0"	"312"	"0"	"312"	"0"
"153"	"130"	"295"	"51"	"6"	"2"	"2"	"0"	"1"	"10"	"2"	"0"	"1"	"0"	"2"	"0"	"1"	"373"	"0"	"373"	"0"
"154"	"131"	"343"	"21"	"8"	"6"	"2"	"0"	"0"	"30"	"0"	"0"	"0"	"2"	"0"	"4"	"6"	"422"	"0"	"422"	"0"
"155"	"132"	"395"	"29"	"7"	"8"	"1"	"6"	"2"	"32"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"482"	"0"	"482"	"0"
"156"	"133"	"196"	"33"	"28"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"265"	"0"	"265"	"0"
"157"	"134"	"208"	"25"	"34"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"272"	"0"	"272"	"0"
"158"	"135"	"302"	"26"	"9"	"2"	"0"	"0"	"2"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"346"	"0"	"346"	"0"
"159"	"136"	"275"	"9"	"10"	"2"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"300"	"0"	"300"	"0"
"160"	"137"	"265"	"16"	"238"	"5"	"4"	"1"	"0"	"0"	"0"	"4"	"10"	"6"	"10"	"3"	"5"	"567"	"0"	"567"	"0"
"161"	"138"	"340"	"30"	"29"	"8"	"1"	"2"	"0"	"0"	"1"	"2"	"2"	"0"	"2"	"3"	"1"	"421"	"0"	"421"	"0"
"162"	"139"	"359"	"46"	"20"	"11"	"3"	"0"	"3"	"2"	"1"	"1"	"3"	"2"	"4"	"0"	"2"	"457"	"0"	"457"	"0"
"163"	"140"	"448"	"61"	"43"	"13"	"1"	"1"	"1"	"4"	"0"	"6"	"4"	"0"	"1"	"2"	"3"	"588"	"0"	"588"	"0"
"164"	"141"	"228"	"13"	"19"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"266"	"0"	"266"	"0"
"165"	"141A"	"273"	"31"	"10"	"3"	"2"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"326"	"0"	"326"	"0"
"166"	"142"	"405"	"30"	"60"	"14"	"50"	"18"	"1"	"1"	"1"	"5"	"4"	"2"	"4"	"5"	"4"	"604"	"0"	"604"	"0"
"167"	"143"	"273"	"15"	"41"	"5"	"12"	"4"	"1"	"0"	"1"	"3"	"1"	"1"	"5"	"3"	"2"	"367"	"0"	"367"	"0"
"168"	"144"	"451"	"45"	"18"	"7"	"1"	"1"	"0"	"6"	"1"	"1"	"1"	"2"	"1"	"2"	"5"	"542"	"0"	"542"	"0"
"169"	"145"	"464"	"29"	"41"	"47"	"13"	"3"	"2"	"2"	"0"	"27"	"1"	"2"	"3"	"2"	"0"	"636"	"0"	"636"	"0"
"170"	"146"	"239"	"19"	"59"	"3"	"0"	"0"	"0"	"3"	"0"	"3"	"0"	"0"	"2"	"3"	"2"	"333"	"0"	"333"	"0"
"171"	"146A"	"276"	"21"	"30"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"336"	"0"	"336"	"0"
"172"	"147"	"366"	"55"	"29"	"8"	"4"	"1"	"0"	"9"	"1"	"0"	"2"	"0"	"2"	"3"	"4"	"484"	"0"	"484"	"0"
"173"	"148"	"307"	"43"	"29"	"4"	"1"	"0"	"0"	"33"	"0"	"1"	"1"	"0"	"1"	"1"	"3"	"424"	"0"	"424"	"0"
"174"	"149"	"468"	"22"	"50"	"10"	"1"	"4"	"1"	"4"	"1"	"3"	"2"	"1"	"5"	"7"	"3"	"582"	"0"	"582"	"0"
"175"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"176"	""	"ARUN KUMAR SINHA"	"KAPILDEO PRASAD YADAV"	"MD. KAMAL PARWEZ"	"BINDESHWARI PRASAD"	"RAM PAVESH NISHAD"	"RAM BHAJAN SINGH \"NISHAD\""	"WASIM SYED"	"VINAY KUMAR"	"SADHNA MISHRA"	"ER. B. N. SINGH"	"ARJUN KUMAR"	"KUNDAN PRASAD SINGH"	"BALRAM PATEL"	"RENU KUSHWAHA"	"LALA PRASAD BIHARI"	""	""	""	""
"177"	"150"	"417"	"22"	"50"	"4"	"1"	"0"	"0"	"5"	"3"	"0"	"1"	"0"	"1"	"2"	"2"	"508"	"0"	"508"	"0"
"178"	"151"	"306"	"48"	"64"	"8"	"1"	"1"	"0"	"2"	"2"	"1"	"1"	"1"	"3"	"0"	"2"	"440"	"0"	"440"	"0"
"179"	"152"	"366"	"35"	"34"	"10"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	"2"	"455"	"0"	"455"	"0"
"180"	"153"	"336"	"42"	"89"	"7"	"2"	"0"	"0"	"1"	"1"	"4"	"5"	"0"	"2"	"2"	"1"	"492"	"0"	"492"	"0"
"181"	"154"	"269"	"18"	"14"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"310"	"0"	"310"	"0"
"182"	"155"	"267"	"23"	"30"	"17"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"341"	"0"	"341"	"0"
"183"	"156"	"221"	"15"	"11"	"19"	"2"	"0"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"7"	"280"	"0"	"280"	"0"
"184"	"156A"	"216"	"17"	"7"	"10"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"2"	"0"	"3"	"261"	"0"	"261"	"0"
"185"	"157"	"331"	"10"	"125"	"17"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"3"	"3"	"5"	"2"	"501"	"0"	"501"	"0"
"186"	"158"	"378"	"18"	"64"	"14"	"0"	"2"	"1"	"2"	"0"	"1"	"1"	"0"	"4"	"0"	"3"	"488"	"0"	"488"	"0"
"187"	"159"	"322"	"16"	"20"	"52"	"1"	"0"	"1"	"3"	"0"	"3"	"0"	"1"	"1"	"2"	"0"	"422"	"0"	"422"	"0"
"188"	"160"	"162"	"19"	"36"	"29"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"5"	"2"	"3"	"258"	"0"	"258"	"0"
"189"	"161"	"347"	"29"	"58"	"10"	"1"	"1"	"1"	"1"	"2"	"2"	"0"	"1"	"2"	"1"	"3"	"459"	"0"	"459"	"0"
"190"	"162"	"305"	"39"	"147"	"33"	"3"	"2"	"2"	"5"	"0"	"7"	"3"	"2"	"6"	"3"	"6"	"563"	"0"	"563"	"0"
"191"	"163"	"387"	"32"	"57"	"11"	"10"	"2"	"0"	"2"	"0"	"1"	"3"	"1"	"5"	"3"	"9"	"523"	"0"	"523"	"0"
"192"	"164"	"375"	"45"	"20"	"13"	"6"	"1"	"2"	"2"	"0"	"1"	"2"	"1"	"5"	"1"	"5"	"479"	"0"	"479"	"0"
"193"	"165"	"315"	"23"	"10"	"5"	"1"	"0"	"2"	"2"	"0"	"2"	"1"	"1"	"5"	"0"	"4"	"371"	"0"	"371"	"0"
"194"	"166"	"328"	"14"	"17"	"8"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"375"	"0"	"375"	"0"
"195"	"167"	"347"	"16"	"26"	"3"	"64"	"14"	"1"	"1"	"1"	"2"	"0"	"2"	"3"	"0"	"3"	"483"	"0"	"483"	"0"
"196"	"168"	"322"	"13"	"33"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"4"	"4"	"4"	"385"	"0"	"385"	"0"
"197"	"169"	"182"	"7"	"62"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	"2"	"1"	"2"	"4"	"1"	"268"	"0"	"268"	"0"
"198"	"170"	"312"	"16"	"40"	"1"	"7"	"24"	"1"	"2"	"0"	"2"	"2"	"1"	"4"	"1"	"5"	"418"	"0"	"418"	"0"
"199"	"171"	"344"	"15"	"35"	"3"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"5"	"4"	"1"	"3"	"419"	"0"	"419"	"0"
"200"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"201"	""	"ARUN KUMAR SINHA"	"KAPILDEO PRASAD YADAV"	"MD. KAMAL PARWEZ"	"BINDESHWARI PRASAD"	"RAM PAVESH NISHAD"	"RAM BHAJAN SINGH \"NISHAD\""	"WASIM SYED"	"VINAY KUMAR"	"SADHNA MISHRA"	"ER. B. N. SINGH"	"ARJUN KUMAR"	"KUNDAN PRASAD SINGH"	"BALRAM PATEL"	"RENU KUSHWAHA"	"LALA PRASAD BIHARI"	""	""	""	""
"202"	"172"	"330"	"12"	"20"	"4"	"5"	"5"	"1"	"1"	"0"	"0"	"1"	"0"	"5"	"10"	"8"	"402"	"0"	"402"	"0"
"203"	"173"	"347"	"12"	"15"	"7"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"3"	"4"	"394"	"0"	"394"	"0"
"204"	"174"	"282"	"18"	"19"	"3"	"55"	"4"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"4"	"389"	"0"	"389"	"0"
"205"	"175"	"308"	"18"	"22"	"2"	"12"	"17"	"0"	"1"	"0"	"2"	"0"	"1"	"3"	"4"	"12"	"402"	"0"	"402"	"0"
"206"	"176"	"124"	"18"	"118"	"1"	"0"	"4"	"2"	"1"	"0"	"2"	"2"	"2"	"1"	"0"	"3"	"278"	"0"	"278"	"0"
"207"	"177"	"248"	"18"	"52"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"327"	"0"	"327"	"0"
"208"	"178"	"319"	"19"	"69"	"4"	"4"	"0"	"3"	"3"	"1"	"2"	"4"	"1"	"3"	"2"	"2"	"436"	"0"	"436"	"0"
"209"	"179"	"318"	"26"	"42"	"4"	"5"	"3"	"2"	"3"	"0"	"2"	"1"	"0"	"2"	"4"	"2"	"414"	"0"	"414"	"0"
"210"	"180"	"286"	"22"	"56"	"3"	"15"	"12"	"3"	"2"	"1"	"0"	"0"	"1"	"4"	"1"	"0"	"406"	"0"	"406"	"0"
"211"	"181"	"256"	"18"	"66"	"4"	"2"	"2"	"1"	"0"	"3"	"4"	"2"	"3"	"6"	"8"	"5"	"380"	"0"	"380"	"0"
"212"	"182"	"322"	"19"	"38"	"2"	"5"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"391"	"0"	"391"	"0"
"213"	"183"	"92"	"14"	"71"	"1"	"0"	"2"	"2"	"1"	"0"	"4"	"2"	"0"	"3"	"3"	"2"	"197"	"0"	"197"	"0"
"214"	"183A"	"8"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"13"	"0"	"13"	"0"
"215"	"184"	"145"	"12"	"89"	"2"	"5"	"5"	"1"	"0"	"0"	"0"	"2"	"1"	"3"	"1"	"8"	"274"	"0"	"274"	"0"
"216"	"185"	"205"	"48"	"76"	"3"	"7"	"2"	"0"	"2"	"0"	"2"	"2"	"1"	"4"	"3"	"2"	"357"	"0"	"357"	"0"
"217"	"186"	"499"	"13"	"29"	"4"	"15"	"42"	"0"	"1"	"1"	"5"	"5"	"0"	"4"	"6"	"10"	"634"	"0"	"634"	"0"
"218"	"187"	"195"	"11"	"37"	"8"	"2"	"4"	"1"	"2"	"0"	"3"	"1"	"0"	"9"	"2"	"7"	"282"	"0"	"282"	"0"
"219"	"188"	"248"	"14"	"77"	"3"	"3"	"20"	"0"	"0"	"1"	"3"	"4"	"1"	"9"	"3"	"7"	"393"	"0"	"393"	"0"
"220"	"189"	"105"	"37"	"72"	"6"	"3"	"14"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"241"	"0"	"241"	"0"
"221"	"190"	"173"	"19"	"43"	"7"	"8"	"5"	"0"	"2"	"0"	"1"	"5"	"2"	"2"	"2"	"6"	"275"	"0"	"275"	"0"
"222"	"191"	"172"	"26"	"62"	"6"	"2"	"4"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"275"	"0"	"275"	"0"
"223"	"192"	"262"	"17"	"34"	"2"	"0"	"3"	"0"	"1"	"1"	"1"	"3"	"2"	"1"	"1"	"6"	"334"	"0"	"334"	"0"
"224"	"193"	"443"	"34"	"78"	"8"	"4"	"10"	"0"	"1"	"1"	"3"	"3"	"0"	"2"	"0"	"1"	"588"	"0"	"588"	"0"
"225"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"226"	""	"ARUN KUMAR SINHA"	"KAPILDEO PRASAD YADAV"	"MD. KAMAL PARWEZ"	"BINDESHWARI PRASAD"	"RAM PAVESH NISHAD"	"RAM BHAJAN SINGH \"NISHAD\""	"WASIM SYED"	"VINAY KUMAR"	"SADHNA MISHRA"	"ER. B. N. SINGH"	"ARJUN KUMAR"	"KUNDAN PRASAD SINGH"	"BALRAM PATEL"	"RENU KUSHWAHA"	"LALA PRASAD BIHARI"	""	""	""	""
"227"	"194"	"312"	"17"	"33"	"2"	"6"	"13"	"5"	"4"	"2"	"3"	"2"	"1"	"9"	"6"	"2"	"417"	"0"	"417"	"0"
"228"	"194A"	"209"	"8"	"19"	"2"	"4"	"10"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"4"	"261"	"0"	"261"	"0"
"229"	"195"	"365"	"41"	"57"	"3"	"1"	"6"	"0"	"0"	"0"	"0"	"6"	"1"	"1"	"1"	"4"	"486"	"0"	"486"	"0"
"230"	"196"	"306"	"13"	"7"	"3"	"5"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"338"	"0"	"338"	"0"
"231"	"197"	"250"	"28"	"28"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"3"	"317"	"0"	"317"	"0"
"232"	"198"	"268"	"34"	"45"	"5"	"3"	"3"	"2"	"1"	"1"	"2"	"3"	"0"	"3"	"5"	"4"	"379"	"0"	"379"	"0"
"233"	"199"	"239"	"27"	"21"	"6"	"2"	"4"	"1"	"0"	"1"	"2"	"0"	"0"	"3"	"0"	"2"	"308"	"0"	"308"	"0"
"234"	"200"	"185"	"14"	"23"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"5"	"0"	"236"	"0"	"236"	"0"
"235"	"201"	"54"	"28"	"176"	"6"	"0"	"0"	"2"	"0"	"0"	"4"	"3"	"1"	"5"	"2"	"2"	"283"	"0"	"283"	"0"
"236"	"202"	"26"	"22"	"225"	"4"	"2"	"0"	"0"	"0"	"1"	"4"	"4"	"0"	"5"	"4"	"5"	"302"	"0"	"302"	"0"
"237"	"203"	"597"	"26"	"28"	"5"	"23"	"36"	"2"	"2"	"1"	"4"	"2"	"1"	"12"	"5"	"13"	"757"	"0"	"757"	"0"
"238"	"204"	"340"	"29"	"23"	"3"	"1"	"3"	"0"	"1"	"1"	"2"	"1"	"2"	"1"	"5"	"1"	"413"	"0"	"413"	"0"
"239"	"205"	"261"	"24"	"18"	"6"	"1"	"11"	"0"	"1"	"1"	"4"	"2"	"0"	"0"	"1"	"2"	"332"	"0"	"332"	"0"
"240"	"206"	"219"	"16"	"99"	"4"	"0"	"1"	"2"	"0"	"0"	"2"	"1"	"2"	"1"	"4"	"1"	"352"	"0"	"352"	"0"
"241"	"207"	"110"	"18"	"128"	"3"	"3"	"1"	"0"	"1"	"0"	"2"	"1"	"1"	"1"	"1"	"1"	"271"	"0"	"271"	"0"
"242"	"208"	"70"	"30"	"299"	"5"	"1"	"1"	"0"	"0"	"1"	"3"	"3"	"2"	"5"	"3"	"2"	"425"	"0"	"425"	"0"
"243"	"209"	"249"	"13"	"16"	"2"	"2"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"290"	"0"	"290"	"0"
"244"	"210"	"198"	"7"	"39"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"11"	"1"	"263"	"0"	"263"	"0"
"245"	"211"	"223"	"20"	"111"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"362"	"0"	"362"	"0"
"246"	"212"	"367"	"18"	"30"	"4"	"4"	"11"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"3"	"440"	"0"	"440"	"0"
"247"	"213"	"280"	"49"	"3"	"2"	"2"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"347"	"0"	"347"	"0"
"248"	"214"	"298"	"23"	"10"	"9"	"1"	"10"	"0"	"0"	"1"	"0"	"4"	"0"	"2"	"1"	"0"	"359"	"0"	"359"	"0"
"249"	"215"	"322"	"40"	"30"	"6"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"0"	"3"	"410"	"0"	"410"	"0"
"250"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"251"	""	"ARUN KUMAR SINHA"	"KAPILDEO PRASAD YADAV"	"MD. KAMAL PARWEZ"	"BINDESHWARI PRASAD"	"RAM PAVESH NISHAD"	"RAM BHAJAN SINGH \"NISHAD\""	"WASIM SYED"	"VINAY KUMAR"	"SADHNA MISHRA"	"ER. B. N. SINGH"	"ARJUN KUMAR"	"KUNDAN PRASAD SINGH"	"BALRAM PATEL"	"RENU KUSHWAHA"	"LALA PRASAD BIHARI"	""	""	""	""
"252"	"216"	"45"	"48"	"223"	"2"	"5"	"3"	"1"	"0"	"0"	"12"	"3"	"3"	"4"	"0"	"3"	"352"	"0"	"352"	"0"
"253"	"217"	"248"	"19"	"56"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"330"	"0"	"330"	"0"
"254"	"218"	"198"	"11"	"31"	"3"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"2"	"3"	"257"	"0"	"257"	"0"
"255"	"219"	"60"	"28"	"214"	"6"	"3"	"5"	"2"	"0"	"1"	"3"	"1"	"0"	"2"	"0"	"1"	"326"	"0"	"326"	"0"
"256"	"220"	"47"	"23"	"75"	"3"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"2"	"1"	"0"	"156"	"0"	"156"	"0"
"257"	"221"	"149"	"55"	"221"	"7"	"1"	"1"	"5"	"4"	"2"	"4"	"1"	"1"	"5"	"2"	"0"	"458"	"0"	"458"	"0"
"258"	"222"	"168"	"26"	"141"	"6"	"4"	"6"	"2"	"1"	"1"	"2"	"1"	"1"	"4"	"0"	"1"	"364"	"0"	"364"	"0"
"259"	"223"	"130"	"40"	"213"	"6"	"0"	"7"	"3"	"1"	"1"	"4"	"4"	"6"	"9"	"2"	"3"	"429"	"0"	"429"	"0"
"260"	"224"	"207"	"23"	"42"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"1"	"283"	"0"	"283"	"0"
"261"	"225"	"238"	"23"	"30"	"3"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"299"	"0"	"299"	"0"
"262"	"226"	"162"	"21"	"143"	"5"	"4"	"0"	"2"	"0"	"1"	"1"	"1"	"1"	"3"	"1"	"0"	"345"	"0"	"345"	"0"
"263"	"227"	"122"	"36"	"161"	"1"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"3"	"2"	"2"	"3"	"338"	"0"	"338"	"0"
"264"	"228"	"166"	"53"	"243"	"5"	"2"	"2"	"2"	"2"	"0"	"6"	"3"	"3"	"2"	"2"	"3"	"494"	"0"	"494"	"0"
"265"	"229"	"58"	"48"	"168"	"2"	"3"	"5"	"0"	"0"	"0"	"7"	"1"	"1"	"3"	"2"	"2"	"300"	"0"	"300"	"0"
"266"	"230"	"63"	"19"	"195"	"4"	"3"	"4"	"3"	"1"	"1"	"8"	"3"	"2"	"6"	"3"	"2"	"317"	"0"	"317"	"0"
"267"	"231"	"157"	"31"	"19"	"1"	"7"	"2"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"2"	"226"	"0"	"226"	"0"
"268"	"231A"	"172"	"45"	"25"	"6"	"26"	"2"	"0"	"1"	"2"	"3"	"2"	"6"	"2"	"1"	"4"	"297"	"0"	"297"	"0"
"269"	"232"	"127"	"55"	"38"	"8"	"7"	"0"	"2"	"2"	"0"	"2"	"2"	"1"	"3"	"2"	"9"	"258"	"0"	"258"	"0"
"270"	"232A"	"229"	"55"	"17"	"4"	"5"	"4"	"1"	"0"	"1"	"2"	"3"	"0"	"1"	"3"	"7"	"332"	"0"	"332"	"0"
"271"	"233"	"54"	"28"	"102"	"1"	"0"	"2"	"1"	"2"	"0"	"4"	"1"	"2"	"4"	"0"	"2"	"203"	"0"	"203"	"0"
"272"	"234"	"29"	"34"	"76"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"2"	"149"	"0"	"149"	"0"
"273"	"235"	"27"	"4"	"181"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"2"	"0"	"9"	"3"	"1"	"232"	"0"	"232"	"0"
"274"	"236"	"30"	"7"	"234"	"4"	"2"	"2"	"0"	"1"	"1"	"8"	"5"	"2"	"19"	"6"	"7"	"328"	"0"	"328"	"0"
"275"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"276"	""	"ARUN KUMAR SINHA"	"KAPILDEO PRASAD YADAV"	"MD. KAMAL PARWEZ"	"BINDESHWARI PRASAD"	"RAM PAVESH NISHAD"	"RAM BHAJAN SINGH \"NISHAD\""	"WASIM SYED"	"VINAY KUMAR"	"SADHNA MISHRA"	"ER. B. N. SINGH"	"ARJUN KUMAR"	"KUNDAN PRASAD SINGH"	"BALRAM PATEL"	"RENU KUSHWAHA"	"LALA PRASAD BIHARI"	""	""	""	""
"277"	"237"	"69"	"38"	"195"	"15"	"3"	"3"	"2"	"1"	"0"	"8"	"1"	"3"	"4"	"1"	"1"	"344"	"0"	"344"	"0"
"278"	"238"	"443"	"26"	"53"	"5"	"0"	"5"	"0"	"2"	"3"	"3"	"3"	"2"	"3"	"6"	"6"	"560"	"0"	"560"	"0"
"279"	"239"	"399"	"13"	"25"	"10"	"2"	"4"	"0"	"1"	"1"	"4"	"0"	"0"	"2"	"17"	"3"	"481"	"0"	"481"	"0"
"280"	"240"	"26"	"54"	"127"	"13"	"2"	"2"	"0"	"0"	"0"	"2"	"2"	"0"	"2"	"2"	"0"	"232"	"0"	"232"	"0"
"281"	"241"	"58"	"47"	"201"	"7"	"1"	"0"	"2"	"1"	"0"	"2"	"3"	"2"	"6"	"2"	"2"	"334"	"0"	"334"	"0"
"282"	"242"	"22"	"27"	"118"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"170"	"0"	"170"	"0"
"283"	"243"	"30"	"22"	"120"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"180"	"0"	"180"	"0"
"284"	"244"	"60"	"31"	"136"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"4"	"0"	"1"	"241"	"0"	"241"	"0"
"285"	"245"	"34"	"32"	"112"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"189"	"0"	"189"	"0"
"286"	"246"	"458"	"14"	"52"	"6"	"3"	"2"	"1"	"1"	"2"	"0"	"2"	"2"	"1"	"1"	"5"	"550"	"0"	"550"	"0"
"287"	"247"	"200"	"9"	"7"	"3"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"223"	"0"	"223"	"0"
"288"	"247A"	"219"	"37"	"28"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"4"	"292"	"0"	"292"	"0"
"289"	"248"	"334"	"31"	"22"	"7"	"1"	"0"	"0"	"1"	"1"	"0"	"3"	"0"	"2"	"1"	"2"	"405"	"0"	"405"	"0"
"290"	"249"	"409"	"22"	"24"	"2"	"4"	"4"	"0"	"3"	"1"	"3"	"4"	"1"	"4"	"0"	"2"	"483"	"0"	"483"	"0"
"291"	"250"	"228"	"6"	"14"	"1"	"0"	"3"	"0"	"2"	"0"	"1"	"1"	"2"	"2"	"1"	"2"	"263"	"0"	"263"	"0"
"292"	"250A"	"376"	"17"	"50"	"8"	"1"	"10"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"5"	"2"	"476"	"0"	"476"	"0"
"293"	"251"	"217"	"18"	"33"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"4"	"1"	"7"	"2"	"7"	"293"	"0"	"293"	"0"
"294"	"252"	"223"	"14"	"25"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"2"	"2"	"3"	"285"	"0"	"285"	"0"
"295"	"253"	"326"	"13"	"12"	"3"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"0"	"3"	"4"	"3"	"369"	"0"	"369"	"0"
"296"	"253A"	"254"	"16"	"50"	"7"	"1"	"1"	"0"	"1"	"1"	"0"	"4"	"1"	"1"	"3"	"0"	"340"	"0"	"340"	"0"
"297"	"254"	"178"	"19"	"64"	"8"	"2"	"1"	"2"	"2"	"3"	"5"	"4"	"2"	"8"	"4"	"0"	"302"	"0"	"302"	"0"
"298"	"255"	"184"	"25"	"61"	"3"	"0"	"3"	"0"	"2"	"1"	"1"	"6"	"2"	"2"	"2"	"2"	"294"	"0"	"294"	"0"
"299"	"256"	"342"	"39"	"8"	"0"	"0"	"1"	"0"	"3"	"1"	"1"	"0"	"0"	"1"	"1"	"5"	"402"	"0"	"402"	"0"
"300"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
