"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"153"	"138"	"0"	"35"	"390"	"41"	"3"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"3"	"478"	"0"	"478"	"0"
"154"	"139"	"1"	"14"	"245"	"29"	"1"	"2"	"0"	"0"	"2"	"19"	"2"	"0"	"3"	"2"	"2"	"322"	"0"	"322"	"0"
"155"	"140"	"0"	"7"	"156"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"196"	"0"	"196"	"0"
"156"	"141"	"0"	"15"	"218"	"35"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"274"	"0"	"274"	"0"
"157"	"142"	"2"	"24"	"210"	"176"	"3"	"0"	"0"	"1"	"1"	"2"	"4"	"2"	"1"	"6"	"2"	"434"	"0"	"434"	"0"
"158"	"143"	"9"	"30"	"169"	"205"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"420"	"0"	"420"	"0"
"159"	"144"	"5"	"31"	"282"	"95"	"1"	"2"	"3"	"1"	"1"	"7"	"2"	"0"	"3"	"2"	"2"	"437"	"0"	"437"	"0"
"160"	"145"	"9"	"20"	"231"	"177"	"2"	"8"	"1"	"2"	"4"	"7"	"3"	"3"	"1"	"2"	"6"	"476"	"0"	"476"	"0"
"161"	"146"	"3"	"9"	"174"	"35"	"2"	"1"	"0"	"0"	"1"	"5"	"2"	"0"	"1"	"2"	"1"	"236"	"0"	"236"	"0"
"162"	"147"	"0"	"7"	"70"	"25"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"109"	"0"	"109"	"0"
"163"	"148"	"0"	"10"	"39"	"9"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"60"	"0"	"60"	"0"
"164"	"149"	"3"	"13"	"171"	"99"	"2"	"2"	"1"	"2"	"0"	"1"	"0"	"4"	"2"	"2"	"8"	"310"	"0"	"310"	"0"
"165"	"150"	"6"	"34"	"497"	"51"	"4"	"2"	"3"	"2"	"0"	"1"	"2"	"0"	"7"	"3"	"4"	"616"	"0"	"616"	"0"
"166"	"151"	"1"	"19"	"465"	"26"	"5"	"2"	"0"	"0"	"0"	"4"	"1"	"1"	"4"	"0"	"0"	"528"	"0"	"528"	"0"
"167"	"152"	"8"	"32"	"254"	"90"	"3"	"3"	"0"	"2"	"2"	"2"	"2"	"1"	"1"	"0"	"1"	"401"	"0"	"401"	"0"
"168"	"153"	"3"	"24"	"428"	"41"	"0"	"1"	"0"	"1"	"1"	"4"	"1"	"3"	"1"	"1"	"2"	"511"	"0"	"511"	"0"
"169"	"154"	"1"	"23"	"419"	"85"	"2"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"1"	"538"	"0"	"538"	"0"
"170"	"155"	"0"	"23"	"388"	"36"	"1"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"454"	"0"	"454"	"0"
"171"	"156"	"0"	"9"	"257"	"58"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"328"	"0"	"328"	"0"
"172"	"157"	"3"	"14"	"244"	"180"	"2"	"2"	"1"	"1"	"0"	"0"	"1"	"9"	"8"	"3"	"4"	"472"	"0"	"472"	"0"
"173"	"158"	"1"	"5"	"278"	"124"	"1"	"3"	"2"	"1"	"1"	"8"	"3"	"1"	"1"	"1"	"2"	"432"	"0"	"432"	"0"
"174"	"159"	"1"	"15"	"282"	"88"	"0"	"0"	"0"	"1"	"0"	"2"	"3"	"4"	"3"	"1"	"8"	"408"	"0"	"408"	"0"
"175"	"160"	"0"	"21"	"502"	"37"	"2"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"570"	"0"	"570"	"0"
"176"	"161"	"0"	"18"	"193"	"122"	"1"	"2"	"2"	"0"	"1"	"3"	"3"	"3"	"0"	"4"	"4"	"356"	"0"	"356"	"0"
"177"	"161A"	"4"	"10"	"186"	"69"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"1"	"277"	"0"	"277"	"0"
"178"	"162"	"4"	"11"	"164"	"117"	"4"	"1"	"0"	"0"	"0"	"3"	"2"	"4"	"2"	"1"	"11"	"324"	"0"	"324"	"0"
"179"	"163"	"6"	"9"	"233"	"108"	"1"	"4"	"0"	"1"	"3"	"2"	"2"	"6"	"4"	"1"	"8"	"388"	"0"	"388"	"0"
"180"	"164"	"1"	"16"	"280"	"33"	"2"	"3"	"1"	"0"	"1"	"4"	"0"	"3"	"2"	"1"	"5"	"352"	"0"	"352"	"0"
"181"	"165"	"0"	"16"	"203"	"31"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"2"	"2"	"1"	"3"	"264"	"0"	"264"	"0"
"182"	"166"	"4"	"35"	"400"	"27"	"2"	"6"	"1"	"0"	"0"	"3"	"2"	"2"	"5"	"2"	"4"	"493"	"0"	"493"	"0"
"183"	"167"	"2"	"25"	"373"	"29"	"2"	"0"	"1"	"3"	"1"	"0"	"3"	"0"	"1"	"2"	"1"	"443"	"0"	"443"	"0"
"184"	"168"	"1"	"27"	"273"	"45"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"352"	"0"	"352"	"0"
"185"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"186"	""	"JAKIR HUSSAIN"	"DURGA PRASAD"	"NITIN NABIN"	"BINOD KUMAR SRIVASTAVA"	"LEELA SINGH"	"AMAR KANT SAH"	"ASHOK PRASAD"	"MOHAMMED SIRAJ AHMAD"	"RAJU KUMAR VIDYARTHI"	"VIJAY KUMAR"	"BINOY KUMAR SINHA"	"REKHA MODI"	"VISHAL SWAROOP"	"SHIV SHANKAR KUMAR BULLY"	"SUNITA PREETAM"	""	""	""	""
"187"	"169"	"1"	"10"	"193"	"36"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"242"	"0"	"242"	"0"
"188"	"170"	"2"	"15"	"170"	"395"	"2"	"2"	"0"	"1"	"2"	"11"	"3"	"6"	"9"	"9"	"9"	"636"	"0"	"636"	"0"
"189"	"171"	"0"	"10"	"245"	"111"	"0"	"3"	"1"	"0"	"0"	"5"	"3"	"1"	"1"	"1"	"5"	"386"	"0"	"386"	"0"
"190"	"172"	"1"	"13"	"391"	"83"	"2"	"10"	"3"	"4"	"1"	"8"	"6"	"5"	"1"	"3"	"4"	"535"	"0"	"535"	"0"
"191"	"173"	"1"	"11"	"411"	"107"	"3"	"3"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"4"	"546"	"0"	"546"	"0"
"192"	"174"	"1"	"10"	"477"	"79"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"5"	"580"	"0"	"580"	"0"
"193"	"175"	"0"	"9"	"358"	"33"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"2"	"408"	"0"	"408"	"0"
"194"	"176"	"0"	"14"	"273"	"171"	"13"	"5"	"1"	"2"	"5"	"4"	"1"	"3"	"6"	"2"	"2"	"502"	"0"	"502"	"0"
"195"	"177"	"4"	"15"	"365"	"68"	"3"	"4"	"1"	"2"	"2"	"3"	"2"	"2"	"3"	"6"	"10"	"490"	"0"	"490"	"0"
"196"	"178"	"2"	"15"	"326"	"114"	"10"	"2"	"3"	"0"	"2"	"29"	"8"	"1"	"1"	"5"	"6"	"524"	"0"	"524"	"0"
"197"	"179"	"3"	"12"	"389"	"147"	"5"	"2"	"0"	"0"	"2"	"7"	"4"	"4"	"6"	"1"	"4"	"586"	"0"	"586"	"0"
"198"	"180"	"0"	"18"	"268"	"20"	"1"	"0"	"0"	"0"	"1"	"10"	"1"	"0"	"0"	"4"	"3"	"326"	"0"	"326"	"0"
"199"	"181"	"5"	"21"	"180"	"37"	"0"	"2"	"4"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"7"	"260"	"0"	"260"	"0"
"200"	"182"	"0"	"16"	"253"	"65"	"0"	"0"	"1"	"1"	"1"	"6"	"1"	"3"	"4"	"2"	"2"	"355"	"0"	"355"	"0"
"201"	"182A"	"1"	"5"	"63"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"75"	"0"	"75"	"0"
"202"	"183"	"2"	"18"	"271"	"55"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"352"	"0"	"352"	"0"
"203"	"184"	"0"	"31"	"433"	"78"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"4"	"2"	"2"	"1"	"556"	"0"	"556"	"0"
"204"	"185"	"0"	"12"	"223"	"33"	"0"	"0"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"273"	"0"	"273"	"0"
"205"	"186"	"1"	"12"	"156"	"20"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"4"	"1"	"1"	"200"	"0"	"200"	"0"
"206"	"187"	"3"	"20"	"344"	"27"	"1"	"0"	"0"	"1"	"1"	"3"	"1"	"1"	"3"	"4"	"6"	"415"	"0"	"415"	"0"
"207"	"188"	"1"	"6"	"196"	"8"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"1"	"2"	"3"	"222"	"0"	"222"	"0"
"208"	"188A"	"1"	"5"	"130"	"6"	"0"	"1"	"0"	"0"	"0"	"6"	"0"	"2"	"1"	"0"	"0"	"152"	"0"	"152"	"0"
"209"	"189"	"2"	"10"	"232"	"37"	"2"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"2"	"294"	"0"	"294"	"0"
"210"	"190"	"1"	"4"	"264"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"2"	"301"	"0"	"301"	"0"
"211"	"191"	"0"	"11"	"292"	"39"	"1"	"2"	"1"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"352"	"0"	"352"	"0"
"212"	"192"	"1"	"19"	"377"	"26"	"0"	"1"	"1"	"0"	"0"	"3"	"2"	"5"	"2"	"2"	"1"	"440"	"0"	"440"	"0"
"213"	"193"	"1"	"13"	"260"	"51"	"0"	"1"	"0"	"0"	"0"	"4"	"0"	"3"	"0"	"1"	"0"	"334"	"0"	"334"	"0"
"214"	"194"	"2"	"27"	"299"	"19"	"1"	"2"	"0"	"1"	"2"	"1"	"3"	"1"	"0"	"1"	"2"	"361"	"0"	"361"	"0"
"215"	"195"	"1"	"24"	"232"	"20"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"285"	"0"	"285"	"0"
"216"	"196"	"1"	"20"	"329"	"55"	"2"	"0"	"0"	"1"	"0"	"17"	"12"	"2"	"4"	"1"	"8"	"452"	"0"	"452"	"0"
"217"	"197"	"0"	"10"	"304"	"30"	"0"	"0"	"3"	"1"	"1"	"7"	"6"	"2"	"1"	"1"	"12"	"378"	"0"	"378"	"0"
"218"	"198"	"1"	"29"	"368"	"30"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"435"	"0"	"435"	"0"
"219"	"199"	"1"	"13"	"317"	"62"	"0"	"1"	"0"	"0"	"1"	"1"	"2"	"2"	"0"	"0"	"1"	"401"	"0"	"401"	"0"
"220"	"200"	"0"	"8"	"222"	"17"	"1"	"2"	"2"	"0"	"0"	"3"	"1"	"0"	"1"	"2"	"2"	"261"	"0"	"261"	"0"
"221"	"201"	"1"	"17"	"332"	"30"	"1"	"1"	"0"	"1"	"1"	"3"	"2"	"0"	"0"	"2"	"9"	"400"	"0"	"400"	"0"
"222"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"223"	""	"JAKIR HUSSAIN"	"DURGA PRASAD"	"NITIN NABIN"	"BINOD KUMAR SRIVASTAVA"	"LEELA SINGH"	"AMAR KANT SAH"	"ASHOK PRASAD"	"MOHAMMED SIRAJ AHMAD"	"RAJU KUMAR VIDYARTHI"	"VIJAY KUMAR"	"BINOY KUMAR SINHA"	"REKHA MODI"	"VISHAL SWAROOP"	"SHIV SHANKAR KUMAR BULLY"	"SUNITA PREETAM"	""	""	""	""
"224"	"202"	"7"	"25"	"449"	"62"	"6"	"4"	"10"	"0"	"2"	"5"	"3"	"2"	"1"	"4"	"3"	"583"	"0"	"583"	"0"
"225"	"203"	"1"	"14"	"282"	"21"	"2"	"3"	"1"	"1"	"0"	"4"	"1"	"0"	"2"	"3"	"5"	"340"	"0"	"340"	"0"
"226"	"204"	"0"	"3"	"97"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"112"	"0"	"112"	"0"
"227"	"205"	"0"	"4"	"171"	"33"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"1"	"0"	"2"	"1"	"217"	"0"	"217"	"0"
"228"	"206"	"4"	"24"	"237"	"89"	"1"	"5"	"0"	"0"	"5"	"6"	"4"	"0"	"9"	"3"	"2"	"389"	"0"	"389"	"0"
"229"	"207"	"7"	"37"	"313"	"106"	"7"	"6"	"4"	"4"	"7"	"29"	"8"	"6"	"1"	"5"	"22"	"562"	"0"	"562"	"0"
"230"	"208"	"0"	"7"	"223"	"29"	"0"	"1"	"1"	"1"	"0"	"9"	"3"	"0"	"0"	"1"	"1"	"276"	"0"	"276"	"0"
"231"	"209"	"1"	"16"	"283"	"57"	"1"	"0"	"0"	"0"	"2"	"14"	"1"	"1"	"0"	"0"	"4"	"380"	"0"	"380"	"0"
"232"	"209A"	"1"	"10"	"201"	"29"	"0"	"3"	"0"	"0"	"1"	"5"	"1"	"0"	"0"	"0"	"1"	"252"	"0"	"252"	"0"
"233"	"210"	"1"	"20"	"370"	"62"	"2"	"1"	"2"	"4"	"2"	"12"	"6"	"2"	"4"	"1"	"24"	"513"	"0"	"513"	"0"
"234"	"211"	"3"	"27"	"435"	"32"	"7"	"3"	"8"	"0"	"1"	"13"	"2"	"0"	"2"	"4"	"15"	"552"	"0"	"552"	"0"
"235"	"212"	"0"	"18"	"345"	"52"	"5"	"3"	"2"	"2"	"3"	"9"	"4"	"2"	"2"	"5"	"7"	"459"	"0"	"459"	"0"
"236"	"213"	"3"	"14"	"265"	"68"	"4"	"2"	"6"	"2"	"0"	"6"	"2"	"3"	"1"	"4"	"18"	"398"	"0"	"398"	"0"
"237"	"214"	"1"	"19"	"388"	"85"	"15"	"2"	"0"	"0"	"0"	"4"	"2"	"2"	"2"	"2"	"38"	"560"	"0"	"560"	"0"
"238"	"215"	"2"	"13"	"374"	"55"	"1"	"3"	"0"	"1"	"0"	"5"	"5"	"1"	"0"	"7"	"57"	"524"	"0"	"524"	"0"
"239"	"216"	"3"	"18"	"256"	"59"	"4"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"4"	"21"	"371"	"0"	"371"	"0"
"240"	"217"	"2"	"14"	"311"	"77"	"3"	"1"	"0"	"1"	"0"	"1"	"3"	"4"	"0"	"5"	"40"	"462"	"0"	"462"	"0"
"241"	"218"	"0"	"17"	"313"	"53"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"3"	"390"	"0"	"390"	"0"
"242"	"219"	"3"	"15"	"272"	"111"	"3"	"0"	"0"	"1"	"1"	"4"	"1"	"2"	"1"	"3"	"3"	"420"	"0"	"420"	"0"
"243"	"220"	"1"	"5"	"191"	"51"	"0"	"0"	"1"	"0"	"1"	"9"	"0"	"2"	"1"	"0"	"1"	"263"	"0"	"263"	"0"
"244"	"221"	"1"	"34"	"321"	"51"	"1"	"5"	"1"	"2"	"0"	"33"	"6"	"1"	"3"	"2"	"4"	"465"	"0"	"465"	"0"
"245"	"222"	"5"	"21"	"295"	"51"	"1"	"0"	"1"	"1"	"2"	"38"	"8"	"2"	"5"	"1"	"1"	"432"	"0"	"432"	"0"
"246"	"223"	"1"	"10"	"219"	"52"	"0"	"1"	"0"	"0"	"0"	"9"	"2"	"0"	"2"	"1"	"8"	"305"	"0"	"305"	"0"
"247"	"224"	"2"	"16"	"208"	"28"	"0"	"1"	"1"	"0"	"0"	"9"	"1"	"0"	"1"	"0"	"2"	"269"	"0"	"269"	"0"
"248"	"225"	"1"	"16"	"279"	"28"	"2"	"1"	"1"	"0"	"0"	"10"	"0"	"0"	"1"	"0"	"2"	"341"	"0"	"341"	"0"
"249"	"226"	"1"	"10"	"183"	"17"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"2"	"2"	"220"	"0"	"220"	"0"
"250"	"227"	"1"	"37"	"393"	"26"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"465"	"0"	"465"	"0"
"251"	"228"	"0"	"13"	"282"	"35"	"2"	"0"	"0"	"1"	"2"	"0"	"3"	"1"	"2"	"1"	"12"	"354"	"0"	"354"	"0"
"252"	"229"	"0"	"17"	"316"	"102"	"15"	"0"	"1"	"1"	"1"	"14"	"2"	"2"	"1"	"1"	"6"	"479"	"0"	"479"	"0"
"253"	"229A"	"2"	"11"	"130"	"62"	"4"	"1"	"0"	"3"	"1"	"1"	"2"	"0"	"0"	"2"	"0"	"219"	"0"	"219"	"0"
"254"	"230"	"4"	"25"	"281"	"70"	"7"	"1"	"1"	"0"	"2"	"5"	"3"	"2"	"3"	"0"	"4"	"408"	"0"	"408"	"0"
"255"	"230A"	"0"	"11"	"189"	"71"	"5"	"2"	"0"	"0"	"1"	"6"	"0"	"1"	"4"	"0"	"3"	"293"	"0"	"293"	"0"
"256"	"231"	"1"	"20"	"378"	"56"	"11"	"0"	"1"	"2"	"2"	"8"	"4"	"1"	"0"	"4"	"8"	"496"	"0"	"496"	"0"
"257"	"232"	"0"	"23"	"353"	"77"	"4"	"1"	"0"	"0"	"0"	"6"	"1"	"1"	"1"	"2"	"7"	"476"	"0"	"476"	"0"
"258"	"233"	"3"	"12"	"228"	"55"	"0"	"6"	"0"	"4"	"1"	"3"	"1"	"0"	"0"	"0"	"3"	"316"	"0"	"316"	"0"
"259"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"260"	""	"JAKIR HUSSAIN"	"DURGA PRASAD"	"NITIN NABIN"	"BINOD KUMAR SRIVASTAVA"	"LEELA SINGH"	"AMAR KANT SAH"	"ASHOK PRASAD"	"MOHAMMED SIRAJ AHMAD"	"RAJU KUMAR VIDYARTHI"	"VIJAY KUMAR"	"BINOY KUMAR SINHA"	"REKHA MODI"	"VISHAL SWAROOP"	"SHIV SHANKAR KUMAR BULLY"	"SUNITA PREETAM"	""	""	""	""
"261"	"234"	"1"	"24"	"339"	"78"	"2"	"0"	"2"	"0"	"0"	"4"	"0"	"5"	"0"	"2"	"2"	"459"	"0"	"459"	"0"
"262"	"235"	"1"	"10"	"265"	"43"	"1"	"2"	"1"	"1"	"0"	"6"	"4"	"3"	"1"	"3"	"0"	"341"	"0"	"341"	"0"
"263"	"236"	"3"	"21"	"346"	"82"	"3"	"2"	"1"	"1"	"0"	"1"	"0"	"6"	"2"	"3"	"5"	"476"	"0"	"476"	"0"
"264"	"237"	"2"	"15"	"264"	"44"	"2"	"0"	"0"	"0"	"1"	"1"	"1"	"4"	"3"	"1"	"2"	"340"	"0"	"340"	"0"
"265"	"238"	"1"	"14"	"609"	"52"	"29"	"3"	"4"	"0"	"1"	"1"	"1"	"1"	"2"	"3"	"5"	"726"	"0"	"726"	"0"
"266"	"239"	"0"	"8"	"344"	"20"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"379"	"0"	"379"	"0"
"267"	"239A"	"0"	"7"	"241"	"22"	"9"	"0"	"0"	"1"	"0"	"6"	"1"	"0"	"2"	"0"	"0"	"289"	"0"	"289"	"0"
"268"	"240"	"13"	"42"	"153"	"41"	"3"	"4"	"0"	"2"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"263"	"0"	"263"	"0"
"269"	"241"	"96"	"50"	"263"	"107"	"2"	"2"	"1"	"2"	"5"	"1"	"1"	"1"	"1"	"0"	"2"	"534"	"0"	"534"	"0"
"270"	"242"	"59"	"26"	"320"	"95"	"2"	"2"	"0"	"8"	"2"	"2"	"2"	"3"	"0"	"0"	"5"	"526"	"0"	"526"	"0"
"271"	"243"	"6"	"27"	"364"	"49"	"3"	"1"	"1"	"0"	"0"	"0"	"5"	"0"	"1"	"4"	"4"	"465"	"0"	"465"	"0"
"272"	"244"	"38"	"41"	"319"	"61"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"5"	"470"	"0"	"470"	"0"
"273"	"245"	"113"	"51"	"158"	"98"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"0"	"2"	"3"	"431"	"0"	"431"	"0"
"274"	"246"	"12"	"55"	"163"	"94"	"10"	"0"	"2"	"0"	"1"	"2"	"0"	"2"	"0"	"2"	"0"	"343"	"0"	"343"	"0"
"275"	"247"	"4"	"15"	"264"	"135"	"2"	"0"	"3"	"0"	"1"	"11"	"2"	"2"	"0"	"2"	"2"	"443"	"0"	"443"	"0"
"276"	"248"	"19"	"27"	"275"	"54"	"1"	"1"	"2"	"1"	"1"	"1"	"4"	"1"	"1"	"3"	"1"	"392"	"0"	"392"	"0"
"277"	"249"	"0"	"24"	"273"	"13"	"1"	"1"	"1"	"0"	"0"	"1"	"3"	"1"	"3"	"2"	"4"	"327"	"0"	"327"	"0"
"278"	"250"	"0"	"33"	"210"	"13"	"2"	"0"	"1"	"2"	"0"	"2"	"1"	"0"	"1"	"1"	"1"	"267"	"0"	"267"	"0"
"279"	"251"	"2"	"31"	"237"	"44"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"3"	"3"	"2"	"326"	"0"	"326"	"0"
"280"	"252"	"21"	"60"	"208"	"30"	"1"	"1"	"0"	"1"	"1"	"7"	"3"	"1"	"2"	"2"	"7"	"345"	"0"	"345"	"0"
"281"	"253"	"27"	"34"	"235"	"106"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"409"	"0"	"409"	"0"
"282"	"254"	"23"	"41"	"162"	"160"	"0"	"0"	"0"	"0"	"0"	"10"	"1"	"0"	"1"	"0"	"6"	"404"	"0"	"404"	"0"
"283"	"255"	"7"	"9"	"136"	"64"	"3"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"2"	"229"	"0"	"229"	"0"
"284"	"256"	"9"	"8"	"74"	"135"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"3"	"234"	"0"	"234"	"0"
"285"	"257"	"29"	"62"	"151"	"125"	"1"	"0"	"0"	"5"	"1"	"1"	"1"	"3"	"2"	"3"	"4"	"388"	"0"	"388"	"0"
"286"	"258"	"7"	"19"	"199"	"62"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"3"	"1"	"2"	"297"	"0"	"297"	"0"
"287"	"259"	"49"	"44"	"104"	"103"	"1"	"0"	"0"	"1"	"1"	"2"	"6"	"2"	"0"	"1"	"1"	"315"	"0"	"315"	"0"
"288"	"260"	"73"	"37"	"140"	"119"	"2"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"3"	"3"	"383"	"0"	"383"	"0"
"289"	"261"	"27"	"46"	"154"	"226"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"2"	"3"	"2"	"3"	"468"	"0"	"468"	"0"
"290"	"262"	"28"	"47"	"68"	"187"	"3"	"0"	"0"	"6"	"0"	"1"	"1"	"4"	"0"	"0"	"3"	"348"	"0"	"348"	"0"
"291"	"263"	"10"	"15"	"49"	"109"	"2"	"0"	"2"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"192"	"0"	"192"	"0"
"292"	"264"	"8"	"14"	"258"	"39"	"2"	"1"	"0"	"4"	"0"	"2"	"1"	"1"	"0"	"2"	"0"	"332"	"0"	"332"	"0"
"293"	"265"	"1"	"21"	"366"	"50"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"3"	"1"	"2"	"2"	"451"	"0"	"451"	"0"
"294"	"266"	"0"	"7"	"243"	"91"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"4"	"0"	"350"	"0"	"350"	"0"
"295"	"267"	"2"	"9"	"218"	"32"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"268"	"0"	"268"	"0"
"296"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"297"	""	"JAKIR HUSSAIN"	"DURGA PRASAD"	"NITIN NABIN"	"BINOD KUMAR SRIVASTAVA"	"LEELA SINGH"	"AMAR KANT SAH"	"ASHOK PRASAD"	"MOHAMMED SIRAJ AHMAD"	"RAJU KUMAR VIDYARTHI"	"VIJAY KUMAR"	"BINOY KUMAR SINHA"	"REKHA MODI"	"VISHAL SWAROOP"	"SHIV SHANKAR KUMAR BULLY"	"SUNITA PREETAM"	""	""	""	""
"298"	"268"	"1"	"23"	"338"	"12"	"0"	"2"	"2"	"1"	"0"	"3"	"2"	"0"	"0"	"1"	"0"	"385"	"0"	"385"	"0"
"299"	"269"	"0"	"13"	"288"	"19"	"1"	"0"	"1"	"0"	"0"	"2"	"2"	"0"	"1"	"0"	"3"	"330"	"0"	"330"	"0"
"300"	"270"	"2"	"15"	"279"	"27"	"2"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"330"	"0"	"330"	"0"
"301"	"271"	"1"	"10"	"327"	"45"	"0"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"2"	"1"	"0"	"392"	"0"	"392"	"0"
"302"	"272"	"2"	"14"	"341"	"18"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"4"	"1"	"386"	"0"	"386"	"0"
"303"	"273"	"2"	"20"	"358"	"35"	"0"	"3"	"0"	"0"	"2"	"2"	"3"	"1"	"1"	"2"	"2"	"431"	"0"	"431"	"0"
"304"	"274"	"4"	"28"	"543"	"37"	"1"	"3"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"0"	"622"	"0"	"622"	"0"
"305"	"275"	"1"	"19"	"315"	"6"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"345"	"0"	"345"	"0"
"306"	"276"	"2"	"38"	"391"	"45"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"2"	"1"	"2"	"1"	"487"	"0"	"487"	"0"
"307"	"277"	"1"	"14"	"383"	"35"	"0"	"1"	"5"	"0"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"443"	"0"	"443"	"0"
"308"	"278"	"3"	"20"	"328"	"64"	"1"	"4"	"2"	"1"	"0"	"5"	"3"	"2"	"0"	"1"	"0"	"434"	"0"	"434"	"0"
