"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"
"93"	"78"	"76"	"0"	"49"	"1"	"103"	"2"	"0"	"0"	"2"	"0"	"8"	"1"	"2"	"4"	"1"	"7"	"9"	"0"	"0"	"0"	"2"	"0"	"8"	"13"	"2"	"1"	"0"	"1"	"3"	"2"	"40"	"4"	"265"
"94"	"Sl No"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL VALID VOTES"
"95"	""	"BOOTH NO"	"CHAND HASAN"	"JAGESHWAR RAY"	"MASUDUL HAQUE"	"RAVINDRA RAY"	"A M EZHARUL HAQUE"	"JAY NARAYAN SAH"	"PRIYA RANJAN KUMAR SINHA"	"MANJAR HUSSAIN"	"MANOJ PRASAD SINGH"	"MISHRI LAL RAY"	"RAM BABU SAH"	"LALIT KUMAR GHOSH"	"MD. SHAMSHAD AHMAD"	"ANUJ KUMAR"	"MD. ALIEMAM"	"MD. ALAM"	"UMA SHANKAR NIRALA"	"KUSHESHWAR SINGH"	"JAYANT KUMAR JAISWAL"	"ZAIGAM AKHTER"	"NITISH KUMAR NISHAD"	"PRABHAT KUMAR"	"PREM NATH SINGH"	"BHOLA ROY"	"YOGENDRA RAM"	"MD. RAZI ANSARI"	"RAMESH KUMAR"	"LALJI KUMAR RAKESH"	"VINOD KUMAR"	"SATYENDRA KUMAR"	"DR. SUMAN KUMAR SINHA"	""
"96"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	""
"97"	"79"	"77"	"5"	"11"	"58"	"451"	"7"	"2"	"3"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"2"	"0"	"6"	"8"	"3"	"0"	"0"	"1"	"2"	"4"	"0"	"3"	"6"	"581"
"98"	"80"	"78"	"3"	"36"	"7"	"170"	"0"	"0"	"3"	"3"	"2"	"0"	"1"	"2"	"3"	"0"	"1"	"3"	"0"	"3"	"1"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"0"	"23"	"3"	"271"
"99"	"81"	"79"	"6"	"5"	"4"	"261"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"3"	"0"	"1"	"0"	"3"	"32"	"2"	"2"	"0"	"1"	"1"	"0"	"1"	"4"	"0"	"2"	"1"	"2"	"1"	"336"
"100"	"82"	"80"	"1"	"250"	"2"	"127"	"1"	"2"	"0"	"2"	"2"	"0"	"1"	"1"	"3"	"2"	"12"	"2"	"1"	"6"	"4"	"2"	"0"	"0"	"5"	"1"	"0"	"0"	"1"	"1"	"1"	"31"	"2"	"463"
"101"	"83"	"80A"	"4"	"229"	"10"	"165"	"4"	"3"	"2"	"1"	"0"	"2"	"0"	"0"	"3"	"5"	"6"	"9"	"0"	"3"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"44"	"5"	"503"
"102"	"84"	"81"	"2"	"37"	"14"	"415"	"5"	"2"	"0"	"5"	"0"	"1"	"0"	"0"	"6"	"2"	"14"	"6"	"6"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"0"	"1"	"97"	"7"	"630"
"103"	"85"	"82"	"3"	"86"	"11"	"133"	"6"	"8"	"8"	"5"	"1"	"4"	"2"	"3"	"7"	"6"	"19"	"13"	"1"	"3"	"3"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"1"	"3"	"2"	"114"	"12"	"459"
"104"	"86"	"83"	"6"	"138"	"11"	"463"	"7"	"1"	"3"	"0"	"1"	"1"	"2"	"4"	"12"	"6"	"6"	"7"	"3"	"5"	"7"	"8"	"1"	"3"	"3"	"4"	"6"	"2"	"19"	"4"	"6"	"43"	"10"	"792"
"105"	"87"	"84"	"4"	"73"	"11"	"266"	"8"	"10"	"8"	"3"	"3"	"1"	"2"	"4"	"15"	"3"	"8"	"11"	"1"	"4"	"6"	"7"	"29"	"1"	"11"	"3"	"6"	"3"	"6"	"6"	"6"	"74"	"6"	"599"
"106"	"88"	"85"	"3"	"151"	"7"	"356"	"2"	"0"	"4"	"2"	"1"	"4"	"2"	"1"	"10"	"6"	"9"	"15"	"2"	"5"	"2"	"4"	"1"	"6"	"5"	"2"	"1"	"3"	"9"	"3"	"5"	"30"	"11"	"662"
"107"	"89"	"86"	"5"	"63"	"9"	"359"	"3"	"3"	"5"	"1"	"3"	"3"	"1"	"2"	"12"	"2"	"1"	"10"	"4"	"44"	"4"	"6"	"4"	"5"	"14"	"1"	"0"	"7"	"3"	"5"	"0"	"6"	"9"	"594"
"108"	"90"	"87"	"11"	"262"	"8"	"515"	"4"	"0"	"1"	"4"	"1"	"0"	"0"	"4"	"4"	"2"	"2"	"2"	"2"	"10"	"15"	"9"	"1"	"11"	"5"	"2"	"1"	"2"	"5"	"4"	"11"	"28"	"4"	"930"
"109"	"91"	"88"	"9"	"180"	"11"	"588"	"3"	"0"	"1"	"5"	"1"	"2"	"1"	"1"	"5"	"1"	"4"	"1"	"6"	"17"	"10"	"7"	"3"	"15"	"23"	"4"	"3"	"2"	"10"	"4"	"3"	"13"	"5"	"938"
"110"	"92"	"89"	"9"	"272"	"3"	"209"	"1"	"1"	"2"	"1"	"0"	"4"	"0"	"0"	"1"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"16"	"7"	"0"	"540"
"111"	"93"	"89A"	"1"	"254"	"6"	"118"	"2"	"2"	"1"	"0"	"1"	"0"	"0"	"7"	"2"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"22"	"17"	"0"	"446"
"112"	"94"	"90"	"6"	"217"	"11"	"228"	"2"	"5"	"11"	"5"	"3"	"4"	"4"	"7"	"16"	"14"	"18"	"14"	"1"	"3"	"2"	"3"	"0"	"23"	"36"	"2"	"1"	"0"	"1"	"2"	"3"	"11"	"12"	"665"
"113"	"95"	"91"	"5"	"25"	"6"	"170"	"3"	"0"	"1"	"0"	"1"	"0"	"1"	"2"	"3"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"2"	"49"	"20"	"0"	"1"	"1"	"1"	"1"	"2"	"4"	"0"	"303"
"114"	"96"	"92"	"3"	"12"	"8"	"66"	"2"	"0"	"3"	"3"	"1"	"0"	"0"	"11"	"2"	"23"	"0"	"3"	"1"	"1"	"1"	"2"	"0"	"317"	"6"	"0"	"0"	"1"	"0"	"1"	"0"	"4"	"3"	"474"
"115"	"97"	"93"	"0"	"7"	"6"	"300"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"91"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"4"	"420"
"116"	"98"	"94"	"3"	"44"	"3"	"345"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"13"	"7"	"1"	"7"	"3"	"4"	"8"	"19"	"4"	"32"	"32"	"2"	"4"	"2"	"4"	"2"	"3"	"8"	"5"	"562"
"117"	"99"	"95"	"1"	"473"	"5"	"117"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"13"	"2"	"2"	"1"	"2"	"0"	"3"	"1"	"2"	"1"	"15"	"8"	"15"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"668"
"118"	"100"	"96"	"12"	"37"	"19"	"213"	"10"	"0"	"4"	"1"	"0"	"2"	"1"	"4"	"3"	"2"	"1"	"6"	"10"	"6"	"2"	"60"	"6"	"54"	"5"	"12"	"1"	"11"	"19"	"11"	"7"	"17"	"10"	"546"
"119"	"101"	"97"	"13"	"67"	"3"	"227"	"7"	"8"	"4"	"7"	"2"	"2"	"3"	"10"	"8"	"3"	"27"	"7"	"4"	"2"	"6"	"6"	"5"	"86"	"4"	"1"	"2"	"2"	"6"	"0"	"2"	"7"	"5"	"536"
"120"	"102"	"98"	"12"	"167"	"6"	"168"	"6"	"3"	"9"	"9"	"3"	"2"	"2"	"2"	"10"	"18"	"3"	"1"	"9"	"7"	"6"	"6"	"4"	"36"	"12"	"3"	"1"	"1"	"4"	"4"	"15"	"15"	"3"	"547"
"121"	"103"	"99"	"8"	"85"	"10"	"56"	"1"	"0"	"1"	"4"	"1"	"2"	"1"	"0"	"0"	"14"	"4"	"0"	"10"	"6"	"2"	"6"	"3"	"19"	"31"	"2"	"0"	"1"	"1"	"5"	"4"	"8"	"1"	"286"
"122"	"104"	"100"	"6"	"54"	"36"	"176"	"6"	"5"	"2"	"2"	"2"	"4"	"5"	"4"	"32"	"31"	"19"	"14"	"2"	"4"	"4"	"8"	"2"	"106"	"9"	"2"	"1"	"4"	"8"	"5"	"10"	"32"	"18"	"613"
"123"	"105"	"101"	"1"	"151"	"65"	"86"	"2"	"5"	"3"	"3"	"3"	"0"	"0"	"6"	"15"	"31"	"9"	"8"	"7"	"5"	"4"	"5"	"5"	"140"	"22"	"2"	"1"	"3"	"0"	"7"	"7"	"71"	"22"	"689"
"124"	"106"	"102"	"3"	"31"	"40"	"75"	"4"	"7"	"5"	"4"	"1"	"2"	"4"	"3"	"12"	"27"	"8"	"10"	"2"	"1"	"4"	"9"	"3"	"53"	"9"	"2"	"1"	"3"	"3"	"4"	"6"	"47"	"6"	"389"
"125"	"107"	"103"	"5"	"65"	"10"	"150"	"2"	"5"	"5"	"4"	"3"	"3"	"6"	"3"	"7"	"38"	"16"	"9"	"1"	"5"	"6"	"1"	"10"	"8"	"10"	"4"	"3"	"3"	"4"	"3"	"50"	"71"	"16"	"526"
"126"	"108"	"104"	"11"	"56"	"8"	"213"	"4"	"5"	"5"	"3"	"3"	"4"	"9"	"4"	"8"	"12"	"6"	"12"	"6"	"4"	"2"	"7"	"5"	"2"	"5"	"2"	"1"	"3"	"4"	"9"	"17"	"55"	"13"	"498"
"127"	"Sl No"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL VALID VOTES"
"128"	""	"BOOTH NO"	"CHAND HASAN"	"JAGESHWAR RAY"	"MASUDUL HAQUE"	"RAVINDRA RAY"	"A M EZHARUL HAQUE"	"JAY NARAYAN SAH"	"PRIYA RANJAN KUMAR SINHA"	"MANJAR HUSSAIN"	"MANOJ PRASAD SINGH"	"MISHRI LAL RAY"	"RAM BABU SAH"	"LALIT KUMAR GHOSH"	"MD. SHAMSHAD AHMAD"	"ANUJ KUMAR"	"MD. ALIEMAM"	"MD. ALAM"	"UMA SHANKAR NIRALA"	"KUSHESHWAR SINGH"	"JAYANT KUMAR JAISWAL"	"ZAIGAM AKHTER"	"NITISH KUMAR NISHAD"	"PRABHAT KUMAR"	"PREM NATH SINGH"	"BHOLA ROY"	"YOGENDRA RAM"	"MD. RAZI ANSARI"	"RAMESH KUMAR"	"LALJI KUMAR RAKESH"	"VINOD KUMAR"	"SATYENDRA KUMAR"	"DR. SUMAN KUMAR SINHA"	""
"129"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	""
"130"	"109"	"105"	"3"	"78"	"4"	"79"	"3"	"2"	"2"	"0"	"0"	"1"	"1"	"1"	"3"	"0"	"2"	"0"	"2"	"3"	"1"	"3"	"2"	"4"	"36"	"4"	"3"	"2"	"4"	"1"	"6"	"60"	"9"	"319"
"131"	"110"	"106"	"6"	"7"	"10"	"290"	"0"	"1"	"4"	"3"	"0"	"5"	"0"	"0"	"0"	"1"	"1"	"2"	"11"	"3"	"5"	"1"	"5"	"6"	"136"	"2"	"2"	"1"	"5"	"5"	"9"	"25"	"15"	"561"
"132"	"111"	"107"	"12"	"126"	"16"	"489"	"11"	"6"	"9"	"11"	"1"	"1"	"3"	"2"	"4"	"7"	"2"	"0"	"5"	"3"	"3"	"4"	"0"	"5"	"4"	"1"	"0"	"3"	"2"	"6"	"3"	"9"	"8"	"756"
"133"	"112"	"108"	"6"	"65"	"0"	"146"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"5"	"6"	"2"	"3"	"1"	"1"	"1"	"4"	"3"	"1"	"5"	"6"	"9"	"41"	"2"	"314"
"134"	"113"	"109"	"19"	"5"	"7"	"229"	"4"	"2"	"0"	"4"	"0"	"3"	"4"	"1"	"3"	"0"	"1"	"2"	"1"	"1"	"1"	"4"	"0"	"2"	"37"	"0"	"1"	"0"	"1"	"1"	"3"	"19"	"2"	"357"
"135"	"114"	"109A"	"1"	"17"	"9"	"109"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"1"	"1"	"1"	"3"	"2"	"4"	"7"	"212"	"0"	"0"	"2"	"2"	"1"	"4"	"11"	"0"	"395"
"136"	"115"	"110"	"37"	"154"	"29"	"290"	"7"	"5"	"3"	"5"	"3"	"6"	"0"	"7"	"6"	"44"	"6"	"8"	"15"	"2"	"6"	"6"	"2"	"3"	"3"	"2"	"0"	"3"	"0"	"3"	"0"	"38"	"10"	"703"
"137"	"116"	"111"	"10"	"73"	"16"	"370"	"3"	"1"	"12"	"9"	"6"	"6"	"2"	"8"	"35"	"35"	"20"	"18"	"0"	"3"	"3"	"5"	"3"	"1"	"1"	"0"	"1"	"4"	"4"	"5"	"7"	"42"	"14"	"717"
"138"	"117"	"112"	"8"	"92"	"4"	"156"	"5"	"1"	"4"	"7"	"1"	"2"	"1"	"0"	"3"	"1"	"8"	"5"	"5"	"9"	"4"	"5"	"9"	"8"	"13"	"1"	"1"	"6"	"2"	"3"	"5"	"14"	"7"	"390"
"139"	"118"	"112A"	"15"	"118"	"20"	"161"	"3"	"6"	"13"	"11"	"0"	"2"	"1"	"0"	"5"	"2"	"4"	"1"	"2"	"3"	"5"	"4"	"1"	"9"	"1"	"0"	"1"	"7"	"1"	"1"	"1"	"3"	"0"	"401"
"140"	"119"	"113"	"6"	"18"	"30"	"399"	"4"	"2"	"2"	"6"	"1"	"2"	"10"	"0"	"2"	"0"	"7"	"0"	"1"	"0"	"1"	"1"	"2"	"5"	"12"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"516"
"141"	"120"	"114"	"5"	"67"	"7"	"314"	"4"	"1"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"3"	"6"	"3"	"4"	"9"	"0"	"1"	"1"	"2"	"2"	"5"	"5"	"3"	"4"	"456"
"142"	"121"	"115"	"7"	"256"	"16"	"343"	"3"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"4"	"8"	"5"	"20"	"4"	"9"	"17"	"4"	"7"	"8"	"2"	"3"	"1"	"4"	"4"	"6"	"5"	"9"	"750"
"143"	"122"	"116"	"15"	"282"	"10"	"363"	"6"	"3"	"10"	"8"	"0"	"1"	"2"	"3"	"12"	"3"	"20"	"4"	"3"	"2"	"2"	"2"	"3"	"6"	"1"	"1"	"1"	"3"	"1"	"0"	"2"	"11"	"5"	"785"
"144"	"123"	"117"	"2"	"25"	"3"	"253"	"4"	"0"	"1"	"2"	"1"	"0"	"0"	"4"	"3"	"1"	"1"	"1"	"2"	"2"	"0"	"1"	"1"	"2"	"55"	"1"	"0"	"0"	"4"	"2"	"2"	"3"	"3"	"379"
"145"	"124"	"118"	"3"	"12"	"5"	"304"	"5"	"2"	"4"	"3"	"1"	"3"	"1"	"4"	"7"	"3"	"5"	"3"	"1"	"2"	"3"	"2"	"3"	"2"	"81"	"0"	"0"	"2"	"6"	"3"	"1"	"3"	"7"	"481"
"146"	"125"	"119"	"1"	"102"	"6"	"429"	"3"	"3"	"2"	"7"	"0"	"1"	"1"	"2"	"4"	"2"	"0"	"1"	"4"	"3"	"8"	"12"	"3"	"8"	"15"	"1"	"0"	"7"	"9"	"8"	"9"	"9"	"3"	"663"
"147"	"126"	"120"	"1"	"7"	"0"	"206"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"10"	"0"	"1"	"0"	"0"	"7"	"2"	"2"	"0"	"1"	"2"	"1"	"0"	"3"	"1"	"250"
"148"	"127"	"121"	"14"	"18"	"14"	"541"	"4"	"0"	"3"	"2"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"2"	"10"	"5"	"2"	"10"	"2"	"7"	"7"	"1"	"0"	"2"	"5"	"7"	"7"	"5"	"4"	"679"
"149"	"128"	"122"	"10"	"59"	"37"	"404"	"10"	"3"	"6"	"7"	"3"	"4"	"1"	"6"	"18"	"2"	"6"	"7"	"22"	"9"	"5"	"42"	"2"	"6"	"11"	"5"	"2"	"8"	"17"	"14"	"19"	"22"	"11"	"778"
"150"	"129"	"123"	"5"	"112"	"7"	"243"	"4"	"0"	"7"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"1"	"1"	"4"	"7"	"0"	"1"	"4"	"0"	"0"	"2"	"0"	"6"	"212"	"28"	"4"	"652"
"151"	"130"	"124"	"1"	"40"	"13"	"28"	"1"	"1"	"4"	"1"	"0"	"0"	"0"	"2"	"1"	"15"	"9"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"363"	"2"	"2"	"493"
"152"	"131"	"125"	"0"	"43"	"97"	"118"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"7"	"9"	"5"	"0"	"0"	"2"	"5"	"0"	"1"	"2"	"0"	"0"	"2"	"2"	"1"	"251"	"9"	"1"	"560"
"153"	"132"	"126"	"5"	"52"	"42"	"251"	"3"	"2"	"3"	"4"	"4"	"0"	"4"	"4"	"13"	"10"	"11"	"9"	"25"	"6"	"5"	"5"	"2"	"10"	"14"	"1"	"3"	"4"	"11"	"9"	"8"	"24"	"8"	"552"
"154"	"133"	"127"	"0"	"112"	"6"	"108"	"0"	"3"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"9"	"2"	"2"	"23"	"3"	"3"	"2"	"2"	"4"	"1"	"3"	"1"	"2"	"3"	"3"	"8"	"24"	"4"	"334"
"155"	"134"	"128"	"3"	"70"	"17"	"294"	"5"	"0"	"0"	"4"	"1"	"3"	"3"	"2"	"14"	"2"	"7"	"1"	"2"	"4"	"2"	"11"	"2"	"5"	"64"	"5"	"0"	"1"	"5"	"3"	"6"	"10"	"15"	"561"
"156"	"135"	"129"	"0"	"32"	"178"	"360"	"3"	"1"	"0"	"3"	"2"	"1"	"3"	"2"	"4"	"4"	"24"	"7"	"0"	"1"	"2"	"2"	"1"	"0"	"2"	"0"	"2"	"3"	"2"	"1"	"0"	"28"	"10"	"678"
"157"	"136"	"130"	"1"	"15"	"31"	"284"	"5"	"2"	"2"	"1"	"1"	"1"	"0"	"3"	"0"	"0"	"8"	"7"	"0"	"0"	"1"	"3"	"0"	"2"	"2"	"0"	"1"	"4"	"4"	"2"	"16"	"35"	"10"	"441"
"158"	"137"	"130A"	"3"	"23"	"51"	"162"	"2"	"2"	"2"	"3"	"2"	"2"	"1"	"2"	"6"	"5"	"10"	"3"	"2"	"1"	"7"	"6"	"3"	"1"	"1"	"0"	"1"	"2"	"2"	"3"	"8"	"113"	"14"	"443"
"159"	"138"	"131"	"4"	"30"	"13"	"201"	"13"	"3"	"6"	"7"	"3"	"6"	"7"	"2"	"15"	"26"	"48"	"31"	"9"	"7"	"1"	"3"	"4"	"0"	"0"	"1"	"0"	"2"	"4"	"3"	"13"	"353"	"29"	"844"
"160"	"Sl No"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL VALID VOTES"
"161"	""	"BOOTH NO"	"CHAND HASAN"	"JAGESHWAR RAY"	"MASUDUL HAQUE"	"RAVINDRA RAY"	"A M EZHARUL HAQUE"	"JAY NARAYAN SAH"	"PRIYA RANJAN KUMAR SINHA"	"MANJAR HUSSAIN"	"MANOJ PRASAD SINGH"	"MISHRI LAL RAY"	"RAM BABU SAH"	"LALIT KUMAR GHOSH"	"MD. SHAMSHAD AHMAD"	"ANUJ KUMAR"	"MD. ALIEMAM"	"MD. ALAM"	"UMA SHANKAR NIRALA"	"KUSHESHWAR SINGH"	"JAYANT KUMAR JAISWAL"	"ZAIGAM AKHTER"	"NITISH KUMAR NISHAD"	"PRABHAT KUMAR"	"PREM NATH SINGH"	"BHOLA ROY"	"YOGENDRA RAM"	"MD. RAZI ANSARI"	"RAMESH KUMAR"	"LALJI KUMAR RAKESH"	"VINOD KUMAR"	"SATYENDRA KUMAR"	"DR. SUMAN KUMAR SINHA"	""
"162"	""	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	""
"163"	"139"	"132"	"14"	"30"	"18"	"465"	"2"	"1"	"0"	"5"	"0"	"1"	"0"	"2"	"5"	"0"	"2"	"3"	"10"	"8"	"13"	"6"	"2"	"12"	"4"	"2"	"0"	"8"	"18"	"6"	"20"	"44"	"8"	"709"
"164"	"140"	"133"	"3"	"255"	"15"	"78"	"1"	"6"	"2"	"6"	"1"	"1"	"2"	"7"	"9"	"21"	"24"	"14"	"3"	"11"	"6"	"4"	"0"	"3"	"8"	"0"	"3"	"2"	"5"	"7"	"64"	"51"	"0"	"612"
"165"	"141"	"134"	"9"	"117"	"8"	"144"	"6"	"4"	"5"	"10"	"0"	"2"	"1"	"2"	"5"	"2"	"10"	"6"	"1"	"3"	"1"	"2"	"1"	"0"	"15"	"1"	"1"	"1"	"0"	"0"	"11"	"34"	"2"	"404"
"166"	"142"	"135"	"3"	"51"	"7"	"181"	"4"	"3"	"3"	"4"	"1"	"4"	"4"	"1"	"14"	"10"	"9"	"10"	"5"	"6"	"5"	"3"	"5"	"4"	"5"	"1"	"1"	"5"	"7"	"4"	"16"	"62"	"13"	"451"
"167"	"143"	"136"	"5"	"147"	"11"	"320"	"4"	"5"	"7"	"3"	"1"	"0"	"0"	"2"	"5"	"5"	"3"	"2"	"5"	"1"	"0"	"2"	"1"	"1"	"19"	"0"	"1"	"0"	"0"	"1"	"89"	"63"	"3"	"706"
"168"	"144"	"137"	"10"	"29"	"93"	"206"	"4"	"9"	"9"	"8"	"0"	"2"	"4"	"1"	"2"	"5"	"51"	"10"	"12"	"7"	"7"	"10"	"3"	"2"	"9"	"1"	"4"	"6"	"6"	"2"	"120"	"62"	"14"	"708"
"169"	"145"	"138"	"1"	"6"	"83"	"72"	"4"	"2"	"7"	"1"	"0"	"0"	"2"	"3"	"4"	"8"	"36"	"3"	"3"	"3"	"1"	"4"	"1"	"0"	"1"	"0"	"0"	"14"	"1"	"0"	"42"	"65"	"4"	"371"
"170"	"146"	"139"	"12"	"122"	"72"	"358"	"6"	"3"	"8"	"7"	"2"	"0"	"3"	"7"	"31"	"7"	"10"	"7"	"6"	"5"	"5"	"4"	"3"	"2"	"1"	"4"	"3"	"10"	"8"	"3"	"37"	"36"	"4"	"786"
"171"	"147"	"140"	"5"	"89"	"147"	"98"	"1"	"4"	"3"	"2"	"1"	"0"	"3"	"2"	"2"	"13"	"13"	"6"	"1"	"4"	"6"	"8"	"2"	"2"	"3"	"1"	"2"	"3"	"3"	"2"	"64"	"53"	"2"	"545"
"172"	"148"	"141"	"4"	"106"	"18"	"286"	"9"	"7"	"8"	"4"	"2"	"6"	"1"	"2"	"13"	"8"	"7"	"7"	"2"	"5"	"7"	"4"	"3"	"6"	"1"	"2"	"1"	"4"	"9"	"1"	"86"	"55"	"12"	"686"
"173"	"149"	"142"	"3"	"44"	"1"	"313"	"2"	"0"	"5"	"4"	"0"	"1"	"0"	"1"	"5"	"5"	"5"	"4"	"1"	"2"	"3"	"4"	"0"	"3"	"0"	"0"	"0"	"1"	"6"	"5"	"117"	"16"	"3"	"554"
"174"	"150"	"143"	"6"	"96"	"14"	"336"	"4"	"1"	"4"	"6"	"2"	"5"	"3"	"2"	"9"	"23"	"2"	"7"	"0"	"2"	"3"	"2"	"2"	"1"	"11"	"0"	"1"	"3"	"1"	"5"	"256"	"11"	"8"	"826"
"175"	"151"	"144"	"6"	"93"	"29"	"115"	"8"	"5"	"2"	"3"	"0"	"3"	"9"	"7"	"37"	"24"	"20"	"26"	"1"	"2"	"1"	"5"	"3"	"37"	"0"	"0"	"0"	"2"	"2"	"6"	"13"	"13"	"9"	"481"
"176"	"152"	"145"	"12"	"131"	"13"	"88"	"1"	"1"	"3"	"1"	"0"	"2"	"3"	"4"	"17"	"16"	"25"	"24"	"2"	"9"	"16"	"7"	"3"	"6"	"4"	"3"	"2"	"2"	"9"	"9"	"26"	"24"	"25"	"488"
"177"	"153"	"146"	"17"	"177"	"31"	"171"	"10"	"4"	"6"	"9"	"1"	"7"	"4"	"4"	"7"	"27"	"20"	"15"	"1"	"1"	"0"	"5"	"2"	"9"	"30"	"0"	"0"	"2"	"0"	"0"	"2"	"34"	"5"	"601"
"178"	"154"	"147"	"2"	"79"	"6"	"209"	"0"	"2"	"2"	"1"	"1"	"4"	"0"	"0"	"7"	"21"	"5"	"4"	"2"	"7"	"4"	"5"	"1"	"2"	"36"	"3"	"1"	"2"	"4"	"4"	"27"	"10"	"12"	"463"
"179"	"155"	"148"	"8"	"210"	"11"	"260"	"10"	"4"	"7"	"4"	"2"	"9"	"2"	"5"	"4"	"37"	"11"	"4"	"4"	"6"	"4"	"4"	"0"	"3"	"5"	"1"	"0"	"2"	"4"	"1"	"9"	"72"	"14"	"717"
"180"	"156"	"149"	"11"	"46"	"36"	"357"	"8"	"2"	"10"	"19"	"2"	"3"	"4"	"0"	"7"	"14"	"9"	"1"	"4"	"2"	"2"	"4"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"17"	"11"	"3"	"577"
"181"	"157"	"150"	"5"	"66"	"2"	"213"	"5"	"0"	"2"	"6"	"0"	"13"	"0"	"1"	"2"	"12"	"0"	"3"	"8"	"0"	"1"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"8"	"9"	"4"	"365"
"182"	"158"	"151"	"14"	"244"	"34"	"179"	"8"	"7"	"4"	"13"	"2"	"70"	"5"	"5"	"6"	"58"	"11"	"10"	"6"	"0"	"4"	"5"	"1"	"2"	"5"	"2"	"2"	"2"	"0"	"3"	"26"	"27"	"4"	"759"
"183"	"159"	"152"	"5"	"170"	"13"	"134"	"4"	"1"	"1"	"9"	"1"	"15"	"2"	"1"	"4"	"15"	"8"	"0"	"2"	"3"	"3"	"6"	"0"	"0"	"2"	"7"	"0"	"1"	"2"	"1"	"14"	"15"	"7"	"446"
"184"	"160"	"153"	"8"	"210"	"14"	"114"	"3"	"8"	"3"	"14"	"5"	"4"	"1"	"2"	"5"	"172"	"34"	"1"	"4"	"3"	"2"	"1"	"1"	"3"	"0"	"0"	"1"	"6"	"1"	"0"	"33"	"33"	"4"	"690"
