"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"155"	"141"	"118"	"10"	"260"	"7"	"1"	"1"	"1"	"3"	"10"	"23"	"7"	"8"	"9"	"47"	"7"	"22"	"17"	"1"	"3"	"555"
"156"	"142"	"23"	"5"	"198"	"0"	"0"	"2"	"1"	"3"	"18"	"24"	"1"	"5"	"4"	"24"	"1"	"11"	"6"	"1"	"8"	"335"
"157"	"143"	"249"	"18"	"154"	"2"	"4"	"3"	"5"	"2"	"5"	"33"	"4"	"14"	"4"	"16"	"6"	"10"	"39"	"14"	"10"	"592"
"158"	"144"	"30"	"27"	"127"	"6"	"1"	"2"	"2"	"4"	"8"	"17"	"1"	"4"	"3"	"16"	"4"	"7"	"28"	"7"	"3"	"297"
"159"	"145"	"53"	"10"	"154"	"3"	"4"	"1"	"1"	"3"	"6"	"17"	"1"	"0"	"1"	"8"	"8"	"5"	"23"	"4"	"6"	"308"
"160"	"146"	"260"	"60"	"224"	"5"	"1"	"1"	"0"	"0"	"6"	"40"	"2"	"7"	"2"	"5"	"2"	"10"	"19"	"6"	"10"	"660"
"161"	"147"	"186"	"16"	"160"	"6"	"2"	"2"	"0"	"1"	"2"	"17"	"0"	"5"	"1"	"4"	"1"	"7"	"10"	"7"	"4"	"431"
"162"	"148"	"160"	"15"	"147"	"2"	"2"	"1"	"4"	"0"	"5"	"17"	"3"	"4"	"5"	"8"	"3"	"9"	"15"	"12"	"11"	"423"
"163"	"149"	"521"	"21"	"94"	"3"	"3"	"2"	"5"	"1"	"4"	"17"	"6"	"3"	"2"	"3"	"3"	"8"	"27"	"7"	"4"	"734"
"164"	"150"	"397"	"21"	"210"	"4"	"8"	"3"	"2"	"2"	"6"	"25"	"1"	"0"	"1"	"2"	"1"	"9"	"18"	"0"	"0"	"710"
"165"	"151"	"365"	"7"	"97"	"1"	"0"	"0"	"0"	"0"	"1"	"7"	"0"	"0"	"3"	"3"	"2"	"13"	"6"	"3"	"0"	"508"
"166"	"152"	"189"	"48"	"436"	"2"	"1"	"0"	"0"	"0"	"2"	"33"	"3"	"3"	"3"	"13"	"0"	"17"	"2"	"0"	"2"	"754"
"167"	"153"	"94"	"16"	"506"	"4"	"4"	"9"	"5"	"2"	"3"	"61"	"4"	"7"	"0"	"21"	"2"	"3"	"11"	"4"	"27"	"783"
"168"	"154"	"226"	"34"	"164"	"4"	"5"	"1"	"2"	"2"	"6"	"31"	"5"	"6"	"0"	"8"	"2"	"3"	"10"	"5"	"5"	"519"
"169"	"155"	"218"	"32"	"231"	"6"	"2"	"1"	"1"	"2"	"8"	"52"	"5"	"9"	"4"	"37"	"2"	"12"	"17"	"1"	"4"	"644"
"170"	"156"	"28"	"35"	"424"	"4"	"0"	"0"	"3"	"1"	"4"	"48"	"3"	"4"	"2"	"19"	"2"	"19"	"12"	"3"	"17"	"628"
"171"	"157"	"113"	"12"	"67"	"1"	"1"	"5"	"1"	"0"	"5"	"17"	"4"	"1"	"4"	"12"	"5"	"16"	"4"	"1"	"4"	"273"
"172"	"158"	"133"	"32"	"111"	"2"	"2"	"2"	"4"	"0"	"11"	"35"	"10"	"5"	"7"	"11"	"11"	"24"	"36"	"8"	"24"	"468"
"173"	"159"	"35"	"20"	"179"	"5"	"0"	"2"	"2"	"1"	"1"	"25"	"0"	"5"	"2"	"5"	"0"	"2"	"4"	"4"	"4"	"296"
"174"	"160"	"39"	"31"	"318"	"3"	"0"	"2"	"1"	"1"	"2"	"36"	"2"	"2"	"3"	"13"	"2"	"11"	"0"	"2"	"1"	"469"
"175"	"161"	"165"	"43"	"120"	"8"	"0"	"0"	"2"	"8"	"3"	"14"	"3"	"2"	"4"	"4"	"1"	"8"	"21"	"3"	"0"	"409"
"176"	"162"	"34"	"13"	"434"	"8"	"2"	"4"	"1"	"2"	"4"	"45"	"7"	"2"	"2"	"50"	"5"	"7"	"5"	"1"	"4"	"630"
"177"	"163"	"24"	"26"	"256"	"5"	"0"	"2"	"0"	"8"	"1"	"30"	"0"	"4"	"0"	"6"	"0"	"0"	"4"	"1"	"1"	"368"
"178"	"163A"	"16"	"19"	"187"	"2"	"2"	"0"	"14"	"1"	"3"	"24"	"1"	"5"	"2"	"8"	"2"	"2"	"12"	"3"	"17"	"320"
"179"	"164"	"31"	"85"	"308"	"9"	"4"	"3"	"5"	"1"	"9"	"48"	"9"	"10"	"14"	"46"	"15"	"28"	"9"	"2"	"16"	"652"
"180"	"165"	"33"	"18"	"332"	"7"	"2"	"4"	"3"	"3"	"7"	"34"	"5"	"9"	"12"	"35"	"10"	"20"	"4"	"1"	"38"	"577"
"181"	"166"	"415"	"15"	"14"	"2"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"2"	"4"	"15"	"2"	"4"	"479"
"182"	"167"	"119"	"8"	"209"	"6"	"6"	"9"	"2"	"1"	"9"	"23"	"3"	"1"	"4"	"24"	"1"	"5"	"6"	"0"	"2"	"438"
"183"	"168"	"55"	"5"	"225"	"0"	"1"	"2"	"0"	"2"	"2"	"14"	"1"	"6"	"1"	"5"	"1"	"4"	"1"	"2"	"3"	"330"
"184"	"169"	"334"	"18"	"61"	"1"	"1"	"1"	"1"	"0"	"7"	"9"	"0"	"1"	"0"	"3"	"0"	"8"	"8"	"0"	"0"	"453"
"185"	"170"	"339"	"18"	"42"	"1"	"1"	"1"	"0"	"1"	"3"	"2"	"1"	"2"	"5"	"11"	"5"	"24"	"23"	"3"	"3"	"485"
"186"	"170A"	"68"	"4"	"67"	"1"	"0"	"1"	"0"	"0"	"4"	"5"	"0"	"1"	"6"	"97"	"1"	"17"	"5"	"1"	"2"	"280"
"187"	"171"	"135"	"15"	"159"	"2"	"5"	"5"	"8"	"5"	"5"	"24"	"7"	"4"	"8"	"36"	"10"	"32"	"13"	"4"	"11"	"488"
"188"	"172"	"8"	"8"	"187"	"2"	"0"	"0"	"0"	"1"	"2"	"18"	"1"	"4"	"4"	"6"	"0"	"2"	"3"	"1"	"9"	"256"
"189"	"173"	"303"	"17"	"248"	"3"	"0"	"1"	"1"	"2"	"4"	"22"	"4"	"2"	"1"	"7"	"1"	"9"	"26"	"2"	"9"	"662"
"190"	"174"	"211"	"9"	"121"	"2"	"0"	"1"	"1"	"0"	"0"	"19"	"1"	"0"	"2"	"3"	"2"	"8"	"2"	"3"	"1"	"386"
"191"	"174A"	"50"	"19"	"207"	"3"	"0"	"1"	"1"	"2"	"3"	"31"	"2"	"7"	"3"	"14"	"2"	"22"	"7"	"2"	"3"	"379"
"192"	"175"	"58"	"20"	"427"	"4"	"0"	"6"	"0"	"2"	"2"	"48"	"3"	"7"	"1"	"9"	"2"	"5"	"25"	"1"	"1"	"621"
"193"	"176"	"192"	"21"	"242"	"10"	"1"	"3"	"1"	"0"	"2"	"26"	"4"	"5"	"2"	"3"	"1"	"66"	"19"	"0"	"0"	"598"
"194"	"177"	"328"	"1"	"6"	"2"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"5"	"65"	"3"	"1"	"416"
"195"	"178"	"259"	"27"	"76"	"1"	"4"	"3"	"14"	"3"	"2"	"38"	"4"	"3"	"0"	"8"	"4"	"18"	"25"	"2"	"5"	"496"
"196"	"179"	"192"	"13"	"311"	"5"	"0"	"1"	"12"	"1"	"3"	"53"	"3"	"10"	"2"	"10"	"7"	"23"	"29"	"9"	"13"	"697"
"197"	"180"	"414"	"33"	"244"	"6"	"4"	"4"	"2"	"3"	"6"	"36"	"5"	"5"	"1"	"1"	"0"	"17"	"20"	"1"	"3"	"805"
"198"	"181"	"89"	"17"	"262"	"1"	"7"	"1"	"3"	"0"	"0"	"39"	"3"	"11"	"0"	"6"	"2"	"11"	"20"	"5"	"6"	"483"
"199"	"182"	"43"	"42"	"186"	"13"	"5"	"3"	"1"	"4"	"2"	"52"	"2"	"5"	"3"	"9"	"7"	"63"	"4"	"2"	"3"	"449"
"200"	"183"	"400"	"12"	"86"	"1"	"9"	"1"	"0"	"2"	"2"	"26"	"1"	"2"	"0"	"3"	"0"	"5"	"18"	"1"	"5"	"574"
"201"	"184"	"394"	"23"	"55"	"2"	"0"	"4"	"4"	"3"	"2"	"6"	"2"	"1"	"3"	"3"	"0"	"10"	"13"	"2"	"0"	"527"
"202"	"185"	"27"	"0"	"11"	"0"	"1"	"0"	"0"	"0"	"1"	"4"	"0"	"2"	"2"	"1"	"1"	"319"	"2"	"1"	"1"	"373"
"203"	"186"	"137"	"8"	"120"	"3"	"139"	"2"	"1"	"2"	"4"	"22"	"5"	"8"	"5"	"7"	"6"	"12"	"88"	"14"	"12"	"595"
"204"	"187"	"52"	"23"	"187"	"4"	"2"	"3"	"2"	"3"	"7"	"39"	"4"	"10"	"4"	"9"	"6"	"243"	"4"	"1"	"2"	"605"
"205"	"188"	"66"	"17"	"321"	"52"	"2"	"3"	"2"	"4"	"1"	"75"	"4"	"12"	"2"	"9"	"4"	"45"	"29"	"2"	"8"	"658"
"206"	"189"	"240"	"82"	"141"	"8"	"23"	"3"	"3"	"0"	"3"	"22"	"3"	"4"	"2"	"6"	"6"	"40"	"9"	"2"	"3"	"600"
"207"	"190"	"266"	"18"	"91"	"4"	"0"	"3"	"4"	"1"	"7"	"38"	"4"	"4"	"2"	"5"	"7"	"21"	"18"	"0"	"2"	"495"
"208"	"Total:"	"33419"	"6995"	"40266"	"881"	"605"	"599"	"1425"	"952"	"970"	"5668"	"609"	"1122"	"742"	"1989"	"762"	"3094"	"2896"	"655"	"1313"	"104962"
"209"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"Postal Ballot"	"2"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"8"
"211"	"Grand Total:"	"33421"	"6995"	"40271"	"881"	"605"	"599"	"1425"	"952"	"970"	"5668"	"609"	"1122"	"742"	"1989"	"762"	"3094"	"2897"	"655"	"1313"	"104970"
"212"	"Place:                                                                                                                                                                                                                                              Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"213"	"Date: 24/11/2010                                                                                                                                                                                                             Assembly Constituency :135---Morwa"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"214"	"Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar                                                                                                                                                                                                            Page -1 of 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
