"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"190"	"181"	"6"	"105"	"0"	"1"	"89"	"1"	"0"	"2"	"2"	"10"	"2"	"13"	"4"	"2"	"6"	"243"
"191"	"182"	"10"	"149"	"6"	"2"	"220"	"2"	"3"	"4"	"4"	"13"	"21"	"163"	"15"	"15"	"10"	"637"
"192"	"182A"	"14"	"220"	"8"	"0"	"51"	"0"	"1"	"1"	"3"	"1"	"5"	"75"	"7"	"11"	"5"	"402"
"193"	"183"	"28"	"169"	"1"	"0"	"91"	"2"	"0"	"3"	"9"	"9"	"6"	"17"	"9"	"8"	"8"	"360"
"194"	"184"	"12"	"342"	"4"	"0"	"28"	"1"	"0"	"0"	"1"	"5"	"1"	"17"	"3"	"7"	"5"	"426"
"195"	"184A"	"16"	"300"	"8"	"3"	"18"	"1"	"1"	"0"	"4"	"2"	"3"	"27"	"2"	"2"	"2"	"389"
"196"	"185"	"31"	"534"	"22"	"4"	"77"	"5"	"0"	"3"	"6"	"7"	"5"	"62"	"9"	"12"	"6"	"783"
"197"	"186"	"26"	"302"	"10"	"2"	"56"	"9"	"1"	"3"	"4"	"4"	"5"	"22"	"3"	"15"	"4"	"466"
"198"	"187"	"18"	"362"	"20"	"5"	"54"	"8"	"2"	"3"	"4"	"10"	"8"	"93"	"9"	"23"	"14"	"633"
"199"	"188"	"32"	"675"	"23"	"0"	"54"	"1"	"0"	"1"	"5"	"7"	"4"	"59"	"6"	"7"	"18"	"892"
"200"	"189"	"33"	"306"	"3"	"1"	"250"	"15"	"4"	"1"	"10"	"17"	"29"	"27"	"14"	"18"	"29"	"757"
"201"	"190"	"41"	"198"	"8"	"5"	"309"	"19"	"6"	"7"	"5"	"19"	"34"	"30"	"9"	"24"	"11"	"725"
"202"	"191"	"16"	"345"	"7"	"2"	"58"	"4"	"0"	"1"	"1"	"1"	"2"	"8"	"13"	"7"	"11"	"476"
"203"	"192"	"18"	"257"	"8"	"0"	"134"	"4"	"0"	"0"	"2"	"12"	"5"	"3"	"5"	"0"	"6"	"454"
"204"	"193"	"36"	"409"	"15"	"2"	"284"	"7"	"1"	"2"	"9"	"26"	"5"	"16"	"6"	"21"	"10"	"849"
"205"	"194"	"9"	"251"	"5"	"1"	"67"	"1"	"1"	"0"	"2"	"3"	"7"	"5"	"6"	"19"	"9"	"386"
"206"	"194A"	"13"	"200"	"2"	"4"	"97"	"4"	"2"	"1"	"4"	"6"	"3"	"10"	"2"	"13"	"7"	"368"
"207"	"195"	"14"	"370"	"14"	"0"	"89"	"2"	"1"	"1"	"3"	"2"	"11"	"20"	"7"	"11"	"18"	"563"
"208"	"196"	"22"	"261"	"15"	"4"	"222"	"5"	"0"	"5"	"4"	"3"	"0"	"10"	"3"	"5"	"0"	"559"
"209"	"196A"	"15"	"104"	"6"	"1"	"225"	"8"	"2"	"4"	"1"	"10"	"22"	"23"	"3"	"10"	"11"	"445"
"210"	"197"	"15"	"108"	"10"	"9"	"463"	"18"	"2"	"11"	"15"	"37"	"50"	"144"	"14"	"28"	"37"	"961"
"211"	"198"	"27"	"315"	"15"	"3"	"48"	"2"	"3"	"1"	"3"	"4"	"5"	"30"	"19"	"15"	"16"	"506"
"212"	"199"	"20"	"335"	"13"	"4"	"122"	"6"	"3"	"7"	"12"	"15"	"22"	"46"	"34"	"35"	"31"	"705"
"213"	"200"	"12"	"205"	"6"	"1"	"79"	"2"	"6"	"1"	"3"	"8"	"1"	"17"	"2"	"3"	"2"	"348"
"214"	"Total:"	"3969"	"48729"	"4533"	"1086"	"21860"	"1001"	"377"	"480"	"967"	"2129"	"1764"	"15185"	"1592"	"6351"	"3453"	"113476"
"215"	"Postal Ballot"	"5"	"112"	"20"	"1"	"128"	"4"	"0"	"1"	"1"	"0"	"0"	"52"	"0"	"22"	"6"	"352"
"216"	"Grand Total:"	"3974"	"48841"	"4553"	"1087"	"21988"	"1005"	"377"	"481"	"968"	"2129"	"1764"	"15237"	"1592"	"6373"	"3459"	"113828"
"217"	"Place:   Khagaria                                                                                                                                       Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"218"	"Date: 24/11/2010                                                                                                                        Assembly Constituency :149---Khagaria"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
