"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"147"	"127"	"8"	"185"	"26"	"0"	"102"	"9"	"3"	"1"	"41"	"0"	"1"	"7"	"20"	"5"	"50"	"458"	"0"	"458"	"0"
"148"	"128"	"3"	"269"	"17"	"10"	"112"	"9"	"3"	"2"	"6"	"5"	"3"	"4"	"15"	"8"	"33"	"499"	"0"	"499"	"0"
"149"	"129"	"1"	"403"	"30"	"6"	"86"	"15"	"7"	"4"	"3"	"1"	"2"	"3"	"15"	"4"	"28"	"608"	"0"	"608"	"0"
"150"	"130"	"1"	"266"	"21"	"18"	"39"	"3"	"3"	"3"	"4"	"2"	"0"	"2"	"5"	"4"	"6"	"377"	"0"	"377"	"0"
"151"	"131"	"1"	"191"	"36"	"4"	"47"	"5"	"0"	"2"	"6"	"2"	"0"	"1"	"8"	"5"	"1"	"309"	"0"	"309"	"0"
"152"	"132"	"0"	"290"	"48"	"1"	"51"	"5"	"2"	"3"	"13"	"0"	"0"	"0"	"2"	"3"	"11"	"429"	"0"	"429"	"0"
"153"	"133"	"2"	"341"	"49"	"1"	"44"	"4"	"4"	"4"	"10"	"0"	"3"	"1"	"2"	"3"	"29"	"497"	"0"	"497"	"0"
"154"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"155"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"156"	"134"	"0"	"327"	"35"	"8"	"29"	"3"	"0"	"4"	"10"	"3"	"2"	"0"	"8"	"3"	"15"	"447"	"0"	"447"	"0"
"157"	"135"	"3"	"222"	"35"	"1"	"24"	"1"	"3"	"0"	"10"	"0"	"0"	"1"	"6"	"4"	"18"	"328"	"0"	"328"	"0"
"158"	"136"	"6"	"278"	"8"	"8"	"131"	"13"	"2"	"1"	"0"	"0"	"4"	"2"	"9"	"8"	"8"	"478"	"0"	"478"	"0"
"159"	"137"	"2"	"260"	"23"	"3"	"70"	"9"	"2"	"2"	"0"	"0"	"3"	"0"	"4"	"3"	"8"	"389"	"0"	"389"	"0"
"160"	"138"	"7"	"364"	"10"	"17"	"102"	"10"	"6"	"6"	"2"	"0"	"1"	"3"	"11"	"12"	"37"	"588"	"0"	"588"	"0"
"161"	"139"	"2"	"359"	"26"	"4"	"50"	"4"	"7"	"2"	"3"	"3"	"4"	"2"	"3"	"6"	"15"	"490"	"0"	"490"	"0"
"162"	"140"	"5"	"341"	"29"	"4"	"122"	"9"	"7"	"2"	"8"	"0"	"9"	"0"	"23"	"7"	"9"	"575"	"0"	"575"	"0"
"163"	"141"	"5"	"277"	"35"	"8"	"26"	"4"	"1"	"4"	"2"	"0"	"1"	"2"	"13"	"5"	"3"	"386"	"0"	"386"	"0"
"164"	"141A"	"1"	"229"	"43"	"3"	"19"	"3"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"4"	"308"	"0"	"308"	"0"
"165"	"142"	"2"	"2"	"0"	"0"	"456"	"9"	"0"	"3"	"10"	"0"	"3"	"3"	"17"	"1"	"2"	"508"	"0"	"508"	"0"
"166"	"143"	"0"	"6"	"2"	"0"	"572"	"14"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"598"	"0"	"598"	"0"
"167"	"144"	"8"	"2"	"1"	"2"	"439"	"19"	"3"	"3"	"13"	"5"	"14"	"9"	"4"	"2"	"10"	"534"	"0"	"534"	"0"
"168"	"145"	"1"	"7"	"3"	"1"	"294"	"16"	"3"	"2"	"0"	"2"	"9"	"3"	"2"	"2"	"3"	"348"	"0"	"348"	"0"
"169"	"146"	"3"	"9"	"2"	"1"	"285"	"21"	"5"	"1"	"0"	"0"	"5"	"3"	"2"	"2"	"12"	"351"	"0"	"351"	"0"
"170"	"147"	"2"	"1"	"3"	"0"	"349"	"12"	"0"	"2"	"2"	"3"	"3"	"9"	"3"	"1"	"2"	"392"	"0"	"392"	"0"
"171"	"148"	"1"	"121"	"6"	"6"	"153"	"39"	"2"	"2"	"2"	"0"	"3"	"3"	"35"	"7"	"3"	"383"	"0"	"383"	"0"
"172"	"149"	"6"	"380"	"71"	"1"	"135"	"8"	"2"	"2"	"1"	"2"	"5"	"3"	"21"	"5"	"41"	"683"	"0"	"683"	"0"
"173"	"150"	"5"	"338"	"51"	"3"	"121"	"10"	"5"	"5"	"6"	"3"	"3"	"5"	"10"	"7"	"21"	"593"	"0"	"593"	"0"
"174"	"151"	"6"	"366"	"34"	"0"	"163"	"13"	"1"	"3"	"3"	"0"	"6"	"4"	"9"	"9"	"15"	"632"	"0"	"632"	"0"
"175"	"152"	"3"	"245"	"25"	"3"	"52"	"8"	"3"	"5"	"2"	"1"	"1"	"1"	"7"	"5"	"8"	"369"	"0"	"369"	"0"
"176"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"177"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"178"	"152A"	"3"	"172"	"15"	"0"	"63"	"3"	"1"	"5"	"0"	"2"	"0"	"5"	"6"	"3"	"18"	"296"	"0"	"296"	"0"
"179"	"153"	"7"	"296"	"20"	"4"	"140"	"12"	"2"	"4"	"1"	"0"	"3"	"6"	"24"	"7"	"6"	"532"	"0"	"532"	"0"
"180"	"154"	"5"	"325"	"22"	"1"	"138"	"7"	"3"	"7"	"3"	"1"	"4"	"3"	"5"	"2"	"13"	"539"	"0"	"539"	"0"
"181"	"155"	"9"	"286"	"34"	"3"	"219"	"17"	"2"	"3"	"5"	"3"	"6"	"4"	"3"	"3"	"7"	"604"	"0"	"604"	"0"
"182"	"156"	"7"	"437"	"40"	"2"	"87"	"10"	"1"	"6"	"3"	"0"	"3"	"3"	"3"	"8"	"11"	"621"	"0"	"621"	"0"
"183"	"157"	"1"	"291"	"56"	"0"	"8"	"1"	"0"	"2"	"0"	"0"	"0"	"1"	"2"	"4"	"3"	"369"	"0"	"369"	"0"
"184"	"158"	"2"	"402"	"56"	"3"	"29"	"2"	"1"	"0"	"2"	"2"	"1"	"0"	"2"	"4"	"23"	"529"	"0"	"529"	"0"
"185"	"159"	"4"	"408"	"46"	"2"	"13"	"1"	"3"	"2"	"0"	"2"	"0"	"0"	"0"	"9"	"4"	"494"	"0"	"494"	"0"
"186"	"160"	"2"	"271"	"12"	"1"	"11"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"6"	"307"	"0"	"307"	"0"
"187"	"160A"	"0"	"147"	"16"	"0"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"3"	"5"	"180"	"0"	"180"	"0"
"188"	"161"	"2"	"183"	"38"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"229"	"0"	"229"	"0"
"189"	"161A"	"0"	"256"	"36"	"0"	"4"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"3"	"3"	"307"	"0"	"307"	"0"
"190"	"162"	"5"	"394"	"163"	"1"	"21"	"17"	"4"	"2"	"3"	"0"	"1"	"1"	"7"	"1"	"18"	"638"	"0"	"638"	"0"
"191"	"163"	"4"	"192"	"18"	"1"	"153"	"13"	"0"	"1"	"0"	"1"	"1"	"5"	"9"	"10"	"20"	"428"	"0"	"428"	"0"
"192"	"164"	"1"	"168"	"19"	"0"	"111"	"15"	"4"	"3"	"1"	"4"	"5"	"2"	"14"	"10"	"5"	"362"	"0"	"362"	"0"
"193"	"165"	"10"	"253"	"9"	"4"	"60"	"5"	"1"	"4"	"2"	"1"	"1"	"4"	"9"	"4"	"7"	"374"	"0"	"374"	"0"
"194"	"166"	"3"	"258"	"17"	"3"	"38"	"5"	"3"	"2"	"0"	"0"	"1"	"0"	"10"	"10"	"4"	"354"	"0"	"354"	"0"
"195"	"167"	"0"	"255"	"24"	"0"	"21"	"3"	"0"	"2"	"2"	"0"	"1"	"2"	"6"	"4"	"12"	"332"	"0"	"332"	"0"
"196"	"168"	"4"	"356"	"28"	"0"	"73"	"4"	"4"	"5"	"2"	"2"	"3"	"4"	"6"	"3"	"6"	"500"	"0"	"500"	"0"
"197"	"169"	"4"	"291"	"8"	"2"	"99"	"5"	"5"	"1"	"2"	"2"	"1"	"11"	"12"	"4"	"15"	"462"	"0"	"462"	"0"
"198"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"199"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"200"	"170"	"3"	"281"	"46"	"3"	"132"	"8"	"0"	"1"	"0"	"1"	"2"	"1"	"11"	"5"	"2"	"496"	"0"	"496"	"0"
"201"	"171"	"1"	"165"	"21"	"4"	"148"	"6"	"6"	"1"	"0"	"0"	"4"	"0"	"1"	"5"	"6"	"368"	"0"	"368"	"0"
"202"	"172"	"4"	"261"	"31"	"2"	"96"	"14"	"2"	"5"	"1"	"3"	"3"	"1"	"4"	"5"	"2"	"434"	"0"	"434"	"0"
"203"	"173"	"2"	"299"	"27"	"0"	"76"	"4"	"2"	"4"	"4"	"1"	"1"	"2"	"5"	"1"	"8"	"436"	"0"	"436"	"0"
"204"	"174"	"5"	"316"	"24"	"5"	"77"	"7"	"2"	"1"	"0"	"0"	"2"	"2"	"1"	"8"	"14"	"464"	"0"	"464"	"0"
"205"	"175"	"3"	"346"	"21"	"1"	"43"	"2"	"0"	"1"	"5"	"0"	"1"	"1"	"4"	"3"	"4"	"435"	"0"	"435"	"0"
"206"	"176"	"1"	"211"	"52"	"0"	"15"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"15"	"299"	"0"	"299"	"0"
"207"	"177"	"1"	"167"	"75"	"0"	"8"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"254"	"0"	"254"	"0"
"208"	"178"	"2"	"285"	"53"	"2"	"124"	"9"	"2"	"4"	"1"	"0"	"8"	"1"	"3"	"1"	"12"	"507"	"0"	"507"	"0"
"209"	"179"	"0"	"119"	"16"	"0"	"40"	"5"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"4"	"188"	"0"	"188"	"0"
"210"	"180"	"0"	"205"	"28"	"0"	"11"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"255"	"0"	"255"	"0"
"211"	"180A"	"1"	"350"	"41"	"0"	"9"	"0"	"2"	"3"	"1"	"0"	"0"	"0"	"3"	"3"	"20"	"433"	"0"	"433"	"0"
"212"	"181"	"1"	"353"	"41"	"0"	"19"	"0"	"4"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"15"	"437"	"0"	"437"	"0"
"213"	"182"	"1"	"287"	"21"	"2"	"28"	"0"	"1"	"2"	"3"	"0"	"1"	"0"	"2"	"3"	"3"	"354"	"0"	"354"	"0"
"214"	"183"	"3"	"285"	"33"	"0"	"13"	"1"	"3"	"1"	"0"	"1"	"1"	"0"	"2"	"6"	"10"	"359"	"0"	"359"	"0"
"215"	"184"	"1"	"289"	"21"	"1"	"19"	"3"	"4"	"1"	"2"	"4"	"2"	"4"	"7"	"2"	"7"	"367"	"0"	"367"	"0"
"216"	"184A"	"5"	"183"	"10"	"2"	"33"	"11"	"2"	"0"	"2"	"2"	"0"	"2"	"2"	"2"	"4"	"260"	"0"	"260"	"0"
"217"	"185"	"12"	"353"	"26"	"1"	"27"	"3"	"4"	"1"	"1"	"2"	"1"	"4"	"5"	"9"	"6"	"455"	"0"	"455"	"0"
"218"	"186"	"3"	"316"	"28"	"1"	"21"	"9"	"0"	"1"	"2"	"1"	"0"	"6"	"7"	"5"	"5"	"405"	"0"	"405"	"0"
"219"	"187"	"3"	"446"	"38"	"3"	"63"	"6"	"5"	"5"	"2"	"0"	"0"	"3"	"4"	"3"	"13"	"594"	"0"	"594"	"0"
"220"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"221"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"222"	"188"	"6"	"228"	"26"	"1"	"34"	"3"	"1"	"5"	"2"	"1"	"1"	"3"	"10"	"4"	"12"	"337"	"0"	"337"	"0"
"223"	"188A"	"2"	"175"	"13"	"0"	"24"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"5"	"232"	"0"	"232"	"0"
"224"	"189"	"5"	"396"	"24"	"0"	"40"	"16"	"7"	"5"	"7"	"1"	"2"	"4"	"10"	"6"	"9"	"532"	"0"	"532"	"0"
"225"	"190"	"7"	"509"	"33"	"5"	"29"	"10"	"5"	"3"	"5"	"2"	"3"	"3"	"20"	"9"	"6"	"649"	"0"	"649"	"0"
"226"	"191"	"4"	"230"	"9"	"1"	"17"	"16"	"2"	"4"	"2"	"2"	"1"	"2"	"3"	"5"	"5"	"303"	"0"	"303"	"0"
"227"	"192"	"12"	"347"	"31"	"1"	"21"	"6"	"3"	"3"	"4"	"1"	"0"	"5"	"1"	"4"	"8"	"447"	"0"	"447"	"0"
"228"	"193"	"1"	"311"	"7"	"0"	"20"	"35"	"1"	"1"	"1"	"3"	"0"	"1"	"8"	"1"	"5"	"395"	"0"	"395"	"0"
"229"	"194"	"7"	"254"	"9"	"1"	"38"	"21"	"2"	"2"	"0"	"1"	"1"	"1"	"6"	"1"	"2"	"346"	"0"	"346"	"0"
"230"	"195"	"1"	"215"	"21"	"2"	"96"	"6"	"1"	"1"	"1"	"0"	"2"	"7"	"4"	"1"	"8"	"366"	"0"	"366"	"0"
"231"	"196"	"5"	"161"	"15"	"1"	"55"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"251"	"0"	"251"	"0"
"232"	"197"	"3"	"524"	"53"	"1"	"68"	"6"	"2"	"2"	"0"	"1"	"0"	"0"	"4"	"4"	"43"	"711"	"0"	"711"	"0"
"233"	"198"	"2"	"367"	"45"	"2"	"20"	"3"	"3"	"0"	"2"	"0"	"0"	"0"	"7"	"2"	"26"	"479"	"0"	"479"	"0"
"234"	"199"	"1"	"257"	"24"	"0"	"17"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"64"	"369"	"0"	"369"	"0"
"235"	"199A"	"0"	"199"	"25"	"0"	"24"	"1"	"1"	"1"	"3"	"1"	"0"	"1"	"1"	"0"	"45"	"302"	"0"	"302"	"0"
"236"	"200"	"7"	"292"	"29"	"0"	"21"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"4"	"3"	"46"	"408"	"0"	"408"	"0"
"237"	"200A"	"0"	"201"	"24"	"2"	"21"	"1"	"0"	"2"	"0"	"1"	"1"	"1"	"13"	"1"	"30"	"298"	"0"	"298"	"0"
"238"	"201"	"0"	"379"	"41"	"0"	"23"	"2"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"66"	"517"	"0"	"517"	"0"
"239"	"202"	"2"	"332"	"54"	"1"	"14"	"1"	"5"	"1"	"1"	"0"	"0"	"4"	"5"	"6"	"33"	"459"	"0"	"459"	"0"
"240"	"203"	"2"	"478"	"27"	"0"	"42"	"1"	"5"	"3"	"1"	"3"	"0"	"2"	"6"	"1"	"48"	"619"	"0"	"619"	"0"
"241"	"204"	"0"	"226"	"21"	"0"	"13"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"18"	"281"	"0"	"281"	"0"
"242"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"243"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"244"	"204A"	"1"	"169"	"15"	"1"	"20"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"7"	"18"	"238"	"0"	"238"	"0"
"245"	"205"	"0"	"113"	"20"	"0"	"18"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"18"	"174"	"0"	"174"	"0"
"246"	"206"	"1"	"162"	"32"	"1"	"21"	"1"	"0"	"2"	"1"	"3"	"0"	"1"	"1"	"1"	"23"	"250"	"0"	"250"	"0"
"247"	"207"	"0"	"200"	"78"	"1"	"53"	"1"	"2"	"1"	"0"	"1"	"1"	"0"	"4"	"6"	"28"	"376"	"0"	"376"	"0"
"248"	"208"	"0"	"211"	"20"	"0"	"31"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"10"	"278"	"0"	"278"	"0"
"249"	"209"	"0"	"182"	"16"	"0"	"31"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"24"	"257"	"0"	"257"	"0"
"250"	"210"	"1"	"131"	"15"	"1"	"103"	"6"	"4"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"5"	"272"	"0"	"272"	"0"
"251"	"211"	"2"	"87"	"10"	"0"	"74"	"3"	"5"	"0"	"3"	"1"	"1"	"2"	"2"	"2"	"12"	"204"	"0"	"204"	"0"
"252"	"212"	"0"	"138"	"18"	"2"	"96"	"5"	"4"	"0"	"1"	"1"	"0"	"2"	"2"	"0"	"14"	"283"	"0"	"283"	"0"
"253"	"213"	"0"	"122"	"13"	"0"	"62"	"0"	"3"	"1"	"1"	"0"	"0"	"1"	"0"	"6"	"7"	"216"	"0"	"216"	"0"
"254"	"214"	"1"	"342"	"39"	"1"	"65"	"5"	"5"	"1"	"0"	"0"	"0"	"6"	"0"	"2"	"31"	"498"	"0"	"498"	"0"
"255"	"215"	"5"	"228"	"40"	"1"	"140"	"11"	"3"	"4"	"2"	"1"	"3"	"3"	"13"	"8"	"6"	"468"	"0"	"468"	"0"
"256"	"216"	"2"	"241"	"28"	"1"	"28"	"0"	"12"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"25"	"342"	"0"	"342"	"0"
"257"	"217"	"1"	"281"	"28"	"0"	"45"	"2"	"22"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"41"	"424"	"0"	"424"	"0"
"258"	"218"	"0"	"201"	"32"	"0"	"25"	"0"	"4"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"10"	"276"	"0"	"276"	"0"
"259"	"219"	"0"	"237"	"23"	"1"	"24"	"0"	"2"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"11"	"302"	"0"	"302"	"0"
"260"	"220"	"3"	"203"	"17"	"0"	"35"	"2"	"23"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"19"	"308"	"0"	"308"	"0"
"261"	"221"	"2"	"233"	"34"	"0"	"57"	"7"	"4"	"1"	"0"	"0"	"0"	"2"	"13"	"1"	"6"	"360"	"0"	"360"	"0"
"262"	"222"	"6"	"258"	"34"	"1"	"53"	"3"	"5"	"2"	"0"	"2"	"1"	"0"	"6"	"2"	"13"	"386"	"0"	"386"	"0"
"263"	"223"	"2"	"205"	"24"	"0"	"79"	"9"	"5"	"2"	"1"	"1"	"0"	"3"	"4"	"2"	"7"	"344"	"0"	"344"	"0"
"264"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"265"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"266"	"224"	"1"	"259"	"20"	"0"	"41"	"3"	"5"	"2"	"2"	"0"	"0"	"0"	"4"	"1"	"24"	"362"	"0"	"362"	"0"
"267"	"225"	"4"	"416"	"60"	"8"	"27"	"7"	"2"	"6"	"9"	"3"	"3"	"4"	"35"	"8"	"15"	"607"	"0"	"607"	"0"
"268"	"226"	"4"	"238"	"34"	"0"	"46"	"1"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"3"	"2"	"333"	"0"	"333"	"0"
"269"	"227"	"0"	"297"	"22"	"0"	"69"	"2"	"0"	"1"	"0"	"3"	"1"	"2"	"2"	"2"	"25"	"426"	"0"	"426"	"0"
"270"	"228"	"3"	"149"	"24"	"0"	"41"	"4"	"1"	"3"	"0"	"2"	"2"	"0"	"1"	"3"	"10"	"243"	"0"	"243"	"0"
"271"	"229"	"1"	"53"	"14"	"1"	"38"	"5"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"8"	"132"	"0"	"132"	"0"
"272"	"230"	"2"	"70"	"12"	"0"	"79"	"4"	"1"	"0"	"2"	"0"	"2"	"0"	"3"	"1"	"13"	"189"	"0"	"189"	"0"
"273"	"231"	"2"	"115"	"26"	"2"	"91"	"8"	"1"	"2"	"4"	"1"	"0"	"2"	"19"	"3"	"14"	"290"	"0"	"290"	"0"
"274"	"232"	"1"	"176"	"16"	"5"	"136"	"19"	"1"	"5"	"10"	"1"	"1"	"4"	"18"	"6"	"6"	"405"	"0"	"405"	"0"
"275"	"233"	"1"	"89"	"21"	"5"	"137"	"8"	"2"	"4"	"4"	"1"	"5"	"1"	"7"	"4"	"11"	"300"	"0"	"300"	"0"
"276"	"234"	"4"	"124"	"10"	"3"	"172"	"16"	"2"	"1"	"8"	"0"	"3"	"2"	"10"	"6"	"6"	"367"	"0"	"367"	"0"
"277"	"235"	"3"	"226"	"42"	"5"	"25"	"1"	"1"	"2"	"3"	"0"	"0"	"1"	"0"	"0"	"12"	"321"	"0"	"321"	"0"
"278"	"236"	"2"	"181"	"30"	"1"	"27"	"0"	"0"	"5"	"4"	"2"	"0"	"2"	"2"	"1"	"2"	"259"	"0"	"259"	"0"
"279"	"237"	"7"	"314"	"19"	"2"	"49"	"8"	"3"	"4"	"0"	"0"	"2"	"2"	"12"	"1"	"31"	"454"	"0"	"454"	"0"
"280"	"238"	"3"	"308"	"34"	"4"	"31"	"4"	"3"	"3"	"3"	"0"	"22"	"1"	"8"	"3"	"19"	"446"	"0"	"446"	"0"
"281"	"239"	"0"	"132"	"23"	"1"	"56"	"2"	"2"	"1"	"0"	"0"	"4"	"0"	"1"	"1"	"2"	"225"	"0"	"225"	"0"
"282"	"240"	"1"	"235"	"36"	"1"	"66"	"7"	"3"	"14"	"2"	"2"	"3"	"3"	"9"	"2"	"32"	"416"	"0"	"416"	"0"
"283"	"241"	"2"	"224"	"50"	"4"	"51"	"6"	"0"	"7"	"4"	"0"	"5"	"2"	"10"	"3"	"13"	"381"	"0"	"381"	"0"
"284"	"242"	"4"	"176"	"26"	"2"	"40"	"2"	"5"	"2"	"0"	"3"	"0"	"1"	"4"	"10"	"11"	"286"	"0"	"286"	"0"
"285"	"243"	"3"	"180"	"17"	"1"	"84"	"2"	"5"	"4"	"0"	"2"	"1"	"4"	"4"	"1"	"22"	"330"	"0"	"330"	"0"
"286"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"287"	""	"AKHILESHWA R KUMAR"	"PUNAM DEVI"	"RAJESH
KUMAR SINHA"	"SANJAY KUMAR"	"SATYA NAND SHARMA"	"BRAHMANAN
D SINGH ALIAS KAKKU SINGH"	"MAYA
SHRIVASTAV A"	"MURTAJA ALI"	"MD. DANISH KHAN"	"SHUBH NARAYAN SINGH YADAV"	"ANIL KUMAR"	"ABHITAB NIRANJAN"	"RANJAN KUMAR"	"RAJIB
RANJAN SINHA"	"HARENDRA PRASAD SINGH"	""	""	""	""
"288"	"244"	"8"	"398"	"47"	"6"	"103"	"11"	"5"	"6"	"18"	"1"	"2"	"2"	"13"	"3"	"46"	"669"	"0"	"669"	"0"
"289"	"245"	"5"	"198"	"34"	"0"	"68"	"8"	"3"	"4"	"5"	"0"	"1"	"0"	"3"	"4"	"32"	"365"	"0"	"365"	"0"
"290"	"246"	"1"	"94"	"15"	"1"	"25"	"1"	"5"	"3"	"1"	"0"	"0"	"1"	"2"	"0"	"1"	"150"	"0"	"150"	"0"
"291"	"247"	"4"	"233"	"104"	"3"	"57"	"2"	"3"	"10"	"9"	"2"	"1"	"6"	"24"	"4"	"10"	"472"	"0"	"472"	"0"
"292"	"248"	"3"	"342"	"120"	"13"	"123"	"7"	"4"	"11"	"8"	"2"	"4"	"5"	"8"	"7"	"15"	"672"	"0"	"672"	"0"
"293"	"249"	"4"	"185"	"21"	"5"	"35"	"2"	"5"	"6"	"3"	"2"	"1"	"2"	"5"	"3"	"9"	"288"	"0"	"288"	"0"
"294"	"250"	"8"	"230"	"25"	"3"	"19"	"2"	"3"	"10"	"0"	"3"	"3"	"4"	"7"	"3"	"15"	"335"	"0"	"335"	"0"
