"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"153"	"143"	"306"	"2"	"13"	"53"	"7"	"2"	"4"	"0"	"1"	"1"	"42"	"3"	"7"	"20"	"9"	"470"	"0"	"470"	"0"
"154"	"144"	"265"	"1"	"8"	"120"	"2"	"3"	"4"	"0"	"0"	"3"	"68"	"10"	"7"	"4"	"7"	"502"	"0"	"502"	"0"
"155"	"145"	"393"	"1"	"12"	"162"	"31"	"3"	"15"	"7"	"3"	"7"	"113"	"12"	"15"	"28"	"23"	"825"	"0"	"825"	"0"
"156"	"146"	"46"	"4"	"13"	"340"	"6"	"0"	"2"	"0"	"0"	"3"	"17"	"11"	"5"	"8"	"8"	"463"	"0"	"463"	"0"
"157"	"147"	"176"	"0"	"10"	"141"	"14"	"0"	"0"	"0"	"0"	"1"	"14"	"2"	"0"	"7"	"4"	"369"	"0"	"369"	"0"
"158"	"148"	"203"	"17"	"4"	"102"	"2"	"4"	"4"	"1"	"0"	"2"	"13"	"5"	"8"	"10"	"5"	"380"	"0"	"380"	"0"
"159"	"149"	"326"	"10"	"12"	"86"	"2"	"6"	"13"	"5"	"0"	"3"	"1"	"1"	"3"	"12"	"18"	"498"	"0"	"498"	"0"
"160"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"161"	""	"GYANENDRA KUMAR SINGH"	"RANA RANBIR SINGH"	"BIJOY KUMAR SINGH"	"VIJAY KRISHNA"	"SUNIL KUMAR AMBEDKER"	"DULARCHAND YADAV"	"BHIM PRASAD"	"VIJAY KUMAR SINGH"	"AJAY SINGH"	"ANVESH KUMAR CHAUDHARY"	"JITENDRA PRASAD SINGH"	"PUSHPA DEVI"	"BABALU SINGH"	"BINAY KUMAR BHAGAT"	"SUSHIL KUMAR"	""	""	""	""
"162"	"150"	"345"	"2"	"5"	"93"	"0"	"1"	"6"	"0"	"1"	"8"	"5"	"5"	"2"	"4"	"5"	"482"	"0"	"482"	"0"
"163"	"151"	"431"	"3"	"16"	"68"	"6"	"2"	"17"	"0"	"2"	"0"	"7"	"1"	"1"	"16"	"19"	"589"	"0"	"589"	"0"
"164"	"152"	"342"	"7"	"7"	"191"	"4"	"2"	"9"	"3"	"1"	"2"	"42"	"16"	"7"	"13"	"22"	"668"	"0"	"668"	"0"
"165"	"153"	"422"	"4"	"6"	"44"	"0"	"0"	"5"	"1"	"1"	"22"	"26"	"0"	"4"	"6"	"12"	"553"	"0"	"553"	"0"
"166"	"154"	"595"	"1"	"14"	"74"	"37"	"3"	"6"	"1"	"1"	"2"	"44"	"4"	"6"	"11"	"15"	"814"	"0"	"814"	"0"
"167"	"155"	"265"	"2"	"9"	"163"	"7"	"3"	"5"	"1"	"2"	"3"	"69"	"14"	"5"	"21"	"31"	"600"	"0"	"600"	"0"
"168"	"156"	"318"	"2"	"3"	"212"	"40"	"2"	"11"	"2"	"4"	"17"	"64"	"11"	"12"	"16"	"31"	"745"	"0"	"745"	"0"
"169"	"157"	"87"	"5"	"13"	"543"	"14"	"11"	"2"	"3"	"3"	"8"	"15"	"33"	"19"	"8"	"8"	"772"	"0"	"772"	"0"
"170"	"158"	"299"	"6"	"47"	"84"	"1"	"5"	"8"	"3"	"0"	"0"	"18"	"2"	"67"	"8"	"8"	"556"	"0"	"556"	"0"
"171"	"159"	"343"	"4"	"23"	"82"	"12"	"3"	"6"	"7"	"2"	"9"	"94"	"12"	"89"	"14"	"12"	"712"	"0"	"712"	"0"
"172"	"160"	"239"	"2"	"3"	"196"	"5"	"3"	"6"	"3"	"2"	"5"	"91"	"9"	"3"	"11"	"26"	"604"	"0"	"604"	"0"
"173"	"161"	"343"	"2"	"9"	"91"	"1"	"1"	"5"	"1"	"1"	"2"	"39"	"5"	"3"	"10"	"39"	"552"	"0"	"552"	"0"
"174"	"162"	"611"	"7"	"3"	"23"	"10"	"2"	"20"	"3"	"2"	"10"	"20"	"0"	"3"	"6"	"19"	"739"	"0"	"739"	"0"
"175"	"163"	"216"	"4"	"6"	"87"	"4"	"4"	"4"	"3"	"3"	"8"	"363"	"9"	"6"	"4"	"4"	"725"	"0"	"725"	"0"
"176"	"164"	"190"	"1"	"7"	"62"	"0"	"0"	"3"	"1"	"0"	"0"	"20"	"3"	"0"	"5"	"9"	"301"	"0"	"301"	"0"
"177"	"165"	"102"	"1"	"1"	"71"	"4"	"1"	"7"	"3"	"1"	"2"	"138"	"2"	"1"	"7"	"13"	"354"	"0"	"354"	"0"
"178"	"166"	"150"	"2"	"15"	"111"	"2"	"4"	"1"	"1"	"1"	"0"	"38"	"4"	"3"	"1"	"7"	"340"	"0"	"340"	"0"
"179"	"167"	"183"	"2"	"10"	"84"	"12"	"1"	"4"	"3"	"0"	"3"	"91"	"5"	"6"	"15"	"25"	"444"	"0"	"444"	"0"
"180"	"168"	"460"	"8"	"6"	"50"	"3"	"1"	"3"	"1"	"0"	"0"	"16"	"4"	"5"	"15"	"33"	"605"	"0"	"605"	"0"
"181"	"169"	"396"	"5"	"4"	"81"	"0"	"3"	"10"	"4"	"1"	"4"	"47"	"6"	"1"	"19"	"28"	"609"	"0"	"609"	"0"
"182"	"170"	"108"	"4"	"11"	"392"	"14"	"6"	"1"	"1"	"1"	"0"	"6"	"10"	"6"	"4"	"11"	"575"	"0"	"575"	"0"
"183"	"171"	"94"	"3"	"6"	"85"	"7"	"8"	"9"	"8"	"4"	"9"	"219"	"19"	"5"	"10"	"24"	"510"	"0"	"510"	"0"
"184"	"172"	"128"	"1"	"8"	"544"	"4"	"2"	"5"	"0"	"1"	"1"	"13"	"3"	"1"	"2"	"6"	"719"	"0"	"719"	"0"
"185"	"173"	"285"	"4"	"6"	"112"	"4"	"4"	"3"	"2"	"3"	"2"	"27"	"7"	"5"	"6"	"21"	"491"	"0"	"491"	"0"
"186"	"174"	"374"	"5"	"9"	"101"	"2"	"10"	"3"	"5"	"1"	"1"	"30"	"9"	"6"	"6"	"16"	"578"	"0"	"578"	"0"
"187"	"175"	"275"	"0"	"7"	"171"	"2"	"2"	"4"	"2"	"0"	"7"	"19"	"3"	"7"	"7"	"8"	"514"	"0"	"514"	"0"
"188"	"176"	"164"	"2"	"2"	"14"	"3"	"3"	"12"	"1"	"1"	"3"	"74"	"1"	"6"	"9"	"18"	"313"	"0"	"313"	"0"
"189"	"177"	"82"	"3"	"5"	"219"	"11"	"6"	"6"	"5"	"2"	"4"	"81"	"31"	"9"	"11"	"37"	"512"	"0"	"512"	"0"
"190"	"178"	"35"	"3"	"19"	"361"	"6"	"5"	"4"	"2"	"2"	"5"	"126"	"13"	"14"	"5"	"13"	"613"	"0"	"613"	"0"
"191"	"179"	"162"	"5"	"6"	"322"	"21"	"6"	"11"	"1"	"1"	"4"	"13"	"8"	"1"	"2"	"3"	"566"	"0"	"566"	"0"
"192"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"193"	""	"GYANENDRA KUMAR SINGH"	"RANA RANBIR SINGH"	"BIJOY KUMAR SINGH"	"VIJAY KRISHNA"	"SUNIL KUMAR AMBEDKER"	"DULARCHAND YADAV"	"BHIM PRASAD"	"VIJAY KUMAR SINGH"	"AJAY SINGH"	"ANVESH KUMAR CHAUDHARY"	"JITENDRA PRASAD SINGH"	"PUSHPA DEVI"	"BABALU SINGH"	"BINAY KUMAR BHAGAT"	"SUSHIL KUMAR"	""	""	""	""
"194"	"180"	"231"	"5"	"11"	"95"	"1"	"0"	"1"	"1"	"1"	"3"	"23"	"1"	"4"	"5"	"10"	"392"	"0"	"392"	"0"
"195"	"181"	"478"	"5"	"22"	"42"	"1"	"1"	"8"	"3"	"1"	"1"	"63"	"4"	"2"	"6"	"22"	"659"	"0"	"659"	"0"
"196"	"182"	"387"	"2"	"45"	"32"	"2"	"3"	"6"	"3"	"1"	"2"	"41"	"0"	"0"	"11"	"15"	"550"	"0"	"550"	"0"
"197"	"183"	"303"	"2"	"32"	"82"	"1"	"0"	"4"	"4"	"1"	"4"	"32"	"6"	"3"	"7"	"6"	"487"	"0"	"487"	"0"
"198"	"184"	"266"	"1"	"39"	"113"	"3"	"3"	"5"	"1"	"0"	"1"	"39"	"0"	"5"	"5"	"6"	"487"	"0"	"487"	"0"
"199"	"185"	"291"	"5"	"4"	"44"	"0"	"1"	"2"	"0"	"1"	"1"	"5"	"2"	"4"	"6"	"17"	"383"	"0"	"383"	"0"
"200"	"186"	"103"	"1"	"7"	"123"	"4"	"0"	"1"	"1"	"0"	"10"	"3"	"8"	"3"	"8"	"11"	"283"	"0"	"283"	"0"
"201"	"187"	"155"	"0"	"13"	"123"	"4"	"3"	"6"	"2"	"0"	"5"	"18"	"1"	"3"	"2"	"7"	"342"	"0"	"342"	"0"
"202"	"188"	"15"	"2"	"3"	"311"	"5"	"3"	"8"	"2"	"0"	"2"	"81"	"4"	"2"	"0"	"1"	"439"	"0"	"439"	"0"
"203"	"189"	"352"	"0"	"5"	"29"	"2"	"0"	"4"	"0"	"0"	"4"	"6"	"1"	"1"	"3"	"7"	"414"	"0"	"414"	"0"
"204"	"190"	"217"	"1"	"2"	"100"	"2"	"2"	"6"	"0"	"1"	"0"	"8"	"1"	"4"	"2"	"4"	"350"	"0"	"350"	"0"
"205"	"191"	"129"	"3"	"2"	"98"	"3"	"6"	"11"	"3"	"1"	"4"	"128"	"6"	"7"	"15"	"21"	"437"	"0"	"437"	"0"
"206"	"192"	"27"	"1"	"3"	"185"	"19"	"4"	"3"	"0"	"0"	"6"	"25"	"6"	"1"	"1"	"7"	"288"	"0"	"288"	"0"
"207"	"193"	"145"	"1"	"29"	"124"	"3"	"2"	"5"	"1"	"2"	"3"	"14"	"6"	"0"	"3"	"4"	"342"	"0"	"342"	"0"
"208"	"194"	"155"	"2"	"5"	"119"	"5"	"6"	"2"	"2"	"0"	"0"	"2"	"2"	"2"	"1"	"1"	"304"	"0"	"304"	"0"
"209"	"195"	"370"	"10"	"19"	"57"	"0"	"1"	"12"	"2"	"1"	"0"	"20"	"1"	"4"	"7"	"14"	"518"	"0"	"518"	"0"
"210"	"196"	"456"	"12"	"18"	"41"	"2"	"2"	"8"	"1"	"0"	"0"	"18"	"2"	"3"	"5"	"6"	"574"	"0"	"574"	"0"
"211"	"197"	"103"	"8"	"8"	"113"	"5"	"5"	"17"	"5"	"5"	"9"	"99"	"9"	"8"	"9"	"11"	"414"	"0"	"414"	"0"
"212"	"198"	"115"	"5"	"11"	"121"	"3"	"2"	"5"	"0"	"0"	"1"	"10"	"1"	"4"	"1"	"6"	"285"	"0"	"285"	"0"
"213"	"199"	"188"	"2"	"2"	"82"	"9"	"2"	"5"	"1"	"3"	"1"	"11"	"4"	"3"	"4"	"17"	"334"	"0"	"334"	"0"
"214"	"200"	"188"	"2"	"13"	"20"	"0"	"2"	"1"	"2"	"1"	"3"	"95"	"1"	"2"	"5"	"14"	"349"	"0"	"349"	"0"
"215"	"201"	"22"	"0"	"0"	"295"	"5"	"1"	"0"	"1"	"0"	"1"	"7"	"4"	"2"	"1"	"1"	"340"	"0"	"340"	"0"
"216"	"202"	"341"	"1"	"3"	"33"	"0"	"1"	"0"	"0"	"1"	"5"	"2"	"0"	"0"	"1"	"3"	"391"	"0"	"391"	"0"
"217"	"203"	"98"	"2"	"4"	"138"	"4"	"9"	"0"	"0"	"0"	"6"	"6"	"2"	"1"	"1"	"6"	"277"	"0"	"277"	"0"
"218"	"204"	"95"	"1"	"7"	"227"	"15"	"4"	"6"	"2"	"3"	"12"	"111"	"7"	"9"	"5"	"15"	"519"	"0"	"519"	"0"
"219"	"205"	"205"	"1"	"5"	"88"	"5"	"1"	"5"	"1"	"3"	"2"	"63"	"1"	"3"	"3"	"15"	"401"	"0"	"401"	"0"
"220"	"206"	"100"	"2"	"11"	"183"	"4"	"0"	"2"	"1"	"1"	"1"	"10"	"7"	"0"	"0"	"2"	"324"	"0"	"324"	"0"
"221"	"207"	"60"	"2"	"8"	"516"	"3"	"4"	"2"	"0"	"1"	"0"	"53"	"6"	"0"	"0"	"2"	"657"	"0"	"657"	"0"
"222"	"208"	"314"	"4"	"2"	"38"	"1"	"0"	"6"	"1"	"0"	"17"	"26"	"2"	"2"	"8"	"18"	"439"	"0"	"439"	"0"
"223"	"209"	"188"	"1"	"4"	"36"	"4"	"3"	"2"	"1"	"0"	"1"	"16"	"1"	"3"	"2"	"11"	"273"	"0"	"273"	"0"
"224"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"225"	""	"GYANENDRA KUMAR SINGH"	"RANA RANBIR SINGH"	"BIJOY KUMAR SINGH"	"VIJAY KRISHNA"	"SUNIL KUMAR AMBEDKER"	"DULARCHAND YADAV"	"BHIM PRASAD"	"VIJAY KUMAR SINGH"	"AJAY SINGH"	"ANVESH KUMAR CHAUDHARY"	"JITENDRA PRASAD SINGH"	"PUSHPA DEVI"	"BABALU SINGH"	"BINAY KUMAR BHAGAT"	"SUSHIL KUMAR"	""	""	""	""
"226"	"210"	"89"	"3"	"0"	"97"	"2"	"3"	"6"	"1"	"2"	"4"	"4"	"6"	"6"	"2"	"11"	"236"	"0"	"236"	"0"
"227"	"211"	"316"	"4"	"1"	"44"	"5"	"0"	"1"	"2"	"0"	"11"	"6"	"5"	"4"	"6"	"10"	"415"	"0"	"415"	"0"
"228"	"212"	"196"	"3"	"5"	"38"	"1"	"1"	"7"	"0"	"0"	"2"	"29"	"7"	"1"	"13"	"19"	"322"	"0"	"322"	"0"
"229"	"213"	"171"	"6"	"23"	"131"	"4"	"0"	"7"	"2"	"1"	"2"	"17"	"10"	"6"	"3"	"13"	"396"	"0"	"396"	"0"
"230"	"214"	"157"	"5"	"12"	"82"	"3"	"5"	"7"	"0"	"0"	"20"	"6"	"5"	"4"	"3"	"13"	"322"	"0"	"322"	"0"
"231"	"215"	"383"	"3"	"34"	"86"	"7"	"3"	"9"	"2"	"3"	"7"	"73"	"4"	"2"	"7"	"12"	"635"	"0"	"635"	"0"
"232"	"216"	"154"	"3"	"10"	"102"	"2"	"2"	"2"	"4"	"2"	"5"	"333"	"9"	"8"	"13"	"22"	"671"	"0"	"671"	"0"
"233"	"217"	"259"	"4"	"28"	"297"	"6"	"5"	"5"	"4"	"0"	"4"	"74"	"5"	"10"	"5"	"12"	"718"	"0"	"718"	"0"
"234"	"218"	"40"	"0"	"6"	"125"	"3"	"2"	"1"	"0"	"2"	"1"	"19"	"10"	"2"	"3"	"4"	"218"	"0"	"218"	"0"
"235"	"219"	"150"	"4"	"5"	"189"	"6"	"16"	"6"	"1"	"1"	"1"	"105"	"10"	"10"	"6"	"5"	"515"	"0"	"515"	"0"
"236"	"220"	"324"	"1"	"17"	"76"	"0"	"1"	"4"	"1"	"0"	"1"	"10"	"1"	"2"	"4"	"2"	"444"	"0"	"444"	"0"
"237"	"221"	"411"	"8"	"27"	"57"	"1"	"2"	"3"	"2"	"3"	"7"	"12"	"0"	"3"	"3"	"3"	"542"	"0"	"542"	"0"
"238"	"222"	"74"	"1"	"5"	"105"	"2"	"0"	"0"	"3"	"1"	"5"	"38"	"3"	"1"	"2"	"12"	"252"	"0"	"252"	"0"
"239"	"223"	"91"	"2"	"18"	"43"	"31"	"1"	"1"	"0"	"1"	"2"	"20"	"1"	"1"	"1"	"6"	"219"	"0"	"219"	"0"
"240"	"224"	"214"	"5"	"8"	"74"	"2"	"1"	"7"	"3"	"3"	"4"	"188"	"2"	"17"	"10"	"19"	"557"	"0"	"557"	"0"
"241"	"225"	"249"	"3"	"10"	"62"	"11"	"0"	"3"	"2"	"1"	"5"	"89"	"2"	"6"	"6"	"11"	"460"	"0"	"460"	"0"
"242"	"226"	"238"	"3"	"6"	"93"	"5"	"2"	"8"	"1"	"2"	"2"	"52"	"4"	"3"	"1"	"5"	"425"	"0"	"425"	"0"
"243"	"227"	"99"	"3"	"5"	"159"	"4"	"0"	"8"	"2"	"1"	"8"	"112"	"11"	"9"	"5"	"9"	"435"	"0"	"435"	"0"
"244"	"228"	"270"	"6"	"7"	"234"	"6"	"7"	"14"	"5"	"2"	"4"	"158"	"24"	"8"	"16"	"39"	"800"	"0"	"800"	"0"
"245"	"229"	"115"	"0"	"3"	"45"	"1"	"0"	"0"	"1"	"0"	"6"	"5"	"2"	"1"	"2"	"10"	"191"	"0"	"191"	"0"
"246"	"230"	"207"	"5"	"8"	"79"	"5"	"4"	"10"	"4"	"1"	"5"	"162"	"3"	"6"	"4"	"23"	"526"	"0"	"526"	"0"
"247"	"231"	"98"	"1"	"4"	"88"	"0"	"3"	"5"	"0"	"1"	"3"	"211"	"4"	"2"	"2"	"4"	"426"	"0"	"426"	"0"
"248"	"232"	"376"	"3"	"10"	"106"	"2"	"1"	"6"	"1"	"1"	"3"	"43"	"5"	"7"	"11"	"27"	"602"	"0"	"602"	"0"
"249"	"233"	"223"	"6"	"23"	"176"	"6"	"1"	"4"	"0"	"5"	"2"	"67"	"9"	"1"	"9"	"16"	"548"	"0"	"548"	"0"
"250"	"234"	"369"	"3"	"14"	"90"	"3"	"4"	"7"	"2"	"1"	"3"	"49"	"2"	"4"	"8"	"34"	"593"	"0"	"593"	"0"
"251"	"235"	"169"	"1"	"5"	"71"	"4"	"2"	"2"	"1"	"0"	"3"	"30"	"3"	"3"	"11"	"14"	"319"	"0"	"319"	"0"
"252"	"236"	"275"	"7"	"4"	"53"	"2"	"0"	"1"	"1"	"0"	"1"	"8"	"0"	"0"	"3"	"9"	"364"	"0"	"364"	"0"
"253"	"237"	"191"	"3"	"2"	"85"	"3"	"10"	"3"	"2"	"2"	"2"	"79"	"6"	"3"	"7"	"18"	"416"	"0"	"416"	"0"
"254"	"238"	"91"	"2"	"3"	"175"	"2"	"2"	"8"	"2"	"2"	"4"	"108"	"5"	"12"	"3"	"12"	"431"	"0"	"431"	"0"
"255"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"256"	""	"GYANENDRA KUMAR SINGH"	"RANA RANBIR SINGH"	"BIJOY KUMAR SINGH"	"VIJAY KRISHNA"	"SUNIL KUMAR AMBEDKER"	"DULARCHAND YADAV"	"BHIM PRASAD"	"VIJAY KUMAR SINGH"	"AJAY SINGH"	"ANVESH KUMAR CHAUDHARY"	"JITENDRA PRASAD SINGH"	"PUSHPA DEVI"	"BABALU SINGH"	"BINAY KUMAR BHAGAT"	"SUSHIL KUMAR"	""	""	""	""
"257"	"No. of votes recorded on postal ballot
papers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"10"	"10"	"0"
"258"	"Total"	"53129"	"781"	"2570"	"33734"	"1525"	"598"	"1146"	"418"	"319"	"1468"	"10114"	"1517"	"1164"	"1539"	"2989"	"113011"	"10"	"113021"	"0"
"259"	"Place : A. N. College, Patna"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"Date : 24th November 2010                                                                                                                                            Assistant Returning Officer                                                             Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
