"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"
"243"	"175"	"300"	"170"	"7"	"3"	"14"	"0"	"1"	"2"	"2"	"5"	"7"	"21"	"532"
"244"	"176"	"168"	"352"	"53"	"17"	"3"	"7"	"0"	"3"	"3"	"10"	"10"	"30"	"656"
"245"	"177"	"162"	"42"	"4"	"16"	"1"	"0"	"1"	"23"	"2"	"0"	"1"	"9"	"261"
"246"	"178"	"73"	"229"	"10"	"3"	"6"	"1"	"4"	"1"	"2"	"10"	"6"	"8"	"353"
"247"	"179"	"263"	"54"	"12"	"57"	"10"	"16"	"0"	"2"	"2"	"6"	"3"	"18"	"443"
"248"	"180"	"118"	"212"	"8"	"15"	"1"	"3"	"2"	"0"	"2"	"3"	"7"	"17"	"388"
"249"	"181"	"348"	"187"	"14"	"40"	"50"	"3"	"1"	"3"	"1"	"3"	"3"	"18"	"671"
"250"	"182"	"149"	"148"	"5"	"11"	"0"	"1"	"0"	"1"	"1"	"5"	"1"	"5"	"327"
"251"	"183"	"295"	"216"	"5"	"22"	"2"	"0"	"1"	"2"	"0"	"6"	"2"	"15"	"566"
"252"	"184"	"226"	"81"	"4"	"65"	"10"	"3"	"1"	"1"	"1"	"2"	"2"	"28"	"424"
"253"	"185"	"124"	"36"	"3"	"9"	"3"	"3"	"1"	"2"	"3"	"4"	"0"	"9"	"197"
"254"	"186"	"95"	"218"	"2"	"15"	"1"	"1"	"0"	"0"	"0"	"2"	"3"	"5"	"342"
"255"	"187"	"123"	"139"	"7"	"17"	"2"	"2"	"0"	"2"	"1"	"4"	"0"	"5"	"302"
"256"	"188"	"241"	"234"	"3"	"52"	"13"	"7"	"9"	"6"	"3"	"7"	"10"	"20"	"605"
"257"	"189"	"288"	"67"	"4"	"1"	"0"	"1"	"0"	"5"	"0"	"1"	"2"	"6"	"375"
"258"	"190"	"224"	"162"	"8"	"8"	"7"	"2"	"2"	"0"	"2"	"4"	"16"	"20"	"455"
"259"	"Page 9 of 13"	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"Assembly Constituency :235---Rajuli(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"No of Voters :235696"	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""
"264"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"33"
"266"	"191"	"113"	"144"	"9"	"2"	"4"	"2"	"2"	"9"	"1"	"9"	"11"	"34"	"340"
"267"	"192"	"200"	"46"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"7"	"9"	"269"
"268"	"193"	"139"	"287"	"25"	"7"	"4"	"2"	"4"	"2"	"0"	"3"	"3"	"14"	"490"
"269"	"194"	"267"	"304"	"11"	"4"	"3"	"8"	"0"	"3"	"3"	"7"	"9"	"33"	"652"
"270"	"195"	"467"	"155"	"5"	"9"	"3"	"2"	"2"	"1"	"2"	"8"	"6"	"25"	"685"
"271"	"196"	"293"	"106"	"32"	"13"	"7"	"1"	"0"	"1"	"0"	"7"	"6"	"26"	"492"
"272"	"197"	"130"	"178"	"5"	"8"	"0"	"1"	"1"	"2"	"0"	"0"	"5"	"7"	"337"
"273"	"198"	"326"	"101"	"9"	"15"	"10"	"8"	"2"	"10"	"5"	"4"	"40"	"10"	"540"
"274"	"199"	"111"	"164"	"3"	"2"	"1"	"1"	"4"	"2"	"1"	"6"	"40"	"13"	"348"
"275"	"200"	"24"	"182"	"8"	"0"	"1"	"2"	"1"	"2"	"0"	"7"	"5"	"3"	"235"
"276"	"201"	"146"	"38"	"51"	"13"	"9"	"1"	"5"	"195"	"13"	"6"	"4"	"20"	"501"
"277"	"202"	"82"	"232"	"9"	"17"	"8"	"3"	"1"	"3"	"0"	"6"	"1"	"3"	"365"
"278"	"203"	"455"	"102"	"5"	"5"	"6"	"3"	"7"	"2"	"1"	"7"	"6"	"43"	"642"
"279"	"204"	"433"	"106"	"11"	"14"	"3"	"1"	"0"	"1"	"2"	"2"	"2"	"11"	"586"
"280"	"205"	"472"	"38"	"2"	"8"	"15"	"0"	"3"	"1"	"0"	"0"	"1"	"4"	"544"
"281"	"206"	"273"	"136"	"2"	"9"	"0"	"4"	"1"	"0"	"3"	"2"	"2"	"6"	"438"
"282"	"207"	"195"	"44"	"1"	"18"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"77"	"340"
"283"	"208"	"203"	"158"	"6"	"5"	"3"	"2"	"0"	"3"	"4"	"5"	"14"	"34"	"437"
"284"	"209"	"234"	"127"	"3"	"3"	"2"	"2"	"1"	"4"	"1"	"4"	"8"	"22"	"411"
"285"	"210"	"308"	"239"	"11"	"4"	"1"	"2"	"3"	"7"	"4"	"7"	"22"	"46"	"654"
"286"	"211"	"388"	"163"	"8"	"1"	"5"	"1"	"0"	"3"	"2"	"3"	"6"	"33"	"613"
"287"	"212"	"449"	"61"	"7"	"7"	"3"	"0"	"0"	"0"	"1"	"5"	"2"	"13"	"548"
"288"	"Page 10 of 13"	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Assembly Constituency :235---Rajuli(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"No of Voters :235696"	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""
"293"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"33"
"295"	"213"	"178"	"239"	"13"	"5"	"1"	"0"	"1"	"1"	"1"	"3"	"3"	"2"	"447"
"296"	"214"	"262"	"109"	"0"	"4"	"0"	"2"	"3"	"1"	"0"	"4"	"4"	"7"	"396"
"297"	"215"	"266"	"62"	"1"	"6"	"1"	"1"	"1"	"0"	"1"	"3"	"2"	"19"	"363"
"298"	"215A"	"180"	"40"	"4"	"13"	"0"	"0"	"2"	"0"	"1"	"0"	"4"	"6"	"250"
"299"	"216"	"332"	"74"	"2"	"3"	"3"	"0"	"3"	"1"	"2"	"5"	"4"	"24"	"453"
"300"	"216A"	"220"	"46"	"2"	"0"	"3"	"1"	"1"	"1"	"2"	"3"	"6"	"10"	"295"
"301"	"217"	"175"	"148"	"6"	"0"	"2"	"1"	"1"	"1"	"0"	"1"	"2"	"4"	"341"
"302"	"218"	"373"	"172"	"7"	"4"	"1"	"2"	"2"	"1"	"2"	"3"	"8"	"11"	"586"
"303"	"219"	"480"	"103"	"11"	"4"	"2"	"0"	"1"	"1"	"2"	"1"	"0"	"9"	"614"
"304"	"220"	"174"	"125"	"29"	"6"	"6"	"3"	"1"	"1"	"1"	"7"	"6"	"13"	"372"
"305"	"221"	"77"	"122"	"13"	"10"	"0"	"0"	"3"	"0"	"1"	"3"	"1"	"10"	"240"
"306"	"222"	"261"	"190"	"9"	"3"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"12"	"480"
"307"	"223"	"145"	"267"	"10"	"5"	"1"	"1"	"0"	"1"	"1"	"9"	"2"	"14"	"456"
"308"	"224"	"38"	"306"	"62"	"2"	"2"	"2"	"0"	"2"	"3"	"2"	"4"	"8"	"431"
"309"	"225"	"71"	"227"	"41"	"48"	"2"	"2"	"2"	"0"	"5"	"7"	"5"	"17"	"427"
"310"	"225A"	"65"	"112"	"14"	"4"	"1"	"1"	"0"	"0"	"3"	"0"	"2"	"9"	"211"
"311"	"226"	"153"	"82"	"3"	"4"	"1"	"3"	"0"	"1"	"0"	"9"	"3"	"14"	"273"
"312"	"227"	"199"	"51"	"1"	"5"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"10"	"271"
"313"	"228"	"155"	"265"	"23"	"6"	"17"	"3"	"6"	"1"	"3"	"5"	"10"	"29"	"523"
"314"	"229"	"54"	"314"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"377"
"315"	"230"	"93"	"155"	"3"	"6"	"3"	"0"	"0"	"3"	"0"	"3"	"4"	"7"	"277"
"316"	"231"	"105"	"303"	"4"	"2"	"0"	"0"	"1"	"2"	"2"	"1"	"3"	"6"	"429"
"317"	"Page 11 of 13"	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"Assembly Constituency :235---Rajuli(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"No of Voters :235696"	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""
"322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"33"
"324"	"232"	"234"	"155"	"8"	"3"	"2"	"1"	"2"	"2"	"1"	"5"	"3"	"11"	"427"
"325"	"233"	"366"	"48"	"14"	"29"	"1"	"4"	"1"	"3"	"0"	"4"	"5"	"36"	"511"
"326"	"234"	"220"	"10"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"2"	"238"
"327"	"235"	"305"	"43"	"6"	"12"	"1"	"2"	"3"	"0"	"1"	"5"	"7"	"20"	"405"
"328"	"236"	"285"	"137"	"3"	"3"	"4"	"2"	"2"	"0"	"3"	"4"	"8"	"23"	"474"
"329"	"237"	"386"	"42"	"4"	"1"	"3"	"1"	"2"	"3"	"3"	"4"	"1"	"34"	"484"
"330"	"238"	"218"	"12"	"1"	"6"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"7"	"250"
"331"	"239"	"120"	"11"	"6"	"4"	"5"	"2"	"1"	"1"	"0"	"1"	"2"	"3"	"156"
"332"	"240"	"101"	"54"	"45"	"2"	"3"	"1"	"7"	"3"	"0"	"10"	"6"	"20"	"252"
"333"	"241"	"277"	"173"	"15"	"5"	"6"	"2"	"3"	"1"	"3"	"8"	"16"	"61"	"570"
"334"	"242"	"188"	"106"	"10"	"16"	"2"	"2"	"4"	"0"	"2"	"11"	"7"	"9"	"357"
"335"	"243"	"104"	"238"	"8"	"3"	"1"	"2"	"3"	"0"	"1"	"6"	"8"	"8"	"382"
"336"	"244"	"192"	"30"	"11"	"11"	"3"	"0"	"3"	"5"	"2"	"10"	"5"	"11"	"283"
"337"	"245"	"84"	"360"	"6"	"5"	"3"	"1"	"0"	"0"	"0"	"2"	"0"	"2"	"463"
"338"	"246"	"111"	"174"	"13"	"2"	"2"	"0"	"0"	"3"	"0"	"0"	"8"	"34"	"347"
"339"	"247"	"271"	"10"	"11"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"6"	"304"
"340"	"248"	"340"	"74"	"2"	"2"	"6"	"1"	"2"	"0"	"3"	"4"	"4"	"10"	"448"
"341"	"249"	"171"	"284"	"17"	"5"	"1"	"5"	"1"	"1"	"1"	"2"	"5"	"5"	"498"
"342"	"250"	"294"	"188"	"14"	"10"	"7"	"11"	"4"	"6"	"5"	"13"	"11"	"57"	"620"
"343"	"251"	"104"	"6"	"1"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"1"	"2"	"119"
"344"	"252"	"138"	"16"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"5"	"166"
"345"	"253"	"113"	"138"	"5"	"43"	"13"	"1"	"4"	"6"	"7"	"7"	"5"	"11"	"353"
"346"	"Page 12 of 13"	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"Assembly Constituency :235---Rajuli(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"No of Voters :235696"	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"Candidates Name ----- >"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""
"351"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"33"
"353"	"254"	"227"	"130"	"5"	"12"	"0"	"6"	"9"	"4"	"3"	"18"	"11"	"25"	"450"
"354"	"Total:"	"51020"	"36928"	"2639"	"6299"	"1140"	"546"	"604"	"730"	"474"	"1336"	"1460"	"4949"	"108125"
"355"	"Postal Ballot"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"356"	"Grand Total:"	"51020"	"36930"	"2639"	"6299"	"1140"	"546"	"604"	"730"	"474"	"1336"	"1460"	"4949"	"108127"
"357"	"Place:                                                                                  Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"Assembly Constituency :235---Rajuli(SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	"Date: 24/11/2010"	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar"	""	""	""	""	""	""	""	""	""	""	""	""	""
"361"	"Page 13 of 13"	""	""	""	""	""	""	""	""	""	""	""	""	""
