"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"
"1"	"bly Constituency :052---Bahadurganj                                                                                                   No of Voters :208170"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"----->"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"No of valid votes caste in favTooutarl Valid Votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"OOTH N"	"MD
AKHTER NAMI"	"MOHAMMAD ANZAR NAIMI"	"MOHAMMAD TOUSIF ALAM"	"MOHAMMAD
MASWAR ALAM"	"SHUKAL MURMU"	"AZIM UDDIN"	"ASIF RAHMAN"	"KHOSHI DEVI"	"JAMIRU DIN"	"NOOR AZAM"	"MD. YAHYA"	"RAKESH KUMAR DAS"	"LAKHAN LAL PANDIT"	"SHAMIM ALAM"	"SAKIL AKHTAR"	"HARI
MOHAN SINGH"	"Total"
"171"	"139"	"0"	"7"	"190"	"198"	"25"	"13"	"21"	"1"	"4"	"2"	"3"	"5"	"18"	"11"	"7"	"16"	"521"
"172"	"140"	"3"	"5"	"90"	"343"	"34"	"7"	"7"	"8"	"6"	"11"	"13"	"19"	"27"	"5"	"7"	"23"	"608"
"173"	"141"	"28"	"9"	"245"	"410"	"22"	"10"	"11"	"2"	"2"	"11"	"4"	"18"	"12"	"27"	"18"	"9"	"838"
"174"	"142"	"4"	"24"	"150"	"242"	"27"	"7"	"7"	"5"	"10"	"4"	"1"	"3"	"4"	"2"	"10"	"12"	"512"
"175"	"143"	"3"	"39"	"59"	"170"	"23"	"6"	"4"	"8"	"3"	"1"	"2"	"4"	"8"	"2"	"10"	"5"	"347"
"176"	"144"	"6"	"44"	"211"	"218"	"22"	"2"	"9"	"1"	"1"	"12"	"10"	"11"	"7"	"15"	"4"	"22"	"595"
"177"	"145"	"3"	"5"	"159"	"117"	"3"	"1"	"8"	"1"	"9"	"4"	"0"	"6"	"9"	"7"	"3"	"20"	"355"
"178"	"146"	"3"	"13"	"107"	"302"	"25"	"1"	"1"	"1"	"18"	"2"	"1"	"4"	"6"	"2"	"8"	"26"	"520"
"179"	"147"	"3"	"16"	"98"	"325"	"48"	"10"	"2"	"4"	"52"	"3"	"3"	"16"	"14"	"9"	"8"	"90"	"701"
"180"	"148"	"3"	"3"	"18"	"283"	"20"	"1"	"3"	"3"	"69"	"6"	"2"	"6"	"4"	"4"	"5"	"24"	"454"
"181"	"149"	"4"	"56"	"58"	"528"	"62"	"3"	"1"	"6"	"15"	"5"	"1"	"12"	"11"	"5"	"6"	"11"	"784"
"182"	"150"	"8"	"4"	"57"	"701"	"18"	"3"	"5"	"4"	"3"	"0"	"5"	"14"	"13"	"6"	"6"	"9"	"856"
"183"	"151"	"3"	"23"	"226"	"316"	"26"	"1"	"4"	"3"	"16"	"13"	"3"	"4"	"4"	"4"	"1"	"6"	"653"
"184"	"152"	"7"	"302"	"82"	"202"	"29"	"2"	"2"	"3"	"4"	"6"	"4"	"7"	"11"	"7"	"21"	"21"	"710"
"185"	"153"	"5"	"22"	"211"	"213"	"24"	"6"	"3"	"4"	"2"	"3"	"7"	"7"	"12"	"8"	"9"	"8"	"544"
"186"	"154"	"23"	"27"	"59"	"212"	"34"	"59"	"13"	"6"	"9"	"5"	"5"	"5"	"7"	"5"	"4"	"105"	"578"
"187"	"155"	"13"	"28"	"81"	"194"	"27"	"1"	"3"	"6"	"5"	"5"	"6"	"5"	"15"	"10"	"12"	"363"	"774"
"188"	"156"	"11"	"30"	"216"	"47"	"4"	"3"	"2"	"2"	"3"	"8"	"7"	"1"	"6"	"22"	"3"	"9"	"374"
"189"	"157"	"9"	"99"	"424"	"149"	"27"	"4"	"7"	"5"	"4"	"7"	"6"	"3"	"32"	"30"	"4"	"11"	"821"
"190"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"191"	"bly Constituency :052---Bahadurganj                                                                                                   No of Voters :208170"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"192"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"----->"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"No of valid votes caste in favTooutarl Valid Votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"195"	"OOTH N"	"MD
AKHTER NAMI"	"MOHAMMAD ANZAR NAIMI"	"MOHAMMAD TOUSIF ALAM"	"MOHAMMAD
MASWAR ALAM"	"SHUKAL MURMU"	"AZIM UDDIN"	"ASIF RAHMAN"	"KHOSHI DEVI"	"JAMIRU DIN"	"NOOR AZAM"	"MD. YAHYA"	"RAKESH KUMAR DAS"	"LAKHAN LAL PANDIT"	"SHAMIM ALAM"	"SAKIL AKHTAR"	"HARI
MOHAN SINGH"	"Total"
"196"	"158"	"5"	"63"	"338"	"116"	"13"	"5"	"10"	"5"	"12"	"19"	"3"	"8"	"13"	"75"	"17"	"35"	"737"
"197"	"159"	"10"	"45"	"286"	"229"	"29"	"3"	"11"	"15"	"8"	"10"	"46"	"10"	"18"	"41"	"10"	"16"	"787"
"198"	"160"	"4"	"21"	"341"	"85"	"4"	"4"	"10"	"3"	"14"	"5"	"0"	"6"	"9"	"14"	"4"	"32"	"556"
"199"	"161"	"21"	"109"	"304"	"118"	"27"	"7"	"12"	"7"	"2"	"4"	"5"	"11"	"5"	"16"	"6"	"17"	"671"
"200"	"162"	"47"	"230"	"43"	"102"	"44"	"5"	"1"	"5"	"6"	"7"	"10"	"2"	"9"	"6"	"11"	"6"	"534"
"201"	"163"	"25"	"107"	"151"	"130"	"10"	"4"	"2"	"1"	"7"	"15"	"3"	"8"	"8"	"26"	"9"	"8"	"514"
"202"	"164"	"30"	"186"	"61"	"235"	"20"	"10"	"5"	"2"	"2"	"5"	"1"	"1"	"1"	"6"	"3"	"3"	"571"
"203"	"165"	"103"	"136"	"108"	"104"	"10"	"2"	"1"	"4"	"2"	"15"	"5"	"3"	"5"	"4"	"5"	"7"	"514"
"204"	"166"	"6"	"125"	"107"	"98"	"39"	"2"	"2"	"8"	"2"	"4"	"3"	"1"	"5"	"12"	"9"	"7"	"430"
"205"	"167"	"3"	"86"	"128"	"81"	"5"	"0"	"6"	"5"	"0"	"8"	"6"	"1"	"0"	"2"	"0"	"1"	"332"
"206"	"168"	"2"	"66"	"182"	"170"	"16"	"3"	"15"	"3"	"3"	"7"	"4"	"8"	"12"	"3"	"2"	"18"	"514"
"207"	"169"	"0"	"3"	"95"	"156"	"32"	"1"	"1"	"5"	"1"	"4"	"3"	"3"	"5"	"2"	"0"	"13"	"324"
"208"	"170"	"10"	"32"	"197"	"96"	"7"	"3"	"4"	"3"	"0"	"7"	"6"	"5"	"5"	"11"	"9"	"13"	"408"
"209"	"171"	"10"	"42"	"221"	"148"	"73"	"8"	"13"	"8"	"6"	"12"	"7"	"9"	"14"	"13"	"3"	"6"	"593"
"210"	"172"	"10"	"71"	"242"	"156"	"16"	"6"	"4"	"2"	"5"	"8"	"2"	"5"	"0"	"4"	"2"	"8"	"541"
"211"	"173"	"4"	"190"	"143"	"209"	"25"	"7"	"6"	"7"	"8"	"5"	"3"	"6"	"12"	"16"	"19"	"19"	"679"
"212"	"174"	"4"	"4"	"77"	"212"	"14"	"2"	"0"	"2"	"4"	"2"	"3"	"3"	"1"	"6"	"14"	"23"	"371"
"213"	"175"	"5"	"65"	"105"	"173"	"19"	"5"	"3"	"3"	"4"	"6"	"7"	"3"	"6"	"8"	"21"	"9"	"442"
"214"	"176"	"2"	"32"	"154"	"145"	"12"	"1"	"1"	"1"	"9"	"3"	"2"	"5"	"4"	"7"	"4"	"5"	"387"
"215"	"177"	"1"	"4"	"87"	"42"	"6"	"0"	"0"	"4"	"4"	"3"	"0"	"1"	"3"	"6"	"2"	"3"	"166"
"216"	"178"	"11"	"1"	"66"	"12"	"4"	"0"	"1"	"1"	"3"	"2"	"1"	"0"	"2"	"5"	"5"	"18"	"132"
"217"	"179"	"9"	"21"	"153"	"152"	"34"	"1"	"0"	"7"	"14"	"4"	"3"	"3"	"4"	"8"	"16"	"3"	"432"
"218"	"180"	"1"	"12"	"75"	"198"	"6"	"4"	"2"	"2"	"1"	"1"	"0"	"2"	"2"	"2"	"1"	"27"	"336"
"219"	"181"	"11"	"4"	"221"	"32"	"5"	"2"	"6"	"2"	"5"	"2"	"7"	"2"	"6"	"19"	"11"	"5"	"340"
"220"	"181A"	"7"	"3"	"136"	"227"	"37"	"2"	"1"	"1"	"2"	"6"	"17"	"6"	"19"	"3"	"6"	"7"	"480"
"221"	"182"	"13"	"4"	"153"	"68"	"4"	"2"	"5"	"2"	"1"	"18"	"0"	"0"	"4"	"6"	"2"	"3"	"285"
"222"	"183"	"8"	"11"	"141"	"136"	"4"	"1"	"1"	"1"	"2"	"6"	"0"	"2"	"2"	"1"	"33"	"2"	"351"
"223"	"184"	"4"	"2"	"206"	"33"	"8"	"3"	"0"	"0"	"4"	"2"	"1"	"1"	"2"	"2"	"5"	"4"	"277"
"224"	"185"	"3"	"3"	"198"	"45"	"29"	"1"	"2"	"1"	"1"	"4"	"1"	"0"	"3"	"1"	"2"	"0"	"294"
"225"	"186"	"1"	"1"	"138"	"18"	"11"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"3"	"7"	"1"	"186"
"226"	"187"	"4"	"6"	"142"	"42"	"7"	"3"	"2"	"5"	"7"	"3"	"4"	"0"	"10"	"6"	"15"	"3"	"259"
"227"	"188"	"21"	"11"	"345"	"136"	"11"	"11"	"3"	"4"	"2"	"3"	"14"	"3"	"6"	"14"	"20"	"11"	"615"
"228"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"bly Constituency :052---Bahadurganj                                                                                                   No of Voters :208170"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"----->"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"No of valid votes caste in favTooutarl Valid Votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"OOTH N"	"MD
AKHTER NAMI"	"MOHAMMAD ANZAR NAIMI"	"MOHAMMAD TOUSIF ALAM"	"MOHAMMAD
MASWAR ALAM"	"SHUKAL MURMU"	"AZIM UDDIN"	"ASIF RAHMAN"	"KHOSHI DEVI"	"JAMIRU DIN"	"NOOR AZAM"	"MD. YAHYA"	"RAKESH KUMAR DAS"	"LAKHAN LAL PANDIT"	"SHAMIM ALAM"	"SAKIL AKHTAR"	"HARI
MOHAN SINGH"	"Total"
"234"	"189"	"5"	"99"	"59"	"126"	"12"	"1"	"1"	"1"	"0"	"3"	"9"	"2"	"3"	"6"	"7"	"3"	"337"
"235"	"190"	"54"	"6"	"302"	"77"	"81"	"4"	"1"	"0"	"1"	"9"	"1"	"1"	"5"	"7"	"17"	"1"	"567"
"236"	"191"	"135"	"6"	"164"	"96"	"17"	"0"	"2"	"0"	"1"	"2"	"2"	"1"	"1"	"0"	"1"	"6"	"434"
"237"	"192"	"104"	"8"	"322"	"114"	"13"	"2"	"0"	"0"	"3"	"9"	"3"	"8"	"8"	"8"	"10"	"11"	"623"
"238"	"193"	"238"	"0"	"26"	"10"	"3"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"10"	"6"	"299"
"239"	"194"	"197"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"218"
"240"	"195"	"61"	"5"	"164"	"48"	"5"	"0"	"0"	"0"	"1"	"2"	"1"	"3"	"9"	"7"	"33"	"3"	"342"
"241"	"196"	"178"	"30"	"79"	"48"	"3"	"1"	"0"	"1"	"0"	"1"	"3"	"0"	"2"	"7"	"16"	"9"	"378"
"242"	"197"	"144"	"7"	"102"	"175"	"11"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"6"	"3"	"20"	"4"	"478"
"243"	"198"	"185"	"5"	"64"	"41"	"6"	"1"	"0"	"0"	"1"	"1"	"3"	"2"	"4"	"2"	"73"	"10"	"398"
"244"	"199"	"19"	"8"	"312"	"124"	"16"	"5"	"0"	"5"	"3"	"1"	"1"	"3"	"16"	"11"	"24"	"5"	"553"
"245"	"200"	"29"	"11"	"143"	"160"	"9"	"1"	"0"	"3"	"3"	"1"	"1"	"2"	"4"	"2"	"10"	"3"	"382"
"246"	"201"	"22"	"3"	"129"	"119"	"15"	"8"	"1"	"0"	"0"	"3"	"3"	"3"	"1"	"3"	"21"	"4"	"335"
"247"	"202"	"29"	"6"	"52"	"45"	"8"	"3"	"1"	"2"	"1"	"1"	"3"	"0"	"0"	"1"	"139"	"3"	"294"
"248"	"203"	"4"	"8"	"230"	"35"	"6"	"1"	"2"	"3"	"4"	"4"	"3"	"3"	"5"	"11"	"56"	"8"	"383"
"249"	"204"	"8"	"5"	"281"	"82"	"8"	"2"	"0"	"4"	"3"	"6"	"3"	"6"	"9"	"6"	"78"	"16"	"517"
"250"	"205"	"8"	"3"	"281"	"81"	"5"	"1"	"1"	"3"	"4"	"1"	"7"	"0"	"10"	"11"	"23"	"3"	"442"
"251"	"206"	"8"	"21"	"234"	"67"	"6"	"3"	"7"	"0"	"2"	"5"	"6"	"2"	"5"	"22"	"275"	"15"	"678"
"252"	"207"	"49"	"38"	"124"	"168"	"13"	"4"	"2"	"2"	"2"	"0"	"2"	"2"	"3"	"10"	"179"	"5"	"603"
"253"	"208"	"23"	"57"	"134"	"145"	"18"	"2"	"3"	"3"	"9"	"5"	"4"	"2"	"7"	"5"	"134"	"5"	"556"
"254"	"209"	"18"	"11"	"120"	"38"	"3"	"3"	"3"	"4"	"5"	"4"	"6"	"11"	"6"	"5"	"294"	"9"	"540"
"255"	"210"	"61"	"6"	"158"	"108"	"15"	"16"	"3"	"1"	"4"	"1"	"7"	"1"	"3"	"9"	"88"	"10"	"491"
"256"	"211"	"164"	"12"	"32"	"90"	"17"	"0"	"2"	"0"	"2"	"2"	"3"	"1"	"4"	"4"	"59"	"27"	"419"
"257"	"212"	"15"	"14"	"199"	"270"	"29"	"7"	"3"	"10"	"6"	"6"	"3"	"6"	"15"	"8"	"125"	"5"	"721"
"258"	"213"	"34"	"28"	"125"	"120"	"11"	"5"	"3"	"1"	"2"	"1"	"2"	"1"	"4"	"6"	"270"	"10"	"623"
"259"	"214"	"3"	"7"	"107"	"160"	"28"	"4"	"1"	"6"	"1"	"4"	"4"	"1"	"1"	"2"	"5"	"4"	"338"
"260"	"215"	"32"	"22"	"108"	"72"	"18"	"4"	"1"	"3"	"0"	"3"	"1"	"1"	"1"	"2"	"3"	"2"	"273"
"261"	"216"	"24"	"29"	"113"	"163"	"20"	"8"	"4"	"7"	"4"	"5"	"4"	"6"	"2"	"1"	"28"	"6"	"424"
"262"	"Total:"	"3406"	"5146"	"30549"	"26737"	"4717"	"1125"	"6878"	"1417"	"1362"	"5854"	"2486"	"2963"	"9061"	"4436"	"3240"	"3036"	"112413"
"263"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"ostal Ball"	"0"	"0"	"2"	"15"	"0"	"1"	"0"	"0"	"0"	"8"	"1"	"0"	"1"	"1"	"4"	"0"	"33"
"265"	"Grand T"	"3406"	"5146"	"30551"	"26752"	"4717"	"1126"	"6878"	"1417"	"1362"	"5862"	"2487"	"2963"	"9062"	"4437"	"3244"	"3036"	"112446"
"266"	"Form-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"bly Constituency :052---Bahadurganj                                                                                                   No of Voters :208170"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"Candidates  Name"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"----->"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"No of valid votes caste in favTooutarl Valid Votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"OOTH N"	"MD
AKHTER NAMI"	"MOHAMMAD ANZAR NAIMI"	"MOHAMMAD TOUSIF ALAM"	"MOHAMMAD
MASWAR ALAM"	"SHUKAL MURMU"	"AZIM UDDIN"	"ASIF RAHMAN"	"KHOSHI DEVI"	"JAMIRU DIN"	"NOOR AZAM"	"MD. YAHYA"	"RAKESH KUMAR DAS"	"LAKHAN LAL PANDIT"	"SHAMIM ALAM"	"SAKIL AKHTAR"	"HARI
MOHAN SINGH"	"Total"
"272"	"Place:                                                                                                                              Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"Date: 24/11/2010                                                                                         Assembly Constituency :052---Bahadurganj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar                                                                                                                                                                                                                                                  Page -1 of 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
