"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"154"	"136"	"117"	"5"	"335"	"7"	"205"	""	"1"	""	"1"	""	"3"	""	"32"	""	"3"	""	"2"	""	"2"	""	"3"	"7"	"7"	"730"
"155"	"137"	"57"	"3"	"160"	"4"	"163"	""	"2"	""	"5"	""	"3"	""	"31"	""	"0"	""	"4"	""	"5"	""	"3"	"59"	"14"	"513"
"156"	"137A"	"116"	"2"	"81"	"1"	"138"	""	"1"	""	"0"	""	"1"	""	"19"	""	"2"	""	"5"	""	"2"	""	"2"	"35"	"6"	"411"
"157"	"138"	"44"	"1"	"127"	"4"	"153"	""	"0"	""	"8"	""	"3"	""	"40"	""	"6"	""	"1"	""	"5"	""	"7"	"163"	"5"	"567"
"158"	"139"	"63"	"3"	"75"	"3"	"141"	""	"1"	""	"3"	""	"1"	""	"23"	""	"4"	""	"1"	""	"1"	""	"0"	"215"	"7"	"541"
"159"	"140"	"36"	"0"	"22"	"4"	"179"	""	"0"	""	"0"	""	"1"	""	"27"	""	"0"	""	"0"	""	"0"	""	"2"	"3"	"3"	"277"
"160"	"141"	"41"	"0"	"25"	"0"	"118"	""	"0"	""	"0"	""	"0"	""	"26"	""	"1"	""	"0"	""	"0"	""	"0"	"0"	"0"	"211"
"161"	"142"	"45"	"1"	"55"	"0"	"177"	""	"3"	""	"1"	""	"0"	""	"35"	""	"3"	""	"0"	""	"1"	""	"0"	"2"	"5"	"328"
"162"	"143"	"200"	"1"	"58"	"7"	"135"	""	"5"	""	"5"	""	"1"	""	"45"	""	"6"	""	"7"	""	"6"	""	"11"	"6"	"10"	"503"
"163"	"143A"	"186"	"2"	"34"	"1"	"37"	""	"2"	""	"0"	""	"1"	""	"10"	""	"1"	""	"1"	""	"3"	""	"7"	"9"	"5"	"299"
"164"	"144"	"478"	"8"	"117"	"6"	"126"	""	"3"	""	"1"	""	"4"	""	"29"	""	"4"	""	"42"	""	"10"	""	"10"	"33"	"17"	"888"
"165"	"145"	"128"	"3"	"55"	"7"	"178"	""	"1"	""	"1"	""	"1"	""	"63"	""	"1"	""	"8"	""	"9"	""	"7"	"2"	"6"	"470"
"166"	"146"	"478"	"7"	"120"	"8"	"78"	""	"1"	""	"2"	""	"2"	""	"29"	""	"3"	""	"4"	""	"6"	""	"6"	"13"	"25"	"782"
"167"	"147"	"389"	"2"	"22"	"2"	"37"	""	"0"	""	"1"	""	"0"	""	"8"	""	"1"	""	"3"	""	"3"	""	"2"	"3"	"14"	"487"
"168"	"147A"	"335"	"4"	"54"	"6"	"24"	""	"3"	""	"1"	""	"0"	""	"8"	""	"0"	""	"1"	""	"5"	""	"6"	"3"	"10"	"460"
"169"	"148"	"381"	"7"	"31"	"5"	"172"	""	"5"	""	"4"	""	"0"	""	"46"	""	"3"	""	"7"	""	"18"	""	"2"	"18"	"31"	"730"
"170"	"149"	"461"	"8"	"54"	"1"	"34"	""	"1"	""	"0"	""	"1"	""	"12"	""	"1"	""	"5"	""	"14"	""	"4"	"31"	"53"	"680"
"171"	"150"	"514"	"15"	"34"	"2"	"84"	""	"4"	""	"0"	""	"2"	""	"29"	""	"0"	""	"4"	""	"2"	""	"0"	"17"	"22"	"729"
"172"	"151"	"456"	"7"	"14"	"3"	"40"	""	"1"	""	"1"	""	"1"	""	"22"	""	"1"	""	"0"	""	"1"	""	"2"	"17"	"10"	"576"
"173"	"152"	"321"	"6"	"26"	"1"	"51"	""	"1"	""	"0"	""	"2"	""	"13"	""	"3"	""	"3"	""	"4"	""	"3"	"7"	"24"	"465"
"174"	"152A"	"269"	"5"	"87"	"4"	"63"	""	"1"	""	"1"	""	"0"	""	"29"	""	"2"	""	"12"	""	"12"	""	"6"	"9"	"16"	"516"
"175"	"153"	"565"	"8"	"20"	"3"	"29"	""	"0"	""	"2"	""	"0"	""	"6"	""	"2"	""	"9"	""	"2"	""	"8"	"17"	"26"	"697"
"176"	"154"	"469"	"4"	"57"	"7"	"100"	""	"4"	""	"1"	""	"2"	""	"37"	""	"3"	""	"1"	""	"7"	""	"2"	"5"	"7"	"706"
"177"	"155"	"34"	"2"	"48"	"2"	"206"	""	"4"	""	"1"	""	"1"	""	"93"	""	"3"	""	"9"	""	"5"	""	"2"	"27"	"7"	"444"
"178"	"156"	"172"	"5"	"19"	"1"	"239"	""	"4"	""	"0"	""	"2"	""	"70"	""	"14"	""	"9"	""	"13"	""	"8"	"16"	"19"	"591"
"179"	"157"	"548"	"13"	"49"	"2"	"114"	""	"6"	""	"3"	""	"8"	""	"20"	""	"4"	""	"8"	""	"6"	""	"2"	"15"	"10"	"808"
"180"	"158"	"105"	"3"	"39"	"3"	"111"	""	"3"	""	"1"	""	"12"	""	"15"	""	"2"	""	"3"	""	"5"	""	"2"	"13"	"19"	"336"
"181"	"159"	"123"	"1"	"87"	"1"	"329"	""	"3"	""	"5"	""	"2"	""	"96"	""	"3"	""	"12"	""	"15"	""	"5"	"12"	"6"	"700"
"182"	"160"	"280"	"10"	"36"	"9"	"398"	""	"13"	""	"2"	""	"3"	""	"107"	""	"13"	""	"19"	""	"18"	""	"6"	"5"	"25"	"944"
"183"	"161"	"162"	"9"	"113"	"12"	"259"	""	"5"	""	"4"	""	"2"	""	"57"	""	"8"	""	"18"	""	"16"	""	"11"	"8"	"23"	"707"
"184"	"162"	"284"	"12"	"31"	"5"	"283"	""	"4"	""	"3"	""	"0"	""	"87"	""	"10"	""	"38"	""	"19"	""	"19"	"23"	"53"	"871"
"185"	"163"	"151"	"4"	"33"	"4"	"239"	""	"2"	""	"1"	""	"0"	""	"41"	""	"2"	""	"5"	""	"4"	""	"1"	"3"	"5"	"495"
"186"	"164"	"134"	"4"	"16"	"6"	"299"	""	"5"	""	"0"	""	"1"	""	"75"	""	"3"	""	"8"	""	"9"	""	"1"	"9"	"14"	"584"
"187"	"165"	"196"	"0"	"31"	"3"	"136"	""	"2"	""	"0"	""	"1"	""	"21"	""	"1"	""	"7"	""	"4"	""	"1"	"6"	"6"	"415"
"188"	"166"	"320"	"5"	"17"	"1"	"71"	""	"0"	""	"1"	""	"2"	""	"12"	""	"3"	""	"1"	""	"3"	""	"2"	"8"	"15"	"461"
"189"	"167"	"392"	"8"	"31"	"5"	"263"	""	"8"	""	"1"	""	"2"	""	"95"	""	"9"	""	"10"	""	"11"	""	"4"	"9"	"33"	"881"
"190"	"168"	"28"	"0"	"28"	"5"	"84"	""	"3"	""	"2"	""	"2"	""	"37"	""	"2"	""	"18"	""	"8"	""	"2"	"4"	"10"	"233"
"191"	"169"	"54"	"0"	"63"	"3"	"463"	""	"8"	""	"2"	""	"6"	""	"58"	""	"7"	""	"9"	""	"5"	""	"4"	"10"	"15"	"707"
"192"	"170"	"129"	"2"	"62"	"8"	"258"	""	"14"	""	"1"	""	"6"	""	"74"	""	"13"	""	"79"	""	"15"	""	"6"	"12"	"17"	"696"
"193"	"171"	"117"	"9"	"56"	"4"	"138"	""	"2"	""	"0"	""	"2"	""	"37"	""	"6"	""	"13"	""	"5"	""	"2"	"7"	"8"	"406"
"194"	"172"	"236"	"6"	"39"	"3"	"173"	""	"3"	""	"1"	""	"4"	""	"59"	""	"1"	""	"20"	""	"18"	""	"3"	"19"	"29"	"614"
"195"	"173"	"2"	"0"	"170"	"2"	"128"	""	"2"	""	"0"	""	"0"	""	"26"	""	"2"	""	"3"	""	"1"	""	"2"	"1"	"3"	"342"
"196"	"174"	"300"	"6"	"127"	"7"	"128"	""	"6"	""	"2"	""	"3"	""	"80"	""	"5"	""	"7"	""	"10"	""	"9"	"18"	"26"	"734"
"197"	"175"	"384"	"4"	"19"	"1"	"32"	""	"0"	""	"1"	""	"1"	""	"3"	""	"3"	""	"3"	""	"6"	""	"4"	"10"	"24"	"495"
"198"	"176"	"323"	"7"	"13"	"3"	"143"	""	"2"	""	"2"	""	"4"	""	"23"	""	"4"	""	"46"	""	"6"	""	"5"	"15"	"22"	"618"
"199"	"177"	"394"	"5"	"21"	"1"	"74"	""	"3"	""	"0"	""	"1"	""	"30"	""	"4"	""	"10"	""	"11"	""	"3"	"9"	"23"	"589"
"200"	"178"	"407"	"5"	"32"	"4"	"211"	""	"1"	""	"0"	""	"1"	""	"19"	""	"3"	""	"14"	""	"17"	""	"2"	"10"	"34"	"760"
"201"	"179"	"106"	"6"	"20"	"15"	"463"	""	"6"	""	"1"	""	"1"	""	"52"	""	"5"	""	"12"	""	"17"	""	"0"	"5"	"5"	"714"
"202"	"180"	"408"	"10"	"71"	"6"	"79"	""	"2"	""	"3"	""	"1"	""	"26"	""	"1"	""	"2"	""	"8"	""	"8"	"26"	"34"	"685"
"203"	"181"	"38"	"0"	"32"	"4"	"288"	""	"2"	""	"3"	""	"2"	""	"37"	""	"5"	""	"10"	""	"11"	""	"3"	"2"	"2"	"439"
"204"	"182"	"99"	"3"	"42"	"3"	"143"	""	"4"	""	"0"	""	"0"	""	"6"	""	"1"	""	"0"	""	"3"	""	"3"	"5"	"6"	"318"
"205"	"183"	"251"	"4"	"19"	"2"	"159"	""	"0"	""	"0"	""	"1"	""	"12"	""	"0"	""	"2"	""	"1"	""	"0"	"4"	"7"	"462"
"206"	"184"	"161"	"5"	"12"	"1"	"171"	""	"1"	""	"0"	""	"3"	""	"38"	""	"2"	""	"7"	""	"5"	""	"3"	"13"	"22"	"444"
"207"	"185"	"72"	"3"	"85"	"8"	"214"	""	"2"	""	"0"	""	"3"	""	"48"	""	"2"	""	"4"	""	"4"	""	"4"	"8"	"2"	"459"
"208"	"186"	"202"	"4"	"17"	"4"	"120"	""	"2"	""	"1"	""	"0"	""	"23"	""	"0"	""	"2"	""	"2"	""	"3"	"3"	"7"	"390"
"209"	"187"	"40"	"0"	"61"	"15"	"579"	""	"7"	""	"0"	""	"1"	""	"47"	""	"5"	""	"27"	""	"20"	""	"6"	"3"	"18"	"829"
"210"	"188"	"250"	"9"	"14"	"72"	"253"	""	"1"	""	"2"	""	"2"	""	"21"	""	"2"	""	"5"	""	"10"	""	"1"	"15"	"24"	"681"
"211"	"189"	"97"	"8"	"7"	"37"	"394"	""	"8"	""	"0"	""	"4"	""	"63"	""	"11"	""	"35"	""	"25"	""	"5"	"9"	"25"	"728"
"212"	"190"	"252"	"2"	"64"	"9"	"137"	""	"0"	""	"2"	""	"2"	""	"28"	""	"1"	""	"1"	""	"3"	""	"3"	"15"	"22"	"541"
"213"	"191"	"305"	"2"	"30"	"1"	"97"	""	"2"	""	"0"	""	"1"	""	"22"	""	"1"	""	"4"	""	"6"	""	"1"	"23"	"14"	"509"
"214"	"192"	"8"	"2"	"27"	"5"	"370"	""	"4"	""	"1"	""	"1"	""	"27"	""	"3"	""	"16"	""	"5"	""	"0"	"2"	"2"	"473"
"215"	"193"	"262"	"10"	"11"	"3"	"50"	""	"0"	""	"1"	""	"0"	""	"10"	""	"2"	""	"3"	""	"3"	""	"1"	"11"	"5"	"372"
"216"	"194"	"30"	"0"	"13"	"2"	"39"	""	"0"	""	"0"	""	"0"	""	"7"	""	"2"	""	"2"	""	"1"	""	"0"	"0"	"0"	"96"
"217"	"195"	"299"	"7"	"88"	"9"	"326"	""	"3"	""	"2"	""	"3"	""	"26"	""	"3"	""	"10"	""	"20"	""	"7"	"19"	"26"	"848"
"218"	"196"	"281"	"10"	"34"	"6"	"246"	""	"1"	""	"1"	""	"2"	""	"15"	""	"3"	""	"4"	""	"9"	""	"4"	"15"	"15"	"646"
"219"	"197"	"170"	"8"	"67"	"3"	"270"	""	"3"	""	"1"	""	"2"	""	"33"	""	"4"	""	"11"	""	"17"	""	"3"	"9"	"25"	"626"
"220"	"198"	"366"	"2"	"26"	"2"	"287"	""	"5"	""	"1"	""	"0"	""	"47"	""	"8"	""	"22"	""	"10"	""	"5"	"16"	"29"	"826"
"221"	"199"	"309"	"28"	"51"	"13"	"229"	""	"9"	""	"4"	""	"1"	""	"27"	""	"8"	""	"14"	""	"22"	""	"5"	"20"	"33"	"773"
"222"	"Total:"	"42851"	"955"	"10937"	"979"	"41014"	""	"726"	""	"416"	""	"380"	""	"8028"	""	"663"	""	"2127"	""	"1453"	""	"711"	"2579"	"2975"	"116794"
"223"	"Postal Ballot                     1                    1                  1               0"	""	""	""	""	""	"11"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"1               0                   0                   0                15"	""	""	""	""
"224"	"Grand Total:                   42852               956         10938      979
Place:
Date: 11/24/2010
Printed Using RO/ARO Counting Tool Ver. 1.0 of National Informatics Centre,Bihar"	""	""	""	""	""	"41025"	""	"726"	""	"416"	""	"380"	""	"8028"	""	"663"	""	"2127"	""	"1454          711            2579            2975        116809
Returning Officer
Assembly Constituency :133---Samastipur
Page -1 of 1"	""	""	""	""
