"ØŒ"	"er.nku.dsUnz.dh.dz0.l.a0"	"fuEufyf..kr..ds.i..k.esa.fn...x...fof.k.ekU...er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"127"	"112"	"105"	"14"	"0"	"2"	"3"	"14"	"34"	"9"	"35"	"9"	"2"	"73"	"309"	"41"	"8"	"3"	"8"	"564"	"0"	"564"	"0"
"128"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"129"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"130"	"113"	"105A"	"19"	"0"	"2"	"2"	"9"	"39"	"2"	"1"	"5"	"2"	"7"	"255"	"4"	"2"	"2"	"5"	"356"	"0"	"356"	"0"
"131"	"114"	"106"	"13"	"0"	"2"	"9"	"7"	"47"	"3"	"5"	"45"	"3"	"151"	"553"	"81"	"8"	"0"	"7"	"934"	"0"	"934"	"0"
"132"	"115"	"107"	"9"	"5"	"9"	"9"	"26"	"21"	"22"	"9"	"209"	"7"	"24"	"36"	"74"	"6"	"2"	"5"	"473"	"0"	"473"	"0"
"133"	"116"	"108"	"24"	"2"	"6"	"6"	"21"	"7"	"8"	"16"	"313"	"6"	"60"	"29"	"66"	"5"	"9"	"12"	"590"	"0"	"590"	"0"
"134"	"117"	"109"	"29"	"7"	"22"	"24"	"60"	"40"	"12"	"14"	"50"	"8"	"40"	"160"	"429"	"7"	"4"	"6"	"912"	"0"	"912"	"0"
"135"	"118"	"110"	"23"	"3"	"7"	"13"	"4"	"1"	"4"	"12"	"94"	"4"	"15"	"6"	"356"	"3"	"5"	"9"	"559"	"0"	"559"	"0"
"136"	"119"	"111"	"16"	"8"	"9"	"29"	"13"	"6"	"10"	"13"	"155"	"8"	"16"	"23"	"368"	"8"	"5"	"12"	"699"	"0"	"699"	"0"
"137"	"120"	"112"	"30"	"6"	"15"	"39"	"20"	"2"	"14"	"16"	"120"	"4"	"12"	"5"	"567"	"5"	"2"	"6"	"863"	"0"	"863"	"0"
"138"	"121"	"113"	"40"	"9"	"12"	"25"	"34"	"32"	"16"	"12"	"252"	"10"	"15"	"94"	"182"	"5"	"4"	"8"	"750"	"0"	"750"	"0"
"139"	"122"	"114"	"9"	"3"	"12"	"6"	"48"	"16"	"57"	"13"	"193"	"7"	"21"	"75"	"176"	"8"	"10"	"20"	"674"	"0"	"674"	"0"
"140"	"123"	"115"	"34"	"6"	"11"	"22"	"26"	"10"	"5"	"26"	"382"	"6"	"10"	"18"	"153"	"4"	"1"	"11"	"725"	"0"	"725"	"0"
"141"	"124"	"116"	"65"	"4"	"14"	"12"	"49"	"28"	"10"	"13"	"358"	"11"	"13"	"143"	"106"	"7"	"4"	"4"	"841"	"0"	"841"	"0"
"142"	"125"	"117"	"28"	"3"	"11"	"5"	"43"	"5"	"2"	"12"	"321"	"13"	"7"	"9"	"123"	"6"	"3"	"7"	"598"	"0"	"598"	"0"
"143"	"126"	"118"	"5"	"9"	"10"	"3"	"13"	"3"	"1"	"8"	"177"	"0"	"5"	"5"	"356"	"2"	"0"	"2"	"599"	"0"	"599"	"0"
"144"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"145"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"146"	"127"	"119"	"15"	"5"	"19"	"7"	"20"	"5"	"2"	"10"	"317"	"7"	"3"	"5"	"57"	"7"	"6"	"14"	"499"	"0"	"499"	"0"
"147"	"128"	"120"	"17"	"6"	"367"	"21"	"8"	"1"	"5"	"2"	"23"	"3"	"6"	"6"	"232"	"7"	"3"	"7"	"714"	"0"	"714"	"0"
"148"	"129"	"121"	"1"	"3"	"22"	"6"	"1"	"0"	"30"	"17"	"21"	"0"	"7"	"2"	"292"	"4"	"2"	"3"	"411"	"0"	"411"	"0"
"149"	"130"	"122"	"2"	"4"	"24"	"13"	"52"	"7"	"20"	"16"	"253"	"10"	"12"	"8"	"351"	"12"	"5"	"13"	"802"	"0"	"802"	"0"
"150"	"131"	"123"	"8"	"3"	"13"	"5"	"21"	"5"	"6"	"12"	"212"	"12"	"10"	"4"	"313"	"5"	"3"	"14"	"646"	"0"	"646"	"0"
"151"	"132"	"124"	"3"	"1"	"9"	"17"	"9"	"1"	"7"	"1"	"18"	"0"	"6"	"8"	"419"	"8"	"2"	"5"	"514"	"0"	"514"	"0"
"152"	"133"	"125"	"2"	"2"	"16"	"13"	"3"	"1"	"1"	"6"	"32"	"3"	"5"	"3"	"526"	"7"	"2"	"3"	"625"	"0"	"625"	"0"
"153"	"134"	"126"	"39"	"33"	"51"	"8"	"17"	"4"	"7"	"16"	"96"	"7"	"6"	"7"	"299"	"7"	"3"	"20"	"620"	"0"	"620"	"0"
"154"	"135"	"127"	"123"	"12"	"359"	"18"	"30"	"6"	"3"	"12"	"108"	"10"	"3"	"3"	"36"	"15"	"5"	"16"	"759"	"0"	"759"	"0"
"155"	"136"	"128"	"23"	"4"	"14"	"4"	"63"	"8"	"58"	"9"	"53"	"3"	"9"	"8"	"512"	"7"	"3"	"7"	"785"	"0"	"785"	"0"
"156"	"137"	"129"	"2"	"3"	"3"	"4"	"2"	"2"	"8"	"3"	"39"	"1"	"9"	"10"	"607"	"4"	"1"	"10"	"708"	"0"	"708"	"0"
"157"	"138"	"130"	"5"	"1"	"10"	"3"	"14"	"2"	"34"	"71"	"26"	"4"	"8"	"5"	"400"	"5"	"7"	"5"	"600"	"0"	"600"	"0"
"158"	"139"	"131"	"12"	"4"	"26"	"13"	"122"	"3"	"5"	"14"	"509"	"9"	"5"	"3"	"88"	"5"	"2"	"6"	"826"	"0"	"826"	"0"
"159"	"140"	"132"	"0"	"0"	"0"	"1"	"1"	"2"	"8"	"1"	"5"	"0"	"1"	"0"	"171"	"1"	"0"	"3"	"194"	"0"	"194"	"0"
"160"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"162"	"141"	"133"	"163"	"3"	"8"	"4"	"11"	"7"	"82"	"17"	"92"	"9"	"13"	"14"	"278"	"8"	"7"	"12"	"728"	"0"	"728"	"0"
"163"	"142"	"134"	"3"	"3"	"9"	"1"	"18"	"1"	"6"	"17"	"237"	"13"	"7"	"9"	"130"	"3"	"5"	"9"	"471"	"0"	"471"	"0"
"164"	"143"	"135"	"4"	"2"	"9"	"7"	"12"	"2"	"1"	"12"	"71"	"3"	"17"	"12"	"382"	"19"	"9"	"18"	"580"	"0"	"580"	"0"
"165"	"144"	"136"	"17"	"4"	"7"	"11"	"21"	"3"	"4"	"12"	"169"	"8"	"5"	"5"	"205"	"6"	"2"	"25"	"504"	"0"	"504"	"0"
"166"	"145"	"137"	"9"	"0"	"5"	"3"	"3"	"0"	"1"	"3"	"20"	"0"	"4"	"3"	"403"	"2"	"4"	"6"	"466"	"0"	"466"	"0"
"167"	"146"	"138"	"10"	"6"	"6"	"5"	"22"	"3"	"3"	"6"	"249"	"2"	"5"	"2"	"163"	"2"	"0"	"10"	"494"	"0"	"494"	"0"
"168"	"147"	"139"	"13"	"3"	"4"	"2"	"12"	"94"	"2"	"11"	"93"	"3"	"3"	"4"	"203"	"3"	"1"	"3"	"454"	"0"	"454"	"0"
"169"	"148"	"140"	"43"	"3"	"6"	"11"	"47"	"25"	"3"	"19"	"262"	"6"	"7"	"4"	"182"	"4"	"2"	"10"	"634"	"0"	"634"	"0"
"170"	"149"	"141"	"88"	"5"	"10"	"7"	"12"	"9"	"22"	"21"	"334"	"8"	"8"	"2"	"124"	"9"	"4"	"12"	"675"	"0"	"675"	"0"
"171"	"150"	"142"	"14"	"7"	"2"	"5"	"12"	"6"	"7"	"11"	"441"	"7"	"1"	"4"	"60"	"3"	"1"	"5"	"586"	"0"	"586"	"0"
"172"	"151"	"143"	"19"	"4"	"9"	"2"	"6"	"6"	"4"	"22"	"516"	"10"	"6"	"5"	"119"	"2"	"3"	"10"	"743"	"0"	"743"	"0"
"173"	"152"	"144"	"13"	"12"	"38"	"12"	"23"	"6"	"11"	"27"	"399"	"9"	"11"	"4"	"219"	"9"	"2"	"14"	"809"	"0"	"809"	"0"
"174"	"153"	"145"	"30"	"6"	"11"	"13"	"163"	"10"	"7"	"19"	"330"	"2"	"3"	"4"	"105"	"4"	"1"	"2"	"710"	"0"	"710"	"0"
"175"	"154"	"146"	"5"	"4"	"9"	"6"	"12"	"4"	"3"	"12"	"418"	"6"	"3"	"0"	"27"	"2"	"1"	"6"	"518"	"0"	"518"	"0"
"176"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"178"	"155"	"147"	"19"	"9"	"12"	"10"	"19"	"14"	"11"	"23"	"428"	"13"	"4"	"4"	"54"	"1"	"1"	"5"	"627"	"0"	"627"	"0"
"179"	"156"	"148"	"8"	"2"	"9"	"9"	"16"	"5"	"4"	"21"	"375"	"15"	"7"	"4"	"137"	"3"	"3"	"12"	"630"	"0"	"630"	"0"
"180"	"157"	"149"	"4"	"2"	"2"	"5"	"2"	"0"	"0"	"3"	"7"	"1"	"5"	"3"	"296"	"3"	"0"	"4"	"337"	"0"	"337"	"0"
"181"	"158"	"150"	"14"	"8"	"26"	"7"	"78"	"8"	"4"	"19"	"216"	"10"	"2"	"6"	"96"	"7"	"4"	"7"	"512"	"0"	"512"	"0"
"182"	"159"	"151"	"15"	"7"	"9"	"16"	"12"	"3"	"4"	"24"	"61"	"4"	"16"	"1"	"586"	"5"	"1"	"8"	"772"	"0"	"772"	"0"
"183"	"160"	"152"	"13"	"4"	"12"	"5"	"54"	"7"	"4"	"11"	"179"	"5"	"6"	"10"	"194"	"4"	"0"	"2"	"510"	"0"	"510"	"0"
"184"	"161"	"153"	"7"	"7"	"9"	"7"	"51"	"2"	"3"	"12"	"215"	"1"	"1"	"7"	"51"	"2"	"2"	"5"	"382"	"0"	"382"	"0"
"185"	"162"	"154"	"4"	"2"	"1"	"4"	"89"	"1"	"5"	"27"	"109"	"7"	"3"	"6"	"239"	"7"	"4"	"7"	"515"	"0"	"515"	"0"
"186"	"163"	"155"	"6"	"4"	"12"	"11"	"74"	"7"	"3"	"17"	"529"	"6"	"6"	"3"	"103"	"0"	"2"	"5"	"788"	"0"	"788"	"0"
"187"	"164"	"156"	"19"	"10"	"14"	"11"	"30"	"6"	"9"	"9"	"268"	"7"	"11"	"3"	"177"	"2"	"2"	"1"	"579"	"0"	"579"	"0"
"188"	"165"	"157"	"1"	"0"	"8"	"4"	"26"	"1"	"2"	"5"	"197"	"9"	"12"	"9"	"263"	"12"	"5"	"15"	"569"	"0"	"569"	"0"
"189"	"166"	"158"	"8"	"10"	"27"	"11"	"65"	"8"	"12"	"19"	"251"	"8"	"17"	"11"	"223"	"10"	"4"	"15"	"699"	"0"	"699"	"0"
"190"	"167"	"159"	"4"	"3"	"4"	"5"	"70"	"0"	"2"	"7"	"400"	"3"	"2"	"1"	"54"	"1"	"0"	"3"	"559"	"0"	"559"	"0"
"191"	"168"	"160"	"13"	"5"	"16"	"10"	"89"	"4"	"6"	"5"	"290"	"11"	"8"	"10"	"125"	"8"	"4"	"7"	"611"	"0"	"611"	"0"
"192"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"194"	"169"	"161"	"11"	"13"	"8"	"11"	"241"	"7"	"8"	"7"	"276"	"5"	"7"	"6"	"60"	"2"	"2"	"6"	"670"	"0"	"670"	"0"
"195"	"170"	"162"	"8"	"3"	"5"	"6"	"30"	"10"	"6"	"27"	"472"	"13"	"6"	"5"	"87"	"3"	"4"	"7"	"692"	"0"	"692"	"0"
"196"	"171"	"163"	"13"	"6"	"15"	"4"	"38"	"6"	"10"	"20"	"368"	"5"	"10"	"6"	"83"	"4"	"1"	"5"	"594"	"0"	"594"	"0"
"197"	"172"	"164"	"10"	"5"	"11"	"3"	"45"	"5"	"8"	"18"	"509"	"17"	"4"	"5"	"30"	"5"	"2"	"13"	"690"	"0"	"690"	"0"
"198"	"173"	"165"	"5"	"3"	"5"	"4"	"57"	"5"	"3"	"8"	"352"	"11"	"4"	"4"	"16"	"4"	"2"	"13"	"496"	"0"	"496"	"0"
"199"	"174"	"166"	"7"	"3"	"2"	"1"	"49"	"5"	"4"	"18"	"360"	"10"	"3"	"0"	"23"	"4"	"3"	"2"	"494"	"0"	"494"	"0"
"200"	"175"	"166A"	"2"	"4"	"2"	"5"	"76"	"6"	"0"	"11"	"299"	"10"	"0"	"4"	"47"	"7"	"3"	"4"	"480"	"0"	"480"	"0"
"201"	"176"	"167"	"12"	"12"	"9"	"11"	"65"	"8"	"11"	"8"	"431"	"9"	"5"	"5"	"112"	"4"	"2"	"2"	"706"	"0"	"706"	"0"
"202"	"177"	"168"	"8"	"3"	"20"	"8"	"82"	"5"	"13"	"26"	"374"	"16"	"12"	"14"	"160"	"5"	"10"	"18"	"774"	"0"	"774"	"0"
"203"	"178"	"169"	"1"	"1"	"2"	"3"	"8"	"2"	"1"	"3"	"126"	"5"	"7"	"4"	"269"	"2"	"1"	"13"	"448"	"0"	"448"	"0"
"204"	"179"	"170"	"14"	"6"	"13"	"8"	"12"	"2"	"20"	"21"	"305"	"4"	"17"	"7"	"346"	"8"	"5"	"9"	"797"	"0"	"797"	"0"
"205"	"180"	"171"	"18"	"6"	"9"	"5"	"83"	"3"	"4"	"12"	"542"	"17"	"13"	"2"	"109"	"2"	"3"	"9"	"837"	"0"	"837"	"0"
"206"	"181"	"172"	"24"	"6"	"7"	"2"	"40"	"3"	"2"	"10"	"296"	"5"	"6"	"4"	"206"	"7"	"5"	"6"	"629"	"0"	"629"	"0"
"207"	"182"	"173"	"7"	"1"	"28"	"5"	"17"	"3"	"5"	"12"	"313"	"8"	"7"	"5"	"78"	"4"	"4"	"6"	"503"	"0"	"503"	"0"
"208"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"210"	"183"	"174"	"14"	"6"	"9"	"6"	"18"	"7"	"6"	"15"	"583"	"14"	"13"	"12"	"163"	"5"	"1"	"9"	"881"	"0"	"881"	"0"
"211"	"184"	"175"	"4"	"5"	"19"	"13"	"19"	"8"	"18"	"18"	"513"	"12"	"16"	"10"	"281"	"5"	"4"	"17"	"962"	"0"	"962"	"0"
"212"	"185"	"176"	"5"	"2"	"7"	"1"	"1"	"0"	"0"	"2"	"80"	"1"	"13"	"6"	"274"	"4"	"0"	"2"	"398"	"0"	"398"	"0"
"213"	"186"	"177"	"4"	"2"	"7"	"3"	"11"	"4"	"8"	"6"	"343"	"3"	"14"	"8"	"340"	"2"	"1"	"6"	"762"	"0"	"762"	"0"
"214"	"187"	"178"	"27"	"14"	"17"	"14"	"12"	"9"	"6"	"21"	"226"	"6"	"26"	"17"	"456"	"12"	"9"	"9"	"881"	"0"	"881"	"0"
"215"	"188"	"179"	"10"	"9"	"9"	"2"	"10"	"5"	"8"	"12"	"297"	"7"	"12"	"9"	"227"	"5"	"3"	"8"	"633"	"0"	"633"	"0"
"216"	"189"	"180"	"2"	"1"	"9"	"3"	"9"	"2"	"3"	"3"	"372"	"4"	"0"	"3"	"83"	"1"	"2"	"7"	"504"	"0"	"504"	"0"
"217"	"190"	"181"	"3"	"4"	"3"	"5"	"12"	"2"	"0"	"6"	"205"	"4"	"5"	"4"	"193"	"4"	"0"	"3"	"453"	"0"	"453"	"0"
"218"	"191"	"182"	"19"	"7"	"5"	"6"	"44"	"7"	"11"	"14"	"303"	"6"	"10"	"10"	"110"	"8"	"2"	"15"	"577"	"0"	"577"	"0"
"219"	"192"	"183"	"9"	"3"	"7"	"4"	"5"	"1"	"10"	"15"	"603"	"12"	"6"	"1"	"112"	"3"	"2"	"6"	"799"	"0"	"799"	"0"
"220"	"193"	"184"	"14"	"3"	"16"	"7"	"11"	"8"	"17"	"23"	"463"	"9"	"14"	"6"	"137"	"2"	"4"	"7"	"741"	"0"	"741"	"0"
"221"	"194"	"185"	"18"	"5"	"31"	"6"	"16"	"4"	"3"	"15"	"372"	"9"	"13"	"4"	"115"	"5"	"3"	"9"	"628"	"0"	"628"	"0"
"222"	"195"	"186"	"29"	"14"	"21"	"15"	"57"	"8"	"14"	"19"	"209"	"6"	"9"	"3"	"321"	"9"	"2"	"16"	"752"	"0"	"752"	"0"
"223"	"196"	"187"	"7"	"1"	"9"	"2"	"20"	"5"	"0"	"12"	"220"	"10"	"7"	"1"	"132"	"3"	"5"	"8"	"442"	"0"	"442"	"0"
"224"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"226"	"197"	"188"	"11"	"3"	"2"	"15"	"21"	"4"	"9"	"37"	"250"	"14"	"11"	"4"	"291"	"4"	"5"	"60"	"741"	"0"	"741"	"0"
"227"	"198"	"189"	"5"	"2"	"37"	"34"	"180"	"3"	"8"	"18"	"207"	"12"	"18"	"8"	"227"	"16"	"12"	"33"	"820"	"0"	"820"	"0"
"228"	"199"	"190"	"8"	"3"	"1"	"74"	"7"	"0"	"1"	"12"	"36"	"1"	"7"	"5"	"408"	"6"	"2"	"19"	"590"	"0"	"590"	"0"
"229"	"200"	"191"	"17"	"8"	"24"	"10"	"80"	"10"	"6"	"8"	"209"	"6"	"14"	"7"	"350"	"9"	"2"	"7"	"767"	"0"	"767"	"0"
"230"	"201"	"192"	"14"	"1"	"14"	"5"	"8"	"3"	"0"	"6"	"182"	"3"	"5"	"5"	"124"	"3"	"3"	"2"	"378"	"0"	"378"	"0"
"231"	"202"	"193"	"5"	"4"	"10"	"7"	"32"	"4"	"2"	"8"	"415"	"10"	"12"	"9"	"357"	"8"	"2"	"13"	"898"	"0"	"898"	"0"
"232"	"203"	"194"	"5"	"2"	"5"	"4"	"22"	"8"	"7"	"20"	"450"	"22"	"16"	"5"	"274"	"7"	"0"	"13"	"860"	"0"	"860"	"0"
"233"	"204"	"195"	"1"	"4"	"4"	"3"	"26"	"12"	"4"	"10"	"322"	"5"	"4"	"7"	"129"	"2"	"0"	"9"	"542"	"0"	"542"	"0"
"234"	"205"	"196"	"14"	"2"	"2"	"10"	"8"	"0"	"10"	"26"	"678"	"22"	"4"	"6"	"80"	"4"	"3"	"14"	"883"	"0"	"883"	"0"
"235"	"206"	"197"	"17"	"5"	"1"	"5"	"7"	"0"	"3"	"4"	"152"	"5"	"6"	"8"	"284"	"5"	"1"	"6"	"509"	"0"	"509"	"0"
"236"	"207"	"198"	"3"	"1"	"4"	"3"	"12"	"1"	"8"	"7"	"219"	"3"	"5"	"6"	"58"	"3"	"0"	"6"	"339"	"0"	"339"	"0"
"237"	"208"	"199"	"5"	"3"	"10"	"6"	"17"	"5"	"10"	"17"	"407"	"14"	"6"	"3"	"66"	"5"	"3"	"25"	"602"	"0"	"602"	"0"
"238"	"209"	"200"	"16"	"10"	"4"	"7"	"20"	"6"	"12"	"26"	"442"	"9"	"8"	"6"	"133"	"6"	"4"	"8"	"717"	"0"	"717"	"0"
"239"	"210"	"201"	"11"	"2"	"4"	"3"	"19"	"7"	"4"	"10"	"395"	"5"	"9"	"5"	"73"	"7"	"5"	"8"	"567"	"0"	"567"	"0"
"240"	"ØŒ"	"er nku dsUnz dh dz0 l a0"	"fuEufyf[ kr  ds i {k esa fn,  x,  fof/k ekU;  er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	""	""	"vkfny  gl u vkt kn"	"ekfud  panz j k;"	"eks0 ' kkSdr  gql Su"	"eks0 fl fíd"	"gchcwj  j geku"	"mi sUnz egr ks"	"fnyhi  dqekj  j k;"	"i zse dqekj  j k;"	"egcwc vkye"	"' kkg vkye"	"l quhy  pkS/kj h"	"[ okt k ' kkghn"	"nqy ky  pUnz xksLokeh"	"eks0 ' kdhy"	"' kkghu f' kj hu vkt kn"	"l at ;  fl ag"	"dqy  fof/k ekU;  er"	"i zfr {ksfi r  er ksa dh l a[ ; k"	"; ksx"	"fufonRr  er ksa dh l a[ ; k"
"242"	"211"	"202"	"3"	"8"	"3"	"3"	"28"	"2"	"7"	"21"	"473"	"15"	"10"	"9"	"272"	"8"	"9"	"19"	"890"	"0"	"890"	"0"
"243"	"212"	"203"	"13"	"6"	"16"	"5"	"98"	"13"	"8"	"15"	"420"	"10"	"11"	"5"	"163"	"3"	"1"	"4"	"791"	"0"	"791"	"0"
"244"	"213"	"204"	"2"	"3"	"4"	"3"	"97"	"4"	"2"	"12"	"329"	"4"	"2"	"4"	"42"	"2"	"1"	"2"	"513"	"0"	"513"	"0"
"245"	"214"	"205"	"2"	"5"	"2"	"8"	"120"	"0"	"6"	"28"	"556"	"5"	"4"	"4"	"65"	"4"	"3"	"10"	"822"	"0"	"822"	"0"
"246"	"215"	"206"	"9"	"1"	"2"	"1"	"220"	"9"	"5"	"36"	"430"	"17"	"9"	"7"	"22"	"8"	"5"	"19"	"800"	"0"	"800"	"0"
"247"	"216"	"207"	"5"	"2"	"1"	"8"	"357"	"8"	"8"	"11"	"257"	"9"	"5"	"4"	"125"	"5"	"6"	"21"	"832"	"0"	"832"	"0"
"248"	"217"	"208"	"12"	"2"	"8"	"6"	"50"	"4"	"4"	"10"	"135"	"10"	"12"	"15"	"414"	"10"	"7"	"14"	"713"	"0"	"713"	"0"
"249"	"218"	"209"	"4"	"0"	"1"	"2"	"2"	"3"	"0"	"3"	"3"	"1"	"2"	"4"	"292"	"7"	"3"	"7"	"334"	"0"	"334"	"0"
"250"	"219"	"210"	"3"	"0"	"1"	"5"	"383"	"5"	"1"	"6"	"78"	"2"	"5"	"3"	"60"	"6"	"9"	"5"	"572"	"0"	"572"	"0"
"251"	"220"	"210A"	"3"	"3"	"4"	"1"	"92"	"1"	"0"	"1"	"56"	"2"	"2"	"0"	"41"	"0"	"5"	"0"	"211"	"0"	"211"	"0"
"252"	"221"	"211"	"28"	"5"	"18"	"7"	"200"	"7"	"7"	"12"	"389"	"8"	"10"	"5"	"95"	"14"	"8"	"27"	"840"	"0"	"840"	"0"
"253"	"222"	"212"	"1"	"4"	"2"	"10"	"177"	"7"	"3"	"13"	"318"	"8"	"14"	"5"	"227"	"5"	"7"	"15"	"816"	"0"	"816"	"0"
"254"	"223"	"213"	"2"	"1"	"2"	"2"	"164"	"6"	"1"	"10"	"375"	"7"	"5"	"8"	"147"	"1"	"2"	"2"	"735"	"0"	"735"	"0"
