"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"152"	"132"	"157"	"2"	"354"	"8"	"65"	"3"	"3"	"3"	"2"	"1"	"4"	"3"	"6"	"5"	"6"	"622"	"0"	"622"	""
"153"	"133"	"249"	"12"	"162"	"7"	"65"	"12"	"4"	"1"	"3"	"4"	"3"	"1"	"2"	"1"	"6"	"532"	"0"	"532"	""
"154"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"155"	""	"AJIT KUMAR JHA"	"KAMALESH KUMAR SINGH"	"PRATIMA DEVI"	"SHATRUGHNA SAHU"	"SHARFUDDIN"	"GAGANDEO RAM"	"JAY PRAKASH SHARMA"	"MD. ZULFAQAR ANWAR"	"MD. NASRUDDIN ANSARI"	"RAJIV KUMAR SINGH"	"RAJESH KUMAR SINGH"	"SANJAY KUMAR SINGH"	"SANJAY PRASAD"	"SURESH KUMAR SINGH"	"MD. HABIBULAH"	""	""	""	""
"156"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"157"	"134"	"17"	"1"	"147"	"7"	"20"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"3"	"2"	"204"	"0"	"204"	""
"158"	"135"	"132"	"6"	"25"	"3"	"242"	"4"	"4"	"4"	"6"	"7"	"14"	"2"	"0"	"7"	"10"	"466"	"0"	"466"	""
"159"	"136"	"159"	"10"	"256"	"8"	"176"	"4"	"6"	"4"	"1"	"7"	"10"	"9"	"9"	"11"	"16"	"686"	"0"	"686"	""
"160"	"137"	"129"	"15"	"215"	"1"	"102"	"6"	"4"	"3"	"3"	"6"	"10"	"8"	"13"	"7"	"18"	"540"	"0"	"540"	""
"161"	"137A"	"27"	"2"	"30"	"1"	"91"	"2"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"2"	"1"	"159"	"0"	"159"	""
"162"	"138"	"164"	"11"	"46"	"5"	"376"	"10"	"4"	"4"	"2"	"6"	"7"	"4"	"2"	"14"	"8"	"663"	"0"	"663"	""
"163"	"139"	"119"	"6"	"285"	"3"	"95"	"6"	"2"	"2"	"0"	"2"	"4"	"0"	"4"	"5"	"4"	"537"	"0"	"537"	""
"164"	"140"	"95"	"8"	"352"	"10"	"45"	"6"	"1"	"3"	"1"	"2"	"5"	"5"	"22"	"4"	"14"	"573"	"0"	"573"	""
"165"	"141"	"111"	"19"	"139"	"4"	"133"	"3"	"4"	"1"	"0"	"4"	"3"	"15"	"3"	"6"	"5"	"450"	"0"	"450"	""
"166"	"142"	"222"	"17"	"31"	"2"	"82"	"5"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"4"	"5"	"373"	"0"	"373"	""
"167"	"143"	"111"	"14"	"335"	"7"	"189"	"4"	"4"	"5"	"3"	"4"	"6"	"3"	"6"	"5"	"4"	"700"	"0"	"700"	""
"168"	"144"	"126"	"4"	"111"	"4"	"189"	"6"	"2"	"3"	"5"	"3"	"10"	"2"	"8"	"10"	"8"	"491"	"0"	"491"	""
"169"	"145"	"121"	"6"	"60"	"3"	"245"	"10"	"3"	"1"	"1"	"1"	"6"	"9"	"3"	"3"	"4"	"476"	"0"	"476"	""
"170"	"146"	"38"	"2"	"19"	"2"	"262"	"1"	"1"	"3"	"0"	"7"	"5"	"5"	"1"	"4"	"3"	"353"	"0"	"353"	""
"171"	"147"	"171"	"8"	"144"	"4"	"454"	"6"	"9"	"3"	"3"	"6"	"1"	"4"	"7"	"6"	"1"	"827"	"0"	"827"	""
"172"	"148"	"127"	"5"	"62"	"6"	"342"	"8"	"1"	"4"	"3"	"9"	"11"	"5"	"5"	"21"	"17"	"626"	"0"	"626"	""
"173"	"149"	"45"	"6"	"40"	"2"	"77"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"174"	"0"	"174"	""
"174"	"150"	"68"	"1"	"30"	"5"	"385"	"5"	"1"	"0"	"2"	"3"	"1"	"1"	"2"	"2"	"3"	"509"	"0"	"509"	""
"175"	"151"	"82"	"1"	"56"	"3"	"270"	"4"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"3"	"425"	"0"	"425"	""
"176"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"177"	""	"AJIT KUMAR JHA"	"KAMALESH KUMAR SINGH"	"PRATIMA DEVI"	"SHATRUGHNA SAHU"	"SHARFUDDIN"	"GAGANDEO RAM"	"JAY PRAKASH SHARMA"	"MD. ZULFAQAR ANWAR"	"MD. NASRUDDIN ANSARI"	"RAJIV KUMAR SINGH"	"RAJESH KUMAR SINGH"	"SANJAY KUMAR SINGH"	"SANJAY PRASAD"	"SURESH KUMAR SINGH"	"MD. HABIBULAH"	""	""	""	""
"178"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"179"	"152"	"86"	"4"	"55"	"2"	"343"	"4"	"0"	"1"	"2"	"5"	"3"	"2"	"4"	"8"	"4"	"523"	"0"	"523"	""
"180"	"152A"	"86"	"3"	"75"	"0"	"127"	"1"	"0"	"1"	"0"	"5"	"1"	"2"	"20"	"2"	"2"	"325"	"0"	"325"	""
"181"	"153"	"126"	"7"	"83"	"10"	"532"	"6"	"3"	"3"	"2"	"5"	"4"	"2"	"0"	"3"	"1"	"787"	"0"	"787"	""
"182"	"154"	"204"	"6"	"286"	"5"	"113"	"8"	"1"	"4"	"1"	"5"	"3"	"6"	"16"	"7"	"5"	"670"	"0"	"670"	""
"183"	"155"	"104"	"10"	"287"	"9"	"4"	"1"	"1"	"3"	"1"	"1"	"4"	"3"	"4"	"7"	"10"	"449"	"0"	"449"	""
"184"	"156"	"198"	"10"	"17"	"3"	"418"	"13"	"3"	"0"	"1"	"7"	"8"	"2"	"1"	"4"	"10"	"695"	"0"	"695"	""
"185"	"157"	"215"	"5"	"85"	"37"	"198"	"5"	"4"	"4"	"1"	"9"	"5"	"4"	"3"	"4"	"9"	"588"	"0"	"588"	""
"186"	"157A"	"51"	"1"	"25"	"14"	"84"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"4"	"186"	"0"	"186"	""
"187"	"158"	"38"	"3"	"12"	"2"	"267"	"4"	"1"	"1"	"5"	"8"	"1"	"1"	"1"	"1"	"2"	"347"	"0"	"347"	""
"188"	"159"	"219"	"15"	"78"	"8"	"263"	"4"	"3"	"2"	"0"	"4"	"9"	"1"	"3"	"11"	"9"	"629"	"0"	"629"	""
"189"	"160"	"165"	"10"	"60"	"3"	"106"	"2"	"0"	"0"	"0"	"1"	"3"	"2"	"3"	"2"	"6"	"363"	"0"	"363"	""
"190"	"161"	"187"	"5"	"76"	"1"	"73"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"0"	"347"	"0"	"347"	""
"191"	"162"	"26"	"21"	"97"	"16"	"207"	"5"	"1"	"2"	"4"	"6"	"12"	"4"	"3"	"5"	"12"	"421"	"0"	"421"	""
"192"	"163"	"28"	"4"	"12"	"2"	"156"	"2"	"1"	"1"	"2"	"2"	"6"	"0"	"0"	"1"	"2"	"219"	"0"	"219"	""
"193"	"164"	"76"	"15"	"132"	"3"	"93"	"2"	"1"	"1"	"0"	"4"	"4"	"4"	"2"	"3"	"1"	"341"	"0"	"341"	""
"194"	"165"	"95"	"13"	"102"	"3"	"280"	"5"	"6"	"2"	"4"	"11"	"12"	"3"	"5"	"6"	"15"	"562"	"0"	"562"	""
"195"	"166"	"85"	"12"	"77"	"14"	"445"	"6"	"1"	"2"	"0"	"11"	"8"	"5"	"1"	"9"	"5"	"681"	"0"	"681"	""
"196"	"167"	"16"	"8"	"343"	"13"	"160"	"2"	"4"	"1"	"2"	"2"	"3"	"3"	"11"	"2"	"6"	"576"	"0"	"576"	""
"197"	"168"	"39"	"3"	"200"	"22"	"109"	"4"	"1"	"1"	"4"	"6"	"7"	"9"	"9"	"2"	"10"	"426"	"0"	"426"	""
"198"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"199"	""	"AJIT KUMAR JHA"	"KAMALESH KUMAR SINGH"	"PRATIMA DEVI"	"SHATRUGHNA SAHU"	"SHARFUDDIN"	"GAGANDEO RAM"	"JAY PRAKASH SHARMA"	"MD. ZULFAQAR ANWAR"	"MD. NASRUDDIN ANSARI"	"RAJIV KUMAR SINGH"	"RAJESH KUMAR SINGH"	"SANJAY KUMAR SINGH"	"SANJAY PRASAD"	"SURESH KUMAR SINGH"	"MD. HABIBULAH"	""	""	""	""
"200"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"201"	"169"	"67"	"11"	"109"	"64"	"216"	"6"	"4"	"5"	"3"	"4"	"4"	"3"	"10"	"2"	"11"	"519"	"0"	"519"	""
"202"	"170"	"244"	"22"	"94"	"5"	"246"	"5"	"2"	"5"	"4"	"9"	"7"	"3"	"2"	"7"	"14"	"669"	"0"	"669"	""
"203"	"171"	"201"	"14"	"254"	"4"	"205"	"5"	"5"	"3"	"4"	"4"	"3"	"6"	"5"	"2"	"8"	"723"	"0"	"723"	""
"204"	"172"	"36"	"11"	"269"	"8"	"278"	"7"	"5"	"6"	"4"	"13"	"7"	"4"	"10"	"10"	"12"	"680"	"0"	"680"	""
"205"	"173"	"43"	"8"	"148"	"9"	"294"	"7"	"3"	"9"	"3"	"19"	"17"	"5"	"8"	"8"	"16"	"597"	"0"	"597"	""
"206"	"174"	"68"	"11"	"348"	"5"	"74"	"2"	"1"	"0"	"1"	"1"	"2"	"2"	"3"	"0"	"1"	"519"	"0"	"519"	""
"207"	"175"	"111"	"10"	"200"	"6"	"157"	"8"	"2"	"2"	"7"	"5"	"6"	"6"	"7"	"5"	"6"	"538"	"0"	"538"	""
"208"	"176"	"50"	"6"	"154"	"8"	"174"	"8"	"2"	"5"	"7"	"4"	"16"	"2"	"5"	"11"	"17"	"469"	"0"	"469"	""
"209"	"177"	"154"	"37"	"154"	"8"	"135"	"10"	"3"	"5"	"2"	"4"	"3"	"2"	"6"	"0"	"7"	"530"	"0"	"530"	""
"210"	"178"	"52"	"14"	"103"	"5"	"339"	"3"	"0"	"2"	"0"	"6"	"4"	"0"	"0"	"3"	"3"	"534"	"0"	"534"	""
"211"	"179"	"366"	"11"	"60"	"13"	"245"	"17"	"4"	"6"	"8"	"14"	"25"	"5"	"5"	"22"	"33"	"834"	"0"	"834"	""
"212"	"180"	"89"	"3"	"55"	"8"	"232"	"9"	"0"	"1"	"3"	"12"	"6"	"6"	"3"	"10"	"11"	"448"	"0"	"448"	""
"213"	"181"	"35"	"5"	"66"	"11"	"209"	"10"	"4"	"4"	"4"	"15"	"10"	"4"	"7"	"10"	"10"	"404"	"0"	"404"	""
"214"	"182"	"209"	"12"	"119"	"9"	"396"	"8"	"3"	"1"	"5"	"14"	"19"	"4"	"10"	"13"	"22"	"844"	"0"	"844"	""
"215"	"183"	"171"	"21"	"107"	"3"	"31"	"2"	"0"	"0"	"1"	"4"	"4"	"1"	"2"	"1"	"6"	"354"	"0"	"354"	""
"216"	"184"	"52"	"23"	"120"	"12"	"259"	"3"	"2"	"4"	"1"	"8"	"7"	"4"	"3"	"2"	"2"	"502"	"0"	"502"	""
"217"	"185"	"41"	"7"	"70"	"6"	"254"	"8"	"2"	"6"	"4"	"13"	"8"	"3"	"1"	"3"	"8"	"434"	"0"	"434"	""
"218"	"186"	"54"	"4"	"280"	"6"	"92"	"1"	"3"	"1"	"2"	"4"	"5"	"3"	"8"	"4"	"8"	"475"	"0"	"475"	""
"219"	"187"	"16"	"7"	"222"	"5"	"113"	"6"	"0"	"2"	"3"	"2"	"7"	"2"	"4"	"4"	"7"	"400"	"0"	"400"	""
"220"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"221"	""	"AJIT KUMAR JHA"	"KAMALESH KUMAR SINGH"	"PRATIMA DEVI"	"SHATRUGHNA SAHU"	"SHARFUDDIN"	"GAGANDEO RAM"	"JAY PRAKASH SHARMA"	"MD. ZULFAQAR ANWAR"	"MD. NASRUDDIN ANSARI"	"RAJIV KUMAR SINGH"	"RAJESH KUMAR SINGH"	"SANJAY KUMAR SINGH"	"SANJAY PRASAD"	"SURESH KUMAR SINGH"	"MD. HABIBULAH"	""	""	""	""
"222"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"223"	"188"	"115"	"15"	"297"	"6"	"122"	"7"	"3"	"1"	"3"	"3"	"16"	"3"	"7"	"5"	"7"	"610"	"0"	"610"	""
"224"	"189"	"164"	"21"	"75"	"5"	"71"	"6"	"0"	"1"	"0"	"2"	"3"	"0"	"6"	"4"	"7"	"365"	"0"	"365"	""
"225"	"190"	"105"	"19"	"49"	"0"	"136"	"8"	"6"	"1"	"5"	"2"	"6"	"4"	"0"	"2"	"2"	"345"	"0"	"345"	""
"226"	"191"	"30"	"4"	"149"	"13"	"303"	"11"	"2"	"5"	"4"	"10"	"10"	"3"	"6"	"3"	"19"	"572"	"0"	"572"	""
"227"	"192"	"97"	"15"	"120"	"14"	"224"	"5"	"4"	"8"	"6"	"3"	"4"	"9"	"20"	"6"	"5"	"540"	"0"	"540"	""
"228"	"193"	"113"	"13"	"194"	"8"	"97"	"4"	"4"	"2"	"4"	"5"	"3"	"3"	"6"	"3"	"13"	"472"	"0"	"472"	""
"229"	"194"	"61"	"7"	"311"	"12"	"251"	"7"	"1"	"2"	"4"	"8"	"8"	"3"	"13"	"5"	"5"	"698"	"0"	"698"	""
"230"	"195"	"78"	"31"	"377"	"9"	"84"	"2"	"3"	"4"	"3"	"7"	"10"	"6"	"24"	"6"	"19"	"663"	"0"	"663"	""
"231"	"196"	"32"	"1"	"17"	"1"	"118"	"3"	"2"	"0"	"7"	"9"	"6"	"1"	"3"	"2"	"7"	"209"	"0"	"209"	""
"232"	"197"	"71"	"5"	"40"	"9"	"470"	"7"	"2"	"1"	"8"	"6"	"7"	"3"	"2"	"1"	"4"	"636"	"0"	"636"	""
"233"	"198"	"137"	"9"	"118"	"19"	"267"	"15"	"4"	"3"	"7"	"10"	"21"	"8"	"8"	"5"	"18"	"649"	"0"	"649"	""
"234"	"199"	"100"	"6"	"279"	"0"	"35"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"424"	"0"	"424"	""
"235"	"200"	"95"	"7"	"179"	"7"	"114"	"6"	"1"	"3"	"5"	"2"	"3"	"5"	"3"	"10"	"9"	"449"	"0"	"449"	""
"236"	"201"	"59"	"15"	"236"	"3"	"30"	"1"	"3"	"1"	"0"	"0"	"2"	"1"	"3"	"0"	"2"	"356"	"0"	"356"	""
"237"	"202"	"110"	"23"	"420"	"20"	"153"	"2"	"2"	"2"	"4"	"6"	"5"	"1"	"10"	"2"	"10"	"770"	"0"	"770"	""
"238"	"203"	"21"	"1"	"49"	"5"	"381"	"8"	"2"	"1"	"4"	"12"	"26"	"4"	"5"	"7"	"9"	"535"	"0"	"535"	""
"239"	"204"	"220"	"35"	"101"	"5"	"172"	"12"	"5"	"2"	"6"	"5"	"16"	"5"	"5"	"7"	"24"	"620"	"0"	"620"	""
"240"	"205"	"83"	"34"	"59"	"0"	"9"	"1"	"0"	"1"	"0"	"0"	"4"	"0"	"1"	"1"	"1"	"194"	"0"	"194"	""
"241"	"206"	"271"	"15"	"104"	"2"	"25"	"3"	"1"	"0"	"1"	"1"	"2"	"0"	"4"	"3"	"3"	"435"	"0"	"435"	""
"242"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"243"	""	"AJIT KUMAR JHA"	"KAMALESH KUMAR SINGH"	"PRATIMA DEVI"	"SHATRUGHNA SAHU"	"SHARFUDDIN"	"GAGANDEO RAM"	"JAY PRAKASH SHARMA"	"MD. ZULFAQAR ANWAR"	"MD. NASRUDDIN ANSARI"	"RAJIV KUMAR SINGH"	"RAJESH KUMAR SINGH"	"SANJAY KUMAR SINGH"	"SANJAY PRASAD"	"SURESH KUMAR SINGH"	"MD. HABIBULAH"	""	""	""	""
"244"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"245"	"207"	"83"	"2"	"93"	"3"	"28"	"2"	"1"	"0"	"1"	"2"	"3"	"1"	"1"	"4"	"13"	"237"	"0"	"237"	""
"246"	"208"	"58"	"19"	"129"	"6"	"70"	"3"	"1"	"1"	"2"	"1"	"2"	"5"	"2"	"2"	"11"	"312"	"0"	"312"	""
"247"	"209"	"95"	"17"	"201"	"14"	"158"	"5"	"1"	"2"	"2"	"6"	"4"	"3"	"11"	"7"	"10"	"536"	"0"	"536"	""
"248"	"210"	"128"	"5"	"301"	"48"	"55"	"4"	"1"	"0"	"2"	"4"	"4"	"6"	"11"	"5"	"15"	"589"	"0"	"589"	""
"249"	"211"	"179"	"12"	"249"	"7"	"78"	"1"	"1"	"2"	"1"	"1"	"4"	"2"	"4"	"3"	"4"	"548"	"0"	"548"	""
"250"	"212"	"94"	"14"	"159"	"18"	"42"	"6"	"3"	"0"	"3"	"0"	"2"	"2"	"7"	"3"	"5"	"358"	"0"	"358"	""
"251"	"213"	"91"	"7"	"202"	"28"	"93"	"8"	"0"	"5"	"0"	"4"	"3"	"4"	"5"	"7"	"21"	"478"	"0"	"478"	""
"252"	"214"	"140"	"17"	"97"	"3"	"95"	"3"	"3"	"0"	"2"	"3"	"7"	"2"	"3"	"6"	"12"	"393"	"0"	"393"	""
"253"	"215"	"309"	"6"	"32"	"7"	"160"	"8"	"2"	"1"	"5"	"11"	"4"	"5"	"6"	"16"	"29"	"601"	"0"	"601"	""
"254"	"216"	"193"	"15"	"231"	"24"	"109"	"4"	"4"	"4"	"1"	"3"	"6"	"4"	"5"	"1"	"6"	"610"	"0"	"610"	""
"255"	"217"	"112"	"9"	"262"	"6"	"111"	"5"	"0"	"3"	"2"	"4"	"7"	"3"	"7"	"2"	"7"	"540"	"0"	"540"	""
"256"	"218"	"336"	"23"	"31"	"2"	"172"	"5"	"3"	"1"	"3"	"5"	"6"	"1"	"2"	"9"	"26"	"625"	"0"	"625"	""
"257"	"219"	"98"	"25"	"58"	"0"	"95"	"2"	"5"	"4"	"3"	"4"	"3"	"2"	"6"	"2"	"13"	"320"	"0"	"320"	""
"258"	"220"	"9"	"5"	"11"	"2"	"363"	"7"	"1"	"1"	"0"	"3"	"2"	"2"	"0"	"2"	"5"	"413"	"0"	"413"	""
"259"	"221"	"49"	"4"	"159"	"4"	"167"	"10"	"2"	"2"	"3"	"5"	"6"	"4"	"12"	"6"	"11"	"444"	"0"	"444"	""
"260"	"222"	"0"	"6"	"14"	"2"	"568"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"592"	"0"	"592"	""
"261"	"223"	"44"	"6"	"83"	"9"	"397"	"11"	"4"	"4"	"4"	"7"	"7"	"4"	"3"	"1"	"4"	"588"	"0"	"588"	""
"262"	"224"	"32"	"12"	"30"	"2"	"314"	"10"	"4"	"3"	"4"	"13"	"17"	"7"	"5"	"11"	"17"	"481"	"0"	"481"	""
"263"	"225"	"55"	"13"	"205"	"5"	"225"	"6"	"6"	"3"	"2"	"9"	"12"	"3"	"6"	"7"	"18"	"575"	"0"	"575"	""
"264"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"265"	""	"AJIT KUMAR JHA"	"KAMALESH KUMAR SINGH"	"PRATIMA DEVI"	"SHATRUGHNA SAHU"	"SHARFUDDIN"	"GAGANDEO RAM"	"JAY PRAKASH SHARMA"	"MD. ZULFAQAR ANWAR"	"MD. NASRUDDIN ANSARI"	"RAJIV KUMAR SINGH"	"RAJESH KUMAR SINGH"	"SANJAY KUMAR SINGH"	"SANJAY PRASAD"	"SURESH KUMAR SINGH"	"MD. HABIBULAH"	""	""	""	""
"266"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"267"	"226"	"105"	"7"	"96"	"5"	"51"	"4"	"2"	"0"	"1"	"1"	"3"	"6"	"4"	"4"	"11"	"300"	"0"	"300"	""
"268"	"227"	"53"	"16"	"132"	"6"	"18"	"0"	"1"	"0"	"0"	"0"	"5"	"2"	"1"	"2"	"1"	"237"	"0"	"237"	""
"269"	"228"	"157"	"20"	"316"	"25"	"185"	"9"	"4"	"3"	"3"	"7"	"13"	"3"	"16"	"7"	"11"	"779"	"0"	"779"	""
"270"	"229"	"155"	"11"	"114"	"5"	"45"	"7"	"4"	"11"	"109"	"11"	"17"	"13"	"7"	"10"	"18"	"537"	"0"	"537"	""
"271"	"230"	"51"	"15"	"145"	"6"	"236"	"10"	"2"	"0"	"10"	"3"	"5"	"2"	"3"	"3"	"9"	"500"	"0"	"500"	""
"272"	"Total No. of votes Recorded at Polling Stations"	"24817"	"2689"	"38809"	"1583"	"40437"	"1207"	"593"	"749"	"692"	"1074"	"2065"	"775"	"1426"	"1073"	"1910"	"119899"	"0"	"119899"	""
"273"	"Total No. of Postal Votes"	"21"	"1"	"7"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"39"	"35"	"74"	""
"274"	"Total Votes Polled"	"24838"	"2690"	"38816"	"1583"	"40447"	"1207"	"593"	"749"	"692"	"1074"	"2065"	"775"	"1426"	"1073"	"1910"	"119938"	"35"	"119973"	""
"275"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"Place : Sub-Division Office Sheohar                                                                                                                                                                                                                                                                   sd/-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"277"	"Date : 24nd  November 2010                                                                                                                                                                                                                                                                          Returning Officer."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"22-Sheohar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
