"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"
"209"	"183"	""	"150"	"13"	"1"	"427"	"42"	"4"	"2"	"9"	"5"	"10"	"5"	"6"	"14"	"688"
"210"	"184"	""	"67"	"2"	"4"	"374"	"5"	"2"	"5"	"8"	"2"	"5"	"1"	"3"	"3"	"481"
"211"	"185"	""	"161"	"3"	"2"	"258"	"9"	"1"	"5"	"18"	"1"	"1"	"2"	"14"	"7"	"482"
"212"	"186"	""	"160"	"6"	"6"	"187"	"8"	"3"	"5"	"9"	"5"	"9"	"3"	"14"	"13"	"428"
"213"	"187"	""	"27"	"0"	"1"	"119"	"4"	"1"	"0"	"6"	"0"	"4"	"1"	"2"	"4"	"169"
"214"	"188"	""	"14"	"5"	"1"	"414"	"7"	"1"	"0"	"3"	"3"	"9"	"0"	"2"	"3"	"462"
"215"	"189"	""	"55"	"0"	"0"	"368"	"5"	"0"	"1"	"1"	"0"	"2"	"2"	"0"	"3"	"437"
"216"	"190"	""	"45"	"51"	"19"	"104"	"2"	"2"	"9"	"3"	"5"	"8"	"246"	"12"	"11"	"517"
"217"	"191"	""	"44"	"19"	"5"	"273"	"4"	"1"	"2"	"6"	"1"	"11"	"36"	"3"	"10"	"415"
"218"	"192"	""	"44"	"6"	"5"	"236"	"9"	"2"	"1"	"8"	"5"	"15"	"7"	"9"	"44"	"391"
"219"	"193"	""	"107"	"20"	"6"	"387"	"10"	"3"	"4"	"11"	"8"	"19"	"6"	"7"	"15"	"603"
"220"	"194"	""	"106"	"45"	"4"	"239"	"10"	"1"	"5"	"10"	"1"	"9"	"15"	"8"	"2"	"455"
"221"	"195"	""	"324"	"39"	"8"	"275"	"7"	"4"	"7"	"13"	"4"	"8"	"5"	"14"	"8"	"716"
"222"	"196"	""	"279"	"17"	"8"	"239"	"9"	"3"	"3"	"7"	"2"	"4"	"3"	"10"	"6"	"590"
"223"	"197"	""	"232"	"25"	"5"	"151"	"6"	"1"	"4"	"3"	"2"	"3"	"5"	"3"	"25"	"465"
"224"	"198"	""	"436"	"7"	"3"	"13"	"2"	"2"	"2"	"8"	"3"	"2"	"4"	"14"	"11"	"507"
"225"	"199"	""	"150"	"16"	"0"	"175"	"5"	"0"	"1"	"1"	"2"	"1"	"1"	"6"	"16"	"374"
"226"	"200"	""	"240"	"29"	"6"	"106"	"1"	"5"	"1"	"4"	"1"	"4"	"21"	"14"	"42"	"474"
"227"	"201"	""	"105"	"6"	"3"	"270"	"59"	"2"	"6"	"13"	"13"	"28"	"9"	"22"	"54"	"590"
"228"	"202"	""	"216"	"17"	"2"	"92"	"40"	"2"	"6"	"4"	"2"	"2"	"0"	"5"	"10"	"398"
"229"	"202A"	""	"65"	"25"	"5"	"231"	"7"	"4"	"2"	"10"	"5"	"4"	"0"	"2"	"10"	"370"
"230"	"203"	""	"308"	"18"	"1"	"46"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"8"	"27"	"412"
"231"	"204"	""	"236"	"22"	"4"	"83"	"7"	"1"	"1"	"6"	"3"	"2"	"2"	"3"	"4"	"374"
"232"	"204A"	""	"87"	"25"	"3"	"108"	"59"	"2"	"1"	"7"	"3"	"7"	"6"	"10"	"34"	"352"
"233"	"205"	""	"41"	"77"	"2"	"175"	"22"	"3"	"4"	"6"	"3"	"5"	"3"	"7"	"5"	"353"
"234"	"206"	""	"148"	"29"	"3"	"97"	"14"	"2"	"0"	"5"	"0"	"5"	"3"	"3"	"20"	"329"
"235"	"207"	""	"55"	"32"	"5"	"339"	"5"	"2"	"0"	"4"	"1"	"4"	"3"	"5"	"5"	"460"
"236"	"208"	""	"252"	"21"	"10"	"189"	"43"	"6"	"5"	"17"	"10"	"40"	"19"	"21"	"72"	"705"
"237"	"209"	""	"151"	"22"	"13"	"368"	"20"	"10"	"10"	"14"	"12"	"23"	"10"	"14"	"28"	"695"
"238"	"210"	""	"75"	"16"	"8"	"344"	"2"	"9"	"3"	"10"	"1"	"10"	"5"	"5"	"7"	"495"
"239"	"211"	""	"169"	"28"	"1"	"173"	"9"	"0"	"2"	"7"	"3"	"10"	"6"	"7"	"14"	"429"
"240"	"Total:"	""	"36917"	"3930"	"1131"	"53521"	"3513"	"690"	"1206"	"2452"	"1059"	"2038"	"1584"	"2157"	"4262"	"114460"
"241"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"Postal Ballot"	""	"178"	"16"	"2"	"241"	"7"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"451"
"243"	"Grand Total:"	""	"37095"	"3946"	"1133"	"53762"	"3520"	"691"	"1207"	"2453"	"1060"	"2039"	"1585"	"2157"	"4263"	"114911"
"244"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"Place:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Date: 11/24/2010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"Assembly Constituency :130---Patepur (SC)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
