"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"
"154"	"S.No."	"AKEEL AHMAD"	"NEERAJ KUMAR SINGH"	"BALRAM SINGH YADAV"	"MANOJ KUMAR JAISWAL"	"LALAN KUMAR"	"SHAH JAMAAL"	"GULAB CHAND PASWAN"	"JAI PRAKASH YADAV"	"MAHESH PRASAD MEHTA"	"AMAR NATH MISHRA"	"AMANULLA H KHAN"	"JITENDRA KUMAR SINGH"	"PHEK NARAYAN MANDAL"	"RAMENDRA PRASAD GUPTA"	"RAMESH KUMAR MUKHIYA"	"REETA DEVI"	"VINODA NAND"	"VIPIIN KUMAR YADAV"	"Total Valid Votes"
"155"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"156"	"132"	"214"	"250"	"5"	"0"	"0"	"5"	"8"	"1"	"0"	"1"	"2"	"0"	"2"	"2"	"8"	"15"	"2"	"1"	"516"
"157"	"133"	"26"	"381"	"2"	"0"	"1"	"6"	"14"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"436"
"158"	"134"	"195"	"513"	"8"	"6"	"2"	"22"	"15"	"5"	"3"	"2"	"0"	"1"	"0"	"1"	"4"	"8"	"3"	"2"	"790"
"159"	"135"	"148"	"563"	"19"	"6"	"1"	"2"	"27"	"23"	"7"	"4"	"0"	"1"	"3"	"7"	"15"	"39"	"8"	"4"	"877"
"160"	"136"	"254"	"363"	"20"	"4"	"2"	"13"	"26"	"5"	"2"	"2"	"1"	"1"	"1"	"4"	"7"	"22"	"6"	"3"	"736"
"161"	"137"	"198"	"327"	"11"	"4"	"2"	"12"	"30"	"5"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"10"	"3"	"9"	"622"
"162"	"138"	"127"	"252"	"4"	"3"	"2"	"3"	"8"	"0"	"1"	"1"	"2"	"0"	"2"	"2"	"4"	"16"	"15"	"7"	"449"
"163"	"139"	"262"	"270"	"2"	"19"	"0"	"3"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"2"	"0"	"575"
"164"	"140"	"492"	"70"	"5"	"4"	"1"	"12"	"10"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"6"	"6"	"2"	"614"
"165"	"141"	"453"	"323"	"3"	"0"	"1"	"1"	"13"	"3"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"7"	"5"	"2"	"816"
"166"	"142"	"321"	"247"	"3"	"1"	"3"	"4"	"11"	"5"	"0"	"1"	"0"	"4"	"0"	"1"	"5"	"22"	"16"	"6"	"650"
"167"	"143"	"439"	"71"	"0"	"0"	"7"	"4"	"3"	"5"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"10"	"6"	"3"	"552"
"168"	"144"	"537"	"26"	"1"	"1"	"1"	"0"	"3"	"2"	"1"	"0"	"0"	"4"	"0"	"1"	"1"	"8"	"24"	"2"	"612"
"169"	"145"	"564"	"95"	"2"	"3"	"4"	"3"	"15"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"1"	"6"	"6"	"2"	"705"
"170"	"146"	"133"	"136"	"4"	"1"	"1"	"8"	"5"	"1"	"1"	"1"	"0"	"3"	"1"	"0"	"1"	"5"	"3"	"2"	"306"
"171"	"147"	"23"	"313"	"12"	"0"	"2"	"13"	"7"	"3"	"1"	"0"	"2"	"4"	"1"	"0"	"0"	"7"	"2"	"4"	"394"
"172"	"148"	"69"	"627"	"3"	"0"	"1"	"6"	"28"	"4"	"3"	"2"	"0"	"10"	"4"	"4"	"9"	"15"	"27"	"17"	"829"
"173"	"149"	"182"	"131"	"3"	"2"	"3"	"11"	"8"	"5"	"0"	"3"	"2"	"3"	"2"	"4"	"5"	"25"	"10"	"5"	"404"
"174"	"150"	"196"	"79"	"5"	"1"	"1"	"18"	"12"	"4"	"2"	"7"	"4"	"1"	"7"	"2"	"11"	"25"	"56"	"24"	"455"
"175"	"151"	"500"	"228"	"9"	"2"	"1"	"12"	"18"	"7"	"5"	"0"	"4"	"5"	"3"	"1"	"2"	"14"	"7"	"1"	"819"
"176"	"152"	"414"	"299"	"16"	"11"	"6"	"3"	"26"	"2"	"2"	"4"	"1"	"6"	"2"	"2"	"4"	"32"	"31"	"5"	"866"
"177"	"153"	"397"	"118"	"8"	"4"	"1"	"3"	"12"	"5"	"1"	"1"	"2"	"1"	"0"	"0"	"10"	"30"	"16"	"7"	"616"
"178"	"154"	"184"	"331"	"17"	"3"	"3"	"5"	"36"	"5"	"6"	"5"	"5"	"3"	"2"	"5"	"20"	"29"	"20"	"22"	"701"
"179"	"155"	"730"	"14"	"3"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"763"
"180"	"156"	"9"	"552"	"3"	"1"	"2"	"0"	"19"	"2"	"2"	"1"	"1"	"1"	"1"	"3"	"3"	"34"	"5"	"6"	"645"
"181"	"157"	"334"	"364"	"10"	"6"	"3"	"3"	"10"	"3"	"5"	"3"	"2"	"0"	"4"	"2"	"6"	"23"	"22"	"10"	"810"
"182"	"158"	"84"	"535"	"4"	"1"	"2"	"2"	"9"	"5"	"1"	"1"	"3"	"4"	"3"	"3"	"5"	"13"	"4"	"5"	"684"
"183"	"159"	"253"	"15"	"7"	"1"	"0"	"7"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"8"	"5"	"0"	"301"
"184"	"160"	"232"	"436"	"10"	"5"	"2"	"14"	"39"	"3"	"1"	"2"	"3"	"0"	"8"	"5"	"6"	"11"	"2"	"2"	"781"
"185"	"161"	"73"	"370"	"5"	"3"	"2"	"5"	"16"	"3"	"0"	"2"	"11"	"2"	"40"	"9"	"19"	"19"	"9"	"11"	"599"
"186"	"162"	"134"	"436"	"17"	"1"	"10"	"3"	"22"	"3"	"2"	"0"	"1"	"1"	"1"	"5"	"8"	"9"	"15"	"11"	"679"
"187"	"163"	"133"	"307"	"4"	"3"	"0"	"6"	"15"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"10"	"10"	"5"	"498"
"188"	"164"	"180"	"535"	"4"	"5"	"2"	"1"	"19"	"0"	"1"	"1"	"0"	"0"	"3"	"4"	"4"	"3"	"64"	"77"	"903"
"189"	"165"	"562"	"118"	"7"	"0"	"3"	"8"	"13"	"1"	"0"	"3"	"2"	"3"	"1"	"3"	"5"	"10"	"58"	"7"	"804"
"190"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"191"	"Assembly Constituency :045---Chhatapur"	""	""	""	""	""	""	""	""	""	""	""	""	"No of Voters :212169"	""	""	""	""	""	""
"192"	"S.No."	"AKEEL AHMAD"	"NEERAJ KUMAR SINGH"	"BALRAM SINGH YADAV"	"MANOJ KUMAR JAISWAL"	"LALAN KUMAR"	"SHAH JAMAAL"	"GULAB CHAND PASWAN"	"JAI PRAKASH YADAV"	"MAHESH PRASAD MEHTA"	"AMAR NATH MISHRA"	"AMANULLA H KHAN"	"JITENDRA KUMAR SINGH"	"PHEK NARAYAN MANDAL"	"RAMENDRA PRASAD GUPTA"	"RAMESH KUMAR MUKHIYA"	"REETA DEVI"	"VINODA NAND"	"VIPIIN KUMAR YADAV"	"Total Valid Votes"
"193"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"194"	"166"	"100"	"599"	"6"	"8"	"4"	"7"	"20"	"2"	"2"	"0"	"0"	"0"	"1"	"3"	"10"	"3"	"0"	"2"	"767"
"195"	"167"	"522"	"74"	"3"	"1"	"3"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"6"	"2"	"0"	"617"
"196"	"168"	"153"	"280"	"4"	"1"	"2"	"2"	"4"	"2"	"0"	"0"	"1"	"0"	"1"	"5"	"3"	"7"	"1"	"2"	"468"
"197"	"168A"	"58"	"336"	"8"	"2"	"1"	"4"	"8"	"6"	"2"	"2"	"2"	"1"	"2"	"4"	"16"	"10"	"1"	"10"	"473"
"198"	"169"	"326"	"85"	"3"	"1"	"4"	"4"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"9"	"40"	"13"	"2"	"493"
"199"	"170"	"386"	"122"	"4"	"1"	"3"	"16"	"13"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"5"	"25"	"5"	"3"	"587"
"200"	"171"	"202"	"364"	"25"	"3"	"6"	"0"	"36"	"7"	"3"	"5"	"2"	"10"	"4"	"4"	"26"	"15"	"11"	"10"	"733"
"201"	"172"	"288"	"273"	"23"	"3"	"3"	"2"	"16"	"5"	"1"	"4"	"1"	"1"	"3"	"2"	"10"	"10"	"15"	"6"	"666"
"202"	"173"	"252"	"52"	"1"	"1"	"0"	"1"	"15"	"2"	"0"	"0"	"0"	"1"	"1"	"1"	"9"	"0"	"6"	"1"	"343"
"203"	"174"	"247"	"206"	"7"	"1"	"4"	"24"	"17"	"3"	"5"	"0"	"1"	"1"	"4"	"1"	"5"	"10"	"11"	"7"	"554"
"204"	"175"	"158"	"122"	"6"	"0"	"0"	"5"	"4"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"7"	"1"	"6"	"2"	"315"
"205"	"176"	"267"	"97"	"2"	"1"	"1"	"1"	"6"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"3"	"3"	"2"	"0"	"388"
"206"	"177"	"414"	"227"	"12"	"1"	"5"	"6"	"24"	"1"	"2"	"0"	"3"	"3"	"1"	"2"	"2"	"12"	"4"	"0"	"719"
"207"	"178"	"279"	"279"	"19"	"0"	"3"	"3"	"27"	"6"	"2"	"3"	"0"	"2"	"1"	"6"	"5"	"10"	"6"	"6"	"657"
"208"	"179"	"268"	"214"	"9"	"2"	"1"	"2"	"21"	"1"	"2"	"1"	"1"	"4"	"1"	"5"	"3"	"9"	"27"	"16"	"587"
"209"	"180"	"301"	"13"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"319"
"210"	"181"	"17"	"860"	"10"	"5"	"4"	"4"	"37"	"6"	"2"	"3"	"1"	"3"	"6"	"2"	"23"	"8"	"2"	"7"	"1000"
"211"	"182"	"23"	"362"	"28"	"1"	"12"	"100"	"57"	"5"	"0"	"8"	"1"	"2"	"0"	"6"	"9"	"8"	"19"	"15"	"656"
"212"	"183"	"4"	"248"	"34"	"0"	"0"	"2"	"10"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"2"	"1"	"307"
"213"	"184"	"55"	"245"	"9"	"1"	"1"	"8"	"21"	"3"	"1"	"1"	"0"	"4"	"2"	"1"	"6"	"10"	"5"	"3"	"376"
"214"	"185"	"46"	"522"	"26"	"0"	"0"	"12"	"31"	"4"	"15"	"0"	"1"	"1"	"0"	"1"	"1"	"7"	"2"	"3"	"672"
"215"	"186"	"204"	"254"	"10"	"2"	"0"	"6"	"19"	"5"	"4"	"1"	"0"	"2"	"3"	"0"	"3"	"21"	"10"	"5"	"549"
"216"	"187"	"290"	"161"	"13"	"1"	"1"	"3"	"28"	"4"	"5"	"1"	"2"	"9"	"6"	"5"	"15"	"29"	"11"	"9"	"593"
"217"	"188"	"396"	"374"	"34"	"10"	"5"	"10"	"27"	"8"	"7"	"2"	"2"	"3"	"1"	"7"	"8"	"17"	"25"	"9"	"945"
"218"	"189"	"293"	"220"	"12"	"4"	"5"	"9"	"30"	"3"	"3"	"3"	"0"	"1"	"4"	"2"	"5"	"4"	"5"	"7"	"610"
"219"	"190"	"373"	"92"	"6"	"1"	"2"	"2"	"11"	"3"	"1"	"1"	"2"	"1"	"0"	"0"	"6"	"9"	"6"	"8"	"524"
"220"	"191"	"204"	"410"	"6"	"1"	"3"	"3"	"18"	"3"	"6"	"3"	"0"	"1"	"0"	"0"	"6"	"17"	"9"	"4"	"694"
"221"	"192"	"143"	"563"	"13"	"1"	"1"	"9"	"48"	"18"	"5"	"5"	"6"	"4"	"1"	"5"	"15"	"30"	"5"	"10"	"882"
"222"	"193"	"117"	"319"	"12"	"4"	"3"	"14"	"25"	"9"	"5"	"1"	"3"	"1"	"0"	"1"	"1"	"6"	"3"	"2"	"526"
"223"	"194"	"193"	"311"	"7"	"2"	"1"	"4"	"24"	"13"	"2"	"1"	"2"	"5"	"3"	"2"	"3"	"10"	"24"	"7"	"614"
"224"	"195"	"149"	"281"	"12"	"0"	"2"	"4"	"26"	"6"	"2"	"1"	"0"	"0"	"2"	"2"	"3"	"10"	"23"	"12"	"535"
"225"	"196"	"69"	"367"	"32"	"2"	"8"	"4"	"27"	"8"	"5"	"1"	"1"	"1"	"1"	"2"	"1"	"6"	"3"	"4"	"542"
"226"	"197"	"60"	"708"	"12"	"5"	"1"	"3"	"42"	"7"	"3"	"2"	"1"	"3"	"1"	"7"	"18"	"27"	"0"	"0"	"900"
"227"	"198"	"198"	"278"	"10"	"3"	"0"	"10"	"14"	"1"	"2"	"0"	"0"	"3"	"0"	"4"	"9"	"9"	"3"	"5"	"549"
"228"	"Form 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"Assembly Constituency :045---Chhatapur"	""	""	""	""	""	""	""	""	""	""	""	""	"No of Voters :212169"	""	""	""	""	""	""
"230"	"S.No."	"AKEEL AHMAD"	"NEERAJ KUMAR SINGH"	"BALRAM SINGH YADAV"	"MANOJ KUMAR JAISWAL"	"LALAN KUMAR"	"SHAH JAMAAL"	"GULAB CHAND PASWAN"	"JAI PRAKASH YADAV"	"MAHESH PRASAD MEHTA"	"AMAR NATH MISHRA"	"AMANULLA H KHAN"	"JITENDRA KUMAR SINGH"	"PHEK NARAYAN MANDAL"	"RAMENDRA PRASAD GUPTA"	"RAMESH KUMAR MUKHIYA"	"REETA DEVI"	"VINODA NAND"	"VIPIIN KUMAR YADAV"	"Total Valid Votes"
"231"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"
"232"	"199"	"172"	"302"	"1"	"0"	"0"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"2"	"2"	"1"	"492"
"233"	"200"	"141"	"411"	"7"	"2"	"0"	"3"	"5"	"2"	"2"	"3"	"0"	"2"	"0"	"0"	"2"	"6"	"2"	"1"	"589"
"234"	"201"	"68"	"528"	"21"	"3"	"2"	"4"	"20"	"5"	"0"	"0"	"0"	"1"	"2"	"3"	"8"	"3"	"3"	"8"	"679"
"235"	"202"	"19"	"575"	"9"	"6"	"2"	"7"	"13"	"5"	"6"	"0"	"1"	"0"	"7"	"4"	"13"	"14"	"6"	"22"	"709"
"236"	"203"	"51"	"277"	"10"	"6"	"9"	"1"	"60"	"19"	"2"	"3"	"4"	"4"	"7"	"4"	"6"	"18"	"17"	"43"	"541"
"237"	"204"	"197"	"200"	"5"	"2"	"3"	"1"	"19"	"6"	"4"	"1"	"1"	"8"	"1"	"2"	"3"	"1"	"7"	"4"	"465"
"238"	"205"	"66"	"320"	"13"	"7"	"2"	"7"	"61"	"8"	"1"	"4"	"1"	"5"	"2"	"7"	"6"	"35"	"2"	"6"	"553"
"239"	"206"	"235"	"218"	"21"	"6"	"14"	"12"	"43"	"4"	"4"	"0"	"3"	"4"	"2"	"1"	"2"	"8"	"0"	"6"	"583"
"240"	"207"	"71"	"328"	"10"	"1"	"1"	"2"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"7"	"1"	"442"
"241"	"208"	"53"	"229"	"11"	"0"	"0"	"3"	"17"	"3"	"0"	"1"	"0"	"2"	"1"	"0"	"1"	"5"	"0"	"1"	"327"
"242"	"209"	"206"	"540"	"15"	"4"	"2"	"4"	"54"	"6"	"2"	"4"	"3"	"1"	"2"	"5"	"18"	"15"	"14"	"8"	"903"
"243"	"210"	"23"	"311"	"2"	"0"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"5"	"5"	"361"
"244"	"211"	"216"	"368"	"11"	"1"	"3"	"9"	"18"	"3"	"1"	"2"	"0"	"1"	"0"	"0"	"5"	"6"	"6"	"2"	"652"
"245"	"212"	"29"	"305"	"2"	"0"	"1"	"3"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"0"	"363"
"246"	"213"	"364"	"242"	"4"	"5"	"1"	"9"	"21"	"8"	"1"	"2"	"0"	"3"	"2"	"3"	"5"	"36"	"21"	"7"	"734"
"247"	"214"	"64"	"353"	"10"	"3"	"2"	"12"	"20"	"8"	"6"	"5"	"2"	"2"	"2"	"4"	"6"	"15"	"18"	"8"	"540"
"248"	"215"	"68"	"267"	"6"	"2"	"1"	"42"	"28"	"2"	"1"	"0"	"1"	"0"	"1"	"2"	"2"	"10"	"11"	"5"	"449"
"249"	"216"	"249"	"156"	"6"	"5"	"1"	"29"	"13"	"3"	"2"	"1"	"3"	"2"	"2"	"1"	"5"	"9"	"6"	"14"	"507"
"250"	"217"	"67"	"327"	"5"	"4"	"2"	"19"	"27"	"6"	"2"	"0"	"0"	"2"	"0"	"0"	"1"	"4"	"4"	"4"	"474"
"251"	"218"	"215"	"281"	"24"	"2"	"14"	"44"	"67"	"3"	"5"	"3"	"4"	"5"	"1"	"4"	"11"	"20"	"16"	"14"	"733"
"252"	"219"	"213"	"205"	"5"	"3"	"5"	"98"	"78"	"2"	"2"	"1"	"3"	"3"	"6"	"7"	"4"	"16"	"13"	"2"	"666"
"253"	"Total:"	"43165"	"66895"	"1971"	"538"	"683"	"4391"	"5334"	"981"	"1079"	"580"	"331"	"567"	"452"	"873"	"2198"	"2915"	"2239"	"1527"	"136719"
"254"	"ostal Ball"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"255"	""	"43165"	"66895"	"1971"	"538"	"683"	"4391"	"5334"	"981"	"1079"	"580"	"331"	"567"	"452"	"873"	"2198"	"2915"	"2239"	"1527"	"136719"
"256"	": 11/24/2010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
