"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"159"	"146"	"97"	"152"	"6"	"9"	"2"	"5"	"12"	"177"	"6"	"12"	"0"	"13"	"8"	"14"	"513"	"0"	"513"	"0"
"160"	"147"	"393"	"114"	"47"	"24"	"1"	"5"	"5"	"40"	"2"	"4"	"4"	"15"	"8"	"25"	"687"	"0"	"687"	"0"
"161"	"148"	"369"	"78"	"2"	"6"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"8"	"3"	"11"	"479"	"0"	"479"	"0"
"162"	"149"	"211"	"62"	"21"	"12"	"2"	"2"	"8"	"113"	"5"	"6"	"2"	"9"	"4"	"22"	"479"	"0"	"479"	"0"
"163"	"150"	"260"	"123"	"10"	"22"	"1"	"1"	"10"	"37"	"2"	"5"	"1"	"89"	"6"	"12"	"579"	"0"	"579"	"0"
"164"	"151"	"289"	"130"	"12"	"14"	"1"	"2"	"7"	"101"	"4"	"3"	"5"	"11"	"5"	"16"	"600"	"0"	"600"	"0"
"165"	"152"	"290"	"56"	"8"	"12"	"1"	"0"	"18"	"6"	"1"	"0"	"0"	"25"	"1"	"10"	"428"	"0"	"428"	"0"
"166"	"153"	"288"	"167"	"6"	"4"	"2"	"1"	"6"	"17"	"7"	"0"	"1"	"61"	"11"	"23"	"594"	"0"	"594"	"0"
"167"	"154"	"142"	"133"	"22"	"3"	"2"	"5"	"28"	"30"	"2"	"6"	"11"	"318"	"7"	"16"	"725"	"0"	"725"	"0"
"168"	"155"	"73"	"24"	"3"	"1"	"2"	"0"	"13"	"26"	"0"	"1"	"2"	"107"	"3"	"5"	"260"	"0"	"260"	"0"
"169"	"156"	"195"	"22"	"2"	"58"	"1"	"3"	"11"	"34"	"1"	"2"	"1"	"117"	"3"	"8"	"458"	"0"	"458"	"0"
"170"	"157"	"23"	"430"	"12"	"6"	"1"	"5"	"4"	"4"	"4"	"6"	"5"	"239"	"13"	"34"	"786"	"0"	"786"	"0"
"171"	"158"	"206"	"133"	"161"	"15"	"7"	"3"	"10"	"50"	"8"	"5"	"7"	"21"	"6"	"38"	"670"	"0"	"670"	"0"
"172"	"159"	"249"	"49"	"9"	"42"	"2"	"1"	"17"	"74"	"8"	"7"	"3"	"5"	"5"	"11"	"482"	"0"	"482"	"0"
"173"	"160"	"250"	"72"	"4"	"36"	"2"	"3"	"21"	"159"	"12"	"4"	"1"	"4"	"4"	"15"	"587"	"0"	"587"	"0"
"174"	"161"	"317"	"75"	"11"	"22"	"3"	"4"	"7"	"210"	"6"	"3"	"2"	"3"	"1"	"4"	"668"	"0"	"668"	"0"
"175"	"162"	"142"	"143"	"5"	"6"	"3"	"2"	"2"	"31"	"3"	"2"	"2"	"63"	"5"	"10"	"419"	"0"	"419"	"0"
"176"	"163"	"186"	"83"	"69"	"2"	"1"	"1"	"2"	"69"	"3"	"2"	"2"	"4"	"2"	"5"	"431"	"0"	"431"	"0"
"177"	"164"	"135"	"165"	"15"	"16"	"3"	"2"	"9"	"72"	"6"	"5"	"2"	"47"	"4"	"18"	"499"	"0"	"499"	"0"
"178"	"165"	"198"	"100"	"27"	"8"	"9"	"0"	"19"	"114"	"4"	"3"	"10"	"38"	"5"	"23"	"558"	"0"	"558"	"0"
"179"	"166"	"151"	"19"	"4"	"36"	"0"	"1"	"3"	"0"	"1"	"1"	"0"	"6"	"2"	"7"	"231"	"0"	"231"	"0"
"180"	"167"	"280"	"103"	"5"	"22"	"0"	"2"	"4"	"12"	"1"	"1"	"2"	"5"	"2"	"4"	"443"	"0"	"443"	"0"
"181"	"168"	"117"	"93"	"0"	"5"	"2"	"0"	"3"	"19"	"0"	"0"	"0"	"1"	"4"	"6"	"250"	"0"	"250"	"0"
"182"	"169"	"144"	"191"	"7"	"1"	"0"	"4"	"4"	"42"	"4"	"1"	"1"	"3"	"6"	"22"	"430"	"0"	"430"	"0"
"183"	"170"	"283"	"17"	"100"	"26"	"2"	"0"	"5"	"47"	"8"	"0"	"6"	"5"	"5"	"22"	"526"	"0"	"526"	"0"
"184"	"171"	"108"	"144"	"24"	"5"	"0"	"0"	"1"	"1"	"0"	"5"	"1"	"1"	"14"	"22"	"326"	"0"	"326"	"0"
"185"	"172"	"307"	"215"	"4"	"9"	"1"	"4"	"4"	"62"	"12"	"4"	"2"	"3"	"12"	"10"	"649"	"0"	"649"	"0"
"186"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"187"	""	"DR. USHA VIDYARTHI"	"JAI VARDHAN YADAV"	"DHANANJAY KUMAR"	"DHARMENDR A DHARI SINGH"	"ASHA DEVI"	"KAUSHAL KISHORE RAY"	"CHANDRA KANT MANI"	"N. K. NANDA"	"BABY PRAVEEN"	"RANA RAJESH PRATAP SINGH"	"SANT KUMAR SINGH"	"DINANATH SINGH YADAV"	"MAHADEV PRASAD"	"SACHCHIDAN AND SINGH"	""	""	""	""
"188"	"173"	"56"	"236"	"5"	"4"	"0"	"1"	"0"	"19"	"2"	"0"	"0"	"4"	"3"	"3"	"333"	"0"	"333"	"0"
"189"	"174"	"148"	"129"	"85"	"17"	"4"	"0"	"1"	"3"	"1"	"0"	"1"	"25"	"3"	"13"	"430"	"0"	"430"	"0"
"190"	"175"	"268"	"31"	"10"	"1"	"1"	"1"	"16"	"44"	"3"	"2"	"2"	"5"	"2"	"6"	"392"	"0"	"392"	"0"
"191"	"176"	"342"	"52"	"19"	"2"	"0"	"0"	"12"	"33"	"2"	"2"	"0"	"4"	"0"	"14"	"482"	"0"	"482"	"0"
"192"	"177"	"248"	"186"	"16"	"3"	"4"	"3"	"11"	"116"	"3"	"2"	"6"	"14"	"10"	"36"	"658"	"0"	"658"	"0"
"193"	"178"	"217"	"63"	"5"	"4"	"0"	"3"	"4"	"73"	"3"	"1"	"3"	"5"	"6"	"22"	"409"	"0"	"409"	"0"
"194"	"179"	"158"	"160"	"30"	"10"	"2"	"1"	"4"	"154"	"4"	"0"	"4"	"5"	"2"	"10"	"544"	"0"	"544"	"0"
"195"	"180"	"127"	"164"	"63"	"4"	"1"	"3"	"13"	"29"	"3"	"1"	"1"	"49"	"10"	"13"	"481"	"0"	"481"	"0"
"196"	"181"	"133"	"112"	"8"	"31"	"1"	"2"	"4"	"11"	"1"	"1"	"1"	"14"	"2"	"5"	"326"	"0"	"326"	"0"
"197"	"182"	"201"	"219"	"7"	"3"	"2"	"2"	"19"	"65"	"7"	"4"	"1"	"11"	"10"	"9"	"560"	"0"	"560"	"0"
"198"	"183"	"129"	"100"	"6"	"16"	"5"	"5"	"7"	"104"	"4"	"2"	"3"	"44"	"4"	"8"	"437"	"0"	"437"	"0"
"199"	"184"	"367"	"26"	"2"	"45"	"0"	"2"	"11"	"90"	"8"	"2"	"6"	"2"	"2"	"5"	"568"	"0"	"568"	"0"
"200"	"185"	"102"	"26"	"5"	"49"	"0"	"1"	"2"	"16"	"0"	"0"	"1"	"1"	"2"	"8"	"213"	"0"	"213"	"0"
"201"	"186"	"177"	"149"	"9"	"19"	"1"	"0"	"2"	"130"	"4"	"4"	"0"	"13"	"1"	"5"	"514"	"0"	"514"	"0"
"202"	"187"	"161"	"130"	"8"	"5"	"0"	"4"	"2"	"66"	"4"	"4"	"4"	"36"	"3"	"7"	"434"	"0"	"434"	"0"
"203"	"188"	"206"	"141"	"5"	"18"	"3"	"4"	"6"	"85"	"2"	"0"	"1"	"32"	"6"	"13"	"522"	"0"	"522"	"0"
"204"	"189"	"137"	"120"	"6"	"76"	"5"	"2"	"6"	"35"	"2"	"3"	"4"	"18"	"7"	"9"	"430"	"0"	"430"	"0"
"205"	"190"	"65"	"255"	"3"	"2"	"2"	"2"	"4"	"21"	"1"	"0"	"0"	"16"	"7"	"3"	"381"	"0"	"381"	"0"
"206"	"191"	"172"	"4"	"3"	"51"	"0"	"0"	"4"	"52"	"1"	"1"	"2"	"5"	"1"	"4"	"300"	"0"	"300"	"0"
"207"	"192"	"95"	"14"	"15"	"7"	"1"	"5"	"18"	"210"	"14"	"3"	"2"	"12"	"8"	"18"	"422"	"0"	"422"	"0"
"208"	"193"	"256"	"188"	"25"	"2"	"1"	"4"	"4"	"69"	"4"	"1"	"1"	"95"	"3"	"3"	"656"	"0"	"656"	"0"
"209"	"194"	"131"	"151"	"4"	"27"	"1"	"2"	"8"	"9"	"6"	"0"	"0"	"32"	"2"	"3"	"376"	"0"	"376"	"0"
"210"	"195"	"113"	"121"	"1"	"36"	"1"	"0"	"3"	"2"	"4"	"2"	"0"	"46"	"1"	"2"	"332"	"0"	"332"	"0"
"211"	"196"	"147"	"51"	"6"	"35"	"2"	"0"	"2"	"20"	"6"	"1"	"0"	"0"	"0"	"2"	"272"	"0"	"272"	"0"
"212"	"197"	"245"	"86"	"3"	"21"	"2"	"0"	"5"	"11"	"1"	"0"	"0"	"15"	"3"	"0"	"392"	"0"	"392"	"0"
"213"	"198"	"173"	"52"	"3"	"4"	"0"	"0"	"4"	"1"	"1"	"1"	"0"	"34"	"2"	"1"	"276"	"0"	"276"	"0"
"214"	"199"	"234"	"68"	"16"	"13"	"0"	"0"	"3"	"1"	"1"	"0"	"0"	"5"	"0"	"4"	"345"	"0"	"345"	"0"
"215"	"200"	"296"	"89"	"6"	"11"	"2"	"1"	"2"	"3"	"2"	"1"	"1"	"5"	"3"	"9"	"431"	"0"	"431"	"0"
"216"	"201"	"91"	"151"	"3"	"2"	"3"	"5"	"1"	"46"	"4"	"0"	"1"	"11"	"2"	"4"	"324"	"0"	"324"	"0"
"217"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"218"	""	"DR. USHA VIDYARTHI"	"JAI VARDHAN YADAV"	"DHANANJAY KUMAR"	"DHARMENDR A DHARI SINGH"	"ASHA DEVI"	"KAUSHAL KISHORE RAY"	"CHANDRA KANT MANI"	"N. K. NANDA"	"BABY PRAVEEN"	"RANA RAJESH PRATAP SINGH"	"SANT KUMAR SINGH"	"DINANATH SINGH YADAV"	"MAHADEV PRASAD"	"SACHCHIDAN AND SINGH"	""	""	""	""
"219"	"202"	"22"	"178"	"5"	"3"	"2"	"6"	"2"	"21"	"3"	"4"	"2"	"7"	"3"	"6"	"264"	"0"	"264"	"0"
"220"	"203"	"12"	"270"	"10"	"1"	"0"	"2"	"5"	"3"	"3"	"1"	"1"	"7"	"2"	"5"	"322"	"0"	"322"	"0"
"221"	"204"	"30"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"32"	"0"	"32"	"0"
"222"	"205"	"83"	"143"	"6"	"3"	"0"	"1"	"8"	"116"	"6"	"4"	"3"	"3"	"6"	"13"	"395"	"0"	"395"	"0"
"223"	"206"	"59"	"100"	"25"	"3"	"2"	"4"	"8"	"212"	"11"	"5"	"10"	"4"	"4"	"13"	"460"	"0"	"460"	"0"
"224"	"207"	"20"	"287"	"11"	"5"	"2"	"4"	"6"	"7"	"2"	"4"	"8"	"57"	"8"	"9"	"430"	"0"	"430"	"0"
"225"	"208"	"22"	"160"	"11"	"3"	"2"	"2"	"1"	"4"	"3"	"4"	"7"	"215"	"11"	"25"	"470"	"0"	"470"	"0"
"226"	"209"	"91"	"237"	"7"	"2"	"2"	"1"	"3"	"68"	"2"	"2"	"4"	"35"	"9"	"4"	"467"	"0"	"467"	"0"
"227"	"210"	"34"	"244"	"7"	"0"	"1"	"1"	"1"	"7"	"1"	"3"	"2"	"25"	"2"	"5"	"333"	"0"	"333"	"0"
"228"	"211"	"165"	"81"	"2"	"4"	"4"	"0"	"0"	"7"	"1"	"1"	"1"	"3"	"1"	"5"	"275"	"0"	"275"	"0"
"229"	"212"	"179"	"23"	"20"	"7"	"4"	"3"	"8"	"135"	"5"	"4"	"2"	"1"	"4"	"6"	"401"	"0"	"401"	"0"
"230"	"213"	"198"	"280"	"26"	"3"	"1"	"3"	"3"	"62"	"6"	"3"	"4"	"14"	"17"	"31"	"651"	"0"	"651"	"0"
"231"	"214"	"0"	"18"	"2"	"0"	"0"	"0"	"3"	"170"	"3"	"0"	"0"	"4"	"0"	"1"	"201"	"0"	"201"	"0"
"232"	"215"	"112"	"155"	"4"	"5"	"5"	"2"	"10"	"191"	"8"	"6"	"3"	"43"	"1"	"4"	"549"	"0"	"549"	"0"
"233"	"216"	"39"	"68"	"4"	"4"	"1"	"2"	"3"	"5"	"2"	"2"	"1"	"88"	"2"	"1"	"222"	"0"	"222"	"0"
"234"	"217"	"131"	"35"	"2"	"4"	"2"	"0"	"4"	"73"	"4"	"2"	"1"	"9"	"1"	"8"	"276"	"0"	"276"	"0"
"235"	"218"	"149"	"52"	"4"	"5"	"2"	"4"	"5"	"63"	"1"	"0"	"2"	"1"	"2"	"3"	"293"	"0"	"293"	"0"
"236"	"219"	"36"	"219"	"21"	"5"	"0"	"4"	"4"	"64"	"2"	"0"	"4"	"12"	"6"	"11"	"388"	"0"	"388"	"0"
"237"	"220"	"19"	"243"	"7"	"0"	"1"	"2"	"2"	"23"	"3"	"2"	"1"	"16"	"4"	"4"	"327"	"0"	"327"	"0"
"238"	"221"	"115"	"106"	"2"	"11"	"0"	"2"	"4"	"36"	"2"	"0"	"0"	"3"	"4"	"5"	"290"	"0"	"290"	"0"
"239"	"222"	"275"	"123"	"3"	"3"	"1"	"0"	"5"	"5"	"0"	"1"	"1"	"1"	"1"	"3"	"422"	"0"	"422"	"0"
"240"	"223"	"80"	"194"	"4"	"1"	"0"	"5"	"0"	"3"	"1"	"0"	"1"	"5"	"2"	"6"	"302"	"0"	"302"	"0"
"241"	"224"	"193"	"121"	"13"	"8"	"0"	"4"	"3"	"31"	"4"	"1"	"1"	"9"	"3"	"19"	"410"	"0"	"410"	"0"
"242"	"225"	"148"	"118"	"24"	"7"	"0"	"0"	"5"	"3"	"2"	"1"	"2"	"7"	"2"	"5"	"324"	"0"	"324"	"0"
"243"	"226"	"123"	"14"	"3"	"29"	"0"	"1"	"2"	"70"	"6"	"1"	"3"	"1"	"0"	"6"	"259"	"0"	"259"	"0"
"244"	"227"	"139"	"172"	"3"	"34"	"3"	"2"	"4"	"117"	"1"	"0"	"0"	"1"	"1"	"3"	"480"	"0"	"480"	"0"
"245"	"228"	"71"	"140"	"9"	"13"	"2"	"1"	"39"	"21"	"0"	"1"	"2"	"24"	"8"	"10"	"341"	"0"	"341"	"0"
"246"	"229"	"61"	"69"	"3"	"46"	"1"	"0"	"6"	"31"	"4"	"2"	"3"	"15"	"5"	"3"	"249"	"0"	"249"	"0"
"247"	"230"	"150"	"126"	"9"	"1"	"0"	"0"	"0"	"1"	"3"	"2"	"0"	"3"	"2"	"6"	"303"	"0"	"303"	"0"
"248"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"249"	""	"DR. USHA VIDYARTHI"	"JAI VARDHAN YADAV"	"DHANANJAY KUMAR"	"DHARMENDR A DHARI SINGH"	"ASHA DEVI"	"KAUSHAL KISHORE RAY"	"CHANDRA KANT MANI"	"N. K. NANDA"	"BABY PRAVEEN"	"RANA RAJESH PRATAP SINGH"	"SANT KUMAR SINGH"	"DINANATH SINGH YADAV"	"MAHADEV PRASAD"	"SACHCHIDAN AND SINGH"	""	""	""	""
"250"	"231"	"107"	"109"	"17"	"9"	"2"	"5"	"13"	"3"	"8"	"4"	"1"	"7"	"8"	"16"	"309"	"0"	"309"	"0"
"251"	"232"	"181"	"93"	"4"	"21"	"1"	"2"	"5"	"95"	"6"	"3"	"7"	"2"	"1"	"12"	"433"	"0"	"433"	"0"
"252"	"233"	"194"	"108"	"41"	"7"	"0"	"0"	"3"	"25"	"5"	"3"	"9"	"2"	"4"	"29"	"430"	"0"	"430"	"0"
"253"	"234"	"230"	"146"	"25"	"9"	"0"	"2"	"3"	"42"	"2"	"2"	"2"	"5"	"2"	"15"	"485"	"0"	"485"	"0"
"254"	"235"	"257"	"69"	"20"	"4"	"0"	"2"	"8"	"73"	"7"	"4"	"3"	"3"	"8"	"14"	"472"	"0"	"472"	"0"
"255"	"236"	"224"	"52"	"18"	"3"	"3"	"2"	"7"	"53"	"3"	"2"	"1"	"6"	"4"	"11"	"389"	"0"	"389"	"0"
"256"	"237"	"126"	"131"	"71"	"6"	"3"	"2"	"6"	"67"	"3"	"5"	"8"	"6"	"11"	"19"	"464"	"0"	"464"	"0"
"257"	"238"	"124"	"256"	"10"	"5"	"3"	"1"	"3"	"12"	"1"	"0"	"2"	"2"	"3"	"9"	"431"	"0"	"431"	"0"
"258"	"239"	"459"	"171"	"14"	"4"	"3"	"1"	"4"	"9"	"1"	"4"	"0"	"1"	"4"	"13"	"688"	"0"	"688"	"0"
"259"	"240"	"115"	"112"	"2"	"0"	"0"	"0"	"0"	"21"	"3"	"2"	"0"	"6"	"3"	"4"	"268"	"0"	"268"	"0"
"260"	"241"	"214"	"24"	"4"	"2"	"0"	"0"	"1"	"11"	"2"	"1"	"0"	"1"	"2"	"11"	"273"	"0"	"273"	"0"
"261"	"242"	"164"	"104"	"30"	"5"	"2"	"2"	"3"	"83"	"3"	"2"	"1"	"3"	"3"	"11"	"416"	"0"	"416"	"0"
"262"	"243"	"73"	"52"	"32"	"3"	"0"	"1"	"5"	"20"	"1"	"0"	"0"	"6"	"0"	"11"	"204"	"0"	"204"	"0"
"263"	"244"	"12"	"265"	"11"	"5"	"3"	"1"	"3"	"1"	"3"	"0"	"1"	"29"	"3"	"7"	"344"	"0"	"344"	"0"
"264"	"245"	"9"	"290"	"2"	"6"	"0"	"2"	"5"	"3"	"1"	"0"	"1"	"4"	"6"	"22"	"351"	"0"	"351"	"0"
"265"	"246"	"139"	"64"	"2"	"32"	"1"	"0"	"0"	"8"	"2"	"0"	"0"	"0"	"2"	"4"	"254"	"0"	"254"	"0"
"266"	"247"	"204"	"89"	"1"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"4"	"311"	"0"	"311"	"0"
"267"	"248"	"21"	"370"	"14"	"3"	"0"	"3"	"8"	"58"	"0"	"1"	"2"	"14"	"11"	"11"	"516"	"0"	"516"	"0"
"268"	"249"	"332"	"136"	"49"	"7"	"3"	"5"	"7"	"70"	"8"	"4"	"3"	"35"	"9"	"23"	"691"	"0"	"691"	"0"
"269"	"250"	"243"	"206"	"23"	"6"	"6"	"3"	"10"	"65"	"8"	"2"	"4"	"13"	"5"	"3"	"597"	"0"	"597"	"0"
"270"	"251"	"309"	"90"	"13"	"5"	"4"	"6"	"12"	"173"	"7"	"8"	"11"	"9"	"7"	"24"	"678"	"0"	"678"	"0"
"271"	"252"	"80"	"253"	"7"	"3"	"0"	"11"	"2"	"24"	"1"	"0"	"0"	"7"	"0"	"5"	"393"	"0"	"393"	"0"
"272"	"253"	"53"	"330"	"4"	"3"	"1"	"1"	"3"	"74"	"1"	"6"	"1"	"9"	"0"	"2"	"488"	"0"	"488"	"0"
"273"	"254"	"53"	"241"	"3"	"1"	"2"	"2"	"0"	"2"	"0"	"1"	"1"	"2"	"6"	"14"	"328"	"0"	"328"	"0"
"274"	"255"	"52"	"208"	"9"	"3"	"4"	"1"	"6"	"36"	"5"	"1"	"3"	"36"	"8"	"14"	"386"	"0"	"386"	"0"
"275"	"256"	"195"	"246"	"27"	"9"	"1"	"3"	"11"	"66"	"2"	"5"	"3"	"7"	"9"	"27"	"611"	"0"	"611"	"0"
"276"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"277"	""	"DR. USHA VIDYARTHI"	"JAI VARDHAN YADAV"	"DHANANJAY KUMAR"	"DHARMENDR A DHARI SINGH"	"ASHA DEVI"	"KAUSHAL KISHORE RAY"	"CHANDRA KANT MANI"	"N. K. NANDA"	"BABY PRAVEEN"	"RANA RAJESH PRATAP SINGH"	"SANT KUMAR SINGH"	"DINANATH SINGH YADAV"	"MAHADEV PRASAD"	"SACHCHIDAN AND SINGH"	""	""	""	""
"278"	"No. of votes recorded on postal ballot
papers"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"2"	"1"	"3"	"0"
"279"	"Total"	"43692"	"33450"	"3290"	"2785"	"396"	"588"	"1667"	"16748"	"993"	"600"	"640"	"6977"	"1294"	"2779"	"115899"	"1"	"115900"	"0"
