"Form.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"
"194"	"160"	"10"	"92"	"1"	"2"	"7"	"108"	"3"	"1"	"4"	"8"	"236"	"0"	"236"	"0"
"195"	"161"	"9"	"56"	"2"	"1"	"48"	"65"	"2"	"4"	"5"	"9"	"201"	"0"	"201"	"0"
"196"	"162"	"18"	"338"	"8"	"3"	"46"	"94"	"7"	"3"	"17"	"5"	"539"	"0"	"539"	"0"
"197"	"163"	"39"	"161"	"5"	"4"	"30"	"88"	"4"	"4"	"15"	"21"	"371"	"0"	"371"	"0"
"198"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"199"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"200"	"163  d"	"57"	"91"	"9"	"7"	"37"	"91"	"9"	"9"	"24"	"16"	"350"	"0"	"350"	"0"
"201"	"164"	"37"	"142"	"3"	"5"	"22"	"328"	"8"	"8"	"21"	"47"	"621"	"0"	"621"	"0"
"202"	"165"	"28"	"279"	"11"	"0"	"11"	"65"	"4"	"2"	"5"	"3"	"408"	"0"	"408"	"0"
"203"	"166"	"10"	"204"	"5"	"1"	"22"	"115"	"0"	"3"	"9"	"6"	"375"	"0"	"375"	"0"
"204"	"167"	"51"	"134"	"5"	"0"	"35"	"44"	"11"	"6"	"6"	"16"	"308"	"0"	"308"	"0"
"205"	"168"	"18"	"97"	"1"	"2"	"2"	"139"	"4"	"4"	"4"	"7"	"278"	"0"	"278"	"0"
"206"	"169"	"9"	"81"	"1"	"1"	"3"	"110"	"7"	"7"	"5"	"11"	"235"	"0"	"235"	"0"
"207"	"170"	"16"	"149"	"3"	"8"	"3"	"139"	"3"	"5"	"3"	"4"	"333"	"0"	"333"	"0"
"208"	"171"	"46"	"90"	"2"	"1"	"12"	"222"	"6"	"8"	"21"	"16"	"424"	"0"	"424"	"0"
"209"	"172"	"4"	"46"	"2"	"0"	"7"	"102"	"3"	"0"	"3"	"2"	"169"	"0"	"169"	"0"
"210"	"173"	"6"	"85"	"2"	"1"	"2"	"61"	"2"	"3"	"5"	"9"	"176"	"0"	"176"	"0"
"211"	"174"	"46"	"303"	"6"	"2"	"51"	"132"	"10"	"3"	"15"	"17"	"585"	"0"	"585"	"0"
"212"	"175"	"9"	"198"	"1"	"0"	"31"	"70"	"3"	"1"	"7"	"2"	"322"	"0"	"322"	"0"
"213"	"176"	"100"	"166"	"8"	"5"	"26"	"100"	"2"	"5"	"7"	"27"	"446"	"0"	"446"	"0"
"214"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"215"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"216"	"177"	"15"	"249"	"9"	"2"	"13"	"67"	"3"	"5"	"9"	"11"	"383"	"0"	"383"	"0"
"217"	"178"	"20"	"224"	"9"	"2"	"6"	"78"	"4"	"2"	"1"	"5"	"351"	"0"	"351"	"0"
"218"	"179"	"35"	"90"	"6"	"1"	"33"	"131"	"6"	"4"	"12"	"8"	"326"	"0"	"326"	"0"
"219"	"179  d"	"50"	"157"	"0"	"1"	"32"	"99"	"7"	"6"	"18"	"17"	"387"	"0"	"387"	"0"
"220"	"180"	"2"	"197"	"1"	"0"	"13"	"96"	"2"	"1"	"0"	"1"	"313"	"0"	"313"	"0"
"221"	"181"	"5"	"71"	"3"	"3"	"40"	"137"	"11"	"1"	"8"	"8"	"287"	"0"	"287"	"0"
"222"	"182"	"9"	"236"	"6"	"1"	"7"	"332"	"6"	"5"	"6"	"5"	"613"	"0"	"613"	"0"
"223"	"183"	"6"	"264"	"3"	"3"	"10"	"210"	"2"	"3"	"12"	"4"	"517"	"0"	"517"	"0"
"224"	"184"	"2"	"169"	"4"	"0"	"0"	"73"	"1"	"0"	"2"	"3"	"254"	"0"	"254"	"0"
"225"	"184  d"	"3"	"117"	"2"	"1"	"4"	"101"	"8"	"1"	"2"	"0"	"239"	"0"	"239"	"0"
"226"	"185"	"8"	"220"	"4"	"2"	"4"	"88"	"4"	"5"	"6"	"8"	"349"	"0"	"349"	"0"
"227"	"186"	"15"	"115"	"4"	"0"	"9"	"124"	"2"	"6"	"4"	"8"	"287"	"0"	"287"	"0"
"228"	"187"	"13"	"177"	"2"	"3"	"33"	"144"	"6"	"9"	"6"	"11"	"404"	"0"	"404"	"0"
"229"	"188"	"11"	"95"	"4"	"2"	"30"	"250"	"8"	"3"	"16"	"6"	"425"	"0"	"425"	"0"
"230"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"231"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"232"	"189"	"8"	"65"	"3"	"4"	"69"	"328"	"5"	"4"	"24"	"8"	"518"	"0"	"518"	"0"
"233"	"190"	"21"	"75"	"3"	"4"	"34"	"242"	"5"	"5"	"18"	"14"	"421"	"0"	"421"	"0"
"234"	"191"	"26"	"213"	"9"	"2"	"59"	"275"	"12"	"5"	"11"	"24"	"636"	"0"	"636"	"0"
"235"	"192"	"8"	"160"	"4"	"1"	"29"	"227"	"2"	"3"	"2"	"8"	"444"	"0"	"444"	"0"
"236"	"193"	"80"	"150"	"6"	"10"	"53"	"262"	"37"	"10"	"17"	"23"	"648"	"0"	"648"	"0"
"237"	"194"	"26"	"371"	"16"	"5"	"35"	"134"	"3"	"6"	"9"	"13"	"618"	"0"	"618"	"0"
"238"	"195"	"12"	"84"	"1"	"1"	"30"	"289"	"14"	"11"	"15"	"13"	"470"	"0"	"470"	"0"
"239"	"196"	"12"	"195"	"2"	"1"	"20"	"307"	"4"	"4"	"9"	"7"	"561"	"0"	"561"	"0"
"240"	"197"	"14"	"123"	"2"	"3"	"8"	"190"	"8"	"8"	"13"	"10"	"379"	"0"	"379"	"0"
"241"	"198"	"10"	"370"	"12"	"0"	"2"	"88"	"1"	"4"	"4"	"4"	"495"	"0"	"495"	"0"
"242"	"199"	"38"	"223"	"7"	"4"	"38"	"119"	"5"	"6"	"8"	"12"	"460"	"0"	"460"	"0"
"243"	"200"	"62"	"214"	"30"	"4"	"15"	"163"	"5"	"9"	"10"	"28"	"540"	"0"	"540"	"0"
"244"	"201"	"30"	"153"	"2"	"8"	"15"	"199"	"6"	"5"	"5"	"6"	"429"	"0"	"429"	"0"
"245"	"202"	"16"	"86"	"7"	"4"	"25"	"355"	"6"	"4"	"11"	"23"	"537"	"0"	"537"	"0"
"246"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"247"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"248"	"203"	"18"	"322"	"5"	"0"	"11"	"312"	"4"	"10"	"11"	"10"	"703"	"0"	"703"	"0"
"249"	"204"	"41"	"157"	"7"	"4"	"133"	"133"	"7"	"7"	"11"	"14"	"514"	"0"	"514"	"0"
"250"	"205"	"6"	"181"	"2"	"0"	"104"	"44"	"1"	"1"	"6"	"3"	"348"	"0"	"348"	"0"
"251"	"206"	"15"	"251"	"2"	"2"	"27"	"27"	"1"	"1"	"9"	"10"	"345"	"0"	"345"	"0"
"252"	"207"	"11"	"173"	"0"	"1"	"9"	"14"	"1"	"3"	"1"	"4"	"217"	"0"	"217"	"0"
"253"	"208"	"24"	"182"	"6"	"9"	"12"	"166"	"11"	"8"	"10"	"16"	"444"	"0"	"444"	"0"
"254"	"209"	"27"	"496"	"13"	"4"	"16"	"132"	"9"	"12"	"17"	"22"	"748"	"0"	"748"	"0"
"255"	"210"	"18"	"168"	"5"	"9"	"19"	"320"	"6"	"3"	"4"	"12"	"564"	"0"	"564"	"0"
"256"	"211"	"13"	"162"	"5"	"48"	"60"	"114"	"4"	"2"	"6"	"6"	"420"	"0"	"420"	"0"
"257"	"212"	"13"	"56"	"7"	"1"	"137"	"155"	"5"	"8"	"9"	"2"	"393"	"0"	"393"	"0"
"258"	"213"	"6"	"118"	"2"	"1"	"10"	"76"	"0"	"0"	"3"	"1"	"217"	"0"	"217"	"0"
"259"	"214"	"18"	"118"	"5"	"7"	"29"	"209"	"7"	"10"	"6"	"10"	"419"	"0"	"419"	"0"
"260"	"215"	"41"	"86"	"5"	"4"	"51"	"229"	"5"	"9"	"14"	"18"	"462"	"0"	"462"	"0"
"261"	"216"	"44"	"136"	"23"	"7"	"151"	"244"	"16"	"10"	"16"	"28"	"675"	"0"	"675"	"0"
"262"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"263"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"264"	"217"	"17"	"157"	"15"	"2"	"8"	"154"	"2"	"4"	"11"	"16"	"386"	"0"	"386"	"0"
"265"	"217  d"	"14"	"148"	"5"	"3"	"11"	"119"	"2"	"4"	"3"	"5"	"314"	"0"	"314"	"0"
"266"	"218"	"13"	"77"	"4"	"8"	"37"	"68"	"4"	"6"	"8"	"11"	"236"	"0"	"236"	"0"
"267"	"219"	"81"	"56"	"10"	"3"	"31"	"137"	"4"	"3"	"6"	"8"	"339"	"0"	"339"	"0"
"268"	"220"	"17"	"333"	"8"	"3"	"36"	"77"	"1"	"6"	"6"	"11"	"498"	"0"	"498"	"0"
"269"	"221"	"30"	"132"	"3"	"7"	"15"	"123"	"4"	"3"	"6"	"3"	"326"	"0"	"326"	"0"
"270"	"222"	"18"	"45"	"0"	"2"	"46"	"146"	"2"	"2"	"9"	"6"	"276"	"0"	"276"	"0"
"271"	"223"	"11"	"40"	"4"	"1"	"44"	"159"	"2"	"1"	"4"	"3"	"269"	"0"	"269"	"0"
"272"	"224"	"8"	"9"	"1"	"2"	"59"	"188"	"3"	"3"	"1"	"3"	"277"	"0"	"277"	"0"
"273"	"225"	"44"	"148"	"3"	"0"	"72"	"108"	"2"	"1"	"8"	"1"	"387"	"0"	"387"	"0"
"274"	"225  d"	"27"	"152"	"8"	"1"	"79"	"75"	"2"	"9"	"12"	"7"	"372"	"0"	"372"	"0"
"275"	"226"	"67"	"99"	"16"	"3"	"47"	"82"	"10"	"5"	"6"	"7"	"342"	"0"	"342"	"0"
"276"	"227"	"13"	"115"	"2"	"0"	"48"	"438"	"6"	"2"	"15"	"5"	"644"	"0"	"644"	"0"
"277"	"228"	"4"	"24"	"2"	"0"	"40"	"201"	"2"	"0"	"9"	"7"	"289"	"0"	"289"	"0"
"278"	"Polling Station No."	"No. of Valid Votes Cast in Favour of"	""	""	""	""	""	""	""	""	""	"Total of Vaild Votes"	"No. of Rejected Votes"	"Total"	"No. of Tendered Votes"
"279"	""	"Anita Raut"	"Jainandan Prasad Yadav"	"Bijay Kumar Hathi"	"Bharat Bhushan Sahni"	"Vimal Shukla"	"Shahid Ali Khan"	"Mahesh Kumar"	"Lokesh Kumar Singh"	"Sushil Kumar Chaudhary"	"Sushama Devi Sarraf"	""	""	""	""
"280"	"229"	"12"	"54"	"2"	"2"	"82"	"281"	"2"	"2"	"8"	"6"	"451"	"0"	"451"	"0"
"281"	"230"	"8"	"198"	"3"	"0"	"97"	"294"	"5"	"5"	"36"	"9"	"655"	"0"	"655"	"0"
"282"	"231"	"3"	"58"	"4"	"1"	"35"	"342"	"2"	"3"	"8"	"6"	"462"	"0"	"462"	"0"
"283"	"232"	"1"	"33"	"2"	"0"	"61"	"274"	"3"	"1"	"19"	"6"	"400"	"0"	"400"	"0"
"284"	"233"	"16"	"63"	"0"	"0"	"17"	"236"	"7"	"0"	"20"	"9"	"368"	"0"	"368"	"0"
"285"	"234"	"20"	"76"	"5"	"5"	"30"	"277"	"5"	"4"	"18"	"3"	"443"	"0"	"443"	"0"
"286"	"235"	"22"	"31"	"1"	"3"	"39"	"273"	"6"	"4"	"18"	"6"	"403"	"0"	"403"	"0"
"287"	"Total"	"13173"	"37356"	"3286"	"984"	"15158"	"38542"	"1302"	"1409"	"2519"	"2746"	"116475"	"0"	"116475"	"0"
"288"	"Total No. of Valid Votes recorded on Postal Ballot Papers for Candidates and of rejected Postal Ballot Papers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"289"	"Grand Total"	"13173"	"37356"	"3286"	"984"	"15158"	"38542"	"1302"	"1409"	"2519"	"2746"	"116475"	"0"	"116475"	"0"
"290"	"Place :- Sitamarhi"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"Date :- 24 Nov. 2010                                                                                                                                                                             Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"26 Sursand AC"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
