"Serial.No..of.Polling.Station"	"No..of.valid.votes.cast.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"Total.of.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.tendered.votes"
"148"	"141"	"195"	"6"	"7"	"70"	"2"	"13"	"0"	"3"	"2"	"0"	"1"	"3"	"3"	"12"	"0"	"7"	"324"	"0"	"324"	"0"
"149"	"142"	"90"	"1"	"2"	"53"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"75"	"0"	"3"	"231"	"0"	"231"	"0"
"150"	"143"	"94"	"0"	"3"	"35"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"21"	"0"	"0"	"158"	"0"	"158"	"0"
"151"	"144"	"78"	"0"	"4"	"151"	"2"	"17"	"3"	"3"	"4"	"2"	"1"	"3"	"6"	"66"	"3"	"11"	"354"	"0"	"354"	"0"
"152"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"153"	""	"AJAY KUMAR SINGH"	"ANIL KUMAR"	"RAMJI SINGH"	"DR. RAMANA ND YADAV"	"ATRIPTA JAWAHA R"	"UMESH SINGH"	"DHIREND RA KUMAR"	"PARAMA NANDA SINGH"	"BINOD KUMAR SINGH"	"SHYAM BABU KUMAR"	"AJAY KUMAR"	"ASHOK KUMAR SINGH"	"KUMAR RAJIV"	"DEO KUMAR"	"PUSHPA K ANAND"	"RAM PRAVES H SINGH"	""	""	""	""
"154"	"145"	"137"	"4"	"19"	"26"	"3"	"45"	"0"	"4"	"3"	"1"	"4"	"5"	"0"	"51"	"0"	"6"	"308"	"0"	"308"	"0"
"155"	"146"	"323"	"2"	"2"	"106"	"2"	"166"	"1"	"12"	"12"	"2"	"5"	"4"	"5"	"8"	"14"	"22"	"686"	"0"	"686"	"0"
"156"	"147"	"367"	"2"	"0"	"12"	"0"	"1"	"1"	"0"	"1"	"1"	"4"	"2"	"0"	"2"	"38"	"12"	"443"	"0"	"443"	"0"
"157"	"148"	"227"	"8"	"2"	"99"	"4"	"7"	"1"	"5"	"5"	"2"	"1"	"1"	"3"	"6"	"110"	"17"	"498"	"0"	"498"	"0"
"158"	"149"	"73"	"3"	"2"	"385"	"14"	"9"	"0"	"2"	"8"	"1"	"3"	"4"	"7"	"11"	"43"	"24"	"589"	"0"	"589"	"0"
"159"	"150"	"404"	"9"	"4"	"223"	"3"	"2"	"0"	"0"	"3"	"2"	"2"	"3"	"3"	"1"	"12"	"8"	"679"	"0"	"679"	"0"
"160"	"151"	"181"	"2"	"8"	"301"	"12"	"38"	"1"	"4"	"4"	"0"	"3"	"1"	"7"	"2"	"1"	"3"	"568"	"0"	"568"	"0"
"161"	"152"	"42"	"0"	"1"	"84"	"2"	"51"	"4"	"2"	"0"	"1"	"1"	"2"	"0"	"3"	"1"	"14"	"208"	"0"	"208"	"0"
"162"	"153"	"262"	"3"	"1"	"56"	"5"	"31"	"3"	"3"	"5"	"0"	"1"	"0"	"0"	"0"	"4"	"7"	"381"	"0"	"381"	"0"
"163"	"154"	"245"	"4"	"2"	"29"	"2"	"53"	"1"	"7"	"3"	"2"	"4"	"0"	"1"	"50"	"4"	"28"	"435"	"0"	"435"	"0"
"164"	"155"	"143"	"0"	"1"	"4"	"0"	"6"	"0"	"1"	"2"	"1"	"2"	"0"	"0"	"36"	"0"	"2"	"198"	"0"	"198"	"0"
"165"	"156"	"187"	"2"	"1"	"27"	"3"	"15"	"1"	"5"	"0"	"0"	"3"	"2"	"4"	"11"	"1"	"6"	"268"	"0"	"268"	"0"
"166"	"157"	"268"	"1"	"2"	"2"	"0"	"2"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"2"	"281"	"0"	"281"	"0"
"167"	"158"	"296"	"18"	"0"	"52"	"1"	"11"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"9"	"0"	"2"	"392"	"0"	"392"	"0"
"168"	"159"	"88"	"1"	"3"	"198"	"6"	"10"	"2"	"0"	"3"	"1"	"0"	"3"	"0"	"4"	"2"	"11"	"332"	"0"	"332"	"0"
"169"	"160"	"105"	"3"	"2"	"28"	"2"	"2"	"4"	"0"	"3"	"6"	"10"	"7"	"13"	"316"	"6"	"20"	"527"	"0"	"527"	"0"
"170"	"161"	"69"	"3"	"2"	"16"	"0"	"0"	"1"	"2"	"5"	"4"	"1"	"1"	"4"	"34"	"1"	"5"	"148"	"0"	"148"	"0"
"171"	"162"	"7"	"1"	"4"	"209"	"1"	"0"	"0"	"1"	"12"	"0"	"1"	"2"	"3"	"3"	"0"	"7"	"251"	"0"	"251"	"0"
"172"	"163"	"123"	"2"	"4"	"280"	"4"	"7"	"7"	"5"	"8"	"2"	"3"	"6"	"3"	"8"	"1"	"11"	"474"	"0"	"474"	"0"
"173"	"164"	"186"	"2"	"7"	"119"	"5"	"3"	"1"	"1"	"5"	"0"	"3"	"3"	"0"	"1"	"2"	"5"	"343"	"0"	"343"	"0"
"174"	"165"	"84"	"1"	"4"	"383"	"5"	"90"	"3"	"8"	"19"	"2"	"2"	"7"	"6"	"2"	"2"	"11"	"629"	"0"	"629"	"0"
"175"	"166"	"2"	"0"	"2"	"383"	"3"	"0"	"1"	"1"	"3"	"0"	"0"	"1"	"1"	"37"	"1"	"2"	"437"	"0"	"437"	"0"
"176"	"167"	"76"	"0"	"12"	"325"	"2"	"37"	"5"	"6"	"7"	"2"	"7"	"2"	"6"	"52"	"2"	"21"	"562"	"0"	"562"	"0"
"177"	"168"	"36"	"4"	"9"	"551"	"12"	"1"	"0"	"2"	"6"	"3"	"3"	"8"	"5"	"11"	"5"	"13"	"669"	"0"	"669"	"0"
"178"	"169"	"238"	"7"	"8"	"77"	"0"	"35"	"3"	"5"	"9"	"1"	"6"	"6"	"1"	"3"	"6"	"17"	"422"	"0"	"422"	"0"
"179"	"170"	"28"	"0"	"7"	"445"	"4"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"14"	"2"	"0"	"6"	"511"	"0"	"511"	"0"
"180"	"171"	"12"	"0"	"6"	"451"	"7"	"2"	"0"	"0"	"0"	"3"	"1"	"1"	"4"	"1"	"1"	"6"	"495"	"0"	"495"	"0"
"181"	"172"	"21"	"5"	"11"	"419"	"13"	"16"	"2"	"5"	"2"	"0"	"3"	"7"	"13"	"4"	"2"	"5"	"528"	"0"	"528"	"0"
"182"	"173"	"17"	"1"	"5"	"279"	"5"	"0"	"0"	"1"	"1"	"0"	"1"	"3"	"7"	"0"	"0"	"13"	"333"	"0"	"333"	"0"
"183"	"174"	"117"	"10"	"13"	"521"	"18"	"34"	"3"	"5"	"5"	"4"	"6"	"11"	"34"	"4"	"6"	"19"	"810"	"0"	"810"	"0"
"184"	"175"	"398"	"8"	"3"	"47"	"0"	"11"	"2"	"2"	"4"	"0"	"2"	"5"	"5"	"6"	"0"	"14"	"507"	"0"	"507"	"0"
"185"	"176"	"282"	"5"	"13"	"243"	"5"	"3"	"2"	"3"	"8"	"1"	"3"	"8"	"5"	"3"	"3"	"14"	"601"	"0"	"601"	"0"
"186"	"177"	"238"	"4"	"21"	"234"	"2"	"39"	"4"	"6"	"6"	"6"	"7"	"8"	"15"	"7"	"5"	"18"	"620"	"0"	"620"	"0"
"187"	"178"	"95"	"1"	"11"	"455"	"10"	"14"	"2"	"5"	"2"	"3"	"4"	"7"	"21"	"8"	"1"	"10"	"649"	"0"	"649"	"0"
"188"	"179"	"90"	"6"	"4"	"360"	"13"	"56"	"4"	"4"	"2"	"0"	"4"	"0"	"5"	"1"	"1"	"11"	"561"	"0"	"561"	"0"
"189"	"180"	"98"	"0"	"8"	"122"	"1"	"2"	"0"	"1"	"2"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"240"	"0"	"240"	"0"
"190"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"191"	""	"AJAY KUMAR SINGH"	"ANIL KUMAR"	"RAMJI SINGH"	"DR. RAMANA ND YADAV"	"ATRIPTA JAWAHA R"	"UMESH SINGH"	"DHIREND RA KUMAR"	"PARAMA NANDA SINGH"	"BINOD KUMAR SINGH"	"SHYAM BABU KUMAR"	"AJAY KUMAR"	"ASHOK KUMAR SINGH"	"KUMAR RAJIV"	"DEO KUMAR"	"PUSHPA K ANAND"	"RAM PRAVES H SINGH"	""	""	""	""
"192"	"181"	"51"	"6"	"18"	"839"	"22"	"7"	"3"	"4"	"4"	"1"	"6"	"7"	"15"	"7"	"3"	"29"	"1022"	"0"	"1022"	"0"
"193"	"182"	"138"	"1"	"10"	"260"	"5"	"7"	"4"	"4"	"4"	"2"	"2"	"3"	"6"	"4"	"4"	"11"	"465"	"0"	"465"	"0"
"194"	"183"	"15"	"5"	"4"	"626"	"20"	"6"	"5"	"3"	"0"	"1"	"2"	"5"	"20"	"2"	"2"	"21"	"737"	"0"	"737"	"0"
"195"	"184"	"58"	"2"	"7"	"534"	"2"	"3"	"2"	"3"	"7"	"3"	"3"	"16"	"14"	"5"	"8"	"31"	"698"	"0"	"698"	"0"
"196"	"185"	"230"	"6"	"14"	"251"	"8"	"5"	"4"	"9"	"9"	"4"	"12"	"10"	"16"	"11"	"8"	"27"	"624"	"0"	"624"	"0"
"197"	"186"	"243"	"9"	"3"	"387"	"10"	"8"	"1"	"8"	"17"	"4"	"13"	"16"	"17"	"6"	"12"	"47"	"801"	"0"	"801"	"0"
"198"	"187"	"53"	"2"	"4"	"438"	"5"	"6"	"2"	"1"	"4"	"1"	"1"	"4"	"10"	"1"	"1"	"8"	"541"	"0"	"541"	"0"
"199"	"188"	"30"	"1"	"7"	"458"	"8"	"2"	"1"	"0"	"4"	"0"	"4"	"2"	"16"	"1"	"2"	"8"	"544"	"0"	"544"	"0"
"200"	"189"	"15"	"0"	"8"	"699"	"3"	"12"	"1"	"0"	"0"	"0"	"0"	"1"	"10"	"0"	"0"	"4"	"753"	"0"	"753"	"0"
"201"	"190"	"1"	"1"	"2"	"254"	"10"	"0"	"2"	"1"	"1"	"0"	"1"	"4"	"5"	"1"	"2"	"10"	"295"	"0"	"295"	"0"
"202"	"191"	"6"	"1"	"0"	"485"	"2"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"502"	"0"	"502"	"0"
"203"	"192"	"22"	"0"	"51"	"787"	"14"	"6"	"2"	"3"	"3"	"2"	"4"	"8"	"33"	"3"	"2"	"21"	"961"	"0"	"961"	"0"
"204"	"193"	"120"	"5"	"20"	"742"	"20"	"4"	"6"	"2"	"10"	"1"	"2"	"10"	"14"	"2"	"2"	"9"	"969"	"0"	"969"	"0"
"205"	"194"	"209"	"5"	"5"	"203"	"1"	"6"	"0"	"3"	"6"	"4"	"1"	"5"	"5"	"1"	"3"	"13"	"470"	"0"	"470"	"0"
"206"	"195"	"96"	"6"	"6"	"455"	"9"	"5"	"3"	"2"	"5"	"2"	"4"	"6"	"13"	"3"	"2"	"9"	"626"	"0"	"626"	"0"
"207"	"196"	"260"	"2"	"10"	"155"	"2"	"3"	"2"	"0"	"3"	"2"	"3"	"4"	"4"	"9"	"1"	"13"	"473"	"0"	"473"	"0"
"208"	"197"	"562"	"5"	"14"	"179"	"3"	"22"	"5"	"4"	"2"	"2"	"3"	"7"	"6"	"3"	"0"	"20"	"837"	"0"	"837"	"0"
"209"	"198"	"405"	"2"	"9"	"102"	"4"	"10"	"0"	"1"	"2"	"0"	"7"	"3"	"4"	"2"	"3"	"11"	"565"	"0"	"565"	"0"
"210"	"199"	"545"	"8"	"12"	"127"	"2"	"18"	"2"	"3"	"1"	"1"	"3"	"6"	"1"	"1"	"3"	"9"	"742"	"0"	"742"	"0"
"211"	"200"	"471"	"2"	"14"	"200"	"9"	"6"	"1"	"5"	"7"	"2"	"5"	"11"	"13"	"10"	"2"	"13"	"771"	"0"	"771"	"0"
"212"	"201"	"354"	"1"	"11"	"37"	"1"	"29"	"0"	"2"	"1"	"0"	"4"	"1"	"1"	"2"	"2"	"9"	"455"	"0"	"455"	"0"
"213"	"202"	"316"	"1"	"9"	"36"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"1"	"2"	"1"	"1"	"3"	"376"	"0"	"376"	"0"
"214"	"203"	"286"	"4"	"13"	"152"	"3"	"3"	"0"	"3"	"6"	"0"	"2"	"4"	"0"	"5"	"0"	"4"	"485"	"0"	"485"	"0"
"215"	"204"	"117"	"0"	"6"	"294"	"5"	"3"	"1"	"2"	"4"	"0"	"1"	"1"	"1"	"3"	"2"	"6"	"446"	"0"	"446"	"0"
"216"	"205"	"187"	"3"	"9"	"210"	"2"	"5"	"0"	"1"	"5"	"1"	"1"	"8"	"5"	"0"	"1"	"0"	"438"	"0"	"438"	"0"
"217"	"206"	"148"	"1"	"5"	"339"	"4"	"2"	"0"	"2"	"2"	"1"	"0"	"3"	"4"	"2"	"2"	"7"	"522"	"0"	"522"	"0"
"218"	"207"	"302"	"3"	"11"	"172"	"0"	"2"	"2"	"0"	"3"	"1"	"1"	"5"	"1"	"8"	"3"	"6"	"520"	"0"	"520"	"0"
"219"	"208"	"394"	"4"	"14"	"205"	"2"	"7"	"1"	"2"	"8"	"8"	"4"	"4"	"7"	"4"	"4"	"11"	"679"	"0"	"679"	"0"
"220"	"209"	"372"	"7"	"10"	"307"	"6"	"9"	"0"	"4"	"7"	"1"	"4"	"3"	"10"	"3"	"0"	"12"	"755"	"0"	"755"	"0"
"221"	"210"	"181"	"3"	"4"	"347"	"9"	"6"	"1"	"1"	"7"	"2"	"3"	"2"	"6"	"0"	"2"	"19"	"593"	"0"	"593"	"0"
"222"	"211"	"183"	"0"	"8"	"124"	"1"	"4"	"1"	"0"	"3"	"3"	"2"	"3"	"4"	"1"	"1"	"9"	"347"	"0"	"347"	"0"
"223"	"212"	"226"	"10"	"7"	"361"	"6"	"13"	"4"	"9"	"16"	"3"	"11"	"21"	"17"	"12"	"7"	"27"	"750"	"0"	"750"	"0"
"224"	"213"	"489"	"2"	"8"	"109"	"0"	"3"	"0"	"1"	"3"	"0"	"1"	"3"	"1"	"3"	"3"	"5"	"631"	"0"	"631"	"0"
"225"	"214"	"301"	"3"	"7"	"300"	"8"	"3"	"2"	"2"	"6"	"1"	"1"	"5"	"3"	"5"	"1"	"4"	"652"	"0"	"652"	"0"
"226"	"215"	"343"	"10"	"6"	"84"	"0"	"16"	"1"	"1"	"4"	"2"	"5"	"5"	"1"	"4"	"1"	"8"	"491"	"0"	"491"	"0"
"227"	"216"	"30"	"0"	"5"	"572"	"4"	"1"	"0"	"1"	"2"	"0"	"0"	"4"	"4"	"1"	"0"	"10"	"634"	"0"	"634"	"0"
"228"	"Serial No. of Polling Station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of tendered votes"
"229"	""	"AJAY KUMAR SINGH"	"ANIL KUMAR"	"RAMJI SINGH"	"DR. RAMANA ND YADAV"	"ATRIPTA JAWAHA R"	"UMESH SINGH"	"DHIREND RA KUMAR"	"PARAMA NANDA SINGH"	"BINOD KUMAR SINGH"	"SHYAM BABU KUMAR"	"AJAY KUMAR"	"ASHOK KUMAR SINGH"	"KUMAR RAJIV"	"DEO KUMAR"	"PUSHPA K ANAND"	"RAM PRAVES H SINGH"	""	""	""	""
"230"	"217"	"168"	"1"	"14"	"598"	"14"	"1"	"1"	"1"	"7"	"3"	"2"	"4"	"12"	"1"	"4"	"22"	"853"	"0"	"853"	"0"
"231"	"218"	"58"	"2"	"9"	"460"	"7"	"1"	"2"	"2"	"6"	"3"	"2"	"7"	"16"	"7"	"2"	"18"	"602"	"0"	"602"	"0"
"232"	"219"	"101"	"4"	"12"	"477"	"13"	"1"	"4"	"5"	"8"	"5"	"4"	"20"	"16"	"6"	"8"	"43"	"727"	"0"	"727"	"0"
"233"	"220"	"196"	"17"	"3"	"125"	"3"	"7"	"2"	"7"	"6"	"0"	"6"	"6"	"6"	"3"	"1"	"17"	"405"	"0"	"405"	"0"
"234"	"221"	"2"	"0"	"4"	"202"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"211"	"0"	"211"	"0"
"235"	"222"	"254"	"9"	"13"	"215"	"6"	"10"	"4"	"9"	"18"	"4"	"6"	"8"	"3"	"22"	"1"	"9"	"591"	"0"	"591"	"0"
"236"	"223"	"70"	"3"	"9"	"323"	"3"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"4"	"0"	"1"	"7"	"424"	"0"	"424"	"0"
"237"	"224"	"83"	"5"	"6"	"246"	"4"	"4"	"1"	"2"	"1"	"1"	"0"	"2"	"1"	"1"	"1"	"3"	"361"	"0"	"361"	"0"
"238"	"No. of votes recorded on postal ballot
papers"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	"0"	"0"
"239"	"Total"	"40562"	"797"	"1652"	"50218"	"970"	"3533"	"428"	"733"	"982"	"376"	"609"	"1051"	"1379"	"4299"	"706"	"3479"	"111774"	"0"	"111774"	"0"
