"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"
"1"	"[See rule  56(7) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"(To be used recording the result of voting at polling sations other than notified polling stations) Election of the HOUSE OF PEOPLE From the 14 - DARBHANGA PARLIAMENTARY Constituency PART  I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"(To be used for Parliamentary and Assembly elections) Name of the Assembly Segment ( in the case of election for a Parliamentary constituency )…80 - BENIPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of electors in Assembly constituency / Segment  : 224899"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"Sl.
No."	"No. of Polling Station"	""	"No. of Valid votes cast  in  favou r  of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected
votes"	"Total"	"No. of Tendered votes"	""
"139"	"119"	"119"	""	"14"	"60"	"268"	"2"	"0"	""	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"6"	""	"7"	"362"	"-"	"362"	""	""
"140"	"120"	"120"	""	"11"	"43"	"233"	"5"	"2"	""	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"4"	""	"2"	"305"	"-"	"305"	""	""
"141"	"121"	"121"	""	"19"	"58"	"203"	"5"	"0"	""	"0"	"0"	"0"	"0"	"3"	"2"	"4"	"1"	""	"7"	"302"	"-"	"302"	""	""
"142"	"122"	"122"	""	"21"	"32"	"199"	"9"	"1"	""	"0"	"0"	"1"	"1"	"3"	"5"	"9"	"9"	""	"33"	"323"	"-"	"323"	""	""
"143"	"123"	"123"	""	"18"	"59"	"257"	"11"	"2"	""	"3"	"3"	"4"	"3"	"3"	"4"	"6"	"6"	""	"10"	"389"	"-"	"389"	""	""
"144"	"124"	"124"	""	"9"	"70"	"228"	"4"	"1"	""	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"5"	""	"3"	"326"	"-"	"326"	""	""
"145"	"125"	"125"	""	"9"	"387"	"54"	"27"	"4"	""	"0"	"1"	"1"	"0"	"3"	"1"	"3"	"3"	""	"4"	"497"	"-"	"497"	""	""
"146"	"126"	"126"	""	"13"	"109"	"274"	"18"	"4"	""	"8"	"5"	"4"	"5"	"8"	"4"	"12"	"3"	""	"13"	"480"	"-"	"480"	""	""
"147"	"127"	"127"	""	"14"	"16"	"235"	"11"	"0"	""	"2"	"1"	"2"	"0"	"1"	"1"	"3"	"1"	""	"4"	"291"	"-"	"291"	""	""
"148"	"128"	"128"	""	"23"	"326"	"147"	"22"	"2"	""	"3"	"4"	"4"	"5"	"10"	"12"	"5"	"16"	""	"16"	"595"	"-"	"595"	""	""
"149"	"129"	"129"	""	"14"	"106"	"57"	"6"	"2"	""	"6"	"2"	"4"	"3"	"4"	"3"	"11"	"24"	""	"24"	"266"	"-"	"266"	""	""
"150"	"130"	"130"	""	"51"	"114"	"83"	"0"	"2"	""	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"6"	""	"2"	"263"	"-"	"263"	""	""
"151"	"131"	"131"	""	"41"	"52"	"469"	"11"	"0"	""	"3"	"3"	"1"	"1"	"3"	"4"	"5"	"2"	""	"10"	"605"	"-"	"605"	""	""
"152"	"132"	"132"	""	"40"	"19"	"240"	"2"	"1"	""	"1"	"1"	"0"	"1"	"1"	"11"	"0"	"0"	""	"0"	"317"	"-"	"317"	""	""
"153"	"133"	"133"	""	"5"	"71"	"181"	"7"	"1"	""	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	""	"1"	"269"	"-"	"269"	""	""
"154"	"134"	"134"	""	"10"	"69"	"18"	"5"	"2"	""	"1"	"2"	"1"	"1"	"0"	"7"	"1"	"10"	""	"2"	"129"	"-"	"129"	""	""
"155"	"135"	"135"	""	"20"	"95"	"112"	"13"	"3"	""	"1"	"7"	"6"	"3"	"5"	"4"	"10"	"13"	""	"18"	"310"	"-"	"310"	""	""
"156"	"136"	"136"	""	"25"	"11"	"293"	"3"	"0"	""	"2"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	""	"0"	"341"	"-"	"341"	""	""
"157"	"137"	"137"	""	"17"	"19"	"189"	"4"	"2"	""	"2"	"2"	"1"	"3"	"2"	"5"	"6"	"0"	""	"5"	"257"	"-"	"257"	""	""
"158"	"138"	"138"	""	"27"	"15"	"239"	"6"	"0"	""	"2"	"1"	"8"	"3"	"3"	"4"	"7"	"5"	""	"6"	"326"	"-"	"326"	""	""
"159"	"139"	"139"	""	"25"	"181"	"210"	"6"	"1"	""	"2"	"1"	"2"	"1"	"4"	"6"	"5"	"11"	""	"10"	"465"	"-"	"465"	""	""
"160"	"140"	"140"	""	"19"	"166"	"164"	"7"	"4"	""	"1"	"1"	"4"	"8"	"4"	"16"	"17"	"23"	""	"38"	"472"	"-"	"472"	""	""
"161"	"141"	"141"	""	"17"	"103"	"99"	"17"	"3"	""	"1"	"4"	"1"	"2"	"1"	"1"	"5"	"9"	""	"7"	"270"	"-"	"270"	""	""
"162"	"142"	"142"	""	"18"	"121"	"188"	"13"	"6"	""	"5"	"5"	"8"	"3"	"6"	"3"	"8"	"13"	""	"20"	"417"	"-"	"417"	""	""
"163"	"143"	"143"	""	"32"	"144"	"142"	"8"	"5"	""	"3"	"3"	"12"	"2"	"9"	"7"	"8"	"15"	""	"14"	"404"	"-"	"404"	""	""
"164"	"144"	"144"	""	"0"	"279"	"13"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	""	"0"	"293"	"-"	"293"	""	""
"165"	"145"	"145"	""	"42"	"247"	"49"	"10"	"3"	""	"9"	"12"	"9"	"72"	"3"	"5"	"6"	"9"	""	"15"	"491"	"-"	"491"	""	""
"166"	"146"	"146"	""	"27"	"404"	"30"	"4"	"0"	""	"1"	"3"	"0"	"2"	"1"	"6"	"5"	"9"	""	"11"	"503"	"-"	"503"	""	""
"167"	"147"	"147"	""	"6"	"420"	"58"	"3"	"0"	""	"4"	"1"	"2"	"1"	"4"	"0"	"2"	"7"	""	"8"	"516"	"-"	"516"	""	""
"168"	"5/25/20113:58 PM                                                                                                                                                     benipur80                                                                                                                                                                  Page# 4 /7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"169"	"Sl.
No."	"No. of Polling Station"	""	"No. of Valid votes cast  in  favou r  of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected
votes"	"Total"	"No. of Tendered votes"	""
"170"	""	""	""	"Ajay Ku mar Jalan"	"Md. Ali Ashraf Fatmi"	"Kirti Azad"	"Yugeshwar Sahani"	"Ku mari Su reshwari"	""	"Md.
Khu rsheed Alam"	"Du rga Nand
Mahabir Nayak"	"Md.
Nizamu ddin"	"Sathy Narayn Mu khiya"	"Abdu r Rahim"	"Govind Acharya"	"Bharat Yadav"	"Lal Bahadu r
Yadav"	""	"Prof. Hareram Acharya"	""	""	""	""	""
"171"	"1"	"2"	""	"3"	"4"	"5"	"6"	"7"	""	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	""	"16"	"17"	"18"	"19"	"20"	""
"172"	"148"	"148"	""	"14"	"336"	"42"	"1"	"0"	""	"2"	"1"	"0"	"1"	"1"	"1"	"4"	"16"	""	"4"	"423"	"-"	"423"	""	""
"173"	"149"	"149"	""	"9"	"230"	"12"	"2"	"0"	""	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"7"	""	"0"	"264"	"-"	"264"	""	""
"174"	"150"	"150"	""	"17"	"300"	"40"	"6"	"1"	""	"2"	"0"	"3"	"2"	"1"	"0"	"0"	"1"	""	"3"	"376"	"-"	"376"	""	""
"175"	"151"	"151"	""	"26"	"261"	"313"	"12"	"1"	""	"4"	"3"	"1"	"1"	"5"	"1"	"8"	"5"	""	"2"	"643"	"-"	"643"	""	""
"176"	"152"	"152"	""	"16"	"118"	"152"	"5"	"3"	""	"3"	"1"	"3"	"4"	"8"	"11"	"31"	"24"	""	"49"	"428"	"-"	"428"	""	""
"177"	"153"	"152A"	""	"19"	"127"	"221"	"4"	"2"	""	"3"	"3"	"1"	"2"	"10"	"3"	"7"	"3"	""	"8"	"413"	"-"	"413"	""	""
"178"	"154"	"153"	""	"37"	"238"	"330"	"10"	"4"	""	"9"	"6"	"9"	"3"	"4"	"3"	"10"	"18"	""	"13"	"694"	"-"	"694"	""	""
"179"	"155"	"154"	""	"32"	"154"	"386"	"13"	"3"	""	"13"	"5"	"3"	"5"	"1"	"5"	"2"	"2"	""	"10"	"634"	"-"	"634"	""	""
"180"	"156"	"155"	""	"18"	"147"	"166"	"6"	"6"	""	"5"	"6"	"1"	"64"	"2"	"4"	"2"	"1"	""	"2"	"430"	"-"	"430"	""	""
"181"	"157"	"156"	""	"4"	"125"	"100"	"3"	"1"	""	"2"	"7"	"1"	"3"	"2"	"2"	"0"	"5"	""	"0"	"255"	"-"	"255"	""	""
"182"	"158"	"157"	""	"8"	"17"	"273"	"8"	"3"	""	"4"	"7"	"0"	"8"	"5"	"1"	"13"	"3"	""	"8"	"358"	"-"	"358"	""	""
"183"	"159"	"158"	""	"13"	"8"	"283"	"12"	"1"	""	"1"	"1"	"3"	"1"	"5"	"3"	"6"	"2"	""	"6"	"345"	"-"	"345"	""	""
"184"	"160"	"159"	""	"24"	"160"	"171"	"12"	"4"	""	"3"	"7"	"2"	"7"	"7"	"3"	"7"	"14"	""	"12"	"433"	"-"	"433"	""	""
"185"	"161"	"160"	""	"18"	"231"	"71"	"5"	"3"	""	"3"	"5"	"7"	"5"	"2"	"4"	"5"	"19"	""	"14"	"392"	"-"	"392"	""	""
"186"	"162"	"161"	""	"9"	"233"	"43"	"2"	"2"	""	"0"	"1"	"3"	"4"	"3"	"4"	"2"	"5"	""	"11"	"322"	"-"	"322"	""	""
"187"	"163"	"162"	""	"11"	"94"	"181"	"2"	"2"	""	"1"	"5"	"6"	"55"	"4"	"2"	"12"	"11"	""	"30"	"416"	"-"	"416"	""	""
"188"	"164"	"163"	""	"13"	"166"	"191"	"3"	"1"	""	"1"	"0"	"3"	"0"	"0"	"6"	"10"	"6"	""	"9"	"409"	"-"	"409"	""	""
"189"	"165"	"164"	""	"4"	"34"	"321"	"4"	"2"	""	"1"	"0"	"2"	"13"	"1"	"0"	"2"	"2"	""	"3"	"389"	"-"	"389"	""	""
"190"	"166"	"164A"	""	"12"	"41"	"275"	"5"	"5"	""	"2"	"2"	"4"	"3"	"4"	"4"	"18"	"11"	""	"25"	"411"	"-"	"411"	""	""
"191"	"167"	"165"	""	"20"	"58"	"378"	"25"	"3"	""	"4"	"4"	"6"	"24"	"8"	"0"	"5"	"0"	""	"6"	"541"	"-"	"541"	""	""
"192"	"168"	"166"	""	"38"	"121"	"201"	"13"	"6"	""	"3"	"7"	"3"	"4"	"3"	"5"	"4"	"5"	""	"10"	"423"	"-"	"423"	""	""
"193"	"169"	"167"	""	"16"	"144"	"65"	"6"	"1"	""	"0"	"9"	"5"	"5"	"11"	"11"	"20"	"25"	""	"24"	"342"	"-"	"342"	""	""
"194"	"170"	"168"	""	"20"	"80"	"315"	"9"	"3"	""	"0"	"0"	"2"	"4"	"3"	"2"	"4"	"9"	""	"5"	"456"	"-"	"456"	""	""
"195"	"171"	"169"	""	"22"	"39"	"352"	"11"	"3"	""	"1"	"3"	"5"	"5"	"7"	"0"	"13"	"4"	""	"12"	"477"	"-"	"477"	""	""
"196"	"172"	"170"	""	"9"	"27"	"258"	"8"	"6"	""	"4"	"6"	"2"	"4"	"6"	"3"	"13"	"1"	""	"10"	"357"	"-"	"357"	""	""
"197"	"173"	"171"	""	"14"	"44"	"386"	"20"	"1"	""	"2"	"2"	"2"	"4"	"9"	"4"	"18"	"8"	""	"14"	"528"	"-"	"528"	""	""
"198"	"174"	"172"	""	"14"	"22"	"337"	"21"	"2"	""	"0"	"2"	"3"	"8"	"3"	"1"	"5"	"2"	""	"1"	"421"	"-"	"421"	""	""
"199"	"175"	"173"	""	"27"	"272"	"180"	"12"	"2"	""	"5"	"1"	"2"	"1"	"3"	"3"	"4"	"11"	""	"21"	"544"	"-"	"544"	""	""
"200"	"176"	"174"	""	"43"	"49"	"433"	"10"	"1"	""	"2"	"2"	"1"	"2"	"2"	"5"	"4"	"1"	""	"7"	"562"	"-"	"562"	""	""
"201"	"177"	"175"	""	"15"	"100"	"405"	"16"	"7"	""	"4"	"5"	"2"	"42"	"19"	"4"	"24"	"8"	""	"29"	"680"	"-"	"680"	""	""
"202"	"178"	"176"	""	"41"	"208"	"310"	"16"	"4"	""	"7"	"6"	"9"	"3"	"10"	"2"	"4"	"4"	""	"6"	"630"	"-"	"630"	""	""
"203"	"179"	"177"	""	"22"	"157"	"173"	"6"	"1"	""	"4"	"1"	"3"	"1"	"2"	"3"	"1"	"7"	""	"5"	"386"	"-"	"386"	""	""
"204"	"180"	"178"	""	"15"	"113"	"158"	"11"	"4"	""	"10"	"7"	"4"	"7"	"13"	"12"	"8"	"3"	""	"6"	"371"	"-"	"371"	""	""
"205"	"181"	"179"	""	"47"	"165"	"341"	"23"	"9"	""	"14"	"10"	"11"	"19"	"21"	"12"	"19"	"15"	""	"18"	"724"	"-"	"724"	""	""
"206"	"182"	"180"	""	"16"	"59"	"211"	"3"	"1"	""	"4"	"7"	"1"	"1"	"7"	"3"	"5"	"0"	""	"7"	"325"	"-"	"325"	""	""
"207"	"183"	"181"	""	"19"	"42"	"178"	"7"	"4"	""	"2"	"3"	"2"	"0"	"6"	"2"	"6"	"2"	""	"6"	"279"	"-"	"279"	""	""
"208"	"184"	"182"	""	"35"	"39"	"330"	"6"	"3"	""	"2"	"7"	"6"	"0"	"5"	"1"	"5"	"3"	""	"2"	"444"	"-"	"444"	""	""
"209"	"185"	"183"	""	"16"	"28"	"236"	"6"	"0"	""	"2"	"1"	"2"	"3"	"3"	"1"	"2"	"8"	""	"9"	"317"	"-"	"317"	""	""
"210"	"186"	"184"	""	"26"	"45"	"186"	"6"	"0"	""	"7"	"4"	"3"	"1"	"8"	"6"	"7"	"6"	""	"14"	"319"	"-"	"319"	""	""
"211"	"5/25/20113:58 PM                                                                                                                                                     benipur80                                                                                                                                                                  Page# 5 /7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"Sl.
No."	"No. of Polling Station"	""	"No. of Valid votes cast  in  favou r  of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected
votes"	"Total"	"No. of Tendered votes"	""
"213"	""	""	""	"Ajay Ku mar Jalan"	"Md. Ali Ashraf Fatmi"	"Kirti Azad"	"Yugeshwar Sahani"	"Ku mari Su reshwari"	""	"Md.
Khu rsheed Alam"	"Du rga Nand
Mahabir Nayak"	"Md.
Nizamu ddin"	"Sathy Narayn Mu khiya"	"Abdu r Rahim"	"Govind Acharya"	"Bharat Yadav"	"Lal Bahadu r
Yadav"	""	"Prof. Hareram Acharya"	""	""	""	""	""
"214"	"1"	"2"	""	"3"	"4"	"5"	"6"	"7"	""	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	""	"16"	"17"	"18"	"19"	"20"	""
"215"	"187"	"185"	""	"17"	"98"	"212"	"10"	"8"	""	"4"	"9"	"9"	"9"	"12"	"5"	"11"	"9"	""	"17"	"430"	"-"	"430"	""	""
"216"	"188"	"186"	""	"22"	"18"	"445"	"10"	"6"	""	"5"	"4"	"2"	"6"	"4"	"2"	"14"	"3"	""	"11"	"552"	"-"	"552"	""	""
"217"	"189"	"187"	""	"26"	"110"	"233"	"4"	"1"	""	"5"	"2"	"1"	"0"	"2"	"3"	"2"	"6"	""	"11"	"406"	"-"	"406"	""	""
"218"	"190"	"188"	""	"18"	"59"	"331"	"8"	"2"	""	"6"	"1"	"3"	"6"	"5"	"1"	"2"	"5"	""	"13"	"460"	"-"	"460"	""	""
"219"	"191"	"189"	""	"28"	"94"	"270"	"3"	"3"	""	"2"	"4"	"5"	"3"	"4"	"1"	"5"	"5"	""	"10"	"437"	"-"	"437"	""	""
"220"	"192"	"190"	""	"26"	"51"	"283"	"6"	"2"	""	"2"	"10"	"4"	"11"	"12"	"3"	"7"	"9"	""	"17"	"443"	"-"	"443"	""	""
"221"	"193"	"191"	""	"14"	"26"	"715"	"14"	"6"	""	"1"	"3"	"2"	"24"	"14"	"7"	"17"	"2"	""	"17"	"862"	"-"	"862"	""	""
"222"	"194"	"192"	""	"30"	"124"	"203"	"8"	"3"	""	"3"	"3"	"2"	"7"	"2"	"4"	"6"	"4"	""	"8"	"407"	"-"	"407"	""	""
"223"	"195"	"192A"	""	"9"	"30"	"294"	"7"	"2"	""	"1"	"3"	"0"	"5"	"11"	"6"	"17"	"12"	""	"24"	"421"	"-"	"421"	""	""
"224"	"196"	"193"	""	"26"	"405"	"16"	"2"	"0"	""	"4"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	""	"4"	"460"	"-"	"460"	""	""
"225"	"197"	"194"	""	"17"	"355"	"45"	"1"	"2"	""	"0"	"0"	"3"	"0"	"3"	"2"	"0"	"3"	""	"2"	"433"	"-"	"433"	""	""
"226"	"198"	"195"	""	"9"	"76"	"236"	"3"	"2"	""	"0"	"3"	"1"	"11"	"0"	"0"	"0"	"0"	""	"2"	"343"	"-"	"343"	""	""
"227"	"199"	"196"	""	"6"	"49"	"290"	"2"	"0"	""	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"2"	""	"2"	"356"	"-"	"356"	""	""
"228"	"200"	"197"	""	"30"	"361"	"57"	"3"	"2"	""	"2"	"2"	"0"	"2"	"2"	"1"	"0"	"0"	""	"3"	"465"	"-"	"465"	""	""
"229"	"201"	"198"	""	"17"	"12"	"231"	"9"	"0"	""	"3"	"2"	"2"	"2"	"1"	"1"	"6"	"3"	""	"6"	"295"	"-"	"295"	""	""
"230"	"202"	"199"	""	"44"	"37"	"467"	"16"	"4"	""	"7"	"3"	"9"	"8"	"6"	"4"	"26"	"9"	""	"17"	"657"	"-"	"657"	""	""
"231"	"203"	"200"	""	"13"	"50"	"513"	"7"	"0"	""	"1"	"1"	"2"	"67"	"3"	"2"	"14"	"3"	""	"17"	"693"	"-"	"693"	""	""
"232"	"204"	"201"	""	"33"	"116"	"115"	"5"	"2"	""	"2"	"4"	"3"	"2"	"2"	"0"	"2"	"2"	""	"7"	"295"	"-"	"295"	""	""
"233"	"205"	"202"	""	"9"	"112"	"29"	"1"	"0"	""	"1"	"0"	"1"	"3"	"3"	"5"	"4"	"10"	""	"20"	"198"	"-"	"198"	""	""
"234"	"206"	"203"	""	"4"	"68"	"71"	"8"	"0"	""	"2"	"2"	"0"	"2"	"1"	"2"	"5"	"4"	""	"3"	"172"	"-"	"172"	""	""
"235"	"207"	"204"	""	"11"	"264"	"102"	"6"	"0"	""	"1"	"4"	"2"	"36"	"3"	"0"	"1"	"3"	""	"3"	"436"	"-"	"436"	""	""
"236"	"208"	"205"	""	"1"	"424"	"6"	"0"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	""	"0"	"437"	"-"	"437"	""	""
"237"	"209"	"206"	""	"2"	"264"	"24"	"1"	"0"	""	"0"	"1"	"0"	"5"	"1"	"0"	"0"	"2"	""	"1"	"301"	"-"	"301"	""	""
"238"	"210"	"207"	""	"27"	"74"	"196"	"4"	"2"	""	"1"	"4"	"0"	"1"	"2"	"2"	"3"	"4"	""	"8"	"328"	"-"	"328"	""	""
"239"	"211"	"208"	""	"19"	"17"	"114"	"2"	"0"	""	"4"	"1"	"2"	"1"	"7"	"2"	"11"	"0"	""	"13"	"193"	"-"	"193"	""	""
"240"	"212"	"209"	""	"10"	"24"	"207"	"2"	"0"	""	"0"	"4"	"1"	"4"	"3"	"2"	"7"	"4"	""	"11"	"279"	"-"	"279"	""	""
"241"	"213"	"210"	""	"16"	"23"	"275"	"16"	"4"	""	"6"	"5"	"1"	"10"	"20"	"7"	"8"	"9"	""	"20"	"420"	"-"	"420"	""	""
"242"	"214"	"211"	""	"6"	"13"	"122"	"6"	"1"	""	"0"	"2"	"1"	"1"	"1"	"3"	"2"	"5"	""	"8"	"171"	"-"	"171"	""	""
"243"	"215"	"212"	""	"33"	"260"	"119"	"3"	"2"	""	"5"	"0"	"1"	"1"	"8"	"3"	"7"	"5"	""	"8"	"455"	"-"	"455"	""	""
"244"	"216"	"213"	""	"20"	"28"	"381"	"7"	"2"	""	"8"	"3"	"2"	"4"	"4"	"1"	"9"	"1"	""	"1"	"471"	"-"	"471"	""	""
"245"	"217"	"214"	""	"19"	"136"	"78"	"4"	"1"	""	"31"	"2"	"3"	"3"	"1"	"5"	"8"	"7"	""	"7"	"305"	"-"	"305"	""	""
"246"	"218"	"215"	""	"7"	"58"	"203"	"1"	"1"	""	"21"	"0"	"1"	"0"	"0"	"2"	"5"	"4"	""	"2"	"305"	"-"	"305"	""	""
"247"	"219"	"216"	""	"18"	"100"	"428"	"11"	"4"	""	"1"	"1"	"2"	"2"	"12"	"6"	"15"	"9"	""	"7"	"616"	"-"	"616"	""	""
"248"	"220"	"217"	""	"15"	"41"	"406"	"6"	"3"	""	"1"	"5"	"1"	"1"	"1"	"1"	"4"	"3"	""	"7"	"495"	"-"	"495"	""	""
"249"	"221"	"218"	""	"8"	"63"	"214"	"15"	"1"	""	"3"	"2"	"2"	"5"	"2"	"8"	"12"	"11"	""	"15"	"361"	"-"	"361"	""	""
"250"	"222"	"219"	""	"19"	"64"	"146"	"10"	"5"	""	"4"	"4"	"1"	"1"	"3"	"1"	"2"	"0"	""	"3"	"263"	"-"	"263"	""	""
"251"	"223"	"220"	""	"4"	"489"	"11"	"0"	"0"	""	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	""	"4"	"510"	"-"	"510"	""	""
"252"	"224"	"221"	""	"13"	"230"	"105"	"5"	"4"	""	"0"	"3"	"1"	"0"	"4"	"3"	"5"	"9"	""	"2"	"384"	"-"	"384"	""	""
"253"	"225"	"222"	""	"17"	"131"	"155"	"17"	"4"	""	"5"	"5"	"4"	"6"	"10"	"5"	"10"	"16"	""	"17"	"402"	"-"	"402"	""	""
"254"	"5/25/20113:58 PM                                                                                                                                                     benipur80                                                                                                                                                                  Page# 6 /7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"Sl.
No."	"No. of Polling Station"	""	"No. of Valid votes cast  in  favou r  of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected
votes"	"Total"	"No. of Tendered votes"	""
"256"	""	""	""	"Ajay Ku mar Jalan"	"Md. Ali Ashraf Fatmi"	"Kirti Azad"	"Yugeshwar Sahani"	"Ku mari Su reshwari"	""	"Md.
Khu rsheed Alam"	"Du rga Nand
Mahabir Nayak"	"Md.
Nizamu ddin"	"Sathy Narayn Mu khiya"	"Abdu r Rahim"	"Govind Acharya"	"Bharat Yadav"	"Lal Bahadu r
Yadav"	""	"Prof. Hareram Acharya"	""	""	""	""	""
"257"	"1"	"2"	""	"3"	"4"	"5"	"6"	"7"	""	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	""	"16"	"17"	"18"	"19"	"20"	""
"258"	"226"	"223"	""	"53"	"110"	"164"	"13"	"4"	""	"5"	"9"	"4"	"4"	"8"	"4"	"7"	"17"	""	"25"	"427"	"-"	"427"	""	""
"259"	"227"	"224"	""	"2"	"186"	"46"	"0"	"0"	""	"1"	"3"	"2"	"2"	"4"	"3"	"3"	"5"	""	"3"	"260"	"-"	"260"	""	""
"260"	"228"	"225"	""	"10"	"8"	"254"	"6"	"0"	""	"1"	"0"	"1"	"0"	"3"	"4"	"9"	"4"	""	"10"	"310"	"-"	"310"	""	""
"261"	"Total No. of votes recording at
polling Stat ions"	""	""	"5980"	"31431"	"43199"	"2159"	"480"	""	"653"	"574"	"753"	"1474"	"774"	"702"	"1291"	"1661"	""	"2363"	"93494"	"-"	"93494"	""	""
"262"	"No. of votes recorded on postal ballot papers (To be
elect ion  from  an assembly
const ituency)"	""	""	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	""	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	"Nil"	""	"Nil"	"Nil"	"-"	"Nil"	""	""
"263"	"Total Votes polled"	""	""	"5980"	"31431"	"43199"	"2159"	"480"	""	"653"	"574"	"753"	"1474"	"774"	"702"	"1291"	"1661"	""	"2363"	"93494"	"-"	"93494"	""	""
"264"	"Place :"	""	"DARBHANGA"	""	""	""	""	""	"Assistant  Ret urning Officer"	""	""	""	""	""	""	""	""	"Ret urning Officer"	""	""	""	""	""	""
"265"	"Date  :"	""	"16/ 05/ 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"5/25/20113:58 PM                                                                                                                                                     benipur80                                                                                                                                                                  Page# 7 /7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
