"Candidates.Name.."	"Arjun.Roy"	"Maya.Shanka.r.Sharan"	"Samir.Kumar.Mahase.th"	"Sitaram.Yadav"	"S..Abu.Daujan.a"	"Chitra.njan.Giri"	"Mohammad.Afzal.Painther"	"Shankar.Sinha"	"Chandr.ika.Prasad"	"Zahid"	"Dinesh.Prasad"	"Pappu.Kumar.Mishra"	"Mukesh.Kumar.Gupta"	"Total"
"1"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"194"	"66"	"5"	"169"	"191"	"5"	"2"	"5"	"1"	"3"	"6"	"3"	"2"	"7"	"465"
"210"	"195"	"290"	"9"	"47"	"112"	"0"	"2"	"5"	"8"	"3"	"2"	"1"	"2"	"4"	"485"
"211"	"196"	"286"	"4"	"23"	"191"	"6"	"3"	"1"	"8"	"2"	"2"	"2"	"0"	"2"	"530"
"212"	"197"	"215"	"5"	"68"	"49"	"3"	"2"	"1"	"7"	"1"	"0"	"0"	"0"	"3"	"354"
"213"	"198"	"326"	"3"	"87"	"54"	"1"	"1"	"2"	"9"	"1"	"3"	"3"	"1"	"1"	"492"
"214"	"199"	"43"	"7"	"124"	"23"	"120"	"0"	"1"	"6"	"3"	"10"	"8"	"6"	"7"	"358"
"215"	"200"	"153"	"4"	"140"	"131"	"2"	"2"	"1"	"3"	"2"	"0"	"2"	"3"	"1"	"444"
"216"	"201"	"65"	"5"	"188"	"42"	"45"	"3"	"5"	"9"	"0"	"3"	"3"	"14"	"1"	"383"
"217"	"202"	"366"	"2"	"5"	"20"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"1"	"0"	"399"
"218"	"203"	"288"	"3"	"130"	"63"	"10"	"2"	"1"	"9"	"0"	"1"	"3"	"2"	"2"	"514"
"219"	"204"	"24"	"3"	"271"	"24"	"32"	"2"	"1"	"4"	"2"	"0"	"3"	"2"	"1"	"369"
"220"	"Candidates Name >"	"Arjun Roy"	"Maya Shanka r Sharan"	"Samir Kumar Mahase th"	"Sitaram Yadav"	"S. Abu Daujan
a"	"Chitra njan Giri"	"Mohammad Afzal Painther"	"Shankar Sinha"	"Chandr ika Prasad"	"Zahid"	"Dinesh Prasad"	"Pappu Kumar Mishra"	"Mukesh Kumar Gupta"	"Total"
"221"	"BOOTH NO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"222"	">"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	""
"224"	"205"	"161"	"18"	"133"	"28"	"9"	"2"	"4"	"5"	"5"	"0"	"0"	"0"	"0"	"365"
"225"	"206"	"36"	"8"	"199"	"136"	"3"	"0"	"4"	"5"	"5"	"4"	"3"	"3"	"8"	"414"
"226"	"207"	"58"	"3"	"213"	"94"	"9"	"0"	"1"	"5"	"0"	"2"	"1"	"0"	"2"	"388"
"227"	"208"	"34"	"3"	"139"	"78"	"29"	"2"	"2"	"4"	"3"	"0"	"2"	"1"	"3"	"300"
"228"	"209"	"43"	"1"	"166"	"36"	"1"	"1"	"2"	"2"	"0"	"1"	"1"	"1"	"2"	"257"
"229"	"210"	"17"	"1"	"2"	"129"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"154"
"230"	"211"	"4"	"2"	"244"	"19"	"29"	"1"	"2"	"0"	"0"	"3"	"0"	"1"	"2"	"307"
"231"	"212"	"45"	"35"	"129"	"53"	"6"	"4"	"9"	"7"	"2"	"6"	"0"	"0"	"0"	"296"
"232"	"213"	"108"	"2"	"177"	"61"	"5"	"2"	"1"	"15"	"5"	"5"	"4"	"3"	"1"	"389"
"233"	"214"	"223"	"4"	"219"	"64"	"7"	"2"	"4"	"15"	"4"	"4"	"3"	"4"	"2"	"555"
"234"	"215"	"57"	"9"	"146"	"28"	"34"	"3"	"2"	"3"	"3"	"5"	"3"	"1"	"2"	"296"
"235"	"216"	"69"	"1"	"85"	"38"	"18"	"1"	"3"	"11"	"0"	"1"	"2"	"3"	"1"	"233"
"236"	"217"	"177"	"6"	"108"	"48"	"84"	"4"	"6"	"4"	"2"	"5"	"3"	"2"	"1"	"450"
"237"	"Total:"	"33375"	"2760"	"21369"	"19827"	"1814"	"454"	"677"	"1617"	"460"	"401"	"440"	"370"	"493"	"84057"
"238"	"Place: Sitamarhi                                                              Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"Date: 16/05/2009                                                  Assembly Constituency :029---RUNNISAIDPUR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
