"Candidate.Name.U.2192..Booth.No.U.2193."	"No.of.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"Total.valid.votes"	"No..of.rejected.votes"	"Total"	"No..of.Tendere.d.votes"
"134"	"127"	"2"	"116"	"380"	"27"	"1"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"6"	"541"	"0"	"541"	"0"
"135"	"128"	"4"	"73"	"357"	"26"	"1"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"6"	"475"	"0"	"475"	"0"
"136"	"129"	"4"	"178"	"185"	"17"	"0"	"2"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"4"	"3"	"6"	"405"	"0"	"405"	"0"
"137"	"130"	"1"	"84"	"376"	"27"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"492"	"0"	"492"	"0"
"138"	"131"	"3"	"176"	"341"	"16"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"7"	"549"	"0"	"549"	"0"
"139"	"132"	"11"	"233"	"211"	"93"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"3"	"3"	"14"	"576"	"0"	"576"	"0"
"140"	"133"	"4"	"94"	"347"	"62"	"2"	"0"	"1"	"1"	"2"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"523"	"0"	"523"	"0"
"141"	"134"	"3"	"34"	"405"	"118"	"4"	"2"	"5"	"0"	"1"	"3"	"0"	"2"	"2"	"9"	"2"	"5"	"9"	"9"	"613"	"0"	"613"	"0"
"142"	"135"	"4"	"20"	"395"	"79"	"4"	"0"	"1"	"1"	"3"	"1"	"1"	"1"	"2"	"4"	"1"	"1"	"2"	"4"	"524"	"0"	"524"	"0"
"143"	"136"	"10"	"189"	"241"	"151"	"2"	"0"	"2"	"3"	"4"	"1"	"4"	"3"	"2"	"5"	"5"	"9"	"1"	"14"	"646"	"0"	"646"	"0"
"144"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected votes"	"Total"	"No. of Tendere d votes"
"145"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"146"	"137"	"2"	"148"	"127"	"47"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"3"	"3"	"6"	"0"	"0"	"342"	"0"	"342"	"0"
"147"	"138"	"1"	"101"	"112"	"19"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"238"	"0"	"238"	"0"
"148"	"139"	"3"	"104"	"161"	"48"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"3"	"322"	"0"	"322"	"0"
"149"	"140"	"10"	"201"	"99"	"4"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"1"	"3"	"0"	"4"	"332"	"0"	"332"	"0"
"150"	"141"	"2"	"81"	"283"	"20"	"0"	"1"	"0"	"3"	"3"	"0"	"2"	"0"	"1"	"1"	"4"	"2"	"1"	"3"	"407"	"0"	"407"	"0"
"151"	"142"	"11"	"53"	"213"	"33"	"0"	"1"	"0"	"3"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"3"	"323"	"0"	"323"	"0"
"152"	"143"	"4"	"212"	"220"	"24"	"2"	"4"	"0"	"1"	"2"	"3"	"1"	"4"	"2"	"6"	"9"	"14"	"0"	"23"	"531"	"0"	"531"	"0"
"153"	"144"	"10"	"153"	"32"	"83"	"6"	"0"	"2"	"2"	"5"	"1"	"2"	"2"	"1"	"4"	"5"	"3"	"2"	"2"	"315"	"0"	"315"	"0"
"154"	"145"	"26"	"210"	"96"	"217"	"5"	"5"	"9"	"7"	"4"	"2"	"5"	"1"	"0"	"5"	"13"	"18"	"2"	"2"	"627"	"0"	"627"	"0"
"155"	"146"	"19"	"187"	"286"	"149"	"3"	"7"	"3"	"1"	"1"	"1"	"3"	"0"	"4"	"6"	"0"	"6"	"1"	"7"	"684"	"0"	"684"	"0"
"156"	"147"	"16"	"141"	"383"	"37"	"1"	"1"	"5"	"3"	"2"	"1"	"3"	"1"	"3"	"6"	"5"	"11"	"4"	"1"	"624"	"0"	"624"	"0"
"157"	"148"	"2"	"4"	"13"	"381"	"9"	"3"	"1"	"0"	"0"	"3"	"1"	"5"	"7"	"1"	"17"	"8"	"0"	"1"	"456"	"0"	"456"	"0"
"158"	"149"	"16"	"20"	"38"	"558"	"15"	"2"	"0"	"1"	"2"	"3"	"2"	"2"	"7"	"3"	"22"	"4"	"7"	"3"	"705"	"0"	"705"	"0"
"159"	"150"	"23"	"135"	"135"	"3"	"0"	"1"	"6"	"2"	"0"	"1"	"1"	"1"	"1"	"3"	"6"	"8"	"1"	"4"	"331"	"0"	"331"	"0"
"160"	"151"	"5"	"158"	"95"	"0"	"1"	"1"	"1"	"1"	"3"	"0"	"0"	"0"	"3"	"4"	"1"	"1"	"0"	"2"	"276"	"0"	"276"	"0"
"161"	"152"	"16"	"59"	"376"	"60"	"1"	"10"	"5"	"3"	"3"	"5"	"2"	"1"	"2"	"4"	"6"	"9"	"1"	"3"	"566"	"0"	"566"	"0"
"162"	"153"	"5"	"330"	"195"	"43"	"2"	"1"	"2"	"0"	"2"	"4"	"0"	"1"	"2"	"0"	"3"	"2"	"3"	"1"	"596"	"0"	"596"	"0"
"163"	"154"	"3"	"91"	"77"	"169"	"2"	"2"	"0"	"0"	"2"	"0"	"1"	"1"	"7"	"1"	"13"	"2"	"1"	"2"	"374"	"0"	"374"	"0"
"164"	"155"	"18"	"16"	"188"	"115"	"4"	"4"	"8"	"5"	"4"	"5"	"3"	"1"	"2"	"5"	"15"	"30"	"0"	"3"	"426"	"0"	"426"	"0"
"165"	"156"	"16"	"5"	"9"	"334"	"5"	"1"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"15"	"3"	"0"	"0"	"395"	"0"	"395"	"0"
"166"	"157"	"27"	"36"	"74"	"114"	"1"	"3"	"0"	"2"	"3"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"3"	"268"	"0"	"268"	"0"
"167"	"158"	"2"	"12"	"35"	"239"	"7"	"0"	"0"	"1"	"3"	"2"	"6"	"6"	"3"	"3"	"19"	"20"	"2"	"0"	"360"	"0"	"360"	"0"
"168"	"159"	"5"	"19"	"73"	"257"	"11"	"7"	"17"	"2"	"6"	"1"	"2"	"4"	"5"	"2"	"23"	"15"	"0"	"2"	"451"	"0"	"451"	"0"
"169"	"160"	"3"	"63"	"113"	"182"	"1"	"5"	"2"	"9"	"5"	"2"	"1"	"3"	"8"	"4"	"18"	"18"	"0"	"0"	"437"	"0"	"437"	"0"
"170"	"161"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"171"	"162"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"172"	"163"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"5"	"0"
"173"	"164"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"14"	"0"	"14"	"0"
"174"	"165"	"6"	"191"	"354"	"13"	"1"	"2"	"2"	"3"	"1"	"1"	"0"	"3"	"2"	"3"	"6"	"9"	"10"	"6"	"613"	"0"	"613"	"0"
"175"	"166"	"7"	"20"	"538"	"13"	"2"	"5"	"2"	"0"	"2"	"1"	"0"	"1"	"4"	"18"	"4"	"8"	"5"	"11"	"641"	"0"	"641"	"0"
"176"	"167"	"16"	"26"	"348"	"278"	"10"	"9"	"6"	"3"	"4"	"3"	"4"	"8"	"7"	"8"	"2"	"23"	"3"	"4"	"762"	"0"	"762"	"0"
"177"	"168"	"15"	"4"	"205"	"8"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"240"	"0"	"240"	"0"
"178"	"169"	"5"	"90"	"525"	"87"	"0"	"3"	"5"	"4"	"3"	"2"	"3"	"0"	"2"	"9"	"1"	"4"	"6"	"3"	"752"	"0"	"752"	"0"
"179"	"170"	"42"	"15"	"418"	"71"	"3"	"5"	"3"	"2"	"1"	"0"	"1"	"2"	"2"	"4"	"0"	"4"	"3"	"3"	"579"	"0"	"579"	"0"
"180"	"Candidate Name<U+2192> Booth No<U+2193>"	"No of valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total valid votes"	"No. of rejected votes"	"Total"	"No. of Tendere d votes"
"181"	""	"ASARFI PRASAD MEHTA"	"CHOUDHARY MEHMOOB ALI KAISER"	"DINESH CHANDRA YADAV"	"RAVINDAR KR. RANA"	"PAWAN KUMAR \"SUMAN\""	"BABLOO PASWAN"	"BHARAT KUMAR YADAV"	"LAL BAHADUR HIMALAYA"	"HARINANDAN SINGH"	"GULAB RAJ"	"NAIMUDIN"	"NEHA CHAUHAN"	"PRADUMNA KUMAR"	"MANJU KUMARI"	"RAM NANDAN YADAV"	"SANGRAM KUMAR"	"SANJAY YADAV"	"SURESH PODDAR"	""	""	""	""
"182"	"171"	"9"	"12"	"467"	"8"	"0"	"3"	"3"	"2"	"2"	"1"	"0"	"0"	"1"	"7"	"0"	"9"	"0"	"0"	"524"	"0"	"524"	"0"
"183"	"172"	"5"	"205"	"68"	"162"	"7"	"1"	"3"	"3"	"2"	"0"	"0"	"2"	"1"	"2"	"4"	"3"	"0"	"1"	"469"	"0"	"469"	"0"
"184"	"173"	"15"	"20"	"26"	"402"	"5"	"3"	"4"	"4"	"2"	"5"	"5"	"2"	"0"	"0"	"2"	"19"	"0"	"0"	"514"	"0"	"514"	"0"
"185"	"174"	"15"	"117"	"198"	"282"	"5"	"2"	"0"	"3"	"4"	"1"	"4"	"1"	"2"	"1"	"7"	"4"	"1"	"2"	"649"	"0"	"649"	"0"
"186"	"175"	"18"	"127"	"82"	"199"	"6"	"6"	"0"	"4"	"5"	"0"	"1"	"0"	"2"	"0"	"5"	"13"	"9"	"6"	"483"	"0"	"483"	"0"
"187"	"176"	"15"	"28"	"148"	"455"	"11"	"1"	"22"	"2"	"2"	"1"	"4"	"2"	"4"	"3"	"1"	"6"	"4"	"2"	"711"	"0"	"711"	"0"
"188"	"177"	"7"	"18"	"118"	"256"	"8"	"5"	"6"	"0"	"2"	"2"	"1"	"2"	"7"	"6"	"2"	"15"	"1"	"0"	"456"	"0"	"456"	"0"
"189"	"178"	"6"	"43"	"340"	"27"	"4"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"4"	"0"	"0"	"2"	"3"	"433"	"0"	"433"	"0"
"190"	"179"	"12"	"143"	"294"	"83"	"4"	"7"	"92"	"7"	"5"	"3"	"6"	"6"	"8"	"10"	"15"	"28"	"6"	"6"	"735"	"0"	"735"	"0"
"191"	"180"	"9"	"32"	"12"	"542"	"1"	"2"	"15"	"0"	"4"	"2"	"1"	"2"	"3"	"2"	"2"	"14"	"8"	"7"	"658"	"0"	"658"	"0"
"192"	"181"	"2"	"18"	"138"	"30"	"0"	"1"	"0"	"2"	"4"	"0"	"0"	"1"	"0"	"5"	"2"	"7"	"3"	"3"	"216"	"0"	"216"	"0"
"193"	"182"	"13"	"84"	"371"	"231"	"13"	"3"	"16"	"4"	"3"	"4"	"2"	"2"	"4"	"12"	"8"	"18"	"1"	"4"	"793"	"0"	"793"	"0"
"194"	"183"	"3"	"11"	"114"	"122"	"0"	"2"	"14"	"1"	"1"	"2"	"2"	"3"	"3"	"2"	"7"	"9"	"2"	"4"	"302"	"0"	"302"	"0"
"195"	"184"	"10"	"26"	"562"	"70"	"6"	"7"	"2"	"4"	"3"	"3"	"1"	"0"	"0"	"3"	"3"	"4"	"4"	"1"	"709"	"0"	"709"	"0"
"196"	"185"	"3"	"57"	"492"	"98"	"3"	"3"	"13"	"3"	"2"	"0"	"2"	"2"	"3"	"3"	"3"	"6"	"7"	"10"	"710"	"0"	"710"	"0"
"197"	"186"	"40"	"60"	"166"	"86"	"3"	"3"	"7"	"6"	"6"	"4"	"11"	"1"	"5"	"5"	"2"	"13"	"6"	"6"	"430"	"0"	"430"	"0"
"198"	"187"	"7"	"176"	"290"	"59"	"3"	"3"	"2"	"2"	"5"	"2"	"5"	"2"	"2"	"7"	"11"	"26"	"5"	"4"	"611"	"0"	"611"	"0"
"199"	"188"	"10"	"82"	"598"	"43"	"6"	"6"	"19"	"6"	"0"	"4"	"1"	"5"	"4"	"3"	"4"	"4"	"1"	"3"	"799"	"0"	"799"	"0"
"200"	"189"	"54"	"53"	"160"	"339"	"5"	"5"	"28"	"5"	"1"	"3"	"2"	"1"	"2"	"2"	"2"	"7"	"4"	"1"	"674"	"0"	"674"	"0"
"201"	"190"	"6"	"18"	"174"	"371"	"5"	"2"	"38"	"1"	"2"	"3"	"1"	"0"	"6"	"0"	"2"	"2"	"2"	"8"	"641"	"0"	"641"	"0"
"202"	"191"	"1"	"39"	"164"	"32"	"2"	"2"	"70"	"4"	"3"	"2"	"3"	"2"	"1"	"2"	"1"	"5"	"1"	"1"	"335"	"0"	"335"	"0"
"203"	"192"	"6"	"28"	"179"	"62"	"0"	"5"	"89"	"3"	"1"	"2"	"0"	"2"	"1"	"0"	"4"	"3"	"3"	"3"	"391"	"0"	"391"	"0"
"204"	"193"	"15"	"39"	"119"	"94"	"2"	"6"	"317"	"9"	"5"	"10"	"2"	"1"	"1"	"2"	"22"	"5"	"32"	"8"	"689"	"0"	"689"	"0"
"205"	"194"	"24"	"53"	"281"	"177"	"12"	"7"	"48"	"3"	"5"	"7"	"6"	"2"	"6"	"11"	"9"	"23"	"6"	"25"	"705"	"0"	"705"	"0"
"206"	"195"	"39"	"56"	"154"	"16"	"5"	"7"	"108"	"6"	"8"	"13"	"5"	"6"	"5"	"16"	"4"	"23"	"1"	"9"	"481"	"0"	"481"	"0"
"207"	"196"	"7"	"39"	"165"	"342"	"11"	"8"	"37"	"5"	"9"	"7"	"9"	"7"	"18"	"7"	"5"	"26"	"2"	"14"	"718"	"0"	"718"	"0"
"208"	"197"	"43"	"36"	"49"	"456"	"11"	"3"	"41"	"7"	"3"	"6"	"3"	"9"	"10"	"11"	"8"	"24"	"10"	"6"	"736"	"0"	"736"	"0"
"209"	"198"	"5"	"73"	"215"	"10"	"3"	"1"	"62"	"3"	"6"	"1"	"1"	"3"	"3"	"6"	"3"	"12"	"1"	"2"	"410"	"0"	"410"	"0"
"210"	"199"	"7"	"22"	"270"	"94"	"4"	"5"	"46"	"6"	"5"	"4"	"5"	"6"	"6"	"15"	"8"	"23"	"4"	"10"	"540"	"0"	"540"	"0"
"211"	"200"	"41"	"23"	"163"	"29"	"4"	"5"	"12"	"4"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"5"	"3"	"3"	"298"	"0"	"298"	"0"
"212"	"Total"	"2359"	"22443"	"40383"	"18746"	"564"	"504"	"1697"	"483"	"518"	"379"	"297"	"367"	"566"	"753"	"1292"	"1993"	"470"	"970"	"94784"	"0"	"94784"	"0"
