"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"154"	"73"	"96"	"430"	"18"	"10"	"4"	"1"	"4"	"1"	"2"	"5"	"2"	"20"	"7"	"3"	"21"	"20"	"644"	"0"	"644"	"0"
"155"	"74"	"42"	"263"	"7"	"81"	"3"	"0"	"0"	"1"	"1"	"1"	"2"	"7"	"0"	"1"	"3"	"3"	"415"	"0"	"415"	"0"
"156"	"75"	"178"	"132"	"15"	"1"	"2"	"2"	"1"	"0"	"0"	"3"	"0"	"4"	"1"	"2"	"1"	"2"	"344"	"0"	"344"	"0"
"157"	"76"	"137"	"167"	"11"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"6"	"2"	"2"	"5"	"3"	"336"	"0"	"336"	"0"
"158"	"77"	"128"	"117"	"1"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"125"	"4"	"3"	"2"	"7"	"393"	"0"	"393"	"0"
"159"	"78"	"172"	"64"	"6"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"20"	"0"	"0"	"0"	"4"	"271"	"0"	"271"	"0"
"160"	"79"	"124"	"300"	"10"	"2"	"2"	"0"	"1"	"1"	"1"	"2"	"4"	"24"	"8"	"7"	"6"	"11"	"503"	"0"	"503"	"0"
"161"	"80"	"173"	"72"	"1"	"2"	"0"	"0"	"1"	"2"	"2"	"1"	"0"	"8"	"3"	"0"	"6"	"2"	"273"	"0"	"273"	"0"
"162"	"81"	"127"	"43"	"1"	"1"	"0"	"0"	"5"	"0"	"1"	"2"	"0"	"79"	"13"	"2"	"0"	"1"	"275"	"0"	"275"	"0"
"163"	"82"	"86"	"469"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"27"	"0"	"1"	"1"	"3"	"592"	"0"	"592"	"0"
"164"	"83"	"149"	"146"	"2"	"2"	"2"	"1"	"1"	"0"	"0"	"4"	"1"	"3"	"4"	"5"	"5"	"3"	"328"	"0"	"328"	"0"
"165"	"84"	"92"	"138"	"8"	"16"	"1"	"4"	"0"	"1"	"2"	"4"	"0"	"8"	"1"	"3"	"5"	"6"	"289"	"0"	"289"	"0"
"166"	"Total :-"	"1756"	"2769"	"123"	"143"	"16"	"16"	"17"	"8"	"13"	"31"	"16"	"359"	"49"	"35"	"68"	"83"	"5502"	"0"	"5502"	"0"
"167"	"Till Last Total :-"	"7156"	"15589"	"965"	"352"	"84"	"106"	"30"	"47"	"63"	"147"	"60"	"727"	"166"	"170"	"545"	"564"	"26771"	"0"	"26771"	"0"
"168"	"Grand Total
:-"	"8912"	"18358"	"1088"	"495"	"100"	"122"	"47"	"55"	"76"	"178"	"76"	"1086"	"215"	"205"	"613"	"647"	"32273"	"0"	"32273"	"0"
"169"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"170"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"171"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"172"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"173"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"174"	"ROUND  7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"175"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"176"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"177"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"178"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"179"	"85"	"100"	"386"	"28"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"3"	"11"	"9"	"545"	"0"	"545"	"0"
"180"	"86"	"56"	"514"	"12"	"13"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"1"	"9"	"15"	"626"	"0"	"626"	"0"
"181"	"87"	"53"	"283"	"9"	"2"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"1"	"4"	"6"	"364"	"0"	"364"	"0"
"182"	"88"	"26"	"286"	"41"	"8"	"1"	"3"	"0"	"0"	"2"	"0"	"0"	"2"	"2"	"1"	"1"	"3"	"376"	"0"	"376"	"0"
"183"	"89"	"23"	"374"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"3"	"410"	"0"	"410"	"0"
"184"	"90"	"14"	"246"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"1"	"3"	"276"	"0"	"276"	"0"
"185"	"91"	"42"	"420"	"18"	"7"	"2"	"1"	"1"	"1"	"3"	"3"	"5"	"6"	"3"	"5"	"28"	"18"	"563"	"0"	"563"	"0"
"186"	"92"	"24"	"374"	"5"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"7"	"6"	"429"	"0"	"429"	"0"
"187"	"93"	"110"	"318"	"12"	"5"	"1"	"2"	"1"	"0"	"1"	"2"	"3"	"3"	"2"	"7"	"8"	"6"	"481"	"0"	"481"	"0"
"188"	"94"	"205"	"164"	"28"	"3"	"0"	"5"	"1"	"1"	"2"	"10"	"0"	"22"	"6"	"2"	"7"	"9"	"465"	"0"	"465"	"0"
"189"	"95"	"164"	"117"	"9"	"2"	"3"	"3"	"1"	"1"	"3"	"8"	"3"	"60"	"7"	"6"	"6"	"10"	"403"	"0"	"403"	"0"
"190"	"96"	"67"	"137"	"7"	"7"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"27"	"4"	"1"	"6"	"3"	"265"	"0"	"265"	"0"
"191"	"97"	"39"	"192"	"12"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"6"	"2"	"1"	"9"	"5"	"275"	"0"	"275"	"0"
"192"	"98"	"16"	"374"	"16"	"2"	"1"	"2"	"6"	"2"	"1"	"1"	"1"	"2"	"1"	"0"	"5"	"6"	"436"	"0"	"436"	"0"
"193"	"Total :-"	"939"	"4185"	"209"	"59"	"16"	"22"	"14"	"6"	"16"	"30"	"13"	"134"	"33"	"31"	"105"	"102"	"5914"	"0"	"5914"	"0"
"194"	"Till Last Total :-"	"8912"	"18358"	"1088"	"495"	"100"	"122"	"47"	"55"	"76"	"178"	"76"	"1086"	"215"	"205"	"613"	"647"	"32273"	"0"	"32273"	"0"
"195"	"Grand Total
:-"	"9851"	"22543"	"1297"	"554"	"116"	"144"	"61"	"61"	"92"	"208"	"89"	"1220"	"248"	"236"	"718"	"749"	"38187"	"0"	"38187"	"0"
"196"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"ROUND  8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"205"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"206"	"99"	"43"	"306"	"44"	"2"	"1"	"2"	"1"	"3"	"0"	"0"	"1"	"5"	"4"	"9"	"22"	"14"	"457"	"0"	"457"	"0"
"207"	"100"	"74"	"129"	"1"	"13"	"0"	"1"	"1"	"2"	"0"	"5"	"1"	"23"	"6"	"1"	"1"	"3"	"261"	"0"	"261"	"0"
"208"	"101"	"88"	"280"	"26"	"10"	"3"	"7"	"0"	"1"	"2"	"0"	"0"	"21"	"2"	"2"	"3"	"0"	"445"	"0"	"445"	"0"
"209"	"102"	"37"	"502"	"16"	"2"	"3"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"4"	"20"	"8"	"604"	"0"	"604"	"0"
"210"	"103"	"26"	"339"	"7"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"3"	"1"	"17"	"5"	"405"	"0"	"405"	"0"
"211"	"104"	"48"	"46"	"10"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"109"	"0"	"109"	"0"
"212"	"105"	"54"	"110"	"23"	"1"	"0"	"2"	"0"	"1"	"2"	"5"	"0"	"2"	"1"	"0"	"0"	"0"	"201"	"0"	"201"	"0"
"213"	"106"	"92"	"355"	"9"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"464"	"0"	"464"	"0"
"214"	"107"	"20"	"181"	"3"	"1"	"3"	"1"	"3"	"1"	"0"	"4"	"1"	"46"	"3"	"0"	"0"	"3"	"270"	"0"	"270"	"0"
"215"	"108"	"119"	"13"	"4"	"0"	"4"	"2"	"0"	"1"	"0"	"5"	"6"	"111"	"4"	"0"	"1"	"3"	"273"	"0"	"273"	"0"
"216"	"109"	"218"	"64"	"3"	"0"	"1"	"1"	"1"	"0"	"0"	"3"	"0"	"26"	"2"	"1"	"0"	"3"	"323"	"0"	"323"	"0"
"217"	"110"	"78"	"6"	"3"	"3"	"2"	"2"	"2"	"0"	"2"	"3"	"4"	"269"	"13"	"3"	"3"	"12"	"405"	"0"	"405"	"0"
"218"	"111"	"217"	"42"	"8"	"2"	"2"	"1"	"1"	"1"	"3"	"6"	"3"	"85"	"6"	"4"	"2"	"13"	"396"	"0"	"396"	"0"
"219"	"112"	"269"	"142"	"17"	"0"	"6"	"1"	"0"	"1"	"2"	"3"	"2"	"3"	"7"	"3"	"8"	"17"	"481"	"0"	"481"	"0"
"220"	"Total :-"	"1383"	"2515"	"174"	"39"	"28"	"22"	"11"	"13"	"14"	"38"	"20"	"595"	"53"	"28"	"79"	"82"	"5094"	"0"	"5094"	"0"
"221"	"Till Last Total :-"	"9851"	"22543"	"1297"	"554"	"116"	"144"	"61"	"61"	"92"	"208"	"89"	"1220"	"248"	"236"	"718"	"749"	"38187"	"0"	"38187"	"0"
"222"	"Grand Total
:-"	"11234"	"25058"	"1471"	"593"	"144"	"166"	"72"	"74"	"106"	"246"	"109"	"1815"	"301"	"264"	"797"	"831"	"43281"	"0"	"43281"	"0"
"223"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"[FORM 20]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"229"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 31-PATLIPUTRA PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"ROUND  9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"238"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"239"	"113"	"23"	"241"	"29"	"3"	"0"	"2"	"2"	"1"	"3"	"1"	"2"	"1"	"2"	"3"	"6"	"9"	"328"	"0"	"328"	"0"
"240"	"114"	"38"	"232"	"53"	"11"	"1"	"3"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"4"	"10"	"10"	"366"	"0"	"366"	"0"
"241"	"115"	"101"	"228"	"23"	"2"	"0"	"1"	"1"	"2"	"1"	"1"	"0"	"13"	"2"	"0"	"5"	"1"	"381"	"0"	"381"	"0"
"242"	"116"	"18"	"328"	"17"	"14"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"5"	"0"	"386"	"0"	"386"	"0"
"243"	"117"	"21"	"357"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"388"	"0"	"388"	"0"
"244"	"118"	"55"	"404"	"58"	"5"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"6"	"19"	"10"	"564"	"0"	"564"	"0"
"245"	"119"	"69"	"159"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"4"	"1"	"0"	"1"	"1"	"245"	"0"	"245"	"0"
"246"	"120"	"162"	"304"	"21"	"6"	"2"	"3"	"1"	"0"	"2"	"3"	"1"	"6"	"1"	"1"	"6"	"15"	"534"	"0"	"534"	"0"
"247"	"121"	"218"	"17"	"1"	"0"	"3"	"5"	"0"	"0"	"0"	"6"	"0"	"2"	"6"	"1"	"3"	"19"	"281"	"0"	"281"	"0"
"248"	"122"	"242"	"168"	"11"	"6"	"2"	"3"	"0"	"0"	"0"	"3"	"0"	"7"	"5"	"2"	"8"	"14"	"471"	"0"	"471"	"0"
"249"	"123"	"289"	"244"	"19"	"3"	"1"	"2"	"0"	"1"	"2"	"5"	"5"	"0"	"4"	"7"	"12"	"16"	"610"	"0"	"610"	"0"
"250"	"124"	"161"	"185"	"5"	"2"	"2"	"0"	"0"	"1"	"1"	"2"	"1"	"16"	"2"	"0"	"5"	"7"	"390"	"0"	"390"	"0"
"251"	"125"	"31"	"194"	"2"	"0"	"4"	"4"	"0"	"1"	"2"	"1"	"2"	"36"	"3"	"1"	"10"	"1"	"292"	"0"	"292"	"0"
"252"	"126"	"53"	"221"	"17"	"2"	"4"	"1"	"1"	"0"	"3"	"5"	"2"	"30"	"5"	"2"	"7"	"13"	"366"	"0"	"366"	"0"
"253"	"Total :-"	"1481"	"3282"	"271"	"54"	"23"	"26"	"7"	"7"	"16"	"28"	"13"	"118"	"33"	"27"	"98"	"118"	"5602"	"0"	"5602"	"0"
"254"	"Till Last Total :-"	"11234"	"25058"	"1471"	"593"	"144"	"166"	"72"	"74"	"106"	"246"	"109"	"1815"	"301"	"264"	"797"	"831"	"43281"	"0"	"43281"	"0"
"255"	"Grand Total
:-"	"12715"	"28340"	"1742"	"647"	"167"	"192"	"79"	"81"	"122"	"274"	"122"	"1933"	"334"	"291"	"895"	"949"	"48883"	"0"	"48883"	"0"
"256"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"ROUND  10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"265"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"266"	"127"	"82"	"141"	"9"	"0"	"1"	"0"	"0"	"1"	"1"	"4"	"1"	"8"	"3"	"2"	"7"	"2"	"262"	"0"	"262"	"0"
"267"	"128"	"33"	"485"	"7"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"34"	"1"	"1"	"7"	"0"	"575"	"0"	"575"	"0"
"268"	"129"	"35"	"285"	"15"	"1"	"3"	"1"	"1"	"2"	"0"	"2"	"1"	"49"	"5"	"2"	"10"	"6"	"418"	"0"	"418"	"0"
"269"	"130"	"25"	"552"	"8"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"1"	"4"	"3"	"1"	"5"	"1"	"605"	"0"	"605"	"0"
"270"	"131"	"174"	"241"	"14"	"1"	"2"	"5"	"0"	"1"	"0"	"7"	"2"	"25"	"6"	"9"	"6"	"22"	"515"	"0"	"515"	"0"
"271"	"132"	"268"	"28"	"4"	"1"	"3"	"2"	"2"	"1"	"0"	"4"	"0"	"39"	"5"	"4"	"2"	"11"	"374"	"0"	"374"	"0"
"272"	"133"	"44"	"167"	"2"	"1"	"0"	"2"	"0"	"2"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"2"	"225"	"0"	"225"	"0"
"273"	"134"	"122"	"211"	"6"	"2"	"5"	"1"	"2"	"2"	"1"	"1"	"0"	"18"	"5"	"9"	"18"	"17"	"420"	"0"	"420"	"0"
"274"	"135"	"39"	"178"	"5"	"4"	"2"	"4"	"2"	"1"	"2"	"3"	"1"	"6"	"1"	"9"	"22"	"27"	"306"	"0"	"306"	"0"
"275"	"136"	"187"	"17"	"3"	"0"	"4"	"2"	"1"	"1"	"2"	"1"	"1"	"4"	"5"	"0"	"0"	"9"	"237"	"0"	"237"	"0"
"276"	"137"	"269"	"256"	"20"	"8"	"6"	"1"	"2"	"2"	"4"	"1"	"2"	"12"	"3"	"6"	"9"	"8"	"609"	"0"	"609"	"0"
"277"	"138"	"364"	"16"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"3"	"388"	"0"	"388"	"0"
"278"	"139"	"210"	"312"	"9"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"1"	"12"	"11"	"564"	"0"	"564"	"0"
"279"	"140"	"126"	"71"	"11"	"2"	"1"	"3"	"0"	"2"	"1"	"3"	"0"	"6"	"3"	"5"	"3"	"16"	"253"	"0"	"253"	"0"
"280"	"Total :-"	"1978"	"2960"	"114"	"24"	"35"	"25"	"10"	"15"	"12"	"29"	"11"	"210"	"40"	"52"	"101"	"135"	"5751"	"0"	"5751"	"0"
"281"	"Till Last Total :-"	"12715"	"28340"	"1742"	"647"	"167"	"192"	"79"	"81"	"122"	"274"	"122"	"1933"	"334"	"291"	"895"	"949"	"48883"	"0"	"48883"	"0"
"282"	"Grand Total
:-"	"14693"	"31300"	"1856"	"671"	"202"	"217"	"89"	"96"	"134"	"303"	"133"	"2143"	"374"	"343"	"996"	"1084"	"54634"	"0"	"54634"	"0"
"283"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"285"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"ROUND  11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Total No. of electors in Assembly Constituency/Segment:-243655"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 187-MANER"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"292"	""	"Ranjan Prasad Yadav"	"Lalu Prasad"	"Vijay Singh Yadav"	"Harendra Kumar Patel"	"Kiran Devi"	"Kundan Kumar"	"Dr.
Krishnadhar Singh"	"Pancha Devi"	"Prabhunath Yadav"	"Mohammad Aftab Alam"	"Mohammad Sadruddin"	"Rameshwar Prasad"	"Hasan Manzoor Hashmi"	"Awadesh Sharma"	"Durgesh Nandan Singh"	"Sunil Kumar Singh"	""	""	""	""
"293"	"141"	"382"	"74"	"4"	"2"	"3"	"7"	"0"	"2"	"1"	"8"	"2"	"6"	"7"	"2"	"7"	"16"	"523"	"0"	"523"	"0"
"294"	"142"	"387"	"129"	"12"	"12"	"2"	"4"	"2"	"2"	"1"	"5"	"6"	"11"	"4"	"3"	"8"	"16"	"604"	"0"	"604"	"0"
"295"	"143"	"310"	"177"	"9"	"8"	"1"	"1"	"1"	"1"	"2"	"5"	"1"	"29"	"9"	"4"	"12"	"18"	"588"	"0"	"588"	"0"
"296"	"144"	"271"	"126"	"3"	"3"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"2"	"0"	"0"	"3"	"413"	"0"	"413"	"0"
"297"	"145"	"203"	"171"	"7"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"6"	"392"	"0"	"392"	"0"
"298"	"146"	"512"	"92"	"4"	"12"	"1"	"1"	"0"	"0"	"0"	"3"	"0"	"2"	"2"	"2"	"1"	"11"	"643"	"0"	"643"	"0"
"299"	"147"	"384"	"133"	"10"	"10"	"2"	"1"	"0"	"2"	"2"	"7"	"3"	"8"	"1"	"3"	"2"	"8"	"576"	"0"	"576"	"0"
"300"	"148"	"22"	"235"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"2"	"1"	"1"	"0"	"1"	"2"	"269"	"0"	"269"	"0"
"301"	"149"	"42"	"277"	"6"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"9"	"6"	"344"	"0"	"344"	"0"
"302"	"150"	"3"	"349"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"358"	"0"	"358"	"0"
"303"	"151"	"257"	"174"	"5"	"6"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"24"	"2"	"2"	"2"	"7"	"482"	"0"	"482"	"0"
"304"	"152"	"123"	"334"	"7"	"4"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"4"	"1"	"2"	"14"	"5"	"497"	"0"	"497"	"0"
"305"	"153"	"126"	"229"	"10"	"14"	"2"	"0"	"1"	"2"	"0"	"14"	"0"	"4"	"5"	"2"	"5"	"5"	"419"	"0"	"419"	"0"
"306"	"154"	"218"	"49"	"9"	"3"	"0"	"1"	"1"	"0"	"3"	"51"	"1"	"9"	"2"	"2"	"0"	"5"	"354"	"0"	"354"	"0"
"307"	"Total :-"	"3240"	"2549"	"92"	"75"	"13"	"20"	"7"	"11"	"13"	"97"	"16"	"100"	"36"	"23"	"62"	"108"	"6462"	"0"	"6462"	"0"
