"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"
"1"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"[See rule 56 C (2) (C)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"ELECTION TO THE HOUSE OF THE PEOPLE FROM THE 30- PATNA SAHIB  PARLIAMENTARY CONSTITUENCY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"PART 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"(To be used both for Parliamentary and Assembly election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"ROUND  1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"156"	"16th May 2009                                                                                                                                                                                                                                                                         ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"157"	"ROUND  6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"158"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"161"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"162"	"71"	"168"	"317"	"22"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"515"	"0"	"515"	"0"
"163"	"72"	"63"	"245"	"18"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"333"	"0"	"333"	"0"
"164"	"73"	"89"	"318"	"21"	"0"	"1"	"25"	"4"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"465"	"0"	"465"	"0"
"165"	"74"	"36"	"269"	"30"	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"342"	"0"	"342"	"0"
"166"	"75"	"19"	"272"	"20"	"1"	"0"	"1"	"0"	"1"	"1"	"4"	"1"	"1"	"2"	"1"	"3"	"3"	"330"	"0"	"330"	"0"
"167"	"76"	"49"	"364"	"27"	"1"	"0"	"6"	"0"	"0"	"0"	"2"	"3"	"2"	"5"	"0"	"6"	"13"	"478"	"0"	"478"	"0"
"168"	"77"	"230"	"213"	"16"	"2"	"2"	"10"	"3"	"0"	"2"	"1"	"1"	"3"	"0"	"5"	"8"	"8"	"504"	"0"	"504"	"0"
"169"	"78"	"168"	"331"	"19"	"0"	"2"	"1"	"1"	"0"	"2"	"1"	"1"	"2"	"1"	"0"	"3"	"5"	"537"	"0"	"537"	"0"
"170"	"79"	"141"	"326"	"26"	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"2"	"2"	"6"	"510"	"0"	"510"	"0"
"171"	"80"	"235"	"76"	"18"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"333"	"0"	"333"	"0"
"172"	"81"	"147"	"296"	"23"	"0"	"2"	"3"	"1"	"0"	"0"	"1"	"2"	"2"	"1"	"2"	"10"	"3"	"493"	"0"	"493"	"0"
"173"	"82"	"78"	"270"	"16"	"4"	"4"	"68"	"5"	"2"	"1"	"1"	"5"	"2"	"0"	"0"	"3"	"4"	"463"	"0"	"463"	"0"
"174"	"83"	"92"	"292"	"29"	"1"	"0"	"6"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"2"	"427"	"0"	"427"	"0"
"175"	"84"	"227"	"95"	"64"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"392"	"0"	"392"	"0"
"176"	"Total :-"	"1742"	"3684"	"349"	"13"	"12"	"128"	"16"	"10"	"8"	"15"	"15"	"14"	"10"	"12"	"45"	"49"	"6122"	"0"	"6122"	"0"
"177"	"Till Last Total :-"	"7190"	"15697"	"2987"	"57"	"31"	"108"	"48"	"21"	"31"	"42"	"41"	"39"	"52"	"44"	"84"	"165"	"26637"	"0"	"26637"	"0"
"178"	"Grand Total
:-"	"8932"	"19381"	"3336"	"70"	"43"	"236"	"64"	"31"	"39"	"57"	"56"	"53"	"62"	"56"	"129"	"214"	"32759"	"0"	"32759"	"0"
"179"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"182"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"183"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"184"	"ROUND  7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"185"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"186"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"188"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"189"	"85"	"61"	"317"	"19"	"1"	"1"	"5"	"1"	"2"	"1"	"1"	"1"	"1"	"3"	"1"	"4"	"9"	"428"	"0"	"428"	"0"
"190"	"86"	"97"	"314"	"21"	"1"	"0"	"6"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"4"	"446"	"0"	"446"	"0"
"191"	"87"	"67"	"249"	"75"	"2"	"0"	"4"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"2"	"2"	"2"	"408"	"0"	"408"	"0"
"192"	"88"	"66"	"274"	"19"	"2"	"2"	"17"	"5"	"4"	"7"	"1"	"2"	"0"	"0"	"2"	"3"	"1"	"405"	"0"	"405"	"0"
"193"	"89"	"123"	"207"	"83"	"5"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"422"	"0"	"422"	"0"
"194"	"90"	"129"	"105"	"91"	"4"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"335"	"0"	"335"	"0"
"195"	"91"	"168"	"145"	"103"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"4"	"429"	"0"	"429"	"0"
"196"	"92"	"123"	"309"	"81"	"2"	"0"	"2"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"4"	"528"	"0"	"528"	"0"
"197"	"93"	"110"	"377"	"100"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"594"	"0"	"594"	"0"
"198"	"94"	"106"	"148"	"56"	"9"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"325"	"0"	"325"	"0"
"199"	"95"	"138"	"111"	"40"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"293"	"0"	"293"	"0"
"200"	"96"	"15"	"151"	"34"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"1"	"2"	"2"	"0"	"2"	"1"	"212"	"0"	"212"	"0"
"201"	"97"	"86"	"278"	"34"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"402"	"0"	"402"	"0"
"202"	"98"	"96"	"221"	"36"	"1"	"0"	"4"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"363"	"0"	"363"	"0"
"203"	"Total :-"	"1385"	"3206"	"792"	"36"	"8"	"41"	"8"	"13"	"13"	"10"	"11"	"4"	"7"	"7"	"17"	"32"	"5590"	"0"	"5590"	"0"
"204"	"Till Last Total :-"	"8932"	"19381"	"3336"	"70"	"43"	"236"	"64"	"31"	"39"	"57"	"56"	"53"	"62"	"56"	"129"	"214"	"32759"	"0"	"32759"	"0"
"205"	"Grand Total
:-"	"10317"	"22587"	"4128"	"106"	"51"	"277"	"72"	"44"	"52"	"67"	"67"	"57"	"69"	"63"	"146"	"246"	"38349"	"0"	"38349"	"0"
"206"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"208"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"16th May 2009                                                                                                                                                                                                                                                                         ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"ROUND  8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"212"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"213"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"214"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"215"	"99"	"50"	"232"	"36"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"328"	"0"	"328"	"0"
"216"	"100"	"94"	"183"	"51"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"333"	"0"	"333"	"0"
"217"	"101"	"120"	"186"	"105"	"2"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"4"	"1"	"425"	"0"	"425"	"0"
"218"	"102"	"41"	"213"	"42"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"1"	"0"	"3"	"1"	"306"	"0"	"306"	"0"
"219"	"103"	"88"	"234"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"3"	"358"	"0"	"358"	"0"
"220"	"104"	"49"	"253"	"30"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"341"	"0"	"341"	"0"
"221"	"105"	"50"	"228"	"51"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"332"	"0"	"332"	"0"
"222"	"106"	"100"	"85"	"65"	"6"	"0"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"4"	"266"	"0"	"266"	"0"
"223"	"107"	"28"	"274"	"55"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"363"	"0"	"363"	"0"
"224"	"108"	"39"	"258"	"32"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"332"	"0"	"332"	"0"
"225"	"109"	"113"	"205"	"43"	"0"	"2"	"13"	"1"	"0"	"0"	"0"	"5"	"3"	"3"	"1"	"7"	"10"	"406"	"0"	"406"	"0"
"226"	"110"	"92"	"159"	"40"	"4"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"302"	"0"	"302"	"0"
"227"	"111"	"50"	"108"	"58"	"2"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"226"	"0"	"226"	"0"
"228"	"112"	"153"	"91"	"149"	"21"	"0"	"2"	"1"	"1"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"423"	"0"	"423"	"0"
"229"	"Total :-"	"1067"	"2709"	"786"	"43"	"9"	"25"	"5"	"7"	"5"	"5"	"13"	"8"	"8"	"5"	"19"	"27"	"4741"	"0"	"4741"	"0"
"230"	"Till Last Total :-"	"10317"	"22587"	"4128"	"106"	"51"	"277"	"72"	"44"	"52"	"67"	"67"	"57"	"69"	"63"	"146"	"246"	"38349"	"0"	"38349"	"0"
"231"	"Grand Total
:-"	"11384"	"25296"	"4914"	"149"	"60"	"302"	"77"	"51"	"57"	"72"	"80"	"65"	"77"	"68"	"165"	"273"	"43090"	"0"	"43090"	"0"
"232"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"ROUND  9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"241"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"242"	"113"	"49"	"213"	"67"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"339"	"0"	"339"	"0"
"243"	"114"	"46"	"175"	"42"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"271"	"0"	"271"	"0"
"244"	"115"	"62"	"121"	"53"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"240"	"0"	"240"	"0"
"245"	"116"	"104"	"132"	"44"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"286"	"0"	"286"	"0"
"246"	"117"	"82"	"216"	"69"	"0"	"0"	"1"	"1"	"2"	"3"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"380"	"0"	"380"	"0"
"247"	"118"	"73"	"198"	"63"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"3"	"344"	"0"	"344"	"0"
"248"	"119"	"206"	"135"	"27"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"375"	"0"	"375"	"0"
"249"	"120"	"60"	"230"	"23"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"2"	"0"	"3"	"325"	"0"	"325"	"0"
"250"	"121"	"93"	"229"	"30"	"2"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"3"	"4"	"368"	"0"	"368"	"0"
"251"	"122"	"168"	"249"	"37"	"0"	"0"	"1"	"2"	"1"	"0"	"1"	"1"	"0"	"2"	"3"	"5"	"5"	"475"	"0"	"475"	"0"
"252"	"123"	"154"	"324"	"39"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"523"	"0"	"523"	"0"
"253"	"124"	"125"	"230"	"80"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"444"	"0"	"444"	"0"
"254"	"125"	"174"	"195"	"83"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"3"	"463"	"0"	"463"	"0"
"255"	"126"	"125"	"154"	"72"	"1"	"1"	"4"	"1"	"0"	"0"	"2"	"1"	"2"	"1"	"0"	"1"	"5"	"370"	"0"	"370"	"0"
"256"	"Total :-"	"1521"	"2801"	"729"	"16"	"10"	"16"	"7"	"6"	"8"	"6"	"10"	"6"	"4"	"14"	"17"	"32"	"5203"	"0"	"5203"	"0"
"257"	"Till Last Total :-"	"11384"	"25296"	"4914"	"149"	"60"	"302"	"77"	"51"	"57"	"72"	"80"	"65"	"77"	"68"	"165"	"273"	"43090"	"0"	"43090"	"0"
"258"	"Grand Total
:-"	"12905"	"28097"	"5643"	"165"	"70"	"318"	"84"	"57"	"65"	"78"	"90"	"71"	"81"	"82"	"182"	"305"	"48293"	"0"	"48293"	"0"
"259"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"16th May 2009                                                                                                                                                                                                                                                                         ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"ROUND  10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"267"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"268"	"127"	"130"	"113"	"78"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"329"	"0"	"329"	"0"
"269"	"128"	"65"	"430"	"26"	"0"	"1"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"4"	"2"	"535"	"0"	"535"	"0"
"270"	"129"	"77"	"389"	"34"	"2"	"0"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"5"	"515"	"0"	"515"	"0"
"271"	"130"	"78"	"357"	"50"	"1"	"1"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"493"	"0"	"493"	"0"
"272"	"131"	"91"	"403"	"34"	"1"	"1"	"4"	"1"	"2"	"2"	"2"	"2"	"1"	"0"	"1"	"4"	"4"	"553"	"0"	"553"	"0"
"273"	"132"	"65"	"331"	"44"	"4"	"4"	"3"	"1"	"0"	"2"	"4"	"0"	"0"	"0"	"1"	"2"	"2"	"463"	"0"	"463"	"0"
"274"	"133"	"45"	"260"	"17"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"333"	"0"	"333"	"0"
"275"	"134"	"33"	"222"	"31"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"2"	"1"	"297"	"0"	"297"	"0"
"276"	"135"	"40"	"377"	"31"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"4"	"462"	"0"	"462"	"0"
"277"	"136"	"37"	"362"	"24"	"3"	"0"	"6"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"2"	"439"	"0"	"439"	"0"
"278"	"137"	"178"	"292"	"9"	"0"	"1"	"16"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"3"	"2"	"504"	"0"	"504"	"0"
"279"	"138"	"61"	"419"	"43"	"3"	"2"	"9"	"3"	"0"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"550"	"0"	"550"	"0"
"280"	"139"	"55"	"197"	"36"	"1"	"0"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"301"	"0"	"301"	"0"
"281"	"140"	"17"	"230"	"19"	"1"	"2"	"20"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"3"	"1"	"300"	"0"	"300"	"0"
"282"	"Total :-"	"972"	"4382"	"476"	"19"	"14"	"80"	"13"	"6"	"10"	"12"	"12"	"6"	"5"	"7"	"32"	"28"	"6074"	"0"	"6074"	"0"
"283"	"Till Last Total :-"	"12905"	"28097"	"5643"	"165"	"70"	"318"	"84"	"57"	"65"	"78"	"90"	"71"	"81"	"82"	"182"	"305"	"48293"	"0"	"48293"	"0"
"284"	"Grand Total
:-"	"13877"	"32479"	"6119"	"184"	"84"	"398"	"97"	"63"	"75"	"90"	"102"	"77"	"86"	"89"	"214"	"333"	"54367"	"0"	"54367"	"0"
"285"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"Date :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"16th May 2009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"ARO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	"ROUND  11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"Total No. of electors in Assembly Constituency/Segment:-291290"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"292"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 184-PATNA SAHIB"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"Serial no. of polling station"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	"No. of Rejected Votes"	"Total"	"No. of tendered votes"
"294"	""	"Vijay Kumar"	"Shatrughan Sinha"	"Shekhar Suman"	"On Masumi"	"Dr. Diwaker Tejaswi"	"Ram Narayan Rai"	"Hassan Faizi Hashmi"	"Anjani Kumar"	"Kumar Rajiv"	"Deepak Kumar Singh"	"Pankaj Kumar Sharma"	"Pramod Kumar Gupta"	"Ram Bhajan Singh Nishad"	"Vidhan Chandra Rana"	"Sanjay Verma"	"Hemant Kumar Singh"	""	""	""	""
"295"	"141"	"51"	"230"	"7"	"0"	"0"	"8"	"0"	"1"	"0"	"0"	"1"	"2"	"2"	"0"	"5"	"5"	"312"	"0"	"312"	"0"
"296"	"142"	"35"	"249"	"28"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"318"	"0"	"318"	"0"
"297"	"143"	"127"	"288"	"47"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"3"	"2"	"0"	"3"	"4"	"4"	"482"	"0"	"482"	"0"
"298"	"144"	"103"	"138"	"17"	"3"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"2"	"267"	"0"	"267"	"0"
"299"	"145"	"81"	"165"	"17"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"3"	"1"	"273"	"0"	"273"	"0"
"300"	"146"	"100"	"226"	"8"	"0"	"1"	"0"	"0"	"2"	"2"	"0"	"2"	"2"	"1"	"1"	"3"	"11"	"359"	"0"	"359"	"0"
"301"	"147"	"259"	"270"	"39"	"4"	"1"	"4"	"3"	"3"	"0"	"1"	"1"	"2"	"0"	"1"	"1"	"6"	"595"	"0"	"595"	"0"
"302"	"148"	"284"	"144"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"3"	"3"	"1"	"3"	"10"	"15"	"470"	"0"	"470"	"0"
"303"	"149"	"43"	"172"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"222"	"0"	"222"	"0"
"304"	"150"	"106"	"294"	"22"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"427"	"0"	"427"	"0"
"305"	"151"	"161"	"184"	"26"	"0"	"0"	"2"	"1"	"2"	"0"	"2"	"2"	"1"	"0"	"0"	"5"	"3"	"389"	"0"	"389"	"0"
