"Candidate.Name.Booth.No."	"No.valid.votes.caste.in.favour.of"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"
"164"	"138"	"239"	"62"	"122"	"16"	"4"	"3"	"5"	"3"	"2"	"0"	"0"	"2"	"4"	"2"	"7"	"6"	"477"
"165"	"139"	"180"	"64"	"51"	"5"	"3"	"2"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"1"	"7"	"11"	"329"
"166"	"140"	"182"	"45"	"78"	"18"	"2"	"2"	"4"	"4"	"4"	"2"	"3"	"4"	"3"	"5"	"3"	"7"	"366"
"167"	"141"	"155"	"5"	"145"	"20"	"0"	"1"	"3"	"1"	"0"	"0"	"4"	"4"	"2"	"1"	"1"	"2"	"344"
"168"	"142"	"149"	"8"	"91"	"27"	"2"	"1"	"1"	"2"	"2"	"1"	"4"	"3"	"2"	"3"	"2"	"10"	"308"
"169"	"143"	"135"	"13"	"121"	"14"	"1"	"2"	"3"	"1"	"1"	"1"	"6"	"2"	"4"	"3"	"8"	"18"	"333"
"170"	"144"	"153"	"31"	"144"	"7"	"3"	"5"	"8"	"76"	"5"	"3"	"9"	"0"	"5"	"2"	"2"	"11"	"464"
"171"	"145"	"400"	"23"	"65"	"4"	"4"	"1"	"5"	"2"	"0"	"0"	"2"	"2"	"0"	"3"	"1"	"13"	"525"
"172"	"146"	"123"	"3"	"101"	"11"	"2"	"0"	"1"	"2"	"1"	"1"	"5"	"1"	"1"	"8"	"6"	"19"	"285"
"173"	"147"	"109"	"5"	"106"	"32"	"1"	"2"	"6"	"2"	"1"	"3"	"9"	"2"	"0"	"8"	"3"	"8"	"297"
"174"	"148"	"302"	"10"	"137"	"9"	"3"	"2"	"4"	"1"	"1"	"0"	"1"	"6"	"0"	"1"	"11"	"8"	"496"
"175"	"149"	"67"	"3"	"129"	"3"	"2"	"1"	"1"	"0"	"0"	"1"	"3"	"1"	"1"	"7"	"5"	"4"	"228"
"176"	"150"	"89"	"151"	"66"	"6"	"2"	"3"	"9"	"3"	"3"	"1"	"6"	"3"	"1"	"4"	"6"	"7"	"360"
"177"	"151"	"123"	"4"	"102"	"21"	"4"	"4"	"6"	"2"	"2"	"3"	"5"	"5"	"6"	"7"	"14"	"13"	"321"
"178"	"152"	"123"	"5"	"196"	"11"	"0"	"4"	"4"	"1"	"3"	"2"	"2"	"4"	"3"	"4"	"3"	"11"	"376"
"179"	"153"	"196"	"51"	"81"	"27"	"2"	"2"	"2"	"2"	"0"	"3"	"5"	"4"	"2"	"7"	"6"	"11"	"401"
"180"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"182"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"183"	"154"	"226"	"17"	"183"	"14"	"3"	"7"	"16"	"8"	"3"	"4"	"14"	"2"	"2"	"3"	"3"	"8"	"513"
"184"	"155"	"195"	"19"	"168"	"9"	"5"	"4"	"8"	"5"	"3"	"2"	"1"	"4"	"3"	"3"	"4"	"16"	"449"
"185"	"156"	"190"	"10"	"135"	"1"	"1"	"6"	"33"	"3"	"1"	"2"	"5"	"2"	"2"	"8"	"4"	"7"	"410"
"186"	"157"	"151"	"18"	"58"	"2"	"1"	"0"	"5"	"1"	"1"	"2"	"1"	"0"	"1"	"2"	"4"	"14"	"261"
"187"	"158"	"63"	"103"	"112"	"4"	"1"	"6"	"5"	"1"	"1"	"0"	"6"	"0"	"0"	"3"	"4"	"1"	"310"
"188"	"159"	"258"	"8"	"40"	"7"	"0"	"0"	"1"	"2"	"2"	"2"	"3"	"4"	"1"	"6"	"3"	"6"	"343"
"189"	"160"	"167"	"3"	"17"	"2"	"3"	"2"	"1"	"2"	"0"	"1"	"1"	"7"	"4"	"1"	"6"	"8"	"225"
"190"	"161"	"112"	"7"	"75"	"25"	"1"	"0"	"3"	"4"	"2"	"2"	"5"	"2"	"2"	"5"	"4"	"15"	"264"
"191"	"162"	"120"	"5"	"103"	"9"	"1"	"0"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"0"	"18"	"264"
"192"	"163"	"212"	"11"	"268"	"19"	"4"	"1"	"6"	"0"	"0"	"0"	"5"	"3"	"1"	"0"	"2"	"2"	"534"
"193"	"164"	"139"	"7"	"229"	"11"	"3"	"2"	"5"	"3"	"0"	"1"	"3"	"4"	"0"	"3"	"6"	"2"	"418"
"194"	"165"	"162"	"5"	"182"	"11"	"2"	"2"	"10"	"2"	"4"	"2"	"10"	"1"	"1"	"2"	"8"	"10"	"414"
"195"	"166"	"89"	"76"	"148"	"22"	"1"	"1"	"4"	"0"	"4"	"5"	"4"	"6"	"8"	"9"	"3"	"6"	"386"
"196"	"167"	"225"	"11"	"76"	"29"	"0"	"3"	"5"	"3"	"3"	"2"	"4"	"6"	"3"	"9"	"3"	"13"	"395"
"197"	"168"	"214"	"6"	"28"	"3"	"2"	"1"	"7"	"1"	"0"	"0"	"1"	"0"	"1"	"3"	"4"	"7"	"278"
"198"	"169"	"52"	"25"	"176"	"8"	"2"	"4"	"5"	"3"	"1"	"0"	"9"	"1"	"1"	"8"	"5"	"18"	"318"
"199"	"170"	"419"	"32"	"52"	"5"	"6"	"2"	"6"	"0"	"1"	"1"	"0"	"1"	"0"	"3"	"1"	"9"	"538"
"200"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"202"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"203"	"171"	"41"	"14"	"284"	"10"	"5"	"7"	"17"	"3"	"1"	"3"	"12"	"4"	"1"	"7"	"9"	"8"	"426"
"204"	"172"	"70"	"33"	"127"	"3"	"5"	"3"	"8"	"2"	"2"	"1"	"5"	"1"	"0"	"3"	"3"	"4"	"270"
"205"	"173"	"103"	"61"	"78"	"20"	"6"	"1"	"9"	"7"	"0"	"2"	"4"	"3"	"1"	"0"	"2"	"4"	"301"
"206"	"174"	"207"	"29"	"115"	"8"	"1"	"1"	"3"	"1"	"1"	"2"	"0"	"4"	"0"	"3"	"4"	"5"	"384"
"207"	"175"	"254"	"47"	"84"	"41"	"1"	"2"	"0"	"0"	"1"	"3"	"2"	"2"	"5"	"5"	"5"	"15"	"467"
"208"	"176"	"163"	"9"	"91"	"11"	"2"	"1"	"7"	"5"	"0"	"1"	"3"	"5"	"3"	"10"	"10"	"24"	"345"
"209"	"177"	"292"	"24"	"96"	"22"	"2"	"2"	"5"	"2"	"1"	"5"	"7"	"12"	"11"	"4"	"5"	"33"	"523"
"210"	"178"	"68"	"26"	"125"	"13"	"5"	"2"	"4"	"1"	"0"	"2"	"3"	"1"	"1"	"3"	"1"	"2"	"257"
"211"	"179"	"248"	"5"	"109"	"6"	"1"	"0"	"4"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"4"	"382"
"212"	"180"	"110"	"11"	"155"	"12"	"0"	"1"	"4"	"1"	"0"	"1"	"7"	"5"	"2"	"7"	"1"	"1"	"318"
"213"	"181"	"204"	"38"	"126"	"37"	"5"	"3"	"8"	"3"	"5"	"3"	"8"	"7"	"4"	"6"	"7"	"15"	"479"
"214"	"182"	"183"	"28"	"238"	"6"	"13"	"4"	"11"	"6"	"2"	"2"	"4"	"0"	"2"	"2"	"2"	"3"	"506"
"215"	"183"	"107"	"15"	"233"	"22"	"2"	"2"	"3"	"3"	"1"	"2"	"15"	"13"	"11"	"24"	"15"	"33"	"501"
"216"	"184"	"118"	"52"	"88"	"17"	"4"	"3"	"9"	"4"	"4"	"5"	"3"	"2"	"2"	"8"	"9"	"9"	"337"
"217"	"185"	"37"	"70"	"132"	"14"	"3"	"1"	"3"	"0"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"279"
"218"	"186"	"54"	"2"	"69"	"76"	"4"	"2"	"4"	"4"	"4"	"1"	"7"	"3"	"5"	"6"	"5"	"17"	"263"
"219"	"187"	"71"	"6"	"40"	"77"	"1"	"0"	"4"	"2"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"3"	"209"
"220"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"222"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"223"	"188"	"73"	"3"	"21"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"110"
"224"	"189"	"56"	"64"	"103"	"12"	"5"	"2"	"10"	"4"	"1"	"1"	"9"	"0"	"1"	"2"	"3"	"3"	"276"
"225"	"190"	"75"	"90"	"115"	"9"	"6"	"4"	"11"	"5"	"3"	"3"	"8"	"1"	"3"	"7"	"3"	"8"	"351"
"226"	"191"	"145"	"117"	"160"	"21"	"6"	"8"	"15"	"11"	"6"	"2"	"4"	"2"	"0"	"2"	"1"	"5"	"505"
"227"	"192"	"206"	"26"	"115"	"25"	"2"	"3"	"8"	"8"	"2"	"3"	"9"	"3"	"3"	"4"	"5"	"14"	"436"
"228"	"193"	"124"	"16"	"96"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"4"	"2"	"3"	"259"
"229"	"194"	"147"	"19"	"246"	"15"	"5"	"2"	"6"	"10"	"4"	"5"	"4"	"4"	"4"	"7"	"9"	"13"	"500"
"230"	"195"	"129"	"44"	"106"	"9"	"2"	"4"	"14"	"3"	"1"	"5"	"6"	"1"	"0"	"10"	"4"	"6"	"344"
"231"	"196"	"42"	"15"	"183"	"29"	"3"	"5"	"12"	"19"	"4"	"2"	"11"	"4"	"5"	"7"	"10"	"22"	"373"
"232"	"197"	"139"	"115"	"191"	"17"	"5"	"2"	"2"	"4"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"4"	"483"
"233"	"198"	"275"	"29"	"116"	"17"	"2"	"4"	"6"	"4"	"1"	"1"	"2"	"6"	"5"	"7"	"3"	"17"	"495"
"234"	"199"	"154"	"37"	"127"	"15"	"5"	"1"	"6"	"2"	"3"	"2"	"9"	"3"	"0"	"6"	"8"	"21"	"399"
"235"	"200"	"197"	"73"	"141"	"32"	"3"	"3"	"2"	"4"	"2"	"0"	"4"	"1"	"1"	"2"	"2"	"4"	"471"
"236"	"201"	"147"	"42"	"212"	"18"	"5"	"9"	"18"	"7"	"6"	"7"	"25"	"9"	"3"	"25"	"19"	"33"	"585"
"237"	"202"	"118"	"27"	"111"	"5"	"4"	"1"	"2"	"1"	"0"	"4"	"0"	"3"	"1"	"4"	"2"	"4"	"287"
"238"	"203"	"99"	"40"	"56"	"3"	"0"	"0"	"2"	"0"	"0"	"2"	"2"	"1"	"1"	"0"	"1"	"4"	"211"
"239"	"204"	"170"	"30"	"331"	"26"	"6"	"4"	"16"	"2"	"3"	"4"	"12"	"0"	"3"	"6"	"7"	"11"	"631"
"240"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"242"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"243"	"205"	"195"	"48"	"177"	"9"	"4"	"5"	"18"	"6"	"7"	"3"	"20"	"5"	"5"	"3"	"4"	"11"	"520"
"244"	"206"	"274"	"35"	"173"	"15"	"6"	"9"	"6"	"3"	"0"	"3"	"5"	"3"	"2"	"2"	"3"	"10"	"549"
"245"	"207"	"193"	"9"	"74"	"7"	"1"	"3"	"7"	"1"	"6"	"1"	"8"	"2"	"1"	"7"	"0"	"4"	"324"
"246"	"208"	"57"	"34"	"58"	"11"	"11"	"0"	"5"	"4"	"0"	"1"	"5"	"3"	"3"	"2"	"2"	"5"	"201"
"247"	"209"	"13"	"143"	"39"	"7"	"48"	"3"	"3"	"5"	"4"	"4"	"4"	"0"	"1"	"2"	"2"	"0"	"278"
"248"	"210"	"81"	"14"	"181"	"2"	"10"	"5"	"4"	"2"	"0"	"3"	"14"	"8"	"6"	"14"	"9"	"12"	"365"
"249"	"211"	"213"	"33"	"57"	"30"	"2"	"2"	"7"	"2"	"1"	"1"	"3"	"2"	"2"	"3"	"0"	"9"	"367"
"250"	"212"	"51"	"14"	"315"	"43"	"6"	"4"	"13"	"4"	"4"	"4"	"11"	"4"	"1"	"6"	"13"	"10"	"503"
"251"	"213"	"156"	"36"	"44"	"9"	"1"	"2"	"4"	"4"	"2"	"2"	"4"	"11"	"1"	"7"	"4"	"31"	"318"
"252"	"214"	"104"	"4"	"83"	"8"	"3"	"1"	"5"	"4"	"0"	"6"	"10"	"6"	"4"	"9"	"8"	"21"	"276"
"253"	"215"	"261"	"9"	"25"	"3"	"1"	"1"	"0"	"2"	"1"	"2"	"2"	"3"	"0"	"2"	"1"	"0"	"313"
"254"	"216"	"174"	"42"	"45"	"6"	"2"	"5"	"6"	"1"	"4"	"4"	"7"	"1"	"2"	"1"	"5"	"12"	"317"
"255"	"217"	"128"	"74"	"32"	"14"	"1"	"2"	"3"	"8"	"0"	"0"	"2"	"3"	"2"	"2"	"2"	"0"	"273"
"256"	"218"	"132"	"31"	"134"	"71"	"1"	"3"	"13"	"9"	"7"	"2"	"5"	"2"	"0"	"1"	"3"	"3"	"417"
"257"	"219"	"104"	"43"	"40"	"43"	"1"	"0"	"3"	"3"	"2"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"245"
"258"	"220"	"109"	"103"	"75"	"58"	"8"	"2"	"5"	"4"	"5"	"2"	"3"	"0"	"3"	"2"	"3"	"3"	"385"
"259"	"221"	"62"	"72"	"191"	"74"	"4"	"6"	"9"	"4"	"3"	"4"	"9"	"3"	"3"	"8"	"7"	"2"	"461"
"260"	"Candidate Name
Booth No."	"No valid votes caste in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	""	"ANIL KUMAR"	"JANAK RAM"	"PURNMASI RAM"	"RAMAI RAM"	"MADHU BHARTI"	"RAM KUMAR MANJHI"	"RAMASHANKA R RAM"	"SATYADEO RAM"	"ASHA DEVI"	"DINANATH MANJHI"	"DHARMENDRA KUMAR HAZRA"	"BINITA BAITHA"	"RAJESH KUMAR RAM"	"RAM SURAT RAM"	"SHAMBHU DOM"	"SURENDRA PASWAN"	"Total vailid votes (Part I-A)"
"262"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"
"263"	"222"	"83"	"26"	"135"	"10"	"2"	"1"	"5"	"2"	"2"	"0"	"4"	"2"	"1"	"1"	"0"	"2"	"276"
"264"	"223"	"115"	"14"	"85"	"7"	"9"	"4"	"6"	"1"	"0"	"1"	"8"	"2"	"3"	"0"	"2"	"3"	"260"
"265"	"224"	"74"	"2"	"89"	"19"	"1"	"3"	"3"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"194"
"266"	"225"	"185"	"48"	"126"	"9"	"0"	"3"	"6"	"3"	"1"	"3"	"4"	"6"	"2"	"9"	"2"	"13"	"420"
"267"	"226"	"72"	"39"	"113"	"12"	"4"	"1"	"4"	"3"	"2"	"1"	"4"	"4"	"1"	"4"	"3"	"3"	"270"
"268"	"227"	"91"	"9"	"82"	"7"	"0"	"1"	"12"	"3"	"1"	"3"	"2"	"3"	"1"	"3"	"3"	"5"	"226"
"269"	"228"	"127"	"14"	"122"	"6"	"9"	"2"	"8"	"31"	"4"	"4"	"18"	"12"	"6"	"4"	"11"	"30"	"408"
"270"	"229"	"130"	"13"	"102"	"5"	"1"	"2"	"3"	"28"	"2"	"1"	"19"	"7"	"4"	"10"	"6"	"26"	"359"
"271"	"230"	"145"	"35"	"43"	"29"	"3"	"1"	"3"	"4"	"3"	"2"	"1"	"3"	"3"	"4"	"7"	"18"	"304"
"272"	"231"	"31"	"9"	"99"	"22"	"1"	"2"	"5"	"1"	"0"	"1"	"2"	"2"	"1"	"2"	"2"	"3"	"183"
"273"	"232"	"121"	"14"	"112"	"10"	"1"	"0"	"3"	"4"	"0"	"1"	"4"	"0"	"0"	"1"	"3"	"6"	"280"
"274"	"Total"	"31010"	"6912"	"30048"	"2997"	"653"	"579"	"1464"	"966"	"372"	"444"	"1321"	"643"	"470"	"997"	"910"	"2009"	"81795"
"275"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"Assembly Constituency  : 99- Baikunthpur"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
