"er.nku.dsUnz.l.a....k"	"mEehnokj..ds.Ik.k.esa.Mkys.x..s.oS....er.ksa.dh.l.a....k"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"dqy..oS....er.i.."	"j.Ì..er.ksa.dh.l.a....k"	"X..ksx"	"fufonÙk.er.ksa.dh.l.a....k"
"105"	"73"	"485"	"149"	"17"	"5"	"8"	"1"	"3"	"32"	"5"	"2"	"2"	"0"	"5"	"3"	"3"	"14"	"8"	"3"	"0"	"1"	"0"	"2"	"748"	"0"	"748"	"0"
"106"	"74"	"299"	"100"	"21"	"0"	"54"	"2"	"0"	"50"	"4"	"0"	"1"	"1"	"0"	"2"	"1"	"3"	"11"	"4"	"4"	"2"	"2"	"3"	"564"	"0"	"564"	"0"
"107"	"75"	"153"	"87"	"29"	"4"	"136"	"8"	"3"	"64"	"5"	"8"	"6"	"4"	"2"	"2"	"3"	"4"	"32"	"10"	"8"	"11"	"11"	"12"	"602"	"0"	"602"	"0"
"108"	"76"	"234"	"161"	"8"	"40"	"46"	"1"	"1"	"45"	"2"	"1"	"0"	"0"	"1"	"4"	"0"	"6"	"19"	"9"	"5"	"8"	"5"	"12"	"608"	"0"	"608"	"0"
"109"	"77"	"101"	"52"	"4"	"2"	"96"	"2"	"2"	"49"	"5"	"1"	"2"	"7"	"3"	"5"	"1"	"8"	"3"	"1"	"0"	"0"	"0"	"1"	"345"	"0"	"345"	"0"
"110"	"78"	"142"	"36"	"10"	"2"	"24"	"1"	"1"	"37"	"0"	"3"	"0"	"1"	"1"	"5"	"0"	"3"	"6"	"4"	"3"	"3"	"2"	"4"	"288"	"0"	"288"	"0"
"111"	"79"	"246"	"83"	"53"	"18"	"40"	"3"	"1"	"63"	"9"	"3"	"4"	"1"	"1"	"4"	"1"	"17"	"17"	"3"	"4"	"14"	"1"	"5"	"591"	"0"	"591"	"0"
"112"	"80"	"134"	"194"	"26"	"23"	"11"	"0"	"1"	"36"	"5"	"1"	"1"	"0"	"2"	"4"	"2"	"7"	"13"	"7"	"2"	"3"	"2"	"2"	"476"	"0"	"476"	"0"
"113"	"81"	"197"	"35"	"6"	"10"	"2"	"0"	"2"	"21"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"6"	"0"	"0"	"1"	"0"	"0"	"283"	"0"	"283"	"0"
"114"	"82"	"122"	"147"	"24"	"5"	"8"	"2"	"1"	"34"	"9"	"7"	"1"	"0"	"1"	"9"	"2"	"14"	"11"	"6"	"2"	"5"	"1"	"4"	"415"	"0"	"415"	"0"
"115"	"83"	"151"	"181"	"25"	"6"	"66"	"0"	"4"	"18"	"4"	"2"	"3"	"3"	"1"	"3"	"5"	"6"	"8"	"4"	"1"	"1"	"0"	"1"	"493"	"0"	"493"	"0"
"116"	"84"	"311"	"187"	"7"	"17"	"3"	"1"	"2"	"34"	"3"	"1"	"0"	"1"	"0"	"0"	"2"	"5"	"6"	"4"	"0"	"2"	"2"	"2"	"590"	"0"	"590"	"0"
"117"	"l hV dk
; ksx"	"2913"	"1526"	"341"	"150"	"523"	"23"	"21"	"530"	"59"	"32"	"20"	"18"	"19"	"52"	"22"	"103"	"155"	"59"	"32"	"56"	"27"	"54"	"6735"	"0"	"6735"	"0"
"118"	"d qy  &"	"13332"	"12718"	"1898"	"904"	"3167"	"133"	"124"	"2890"	"324"	"162"	"158"	"86"	"203"	"479"	"298"	"710"	"715"	"368"	"168"	"318"	"184"	"350"	"39689"	"0"	"39689"	"0"
"119"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"120"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"121"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"122"	"i woZ  dk
; ksx&"	"13332"	"12718"	"1898"	"904"	"3167"	"133"	"124"	"2890"	"324"	"162"	"158"	"86"	"203"	"479"	"298"	"710"	"715"	"368"	"168"	"318"	"184"	"350"	"39689"	"0"	"39689"	"0"
"123"	"85"	"230"	"77"	"5"	"17"	"29"	"1"	"1"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"385"	"0"	"385"	"0"
"124"	"86"	"125"	"84"	"6"	"3"	"5"	"1"	"2"	"37"	"3"	"1"	"0"	"1"	"0"	"4"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"1"	"278"	"0"	"278"	"0"
"125"	"87"	"284"	"62"	"23"	"30"	"63"	"3"	"4"	"22"	"6"	"3"	"2"	"0"	"4"	"1"	"0"	"4"	"7"	"2"	"0"	"2"	""	""	"522"	"0"	"522"	"0"
"126"	"88"	"67"	"50"	"8"	"25"	"10"	"3"	"1"	"29"	"6"	"4"	"1"	"2"	"10"	"9"	"8"	"24"	"19"	"5"	"6"	"3"	"3"	"14"	"307"	"0"	"307"	"0"
"127"	"89"	"144"	"123"	"9"	"38"	"12"	"0"	"0"	"42"	"5"	"2"	"1"	"2"	"0"	"0"	"4"	"5"	"34"	"11"	"3"	"10"	"5"	"6"	"456"	"0"	"456"	"0"
"128"	"90"	"63"	"172"	"36"	"17"	"16"	"0"	"3"	"16"	"0"	"4"	"4"	"3"	"2"	"7"	"9"	"26"	"6"	"6"	"1"	"0"	"3"	"6"	"400"	"0"	"400"	"0"
"129"	"91"	"196"	"157"	"27"	"1"	"3"	"1"	"1"	"30"	"1"	"1"	"0"	"0"	"3"	"2"	"5"	"8"	"8"	"3"	"1"	"2"	"1"	"0"	"451"	"0"	"451"	"0"
"130"	"92"	"144"	"143"	"79"	"78"	"9"	"1"	"2"	"39"	"3"	"5"	"2"	"1"	"4"	"6"	"4"	"5"	"14"	"6"	"6"	"6"	"4"	"5"	"566"	"0"	"566"	"0"
"131"	"93"	"259"	"47"	"46"	"7"	"21"	"0"	"2"	"40"	"9"	"4"	"1"	"0"	"1"	"7"	"6"	"12"	"4"	"1"	"1"	"0"	"1"	"2"	"471"	"0"	"471"	"0"
"132"	"94"	"159"	"206"	"26"	"7"	"21"	"2"	"1"	"45"	"1"	"2"	"0"	"0"	"0"	"3"	"3"	"8"	"15"	"5"	"2"	"7"	"2"	"3"	"518"	"0"	"518"	"0"
"133"	"95"	"43"	"74"	"4"	"0"	"51"	"0"	"0"	"14"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"3"	"2"	"3"	"2"	"5"	"0"	"206"	"0"	"206"	"0"
"134"	"96"	"130"	"152"	"72"	"7"	"51"	"0"	"3"	"46"	"7"	"21"	"2"	"1"	"10"	"9"	"3"	"1"	"9"	"2"	"7"	"7"	"1"	"4"	"545"	"0"	"545"	"0"
"135"	"97"	"187"	"43"	"9"	"7"	"11"	"0"	"2"	"87"	"7"	"0"	"1"	"0"	"35"	"1"	"1"	"2"	"8"	"1"	"1"	"3"	"1"	"4"	"411"	"0"	"411"	"0"
"136"	"98"	"157"	"29"	"12"	"0"	"21"	"0"	"3"	"47"	"4"	"1"	"1"	"2"	"11"	"2"	"0"	"7"	"9"	"0"	"1"	"2"	"0"	"3"	"312"	"0"	"312"	"0"
"137"	"l hV dk
; ksx"	"2188"	"1419"	"362"	"237"	"323"	"12"	"25"	"515"	"52"	"49"	"16"	"14"	"81"	"51"	"43"	"105"	"138"	"44"	"33"	"47"	"26"	"48"	"5828"	"0"	"5828"	"0"
"138"	"d qy  &"	"15520"	"14137"	"2260"	"1141"	"3490"	"145"	"149"	"3405"	"376"	"211"	"174"	"100"	"284"	"530"	"341"	"815"	"853"	"412"	"201"	"365"	"210"	"398"	"45517"	"0"	"45517"	"0"
"139"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"140"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"141"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"142"	"i woZ  dk
; ksx&"	"15520"	"14137"	"2260"	"1141"	"3490"	"145"	"149"	"3405"	"376"	"211"	"174"	"100"	"284"	"530"	"341"	"815"	"853"	"412"	"201"	"365"	"210"	"398"	"45517"	"0"	"45517"	"0"
"143"	"99"	"276"	"23"	"13"	"5"	"36"	"2"	"1"	"25"	"3"	"2"	"0"	"1"	"2"	"5"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"397"	"0"	"397"	"0"
"144"	"100"	"103"	"149"	"10"	"2"	"49"	"3"	"5"	"28"	"6"	"2"	"3"	"2"	"55"	"6"	"3"	"5"	"3"	"3"	"0"	"4"	"1"	"1"	"443"	"0"	"443"	"0"
"145"	"101"	"108"	"157"	"19"	"4"	"26"	"2"	"3"	"35"	"4"	"3"	"2"	"4"	"5"	"5"	"3"	"23"	"25"	"27"	"6"	"5"	"7"	"19"	"492"	"0"	"492"	"0"
"146"	"102"	"190"	"11"	"6"	"4"	"23"	"0"	"0"	"33"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"3"	"6"	"0"	"0"	"0"	"0"	"3"	"284"	"0"	"284"	"0"
"147"	"103"	"184"	"24"	"4"	"0"	"41"	"2"	"2"	"22"	"3"	"1"	"0"	"0"	"1"	"0"	"2"	"5"	"4"	"3"	"1"	"2"	"0"	"1"	"302"	"0"	"302"	"0"
"148"	"104"	"122"	"119"	"24"	"5"	"34"	"2"	"1"	"47"	"10"	"10"	"1"	"2"	"68"	"7"	"10"	"12"	"6"	"7"	"3"	"3"	"1"	"5"	"499"	"0"	"499"	"0"
"149"	"105"	"108"	"45"	"11"	"71"	"25"	"1"	"1"	"83"	"7"	"7"	"1"	"3"	"9"	"6"	"10"	"18"	"3"	"2"	"2"	"6"	"3"	"14"	"436"	"0"	"436"	"0"
"150"	"106"	"300"	"116"	"35"	"8"	"21"	"0"	"1"	"91"	"5"	"2"	"2"	"2"	"23"	"9"	"2"	"6"	"6"	"3"	"2"	"2"	"1"	"6"	"643"	"0"	"643"	"0"
"151"	"107"	"112"	"160"	"24"	"10"	"218"	"19"	"3"	"41"	"6"	"7"	"4"	"5"	"35"	"4"	"4"	"13"	"12"	"3"	"3"	"4"	"2"	"6"	"695"	"0"	"695"	"0"
"152"	"108"	"11"	"167"	"11"	"5"	"40"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"6"	"0"	"2"	"2"	"2"	"3"	"1"	"3"	"2"	"0"	"258"	"0"	"258"	"0"
"153"	"109"	"156"	"76"	"8"	"1"	"62"	"1"	"2"	"43"	"10"	"4"	"3"	"3"	"8"	"7"	"8"	"21"	"3"	"3"	"0"	"1"	"1"	"2"	"423"	"0"	"423"	"0"
"154"	"110"	"102"	"128"	"9"	"3"	"36"	"3"	"0"	"28"	"2"	"3"	"0"	"1"	"24"	"0"	"3"	"3"	"12"	"3"	"4"	"8"	"3"	"5"	"380"	"0"	"380"	"0"
"155"	"111"	"226"	"120"	"16"	"1"	"23"	"2"	"2"	"19"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"414"	"0"	"414"	"0"
"156"	"112"	"135"	"27"	"3"	"1"	"16"	"0"	"1"	"7"	"2"	"0"	"0"	"0"	"4"	"3"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"202"	"0"	"202"	"0"
"157"	"l hV dk
; ksx"	"2133"	"1322"	"193"	"120"	"650"	"37"	"22"	"504"	"59"	"41"	"16"	"27"	"242"	"54"	"48"	"112"	"86"	"58"	"22"	"38"	"21"	"63"	"5868"	"0"	"5868"	"0"
"158"	"d qy  &"	"17653"	"15459"	"2453"	"1261"	"4140"	"182"	"171"	"3909"	"435"	"252"	"190"	"127"	"526"	"584"	"389"	"927"	"939"	"470"	"223"	"403"	"231"	"461"	"51385"	"0"	"51385"	"0"
"159"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"160"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"161"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"162"	"i woZ  dk
; ksx&"	"17653"	"15459"	"2453"	"1261"	"4140"	"182"	"171"	"3909"	"435"	"252"	"190"	"127"	"526"	"584"	"389"	"927"	"939"	"470"	"223"	"403"	"231"	"461"	"51385"	"0"	"51385"	"0"
"163"	"113"	"41"	"92"	"13"	"2"	"2"	"1"	"1"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"4"	"4"	"4"	"0"	"2"	"0"	"2"	"178"	"0"	"178"	"0"
"164"	"114"	"114"	"202"	"9"	"8"	"35"	"2"	"3"	"38"	"3"	"9"	"4"	"2"	"14"	"5"	"8"	"13"	"8"	"3"	"1"	"3"	"0"	"9"	"493"	"0"	"493"	"0"
"165"	"115"	"261"	"36"	"7"	"11"	"8"	"0"	"2"	"28"	"2"	"2"	"0"	"0"	"3"	"0"	"1"	"2"	"6"	"2"	"2"	"2"	"0"	"3"	"378"	"0"	"378"	"0"
"166"	"116"	"210"	"120"	"21"	"1"	"1"	"1"	"1"	"19"	"2"	"4"	"1"	"1"	"13"	"4"	"0"	"6"	"14"	"7"	"5"	"5"	"5"	"11"	"452"	"0"	"452"	"0"
"167"	"117"	"139"	"199"	"7"	"3"	"43"	"2"	"2"	"23"	"2"	"0"	"0"	"0"	"12"	"1"	"1"	"3"	"13"	"7"	"0"	"3"	"2"	"5"	"467"	"0"	"467"	"0"
"168"	"118"	"228"	"33"	"23"	"4"	"24"	"1"	"4"	"60"	"5"	"0"	"0"	"2"	"6"	"6"	"2"	"4"	"16"	"5"	"3"	"5"	"4"	"7"	"442"	"0"	"442"	"0"
"169"	"119"	"211"	"166"	"13"	"5"	"18"	"2"	"1"	"49"	"8"	"2"	"4"	"2"	"2"	"15"	"0"	"7"	"13"	"8"	"3"	"6"	"2"	"7"	"544"	"0"	"544"	"0"
"170"	"120"	"197"	"146"	"135"	"9"	"14"	"2"	"5"	"82"	"5"	"5"	"2"	"0"	"4"	"5"	"1"	"3"	"10"	"1"	"2"	"2"	"0"	"3"	"633"	"0"	"633"	"0"
"171"	"121"	"187"	"234"	"111"	"11"	"43"	"2"	"1"	"40"	"3"	"5"	"2"	"1"	"6"	"3"	"2"	"2"	"5"	"1"	"2"	"2"	"0"	"1"	"664"	"0"	"664"	"0"
"172"	"122"	"95"	"79"	"32"	"32"	"96"	"0"	"2"	"48"	"9"	"1"	"0"	"2"	"3"	"3"	"5"	"1"	"14"	"7"	"8"	"4"	"3"	"3"	"447"	"0"	"447"	"0"
"173"	"123"	"113"	"337"	"29"	"1"	"12"	"2"	"1"	"21"	"3"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"0"	"1"	"1"	"1"	"1"	"529"	"0"	"529"	"0"
"174"	"124"	"45"	"266"	"8"	"32"	"2"	"0"	"0"	"21"	"0"	"0"	"0"	"1"	"59"	"0"	"2"	"0"	"3"	"1"	"1"	"4"	"1"	"0"	"446"	"0"	"446"	"0"
"175"	"125"	"9"	"75"	"7"	"1"	"3"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"86"	"2"	"5"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"195"	"0"	"195"	"0"
"176"	"126"	"96"	"126"	"28"	"10"	"122"	"13"	"3"	"90"	"12"	"8"	"9"	"6"	"11"	"14"	"4"	"32"	"12"	"9"	"4"	"6"	"0"	"9"	"624"	"0"	"624"	"0"
"177"	"l hV dk
; ksx"	"1946"	"2111"	"443"	"130"	"423"	"28"	"27"	"528"	"54"	"38"	"23"	"17"	"219"	"59"	"34"	"77"	"121"	"55"	"33"	"46"	"19"	"61"	"6492"	"0"	"6492"	"0"
"178"	"d qy  &"	"19599"	"17570"	"2896"	"1391"	"4563"	"210"	"198"	"4437"	"489"	"290"	"213"	"144"	"745"	"643"	"423"	"1004"	"1060"	"525"	"256"	"449"	"250"	"522"	"57877"	"0"	"57877"	"0"
"179"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"180"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"181"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"182"	"i woZ  dk
; ksx&"	"19599"	"17570"	"2896"	"1391"	"4563"	"210"	"198"	"4437"	"489"	"290"	"213"	"144"	"745"	"643"	"423"	"1004"	"1060"	"525"	"256"	"449"	"250"	"522"	"57877"	"0"	"57877"	"0"
"183"	"127"	"55"	"108"	"30"	"41"	"26"	"4"	"1"	"61"	"7"	"3"	"4"	"3"	"6"	"10"	"9"	"23"	"11"	"16"	"1"	"13"	"8"	"5"	"445"	"0"	"445"	"0"
"184"	"128"	"116"	"53"	"26"	"14"	"20"	"0"	"3"	"30"	"3"	"0"	"1"	"1"	"0"	"4"	"4"	"12"	"2"	"1"	"0"	"1"	"0"	"2"	"293"	"0"	"293"	"0"
"185"	"129"	"91"	"122"	"9"	"23"	"26"	"1"	"4"	"58"	"8"	"1"	"3"	"1"	"5"	"5"	"2"	"17"	"1"	"1"	"0"	"2"	"0"	"2"	"382"	"0"	"382"	"0"
"186"	"130"	"144"	"108"	"15"	"38"	"10"	"0"	"6"	"56"	"3"	"0"	"2"	"2"	"4"	"8"	"10"	"16"	"4"	"1"	"1"	"1"	"0"	"3"	"432"	"0"	"432"	"0"
"187"	"131"	"54"	"193"	"4"	"0"	"7"	"2"	"1"	"14"	"3"	"0"	"5"	"2"	"0"	"1"	"1"	"13"	"2"	"4"	"1"	"3"	"0"	"0"	"310"	"0"	"310"	"0"
"188"	"132"	"57"	"190"	"89"	"9"	"34"	"4"	"0"	"15"	"1"	"0"	"1"	"0"	"2"	"4"	"2"	"1"	"5"	"6"	"7"	"4"	"2"	"2"	"435"	"0"	"435"	"0"
"189"	"133"	"38"	"150"	"40"	"3"	"58"	"4"	"2"	"2"	"2"	"3"	"2"	"5"	"0"	"7"	"6"	"9"	"9"	"7"	"4"	"3"	"7"	"1"	"362"	"0"	"362"	"0"
"190"	"134"	"38"	"220"	"58"	"3"	"21"	"1"	"2"	"16"	"2"	"3"	"0"	"5"	"2"	"9"	"6"	"6"	"6"	"14"	"5"	"2"	"1"	"2"	"422"	"0"	"422"	"0"
"191"	"135"	"89"	"217"	"43"	"7"	"141"	"1"	"2"	"12"	"3"	"4"	"3"	"2"	"2"	"6"	"3"	"8"	"10"	"8"	"3"	"5"	"5"	"2"	"576"	"0"	"576"	"0"
"192"	"136"	"49"	"58"	"25"	"25"	"112"	"1"	"2"	"23"	"3"	"2"	"1"	"4"	"2"	"7"	"5"	"13"	"6"	"6"	"3"	"2"	"2"	"1"	"352"	"0"	"352"	"0"
"193"	"137"	"180"	"110"	"126"	"39"	"47"	"3"	"4"	"76"	"11"	"2"	"0"	"3"	"12"	"25"	"6"	"26"	"3"	"0"	"0"	"0"	"0"	"0"	"673"	"0"	"673"	"0"
"194"	"138"	"51"	"218"	"187"	"24"	"74"	"6"	"3"	"29"	"5"	"9"	"2"	"4"	"7"	"18"	"8"	"45"	"9"	"11"	"17"	"8"	"9"	"10"	"754"	"0"	"754"	"0"
"195"	"139"	"104"	"267"	"16"	"6"	"54"	"2"	"1"	"12"	"3"	"4"	"3"	"3"	"1"	"7"	"5"	"13"	"2"	"1"	"0"	"1"	"0"	"0"	"505"	"0"	"505"	"0"
"196"	"140"	"56"	"89"	"16"	"1"	"7"	"0"	"1"	"24"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"12"	"19"	"15"	"3"	"4"	"3"	"2"	"257"	"0"	"257"	"0"
"197"	"l hV dk
; ksx"	"1122"	"2103"	"684"	"233"	"637"	"29"	"32"	"428"	"55"	"32"	"27"	"36"	"43"	"113"	"67"	"214"	"89"	"91"	"45"	"49"	"37"	"32"	"6198"	"0"	"6198"	"0"
"198"	"d qy  &"	"20721"	"19673"	"3580"	"1624"	"5200"	"239"	"230"	"4865"	"544"	"322"	"240"	"180"	"788"	"756"	"490"	"1218"	"1149"	"616"	"301"	"498"	"287"	"554"	"64075"	"0"	"64075"	"0"
"199"	"er nku dsUnz l a[ ; k"	"mEehnokj  ds Ik{k esa Mkys x; s oS|   er ksa dh l a[ ; k"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  oS|   er i ="	"j Ì  er ksa dh l a[ ; k"	"; ksx"	"fufonÙk
er ksa dh l a[ ; k"
"200"	""	"v' oes?k nsoh"	"vkyksd  dqekj  esgr k"	"j kenso oekZ"	"fot ; oUr  dqekj  pkS/kj h"	"' khy  dqekj  j k;"	"pUnz nso j k;"	"t ;  ukj k; .k l kg"	"ft r sUnz dqekj  j k;"	"r ks\"k.k l kg"	"eks0 r kSfd j"	"el mn gl u"	"j keukFk fl ag"	"vt qZu l guh"	"i znhi  dqekj"	"czt s' k dqekj  fuj kyk"	"eal wj"	"eksgu i kWy"	"eksgEen dqj cku"	"j r u l guh"	"j ke l kxj  egr ks"	"l at ;  dqekj  >k"	"l qt hr  dqekj  Hkxr"	""	""	""	""
"201"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"202"	"i woZ  dk
; ksx&"	"20721"	"19673"	"3580"	"1624"	"5200"	"239"	"230"	"4865"	"544"	"322"	"240"	"180"	"788"	"756"	"490"	"1218"	"1149"	"616"	"301"	"498"	"287"	"554"	"64075"	"0"	"64075"	"0"
"203"	"141"	"173"	"119"	"63"	"4"	"10"	"1"	"5"	"52"	"4"	"4"	"1"	"1"	"4"	"17"	"4"	"21"	"25"	"12"	"19"	"13"	"4"	"11"	"567"	"0"	"567"	"0"
"204"	"142"	"91"	"16"	"131"	"4"	"44"	"3"	"1"	"27"	"2"	"0"	"1"	"0"	"3"	"10"	"0"	"10"	"0"	"1"	"1"	"0"	"0"	"1"	"346"	"0"	"346"	"0"
"205"	"143"	"49"	"210"	"75"	"1"	"108"	"3"	"1"	"17"	"1"	"3"	"3"	"3"	"2"	"6"	"0"	"5"	"5"	"3"	"1"	"2"	"2"	"2"	"502"	"0"	"502"	"0"
"206"	"144"	"214"	"105"	"29"	"20"	"30"	"0"	"2"	"68"	"5"	"3"	"3"	"3"	"4"	"9"	"13"	"22"	"6"	"6"	"3"	"2"	"2"	"4"	"553"	"0"	"553"	"0"
"207"	"145"	"350"	"160"	"30"	"12"	"5"	"0"	"1"	"48"	"5"	"1"	"1"	"5"	"4"	"8"	"7"	"26"	"12"	"2"	"1"	"2"	"0"	"0"	"680"	"0"	"680"	"0"
"208"	"146"	"181"	"124"	"23"	"5"	"2"	"1"	"2"	"57"	"7"	"1"	"3"	"0"	"2"	"2"	"4"	"19"	"7"	"3"	"0"	"1"	"2"	"2"	"448"	"0"	"448"	"0"
"209"	"147"	"129"	"292"	"23"	"2"	"4"	"2"	"0"	"17"	"4"	"0"	"1"	"0"	"1"	"1"	"2"	"3"	"6"	"6"	"0"	"3"	"4"	"3"	"503"	"0"	"503"	"0"
"210"	"148"	"184"	"253"	"48"	"10"	"18"	"1"	"1"	"47"	"3"	"2"	"2"	"0"	"2"	"5"	"9"	"17"	"28"	"19"	"6"	"4"	"3"	"4"	"666"	"0"	"666"	"0"
"211"	"149"	"262"	"63"	"62"	"22"	"11"	"3"	"3"	"69"	"7"	"2"	"3"	"1"	"1"	"10"	"7"	"25"	"22"	"2"	"1"	"1"	"2"	"4"	"583"	"0"	"583"	"0"
"212"	"150"	"208"	"249"	"47"	"7"	"22"	"1"	"1"	"36"	"2"	"1"	"1"	"0"	"2"	"3"	"4"	"3"	"5"	"2"	"1"	"1"	"1"	"1"	"598"	"0"	"598"	"0"
